time,San Antonio,pts.away,score,pts.home,Detroit
7:46.0,San Antonio full timeout,,28-22,,
7:22.0,M. Bonner misses 3-pt shot from 22 ft,,28-22,,
7:21.0,,,28-22,,Defensive rebound by Team
7:21.0,D. Green enters the game for M. Belinelli,,28-22,,
7:03.0,,,28-22,,A. Tolliver misses 2-pt shot at rim
7:02.0,Defensive rebound by D. Green,,28-22,,
6:53.0,Shooting foul by K. Singler (drawn by K. Leonard),,28-22,,
6:53.0,K. Leonard makes free throw 1 of 2,1,29-22,,
6:53.0,T. Parker enters the game for P. Mills,,29-22,,
6:53.0,A. Baynes enters the game for T. Splitter,,29-22,,
6:53.0,,,29-22,,D. Augustin enters the game for J. Lucas III
6:53.0,K. Leonard makes free throw 2 of 2,1,30-22,,
6:44.0,,,30-22,,J. Meeks misses 2-pt shot from 20 ft
6:43.0,Defensive rebound by D. Green,,30-22,,
6:33.0,D. Green makes 3-pt shot from 26 ft (assist by K. Leonard),3,33-22,,
6:15.0,Personal foul by K. Leonard (drawn by K. Singler),,33-22,,
6:04.0,,,33-25,3,A. Tolliver makes 3-pt shot from 28 ft (assist by K. Singler)
5:39.0,A. Baynes makes 2-pt shot from 7 ft (assist by D. Green),2,35-25,,
5:24.0,,,35-27,2,A. Drummond makes 2-pt shot at rim (assist by D. Augustin)
5:02.0,K. Leonard misses 2-pt shot from 5 ft,,35-27,,
5:01.0,Offensive rebound by A. Baynes,,35-27,,
4:58.0,A. Baynes misses 2-pt shot from 2 ft,,35-27,,
4:57.0,Offensive rebound by M. Bonner,,35-27,,
4:44.0,Turnover by T. Parker (bad pass; steal by J. Meeks),,35-27,,
4:44.0,Personal foul by M. Bonner (drawn by J. Meeks),,35-27,,
4:44.0,,,35-27,,K. Caldwell-Pope enters the game for J. Meeks
4:44.0,B. Diaw enters the game for M. Bonner,,35-27,,
4:31.0,,,35-29,2,D. Augustin makes 2-pt shot at rim
4:21.0,Shooting foul by D. Augustin (drawn by T. Parker),,35-29,,
4:21.0,T. Parker makes free throw 1 of 2,1,36-29,,
4:21.0,,,36-29,,G. Monroe enters the game for A. Tolliver
4:21.0,T. Parker makes free throw 2 of 2,1,37-29,,
3:59.0,,,37-31,2,K. Caldwell-Pope makes 2-pt shot from 7 ft (assist by D. Augustin)
3:45.0,T. Parker misses 2-pt shot at rim,,37-31,,
3:42.0,,,37-31,,Defensive rebound by D. Augustin
3:37.0,,,37-31,,D. Augustin misses 2-pt shot from 3 ft (block by K. Leonard)
3:34.0,Defensive rebound by B. Diaw,,37-31,,
3:29.0,D. Green makes 3-pt shot from 26 ft (assist by B. Diaw),3,40-31,,
3:05.0,,,40-31,,D. Augustin misses 2-pt shot from 3 ft
3:04.0,,,40-31,,Offensive rebound by G. Monroe
3:02.0,,,40-33,2,G. Monroe makes 2-pt shot at rim
2:50.0,D. Green misses 3-pt shot from 25 ft,,40-33,,
2:49.0,,,40-33,,Defensive rebound by A. Drummond
2:38.0,,,40-33,,G. Monroe misses 2-pt shot from 6 ft
2:36.0,Defensive rebound by B. Diaw,,40-33,,
2:25.0,A. Baynes makes 2-pt shot at rim (assist by T. Parker),2,42-33,,
1:59.0,,,42-33,,K. Singler misses 2-pt shot from 17 ft
1:58.0,Defensive rebound by T. Parker,,42-33,,
1:50.0,T. Parker makes 2-pt shot at rim,2,44-33,,
1:27.0,,,44-33,,Turnover by D. Augustin (bad pass; steal by K. Leonard)
1:06.0,K. Leonard misses 3-pt shot from 23 ft,,44-33,,
1:05.0,Offensive rebound by D. Green,,44-33,,
0:49.0,Official timeout,,44-33,,
0:49.0,,,44-33,,J. Lucas III enters the game for D. Augustin
0:47.0,Turnover by T. Parker (step out of bounds),,44-33,,
0:34.0,,,44-33,,Shooting foul by D. Green (drawn by K. Caldwell-Pope)
0:34.0,,,44-34,1,K. Caldwell-Pope makes free throw 1 of 2
0:34.0,M. Ginobili enters the game for K. Leonard,,44-34,,
0:34.0,M. Bonner enters the game for B. Diaw,,44-34,,
0:34.0,,,44-34,,A. Tolliver enters the game for G. Monroe
0:34.0,,,44-35,1,K. Caldwell-Pope makes free throw 2 of 2
0:16.0,Shooting foul by A. Tolliver (drawn by T. Parker),,44-35,,
0:16.0,T. Parker makes free throw 1 of 2,1,45-35,,
0:16.0,,,45-35,,D. Augustin enters the game for J. Lucas III
0:16.0,T. Parker makes free throw 2 of 2,1,46-35,,
0:13.0,Personal take foul by A. Baynes (drawn by A. Drummond),,46-35,,
0:13.0,,,46-35,,A. Drummond misses free throw 1 of 2
0:13.0,,,46-35,,Offensive rebound by Team
0:13.0,,,46-35,,J. Lucas III enters the game for D. Augustin
0:13.0,,,46-36,1,A. Drummond makes free throw 2 of 2
0:04.0,T. Parker makes 2-pt shot at rim,2,48-36,,
0:01.0,,,48-39,3,J. Lucas III makes 3-pt shot from 34 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,48-39,,D. Augustin misses 3-pt shot from 26 ft
11:35.0,Defensive rebound by T. Duncan,,48-39,,
11:22.0,K. Leonard misses 3-pt shot from 26 ft,,48-39,,
11:21.0,,,48-39,,Defensive rebound by A. Drummond
11:12.0,,,48-39,,Turnover by D. Augustin (bad pass; steal by K. Leonard)
11:10.0,Shooting foul by K. Caldwell-Pope (drawn by K. Leonard),,48-39,,
11:10.0,K. Leonard makes free throw 1 of 2,1,49-39,,
11:10.0,K. Leonard makes free throw 2 of 2,1,50-39,,
10:52.0,,,50-39,,G. Monroe misses 2-pt shot from 5 ft
10:51.0,,,50-39,,Offensive rebound by G. Monroe
10:44.0,,,50-39,,K. Caldwell-Pope misses 3-pt shot from 23 ft
10:43.0,Defensive rebound by K. Leonard,,50-39,,
10:36.0,K. Leonard makes 2-pt shot at rim,2,52-39,,
10:21.0,,,52-39,,Shooting foul by T. Duncan (drawn by D. Augustin)
10:21.0,,,52-40,1,D. Augustin makes free throw 1 of 2
10:21.0,,,52-41,1,D. Augustin makes free throw 2 of 2
10:06.0,D. Green makes 3-pt shot from 23 ft (assist by T. Parker),3,55-41,,
9:43.0,,,55-43,2,K. Caldwell-Pope makes 2-pt shot from 7 ft (assist by D. Augustin)
9:26.0,T. Parker makes 2-pt shot from 11 ft,2,57-43,,
9:12.0,,,57-43,,K. Caldwell-Pope misses 3-pt shot from 24 ft
9:11.0,Defensive rebound by T. Duncan,,57-43,,
9:03.0,Turnover by T. Parker (lost ball; steal by G. Monroe),,57-43,,
8:57.0,,,57-43,,Shooting foul by K. Leonard (drawn by K. Caldwell-Pope)
8:57.0,,,57-44,1,K. Caldwell-Pope makes free throw 1 of 2
8:57.0,,,57-45,1,K. Caldwell-Pope makes free throw 2 of 2
8:30.0,A. Baynes makes 2-pt shot from 7 ft (assist by K. Leonard),2,59-45,,
8:09.0,,,59-45,,G. Monroe misses 2-pt shot from 2 ft
8:08.0,,,59-45,,Offensive rebound by A. Drummond
8:07.0,,,59-45,,Shooting foul by K. Leonard (drawn by A. Drummond)
8:07.0,,,59-45,,A. Drummond misses free throw 1 of 2
8:07.0,,,59-45,,Offensive rebound by Team
8:07.0,M. Ginobili enters the game for K. Leonard,,59-45,,
8:07.0,,,59-46,1,A. Drummond makes free throw 2 of 2
7:49.0,M. Ginobili makes 3-pt shot from 25 ft (assist by T. Parker),3,62-46,,
7:22.0,,,62-46,,K. Singler misses 2-pt shot from 15 ft
7:20.0,Defensive rebound by D. Green,,62-46,,
7:09.0,T. Duncan makes 2-pt shot from 17 ft (assist by T. Parker),2,64-46,,
7:03.0,,,64-46,,Detroit full timeout
7:03.0,,,64-46,,J. Meeks enters the game for G. Monroe
7:03.0,,,64-46,,A. Tolliver enters the game for K. Caldwell-Pope
6:53.0,,,64-48,2,J. Meeks makes 2-pt shot from 15 ft (assist by D. Augustin)
6:29.0,T. Duncan makes 2-pt shot from 8 ft,2,66-48,,
6:14.0,,,66-48,,D. Augustin misses 2-pt shot from 7 ft
6:13.0,Defensive rebound by M. Ginobili,,66-48,,
5:57.0,D. Green misses 3-pt shot from 26 ft,,66-48,,
5:55.0,,,66-48,,Defensive rebound by A. Drummond
5:45.0,,,66-51,3,A. Tolliver makes 3-pt shot from 24 ft (assist by D. Augustin)
5:40.0,San Antonio full timeout,,66-51,,
5:40.0,,,66-51,,J. Jerebko enters the game for K. Singler
5:40.0,M. Belinelli enters the game for A. Baynes,,66-51,,
5:31.0,T. Duncan makes 2-pt shot at rim (assist by M. Ginobili),2,68-51,,
5:08.0,,,68-53,2,D. Augustin makes 2-pt shot from 8 ft
4:58.0,M. Ginobili misses 3-pt shot from 24 ft,,68-53,,
4:58.0,,,68-53,,Defensive rebound by J. Jerebko
4:48.0,,,68-56,3,D. Augustin makes 3-pt shot from 26 ft
4:27.0,T. Duncan makes 2-pt shot at rim (assist by D. Green),2,70-56,,
4:13.0,,,70-56,,D. Augustin misses 3-pt shot from 27 ft
4:13.0,Defensive rebound by D. Green,,70-56,,
4:13.0,,,70-56,,Personal foul by A. Drummond (drawn by D. Green)
4:13.0,,,70-56,,K. Caldwell-Pope enters the game for A. Tolliver
4:04.0,,,70-56,,Personal foul by J. Meeks (drawn by M. Ginobili)
3:53.0,M. Belinelli makes 3-pt shot from 23 ft (assist by D. Green),3,73-56,,
3:29.0,,,73-56,,D. Augustin misses 3-pt shot from 27 ft
3:28.0,Defensive rebound by Team,,73-56,,
3:28.0,,,73-56,,Loose ball foul by A. Drummond (drawn by D. Green)
3:28.0,,,73-56,,G. Monroe enters the game for A. Drummond
3:06.0,D. Green misses 3-pt shot from 26 ft,,73-56,,
3:05.0,,,73-56,,Defensive rebound by J. Jerebko
2:48.0,,,73-56,,J. Jerebko misses 2-pt shot from 6 ft
2:46.0,Defensive rebound by D. Green,,73-56,,
2:39.0,M. Belinelli misses 3-pt shot from 22 ft,,73-56,,
2:38.0,Offensive rebound by T. Duncan,,73-56,,
2:29.0,M. Belinelli misses 2-pt shot at rim,,73-56,,
2:27.0,,,73-56,,Defensive rebound by J. Jerebko
2:19.0,,,73-59,3,D. Augustin makes 3-pt shot from 26 ft (assist by J. Meeks)
1:51.0,M. Ginobili makes 2-pt shot at rim (assist by D. Green),2,75-59,,
1:46.0,,,75-59,,Detroit full timeout
1:46.0,T. Splitter enters the game for T. Duncan,,75-59,,
1:46.0,P. Mills enters the game for T. Parker,,75-59,,
1:37.0,,,75-61,2,D. Augustin makes 2-pt shot at rim
1:16.0,P. Mills misses 2-pt shot from 14 ft,,75-61,,
1:14.0,Offensive rebound by T. Splitter,,75-61,,
1:00.0,M. Belinelli makes 2-pt shot from 16 ft (assist by M. Ginobili),2,77-61,,
0:47.0,,,77-61,,D. Augustin misses 2-pt shot from 6 ft
0:45.0,Defensive rebound by D. Green,,77-61,,
0:36.0,D. Green makes 3-pt shot from 22 ft (assist by T. Splitter),3,80-61,,
0:18.0,,,80-63,2,K. Caldwell-Pope makes 2-pt shot at rim
0:02.0,M. Ginobili makes 2-pt shot from 18 ft,2,82-63,,
0:01.0,,,82-63,,D. Augustin misses 3-pt shot from 47 ft
0:00.0,,,82-63,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,D. Green misses 3-pt shot from 26 ft,,82-63,,
11:35.0,,,82-63,,Defensive rebound by J. Jerebko
11:23.0,Personal foul by M. Ginobili (drawn by J. Meeks),,82-63,,
11:16.0,,,82-65,2,J. Lucas III makes 2-pt shot from 18 ft
11:04.0,T. Splitter misses 2-pt shot from 2 ft (block by J. Jerebko),,82-65,,
11:03.0,,,82-65,,Defensive rebound by J. Jerebko
10:46.0,Personal foul by T. Splitter (drawn by J. Jerebko),,82-65,,
10:46.0,K. Leonard enters the game for M. Ginobili,,82-65,,
10:46.0,C. Joseph enters the game for D. Green,,82-65,,
10:40.0,,,82-67,2,J. Meeks makes 2-pt shot from 16 ft (assist by J. Lucas III)
10:23.0,P. Mills misses 3-pt shot from 26 ft,,82-67,,
10:22.0,,,82-67,,Defensive rebound by J. Jerebko
10:12.0,,,82-69,2,J. Lucas III makes 2-pt shot from 16 ft
10:12.0,San Antonio full timeout,,82-69,,
9:53.0,T. Splitter makes 2-pt shot at rim (assist by K. Leonard),2,84-69,,
9:36.0,,,84-69,,J. Lucas III misses 2-pt shot from 20 ft
9:35.0,Defensive rebound by P. Mills,,84-69,,
9:27.0,M. Belinelli misses 3-pt shot from 23 ft,,84-69,,
9:26.0,,,84-69,,Defensive rebound by K. Caldwell-Pope
9:11.0,,,84-69,,J. Meeks misses 2-pt shot from 4 ft
9:10.0,Defensive rebound by K. Leonard,,84-69,,
8:59.0,M. Belinelli makes 3-pt shot from 26 ft (assist by P. Mills),3,87-69,,
8:39.0,,,87-72,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by J. Lucas III)
8:21.0,T. Splitter makes 2-pt shot at rim (assist by C. Joseph),2,89-72,,
8:02.0,,,89-72,,Shooting foul by T. Splitter (drawn by G. Monroe)
8:02.0,,,89-74,2,G. Monroe makes 2-pt shot at rim (assist by J. Lucas III)
8:02.0,,,89-74,,D. Augustin enters the game for J. Lucas III
8:02.0,T. Parker enters the game for P. Mills,,89-74,,
8:02.0,,,89-74,,G. Monroe misses free throw 1 of 1
8:01.0,Defensive rebound by K. Leonard,,89-74,,
7:51.0,K. Leonard makes 2-pt shot from 4 ft,2,91-74,,
7:34.0,,,91-76,2,K. Caldwell-Pope makes 2-pt shot at rim
7:10.0,K. Leonard misses 2-pt shot from 23 ft,,91-76,,
7:07.0,,,91-76,,Defensive rebound by D. Augustin
6:54.0,,,91-79,3,K. Caldwell-Pope makes 3-pt shot from 27 ft
6:42.0,T. Parker misses 2-pt shot from 6 ft,,91-79,,
6:41.0,Offensive rebound by T. Parker,,91-79,,
6:40.0,T. Splitter misses 2-pt shot from 4 ft,,91-79,,
6:40.0,Offensive rebound by Team,,91-79,,
6:40.0,,,91-79,,Personal foul by G. Monroe (drawn by T. Splitter)
6:40.0,,,91-79,,A. Drummond enters the game for G. Monroe
6:40.0,,,91-79,,A. Tolliver enters the game for J. Jerebko
6:40.0,D. Green enters the game for K. Leonard,,91-79,,
6:40.0,A. Baynes enters the game for T. Splitter,,91-79,,
6:35.0,T. Parker makes 2-pt shot from 14 ft,2,93-79,,
6:16.0,,,93-79,,J. Meeks misses 2-pt shot from 15 ft
6:15.0,Defensive rebound by C. Joseph,,93-79,,
6:07.0,T. Parker misses 2-pt shot from 17 ft,,93-79,,
6:06.0,,,93-79,,Defensive rebound by K. Caldwell-Pope
5:54.0,,,93-79,,K. Caldwell-Pope misses 2-pt shot from 11 ft
5:54.0,Defensive rebound by Team,,93-79,,
5:54.0,,,93-79,,Loose ball foul by A. Drummond (drawn by A. Baynes)
5:54.0,Official timeout,,93-79,,
5:54.0,M. Ginobili enters the game for M. Belinelli,,93-79,,
5:37.0,D. Green makes 2-pt shot from 6 ft,2,95-79,,
5:21.0,,,95-81,2,D. Augustin makes 2-pt shot from 1 ft
5:13.0,T. Parker misses 2-pt shot from 13 ft,,95-81,,
5:13.0,Offensive rebound by Team,,95-81,,
5:07.0,D. Green misses 3-pt shot from 22 ft,,95-81,,
5:06.0,,,95-81,,Defensive rebound by A. Tolliver
4:56.0,,,95-81,,A. Drummond misses 2-pt shot from 4 ft
4:54.0,Defensive rebound by D. Green,,95-81,,
4:40.0,Offensive charge foul by C. Joseph,,95-81,,
4:40.0,Turnover by C. Joseph (offensive foul),,95-81,,
4:29.0,,,95-81,,J. Meeks misses 3-pt shot from 25 ft
4:28.0,Defensive rebound by A. Baynes,,95-81,,
4:11.0,C. Joseph misses 2-pt shot from 17 ft,,95-81,,
4:10.0,,,95-81,,Defensive rebound by Team
4:05.0,,,95-81,,Turnover by A. Tolliver (lost ball; steal by D. Green)
4:00.0,D. Green makes 2-pt shot at rim,2,97-81,,
3:41.0,,,97-81,,Shooting foul by C. Joseph (drawn by D. Augustin)
3:41.0,,,97-82,1,D. Augustin makes free throw 1 of 2
3:41.0,,,97-83,1,D. Augustin makes free throw 2 of 2
3:31.0,Turnover by T. Parker (bad pass),,97-83,,
3:19.0,,,97-83,,D. Augustin misses 2-pt shot from 4 ft (block by C. Joseph)
3:17.0,,,97-83,,Offensive rebound by Team
3:17.0,K. Leonard enters the game for C. Joseph,,97-83,,
3:15.0,,,97-83,,Turnover by K. Caldwell-Pope (bad pass; steal by K. Leonard)
3:13.0,K. Leonard misses 2-pt shot from 3 ft (block by A. Drummond),,97-83,,
3:12.0,Offensive rebound by M. Ginobili,,97-83,,
3:11.0,M. Ginobili makes 2-pt shot from 4 ft,2,99-83,,
2:50.0,,,99-83,,K. Caldwell-Pope misses 2-pt shot from 6 ft
2:50.0,,,99-83,,Offensive rebound by A. Tolliver
2:50.0,,,99-83,,A. Tolliver misses 2-pt shot from 3 ft
2:50.0,Defensive rebound by Team,,99-83,,
2:50.0,,,99-83,,Loose ball foul by A. Drummond (drawn by M. Ginobili)
2:50.0,,,99-83,,Detroit full timeout
2:35.0,,,99-83,,Personal foul by K. Caldwell-Pope (drawn by K. Leonard)
2:21.0,A. Baynes makes 2-pt shot at rim (assist by K. Leonard),2,101-83,,
2:01.0,,,101-83,,J. Meeks misses 3-pt shot from 26 ft
2:00.0,Defensive rebound by T. Parker,,101-83,,
1:53.0,San Antonio full timeout,,101-83,,
1:53.0,,,101-83,,J. Jerebko enters the game for A. Drummond
1:53.0,,,101-83,,L. Datome enters the game for K. Caldwell-Pope
1:53.0,,,101-83,,S. Dinwiddie enters the game for D. Augustin
1:53.0,,,101-83,,J. Anthony enters the game for A. Tolliver
1:53.0,M. Bonner enters the game for K. Leonard,,101-83,,
1:53.0,B. Diaw enters the game for A. Baynes,,101-83,,
1:53.0,J. Ayres enters the game for D. Green,,101-83,,
1:53.0,P. Mills enters the game for T. Parker,,101-83,,
1:53.0,C. Joseph enters the game for M. Ginobili,,101-83,,
1:38.0,J. Ayres makes 2-pt shot at rim (assist by C. Joseph),2,103-83,,
1:21.0,,,103-85,2,J. Jerebko makes 2-pt shot at rim (assist by S. Dinwiddie)
1:08.0,,,103-85,,Personal foul by J. Anthony (drawn by P. Mills)
1:08.0,P. Mills misses free throw 1 of 2,,103-85,,
1:08.0,Offensive rebound by Team,,103-85,,
1:08.0,P. Mills makes free throw 2 of 2,1,104-85,,
0:49.0,,,104-85,,L. Datome misses 3-pt shot from 26 ft
