time,New Orleans,pts.away,score,pts.home,LA Clippers
6:14.0,,,13-23,,B. Griffin misses free throw 2 of 2
6:13.0,Defensive rebound by A. Davis,,13-23,,
5:53.0,J. Holiday misses 3-pt shot from 25 ft,,13-23,,
5:52.0,,,13-23,,Defensive rebound by D. Jordan
5:46.0,,,13-23,,C. Paul misses 3-pt shot from 24 ft
5:43.0,Defensive rebound by J. Holiday,,13-23,,
5:35.0,T. Evans makes 2-pt shot from 2 ft,2,15-23,,
5:21.0,,,15-23,,B. Griffin misses 2-pt shot from 15 ft
5:18.0,Defensive rebound by T. Evans,,15-23,,
5:14.0,Shooting foul by M. Barnes (drawn by T. Evans),,15-23,,
5:14.0,T. Evans misses free throw 1 of 2,,15-23,,
5:14.0,Offensive rebound by Team,,15-23,,
5:14.0,T. Evans misses free throw 2 of 2,,15-23,,
5:13.0,,,15-23,,Defensive rebound by D. Jordan
4:54.0,,,15-25,2,J. Redick makes 2-pt shot from 10 ft (assist by B. Griffin)
4:31.0,A. Davis makes 2-pt shot from 16 ft (assist by J. Holiday),2,17-25,,
4:14.0,,,17-25,,Offensive foul by B. Griffin
4:14.0,,,17-25,,Turnover by B. Griffin (offensive foul)
4:14.0,,,17-25,,J. Crawford enters the game for M. Barnes
4:14.0,J. Salmons enters the game for T. Evans,,17-25,,
3:57.0,J. Holiday misses 2-pt shot from 2 ft,,17-25,,
3:56.0,,,17-25,,Defensive rebound by D. Jordan
3:37.0,,,17-25,,C. Paul misses 2-pt shot from 17 ft
3:35.0,Defensive rebound by J. Holiday,,17-25,,
3:16.0,J. Salmons misses 3-pt shot from 24 ft,,17-25,,
3:15.0,,,17-25,,Defensive rebound by D. Jordan
3:01.0,,,17-25,,B. Griffin misses 2-pt shot from 20 ft
3:00.0,Defensive rebound by A. Rivers,,17-25,,
2:45.0,Shooting foul by J. Redick (drawn by A. Rivers),,17-25,,
2:45.0,,,17-25,,LA Clippers full timeout
2:45.0,R. Anderson enters the game for O. Asik,,17-25,,
2:45.0,A. Rivers misses free throw 1 of 2,,17-25,,
2:45.0,Offensive rebound by Team,,17-25,,
2:45.0,A. Rivers makes free throw 2 of 2,1,18-25,,
2:34.0,,,18-27,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
2:16.0,A. Rivers misses 2-pt shot from 3 ft (block by D. Jordan),,18-27,,
2:14.0,,,18-27,,Defensive rebound by B. Griffin
1:50.0,,,18-29,2,C. Paul makes 2-pt shot from 18 ft
1:41.0,R. Anderson misses 3-pt shot from 25 ft,,18-29,,
1:40.0,,,18-29,,Defensive rebound by C. Paul
1:22.0,,,18-29,,C. Paul misses 2-pt shot from 1 ft
1:18.0,Defensive rebound by J. Salmons,,18-29,,
1:08.0,R. Anderson misses 3-pt shot from 22 ft,,18-29,,
1:07.0,,,18-29,,Defensive rebound by B. Griffin
0:47.0,,,18-31,2,J. Crawford makes 2-pt shot from 20 ft
0:23.0,R. Anderson misses 3-pt shot from 24 ft,,18-31,,
0:22.0,,,18-31,,Defensive rebound by D. Jordan
0:01.0,,,18-34,3,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,Shooting foul by H. Turkoglu (drawn by A. Ajinca),,18-34,,
11:43.0,A. Ajinca misses free throw 1 of 2,,18-34,,
11:43.0,Offensive rebound by Team,,18-34,,
11:43.0,A. Ajinca misses free throw 2 of 2,,18-34,,
11:42.0,,,18-34,,Defensive rebound by B. Griffin
11:29.0,,,18-34,,Shooting foul by J. Salmons (drawn by J. Crawford)
11:29.0,,,18-35,1,J. Crawford makes free throw 1 of 2
11:29.0,,,18-35,,G. Davis enters the game for B. Griffin
11:29.0,,,18-36,1,J. Crawford makes free throw 2 of 2
11:12.0,J. Salmons misses 2-pt shot from 11 ft,,18-36,,
11:08.0,Offensive rebound by R. Anderson,,18-36,,
11:08.0,R. Anderson makes 2-pt shot from 1 ft,2,20-36,,
10:43.0,,,20-36,,S. Hawes misses 2-pt shot from 16 ft
10:42.0,Defensive rebound by A. Ajinca,,20-36,,
10:31.0,A. Ajinca makes 2-pt shot from 17 ft (assist by A. Rivers),2,22-36,,
10:09.0,,,22-36,,G. Davis misses 2-pt shot from 3 ft (block by D. Cunningham)
10:07.0,Defensive rebound by A. Ajinca,,22-36,,
10:00.0,R. Anderson makes 3-pt shot from 25 ft (assist by A. Rivers),3,25-36,,
9:44.0,,,25-39,3,J. Crawford makes 3-pt shot from 25 ft (assist by S. Hawes)
9:20.0,R. Anderson misses 3-pt shot from 24 ft,,25-39,,
9:17.0,Offensive rebound by A. Ajinca,,25-39,,
9:00.0,D. Cunningham makes 2-pt shot from 3 ft (assist by A. Rivers),2,27-39,,
8:51.0,,,27-39,,Turnover by S. Hawes (bad pass; steal by J. Salmons)
8:47.0,J. Salmons makes 2-pt shot at rim,2,29-39,,
8:47.0,,,29-39,,LA Clippers full timeout
8:30.0,,,29-39,,J. Cunningham misses 2-pt shot from 2 ft
8:29.0,Defensive rebound by A. Rivers,,29-39,,
8:09.0,Turnover by R. Anderson (bad pass; steal by J. Crawford),,29-39,,
8:03.0,,,29-39,,Shooting foul by D. Cunningham (drawn by G. Davis)
8:03.0,,,29-39,,G. Davis misses free throw 1 of 2
8:03.0,,,29-39,,Offensive rebound by Team
8:03.0,G. Mekel enters the game for J. Salmons,,29-39,,
8:03.0,,,29-40,1,G. Davis makes free throw 2 of 2
7:40.0,G. Mekel misses 2-pt shot from 4 ft,,29-40,,
7:40.0,,,29-40,,Defensive rebound by Team
7:26.0,,,29-40,,H. Turkoglu misses 3-pt shot from 24 ft
7:25.0,Defensive rebound by A. Rivers,,29-40,,
7:09.0,Turnover by A. Rivers (bad pass; steal by H. Turkoglu),,29-40,,
7:00.0,,,29-43,3,H. Turkoglu makes 3-pt shot from 25 ft (assist by J. Cunningham)
6:42.0,A. Rivers makes 3-pt shot from 24 ft (assist by G. Mekel),3,32-43,,
6:25.0,,,32-43,,S. Hawes misses 3-pt shot from 24 ft
6:24.0,Defensive rebound by D. Cunningham,,32-43,,
6:12.0,R. Anderson makes 2-pt shot from 17 ft (assist by G. Mekel),2,34-43,,
5:55.0,,,34-43,,J. Crawford misses 2-pt shot from 14 ft
5:54.0,Defensive rebound by A. Ajinca,,34-43,,
5:54.0,,,34-43,,Personal foul by G. Davis (drawn by A. Ajinca)
5:54.0,Official timeout,,34-43,,
5:54.0,,,34-43,,C. Paul enters the game for H. Turkoglu
5:54.0,,,34-43,,J. Redick enters the game for S. Hawes
5:54.0,,,34-43,,B. Griffin enters the game for J. Cunningham
5:54.0,,,34-43,,D. Jordan enters the game for G. Davis
5:54.0,A. Davis enters the game for A. Rivers,,34-43,,
5:54.0,T. Evans enters the game for A. Ajinca,,34-43,,
5:41.0,A. Davis makes 2-pt shot at rim (assist by G. Mekel),2,36-43,,
5:25.0,,,36-45,2,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul)
5:10.0,Turnover by G. Mekel (bad pass; steal by J. Redick),,36-45,,
5:05.0,,,36-45,,J. Redick misses 3-pt shot from 24 ft
5:02.0,Defensive rebound by R. Anderson,,36-45,,
4:55.0,R. Anderson makes 3-pt shot from 24 ft (assist by T. Evans),3,39-45,,
4:30.0,,,39-45,,B. Griffin misses 2-pt shot from 15 ft
4:29.0,Defensive rebound by R. Anderson,,39-45,,
4:25.0,Turnover by G. Mekel (bad pass),,39-45,,
4:25.0,,,39-45,,M. Barnes enters the game for J. Crawford
4:25.0,J. Holiday enters the game for G. Mekel,,39-45,,
4:15.0,,,39-45,,C. Paul misses 2-pt shot from 14 ft
4:14.0,Defensive rebound by D. Cunningham,,39-45,,
4:08.0,,,39-45,,Personal foul by B. Griffin (drawn by J. Holiday)
4:08.0,O. Asik enters the game for R. Anderson,,39-45,,
3:59.0,A. Davis makes 2-pt shot from 19 ft (assist by T. Evans),2,41-45,,
3:42.0,,,41-48,3,M. Barnes makes 3-pt shot from 24 ft (assist by C. Paul)
3:22.0,A. Davis makes 2-pt shot from 20 ft,2,43-48,,
3:04.0,,,43-50,2,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul)
3:04.0,,,43-50,,Shooting foul by A. Davis (drawn by B. Griffin)
3:04.0,,,43-50,,B. Griffin misses free throw 1 of 1
3:03.0,Defensive rebound by O. Asik,,43-50,,
2:47.0,O. Asik misses 2-pt shot from 5 ft (block by D. Jordan),,43-50,,
2:44.0,Offensive rebound by O. Asik,,43-50,,
2:41.0,T. Evans makes 3-pt shot from 25 ft (assist by O. Asik),3,46-50,,
2:28.0,,,46-52,2,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul)
2:14.0,Shooting foul by M. Barnes (drawn by A. Davis),,46-52,,
2:14.0,New Orleans full timeout,,46-52,,
2:14.0,A. Davis makes free throw 1 of 2,1,47-52,,
2:14.0,A. Davis makes free throw 2 of 2,1,48-52,,
2:01.0,,,48-52,,J. Redick misses 3-pt shot from 24 ft
1:58.0,Defensive rebound by T. Evans,,48-52,,
1:42.0,Shooting foul by C. Paul (drawn by J. Holiday),,48-52,,
1:42.0,J. Holiday makes free throw 1 of 2,1,49-52,,
1:42.0,L. Babbitt enters the game for D. Cunningham,,49-52,,
1:42.0,J. Holiday misses free throw 2 of 2,,49-52,,
1:41.0,,,49-52,,Defensive rebound by D. Jordan
1:28.0,,,49-52,,Shooting foul by A. Davis (drawn by B. Griffin)
1:28.0,,,49-52,,B. Griffin misses free throw 1 of 2
1:28.0,,,49-52,,Offensive rebound by Team
1:28.0,R. Anderson enters the game for A. Davis,,49-52,,
1:28.0,,,49-52,,B. Griffin misses free throw 2 of 2
1:27.0,Defensive rebound by O. Asik,,49-52,,
1:15.0,J. Holiday misses 2-pt shot from 3 ft,,49-52,,
1:14.0,,,49-52,,Defensive rebound by C. Paul
1:08.0,,,49-54,2,C. Paul makes 2-pt shot from 13 ft
0:54.0,R. Anderson makes 2-pt shot from 5 ft (assist by J. Holiday),2,51-54,,
0:40.0,,,51-54,,C. Paul misses 3-pt shot from 25 ft
0:38.0,Defensive rebound by T. Evans,,51-54,,
0:29.0,L. Babbitt makes 3-pt shot from 22 ft (assist by T. Evans),3,54-54,,
0:03.0,,,54-54,,B. Griffin misses 3-pt shot from 24 ft
0:02.0,Defensive rebound by L. Babbitt,,54-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,O. Asik makes 2-pt shot from 3 ft (assist by J. Holiday),2,56-54,,
11:24.0,,,56-56,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
11:09.0,T. Evans misses 3-pt shot from 24 ft,,56-56,,
11:08.0,,,56-56,,Defensive rebound by D. Jordan
11:03.0,,,56-56,,Shooting foul by A. Davis (drawn by B. Griffin)
11:03.0,,,56-57,1,B. Griffin makes free throw 1 of 2
11:03.0,,,56-58,1,B. Griffin makes free throw 2 of 2
10:44.0,,,56-58,,Personal foul by C. Paul (drawn by J. Holiday)
10:30.0,L. Babbitt misses 2-pt shot from 4 ft (block by D. Jordan),,56-58,,
10:28.0,,,56-58,,Defensive rebound by C. Paul
10:19.0,,,56-60,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
9:52.0,T. Evans makes 2-pt shot from 19 ft,2,58-60,,
9:32.0,,,58-63,3,M. Barnes makes 3-pt shot from 23 ft (assist by C. Paul)
9:13.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,60-63,,
9:00.0,,,60-63,,J. Redick misses 2-pt shot from 2 ft
8:59.0,Defensive rebound by T. Evans,,60-63,,
8:52.0,L. Babbitt misses 3-pt shot from 22 ft,,60-63,,
8:49.0,Offensive rebound by O. Asik,,60-63,,
8:49.0,O. Asik makes 2-pt shot at rim,2,62-63,,
8:31.0,,,62-66,3,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul)
8:16.0,,,62-66,,Personal foul by B. Griffin (drawn by A. Davis)
8:16.0,R. Anderson enters the game for A. Davis,,62-66,,
8:07.0,J. Holiday misses 3-pt shot from 24 ft,,62-66,,
8:05.0,Offensive rebound by T. Evans,,62-66,,
8:01.0,T. Evans misses 2-pt shot from 3 ft (block by D. Jordan),,62-66,,
8:00.0,,,62-66,,Defensive rebound by C. Paul
7:56.0,,,62-68,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
7:45.0,Offensive foul by O. Asik,,62-68,,
7:45.0,Turnover by O. Asik (offensive foul),,62-68,,
7:45.0,Violation by Team (delay of game),,62-68,,
7:38.0,,,62-68,,C. Paul misses 2-pt shot from 15 ft
7:37.0,Defensive rebound by J. Holiday,,62-68,,
7:29.0,Shooting foul by D. Jordan (drawn by O. Asik),,62-68,,
7:29.0,O. Asik makes free throw 1 of 2,1,63-68,,
7:29.0,O. Asik makes free throw 2 of 2,1,64-68,,
7:18.0,Personal foul by R. Anderson (drawn by B. Griffin),,64-68,,
7:04.0,,,64-71,3,M. Barnes makes 3-pt shot from 25 ft
6:51.0,J. Holiday makes 2-pt shot from 21 ft,2,66-71,,
6:36.0,,,66-73,2,B. Griffin makes 2-pt shot from 15 ft (assist by C. Paul)
6:20.0,T. Evans misses 3-pt shot from 23 ft,,66-73,,
6:19.0,,,66-73,,Defensive rebound by D. Jordan
6:01.0,,,66-73,,M. Barnes misses 3-pt shot from 24 ft
6:00.0,,,66-73,,Offensive rebound by D. Jordan
5:48.0,,,66-73,,Turnover by C. Paul (bad pass; steal by O. Asik)
5:41.0,R. Anderson misses 3-pt shot from 24 ft,,66-73,,
5:39.0,Offensive rebound by T. Evans,,66-73,,
5:29.0,Turnover by O. Asik (offensive goaltending),,66-73,,
5:29.0,,,66-73,,LA Clippers full timeout
5:29.0,A. Rivers enters the game for L. Babbitt,,66-73,,
5:17.0,,,66-73,,J. Redick misses 2-pt shot from 16 ft
5:15.0,,,66-73,,Offensive rebound by D. Jordan
5:11.0,,,66-76,3,C. Paul makes 3-pt shot from 24 ft (assist by D. Jordan)
4:54.0,,,66-76,,Personal foul by M. Barnes (drawn by T. Evans)
4:54.0,,,66-76,,J. Crawford enters the game for J. Redick
4:42.0,R. Anderson makes 2-pt shot at rim (assist by A. Rivers),2,68-76,,
4:37.0,,,68-76,,Shooting foul by T. Evans (drawn by B. Griffin)
4:37.0,,,68-77,1,B. Griffin makes free throw 1 of 2
4:37.0,,,68-78,1,B. Griffin makes free throw 2 of 2
4:27.0,,,68-78,,Personal foul by M. Barnes (drawn by T. Evans)
4:27.0,T. Evans makes free throw 1 of 2,1,69-78,,
4:27.0,T. Evans makes free throw 2 of 2,1,70-78,,
4:13.0,,,70-81,3,M. Barnes makes 3-pt shot from 23 ft (assist by C. Paul)
4:00.0,J. Holiday makes 2-pt shot from 1 ft,2,72-81,,
3:48.0,,,72-81,,Turnover by C. Paul (lost ball; steal by R. Anderson)
3:42.0,T. Evans makes 2-pt shot from 1 ft (assist by A. Rivers),2,74-81,,
3:28.0,,,74-81,,Shooting foul by A. Rivers (drawn by J. Crawford)
3:28.0,,,74-82,1,J. Crawford makes free throw 1 of 2
3:28.0,,,74-82,,S. Hawes enters the game for D. Jordan
3:28.0,A. Davis enters the game for O. Asik,,74-82,,
3:28.0,,,74-83,1,J. Crawford makes free throw 2 of 2
3:12.0,A. Davis misses 2-pt shot from 1 ft,,74-83,,
3:11.0,,,74-83,,Defensive rebound by S. Hawes
2:56.0,,,74-86,3,C. Paul makes 3-pt shot from 24 ft
2:39.0,T. Evans misses 2-pt shot from 1 ft,,74-86,,
2:39.0,,,74-86,,Defensive rebound by B. Griffin
2:39.0,Loose ball foul by R. Anderson (drawn by B. Griffin),,74-86,,
2:39.0,New Orleans full timeout,,74-86,,
2:39.0,J. Salmons enters the game for T. Evans,,74-86,,
2:39.0,D. Cunningham enters the game for J. Holiday,,74-86,,
2:39.0,,,74-87,1,B. Griffin makes free throw 1 of 2
2:39.0,,,74-87,,B. Griffin misses free throw 2 of 2
2:38.0,Defensive rebound by A. Davis,,74-87,,
2:20.0,D. Cunningham misses 2-pt shot from 20 ft,,74-87,,
2:18.0,,,74-87,,Defensive rebound by C. Paul
2:11.0,,,74-87,,J. Redick enters the game for M. Barnes
2:05.0,,,74-89,2,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul)
1:44.0,A. Davis makes 2-pt shot from 2 ft (assist by A. Rivers),2,76-89,,
1:29.0,Personal foul by R. Anderson (drawn by B. Griffin),,76-89,,
1:29.0,,,76-90,1,B. Griffin makes free throw 1 of 2
1:29.0,,,76-91,1,B. Griffin makes free throw 2 of 2
1:12.0,A. Rivers misses 2-pt shot from 4 ft,,76-91,,
1:08.0,Offensive rebound by A. Davis,,76-91,,
1:08.0,A. Davis makes 2-pt shot at rim,2,78-91,,
0:56.0,,,78-91,,J. Crawford misses 3-pt shot from 24 ft
0:55.0,Defensive rebound by J. Salmons,,78-91,,
0:45.0,R. Anderson misses 3-pt shot from 25 ft,,78-91,,
0:43.0,Offensive rebound by A. Rivers,,78-91,,
0:23.0,J. Salmons misses 2-pt shot from 18 ft,,78-91,,
0:22.0,,,78-91,,Defensive rebound by C. Paul
0:04.0,,,78-93,2,C. Paul makes 2-pt shot from 1 ft
0:00.0,A. Rivers misses 3-pt shot from 29 ft,,78-93,,
0:00.0,Offensive rebound by Team,,78-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,78-95,2,S. Hawes makes 2-pt shot from 1 ft (assist by J. Crawford)
11:26.0,Shooting foul by D. Jordan (drawn by A. Davis),,78-95,,
11:26.0,A. Davis makes free throw 1 of 2,1,79-95,,
11:26.0,A. Davis makes free throw 2 of 2,1,80-95,,
11:15.0,,,80-97,2,J. Crawford makes 2-pt shot from 3 ft
10:57.0,A. Davis misses 2-pt shot from 10 ft,,80-97,,
10:54.0,,,80-97,,Defensive rebound by D. Jordan
10:46.0,,,80-97,,Turnover by J. Redick (lost ball; steal by J. Salmons)
10:41.0,Shooting foul by S. Hawes (drawn by A. Davis),,80-97,,
10:41.0,A. Davis makes 2-pt shot at rim (assist by J. Salmons),2,82-97,,
10:41.0,A. Davis makes free throw 1 of 1,1,83-97,,
10:29.0,,,83-100,3,J. Crawford makes 3-pt shot from 25 ft (assist by D. Jordan)
10:14.0,A. Davis misses 2-pt shot from 17 ft,,83-100,,
10:13.0,,,83-100,,Defensive rebound by M. Barnes
10:01.0,,,83-102,2,J. Crawford makes 2-pt shot from 12 ft
9:48.0,A. Rivers misses 2-pt shot from 21 ft,,83-102,,
9:47.0,,,83-102,,Defensive rebound by M. Barnes
9:35.0,,,83-102,,J. Crawford misses 2-pt shot from 19 ft
9:34.0,Defensive rebound by A. Rivers,,83-102,,
9:24.0,A. Davis misses 2-pt shot from 2 ft,,83-102,,
9:22.0,,,83-102,,Defensive rebound by S. Hawes
9:02.0,,,83-104,2,J. Redick makes 2-pt shot from 1 ft (assist by J. Crawford)
9:01.0,New Orleans full timeout,,83-104,,
9:01.0,G. Mekel enters the game for A. Rivers,,83-104,,
8:50.0,G. Mekel misses 2-pt shot from 7 ft,,83-104,,
8:48.0,,,83-104,,Defensive rebound by D. Jordan
8:47.0,,,83-104,,Turnover by D. Jordan (traveling)
8:32.0,R. Anderson misses 2-pt shot from 19 ft,,83-104,,
8:31.0,,,83-104,,Defensive rebound by D. Jordan
8:15.0,,,83-104,,Shooting foul by R. Anderson (drawn by J. Crawford)
8:15.0,,,83-105,1,J. Crawford makes free throw 1 of 2
8:15.0,,,83-106,1,J. Crawford makes free throw 2 of 2
7:52.0,R. Anderson makes 2-pt shot from 15 ft,2,85-106,,
7:35.0,,,85-108,2,D. Jordan makes 2-pt shot at rim (assist by J. Redick)
7:16.0,Shooting foul by D. Jordan (drawn by A. Davis),,85-108,,
7:16.0,A. Davis misses free throw 1 of 2,,85-108,,
7:16.0,Offensive rebound by Team,,85-108,,
7:16.0,L. Babbitt enters the game for D. Cunningham,,85-108,,
7:16.0,A. Davis makes free throw 2 of 2,1,86-108,,
7:06.0,,,86-108,,J. Redick misses 3-pt shot from 26 ft
7:05.0,Defensive rebound by L. Babbitt,,86-108,,
6:55.0,,,86-108,,Personal foul by J. Redick (drawn by J. Salmons)
6:47.0,Offensive foul by R. Anderson,,86-108,,
6:47.0,Turnover by R. Anderson (offensive foul),,86-108,,
6:47.0,O. Asik enters the game for R. Anderson,,86-108,,
6:27.0,,,86-108,,J. Crawford misses 3-pt shot from 24 ft
6:26.0,Defensive rebound by O. Asik,,86-108,,
6:12.0,Shooting foul by D. Jordan (drawn by A. Davis),,86-108,,
6:12.0,A. Davis makes free throw 1 of 2,1,87-108,,
6:12.0,A. Davis makes free throw 2 of 2,1,88-108,,
5:55.0,,,88-108,,M. Barnes misses 3-pt shot from 24 ft
5:54.0,,,88-108,,Offensive rebound by D. Jordan
5:50.0,,,88-110,2,J. Crawford makes 2-pt shot from 19 ft (assist by J. Redick)
5:33.0,A. Davis makes 2-pt shot from 18 ft (assist by G. Mekel),2,90-110,,
5:05.0,,,90-110,,J. Crawford misses 2-pt shot from 16 ft
5:03.0,,,90-110,,Offensive rebound by D. Jordan
4:57.0,,,90-113,3,J. Redick makes 3-pt shot from 25 ft (assist by J. Crawford)
4:56.0,New Orleans full timeout,,90-113,,
4:56.0,Official timeout,,90-113,,
4:56.0,T. Evans enters the game for J. Salmons,,90-113,,
4:56.0,J. Holiday enters the game for G. Mekel,,90-113,,
4:46.0,Turnover by J. Holiday (bad pass; steal by J. Crawford),,90-113,,
4:40.0,,,90-115,2,D. Jordan makes 2-pt shot at rim (assist by J. Crawford)
4:40.0,,,90-115,,Shooting foul by L. Babbitt (drawn by D. Jordan)
4:40.0,,,90-115,,D. Jordan misses free throw 1 of 1
4:34.0,Defensive rebound by O. Asik,,90-115,,
4:25.0,A. Davis misses 2-pt shot from 12 ft,,90-115,,
4:24.0,Offensive rebound by O. Asik,,90-115,,
4:24.0,Shooting foul by S. Hawes (drawn by O. Asik),,90-115,,
4:24.0,O. Asik makes free throw 1 of 2,1,91-115,,
4:24.0,O. Asik misses free throw 2 of 2,,91-115,,
4:23.0,,,91-115,,Defensive rebound by D. Jordan
4:03.0,,,91-115,,M. Barnes misses 3-pt shot from 23 ft
4:02.0,Defensive rebound by O. Asik,,91-115,,
3:54.0,T. Evans makes 2-pt shot from 2 ft,2,93-115,,
3:34.0,,,93-115,,S. Hawes misses 3-pt shot from 24 ft
3:30.0,,,93-115,,Offensive rebound by M. Barnes
3:30.0,,,93-117,2,M. Barnes makes 2-pt shot at rim
3:20.0,T. Evans misses 2-pt shot from 18 ft,,93-117,,
3:19.0,Offensive rebound by O. Asik,,93-117,,
3:18.0,,,93-117,,Personal foul by M. Barnes (drawn by O. Asik)
3:18.0,O. Asik makes free throw 1 of 2,1,94-117,,
3:18.0,,,94-117,,J. Cunningham enters the game for J. Crawford
3:18.0,O. Asik misses free throw 2 of 2,,94-117,,
3:17.0,,,94-117,,Defensive rebound by D. Jordan
3:04.0,Personal foul by T. Evans (drawn by J. Redick),,94-117,,
3:04.0,G. Mekel enters the game for L. Babbitt,,94-117,,
3:04.0,A. Rivers enters the game for A. Davis,,94-117,,
3:04.0,A. Ajinca enters the game for O. Asik,,94-117,,
3:04.0,D. Cunningham enters the game for T. Evans,,94-117,,
3:04.0,J. Withey enters the game for J. Holiday,,94-117,,
3:04.0,,,94-117,,G. Davis enters the game for D. Jordan
3:04.0,,,94-117,,C. Wilcox enters the game for J. Redick
3:04.0,,,94-117,,E. Udoh enters the game for S. Hawes
2:50.0,,,94-117,,G. Davis misses 2-pt shot from 21 ft
2:50.0,Defensive rebound by Team,,94-117,,
2:50.0,,,94-117,,LA Clippers full timeout
2:35.0,A. Rivers makes 2-pt shot from 4 ft (assist by G. Mekel),2,96-117,,
2:21.0,,,96-120,3,C. Wilcox makes 3-pt shot from 25 ft (assist by G. Davis)
1:55.0,A. Rivers misses 2-pt shot from 1 ft (block by E. Udoh),,96-120,,
1:53.0,,,96-120,,Defensive rebound by E. Udoh
1:49.0,,,96-120,,J. Cunningham misses 2-pt shot from 1 ft
1:46.0,Defensive rebound by A. Ajinca,,96-120,,
1:36.0,A. Ajinca makes 2-pt shot from 15 ft (assist by G. Mekel),2,98-120,,
1:20.0,,,98-120,,E. Udoh misses 2-pt shot from 3 ft
1:18.0,Defensive rebound by A. Ajinca,,98-120,,
1:05.0,D. Cunningham misses 2-pt shot from 21 ft,,98-120,,
1:02.0,Offensive rebound by A. Ajinca,,98-120,,
0:58.0,A. Rivers makes 2-pt shot from 1 ft (assist by D. Cunningham),2,100-120,,
