time,Philadelphia,pts.away,score,pts.home,Detroit
6:24.0,,,13-11,,K. Caldwell-Pope misses 2-pt shot from 18 ft
6:23.0,Defensive rebound by L. Mbah a Moute,,13-11,,
6:14.0,H. Thompson makes 2-pt shot at rim (assist by H. Sims),2,15-11,,
5:56.0,,,15-11,,J. Smith misses 2-pt shot from 4 ft
5:55.0,Defensive rebound by M. Carter-Williams,,15-11,,
5:45.0,H. Sims misses 2-pt shot from 6 ft,,15-11,,
5:44.0,,,15-11,,Defensive rebound by A. Drummond
5:38.0,,,15-13,2,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by B. Jennings)
5:38.0,,,15-13,,Shooting foul by M. Carter-Williams (drawn by K. Caldwell-Pope)
5:38.0,,,15-13,,G. Monroe enters the game for A. Drummond
5:38.0,R. Covington enters the game for L. Mbah a Moute,,15-13,,
5:38.0,K. McDaniels enters the game for H. Thompson,,15-13,,
5:38.0,B. Davies enters the game for H. Sims,,15-13,,
5:38.0,,,15-13,,K. Caldwell-Pope misses free throw 1 of 1
5:37.0,Defensive rebound by B. Davies,,15-13,,
5:26.0,M. Carter-Williams misses 2-pt shot from 4 ft,,15-13,,
5:24.0,Offensive rebound by M. Carter-Williams,,15-13,,
5:24.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,17-13,,
5:12.0,,,17-13,,K. Singler misses 2-pt shot at rim (block by K. McDaniels)
5:11.0,Defensive rebound by B. Davies,,17-13,,
5:02.0,Turnover by J. Grant (traveling),,17-13,,
4:45.0,,,17-15,2,G. Monroe makes 2-pt shot from 1 ft (assist by K. Singler)
4:45.0,,,17-15,,Shooting foul by B. Davies (drawn by G. Monroe)
4:45.0,,,17-15,,G. Monroe misses free throw 1 of 1
4:45.0,Defensive rebound by B. Davies,,17-15,,
4:29.0,K. McDaniels misses 2-pt shot from 5 ft,,17-15,,
4:28.0,Offensive rebound by K. McDaniels,,17-15,,
4:27.0,Shooting foul by G. Monroe (drawn by J. Grant),,17-15,,
4:27.0,J. Grant makes free throw 1 of 2,1,18-15,,
4:27.0,J. Grant makes free throw 2 of 2,1,19-15,,
4:16.0,,,19-15,,Shooting foul by K. McDaniels (drawn by G. Monroe)
4:16.0,,,19-16,1,G. Monroe makes free throw 1 of 2
4:16.0,,,19-17,1,G. Monroe makes free throw 2 of 2
4:03.0,R. Covington makes 2-pt shot at rim (assist by M. Carter-Williams),2,21-17,,
3:45.0,,,21-20,3,K. Singler makes 3-pt shot from 26 ft (assist by J. Smith)
3:30.0,Turnover by M. Carter-Williams (bad pass; steal by G. Monroe),,21-20,,
3:25.0,,,21-20,,Turnover by J. Smith (bad pass)
3:11.0,R. Covington misses 2-pt shot from 8 ft,,21-20,,
3:11.0,,,21-20,,Defensive rebound by Team
3:03.0,,,21-20,,Turnover by G. Monroe (lost ball; steal by B. Davies)
3:03.0,,,21-20,,Personal foul by G. Monroe (drawn by K. McDaniels)
3:03.0,J. Sampson enters the game for M. Carter-Williams,,21-20,,
2:51.0,Turnover by K. McDaniels (lost ball; steal by K. Caldwell-Pope),,21-20,,
2:32.0,,,21-20,,B. Jennings misses 3-pt shot from 26 ft
2:31.0,,,21-20,,Offensive rebound by K. Singler
2:26.0,,,21-20,,Shooting foul by B. Davies (drawn by G. Monroe)
2:26.0,,,21-20,,Detroit full timeout
2:26.0,,,21-20,,C. Martin enters the game for K. Caldwell-Pope
2:26.0,,,21-21,1,G. Monroe makes free throw 1 of 2
2:26.0,,,21-21,,G. Monroe misses free throw 2 of 2
2:25.0,,,21-21,,Offensive rebound by K. Singler
2:12.0,,,21-23,2,J. Smith makes 2-pt shot from 6 ft
2:01.0,J. Grant makes 2-pt shot at rim,2,23-23,,
1:39.0,,,23-23,,C. Martin misses 3-pt shot from 25 ft
1:38.0,Defensive rebound by J. Sampson,,23-23,,
1:29.0,K. McDaniels misses 3-pt shot from 26 ft,,23-23,,
1:28.0,,,23-23,,Defensive rebound by C. Martin
1:13.0,,,23-25,2,K. Singler makes 2-pt shot from 12 ft
0:56.0,B. Davies misses 2-pt shot from 21 ft (block by J. Smith),,23-25,,
0:54.0,Offensive rebound by J. Grant,,23-25,,
0:54.0,R. Covington makes 2-pt shot at rim (assist by J. Grant),2,25-25,,
0:39.0,,,25-25,,Shooting foul by B. Davies (drawn by B. Jennings)
0:39.0,,,25-27,2,B. Jennings makes 2-pt shot from 1 ft
0:39.0,M. Carter-Williams enters the game for J. Grant,,25-27,,
0:39.0,N. Noel enters the game for B. Davies,,25-27,,
0:39.0,,,25-27,,A. Drummond enters the game for G. Monroe
0:39.0,,,25-28,1,B. Jennings makes free throw 1 of 1
0:29.0,R. Covington makes 3-pt shot from 26 ft (assist by M. Carter-Williams),3,28-28,,
0:06.0,,,28-28,,C. Martin misses 3-pt shot from 22 ft
0:05.0,Defensive rebound by Team,,28-28,,
0:01.0,,,28-28,,Personal foul by A. Drummond (drawn by M. Carter-Williams)
0:01.0,M. Carter-Williams makes free throw 1 of 3,1,29-28,,
0:01.0,M. Carter-Williams makes free throw 2 of 3,1,30-28,,
0:01.0,M. Carter-Williams misses free throw 3 of 3,,30-28,,
0:01.0,,,30-28,,Defensive rebound by J. Smith
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,30-31,3,C. Martin makes 3-pt shot from 27 ft (assist by D. Augustin)
11:20.0,N. Noel misses 2-pt shot from 11 ft,,30-31,,
11:18.0,,,30-31,,Defensive rebound by J. Smith
11:12.0,,,30-31,,Turnover by J. Smith (bad pass; steal by M. Carter-Williams)
11:08.0,L. Mbah a Moute makes 2-pt shot at rim (assist by M. Carter-Williams),2,32-31,,
10:49.0,,,32-33,2,C. Martin makes 2-pt shot from 16 ft (assist by J. Smith)
10:33.0,L. Mbah a Moute misses 2-pt shot from 20 ft,,32-33,,
10:32.0,Offensive rebound by N. Noel,,32-33,,
10:27.0,Turnover by K. McDaniels (bad pass; steal by D. Augustin),,32-33,,
10:27.0,Personal foul by K. McDaniels (drawn by D. Augustin),,32-33,,
10:25.0,H. Thompson enters the game for R. Covington,,32-33,,
10:25.0,H. Sims enters the game for K. McDaniels,,32-33,,
10:10.0,,,32-33,,A. Drummond misses 2-pt shot from 6 ft
10:08.0,Defensive rebound by H. Sims,,32-33,,
9:56.0,H. Thompson misses 3-pt shot from 25 ft,,32-33,,
9:55.0,,,32-33,,Defensive rebound by D. Augustin
9:43.0,,,32-33,,C. Butler misses 3-pt shot from 22 ft
9:42.0,Defensive rebound by N. Noel,,32-33,,
9:34.0,Shooting foul by A. Drummond (drawn by L. Mbah a Moute),,32-33,,
9:34.0,L. Mbah a Moute misses free throw 1 of 2,,32-33,,
9:34.0,Offensive rebound by Team,,32-33,,
9:34.0,,,32-33,,G. Monroe enters the game for J. Smith
9:34.0,L. Mbah a Moute makes free throw 2 of 2,1,33-33,,
9:18.0,,,33-33,,Shooting foul by N. Noel (drawn by A. Drummond)
9:18.0,,,33-34,1,A. Drummond makes free throw 1 of 2
9:18.0,,,33-34,,A. Drummond misses free throw 2 of 2
9:17.0,Defensive rebound by N. Noel,,33-34,,
9:12.0,Philadelphia full timeout,,33-34,,
8:57.0,H. Sims misses 2-pt shot from 18 ft,,33-34,,
8:56.0,,,33-34,,Defensive rebound by A. Drummond
8:42.0,,,33-34,,D. Augustin misses 3-pt shot from 23 ft
8:42.0,Defensive rebound by N. Noel,,33-34,,
8:42.0,,,33-34,,Personal foul by A. Drummond (drawn by N. Noel)
8:42.0,,,33-34,,J. Smith enters the game for A. Drummond
8:30.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,35-34,,
8:17.0,,,35-34,,Turnover by G. Monroe (lost ball; steal by L. Mbah a Moute)
8:03.0,,,35-34,,Personal foul by C. Butler (drawn by L. Mbah a Moute)
7:56.0,N. Noel makes 2-pt shot at rim (assist by M. Carter-Williams),2,37-34,,
7:47.0,,,37-34,,Detroit full timeout
7:34.0,,,37-34,,Turnover by G. Monroe (traveling)
7:13.0,H. Sims makes 2-pt shot from 15 ft,2,39-34,,
6:51.0,,,39-36,2,J. Smith makes 2-pt shot at rim (assist by D. Augustin)
6:31.0,L. Mbah a Moute misses 3-pt shot from 25 ft,,39-36,,
6:30.0,,,39-36,,Defensive rebound by C. Martin
6:20.0,,,39-36,,J. Smith misses 2-pt shot from 20 ft
6:19.0,Defensive rebound by L. Mbah a Moute,,39-36,,
6:08.0,H. Sims makes 2-pt shot from 3 ft (assist by M. Carter-Williams),2,41-36,,
5:46.0,,,41-38,2,G. Monroe makes 2-pt shot at rim
5:23.0,Turnover by N. Noel (bad pass; steal by G. Monroe),,41-38,,
5:18.0,,,41-38,,D. Augustin misses 2-pt shot from 1 ft
5:16.0,Defensive rebound by H. Thompson,,41-38,,
4:56.0,L. Mbah a Moute misses 2-pt shot from 20 ft (block by C. Butler),,41-38,,
4:56.0,,,41-38,,Defensive rebound by C. Butler
4:53.0,,,41-38,,Turnover by C. Butler (bad pass; steal by L. Mbah a Moute)
4:47.0,Philadelphia full timeout,,41-38,,
4:47.0,,,41-38,,K. Caldwell-Pope enters the game for C. Martin
4:34.0,Shooting foul by J. Smith (drawn by L. Mbah a Moute),,41-38,,
4:34.0,L. Mbah a Moute makes free throw 1 of 2,1,42-38,,
4:34.0,J. Sampson enters the game for M. Carter-Williams,,42-38,,
4:34.0,,,42-38,,K. Singler enters the game for C. Butler
4:34.0,L. Mbah a Moute misses free throw 2 of 2,,42-38,,
4:33.0,Offensive rebound by L. Mbah a Moute,,42-38,,
4:17.0,L. Mbah a Moute misses 2-pt shot from 5 ft (block by J. Smith),,42-38,,
4:15.0,Offensive rebound by L. Mbah a Moute,,42-38,,
4:15.0,L. Mbah a Moute makes 2-pt shot at rim,2,44-38,,
3:58.0,Def 3 sec tech foul by J. Sampson,,44-38,,
3:58.0,,,44-39,1,D. Augustin makes technical free throw
3:58.0,K. McDaniels enters the game for N. Noel,,44-39,,
3:46.0,,,44-39,,D. Augustin misses 3-pt shot from 26 ft
3:45.0,Defensive rebound by K. McDaniels,,44-39,,
3:37.0,J. Sampson misses 3-pt shot from 26 ft,,44-39,,
3:35.0,Offensive rebound by L. Mbah a Moute,,44-39,,
3:29.0,H. Thompson makes 2-pt shot from 13 ft (assist by L. Mbah a Moute),2,46-39,,
3:21.0,Personal foul by J. Sampson (drawn by D. Augustin),,46-39,,
3:08.0,,,46-39,,G. Monroe misses 2-pt shot from 5 ft
3:08.0,Defensive rebound by L. Mbah a Moute,,46-39,,
3:08.0,,,46-39,,Personal foul by J. Smith (drawn by L. Mbah a Moute)
3:08.0,L. Mbah a Moute makes free throw 1 of 2,1,47-39,,
3:08.0,L. Mbah a Moute makes free throw 2 of 2,1,48-39,,
2:52.0,Personal foul by J. Sampson (drawn by D. Augustin),,48-39,,
2:52.0,Official timeout,,48-39,,
2:52.0,R. Covington enters the game for H. Sims,,48-39,,
2:52.0,N. Noel enters the game for H. Thompson,,48-39,,
2:52.0,,,48-40,1,D. Augustin makes free throw 1 of 2
2:52.0,,,48-40,,D. Augustin misses free throw 2 of 2
2:50.0,Defensive rebound by L. Mbah a Moute,,48-40,,
2:39.0,J. Sampson makes 2-pt shot at rim (assist by N. Noel),2,50-40,,
2:39.0,Shooting foul by D. Augustin (drawn by J. Sampson),,50-40,,
2:39.0,J. Sampson misses free throw 1 of 1,,50-40,,
2:37.0,,,50-40,,Defensive rebound by K. Caldwell-Pope
2:23.0,,,50-40,,K. Caldwell-Pope misses 2-pt shot from 3 ft
2:22.0,,,50-40,,Offensive rebound by K. Caldwell-Pope
2:18.0,,,50-42,2,D. Augustin makes 2-pt shot from 8 ft (assist by K. Singler)
2:06.0,N. Noel misses 2-pt shot from 5 ft,,50-42,,
2:05.0,,,50-42,,Defensive rebound by G. Monroe
2:01.0,,,50-42,,Shooting foul by J. Sampson (drawn by D. Augustin)
2:01.0,,,50-43,1,D. Augustin makes free throw 1 of 2
2:01.0,M. Carter-Williams enters the game for L. Mbah a Moute,,50-43,,
2:01.0,J. Grant enters the game for J. Sampson,,50-43,,
2:01.0,,,50-43,,J. Anthony enters the game for G. Monroe
2:01.0,,,50-44,1,D. Augustin makes free throw 2 of 2
1:48.0,R. Covington makes 2-pt shot from 1 ft (assist by M. Carter-Williams),2,52-44,,
1:34.0,Personal foul by J. Grant (drawn by J. Smith),,52-44,,
1:34.0,,,52-45,1,J. Smith makes free throw 1 of 2
1:34.0,,,52-46,1,J. Smith makes free throw 2 of 2
1:22.0,R. Covington makes 2-pt shot at rim (assist by M. Carter-Williams),2,54-46,,
1:08.0,,,54-48,2,J. Smith makes 2-pt shot at rim (assist by D. Augustin)
1:08.0,,,54-48,,Shooting foul by J. Grant (drawn by J. Smith)
1:08.0,,,54-49,1,J. Smith makes free throw 1 of 1
0:55.0,J. Grant misses 2-pt shot at rim,,54-49,,
0:54.0,,,54-49,,Defensive rebound by J. Smith
0:47.0,,,54-51,2,K. Singler makes 2-pt shot from 1 ft (assist by J. Smith)
0:20.0,J. Grant misses 2-pt shot from 4 ft,,54-51,,
0:19.0,,,54-51,,Defensive rebound by J. Smith
0:02.0,,,54-51,,D. Augustin misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by M. Carter-Williams,,54-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,54-51,,Turnover by K. Caldwell-Pope (bad pass; steal by L. Mbah a Moute)
11:24.0,Turnover by N. Noel (bad pass; steal by B. Jennings),,54-51,,
11:16.0,,,54-51,,K. Singler misses 3-pt shot from 23 ft
11:14.0,Defensive rebound by Team,,54-51,,
10:54.0,H. Sims misses 3-pt shot from 23 ft,,54-51,,
10:53.0,,,54-51,,Defensive rebound by A. Drummond
10:34.0,,,54-51,,Shooting foul by M. Carter-Williams (drawn by B. Jennings)
10:34.0,,,54-52,1,B. Jennings makes free throw 1 of 3
10:34.0,,,54-53,1,B. Jennings makes free throw 2 of 3
10:34.0,,,54-54,1,B. Jennings makes free throw 3 of 3
10:10.0,H. Thompson misses 2-pt shot at rim,,54-54,,
10:09.0,Offensive rebound by Team,,54-54,,
10:08.0,Turnover by Team (shot clock),,54-54,,
9:54.0,,,54-54,,J. Smith misses 2-pt shot from 19 ft
9:53.0,Defensive rebound by H. Sims,,54-54,,
9:40.0,H. Thompson misses 3-pt shot from 26 ft,,54-54,,
9:39.0,,,54-54,,Defensive rebound by J. Smith
9:36.0,Personal foul by N. Noel (drawn by J. Smith),,54-54,,
9:23.0,,,54-56,2,B. Jennings makes 2-pt shot from 20 ft
9:08.0,Turnover by M. Carter-Williams (bad pass; steal by K. Singler),,54-56,,
9:02.0,,,54-56,,K. Caldwell-Pope misses 2-pt shot at rim
9:01.0,,,54-56,,Offensive rebound by A. Drummond
9:01.0,,,54-58,2,A. Drummond makes 2-pt shot at rim
9:01.0,Philadelphia full timeout,,54-58,,
8:39.0,M. Carter-Williams makes 2-pt shot from 14 ft (assist by L. Mbah a Moute),2,56-58,,
8:27.0,,,56-58,,Turnover by B. Jennings (bad pass)
8:14.0,Turnover by M. Carter-Williams (lost ball; steal by A. Drummond),,56-58,,
8:08.0,,,56-58,,Turnover by J. Smith (bad pass; steal by M. Carter-Williams)
7:59.0,L. Mbah a Moute misses 2-pt shot at rim (block by J. Smith),,56-58,,
7:56.0,,,56-58,,Defensive rebound by A. Drummond
7:51.0,,,56-58,,J. Smith misses 2-pt shot from 4 ft
7:49.0,,,56-58,,Offensive rebound by A. Drummond
7:47.0,,,56-60,2,A. Drummond makes 2-pt shot at rim
7:32.0,N. Noel makes 2-pt shot at rim (assist by M. Carter-Williams),2,58-60,,
7:15.0,,,58-60,,K. Caldwell-Pope misses 2-pt shot from 7 ft
7:13.0,Defensive rebound by H. Thompson,,58-60,,
7:01.0,M. Carter-Williams makes 2-pt shot from 21 ft (assist by L. Mbah a Moute),2,60-60,,
6:46.0,,,60-60,,Turnover by B. Jennings (lost ball; steal by H. Sims)
6:26.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,60-60,,
6:25.0,,,60-60,,Defensive rebound by B. Jennings
6:24.0,,,60-60,,Shooting foul by H. Thompson (drawn by K. Caldwell-Pope)
6:24.0,,,60-61,1,K. Caldwell-Pope makes free throw 1 of 2
6:24.0,B. Davies enters the game for H. Sims,,60-61,,
6:24.0,K. McDaniels enters the game for H. Thompson,,60-61,,
6:24.0,R. Covington enters the game for L. Mbah a Moute,,60-61,,
6:24.0,,,60-61,,G. Monroe enters the game for J. Smith
6:24.0,,,60-62,1,K. Caldwell-Pope makes free throw 2 of 2
6:05.0,B. Davies makes 2-pt shot from 6 ft,2,62-62,,
5:46.0,,,62-64,2,K. Caldwell-Pope makes 2-pt shot from 1 ft (assist by G. Monroe)
5:30.0,B. Davies misses 2-pt shot from 1 ft (block by A. Drummond),,62-64,,
5:28.0,,,62-64,,Defensive rebound by G. Monroe
5:24.0,,,62-66,2,K. Singler makes 2-pt shot at rim (assist by B. Jennings)
5:24.0,,,62-66,,Shooting foul by R. Covington (drawn by K. Singler)
5:24.0,,,62-67,1,K. Singler makes free throw 1 of 1
5:12.0,B. Davies misses 3-pt shot from 26 ft,,62-67,,
5:11.0,,,62-67,,Defensive rebound by B. Jennings
5:09.0,,,62-67,,Turnover by B. Jennings (lost ball; steal by M. Carter-Williams)
5:05.0,M. Carter-Williams makes 2-pt shot at rim,2,64-67,,
4:38.0,,,64-67,,Turnover by K. Caldwell-Pope (lost ball; steal by K. McDaniels)
4:37.0,,,64-67,,Violation by K. Singler (def goaltending)
4:37.0,K. McDaniels makes 2-pt shot at rim,2,66-67,,
4:21.0,,,66-67,,Turnover by B. Jennings (bad pass; steal by B. Davies)
4:17.0,Shooting foul by A. Drummond (drawn by R. Covington),,66-67,,
4:17.0,R. Covington makes free throw 1 of 2,1,67-67,,
4:17.0,H. Sims enters the game for N. Noel,,67-67,,
4:17.0,J. Sampson enters the game for M. Carter-Williams,,67-67,,
4:17.0,,,67-67,,J. Smith enters the game for A. Drummond
4:17.0,,,67-67,,C. Martin enters the game for K. Caldwell-Pope
4:17.0,R. Covington makes free throw 2 of 2,1,68-67,,
3:56.0,,,68-67,,C. Martin misses 3-pt shot from 24 ft
3:55.0,,,68-67,,Offensive rebound by B. Jennings
3:42.0,,,68-67,,J. Smith misses 2-pt shot from 3 ft
3:42.0,,,68-67,,Offensive rebound by G. Monroe
3:42.0,,,68-69,2,G. Monroe makes 2-pt shot at rim
3:42.0,,,68-69,,Shooting foul by H. Sims (drawn by G. Monroe)
3:42.0,,,68-70,1,G. Monroe makes free throw 1 of 1
3:29.0,Turnover by H. Sims (bad pass),,68-70,,
3:14.0,,,68-70,,B. Jennings misses 2-pt shot from 1 ft
3:13.0,,,68-70,,Offensive rebound by J. Smith
3:05.0,,,68-73,3,K. Singler makes 3-pt shot from 25 ft (assist by J. Smith)
2:48.0,R. Covington misses 2-pt shot from 6 ft,,68-73,,
2:47.0,Offensive rebound by B. Davies,,68-73,,
2:46.0,B. Davies makes 2-pt shot at rim,2,70-73,,
2:34.0,,,70-73,,Turnover by J. Smith (lost ball)
2:34.0,,,70-73,,Detroit full timeout
2:34.0,M. Carter-Williams enters the game for J. Sampson,,70-73,,
2:21.0,Offensive foul by H. Sims,,70-73,,
2:21.0,Turnover by H. Sims (offensive foul),,70-73,,
2:03.0,Personal foul by H. Sims (drawn by G. Monroe),,70-73,,
2:03.0,,,70-74,1,G. Monroe makes free throw 1 of 2
2:03.0,,,70-75,1,G. Monroe makes free throw 2 of 2
1:50.0,B. Davies makes 2-pt shot from 17 ft (assist by M. Carter-Williams),2,72-75,,
1:32.0,,,72-77,2,C. Martin makes 2-pt shot from 8 ft
1:18.0,R. Covington makes 3-pt shot from 26 ft (assist by M. Carter-Williams),3,75-77,,
1:05.0,,,75-79,2,J. Smith makes 2-pt shot at rim (assist by B. Jennings)
0:49.0,R. Covington misses 3-pt shot from 26 ft,,75-79,,
0:48.0,,,75-79,,Defensive rebound by Team
0:36.0,,,75-79,,G. Monroe misses 2-pt shot from 5 ft (block by H. Sims)
0:34.0,Defensive rebound by B. Davies,,75-79,,
0:27.0,Turnover by R. Covington (step out of bounds),,75-79,,
0:27.0,J. Grant enters the game for H. Sims,,75-79,,
0:27.0,J. Sampson enters the game for M. Carter-Williams,,75-79,,
0:05.0,,,75-82,3,J. Smith makes 3-pt shot from 25 ft (assist by B. Jennings)
0:00.0,R. Covington makes 2-pt shot at rim,2,77-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,N. Noel misses 2-pt shot from 5 ft,,77-82,,
11:47.0,Offensive rebound by K. McDaniels,,77-82,,
11:46.0,K. McDaniels misses 2-pt shot at rim,,77-82,,
11:45.0,Offensive rebound by B. Davies,,77-82,,
11:45.0,B. Davies misses 2-pt shot from 2 ft,,77-82,,
11:43.0,,,77-82,,Defensive rebound by Team
11:25.0,,,77-84,2,G. Monroe makes 2-pt shot from 1 ft (assist by C. Martin)
11:25.0,,,77-84,,Shooting foul by J. Sampson (drawn by G. Monroe)
11:25.0,,,77-85,1,G. Monroe makes free throw 1 of 1
11:09.0,R. Covington makes 3-pt shot from 24 ft (assist by K. McDaniels),3,80-85,,
10:47.0,,,80-85,,Shooting foul by J. Sampson (drawn by J. Smith)
10:47.0,,,80-87,2,J. Smith makes 2-pt shot at rim (assist by G. Monroe)
10:47.0,L. Mbah a Moute enters the game for J. Sampson,,80-87,,
10:47.0,M. Carter-Williams enters the game for B. Davies,,80-87,,
10:47.0,,,80-87,,J. Smith misses free throw 1 of 1
10:46.0,Defensive rebound by N. Noel,,80-87,,
10:32.0,R. Covington misses 3-pt shot from 27 ft,,80-87,,
10:31.0,,,80-87,,Defensive rebound by G. Monroe
10:17.0,,,80-89,2,J. Smith makes 2-pt shot at rim
10:17.0,Philadelphia full timeout,,80-89,,
10:03.0,R. Covington makes 2-pt shot at rim (assist by K. McDaniels),2,82-89,,
9:45.0,,,82-89,,J. Smith misses 2-pt shot from 17 ft
9:44.0,Defensive rebound by Team,,82-89,,
9:34.0,Shooting foul by J. Smith (drawn by N. Noel),,82-89,,
9:34.0,N. Noel makes free throw 1 of 2,1,83-89,,
9:34.0,N. Noel makes free throw 2 of 2,1,84-89,,
9:19.0,,,84-89,,Offensive foul by C. Martin
9:19.0,,,84-89,,Turnover by C. Martin (offensive foul)
9:05.0,Shooting foul by C. Butler (drawn by N. Noel),,84-89,,
9:05.0,N. Noel makes free throw 1 of 2,1,85-89,,
9:05.0,N. Noel misses free throw 2 of 2,,85-89,,
9:04.0,,,85-89,,Defensive rebound by C. Butler
8:47.0,,,85-89,,D. Augustin misses 2-pt shot from 1 ft (block by N. Noel)
8:45.0,Defensive rebound by M. Carter-Williams,,85-89,,
8:42.0,Shooting foul by C. Butler (drawn by L. Mbah a Moute),,85-89,,
8:42.0,L. Mbah a Moute makes free throw 1 of 2,1,86-89,,
8:42.0,H. Thompson enters the game for K. McDaniels,,86-89,,
8:42.0,L. Mbah a Moute makes free throw 2 of 2,1,87-89,,
8:27.0,,,87-89,,D. Augustin misses 3-pt shot from 26 ft
8:26.0,Defensive rebound by R. Covington,,87-89,,
8:09.0,Turnover by M. Carter-Williams (bad pass; steal by C. Butler),,87-89,,
7:54.0,,,87-92,3,C. Butler makes 3-pt shot from 23 ft (assist by C. Martin)
7:37.0,M. Carter-Williams misses 2-pt shot from 1 ft,,87-92,,
7:35.0,,,87-92,,Defensive rebound by G. Monroe
7:27.0,,,87-92,,Offensive foul by G. Monroe
7:27.0,,,87-92,,Turnover by G. Monroe (offensive foul)
7:27.0,,,87-92,,A. Drummond enters the game for G. Monroe
7:15.0,R. Covington misses 2-pt shot from 8 ft,,87-92,,
7:14.0,,,87-92,,Defensive rebound by A. Drummond
7:10.0,,,87-94,2,C. Martin makes 2-pt shot at rim (assist by J. Smith)
6:55.0,,,87-94,,Personal foul by C. Martin (drawn by H. Thompson)
6:55.0,K. McDaniels enters the game for R. Covington,,87-94,,
6:55.0,,,87-94,,J. Jerebko enters the game for J. Smith
6:55.0,,,87-94,,K. Singler enters the game for C. Butler
6:46.0,L. Mbah a Moute misses 2-pt shot at rim (block by A. Drummond),,87-94,,
6:46.0,Offensive rebound by Team,,87-94,,
6:46.0,,,87-94,,Loose ball foul by D. Augustin (drawn by H. Thompson)
6:46.0,H. Thompson misses free throw 1 of 2,,87-94,,
6:46.0,Offensive rebound by Team,,87-94,,
6:46.0,H. Thompson misses free throw 2 of 2,,87-94,,
6:45.0,,,87-94,,Defensive rebound by K. Singler
6:30.0,,,87-94,,J. Jerebko misses 3-pt shot from 23 ft
6:29.0,Defensive rebound by K. McDaniels,,87-94,,
