time,Brooklyn,pts.away,score,pts.home,Toronto
5:06.0,B. Lopez enters the game for K. Garnett,,17-11,,
5:06.0,D. Williams enters the game for A. Anderson,,17-11,,
4:53.0,B. Lopez misses 2-pt shot from 7 ft,,17-11,,
4:52.0,,,17-11,,Defensive rebound by A. Johnson
4:38.0,,,17-13,2,J. Valanciunas makes 2-pt shot from 1 ft
4:38.0,,,17-13,,Shooting foul by M. Plumlee (drawn by J. Valanciunas)
4:38.0,,,17-14,1,J. Valanciunas makes free throw 1 of 1
4:21.0,B. Lopez misses 2-pt shot from 4 ft (block by T. Ross),,17-14,,
4:19.0,,,17-14,,Defensive rebound by K. Lowry
4:16.0,,,17-16,2,A. Johnson makes 2-pt shot at rim (assist by K. Lowry)
3:59.0,B. Lopez misses 2-pt shot from 4 ft,,17-16,,
3:58.0,,,17-16,,Defensive rebound by J. Valanciunas
3:39.0,,,17-19,3,T. Ross makes 3-pt shot from 25 ft (assist by K. Lowry)
3:26.0,Brooklyn full timeout,,17-19,,
3:21.0,Turnover by J. Jack (lost ball; steal by K. Lowry),,17-19,,
3:17.0,,,17-21,2,K. Lowry makes 2-pt shot at rim (assist by D. DeRozan)
3:01.0,D. Williams misses 3-pt shot from 23 ft,,17-21,,
3:00.0,,,17-21,,Defensive rebound by K. Lowry
2:46.0,,,17-24,3,T. Ross makes 3-pt shot from 22 ft (assist by D. DeRozan)
2:31.0,J. Jack makes 3-pt shot from 26 ft (assist by J. Johnson),3,20-24,,
2:08.0,,,20-26,2,A. Johnson makes 2-pt shot from 14 ft (assist by D. DeRozan)
1:52.0,B. Bogdanovic enters the game for J. Johnson,,20-26,,
1:52.0,,,20-26,,L. Williams enters the game for D. DeRozan
1:45.0,J. Jack makes 2-pt shot from 6 ft,2,22-26,,
1:19.0,,,22-28,2,T. Ross makes 2-pt shot from 20 ft
0:57.0,B. Lopez misses 2-pt shot from 17 ft,,22-28,,
0:56.0,,,22-28,,Defensive rebound by A. Johnson
0:35.0,,,22-28,,T. Ross misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by Team,,22-28,,
0:33.0,,,22-28,,G. Vasquez enters the game for K. Lowry
0:10.0,B. Bogdanovic misses 3-pt shot from 23 ft,,22-28,,
0:09.0,Offensive rebound by B. Lopez,,22-28,,
0:07.0,B. Lopez misses 2-pt shot from 3 ft,,22-28,,
0:06.0,,,22-28,,Defensive rebound by J. Valanciunas
0:02.0,Personal foul by J. Jack (drawn by L. Williams),,22-28,,
0:00.0,,,22-28,,L. Williams misses 3-pt shot from 28 ft
0:00.0,,,22-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,22-28,,P. Patterson misses 3-pt shot from 23 ft
11:47.0,Defensive rebound by B. Lopez,,22-28,,
11:30.0,C. Jefferson misses 2-pt shot from 11 ft,,22-28,,
11:29.0,Offensive rebound by B. Bogdanovic,,22-28,,
11:23.0,D. Williams misses 3-pt shot from 24 ft,,22-28,,
11:22.0,Offensive rebound by B. Lopez,,22-28,,
11:18.0,B. Lopez makes 2-pt shot from 2 ft,2,24-28,,
11:04.0,,,24-28,,Shooting foul by D. Williams (drawn by L. Williams)
11:04.0,,,24-29,1,L. Williams makes free throw 1 of 2
11:04.0,A. Anderson enters the game for J. Jack,,24-29,,
11:04.0,,,24-29,,L. Williams misses free throw 2 of 2
11:03.0,Defensive rebound by C. Jefferson,,24-29,,
10:40.0,D. Williams makes 2-pt shot from 2 ft,2,26-29,,
10:30.0,,,26-31,2,T. Hansbrough makes 2-pt shot from 3 ft (assist by L. Williams)
10:15.0,B. Bogdanovic misses 2-pt shot from 10 ft,,26-31,,
10:14.0,Offensive rebound by C. Jefferson,,26-31,,
10:13.0,C. Jefferson makes 2-pt shot from 1 ft,2,28-31,,
10:13.0,Loose ball foul by B. Lopez (drawn by T. Hansbrough),,28-31,,
9:55.0,,,28-31,,T. Ross misses 2-pt shot from 19 ft
9:54.0,Defensive rebound by C. Jefferson,,28-31,,
9:36.0,C. Jefferson makes 2-pt shot at rim (assist by B. Bogdanovic),2,30-31,,
9:13.0,,,30-31,,L. Williams misses 3-pt shot from 26 ft
9:12.0,Defensive rebound by D. Williams,,30-31,,
9:04.0,D. Williams misses 2-pt shot from 7 ft,,30-31,,
9:03.0,Offensive rebound by C. Jefferson,,30-31,,
8:58.0,C. Jefferson makes 2-pt shot at rim,2,32-31,,
8:53.0,,,32-31,,Toronto full timeout
8:53.0,,,32-31,,J. Valanciunas enters the game for T. Hansbrough
8:43.0,,,32-31,,T. Ross misses 3-pt shot from 25 ft
8:42.0,Defensive rebound by Team,,32-31,,
8:29.0,C. Jefferson misses 2-pt shot from 1 ft (block by P. Patterson),,32-31,,
8:27.0,,,32-31,,Defensive rebound by P. Patterson
8:17.0,,,32-33,2,P. Patterson makes 2-pt shot from 17 ft (assist by G. Vasquez)
8:00.0,Turnover by B. Bogdanovic (lost ball; steal by P. Patterson),,32-33,,
7:46.0,,,32-36,3,L. Williams makes 3-pt shot from 26 ft
7:11.0,A. Anderson misses 3-pt shot from 25 ft,,32-36,,
7:10.0,Offensive rebound by Team,,32-36,,
7:10.0,Turnover by Team (shot clock),,32-36,,
6:53.0,,,32-39,3,G. Vasquez makes 3-pt shot from 26 ft (assist by P. Patterson)
6:38.0,B. Lopez makes 2-pt shot from 7 ft (assist by D. Williams),2,34-39,,
6:13.0,,,34-39,,J. Valanciunas misses 2-pt shot from 5 ft
6:12.0,Defensive rebound by B. Lopez,,34-39,,
6:07.0,D. Williams makes 2-pt shot from 1 ft (assist by B. Lopez),2,36-39,,
5:56.0,,,36-39,,Toronto full timeout
5:56.0,Official timeout,,36-39,,
5:56.0,,,36-39,,D. DeRozan enters the game for G. Vasquez
5:56.0,,,36-39,,K. Lowry enters the game for T. Ross
5:39.0,,,36-41,2,D. DeRozan makes 2-pt shot from 4 ft
5:27.0,D. Williams misses 2-pt shot from 20 ft,,36-41,,
5:26.0,,,36-41,,Defensive rebound by P. Patterson
5:12.0,,,36-41,,P. Patterson misses 2-pt shot from 16 ft
5:11.0,,,36-41,,Offensive rebound by J. Valanciunas
4:54.0,,,36-41,,P. Patterson misses 3-pt shot from 25 ft
4:53.0,,,36-41,,Offensive rebound by K. Lowry
4:49.0,,,36-41,,L. Williams misses 3-pt shot from 26 ft
4:48.0,Defensive rebound by B. Bogdanovic,,36-41,,
4:37.0,D. Williams makes 2-pt shot from 3 ft,2,38-41,,
4:21.0,Personal foul by B. Bogdanovic (drawn by D. DeRozan),,38-41,,
4:21.0,J. Johnson enters the game for B. Bogdanovic,,38-41,,
4:07.0,,,38-44,3,K. Lowry makes 3-pt shot from 23 ft (assist by D. DeRozan)
3:51.0,B. Lopez makes 2-pt shot from 14 ft (assist by J. Johnson),2,40-44,,
3:33.0,,,40-44,,L. Williams misses 3-pt shot from 24 ft
3:33.0,Defensive rebound by Team,,40-44,,
3:33.0,,,40-44,,Loose ball foul by J. Valanciunas (drawn by A. Anderson)
3:16.0,A. Anderson makes 2-pt shot at rim (assist by J. Johnson),2,42-44,,
2:56.0,,,42-44,,L. Williams misses 2-pt shot from 14 ft
2:55.0,Defensive rebound by A. Anderson,,42-44,,
2:36.0,B. Lopez misses 2-pt shot from 14 ft (block by J. Valanciunas),,42-44,,
2:34.0,,,42-44,,Defensive rebound by D. DeRozan
2:31.0,,,42-44,,Turnover by D. DeRozan (lost ball)
2:31.0,Brooklyn full timeout,,42-44,,
2:31.0,,,42-44,,A. Johnson enters the game for L. Williams
2:31.0,,,42-44,,T. Ross enters the game for P. Patterson
2:21.0,B. Lopez misses 2-pt shot from 10 ft,,42-44,,
2:19.0,Offensive rebound by C. Jefferson,,42-44,,
2:19.0,C. Jefferson misses 2-pt shot from 3 ft,,42-44,,
2:19.0,,,42-44,,Defensive rebound by K. Lowry
2:19.0,,,42-44,,Offensive foul by K. Lowry
2:19.0,,,42-44,,Turnover by K. Lowry (offensive foul)
2:19.0,,,42-44,,Technical foul by Team
2:19.0,D. Williams makes technical free throw,1,43-44,,
2:01.0,J. Johnson misses 3-pt shot from 25 ft,,43-44,,
2:00.0,,,43-44,,Defensive rebound by Team
1:44.0,,,43-44,,Shooting foul by B. Lopez (drawn by K. Lowry)
1:44.0,,,43-45,1,K. Lowry makes free throw 1 of 2
1:44.0,M. Plumlee enters the game for B. Lopez,,43-45,,
1:44.0,J. Jordan enters the game for C. Jefferson,,43-45,,
1:44.0,,,43-46,1,K. Lowry makes free throw 2 of 2
1:24.0,J. Johnson makes 2-pt shot from 20 ft,2,45-46,,
0:57.0,,,45-46,,Turnover by K. Lowry (bad pass; steal by J. Johnson)
0:54.0,M. Plumlee makes 2-pt shot at rim (assist by D. Williams),2,47-46,,
0:43.0,,,47-49,3,T. Ross makes 3-pt shot from 25 ft (assist by D. DeRozan)
0:30.0,Shooting foul by D. DeRozan (drawn by J. Johnson),,47-49,,
0:30.0,J. Johnson makes free throw 1 of 2,1,48-49,,
0:30.0,J. Jack enters the game for M. Plumlee,,48-49,,
0:30.0,,,48-49,,P. Patterson enters the game for J. Valanciunas
0:30.0,J. Johnson makes free throw 2 of 2,1,49-49,,
0:13.0,,,49-51,2,D. DeRozan makes 2-pt shot from 2 ft
0:03.0,D. Williams misses 2-pt shot from 8 ft,,49-51,,
0:02.0,Offensive rebound by J. Jordan,,49-51,,
0:01.0,J. Jordan misses 2-pt shot from 2 ft,,49-51,,
0:00.0,,,49-51,,Defensive rebound by T. Ross
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,49-51,,D. DeRozan misses 3-pt shot from 26 ft
11:45.0,Defensive rebound by A. Anderson,,49-51,,
11:24.0,M. Plumlee misses 2-pt shot from 1 ft,,49-51,,
11:23.0,,,49-51,,Defensive rebound by A. Johnson
11:19.0,,,49-51,,Turnover by A. Johnson (bad pass; steal by A. Anderson)
11:03.0,,,49-51,,Personal foul by G. Vasquez (drawn by A. Anderson)
10:51.0,K. Garnett makes 2-pt shot from 17 ft (assist by J. Johnson),2,51-51,,
10:31.0,,,51-51,,D. DeRozan misses 2-pt shot from 14 ft
10:30.0,Defensive rebound by J. Jack,,51-51,,
10:17.0,J. Jack makes 2-pt shot from 17 ft,2,53-51,,
9:52.0,,,53-53,2,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry)
9:37.0,K. Garnett misses 2-pt shot from 8 ft,,53-53,,
9:36.0,,,53-53,,Defensive rebound by J. Valanciunas
9:27.0,,,53-53,,K. Lowry misses 2-pt shot from 15 ft
9:26.0,Defensive rebound by M. Plumlee,,53-53,,
9:17.0,,,53-53,,Personal foul by K. Lowry (drawn by M. Plumlee)
9:07.0,J. Johnson misses 2-pt shot from 15 ft,,53-53,,
9:06.0,,,53-53,,Defensive rebound by J. Valanciunas
9:03.0,,,53-53,,Turnover by K. Lowry (lost ball; steal by K. Garnett)
8:48.0,K. Garnett misses 2-pt shot from 6 ft,,53-53,,
8:48.0,,,53-53,,Defensive rebound by D. DeRozan
8:27.0,,,53-53,,D. DeRozan misses 2-pt shot from 17 ft
8:26.0,Defensive rebound by M. Plumlee,,53-53,,
8:14.0,K. Garnett misses 2-pt shot from 8 ft,,53-53,,
8:13.0,,,53-53,,Defensive rebound by A. Johnson
7:54.0,,,53-55,2,G. Vasquez makes 2-pt shot from 4 ft
7:41.0,J. Jack makes 2-pt shot from 2 ft,2,55-55,,
7:17.0,,,55-55,,G. Vasquez misses 2-pt shot from 3 ft
7:16.0,Defensive rebound by J. Jack,,55-55,,
7:11.0,M. Plumlee makes 2-pt shot at rim (assist by J. Jack),2,57-55,,
6:52.0,Personal foul by A. Anderson (drawn by G. Vasquez),,57-55,,
6:43.0,,,57-55,,K. Lowry misses 2-pt shot from 17 ft
6:42.0,,,57-55,,Offensive rebound by J. Valanciunas
6:39.0,,,57-55,,Turnover by J. Valanciunas (lost ball; steal by K. Garnett)
6:30.0,Shooting foul by G. Vasquez (drawn by J. Johnson),,57-55,,
6:30.0,J. Johnson misses free throw 1 of 2,,57-55,,
6:30.0,Offensive rebound by Team,,57-55,,
6:30.0,B. Lopez enters the game for K. Garnett,,57-55,,
6:30.0,,,57-55,,T. Ross enters the game for G. Vasquez
6:30.0,J. Johnson makes free throw 2 of 2,1,58-55,,
6:12.0,,,58-57,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by K. Lowry)
5:58.0,A. Anderson makes 3-pt shot from 22 ft (assist by J. Jack),3,61-57,,
5:43.0,,,61-57,,Turnover by D. DeRozan (bad pass; steal by J. Jack)
5:36.0,J. Jack makes 2-pt shot from 6 ft (assist by J. Johnson),2,63-57,,
5:34.0,,,63-57,,Toronto full timeout
5:34.0,,,63-57,,P. Patterson enters the game for J. Valanciunas
5:20.0,,,63-59,2,D. DeRozan makes 2-pt shot from 19 ft (assist by K. Lowry)
4:56.0,B. Lopez misses 2-pt shot from 10 ft,,63-59,,
4:55.0,,,63-59,,Defensive rebound by T. Ross
4:44.0,,,63-59,,Toronto full timeout
4:44.0,D. Williams enters the game for M. Plumlee,,63-59,,
4:35.0,,,63-59,,D. DeRozan misses 2-pt shot from 20 ft
4:34.0,Defensive rebound by A. Anderson,,63-59,,
4:23.0,J. Jack makes 2-pt shot from 6 ft,2,65-59,,
4:07.0,,,65-59,,K. Lowry misses 3-pt shot from 25 ft
4:06.0,Defensive rebound by A. Anderson,,65-59,,
3:46.0,Turnover by B. Lopez (3 sec),,65-59,,
3:33.0,,,65-59,,K. Lowry misses 2-pt shot from 14 ft
3:32.0,Defensive rebound by J. Jack,,65-59,,
3:21.0,J. Johnson makes 2-pt shot from 20 ft,2,67-59,,
3:05.0,,,67-59,,P. Patterson misses 3-pt shot from 24 ft
3:04.0,Defensive rebound by A. Anderson,,67-59,,
2:46.0,A. Anderson makes 2-pt shot from 19 ft (assist by J. Jack),2,69-59,,
2:30.0,,,69-61,2,D. DeRozan makes 2-pt shot from 5 ft
2:30.0,,,69-61,,Shooting foul by A. Anderson (drawn by D. DeRozan)
2:30.0,Brooklyn full timeout,,69-61,,
2:30.0,,,69-62,1,D. DeRozan makes free throw 1 of 1
2:08.0,D. Williams misses 2-pt shot from 4 ft,,69-62,,
2:07.0,,,69-62,,Defensive rebound by P. Patterson
1:57.0,,,69-64,2,P. Patterson makes 2-pt shot from 11 ft (assist by K. Lowry)
1:33.0,J. Johnson makes 3-pt shot from 26 ft,3,72-64,,
1:12.0,,,72-67,3,T. Ross makes 3-pt shot from 25 ft (assist by D. DeRozan)
0:53.0,B. Lopez misses 2-pt shot from 11 ft,,72-67,,
0:52.0,,,72-67,,Defensive rebound by A. Johnson
0:48.0,,,72-69,2,T. Ross makes 2-pt shot from 1 ft (assist by K. Lowry)
0:48.0,Brooklyn full timeout,,72-69,,
0:31.0,A. Anderson makes 3-pt shot from 22 ft (assist by J. Jack),3,75-69,,
0:27.0,,,75-72,3,P. Patterson makes 3-pt shot from 23 ft (assist by K. Lowry)
0:03.0,Shooting foul by K. Lowry (drawn by J. Jack),,75-72,,
0:03.0,J. Jack misses free throw 1 of 2,,75-72,,
0:03.0,Offensive rebound by Team,,75-72,,
0:03.0,M. Plumlee enters the game for B. Lopez,,75-72,,
0:03.0,J. Jack makes free throw 2 of 2,1,76-72,,
0:02.0,Personal foul by J. Jack (drawn by K. Lowry),,76-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,D. Williams misses 2-pt shot from 3 ft,,76-72,,
11:40.0,,,76-72,,Defensive rebound by T. Ross
11:34.0,,,76-72,,T. Ross misses 3-pt shot from 24 ft
11:33.0,Defensive rebound by Team,,76-72,,
11:33.0,,,76-72,,Loose ball foul by T. Hansbrough (drawn by M. Plumlee)
11:23.0,Shooting foul by P. Patterson (drawn by A. Anderson),,76-72,,
11:23.0,A. Anderson makes free throw 1 of 3,1,77-72,,
11:23.0,A. Anderson makes free throw 2 of 3,1,78-72,,
11:23.0,A. Anderson makes free throw 3 of 3,1,79-72,,
11:08.0,,,79-72,,T. Hansbrough misses 2-pt shot from 3 ft
11:06.0,Defensive rebound by B. Bogdanovic,,79-72,,
10:58.0,A. Anderson makes 2-pt shot at rim (assist by D. Williams),2,81-72,,
10:34.0,,,81-72,,Shooting foul by A. Anderson (drawn by T. Hansbrough)
10:34.0,,,81-73,1,T. Hansbrough makes free throw 1 of 2
10:34.0,C. Jefferson enters the game for A. Anderson,,81-73,,
10:34.0,,,81-74,1,T. Hansbrough makes free throw 2 of 2
10:16.0,Shooting foul by L. Williams (drawn by J. Jack),,81-74,,
10:16.0,J. Jack makes free throw 1 of 3,1,82-74,,
10:16.0,J. Jack makes free throw 2 of 3,1,83-74,,
10:16.0,J. Jack makes free throw 3 of 3,1,84-74,,
10:03.0,,,84-76,2,T. Ross makes 2-pt shot from 2 ft
9:46.0,B. Bogdanovic makes 3-pt shot from 23 ft (assist by D. Williams),3,87-76,,
9:25.0,,,87-78,2,T. Ross makes 2-pt shot from 20 ft
9:11.0,Shooting foul by T. Ross (drawn by D. Williams),,87-78,,
9:11.0,D. Williams makes free throw 1 of 2,1,88-78,,
9:11.0,,,88-78,,K. Lowry enters the game for G. Vasquez
9:11.0,D. Williams makes free throw 2 of 2,1,89-78,,
9:01.0,Personal block foul by B. Bogdanovic (drawn by T. Ross),,89-78,,
8:55.0,,,89-78,,L. Williams misses 2-pt shot from 6 ft
8:54.0,,,89-78,,Offensive rebound by T. Hansbrough
8:52.0,,,89-78,,Shooting foul by C. Jefferson (drawn by T. Hansbrough)
8:52.0,Official timeout,,89-78,,
8:52.0,,,89-79,1,T. Hansbrough makes free throw 1 of 2
8:52.0,,,89-80,1,T. Hansbrough makes free throw 2 of 2
8:39.0,D. Williams makes 2-pt shot from 2 ft,2,91-80,,
8:25.0,,,91-80,,L. Williams misses 3-pt shot from 28 ft
8:21.0,,,91-80,,Offensive rebound by P. Patterson
8:18.0,,,91-82,2,P. Patterson makes 2-pt shot from 1 ft
8:03.0,Turnover by B. Bogdanovic (traveling),,91-82,,
7:49.0,,,91-82,,T. Ross misses 3-pt shot from 25 ft
7:48.0,Defensive rebound by Team,,91-82,,
7:47.0,,,91-82,,J. Valanciunas enters the game for T. Hansbrough
7:47.0,,,91-82,,D. DeRozan enters the game for L. Williams
7:36.0,J. Jack makes 2-pt shot from 20 ft (assist by D. Williams),2,93-82,,
7:15.0,,,93-82,,D. DeRozan misses 2-pt shot from 13 ft
7:14.0,Defensive rebound by D. Williams,,93-82,,
7:08.0,Shooting foul by K. Lowry (drawn by M. Plumlee),,93-82,,
7:08.0,M. Plumlee makes free throw 1 of 2,1,94-82,,
7:08.0,B. Lopez enters the game for C. Jefferson,,94-82,,
7:08.0,M. Plumlee makes free throw 2 of 2,1,95-82,,
6:49.0,,,95-82,,P. Patterson misses 3-pt shot from 24 ft
6:48.0,Defensive rebound by B. Bogdanovic,,95-82,,
6:35.0,J. Jack misses 3-pt shot from 25 ft,,95-82,,
6:34.0,Offensive rebound by M. Plumlee,,95-82,,
6:23.0,D. Williams misses 2-pt shot from 3 ft,,95-82,,
6:22.0,,,95-82,,Defensive rebound by J. Valanciunas
6:16.0,,,95-82,,K. Lowry misses 2-pt shot from 2 ft (block by B. Lopez)
6:16.0,,,95-82,,Offensive rebound by Team
6:16.0,,,95-82,,L. Williams enters the game for T. Ross
6:05.0,,,95-82,,K. Lowry misses 3-pt shot from 28 ft
6:04.0,Defensive rebound by B. Bogdanovic,,95-82,,
5:41.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by B. Lopez),3,98-82,,
5:40.0,,,98-82,,Toronto full timeout
5:27.0,,,98-82,,Shooting foul by B. Lopez (drawn by K. Lowry)
5:27.0,,,98-82,,K. Lowry misses free throw 1 of 2
5:27.0,,,98-82,,Offensive rebound by Team
5:27.0,,,98-82,,K. Lowry misses free throw 2 of 2
5:26.0,Defensive rebound by M. Plumlee,,98-82,,
5:05.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by J. Jack),3,101-82,,
4:44.0,,,101-82,,D. DeRozan misses 2-pt shot from 9 ft
4:43.0,Defensive rebound by Team,,101-82,,
4:30.0,Turnover by J. Jack (bad pass; steal by P. Patterson),,101-82,,
4:26.0,,,101-82,,L. Williams misses 3-pt shot from 26 ft
4:25.0,Defensive rebound by J. Jack,,101-82,,
4:05.0,M. Plumlee misses 2-pt shot from 3 ft (block by J. Valanciunas),,101-82,,
4:03.0,Offensive rebound by M. Plumlee,,101-82,,
4:01.0,M. Plumlee misses 2-pt shot from 4 ft,,101-82,,
3:58.0,,,101-82,,Defensive rebound by J. Valanciunas
3:48.0,,,101-82,,K. Lowry misses 2-pt shot from 3 ft
3:47.0,,,101-82,,Offensive rebound by J. Valanciunas
3:47.0,Personal foul by B. Lopez (drawn by J. Valanciunas),,101-82,,
3:47.0,,,101-83,1,J. Valanciunas makes free throw 1 of 2
3:47.0,,,101-84,1,J. Valanciunas makes free throw 2 of 2
3:24.0,B. Lopez misses 2-pt shot from 9 ft,,101-84,,
3:24.0,,,101-84,,Defensive rebound by P. Patterson
3:16.0,,,101-84,,L. Williams misses 3-pt shot from 23 ft
3:15.0,Defensive rebound by M. Plumlee,,101-84,,
2:52.0,B. Lopez makes 2-pt shot from 3 ft (assist by D. Williams),2,103-84,,
2:38.0,,,103-84,,J. Valanciunas misses 2-pt shot from 3 ft
2:37.0,,,103-84,,Offensive rebound by P. Patterson
2:35.0,,,103-86,2,P. Patterson makes 2-pt shot from 2 ft
2:35.0,Brooklyn full timeout,,103-86,,
2:35.0,,,103-86,,T. Ross enters the game for K. Lowry
2:15.0,J. Jack makes 2-pt shot from 6 ft,2,105-86,,
1:57.0,,,105-86,,Shooting foul by M. Plumlee (drawn by D. DeRozan)
1:57.0,,,105-87,1,D. DeRozan makes free throw 1 of 2
1:57.0,,,105-88,1,D. DeRozan makes free throw 2 of 2
1:51.0,Turnover by B. Bogdanovic (bad pass),,105-88,,
1:40.0,,,105-90,2,D. DeRozan makes 2-pt shot from 2 ft (assist by L. Williams)
1:40.0,,,105-90,,Technical foul by D. DeRozan
1:40.0,D. Williams misses technical free throw,,105-90,,
1:40.0,Offensive rebound by Team,,105-90,,
1:40.0,A. Anderson enters the game for M. Plumlee,,105-90,,
1:19.0,J. Jack misses 3-pt shot from 25 ft,,105-90,,
1:18.0,,,105-90,,Defensive rebound by D. DeRozan
1:07.0,,,105-90,,L. Williams misses 3-pt shot from 23 ft
1:06.0,Defensive rebound by D. Williams,,105-90,,
1:02.0,,,105-90,,D. DeRozan ejected from game
1:02.0,,,105-90,,L. Fields enters the game for D. DeRozan
1:02.0,B. Bogdanovic makes flagrant free throw 1 of 2,1,106-90,,
1:02.0,B. Bogdanovic makes flagrant free throw 2 of 2,1,107-90,,
1:02.0,,,107-90,,G. Stiemsma enters the game for J. Valanciunas
1:02.0,,,107-90,,B. Caboclo enters the game for L. Williams
1:02.0,C. Jefferson enters the game for J. Jack,,107-90,,
1:02.0,M. Brown enters the game for B. Lopez,,107-90,,
1:02.0,D. Morris enters the game for D. Williams,,107-90,,
0:46.0,M. Brown misses 3-pt shot from 25 ft,,107-90,,
0:45.0,,,107-90,,Defensive rebound by P. Patterson
0:36.0,,,107-90,,T. Ross misses 3-pt shot from 26 ft
0:35.0,,,107-90,,Offensive rebound by P. Patterson
0:27.0,,,107-93,3,T. Ross makes 3-pt shot from 26 ft (assist by G. Stiemsma)
0:10.0,D. Morris makes 2-pt shot from 1 ft,2,109-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
