time,Orlando,pts.away,score,pts.home,Boston
4:42.0,,,65-68,,K. Olynyk enters the game for J. Sullinger
4:42.0,B. Gordon enters the game for E. Fournier,,65-68,,
4:42.0,,,65-69,1,T. Zeller makes free throw 2 of 2
4:24.0,N. Vucevic misses 2-pt shot from 6 ft,,65-69,,
4:23.0,,,65-69,,Defensive rebound by K. Olynyk
4:13.0,,,65-71,2,R. Rondo makes 2-pt shot from 19 ft
3:54.0,B. Gordon makes 2-pt shot from 7 ft,2,67-71,,
3:38.0,,,67-71,,A. Bradley misses 2-pt shot at rim
3:37.0,Defensive rebound by N. Vucevic,,67-71,,
3:22.0,T. Harris misses 2-pt shot from 3 ft,,67-71,,
3:21.0,,,67-71,,Defensive rebound by K. Olynyk
3:16.0,,,67-73,2,J. Green makes 2-pt shot from 1 ft (assist by K. Olynyk)
3:08.0,Orlando full timeout,,67-73,,
3:08.0,K. O'Quinn enters the game for C. Frye,,67-73,,
3:08.0,E. Payton enters the game for N. Vucevic,,67-73,,
3:08.0,,,67-73,,E. Turner enters the game for A. Bradley
2:59.0,Turnover by V. Oladipo (bad pass; steal by J. Green),,67-73,,
2:53.0,,,67-73,,K. Olynyk misses 3-pt shot from 29 ft
2:52.0,Defensive rebound by T. Harris,,67-73,,
2:41.0,V. Oladipo misses 3-pt shot from 25 ft,,67-73,,
2:39.0,,,67-73,,Defensive rebound by K. Olynyk
2:33.0,,,67-73,,Turnover by J. Green (bad pass; steal by V. Oladipo)
2:20.0,V. Oladipo misses 2-pt shot from 2 ft (block by T. Zeller),,67-73,,
2:19.0,Offensive rebound by Team,,67-73,,
2:19.0,M. Harkless enters the game for V. Oladipo,,67-73,,
2:19.0,,,67-73,,B. Bass enters the game for T. Zeller
2:11.0,B. Gordon makes 2-pt shot from 3 ft,2,69-73,,
1:44.0,Personal foul by K. O'Quinn (drawn by B. Bass),,69-73,,
1:35.0,,,69-73,,Shooting foul by M. Harkless (drawn by J. Green)
1:35.0,,,69-74,1,J. Green makes free throw 1 of 2
1:35.0,,,69-74,,P. Pressey enters the game for R. Rondo
1:35.0,C. Frye enters the game for T. Harris,,69-74,,
1:35.0,,,69-74,,J. Green misses free throw 2 of 2
1:32.0,Defensive rebound by K. O'Quinn,,69-74,,
1:17.0,B. Gordon misses 2-pt shot from 2 ft (block by E. Turner),,69-74,,
1:16.0,,,69-74,,Defensive rebound by Team
0:56.0,,,69-76,2,J. Green makes 2-pt shot from 8 ft
0:56.0,,,69-76,,Shooting foul by K. O'Quinn (drawn by J. Green)
0:56.0,,,69-77,1,J. Green makes free throw 1 of 1
0:43.0,E. Payton misses 2-pt shot from 4 ft (block by K. Olynyk),,69-77,,
0:40.0,Offensive rebound by E. Payton,,69-77,,
0:40.0,E. Payton makes 2-pt shot from 1 ft,2,71-77,,
0:30.0,,,71-77,,P. Pressey misses 2-pt shot from 19 ft
0:29.0,Defensive rebound by K. O'Quinn,,71-77,,
0:06.0,E. Payton makes 2-pt shot from 2 ft,2,73-77,,
0:01.0,,,73-77,,Shooting foul by C. Frye (drawn by P. Pressey)
0:01.0,,,73-77,,P. Pressey misses free throw 1 of 2
0:01.0,,,73-77,,Offensive rebound by Team
0:01.0,,,73-78,1,P. Pressey makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,73-80,2,B. Bass makes 2-pt shot at rim (assist by E. Turner)
11:32.0,C. Frye misses 2-pt shot from 17 ft,,73-80,,
11:32.0,,,73-80,,Defensive rebound by K. Olynyk
11:24.0,,,73-82,2,K. Olynyk makes 2-pt shot at rim (assist by E. Turner)
11:24.0,Shooting block foul by K. O'Quinn (drawn by K. Olynyk),,73-82,,
11:24.0,,,73-83,1,K. Olynyk makes free throw 1 of 1
11:12.0,E. Payton makes 2-pt shot from 2 ft,2,75-83,,
10:57.0,,,75-85,2,P. Pressey makes 2-pt shot from 19 ft
10:57.0,Orlando full timeout,,75-85,,
10:41.0,Turnover by B. Gordon (bad pass; steal by G. Wallace),,75-85,,
10:37.0,,,75-87,2,E. Turner makes 2-pt shot at rim (assist by P. Pressey)
10:18.0,E. Payton misses 3-pt shot from 25 ft,,75-87,,
10:17.0,,,75-87,,Defensive rebound by E. Turner
10:07.0,,,75-87,,B. Bass misses 2-pt shot from 2 ft
10:07.0,Defensive rebound by Team,,75-87,,
9:56.0,Shooting foul by E. Turner (drawn by K. O'Quinn),,75-87,,
9:56.0,K. O'Quinn makes free throw 1 of 2,1,76-87,,
9:56.0,E. Fournier enters the game for M. Harkless,,76-87,,
9:56.0,T. Harris enters the game for C. Frye,,76-87,,
9:56.0,K. O'Quinn makes free throw 2 of 2,1,77-87,,
9:45.0,,,77-87,,Shooting foul by K. O'Quinn (drawn by B. Bass)
9:45.0,,,77-88,1,B. Bass makes free throw 1 of 2
9:45.0,,,77-89,1,B. Bass makes free throw 2 of 2
9:31.0,K. O'Quinn makes 2-pt shot at rim (assist by E. Payton),2,79-89,,
9:17.0,,,79-91,2,E. Turner makes 2-pt shot from 17 ft
8:59.0,Shooting foul by K. Olynyk (drawn by T. Harris),,79-91,,
8:59.0,T. Harris makes free throw 1 of 2,1,80-91,,
8:59.0,T. Harris makes free throw 2 of 2,1,81-91,,
8:59.0,,,81-91,,Loose ball foul by G. Wallace (drawn by T. Harris)
8:59.0,K. O'Quinn makes free throw 1 of 1,1,82-91,,
8:46.0,,,82-91,,P. Pressey misses 3-pt shot from 23 ft
8:45.0,Defensive rebound by T. Harris,,82-91,,
8:27.0,E. Fournier misses 3-pt shot from 26 ft,,82-91,,
8:27.0,,,82-91,,Defensive rebound by Team
8:12.0,,,82-91,,Turnover by E. Turner (traveling)
7:57.0,T. Harris makes 2-pt shot from 14 ft,2,84-91,,
7:41.0,,,84-93,2,K. Olynyk makes 2-pt shot from 1 ft (assist by P. Pressey)
7:40.0,Orlando full timeout,,84-93,,
7:40.0,,,84-93,,A. Bradley enters the game for G. Wallace
7:40.0,V. Oladipo enters the game for K. O'Quinn,,84-93,,
7:40.0,N. Vucevic enters the game for E. Payton,,84-93,,
7:28.0,B. Gordon misses 2-pt shot from 17 ft,,84-93,,
7:28.0,,,84-93,,Defensive rebound by E. Turner
7:23.0,,,84-93,,Shooting foul by T. Harris (drawn by K. Olynyk)
7:23.0,,,84-93,,K. Olynyk misses free throw 1 of 2
7:23.0,,,84-93,,Offensive rebound by Team
7:23.0,,,84-93,,K. Olynyk misses free throw 2 of 2
7:21.0,Defensive rebound by N. Vucevic,,84-93,,
6:58.0,V. Oladipo misses 2-pt shot from 9 ft,,84-93,,
6:57.0,,,84-93,,Defensive rebound by E. Turner
6:54.0,,,84-93,,Turnover by E. Turner (bad pass)
6:36.0,E. Fournier makes 2-pt shot from 2 ft,2,86-93,,
6:30.0,,,86-95,2,P. Pressey makes 2-pt shot from 1 ft
6:11.0,V. Oladipo misses 2-pt shot from 2 ft (block by K. Olynyk),,86-95,,
6:09.0,,,86-95,,Defensive rebound by A. Bradley
6:03.0,,,86-97,2,B. Bass makes 2-pt shot from 1 ft (assist by A. Bradley)
5:45.0,,,86-97,,Personal foul by E. Turner (drawn by E. Fournier)
5:45.0,Official timeout,,86-97,,
5:45.0,,,86-97,,R. Rondo enters the game for E. Turner
5:45.0,E. Payton enters the game for B. Gordon,,86-97,,
5:31.0,E. Fournier makes 2-pt shot from 17 ft,2,88-97,,
5:17.0,,,88-99,2,B. Bass makes 2-pt shot at rim (assist by R. Rondo)
5:02.0,Offensive foul by N. Vucevic,,88-99,,
5:02.0,Turnover by N. Vucevic (offensive foul),,88-99,,
4:47.0,,,88-99,,A. Bradley misses 2-pt shot from 21 ft
4:45.0,,,88-99,,Offensive rebound by K. Olynyk
4:33.0,,,88-101,2,B. Bass makes 2-pt shot from 14 ft
4:17.0,Turnover by T. Harris (lost ball; steal by R. Rondo),,88-101,,
4:11.0,,,88-103,2,P. Pressey makes 2-pt shot from 1 ft (assist by R. Rondo)
4:09.0,Orlando full timeout,,88-103,,
3:58.0,,,88-103,,Personal foul by A. Bradley (drawn by E. Fournier)
3:58.0,E. Fournier makes free throw 1 of 2,1,89-103,,
3:58.0,E. Fournier misses free throw 2 of 2,,89-103,,
3:56.0,,,89-103,,Defensive rebound by A. Bradley
3:42.0,,,89-103,,Turnover by R. Rondo (lost ball)
3:27.0,Turnover by E. Payton (bad pass; steal by P. Pressey),,89-103,,
3:10.0,,,89-103,,B. Bass misses 2-pt shot from 15 ft
3:09.0,Defensive rebound by N. Vucevic,,89-103,,
2:58.0,N. Vucevic misses 2-pt shot from 4 ft,,89-103,,
2:57.0,,,89-103,,Defensive rebound by B. Bass
2:51.0,,,89-105,2,R. Rondo makes 2-pt shot from 2 ft
2:33.0,Turnover by T. Harris (lost ball; steal by R. Rondo),,89-105,,
2:21.0,,,89-105,,Shooting foul by T. Harris (drawn by B. Bass)
2:21.0,,,89-106,1,B. Bass makes free throw 1 of 2
2:21.0,,,89-107,1,B. Bass makes free throw 2 of 2
1:59.0,V. Oladipo makes 3-pt shot from 25 ft (assist by N. Vucevic),3,92-107,,
1:35.0,,,92-107,,P. Pressey misses 3-pt shot from 26 ft
1:35.0,Defensive rebound by Team,,92-107,,
1:35.0,M. Harkless enters the game for T. Harris,,92-107,,
1:35.0,A. Nicholson enters the game for N. Vucevic,,92-107,,
1:35.0,K. O'Quinn enters the game for V. Oladipo,,92-107,,
1:16.0,M. Harkless misses 3-pt shot from 27 ft,,92-107,,
1:15.0,,,92-107,,Defensive rebound by K. Olynyk
0:54.0,,,92-109,2,B. Bass makes 2-pt shot from 1 ft (assist by R. Rondo)
0:37.0,A. Nicholson misses 2-pt shot from 9 ft,,92-109,,
0:34.0,,,92-109,,Defensive rebound by P. Pressey
0:13.0,,,92-109,,R. Rondo misses 3-pt shot from 26 ft
0:12.0,Defensive rebound by E. Payton,,92-109,,
0:06.0,Turnover by E. Payton (bad pass; steal by K. Olynyk),,92-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
