time,Cleveland,pts.away,score,pts.home,Chicago
3:52.0,,,86-89,,Turnover by Team (shot clock)
3:32.0,L. James makes 2-pt shot from 20 ft,2,88-89,,
3:15.0,,,88-89,,Shooting foul by I. Shumpert (drawn by D. Rose)
3:15.0,,,88-90,1,D. Rose makes free throw 1 of 2
3:15.0,,,88-91,1,D. Rose makes free throw 2 of 2
3:06.0,K. Irving misses 3-pt shot from 25 ft,,88-91,,
3:05.0,,,88-91,,Defensive rebound by T. Gibson
2:45.0,,,88-91,,D. Rose misses 2-pt shot from 2 ft
2:45.0,Defensive rebound by L. James,,88-91,,
2:24.0,J. Smith makes 3-pt shot from 25 ft (assist by L. James),3,91-91,,
2:15.0,,,91-91,,Chicago full timeout
2:09.0,Personal foul by K. Irving (drawn by D. Rose),,91-91,,
2:09.0,,,91-91,,D. Rose misses free throw 1 of 2
2:09.0,,,91-91,,Offensive rebound by Team
2:09.0,,,91-92,1,D. Rose makes free throw 2 of 2
1:48.0,K. Irving misses 2-pt shot from 3 ft,,91-92,,
1:47.0,,,91-92,,Defensive rebound by J. Butler
1:31.0,,,91-92,,D. Rose misses 2-pt shot from 1 ft
1:30.0,Defensive rebound by T. Thompson,,91-92,,
1:16.0,J. Smith misses 3-pt shot from 26 ft,,91-92,,
1:15.0,,,91-92,,Defensive rebound by M. Dunleavy
0:58.0,,,91-92,,D. Rose misses 2-pt shot from 3 ft (block by T. Thompson)
0:56.0,,,91-92,,Offensive rebound by T. Gibson
0:52.0,,,91-92,,J. Butler misses 3-pt shot from 29 ft
0:52.0,,,91-92,,Offensive rebound by Team
0:52.0,,,91-92,,Turnover by Team (shot clock)
0:52.0,Cleveland full timeout,,91-92,,
0:42.0,Shooting foul by J. Butler (drawn by L. James),,91-92,,
0:42.0,L. James makes free throw 1 of 2,1,92-92,,
0:42.0,L. James makes free throw 2 of 2,1,93-92,,
0:42.0,,,93-92,,Chicago full timeout
0:42.0,,,93-92,,N. Mirotic enters the game for K. Hinrich
0:34.0,,,93-94,2,J. Butler makes 2-pt shot from 2 ft
0:34.0,Cleveland full timeout,,93-94,,
0:34.0,,,93-94,,K. Hinrich enters the game for N. Mirotic
0:24.0,L. James misses 2-pt shot from 2 ft,,93-94,,
0:24.0,,,93-94,,Defensive rebound by T. Gibson
0:24.0,Personal take foul by L. James (drawn by T. Gibson),,93-94,,
0:24.0,,,93-95,1,T. Gibson makes free throw 1 of 2
0:24.0,,,93-96,1,T. Gibson makes free throw 2 of 2
0:11.0,J. Smith makes 3-pt shot from 25 ft (assist by L. James),3,96-96,,
0:03.0,,,96-96,,Chicago full timeout
0:03.0,,,96-96,,N. Mirotic enters the game for K. Hinrich
0:00.0,,,96-99,3,D. Rose makes 3-pt shot from 26 ft (assist by M. Dunleavy)
0:00.0,End of 4th quarter,,,,End of 4th quarter
