time,Washington,pts.away,score,pts.home,Toronto
7:39.0,P. Pierce misses 2-pt shot from 9 ft,,2-10,,
7:37.0,,,2-10,,Defensive rebound by A. Johnson
7:28.0,,,2-12,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by K. Lowry)
7:28.0,,,2-12,,Shooting foul by M. Gortat (drawn by J. Valanciunas)
7:28.0,,,2-12,,J. Valanciunas misses free throw 1 of 1
7:27.0,Defensive rebound by M. Gortat,,2-12,,
7:14.0,N. Hilario misses 2-pt shot from 2 ft (block by A. Johnson),,2-12,,
7:12.0,,,2-12,,Defensive rebound by J. Valanciunas
7:02.0,,,2-14,2,T. Ross makes 2-pt shot from 21 ft
6:38.0,M. Gortat makes 2-pt shot from 12 ft (assist by J. Wall),2,4-14,,
6:29.0,,,4-14,,Turnover by D. DeRozan (lost ball; steal by G. Temple)
6:27.0,,,4-14,,Personal foul by K. Lowry (drawn by J. Wall)
6:16.0,M. Gortat misses 2-pt shot from 7 ft,,4-14,,
6:14.0,,,4-14,,Defensive rebound by A. Johnson
5:53.0,,,4-14,,D. DeRozan misses 2-pt shot from 17 ft
5:52.0,Defensive rebound by P. Pierce,,4-14,,
5:45.0,M. Gortat makes 2-pt shot from 3 ft (assist by J. Wall),2,6-14,,
5:24.0,,,6-14,,J. Valanciunas misses 2-pt shot from 13 ft
5:23.0,Defensive rebound by J. Wall,,6-14,,
5:20.0,Offensive charge foul by J. Wall,,6-14,,
5:20.0,Turnover by J. Wall (offensive foul),,6-14,,
5:20.0,D. Gooden enters the game for N. Hilario,,6-14,,
5:20.0,,,6-14,,P. Patterson enters the game for J. Valanciunas
5:08.0,,,6-16,2,A. Johnson makes 2-pt shot from 2 ft (assist by T. Ross)
4:53.0,G. Temple misses 3-pt shot from 23 ft,,6-16,,
4:52.0,,,6-16,,Defensive rebound by P. Patterson
4:40.0,,,6-19,3,T. Ross makes 3-pt shot from 23 ft (assist by K. Lowry)
4:33.0,Washington full timeout,,6-19,,
4:33.0,O. Porter enters the game for P. Pierce,,6-19,,
4:22.0,D. Gooden misses 2-pt shot from 16 ft,,6-19,,
4:21.0,,,6-19,,Defensive rebound by K. Lowry
4:16.0,,,6-19,,Turnover by K. Lowry (lost ball; steal by G. Temple)
4:02.0,O. Porter makes 2-pt shot from 16 ft,2,8-19,,
3:50.0,,,8-21,2,D. DeRozan makes 2-pt shot from 3 ft
3:50.0,,,8-21,,Shooting foul by G. Temple (drawn by D. DeRozan)
3:50.0,,,8-22,1,D. DeRozan makes free throw 1 of 1
3:38.0,O. Porter makes 2-pt shot from 19 ft (assist by J. Wall),2,10-22,,
3:21.0,,,10-22,,T. Ross misses 2-pt shot from 4 ft
3:20.0,Defensive rebound by D. Gooden,,10-22,,
3:17.0,,,10-22,,Personal block foul by T. Ross (drawn by J. Wall)
3:17.0,,,10-22,,L. Williams enters the game for T. Ross
3:03.0,D. Gooden makes 2-pt shot from 7 ft (assist by J. Wall),2,12-22,,
2:53.0,,,12-24,2,A. Johnson makes 2-pt shot at rim (assist by K. Lowry)
2:32.0,M. Gortat misses 2-pt shot from 5 ft,,12-24,,
2:31.0,,,12-24,,Defensive rebound by P. Patterson
2:25.0,,,12-24,,L. Williams misses 2-pt shot from 2 ft
2:24.0,Defensive rebound by D. Gooden,,12-24,,
2:20.0,Shooting foul by D. DeRozan (drawn by J. Wall),,12-24,,
2:20.0,J. Wall makes free throw 1 of 2,1,13-24,,
2:20.0,,,13-24,,T. Hansbrough enters the game for A. Johnson
2:20.0,K. Seraphin enters the game for M. Gortat,,13-24,,
2:20.0,J. Wall makes free throw 2 of 2,1,14-24,,
1:59.0,,,14-24,,Shooting foul by K. Seraphin (drawn by P. Patterson)
1:59.0,,,14-25,1,P. Patterson makes free throw 1 of 2
1:59.0,,,14-25,,G. Vasquez enters the game for D. DeRozan
1:59.0,,,14-26,1,P. Patterson makes free throw 2 of 2
1:42.0,J. Wall misses 2-pt shot at rim,,14-26,,
1:41.0,,,14-26,,Defensive rebound by T. Hansbrough
1:37.0,,,14-26,,Turnover by K. Lowry (palming)
1:37.0,G. Rice enters the game for G. Temple,,14-26,,
1:37.0,A. Miller enters the game for J. Wall,,14-26,,
1:37.0,,,14-26,,J. Johnson enters the game for K. Lowry
1:16.0,O. Porter makes 2-pt shot from 19 ft (assist by K. Seraphin),2,16-26,,
1:02.0,,,16-26,,G. Vasquez misses 2-pt shot from 3 ft
1:01.0,Defensive rebound by O. Porter,,16-26,,
0:48.0,,,16-26,,Personal foul by L. Williams (drawn by G. Rice)
0:37.0,G. Rice misses 2-pt shot from 9 ft,,16-26,,
0:35.0,Offensive rebound by D. Gooden,,16-26,,
0:35.0,D. Gooden makes 2-pt shot from 1 ft,2,18-26,,
0:28.0,,,18-28,2,T. Hansbrough makes 2-pt shot from 1 ft (assist by G. Vasquez)
0:09.0,G. Rice misses 3-pt shot from 26 ft,,18-28,,
0:07.0,,,18-28,,Defensive rebound by Team
0:00.0,,,18-28,,J. Johnson misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by D. Gooden,,18-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,Turnover by O. Porter (offensive foul),,18-28,,
11:49.0,Offensive foul by O. Porter,,18-28,,
11:34.0,,,18-28,,Shooting foul by G. Rice (drawn by T. Hansbrough)
11:34.0,,,18-29,1,T. Hansbrough makes free throw 1 of 2
11:34.0,,,18-30,1,T. Hansbrough makes free throw 2 of 2
11:11.0,Shooting foul by G. Vasquez (drawn by A. Miller),,18-30,,
11:11.0,A. Miller makes free throw 1 of 2,1,19-30,,
11:11.0,A. Miller misses free throw 2 of 2,,19-30,,
11:10.0,Offensive rebound by D. Gooden,,19-30,,
11:09.0,Shooting foul by P. Patterson (drawn by D. Gooden),,19-30,,
11:09.0,D. Gooden misses free throw 1 of 2,,19-30,,
11:09.0,Offensive rebound by Team,,19-30,,
11:09.0,D. Gooden makes free throw 2 of 2,1,20-30,,
10:54.0,,,20-30,,P. Patterson misses 2-pt shot from 19 ft
10:53.0,Defensive rebound by Team,,20-30,,
10:30.0,A. Miller makes 2-pt shot from 2 ft (assist by G. Rice),2,22-30,,
10:14.0,,,22-32,2,L. Williams makes 2-pt shot from 23 ft
10:02.0,Turnover by D. Gooden (bad pass; steal by G. Vasquez),,22-32,,
10:00.0,Personal foul by A. Miller (drawn by G. Vasquez),,22-32,,
10:00.0,R. Butler enters the game for G. Rice,,22-32,,
9:55.0,,,22-32,,Shooting foul by R. Butler (drawn by L. Williams)
9:55.0,,,22-33,1,L. Williams makes free throw 1 of 2
9:55.0,,,22-33,,L. Williams misses free throw 2 of 2
9:54.0,Defensive rebound by D. Gooden,,22-33,,
9:37.0,K. Seraphin makes 2-pt shot from 10 ft,2,24-33,,
9:25.0,,,24-35,2,L. Williams makes 2-pt shot from 19 ft
9:03.0,K. Seraphin misses 2-pt shot from 21 ft,,24-35,,
9:02.0,,,24-35,,Defensive rebound by G. Vasquez
8:54.0,,,24-38,3,L. Williams makes 3-pt shot from 23 ft (assist by P. Patterson)
8:54.0,,,24-38,,Shooting foul by O. Porter (drawn by L. Williams)
8:54.0,Official timeout,,24-38,,
8:54.0,,,24-38,,J. Valanciunas enters the game for T. Hansbrough
8:54.0,P. Pierce enters the game for D. Gooden,,24-38,,
8:54.0,N. Hilario enters the game for O. Porter,,24-38,,
8:54.0,,,24-39,1,L. Williams makes free throw 1 of 1
8:38.0,Turnover by N. Hilario (bad pass; steal by J. Johnson),,24-39,,
8:26.0,,,24-39,,L. Williams misses 3-pt shot from 25 ft
8:24.0,Defensive rebound by K. Seraphin,,24-39,,
8:12.0,N. Hilario misses 2-pt shot from 16 ft,,24-39,,
8:11.0,Offensive rebound by P. Pierce,,24-39,,
8:07.0,P. Pierce misses 2-pt shot from 18 ft,,24-39,,
8:06.0,,,24-39,,Defensive rebound by J. Valanciunas
7:57.0,,,24-39,,Shooting foul by A. Miller (drawn by G. Vasquez)
7:57.0,,,24-40,1,G. Vasquez makes free throw 1 of 2
7:57.0,J. Wall enters the game for A. Miller,,24-40,,
7:57.0,,,24-40,,A. Johnson enters the game for P. Patterson
7:57.0,,,24-40,,D. DeRozan enters the game for L. Williams
7:57.0,,,24-41,1,G. Vasquez makes free throw 2 of 2
7:36.0,,,24-41,,Shooting block foul by J. Valanciunas (drawn by N. Hilario)
7:36.0,N. Hilario makes free throw 1 of 2,1,25-41,,
7:36.0,G. Temple enters the game for R. Butler,,25-41,,
7:36.0,,,25-41,,K. Lowry enters the game for G. Vasquez
7:36.0,N. Hilario misses free throw 2 of 2,,25-41,,
7:35.0,,,25-41,,Defensive rebound by A. Johnson
7:19.0,,,25-41,,A. Johnson misses 2-pt shot from 8 ft
7:18.0,Defensive rebound by K. Seraphin,,25-41,,
7:08.0,Shooting foul by J. Valanciunas (drawn by N. Hilario),,25-41,,
7:08.0,N. Hilario misses free throw 1 of 2,,25-41,,
7:08.0,Offensive rebound by Team,,25-41,,
7:08.0,M. Gortat enters the game for K. Seraphin,,25-41,,
7:08.0,,,25-41,,T. Ross enters the game for J. Johnson
7:08.0,N. Hilario misses free throw 2 of 2,,25-41,,
7:06.0,,,25-41,,Defensive rebound by A. Johnson
6:53.0,,,25-43,2,D. DeRozan makes 2-pt shot at rim (assist by A. Johnson)
6:39.0,M. Gortat misses 2-pt shot from 2 ft (block by J. Valanciunas),,25-43,,
6:37.0,,,25-43,,Defensive rebound by K. Lowry
6:31.0,,,25-46,3,T. Ross makes 3-pt shot from 24 ft (assist by K. Lowry)
6:25.0,Washington full timeout,,25-46,,
6:20.0,Turnover by N. Hilario (bad pass),,25-46,,
5:58.0,,,25-46,,T. Ross misses 2-pt shot from 20 ft
5:57.0,Defensive rebound by N. Hilario,,25-46,,
5:50.0,P. Pierce misses 3-pt shot from 24 ft,,25-46,,
5:49.0,,,25-46,,Defensive rebound by J. Valanciunas
5:37.0,,,25-48,2,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry)
5:23.0,N. Hilario misses 2-pt shot from 14 ft,,25-48,,
5:23.0,Offensive rebound by Team,,25-48,,
5:23.0,,,25-48,,Loose ball foul by A. Johnson (drawn by M. Gortat)
5:23.0,M. Gortat makes free throw 1 of 2,1,26-48,,
5:23.0,M. Gortat makes free throw 2 of 2,1,27-48,,
5:12.0,,,27-48,,A. Johnson misses 2-pt shot from 10 ft
5:11.0,,,27-48,,Offensive rebound by Team
5:08.0,,,27-48,,Offensive foul by T. Ross
5:08.0,,,27-48,,Turnover by T. Ross (offensive foul)
4:58.0,J. Wall misses 2-pt shot from 16 ft,,27-48,,
4:57.0,,,27-48,,Defensive rebound by K. Lowry
4:42.0,,,27-50,2,J. Valanciunas makes 2-pt shot from 5 ft
4:24.0,N. Hilario misses 2-pt shot from 2 ft,,27-50,,
4:23.0,,,27-50,,Defensive rebound by A. Johnson
4:16.0,,,27-53,3,K. Lowry makes 3-pt shot from 24 ft (assist by D. DeRozan)
4:02.0,Offensive foul by M. Gortat,,27-53,,
4:02.0,Turnover by M. Gortat (offensive foul),,27-53,,
4:02.0,K. Humphries enters the game for N. Hilario,,27-53,,
3:53.0,,,27-53,,Turnover by K. Lowry (bad pass; steal by M. Gortat)
3:45.0,P. Pierce makes 2-pt shot at rim (assist by G. Temple),2,29-53,,
3:39.0,,,29-53,,Toronto full timeout
3:34.0,Personal foul by G. Temple (drawn by D. DeRozan),,29-53,,
3:34.0,,,29-54,1,D. DeRozan makes free throw 1 of 2
3:34.0,,,29-54,,P. Patterson enters the game for J. Valanciunas
3:34.0,,,29-55,1,D. DeRozan makes free throw 2 of 2
3:25.0,,,29-55,,Violation by P. Patterson (kicked ball)
3:14.0,P. Pierce misses 2-pt shot from 2 ft,,29-55,,
3:13.0,,,29-55,,Defensive rebound by D. DeRozan
2:54.0,,,29-55,,K. Lowry misses 3-pt shot from 27 ft
2:53.0,Defensive rebound by K. Humphries,,29-55,,
2:33.0,P. Pierce misses 3-pt shot from 24 ft,,29-55,,
2:32.0,Offensive rebound by M. Gortat,,29-55,,
2:26.0,Shooting foul by P. Patterson (drawn by K. Humphries),,29-55,,
2:26.0,K. Humphries misses free throw 1 of 2,,29-55,,
2:26.0,Offensive rebound by Team,,29-55,,
2:26.0,K. Humphries makes free throw 2 of 2,1,30-55,,
2:06.0,,,30-55,,A. Johnson misses 2-pt shot from 3 ft (block by K. Humphries)
2:04.0,,,30-55,,Offensive rebound by T. Ross
2:01.0,,,30-55,,T. Ross misses 2-pt shot from 18 ft
2:00.0,Defensive rebound by K. Humphries,,30-55,,
1:48.0,J. Wall misses 2-pt shot from 2 ft,,30-55,,
1:44.0,,,30-55,,Defensive rebound by T. Ross
1:37.0,,,30-55,,P. Patterson misses 3-pt shot from 23 ft
1:37.0,Defensive rebound by Team,,30-55,,
1:37.0,O. Porter enters the game for P. Pierce,,30-55,,
1:37.0,,,30-55,,L. Williams enters the game for T. Ross
1:22.0,J. Wall misses 3-pt shot from 23 ft,,30-55,,
1:20.0,Offensive rebound by M. Gortat,,30-55,,
1:09.0,,,30-55,,Personal foul by K. Lowry (drawn by K. Humphries)
1:09.0,K. Humphries makes free throw 1 of 2,1,31-55,,
1:09.0,K. Seraphin enters the game for M. Gortat,,31-55,,
1:09.0,K. Humphries makes free throw 2 of 2,1,32-55,,
0:57.0,,,32-55,,Shooting foul by K. Seraphin (drawn by D. DeRozan)
0:57.0,,,32-56,1,D. DeRozan makes free throw 1 of 2
0:57.0,,,32-56,,T. Hansbrough enters the game for P. Patterson
0:57.0,R. Butler enters the game for G. Temple,,32-56,,
0:57.0,,,32-57,1,D. DeRozan makes free throw 2 of 2
0:46.0,K. Humphries makes 2-pt shot from 1 ft (assist by J. Wall),2,34-57,,
0:46.0,Shooting foul by A. Johnson (drawn by K. Humphries),,34-57,,
0:46.0,K. Humphries makes free throw 1 of 1,1,35-57,,
0:33.0,,,35-57,,L. Williams misses 3-pt shot from 24 ft
0:32.0,,,35-57,,Offensive rebound by K. Lowry
0:10.0,,,35-59,2,A. Johnson makes 2-pt shot from 5 ft
0:01.0,O. Porter misses 2-pt shot from 7 ft,,35-59,,
0:00.0,Offensive rebound by K. Seraphin,,35-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,P. Pierce misses 3-pt shot from 24 ft,,35-59,,
11:42.0,,,35-59,,Defensive rebound by K. Lowry
11:20.0,,,35-59,,T. Ross misses 3-pt shot from 24 ft
11:19.0,,,35-59,,Offensive rebound by Team
11:19.0,Loose ball foul by J. Wall (drawn by J. Valanciunas),,35-59,,
11:16.0,Personal foul by N. Hilario (drawn by A. Johnson),,35-59,,
11:00.0,,,35-61,2,T. Ross makes 2-pt shot from 2 ft
10:44.0,N. Hilario misses 2-pt shot from 6 ft,,35-61,,
10:42.0,,,35-61,,Defensive rebound by K. Lowry
10:37.0,,,35-61,,Turnover by K. Lowry (bad pass)
10:21.0,G. Temple misses 3-pt shot from 22 ft,,35-61,,
10:19.0,,,35-61,,Defensive rebound by J. Valanciunas
9:58.0,,,35-61,,D. DeRozan misses 2-pt shot from 12 ft
9:57.0,Defensive rebound by M. Gortat,,35-61,,
9:49.0,N. Hilario misses 2-pt shot from 2 ft,,35-61,,
9:48.0,,,35-61,,Defensive rebound by K. Lowry
9:38.0,,,35-61,,K. Lowry misses 3-pt shot from 25 ft
9:37.0,,,35-61,,Offensive rebound by Team
9:34.0,,,35-61,,T. Ross misses 2-pt shot from 20 ft
9:33.0,Defensive rebound by M. Gortat,,35-61,,
9:18.0,Turnover by P. Pierce (bad pass; steal by D. DeRozan),,35-61,,
9:17.0,Personal foul by J. Wall (drawn by D. DeRozan),,35-61,,
9:02.0,,,35-63,2,D. DeRozan makes 2-pt shot from 13 ft (assist by A. Johnson)
8:50.0,,,35-63,,Personal foul by A. Johnson (drawn by M. Gortat)
8:44.0,J. Wall misses 2-pt shot from 19 ft,,35-63,,
8:43.0,Offensive rebound by M. Gortat,,35-63,,
8:37.0,J. Wall makes 2-pt shot from 17 ft (assist by P. Pierce),2,37-63,,
8:26.0,,,37-63,,Turnover by A. Johnson (lost ball; steal by N. Hilario)
8:26.0,,,37-63,,Clear path foul by A. Johnson
8:26.0,N. Hilario makes clear path free throw 1 of 2,1,38-63,,
8:26.0,N. Hilario makes clear path free throw 2 of 2,1,39-63,,
8:26.0,,,39-63,,P. Patterson enters the game for A. Johnson
8:14.0,N. Hilario makes 2-pt shot from 10 ft,2,41-63,,
7:53.0,,,41-63,,K. Lowry misses 2-pt shot from 2 ft (block by M. Gortat)
7:51.0,Defensive rebound by P. Pierce,,41-63,,
7:46.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Wall),2,43-63,,
7:29.0,,,43-63,,D. DeRozan misses 2-pt shot from 17 ft
7:28.0,Defensive rebound by G. Temple,,43-63,,
7:13.0,M. Gortat makes 2-pt shot from 2 ft (assist by N. Hilario),2,45-63,,
7:13.0,,,45-63,,Toronto full timeout
7:05.0,,,45-63,,Offensive foul by T. Ross
7:05.0,,,45-63,,Turnover by T. Ross (offensive foul)
6:57.0,Offensive foul by N. Hilario,,45-63,,
6:57.0,Turnover by N. Hilario (offensive foul),,45-63,,
6:40.0,,,45-63,,K. Lowry misses 2-pt shot from 7 ft
6:40.0,,,45-63,,Offensive rebound by J. Valanciunas
6:40.0,,,45-63,,Shooting foul by G. Temple (drawn by J. Valanciunas)
6:40.0,,,45-64,1,J. Valanciunas makes free throw 1 of 2
6:40.0,,,45-65,1,J. Valanciunas makes free throw 2 of 2
6:33.0,Offensive foul by N. Hilario,,45-65,,
6:33.0,Turnover by N. Hilario (offensive foul),,45-65,,
6:19.0,,,45-65,,T. Ross misses 2-pt shot from 15 ft
6:17.0,Defensive rebound by G. Temple,,45-65,,
6:11.0,J. Wall makes 2-pt shot from 12 ft (assist by G. Temple),2,47-65,,
5:59.0,,,47-65,,T. Ross misses 3-pt shot from 24 ft
5:58.0,,,47-65,,Offensive rebound by P. Patterson
5:55.0,,,47-65,,P. Patterson misses 2-pt shot from 4 ft (block by M. Gortat)
5:53.0,,,47-65,,Offensive rebound by P. Patterson
5:50.0,,,47-67,2,P. Patterson makes 2-pt shot from 1 ft
5:40.0,N. Hilario misses 2-pt shot from 1 ft,,47-67,,
5:39.0,Offensive rebound by N. Hilario,,47-67,,
5:39.0,Shooting foul by J. Valanciunas (drawn by N. Hilario),,47-67,,
5:39.0,N. Hilario misses free throw 1 of 2,,47-67,,
5:39.0,Offensive rebound by Team,,47-67,,
5:39.0,N. Hilario misses free throw 2 of 2,,47-67,,
5:38.0,,,47-67,,Defensive rebound by J. Valanciunas
5:16.0,,,47-69,2,T. Ross makes 2-pt shot from 20 ft
5:03.0,P. Pierce makes 3-pt shot from 24 ft (assist by J. Wall),3,50-69,,
5:03.0,Shooting foul by T. Ross (drawn by P. Pierce),,50-69,,
5:03.0,K. Humphries enters the game for N. Hilario,,50-69,,
5:03.0,P. Pierce makes free throw 1 of 1,1,51-69,,
4:47.0,,,51-69,,J. Valanciunas misses 2-pt shot from 4 ft
4:45.0,,,51-69,,Offensive rebound by T. Ross
4:33.0,,,51-69,,P. Patterson misses 3-pt shot from 24 ft
4:31.0,Defensive rebound by P. Pierce,,51-69,,
4:15.0,J. Wall makes 2-pt shot from 2 ft,2,53-69,,
4:02.0,,,53-72,3,K. Lowry makes 3-pt shot from 24 ft
3:47.0,,,53-72,,G. Vasquez enters the game for T. Ross
3:47.0,O. Porter enters the game for P. Pierce,,53-72,,
3:45.0,K. Humphries makes 2-pt shot from 20 ft (assist by G. Temple),2,55-72,,
3:30.0,,,55-74,2,K. Lowry makes 2-pt shot from 1 ft
3:22.0,K. Humphries misses 2-pt shot from 9 ft,,55-74,,
3:21.0,,,55-74,,Defensive rebound by J. Valanciunas
3:09.0,,,55-76,2,K. Lowry makes 2-pt shot from 4 ft
2:52.0,J. Wall misses 2-pt shot from 21 ft,,55-76,,
2:51.0,,,55-76,,Defensive rebound by D. DeRozan
2:33.0,,,55-76,,K. Lowry misses 3-pt shot from 23 ft
2:32.0,Defensive rebound by K. Humphries,,55-76,,
2:25.0,Turnover by J. Wall (lost ball; steal by P. Patterson),,55-76,,
2:20.0,Washington full timeout,,55-76,,
2:20.0,,,55-76,,T. Hansbrough enters the game for J. Valanciunas
2:20.0,,,55-76,,L. Williams enters the game for D. DeRozan
2:12.0,,,55-76,,K. Lowry misses 2-pt shot from 4 ft
2:11.0,,,55-76,,Offensive rebound by T. Hansbrough
2:09.0,,,55-76,,T. Hansbrough misses 2-pt shot from 2 ft
2:08.0,Defensive rebound by M. Gortat,,55-76,,
2:04.0,Shooting foul by L. Williams (drawn by G. Temple),,55-76,,
2:04.0,G. Temple makes free throw 1 of 2,1,56-76,,
2:04.0,,,56-76,,J. Johnson enters the game for K. Lowry
2:04.0,G. Temple makes free throw 2 of 2,1,57-76,,
1:50.0,,,57-78,2,L. Williams makes 2-pt shot from 15 ft
1:37.0,Shooting foul by T. Hansbrough (drawn by G. Temple),,57-78,,
1:37.0,G. Temple makes free throw 1 of 2,1,58-78,,
1:37.0,G. Temple misses free throw 2 of 2,,58-78,,
1:37.0,,,58-78,,Defensive rebound by Team
1:37.0,Loose ball foul by K. Humphries (drawn by T. Hansbrough),,58-78,,
1:37.0,,,58-79,1,T. Hansbrough makes free throw 1 of 2
1:37.0,,,58-79,,T. Hansbrough misses free throw 2 of 2
1:36.0,Defensive rebound by M. Gortat,,58-79,,
1:21.0,G. Temple misses 2-pt shot from 9 ft,,58-79,,
1:18.0,Offensive rebound by K. Humphries,,58-79,,
1:15.0,K. Humphries misses 2-pt shot from 4 ft,,58-79,,
1:11.0,Offensive rebound by O. Porter,,58-79,,
1:00.0,J. Wall misses 2-pt shot from 18 ft,,58-79,,
0:58.0,,,58-79,,Defensive rebound by G. Vasquez
0:46.0,,,58-79,,L. Williams misses 2-pt shot from 19 ft
0:45.0,Defensive rebound by J. Wall,,58-79,,
0:33.0,G. Temple misses 3-pt shot from 25 ft,,58-79,,
0:32.0,,,58-79,,Defensive rebound by J. Johnson
0:11.0,,,58-82,3,J. Johnson makes 3-pt shot from 23 ft (assist by G. Vasquez)
0:02.0,K. Humphries misses 3-pt shot from 22 ft,,58-82,,
0:01.0,Offensive rebound by J. Wall,,58-82,,
0:00.0,J. Wall misses 3-pt shot from 26 ft,,58-82,,
0:00.0,Offensive rebound by Team,,58-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Shooting block foul by K. Seraphin (drawn by L. Williams),,58-82,,
11:47.0,,,58-82,,L. Williams misses free throw 1 of 2
11:47.0,,,58-82,,Offensive rebound by Team
11:47.0,,,58-82,,L. Williams misses free throw 2 of 2
11:46.0,,,58-82,,Offensive rebound by G. Vasquez
11:37.0,,,58-84,2,J. Johnson makes 2-pt shot from 6 ft (assist by T. Hansbrough)
11:15.0,R. Butler makes 3-pt shot from 24 ft (assist by K. Seraphin),3,61-84,,
11:04.0,Personal foul by K. Humphries (drawn by P. Patterson),,61-84,,
10:52.0,,,61-84,,T. Hansbrough misses 2-pt shot from 3 ft (block by O. Porter)
10:52.0,,,61-84,,Offensive rebound by Team
10:49.0,,,61-84,,Turnover by T. Hansbrough (lost ball; steal by A. Miller)
10:38.0,A. Miller makes 2-pt shot from 3 ft,2,63-84,,
10:38.0,,,63-84,,Away from play foul by T. Hansbrough (drawn by K. Humphries)
10:38.0,K. Humphries makes free throw 1 of 1,1,64-84,,
10:20.0,,,64-84,,G. Vasquez misses 2-pt shot from 1 ft
10:20.0,Defensive rebound by K. Humphries,,64-84,,
10:20.0,,,64-84,,Personal foul by T. Hansbrough (drawn by K. Humphries)
9:57.0,K. Humphries misses 2-pt shot from 16 ft,,64-84,,
9:56.0,,,64-84,,Defensive rebound by J. Johnson
9:40.0,,,64-86,2,L. Williams makes 2-pt shot from 2 ft (assist by G. Vasquez)
9:18.0,Turnover by O. Porter (bad pass),,64-86,,
9:12.0,,,64-86,,L. Williams misses 2-pt shot from 2 ft
9:11.0,Defensive rebound by R. Butler,,64-86,,
8:57.0,R. Butler misses 2-pt shot from 17 ft,,64-86,,
8:56.0,Offensive rebound by A. Miller,,64-86,,
8:55.0,,,64-86,,Personal foul by J. Johnson (drawn by A. Miller)
8:55.0,Official timeout,,64-86,,
8:55.0,,,64-86,,D. DeRozan enters the game for P. Patterson
8:41.0,O. Porter misses 2-pt shot from 23 ft,,64-86,,
8:40.0,,,64-86,,Defensive rebound by L. Williams
8:36.0,,,64-86,,Turnover by D. DeRozan (lost ball)
8:15.0,K. Seraphin makes 2-pt shot from 7 ft (assist by K. Humphries),2,66-86,,
7:52.0,,,66-86,,Turnover by L. Williams (bad pass; steal by A. Miller)
7:48.0,K. Humphries makes 2-pt shot at rim (assist by A. Miller),2,68-86,,
7:25.0,,,68-86,,G. Vasquez misses 3-pt shot from 24 ft
7:21.0,,,68-86,,Offensive rebound by T. Hansbrough
7:03.0,,,68-86,,L. Williams misses 2-pt shot from 6 ft
7:02.0,Defensive rebound by K. Seraphin,,68-86,,
6:56.0,A. Miller makes 2-pt shot from 2 ft,2,70-86,,
6:56.0,,,70-86,,Away from play foul by J. Johnson (drawn by K. Humphries)
6:56.0,,,70-86,,K. Lowry enters the game for L. Williams
