time,San Antonio,pts.away,score,pts.home,Golden State
3:57.0,Turnover by K. Leonard (offensive foul),,16-15,,
3:57.0,M. Belinelli enters the game for K. Leonard,,16-15,,
3:38.0,,,16-18,3,A. Iguodala makes 3-pt shot from 26 ft (assist by L. Barbosa)
3:37.0,San Antonio full timeout,,16-18,,
3:37.0,,,16-18,,M. Speights enters the game for A. Bogut
3:26.0,M. Ginobili makes 2-pt shot from 2 ft,2,18-18,,
3:08.0,,,18-18,,M. Speights misses 2-pt shot from 19 ft
3:07.0,,,18-18,,Offensive rebound by Team
3:06.0,Personal foul by M. Ginobili (drawn by L. Barbosa),,18-18,,
3:00.0,,,18-18,,L. Barbosa misses 2-pt shot from 2 ft
2:59.0,Defensive rebound by B. Diaw,,18-18,,
2:51.0,Turnover by M. Belinelli (bad pass; steal by D. Lee),,18-18,,
2:47.0,,,18-20,2,D. Lee makes 2-pt shot at rim
2:27.0,B. Diaw makes 2-pt shot from 9 ft,2,20-20,,
2:14.0,,,20-20,,Offensive charge foul by M. Speights
2:14.0,,,20-20,,Turnover by M. Speights (offensive foul)
1:52.0,B. Diaw makes 3-pt shot from 26 ft (assist by P. Mills),3,23-20,,
1:26.0,,,23-22,2,D. Lee makes 2-pt shot from 14 ft (assist by S. Curry)
1:08.0,T. Splitter misses 2-pt shot from 4 ft,,23-22,,
1:07.0,,,23-22,,Defensive rebound by D. Lee
1:02.0,,,23-25,3,S. Curry makes 3-pt shot from 25 ft
0:53.0,P. Mills makes 2-pt shot from 2 ft (assist by T. Splitter),2,25-25,,
0:43.0,,,25-25,,S. Curry misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by M. Belinelli,,25-25,,
0:32.0,B. Diaw makes 2-pt shot from 8 ft (assist by M. Belinelli),2,27-25,,
0:20.0,,,27-27,2,M. Speights makes 2-pt shot from 6 ft
0:03.0,M. Ginobili makes 2-pt shot from 1 ft,2,29-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:55.0,,,29-27,,D. Green misses 2-pt shot from 9 ft
11:54.0,Defensive rebound by D. Green,,29-27,,
11:36.0,Turnover by T. Splitter (lost ball; steal by D. Green),,29-27,,
11:29.0,,,29-30,3,L. Barbosa makes 3-pt shot from 26 ft (assist by D. Green)
11:19.0,Turnover by P. Mills (offensive foul),,29-30,,
11:19.0,Offensive charge foul by P. Mills,,29-30,,
11:06.0,,,29-30,,Shooting foul by T. Splitter (drawn by M. Speights)
11:06.0,,,29-31,1,M. Speights makes free throw 1 of 2
11:06.0,A. Baynes enters the game for T. Splitter,,29-31,,
11:06.0,,,29-32,1,M. Speights makes free throw 2 of 2
10:45.0,A. Baynes makes 2-pt shot from 2 ft (assist by B. Diaw),2,31-32,,
10:25.0,,,31-32,,M. Speights misses 2-pt shot from 17 ft
10:24.0,,,31-32,,Offensive rebound by A. Iguodala
10:08.0,,,31-32,,Turnover by S. Livingston (step out of bounds)
9:49.0,B. Diaw makes 2-pt shot from 8 ft,2,33-32,,
9:32.0,,,33-34,2,L. Barbosa makes 2-pt shot from 8 ft
9:22.0,M. Belinelli misses 2-pt shot from 16 ft,,33-34,,
9:21.0,Offensive rebound by D. Green,,33-34,,
9:21.0,,,33-34,,Personal foul by S. Livingston (drawn by D. Green)
9:12.0,D. Green misses 2-pt shot from 17 ft,,33-34,,
9:10.0,,,33-34,,Defensive rebound by A. Iguodala
9:05.0,,,33-34,,A. Iguodala misses 2-pt shot from 18 ft
9:03.0,,,33-34,,Offensive rebound by S. Livingston
8:59.0,,,33-34,,Turnover by S. Livingston (offensive foul)
8:59.0,,,33-34,,Offensive foul by S. Livingston
8:59.0,Official timeout,,33-34,,
8:59.0,,,33-34,,K. Thompson enters the game for L. Barbosa
8:59.0,T. Parker enters the game for B. Diaw,,33-34,,
8:59.0,T. Duncan enters the game for P. Mills,,33-34,,
8:44.0,M. Belinelli makes 2-pt shot from 18 ft (assist by T. Duncan),2,35-34,,
8:25.0,,,35-34,,Turnover by M. Speights (traveling)
8:12.0,A. Baynes makes 2-pt shot from 1 ft (assist by M. Belinelli),2,37-34,,
7:56.0,,,37-34,,Shooting foul by D. Green (drawn by K. Thompson)
7:56.0,,,37-35,1,K. Thompson makes free throw 1 of 2
7:56.0,,,37-35,,A. Bogut enters the game for M. Speights
7:56.0,,,37-36,1,K. Thompson makes free throw 2 of 2
7:34.0,T. Parker misses 3-pt shot from 25 ft,,37-36,,
7:33.0,,,37-36,,Defensive rebound by A. Iguodala
7:24.0,,,37-36,,K. Thompson misses 2-pt shot from 18 ft
7:23.0,Defensive rebound by A. Baynes,,37-36,,
7:14.0,Offensive charge foul by A. Baynes,,37-36,,
7:14.0,Turnover by A. Baynes (offensive foul),,37-36,,
6:54.0,,,37-38,2,K. Thompson makes 2-pt shot from 8 ft (assist by A. Iguodala)
6:31.0,M. Belinelli misses 2-pt shot from 2 ft,,37-38,,
6:30.0,,,37-38,,Defensive rebound by D. Green
6:24.0,,,37-38,,Turnover by A. Iguodala (bad pass; steal by T. Parker)
6:18.0,M. Belinelli makes 3-pt shot from 22 ft (assist by T. Parker),3,40-38,,
6:17.0,,,40-38,,Golden State full timeout
6:17.0,K. Leonard enters the game for D. Green,,40-38,,
6:17.0,,,40-38,,S. Curry enters the game for S. Livingston
6:10.0,Personal foul by T. Duncan (drawn by A. Bogut),,40-38,,
6:10.0,,,40-38,,H. Barnes enters the game for A. Iguodala
5:56.0,,,40-41,3,S. Curry makes 3-pt shot from 26 ft (assist by A. Bogut)
5:44.0,T. Duncan makes 2-pt shot from 1 ft (assist by T. Parker),2,42-41,,
5:31.0,,,42-41,,K. Thompson misses 3-pt shot from 26 ft
5:29.0,Defensive rebound by Team,,42-41,,
5:08.0,,,42-41,,Personal foul by S. Curry (drawn by T. Parker)
5:08.0,,,42-41,,Technical foul by S. Curry (drawn by T. Parker)
5:08.0,T. Parker makes technical free throw,1,43-41,,
5:08.0,,,43-41,,Technical foul by Team
5:08.0,T. Parker makes technical free throw,1,44-41,,
4:54.0,T. Parker misses 2-pt shot from 1 ft (block by A. Bogut),,44-41,,
4:53.0,,,44-41,,Defensive rebound by D. Green
4:49.0,,,44-43,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green)
4:28.0,M. Belinelli makes 2-pt shot from 21 ft (assist by T. Duncan),2,46-43,,
4:22.0,Personal foul by K. Leonard (drawn by K. Thompson),,46-43,,
4:22.0,M. Ginobili enters the game for M. Belinelli,,46-43,,
4:22.0,B. Diaw enters the game for A. Baynes,,46-43,,
4:16.0,,,46-45,2,A. Bogut makes 2-pt shot at rim (assist by S. Curry)
3:53.0,B. Diaw makes 2-pt shot from 8 ft,2,48-45,,
3:37.0,,,48-47,2,H. Barnes makes 2-pt shot from 1 ft (assist by D. Green)
3:21.0,M. Ginobili misses 3-pt shot from 24 ft,,48-47,,
3:20.0,,,48-47,,Defensive rebound by A. Bogut
3:12.0,,,48-50,3,S. Curry makes 3-pt shot from 27 ft
3:11.0,San Antonio full timeout,,48-50,,
2:55.0,Turnover by B. Diaw (bad pass; steal by D. Green),,48-50,,
2:50.0,,,48-52,2,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry)
2:25.0,K. Leonard makes 3-pt shot from 25 ft (assist by T. Parker),3,51-52,,
2:10.0,,,51-52,,H. Barnes misses 3-pt shot from 23 ft
2:09.0,Defensive rebound by K. Leonard,,51-52,,
1:56.0,T. Duncan makes 2-pt shot from 7 ft (assist by T. Parker),2,53-52,,
1:46.0,,,53-55,3,H. Barnes makes 3-pt shot from 23 ft (assist by S. Curry)
1:28.0,Turnover by K. Leonard (lost ball),,53-55,,
1:22.0,,,53-55,,Shooting foul by K. Leonard (drawn by K. Thompson)
1:22.0,,,53-56,1,K. Thompson makes free throw 1 of 2
1:22.0,M. Belinelli enters the game for K. Leonard,,53-56,,
1:22.0,,,53-56,,K. Thompson misses free throw 2 of 2
1:22.0,Defensive rebound by Team,,53-56,,
1:06.0,Turnover by M. Ginobili (bad pass; steal by H. Barnes),,53-56,,
1:03.0,,,53-56,,Shooting foul by M. Belinelli (drawn by S. Curry)
1:03.0,,,53-57,1,S. Curry makes free throw 1 of 2
1:03.0,,,53-58,1,S. Curry makes free throw 2 of 2
0:46.0,Turnover by B. Diaw (bad pass; steal by S. Curry),,53-58,,
0:41.0,,,53-60,2,S. Curry makes 2-pt shot from 1 ft
0:28.0,T. Duncan misses 2-pt shot from 1 ft,,53-60,,
0:26.0,,,53-60,,Defensive rebound by S. Curry
0:10.0,Personal foul by T. Parker (drawn by S. Curry),,53-60,,
0:10.0,,,53-61,1,S. Curry makes free throw 1 of 2
0:10.0,,,53-61,,M. Speights enters the game for A. Bogut
0:10.0,P. Mills enters the game for B. Diaw,,53-61,,
0:10.0,,,53-62,1,S. Curry makes free throw 2 of 2
0:03.0,M. Belinelli makes 2-pt shot from 12 ft (assist by M. Ginobili),2,55-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,55-62,,A. Bogut misses 2-pt shot at rim
11:45.0,,,55-62,,Offensive rebound by A. Bogut
11:42.0,,,55-64,2,A. Bogut makes 2-pt shot from 5 ft
11:28.0,T. Duncan misses 2-pt shot from 15 ft,,55-64,,
11:25.0,Offensive rebound by D. Green,,55-64,,
11:11.0,A. Baynes misses 2-pt shot from 6 ft,,55-64,,
11:10.0,,,55-64,,Defensive rebound by D. Green
11:05.0,,,55-64,,D. Green misses 2-pt shot from 3 ft
11:02.0,Defensive rebound by A. Baynes,,55-64,,
10:56.0,T. Parker misses 3-pt shot from 23 ft,,55-64,,
10:54.0,,,55-64,,Defensive rebound by H. Barnes
10:41.0,,,55-66,2,S. Curry makes 2-pt shot from 4 ft
10:41.0,,,55-66,,Shooting foul by D. Green (drawn by S. Curry)
10:41.0,,,55-67,1,S. Curry makes free throw 1 of 1
10:33.0,Turnover by A. Baynes (lost ball; steal by D. Green),,55-67,,
10:28.0,,,55-67,,D. Green misses 2-pt shot from 2 ft (block by K. Leonard)
10:27.0,,,55-67,,Offensive rebound by Team
10:21.0,,,55-69,2,S. Curry makes 2-pt shot from 5 ft (assist by A. Bogut)
10:04.0,K. Leonard misses 2-pt shot from 12 ft,,55-69,,
10:01.0,,,55-69,,Defensive rebound by A. Bogut
9:56.0,,,55-69,,S. Curry misses 3-pt shot from 26 ft
9:54.0,,,55-69,,Offensive rebound by Team
9:54.0,Loose ball foul by A. Baynes (drawn by A. Bogut),,55-69,,
9:47.0,,,55-69,,K. Thompson misses 2-pt shot from 7 ft
9:45.0,Defensive rebound by A. Baynes,,55-69,,
9:40.0,D. Green misses 3-pt shot from 26 ft,,55-69,,
9:38.0,,,55-69,,Defensive rebound by S. Curry
9:34.0,,,55-69,,K. Thompson misses 2-pt shot from 16 ft
9:32.0,Defensive rebound by A. Baynes,,55-69,,
9:17.0,,,55-69,,Personal foul by D. Green (drawn by A. Baynes)
9:02.0,K. Leonard misses 2-pt shot from 17 ft,,55-69,,
9:00.0,Offensive rebound by A. Baynes,,55-69,,
8:48.0,Shooting foul by S. Curry (drawn by D. Green),,55-69,,
8:48.0,D. Green makes free throw 1 of 2,1,56-69,,
8:48.0,D. Green makes free throw 2 of 2,1,57-69,,
8:33.0,,,57-71,2,D. Green makes 2-pt shot from 2 ft
8:33.0,,,57-71,,Shooting foul by T. Parker (drawn by D. Green)
8:33.0,B. Diaw enters the game for A. Baynes,,57-71,,
8:33.0,,,57-71,,D. Green misses free throw 1 of 1
8:31.0,Defensive rebound by T. Parker,,57-71,,
8:08.0,Shooting foul by A. Bogut (drawn by T. Duncan),,57-71,,
8:08.0,T. Duncan misses free throw 1 of 2,,57-71,,
8:08.0,Offensive rebound by Team,,57-71,,
8:08.0,T. Duncan makes free throw 2 of 2,1,58-71,,
7:57.0,,,58-71,,S. Curry misses 2-pt shot from 2 ft
7:56.0,Defensive rebound by B. Diaw,,58-71,,
7:50.0,D. Green misses 3-pt shot from 25 ft,,58-71,,
7:49.0,Offensive rebound by K. Leonard,,58-71,,
7:45.0,K. Leonard makes 2-pt shot from 10 ft,2,60-71,,
7:34.0,,,60-74,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Bogut)
7:16.0,B. Diaw misses 2-pt shot from 9 ft,,60-74,,
7:15.0,,,60-74,,Defensive rebound by H. Barnes
7:00.0,,,60-74,,S. Curry misses 2-pt shot from 21 ft
6:59.0,Defensive rebound by K. Leonard,,60-74,,
6:39.0,T. Duncan misses 2-pt shot from 10 ft,,60-74,,
6:38.0,,,60-74,,Defensive rebound by D. Green
6:37.0,Personal foul by T. Duncan (drawn by D. Green),,60-74,,
6:37.0,P. Mills enters the game for T. Duncan,,60-74,,
6:37.0,M. Ginobili enters the game for D. Green,,60-74,,
6:37.0,T. Splitter enters the game for T. Parker,,60-74,,
6:18.0,,,60-74,,S. Curry misses 3-pt shot from 23 ft
6:18.0,Defensive rebound by B. Diaw,,60-74,,
6:08.0,Shooting foul by D. Green (drawn by T. Splitter),,60-74,,
6:08.0,T. Splitter makes free throw 1 of 2,1,61-74,,
6:08.0,,,61-74,,D. Lee enters the game for A. Bogut
6:08.0,M. Belinelli enters the game for K. Leonard,,61-74,,
6:08.0,,,61-74,,A. Iguodala enters the game for D. Green
6:08.0,T. Splitter makes free throw 2 of 2,1,62-74,,
5:52.0,,,62-76,2,A. Iguodala makes 2-pt shot from 23 ft (assist by S. Curry)
5:46.0,San Antonio full timeout,,62-76,,
5:32.0,M. Ginobili misses 2-pt shot from 17 ft,,62-76,,
5:31.0,,,62-76,,Defensive rebound by D. Lee
5:16.0,,,62-76,,Shooting foul by M. Belinelli (drawn by D. Lee)
5:16.0,,,62-76,,D. Lee misses free throw 1 of 2
5:16.0,,,62-76,,Offensive rebound by Team
5:16.0,,,62-76,,D. Lee misses free throw 2 of 2
5:14.0,,,62-76,,Offensive rebound by H. Barnes
5:10.0,,,62-76,,Turnover by K. Thompson (lost ball; steal by M. Ginobili)
5:04.0,M. Ginobili makes 2-pt shot from 2 ft,2,64-76,,
4:47.0,,,64-76,,Turnover by S. Curry (bad pass; steal by T. Splitter)
4:31.0,T. Splitter makes 2-pt shot from 9 ft,2,66-76,,
4:12.0,,,66-76,,H. Barnes misses 2-pt shot from 12 ft
4:11.0,Defensive rebound by T. Splitter,,66-76,,
3:57.0,Turnover by P. Mills (lost ball; steal by S. Curry),,66-76,,
3:40.0,,,66-78,2,H. Barnes makes 2-pt shot from 8 ft
3:24.0,M. Belinelli misses 2-pt shot from 12 ft,,66-78,,
3:24.0,,,66-78,,Defensive rebound by A. Iguodala
3:24.0,Personal foul by M. Belinelli (drawn by A. Iguodala),,66-78,,
3:24.0,,,66-78,,A. Iguodala misses free throw 1 of 2
3:24.0,,,66-78,,Offensive rebound by Team
3:24.0,,,66-78,,L. Barbosa enters the game for K. Thompson
3:24.0,,,66-78,,A. Iguodala misses free throw 2 of 2
3:22.0,Defensive rebound by B. Diaw,,66-78,,
3:13.0,Turnover by M. Belinelli (bad pass),,66-78,,
2:55.0,,,66-78,,L. Barbosa misses 3-pt shot from 26 ft
2:54.0,Defensive rebound by M. Ginobili,,66-78,,
2:45.0,P. Mills misses 3-pt shot from 23 ft,,66-78,,
2:44.0,,,66-78,,Defensive rebound by L. Barbosa
2:33.0,,,66-78,,S. Curry misses 2-pt shot from 5 ft (block by M. Ginobili)
2:29.0,Defensive rebound by B. Diaw,,66-78,,
2:20.0,T. Splitter misses 2-pt shot from 1 ft,,66-78,,
2:19.0,Offensive rebound by T. Splitter,,66-78,,
2:19.0,T. Splitter makes 2-pt shot from 1 ft,2,68-78,,
2:18.0,,,68-78,,Golden State full timeout
2:00.0,,,68-80,2,D. Lee makes 2-pt shot at rim (assist by L. Barbosa)
1:46.0,Turnover by B. Diaw (bad pass; steal by D. Lee),,68-80,,
1:30.0,,,68-83,3,A. Iguodala makes 3-pt shot from 23 ft (assist by D. Lee)
1:16.0,Turnover by B. Diaw (3 sec),,68-83,,
1:03.0,,,68-83,,H. Barnes misses 3-pt shot from 23 ft
1:00.0,Defensive rebound by M. Ginobili,,68-83,,
0:52.0,B. Diaw misses 3-pt shot from 23 ft,,68-83,,
0:51.0,,,68-83,,Defensive rebound by S. Curry
0:42.0,,,68-86,3,S. Curry makes 3-pt shot from 24 ft
0:26.0,M. Belinelli misses 3-pt shot from 23 ft,,68-86,,
0:25.0,,,68-86,,Defensive rebound by A. Iguodala
0:05.0,,,68-89,3,A. Iguodala makes 3-pt shot from 25 ft (assist by S. Curry)
0:00.0,P. Mills misses 2-pt shot from 10 ft (block by D. Lee),,68-89,,
0:00.0,Offensive rebound by Team,,68-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,68-89,,Personal foul by L. Barbosa (drawn by C. Joseph)
11:37.0,P. Mills makes 2-pt shot from 17 ft,2,70-89,,
11:16.0,,,70-89,,A. Iguodala misses 3-pt shot from 22 ft
11:15.0,Defensive rebound by A. Baynes,,70-89,,
10:54.0,M. Bonner misses 2-pt shot from 13 ft,,70-89,,
10:53.0,,,70-89,,Defensive rebound by S. Livingston
10:41.0,,,70-92,3,D. Green makes 3-pt shot from 25 ft (assist by L. Barbosa)
10:19.0,C. Joseph makes 2-pt shot from 17 ft (assist by A. Baynes),2,72-92,,
10:03.0,,,72-92,,D. Green misses 3-pt shot from 23 ft
10:03.0,,,72-92,,Offensive rebound by D. Lee
10:00.0,,,72-92,,Turnover by D. Lee (lost ball; steal by A. Baynes)
9:50.0,A. Baynes makes 2-pt shot at rim (assist by R. Williams),2,74-92,,
9:36.0,,,74-92,,L. Barbosa misses 2-pt shot at rim
9:35.0,Defensive rebound by A. Baynes,,74-92,,
9:29.0,P. Mills misses 3-pt shot from 25 ft,,74-92,,
9:28.0,,,74-92,,Defensive rebound by D. Lee
9:11.0,,,74-94,2,D. Lee makes 2-pt shot from 14 ft (assist by A. Iguodala)
9:06.0,Shooting foul by L. Barbosa (drawn by C. Joseph),,74-94,,
9:06.0,C. Joseph makes free throw 1 of 2,1,75-94,,
9:06.0,,,75-94,,K. Thompson enters the game for L. Barbosa
9:06.0,C. Joseph misses free throw 2 of 2,,75-94,,
9:04.0,,,75-94,,Defensive rebound by A. Iguodala
8:52.0,,,75-96,2,D. Lee makes 2-pt shot from 2 ft (assist by K. Thompson)
8:30.0,R. Williams misses 2-pt shot from 9 ft,,75-96,,
8:29.0,Offensive rebound by M. Bonner,,75-96,,
8:24.0,R. Williams misses 3-pt shot from 25 ft,,75-96,,
8:23.0,Offensive rebound by A. Baynes,,75-96,,
8:19.0,C. Joseph makes 3-pt shot from 28 ft (assist by A. Baynes),3,78-96,,
8:00.0,,,78-96,,K. Thompson misses 2-pt shot from 18 ft (block by P. Mills)
7:59.0,Defensive rebound by M. Bonner,,78-96,,
7:52.0,R. Williams makes 3-pt shot from 25 ft (assist by C. Joseph),3,81-96,,
7:48.0,,,81-96,,Golden State full timeout
7:48.0,D. Green enters the game for P. Mills,,81-96,,
7:26.0,,,81-96,,S. Livingston misses 2-pt shot from 12 ft
7:25.0,Defensive rebound by R. Williams,,81-96,,
7:18.0,A. Baynes misses 2-pt shot from 5 ft,,81-96,,
7:17.0,,,81-96,,Defensive rebound by S. Livingston
7:01.0,,,81-99,3,K. Thompson makes 3-pt shot from 23 ft (assist by S. Livingston)
6:38.0,R. Williams makes 2-pt shot from 8 ft (assist by C. Joseph),2,83-99,,
6:17.0,,,83-102,3,A. Iguodala makes 3-pt shot from 25 ft (assist by D. Green)
5:55.0,R. Williams misses 3-pt shot from 27 ft,,83-102,,
5:54.0,,,83-102,,Defensive rebound by D. Green
5:47.0,,,83-105,3,D. Green makes 3-pt shot from 25 ft (assist by S. Livingston)
5:33.0,C. Joseph misses 2-pt shot from 16 ft,,83-105,,
5:32.0,,,83-105,,Defensive rebound by K. Thompson
5:23.0,,,83-105,,K. Thompson misses 2-pt shot from 22 ft
5:21.0,Defensive rebound by R. Williams,,83-105,,
5:21.0,,,83-105,,Personal foul by D. Green (drawn by D. Green)
5:21.0,Official timeout,,83-105,,
5:21.0,,,83-105,,A. Bogut enters the game for D. Lee
5:05.0,D. Green makes 2-pt shot from 21 ft,2,85-105,,
4:49.0,,,85-105,,K. Thompson misses 3-pt shot from 26 ft
4:48.0,,,85-105,,Offensive rebound by S. Livingston
4:27.0,,,85-105,,A. Iguodala misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by D. Green,,85-105,,
4:09.0,A. Baynes makes 2-pt shot from 1 ft (assist by C. Joseph),2,87-105,,
3:47.0,,,87-105,,D. Green misses 3-pt shot from 25 ft
3:46.0,Defensive rebound by A. Baynes,,87-105,,
3:40.0,Shooting foul by K. Thompson (drawn by C. Joseph),,87-105,,
3:40.0,C. Joseph makes free throw 1 of 2,1,88-105,,
3:40.0,T. Splitter enters the game for A. Baynes,,88-105,,
3:40.0,P. Mills enters the game for D. Green,,88-105,,
3:40.0,C. Joseph makes free throw 2 of 2,1,89-105,,
3:28.0,,,89-105,,K. Thompson misses 3-pt shot from 27 ft
3:27.0,Defensive rebound by T. Splitter,,89-105,,
3:21.0,,,89-105,,Personal foul by S. Livingston (drawn by P. Mills)
3:21.0,P. Mills makes free throw 1 of 2,1,90-105,,
3:21.0,,,90-105,,S. Curry enters the game for S. Livingston
3:21.0,P. Mills misses free throw 2 of 2,,90-105,,
3:19.0,,,90-105,,Defensive rebound by D. Green
2:58.0,,,90-105,,Turnover by D. Green (back court)
2:58.0,San Antonio full timeout,,90-105,,
2:58.0,,,90-105,,F. Ezeli enters the game for D. Green
2:58.0,,,90-105,,H. Barnes enters the game for A. Bogut
2:46.0,R. Williams makes 2-pt shot from 17 ft (assist by T. Splitter),2,92-105,,
2:23.0,,,92-107,2,H. Barnes makes 2-pt shot from 10 ft (assist by K. Thompson)
2:09.0,C. Joseph misses 2-pt shot from 2 ft (block by F. Ezeli),,92-107,,
2:07.0,,,92-107,,Defensive rebound by S. Curry
1:56.0,,,92-110,3,H. Barnes makes 3-pt shot from 23 ft (assist by S. Curry)
1:45.0,R. Williams misses 3-pt shot from 24 ft,,92-110,,
1:45.0,Offensive rebound by M. Bonner,,92-110,,
1:45.0,,,92-110,,Personal foul by A. Iguodala (drawn by M. Bonner)
