time,Milwaukee,pts.away,score,pts.home,Orlando
7:40.0,J. Henson misses 2-pt shot from 1 ft,,10-7,,
7:39.0,,,10-7,,Defensive rebound by E. Payton
7:31.0,,,10-7,,E. Payton misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
7:28.0,Defensive rebound by J. Henson,,10-7,,
7:22.0,K. Middleton makes 3-pt shot from 26 ft (assist by B. Knight),3,13-7,,
7:22.0,,,13-7,,Orlando full timeout
7:10.0,,,13-7,,V. Oladipo misses 2-pt shot from 1 ft (block by J. Henson)
7:09.0,Defensive rebound by K. Middleton,,13-7,,
6:48.0,J. Henson misses 2-pt shot from 6 ft,,13-7,,
6:47.0,,,13-7,,Defensive rebound by A. Gordon
6:27.0,,,13-7,,C. Frye misses 3-pt shot from 25 ft
6:26.0,Defensive rebound by J. Henson,,13-7,,
6:09.0,K. Middleton misses 2-pt shot from 19 ft,,13-7,,
6:08.0,,,13-7,,Defensive rebound by N. Vucevic
5:51.0,,,13-7,,V. Oladipo misses 2-pt shot from 20 ft
5:50.0,Defensive rebound by B. Knight,,13-7,,
5:45.0,Shooting foul by V. Oladipo (drawn by J. Dudley),,13-7,,
5:45.0,J. Dudley makes free throw 1 of 2,1,14-7,,
5:45.0,K. Martin enters the game for J. Henson,,14-7,,
5:45.0,,,14-7,,T. Harris enters the game for C. Frye
5:45.0,,,14-7,,E. Fournier enters the game for A. Gordon
5:45.0,J. Dudley makes free throw 2 of 2,1,15-7,,
5:25.0,,,15-9,2,V. Oladipo makes 2-pt shot from 1 ft (assist by N. Vucevic)
5:09.0,J. Dudley misses 2-pt shot from 19 ft,,15-9,,
5:08.0,,,15-9,,Defensive rebound by N. Vucevic
5:04.0,,,15-9,,V. Oladipo misses 2-pt shot from 2 ft (block by K. Martin)
5:04.0,,,15-9,,Offensive rebound by Team
5:00.0,,,15-9,,N. Vucevic misses 2-pt shot from 20 ft
4:58.0,Defensive rebound by G. Antetokounmpo,,15-9,,
4:46.0,K. Middleton misses 3-pt shot from 22 ft,,15-9,,
4:45.0,,,15-9,,Defensive rebound by E. Fournier
4:34.0,,,15-9,,N. Vucevic misses 2-pt shot from 1 ft (block by B. Knight)
4:33.0,Defensive rebound by J. Dudley,,15-9,,
4:27.0,K. Middleton makes 2-pt shot at rim (assist by B. Knight),2,17-9,,
4:18.0,Violation by B. Knight (kicked ball),,17-9,,
4:18.0,O. Mayo enters the game for K. Middleton,,17-9,,
4:11.0,,,17-9,,V. Oladipo misses 2-pt shot at rim
4:10.0,,,17-9,,Offensive rebound by N. Vucevic
4:10.0,,,17-11,2,N. Vucevic makes 2-pt shot at rim
3:59.0,J. Dudley makes 3-pt shot from 24 ft (assist by B. Knight),3,20-11,,
3:43.0,,,20-13,2,E. Payton makes 2-pt shot at rim (assist by T. Harris)
3:23.0,O. Mayo misses 3-pt shot from 22 ft,,20-13,,
3:23.0,,,20-13,,Defensive rebound by N. Vucevic
3:17.0,,,20-13,,Turnover by V. Oladipo (bad pass; steal by G. Antetokounmpo)
3:12.0,J. Dudley makes 2-pt shot from 2 ft (assist by O. Mayo),2,22-13,,
3:12.0,Shooting foul by E. Fournier (drawn by J. Dudley),,22-13,,
3:12.0,,,22-13,,K. O'Quinn enters the game for N. Vucevic
3:12.0,J. O'Bryant enters the game for G. Antetokounmpo,,22-13,,
3:12.0,J. Dudley misses free throw 1 of 1,,22-13,,
3:12.0,,,22-13,,Defensive rebound by Team
3:01.0,,,22-13,,Turnover by E. Payton (bad pass; steal by B. Knight)
2:55.0,O. Mayo makes 3-pt shot from 23 ft (assist by B. Knight),3,25-13,,
2:52.0,,,25-13,,Orlando full timeout
2:52.0,Milwaukee full timeout,,25-13,,
2:34.0,,,25-15,2,K. O'Quinn makes 2-pt shot from 18 ft
2:09.0,Turnover by O. Mayo (lost ball; steal by V. Oladipo),,25-15,,
2:03.0,,,25-17,2,E. Fournier makes 2-pt shot from 1 ft (assist by V. Oladipo)
1:50.0,O. Mayo misses 3-pt shot from 25 ft,,25-17,,
1:50.0,,,25-17,,Defensive rebound by T. Harris
1:41.0,,,25-17,,V. Oladipo misses 2-pt shot from 15 ft
1:41.0,Defensive rebound by B. Knight,,25-17,,
1:31.0,B. Knight misses 2-pt shot from 20 ft,,25-17,,
1:31.0,,,25-17,,Defensive rebound by K. O'Quinn
1:12.0,,,25-17,,V. Oladipo misses 3-pt shot from 22 ft
1:12.0,,,25-17,,Offensive rebound by Team
1:12.0,Loose ball foul by O. Mayo (drawn by E. Payton),,25-17,,
1:12.0,,,25-17,,W. Green enters the game for E. Payton
1:12.0,J. Gutierrez enters the game for B. Knight,,25-17,,
1:08.0,Personal foul by J. O'Bryant (drawn by V. Oladipo),,25-17,,
1:08.0,,,25-17,,V. Oladipo misses free throw 1 of 2
1:08.0,,,25-17,,Offensive rebound by Team
1:08.0,,,25-18,1,V. Oladipo makes free throw 2 of 2
0:59.0,,,25-18,,Personal foul by V. Oladipo (drawn by J. Dudley)
0:59.0,,,25-18,,B. Gordon enters the game for V. Oladipo
0:55.0,Turnover by O. Mayo (bad pass),,25-18,,
0:46.0,,,25-18,,Turnover by W. Green (bad pass; steal by J. Gutierrez)
0:46.0,,,25-18,,Personal foul by W. Green (drawn by J. Gutierrez)
0:46.0,J. Gutierrez misses free throw 1 of 2,,25-18,,
0:46.0,Offensive rebound by Team,,25-18,,
0:46.0,J. Bayless enters the game for J. Dudley,,25-18,,
0:46.0,J. Gutierrez makes free throw 2 of 2,1,26-18,,
0:34.0,,,26-18,,W. Green misses 3-pt shot from 22 ft
0:33.0,Defensive rebound by K. Martin,,26-18,,
0:14.0,K. Martin misses 2-pt shot from 20 ft,,26-18,,
0:13.0,,,26-18,,Defensive rebound by E. Fournier
0:05.0,,,26-18,,Turnover by E. Fournier (lost ball; steal by J. Bayless)
0:01.0,J. O'Bryant makes 2-pt shot from 1 ft (assist by J. Gutierrez),2,28-18,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,28-20,2,T. Harris makes 2-pt shot from 8 ft
11:21.0,J. O'Bryant makes 2-pt shot from 10 ft,2,30-20,,
11:05.0,,,30-20,,T. Harris misses 2-pt shot from 17 ft
11:04.0,Defensive rebound by J. Bayless,,30-20,,
10:54.0,J. O'Bryant misses 2-pt shot from 19 ft,,30-20,,
10:54.0,,,30-20,,Defensive rebound by E. Fournier
10:44.0,,,30-22,2,E. Fournier makes 2-pt shot at rim (assist by K. O'Quinn)
10:35.0,Shooting foul by E. Fournier (drawn by J. Bayless),,30-22,,
10:35.0,J. Bayless makes free throw 1 of 2,1,31-22,,
10:35.0,,,31-22,,E. Payton enters the game for E. Fournier
10:35.0,J. Bayless makes free throw 2 of 2,1,32-22,,
10:10.0,,,32-22,,B. Gordon misses 3-pt shot from 24 ft
10:10.0,,,32-22,,Offensive rebound by Team
10:10.0,,,32-22,,Turnover by Team (shot clock)
9:57.0,J. O'Bryant misses 2-pt shot from 19 ft,,32-22,,
9:56.0,,,32-22,,Defensive rebound by K. O'Quinn
9:52.0,,,32-22,,Shooting foul by J. O'Bryant (drawn by W. Green)
9:52.0,,,32-23,1,W. Green makes free throw 1 of 2
9:52.0,,,32-23,,N. Vucevic enters the game for B. Gordon
9:52.0,G. Antetokounmpo enters the game for J. O'Bryant,,32-23,,
9:52.0,,,32-23,,W. Green misses free throw 2 of 2
9:51.0,Defensive rebound by O. Mayo,,32-23,,
9:44.0,Turnover by J. Bayless (bad pass; steal by W. Green),,32-23,,
9:38.0,,,32-25,2,W. Green makes 2-pt shot at rim (assist by E. Payton)
9:20.0,J. Gutierrez makes 2-pt shot from 21 ft (assist by J. Bayless),2,34-25,,
9:06.0,,,34-25,,Turnover by W. Green (bad pass; steal by K. Martin)
9:02.0,K. Martin makes 2-pt shot at rim,2,36-25,,
8:46.0,Personal foul by J. Bayless (drawn by E. Payton),,36-25,,
8:46.0,Official timeout,,36-25,,
8:46.0,J. Henson enters the game for K. Martin,,36-25,,
8:46.0,K. Middleton enters the game for J. Gutierrez,,36-25,,
8:46.0,,,36-25,,E. Fournier enters the game for K. O'Quinn
8:46.0,,,36-25,,V. Oladipo enters the game for W. Green
8:32.0,,,36-25,,N. Vucevic misses 2-pt shot from 14 ft
8:31.0,Defensive rebound by J. Bayless,,36-25,,
8:24.0,,,36-25,,Personal foul by E. Payton (drawn by G. Antetokounmpo)
8:17.0,J. Bayless misses 2-pt shot from 18 ft,,36-25,,
8:16.0,,,36-25,,Defensive rebound by V. Oladipo
8:07.0,,,36-25,,Turnover by E. Fournier (traveling)
7:55.0,O. Mayo makes 3-pt shot from 22 ft (assist by G. Antetokounmpo),3,39-25,,
7:44.0,,,39-27,2,N. Vucevic makes 2-pt shot from 2 ft
7:28.0,J. Henson makes 2-pt shot at rim (assist by O. Mayo),2,41-27,,
7:11.0,,,41-29,2,N. Vucevic makes 2-pt shot from 3 ft (assist by E. Fournier)
6:53.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,43-29,,
6:53.0,Shooting foul by N. Vucevic (drawn by G. Antetokounmpo),,43-29,,
6:53.0,,,43-29,,A. Gordon enters the game for T. Harris
6:53.0,G. Antetokounmpo makes free throw 1 of 1,1,44-29,,
6:32.0,,,44-31,2,E. Fournier makes 2-pt shot at rim
6:06.0,J. Bayless makes 2-pt shot from 22 ft (assist by J. Henson),2,46-31,,
5:55.0,,,46-31,,N. Vucevic misses 2-pt shot from 18 ft
5:54.0,Defensive rebound by O. Mayo,,46-31,,
5:30.0,G. Antetokounmpo misses 2-pt shot from 16 ft,,46-31,,
5:29.0,,,46-31,,Defensive rebound by A. Gordon
5:29.0,Personal foul by G. Antetokounmpo (drawn by A. Gordon),,46-31,,
5:29.0,,,46-31,,Orlando full timeout
5:29.0,B. Knight enters the game for O. Mayo,,46-31,,
5:18.0,,,46-31,,Turnover by E. Payton (bad pass)
5:06.0,Shooting foul by N. Vucevic (drawn by J. Bayless),,46-31,,
5:06.0,J. Bayless makes free throw 1 of 2,1,47-31,,
5:06.0,J. Bayless makes free throw 2 of 2,1,48-31,,
4:51.0,,,48-31,,Turnover by N. Vucevic (bad pass)
4:39.0,Shooting foul by A. Gordon (drawn by G. Antetokounmpo),,48-31,,
4:39.0,G. Antetokounmpo makes free throw 1 of 2,1,49-31,,
4:39.0,G. Antetokounmpo misses free throw 2 of 2,,49-31,,
4:39.0,,,49-31,,Defensive rebound by N. Vucevic
4:25.0,,,49-31,,Offensive foul by N. Vucevic
4:25.0,,,49-31,,Turnover by N. Vucevic (offensive foul)
4:25.0,,,49-31,,K. O'Quinn enters the game for N. Vucevic
4:13.0,J. Bayless makes 2-pt shot from 23 ft,2,51-31,,
4:01.0,,,51-34,3,K. O'Quinn makes 3-pt shot from 24 ft (assist by E. Payton)
3:45.0,J. Henson misses 2-pt shot at rim,,51-34,,
3:45.0,,,51-34,,Defensive rebound by V. Oladipo
3:39.0,,,51-36,2,V. Oladipo makes 2-pt shot at rim
3:23.0,J. Bayless makes 2-pt shot at rim,2,53-36,,
3:23.0,Shooting foul by K. O'Quinn (drawn by J. Bayless),,53-36,,
3:23.0,K. Martin enters the game for J. Henson,,53-36,,
3:23.0,J. Bayless makes free throw 1 of 1,1,54-36,,
3:10.0,,,54-36,,Shooting foul by K. Martin (drawn by V. Oladipo)
3:10.0,,,54-37,1,V. Oladipo makes free throw 1 of 2
3:10.0,,,54-38,1,V. Oladipo makes free throw 2 of 2
2:51.0,K. Martin misses 2-pt shot from 10 ft,,54-38,,
2:51.0,,,54-38,,Defensive rebound by Team
2:51.0,Milwaukee full timeout,,54-38,,
2:50.0,J. Dudley enters the game for G. Antetokounmpo,,54-38,,
2:36.0,,,54-38,,Turnover by V. Oladipo (bad pass)
2:26.0,B. Knight misses 2-pt shot from 21 ft,,54-38,,
2:26.0,,,54-38,,Defensive rebound by K. O'Quinn
2:08.0,,,54-38,,Shooting foul by J. Dudley (drawn by V. Oladipo)
2:08.0,,,54-38,,V. Oladipo misses free throw 1 of 2
2:08.0,,,54-38,,Offensive rebound by Team
2:08.0,,,54-38,,T. Harris enters the game for E. Fournier
2:08.0,,,54-39,1,V. Oladipo makes free throw 2 of 2
1:52.0,K. Martin misses 2-pt shot from 2 ft (block by E. Payton),,54-39,,
1:51.0,Offensive rebound by K. Martin,,54-39,,
1:48.0,J. Dudley misses 3-pt shot from 25 ft,,54-39,,
1:47.0,,,54-39,,Defensive rebound by K. O'Quinn
1:35.0,,,54-41,2,V. Oladipo makes 2-pt shot from 1 ft
1:12.0,K. Middleton makes 3-pt shot from 23 ft (assist by B. Knight),3,57-41,,
1:00.0,,,57-41,,T. Harris misses 3-pt shot from 25 ft
0:59.0,Defensive rebound by B. Knight,,57-41,,
0:45.0,Turnover by B. Knight (offensive foul),,57-41,,
0:45.0,Offensive charge foul by B. Knight,,57-41,,
0:30.0,,,57-41,,Shooting foul by J. Dudley (drawn by A. Gordon)
0:30.0,,,57-42,1,A. Gordon makes free throw 1 of 2
0:30.0,,,57-42,,A. Gordon misses free throw 2 of 2
0:29.0,,,57-42,,Offensive rebound by T. Harris
0:25.0,,,57-42,,T. Harris misses 2-pt shot from 2 ft (block by K. Martin)
0:24.0,,,57-42,,Offensive rebound by K. O'Quinn
0:11.0,,,57-44,2,V. Oladipo makes 2-pt shot from 1 ft
0:01.0,J. Bayless makes 2-pt shot from 21 ft,2,59-44,,
0:00.0,,,59-44,,Turnover by K. O'Quinn (bad pass; steal by J. Bayless)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,59-44,,N. Vucevic misses 2-pt shot from 6 ft
11:42.0,,,59-44,,Offensive rebound by N. Vucevic
11:40.0,,,59-46,2,N. Vucevic makes 2-pt shot from 1 ft
11:23.0,G. Antetokounmpo misses 2-pt shot from 3 ft,,59-46,,
11:22.0,Offensive rebound by G. Antetokounmpo,,59-46,,
11:14.0,B. Knight misses 2-pt shot from 19 ft,,59-46,,
11:13.0,,,59-46,,Defensive rebound by A. Gordon
11:06.0,,,59-46,,N. Vucevic misses 2-pt shot at rim
11:05.0,,,59-46,,Offensive rebound by V. Oladipo
10:45.0,,,59-46,,N. Vucevic misses 2-pt shot at rim
10:45.0,,,59-46,,Offensive rebound by N. Vucevic
10:45.0,,,59-46,,N. Vucevic misses 2-pt shot at rim
10:44.0,,,59-46,,Offensive rebound by N. Vucevic
10:44.0,,,59-48,2,N. Vucevic makes 2-pt shot at rim
10:26.0,J. Dudley makes 2-pt shot from 18 ft (assist by G. Antetokounmpo),2,61-48,,
10:10.0,,,61-48,,Turnover by N. Vucevic (bad pass; steal by J. Henson)
10:05.0,K. Middleton makes 2-pt shot at rim (assist by J. Dudley),2,63-48,,
9:51.0,,,63-50,2,N. Vucevic makes 2-pt shot from 1 ft
9:39.0,B. Knight makes 3-pt shot from 25 ft,3,66-50,,
9:31.0,,,66-52,2,V. Oladipo makes 2-pt shot at rim (assist by E. Payton)
9:31.0,,,66-52,,Shooting foul by J. Henson (drawn by V. Oladipo)
9:31.0,,,66-53,1,V. Oladipo makes free throw 1 of 1
9:17.0,K. Middleton misses 3-pt shot from 23 ft,,66-53,,
9:17.0,,,66-53,,Defensive rebound by A. Gordon
9:08.0,,,66-53,,E. Payton misses 2-pt shot from 1 ft
9:07.0,Defensive rebound by J. Henson,,66-53,,
8:57.0,Turnover by J. Henson (3 sec),,66-53,,
8:46.0,,,66-53,,Turnover by V. Oladipo (bad pass; steal by B. Knight)
8:42.0,B. Knight makes 2-pt shot from 1 ft,2,68-53,,
8:42.0,,,68-53,,Orlando full timeout
8:19.0,,,68-53,,V. Oladipo misses 2-pt shot from 17 ft
8:18.0,Defensive rebound by B. Knight,,68-53,,
8:05.0,J. Henson makes 2-pt shot from 6 ft,2,70-53,,
7:59.0,,,70-55,2,E. Payton makes 2-pt shot from 1 ft
7:44.0,G. Antetokounmpo makes 2-pt shot from 19 ft (assist by B. Knight),2,72-55,,
7:36.0,,,72-55,,Turnover by E. Payton (bad pass; steal by B. Knight)
7:33.0,Turnover by B. Knight (bad pass),,72-55,,
7:21.0,,,72-57,2,N. Vucevic makes 2-pt shot at rim (assist by E. Payton)
6:55.0,G. Antetokounmpo misses 2-pt shot from 19 ft,,72-57,,
6:54.0,,,72-57,,Defensive rebound by V. Oladipo
6:35.0,,,72-57,,V. Oladipo misses 2-pt shot from 5 ft
6:34.0,,,72-57,,Offensive rebound by N. Vucevic
6:34.0,,,72-59,2,N. Vucevic makes 2-pt shot at rim
6:34.0,,,72-59,,Shooting foul by K. Middleton (drawn by N. Vucevic)
6:34.0,K. Martin enters the game for J. Henson,,72-59,,
6:34.0,,,72-60,1,N. Vucevic makes free throw 1 of 1
6:12.0,K. Middleton makes 2-pt shot from 11 ft (assist by G. Antetokounmpo),2,74-60,,
6:02.0,,,74-60,,Turnover by E. Payton (bad pass; steal by K. Martin)
5:51.0,,,74-60,,Personal foul by V. Oladipo (drawn by G. Antetokounmpo)
5:46.0,K. Middleton makes 3-pt shot from 25 ft (assist by K. Martin),3,77-60,,
5:21.0,,,77-60,,Shooting foul by J. Dudley (drawn by V. Oladipo)
5:21.0,,,77-61,1,V. Oladipo makes free throw 1 of 2
5:21.0,,,77-61,,T. Harris enters the game for A. Gordon
5:21.0,,,77-62,1,V. Oladipo makes free throw 2 of 2
5:04.0,B. Knight misses 3-pt shot from 25 ft,,77-62,,
5:03.0,,,77-62,,Defensive rebound by E. Payton
4:47.0,,,77-62,,E. Payton misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
4:46.0,Defensive rebound by K. Middleton,,77-62,,
4:38.0,J. Dudley makes 3-pt shot from 22 ft (assist by B. Knight),3,80-62,,
4:26.0,,,80-62,,T. Harris misses 2-pt shot from 22 ft
4:25.0,Defensive rebound by J. Dudley,,80-62,,
4:15.0,B. Knight makes 3-pt shot from 24 ft,3,83-62,,
4:15.0,,,83-62,,Orlando full timeout
4:15.0,,,83-62,,K. O'Quinn enters the game for C. Frye
4:15.0,,,83-62,,E. Fournier enters the game for N. Vucevic
4:15.0,O. Mayo enters the game for K. Middleton,,83-62,,
3:59.0,Personal foul by J. Dudley (drawn by E. Fournier),,83-62,,
3:41.0,,,83-62,,T. Harris misses 2-pt shot from 13 ft
3:41.0,Defensive rebound by O. Mayo,,83-62,,
3:36.0,B. Knight makes 2-pt shot from 1 ft (assist by O. Mayo),2,85-62,,
3:29.0,,,85-62,,T. Harris misses 2-pt shot from 1 ft
3:28.0,Defensive rebound by B. Knight,,85-62,,
3:18.0,B. Knight makes 2-pt shot at rim (assist by K. Martin),2,87-62,,
3:03.0,,,87-65,3,E. Fournier makes 3-pt shot from 25 ft (assist by E. Payton)
2:36.0,B. Knight makes 2-pt shot at rim,2,89-65,,
2:26.0,,,89-65,,T. Harris misses 3-pt shot from 23 ft
2:24.0,,,89-65,,Offensive rebound by T. Harris
2:22.0,,,89-65,,T. Harris misses 2-pt shot from 17 ft
2:21.0,Defensive rebound by K. Martin,,89-65,,
2:13.0,J. Dudley makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,92-65,,
2:11.0,,,92-65,,Orlando full timeout
2:11.0,,,92-65,,W. Green enters the game for V. Oladipo
2:11.0,,,92-65,,C. Frye enters the game for E. Payton
2:00.0,,,92-65,,Turnover by K. O'Quinn (bad pass; steal by K. Martin)
1:57.0,Turnover by B. Knight (bad pass; steal by E. Fournier),,92-65,,
1:47.0,,,92-65,,Turnover by T. Harris (bad pass; steal by B. Knight)
1:43.0,J. Dudley misses 3-pt shot from 24 ft,,92-65,,
1:42.0,Offensive rebound by O. Mayo,,92-65,,
1:36.0,O. Mayo makes 2-pt shot from 7 ft,2,94-65,,
1:10.0,,,94-65,,E. Fournier misses 3-pt shot from 30 ft
1:09.0,,,94-65,,Offensive rebound by T. Harris
0:59.0,Personal foul by G. Antetokounmpo (drawn by T. Harris),,94-65,,
0:59.0,,,94-66,1,T. Harris makes free throw 1 of 2
0:59.0,,,94-66,,V. Oladipo enters the game for C. Frye
0:59.0,,,94-67,1,T. Harris makes free throw 2 of 2
0:49.0,O. Mayo misses 3-pt shot from 22 ft,,94-67,,
0:48.0,,,94-67,,Defensive rebound by K. O'Quinn
0:34.0,,,94-67,,T. Harris misses 2-pt shot from 1 ft
0:34.0,,,94-67,,Offensive rebound by T. Harris
0:34.0,,,94-69,2,T. Harris makes 2-pt shot from 1 ft
0:13.0,K. Martin makes 2-pt shot from 6 ft (assist by O. Mayo),2,96-69,,
0:03.0,Personal foul by O. Mayo (drawn by V. Oladipo),,96-69,,
0:03.0,,,96-70,1,V. Oladipo makes free throw 1 of 2
0:03.0,,,96-71,1,V. Oladipo makes free throw 2 of 2
0:00.0,Turnover by B. Knight (bad pass; steal by K. O'Quinn),,96-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,96-71,,Personal foul by W. Green (drawn by J. Bayless)
11:36.0,J. O'Bryant misses 2-pt shot from 18 ft,,96-71,,
11:36.0,,,96-71,,Defensive rebound by E. Fournier
11:18.0,,,96-71,,Shooting foul by J. Henson (drawn by K. O'Quinn)
11:18.0,,,96-72,1,K. O'Quinn makes free throw 1 of 2
11:18.0,,,96-72,,N. Vucevic enters the game for W. Green
11:18.0,,,96-72,,K. O'Quinn misses free throw 2 of 2
11:17.0,Defensive rebound by J. Henson,,96-72,,
11:02.0,O. Mayo misses 2-pt shot from 7 ft,,96-72,,
11:02.0,,,96-72,,Defensive rebound by N. Vucevic
10:50.0,,,96-72,,Shooting foul by J. Henson (drawn by T. Harris)
10:50.0,,,96-73,1,T. Harris makes free throw 1 of 2
10:50.0,,,96-73,,T. Harris misses free throw 2 of 2
10:49.0,Defensive rebound by J. Henson,,96-73,,
10:37.0,J. Henson makes 2-pt shot from 8 ft (assist by J. O'Bryant),2,98-73,,
10:29.0,,,98-73,,E. Fournier misses 3-pt shot from 24 ft
10:28.0,,,98-73,,Offensive rebound by N. Vucevic
10:21.0,Violation by K. Middleton (kicked ball),,98-73,,
10:11.0,,,98-73,,Turnover by K. O'Quinn (lost ball)
10:00.0,Turnover by J. Henson (bad pass; steal by E. Fournier),,98-73,,
9:53.0,,,98-73,,T. Harris misses 2-pt shot from 2 ft (block by J. Henson)
9:52.0,Defensive rebound by J. O'Bryant,,98-73,,
9:48.0,Shooting foul by K. O'Quinn (drawn by O. Mayo),,98-73,,
9:48.0,O. Mayo misses free throw 1 of 2,,98-73,,
9:48.0,Offensive rebound by Team,,98-73,,
9:48.0,O. Mayo makes free throw 2 of 2,1,99-73,,
9:31.0,,,99-73,,Turnover by E. Fournier (bad pass; steal by K. Middleton)
9:14.0,Turnover by K. Middleton (bad pass; steal by E. Fournier),,99-73,,
9:13.0,Personal foul by K. Middleton (drawn by E. Fournier),,99-73,,
9:13.0,Milwaukee full timeout,,99-73,,
9:13.0,,,99-73,,E. Payton enters the game for T. Harris
8:59.0,,,99-73,,Turnover by E. Payton (lost ball; steal by J. Bayless)
8:54.0,O. Mayo makes 2-pt shot at rim,2,101-73,,
8:42.0,,,101-73,,V. Oladipo misses 3-pt shot from 25 ft
8:41.0,Defensive rebound by J. Henson,,101-73,,
8:28.0,O. Mayo misses 2-pt shot from 16 ft,,101-73,,
8:27.0,Offensive rebound by O. Mayo,,101-73,,
8:15.0,Turnover by J. Henson (bad pass),,101-73,,
8:15.0,,,101-73,,Orlando full timeout
8:15.0,,,101-73,,W. Green enters the game for V. Oladipo
7:55.0,,,101-75,2,W. Green makes 2-pt shot from 22 ft (assist by E. Payton)
7:39.0,Turnover by J. Bayless (bad pass; steal by W. Green),,101-75,,
7:33.0,,,101-75,,Turnover by W. Green (bad pass; steal by J. O'Bryant)
7:25.0,J. Bayless makes 3-pt shot from 24 ft (assist by O. Mayo),3,104-75,,
7:12.0,,,104-78,3,W. Green makes 3-pt shot from 26 ft (assist by E. Fournier)
6:50.0,,,104-78,,Personal foul by N. Vucevic (drawn by J. Henson)
6:50.0,,,104-78,,D. Dedmon enters the game for N. Vucevic
6:43.0,J. Bayless misses 2-pt shot from 19 ft,,104-78,,
6:42.0,,,104-78,,Defensive rebound by K. O'Quinn
6:27.0,,,104-80,2,D. Dedmon makes 2-pt shot at rim (assist by K. O'Quinn)
6:08.0,O. Mayo misses 3-pt shot from 22 ft,,104-80,,
6:08.0,Offensive rebound by J. Henson,,104-80,,
6:05.0,J. Henson misses 2-pt shot from 5 ft (block by D. Dedmon),,104-80,,
6:04.0,,,104-80,,Defensive rebound by E. Fournier
5:58.0,,,104-82,2,E. Fournier makes 2-pt shot from 2 ft
5:41.0,J. Bayless makes 3-pt shot from 25 ft (assist by O. Mayo),3,107-82,,
5:32.0,,,107-85,3,W. Green makes 3-pt shot from 24 ft
5:23.0,K. Middleton misses 2-pt shot from 14 ft (block by D. Dedmon),,107-85,,
5:22.0,,,107-85,,Defensive rebound by D. Dedmon
