time,Toronto,pts.away,score,pts.home,Orlando
11:30.0,L. Williams makes 3-pt shot from 22 ft (assist by K. Lowry),3,32-21,,
11:13.0,,,32-24,3,E. Fournier makes 3-pt shot from 23 ft (assist by A. Gordon)
10:59.0,L. Williams misses 2-pt shot from 20 ft,,32-24,,
10:53.0,,,32-24,,Defensive rebound by E. Fournier
10:49.0,,,32-24,,V. Oladipo misses 2-pt shot at rim
10:47.0,Defensive rebound by J. Valanciunas,,32-24,,
10:43.0,K. Lowry makes 2-pt shot at rim,2,34-24,,
10:38.0,,,34-24,,Turnover by W. Green (bad pass)
10:32.0,L. Williams misses 3-pt shot from 25 ft,,34-24,,
10:32.0,,,34-24,,Defensive rebound by Team
10:32.0,Loose ball foul by P. Patterson (drawn by A. Gordon),,34-24,,
10:17.0,,,34-26,2,E. Fournier makes 2-pt shot from 15 ft
9:53.0,G. Vasquez misses 2-pt shot from 14 ft,,34-26,,
9:51.0,Offensive rebound by J. Valanciunas,,34-26,,
9:51.0,J. Valanciunas makes 2-pt shot at rim,2,36-26,,
9:39.0,,,36-26,,V. Oladipo misses 2-pt shot from 21 ft
9:38.0,Defensive rebound by J. Valanciunas,,36-26,,
9:30.0,J. Valanciunas misses 2-pt shot at rim,,36-26,,
9:28.0,Offensive rebound by J. Valanciunas,,36-26,,
9:28.0,J. Valanciunas misses 2-pt shot at rim,,36-26,,
9:26.0,,,36-26,,Defensive rebound by D. Dedmon
9:17.0,,,36-29,3,V. Oladipo makes 3-pt shot from 26 ft (assist by A. Gordon)
9:07.0,L. Williams misses 2-pt shot from 1 ft,,36-29,,
9:06.0,Offensive rebound by J. Valanciunas,,36-29,,
9:04.0,J. Valanciunas misses 2-pt shot at rim,,36-29,,
9:02.0,,,36-29,,Defensive rebound by D. Dedmon
8:51.0,,,36-29,,W. Green misses 3-pt shot from 23 ft
8:50.0,,,36-29,,Offensive rebound by V. Oladipo
8:41.0,,,36-32,3,W. Green makes 3-pt shot from 24 ft (assist by A. Gordon)
8:35.0,Toronto full timeout,,36-32,,
8:35.0,C. Hayes enters the game for P. Patterson,,36-32,,
8:35.0,D. DeRozan enters the game for G. Vasquez,,36-32,,
8:35.0,,,36-32,,T. Harris enters the game for D. Dedmon
8:35.0,,,36-32,,N. Vucevic enters the game for A. Gordon
8:25.0,K. Lowry misses 2-pt shot from 1 ft,,36-32,,
8:23.0,Offensive rebound by J. Valanciunas,,36-32,,
8:23.0,J. Valanciunas misses 2-pt shot from 1 ft,,36-32,,
8:21.0,,,36-32,,Defensive rebound by W. Green
8:11.0,,,36-32,,T. Harris misses 2-pt shot from 17 ft
8:10.0,Defensive rebound by K. Lowry,,36-32,,
7:59.0,D. DeRozan makes 2-pt shot from 13 ft (assist by K. Lowry),2,38-32,,
7:42.0,,,38-32,,N. Vucevic misses 2-pt shot from 12 ft
7:41.0,Defensive rebound by K. Lowry,,38-32,,
7:29.0,K. Lowry misses 3-pt shot from 26 ft,,38-32,,
7:27.0,,,38-32,,Defensive rebound by T. Harris
7:18.0,,,38-34,2,T. Harris makes 2-pt shot at rim (assist by N. Vucevic)
6:47.0,Turnover by L. Williams (bad pass; steal by V. Oladipo),,38-34,,
6:47.0,Personal foul by D. DeRozan (drawn by V. Oladipo),,38-34,,
6:36.0,,,38-34,,V. Oladipo misses 3-pt shot from 24 ft
6:34.0,Defensive rebound by C. Hayes,,38-34,,
6:27.0,,,38-34,,Personal foul by E. Fournier (drawn by D. DeRozan)
6:27.0,,,38-34,,E. Payton enters the game for W. Green
6:21.0,D. DeRozan misses 2-pt shot from 17 ft,,38-34,,
6:21.0,,,38-34,,Defensive rebound by Team
6:06.0,,,38-37,3,E. Fournier makes 3-pt shot from 27 ft
5:47.0,J. Valanciunas makes 2-pt shot from 4 ft,2,40-37,,
5:36.0,,,40-37,,Turnover by T. Harris (bad pass)
5:36.0,Official timeout,,40-37,,
5:36.0,G. Vasquez enters the game for K. Lowry,,40-37,,
5:36.0,T. Hansbrough enters the game for L. Williams,,40-37,,
5:36.0,T. Ross enters the game for C. Hayes,,40-37,,
5:15.0,D. DeRozan makes 2-pt shot from 15 ft,2,42-37,,
4:56.0,,,42-39,2,E. Fournier makes 2-pt shot from 18 ft (assist by V. Oladipo)
4:35.0,D. DeRozan misses 2-pt shot from 13 ft,,42-39,,
4:33.0,,,42-39,,Defensive rebound by E. Fournier
4:29.0,,,42-39,,Turnover by E. Fournier (bad pass; steal by T. Ross)
4:08.0,G. Vasquez misses 2-pt shot from 16 ft,,42-39,,
4:08.0,Offensive rebound by J. Valanciunas,,42-39,,
4:08.0,Shooting foul by N. Vucevic (drawn by J. Valanciunas),,42-39,,
4:08.0,J. Valanciunas makes free throw 1 of 2,1,43-39,,
4:08.0,,,43-39,,A. Nicholson enters the game for E. Fournier
4:08.0,J. Valanciunas makes free throw 2 of 2,1,44-39,,
3:54.0,,,44-41,2,V. Oladipo makes 2-pt shot at rim
3:44.0,Shooting foul by V. Oladipo (drawn by D. DeRozan),,44-41,,
3:44.0,D. DeRozan makes free throw 1 of 2,1,45-41,,
3:44.0,D. DeRozan makes free throw 2 of 2,1,46-41,,
3:44.0,,,46-41,,Orlando full timeout
3:32.0,,,46-41,,V. Oladipo misses 2-pt shot from 6 ft
3:30.0,,,46-41,,Offensive rebound by V. Oladipo
3:29.0,,,46-43,2,V. Oladipo makes 2-pt shot at rim
3:10.0,T. Ross misses 3-pt shot from 24 ft,,46-43,,
3:09.0,Offensive rebound by T. Hansbrough,,46-43,,
2:57.0,T. Ross misses 3-pt shot from 23 ft,,46-43,,
2:56.0,,,46-43,,Defensive rebound by T. Harris
2:46.0,,,46-45,2,T. Harris makes 2-pt shot from 6 ft
2:20.0,Turnover by Team (shot clock),,46-45,,
2:09.0,,,46-47,2,T. Harris makes 2-pt shot from 2 ft (assist by N. Vucevic)
1:46.0,D. DeRozan makes 3-pt shot from 22 ft (assist by T. Ross),3,49-47,,
1:35.0,,,49-49,2,A. Nicholson makes 2-pt shot at rim (assist by E. Payton)
1:15.0,G. Vasquez misses 2-pt shot from 6 ft,,49-49,,
1:14.0,,,49-49,,Defensive rebound by E. Payton
1:03.0,,,49-51,2,N. Vucevic makes 2-pt shot from 6 ft (assist by E. Payton)
0:57.0,Toronto full timeout,,49-51,,
0:57.0,P. Patterson enters the game for J. Valanciunas,,49-51,,
0:44.0,G. Vasquez misses 3-pt shot from 26 ft,,49-51,,
0:43.0,,,49-51,,Defensive rebound by T. Harris
0:28.0,,,49-51,,Turnover by V. Oladipo (bad pass; steal by P. Patterson)
0:04.0,P. Patterson misses 3-pt shot from 24 ft,,49-51,,
0:02.0,,,49-51,,Defensive rebound by E. Payton
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,49-53,2,T. Harris makes 2-pt shot from 9 ft (assist by E. Payton)
11:32.0,,,49-53,,Personal foul by D. Dedmon (drawn by T. Hansbrough)
11:23.0,T. Ross misses 3-pt shot from 25 ft,,49-53,,
11:22.0,,,49-53,,Defensive rebound by E. Payton
11:14.0,,,49-53,,D. Dedmon misses 2-pt shot from 6 ft
11:13.0,Defensive rebound by T. Ross,,49-53,,
11:02.0,D. DeRozan misses 3-pt shot from 22 ft,,49-53,,
11:01.0,Offensive rebound by T. Hansbrough,,49-53,,
10:58.0,T. Hansbrough makes 2-pt shot at rim,2,51-53,,
10:44.0,,,51-53,,Turnover by V. Oladipo (lost ball; steal by T. Hansbrough)
10:39.0,T. Hansbrough makes 2-pt shot at rim,2,53-53,,
10:24.0,,,53-53,,N. Vucevic misses 2-pt shot from 19 ft
10:23.0,,,53-53,,Offensive rebound by D. Dedmon
10:21.0,,,53-53,,D. Dedmon misses 2-pt shot at rim (block by J. Valanciunas)
10:19.0,Defensive rebound by K. Lowry,,53-53,,
10:17.0,Turnover by K. Lowry (bad pass; steal by D. Dedmon),,53-53,,
10:17.0,Personal foul by T. Hansbrough (drawn by T. Harris),,53-53,,
9:56.0,,,53-55,2,N. Vucevic makes 2-pt shot from 5 ft (assist by V. Oladipo)
9:29.0,K. Lowry makes 3-pt shot from 25 ft (assist by D. DeRozan),3,56-55,,
9:21.0,,,56-55,,Turnover by E. Payton (lost ball; steal by T. Hansbrough)
9:08.0,D. DeRozan makes 3-pt shot from 24 ft (assist by K. Lowry),3,59-55,,
9:08.0,,,59-55,,Technical foul by D. Dedmon
9:08.0,Technical foul by J. Valanciunas,,59-55,,
9:08.0,,,59-55,,Orlando full timeout
8:53.0,,,59-55,,N. Vucevic misses 2-pt shot from 15 ft
8:49.0,Defensive rebound by Team,,59-55,,
8:38.0,K. Lowry misses 3-pt shot from 27 ft,,59-55,,
8:34.0,,,59-55,,Defensive rebound by T. Harris
8:27.0,Violation by D. DeRozan (def goaltending),,59-55,,
8:27.0,,,59-57,2,T. Harris makes 2-pt shot from 1 ft (assist by N. Vucevic)
8:12.0,T. Ross makes 2-pt shot from 20 ft,2,61-57,,
7:58.0,,,61-57,,N. Vucevic misses 2-pt shot from 19 ft
7:57.0,Defensive rebound by K. Lowry,,61-57,,
7:47.0,Shooting foul by E. Payton (drawn by D. DeRozan),,61-57,,
7:47.0,D. DeRozan makes free throw 1 of 2,1,62-57,,
7:47.0,D. DeRozan makes free throw 2 of 2,1,63-57,,
7:30.0,,,63-57,,N. Vucevic misses 2-pt shot from 13 ft
7:29.0,,,63-57,,Offensive rebound by E. Payton
7:29.0,,,63-57,,E. Payton misses 2-pt shot from 1 ft
7:27.0,Defensive rebound by T. Ross,,63-57,,
7:16.0,Turnover by T. Ross (bad pass),,63-57,,
7:09.0,,,63-57,,Shooting foul by T. Hansbrough (drawn by E. Payton)
7:09.0,,,63-58,1,E. Payton makes free throw 1 of 2
7:09.0,,,63-59,1,E. Payton makes free throw 2 of 2
6:55.0,T. Ross misses 2-pt shot from 15 ft,,63-59,,
6:54.0,,,63-59,,Defensive rebound by E. Payton
6:41.0,,,63-61,2,T. Harris makes 2-pt shot from 1 ft (assist by E. Payton)
6:19.0,D. DeRozan makes 3-pt shot from 22 ft (assist by K. Lowry),3,66-61,,
6:03.0,,,66-61,,Shooting foul by K. Lowry (drawn by N. Vucevic)
6:03.0,,,66-62,1,N. Vucevic makes free throw 1 of 2
6:03.0,,,66-62,,A. Gordon enters the game for T. Harris
6:03.0,,,66-63,1,N. Vucevic makes free throw 2 of 2
5:41.0,T. Hansbrough makes 2-pt shot from 1 ft (assist by D. DeRozan),2,68-63,,
5:31.0,,,68-63,,N. Vucevic misses 2-pt shot from 7 ft
5:29.0,Defensive rebound by D. DeRozan,,68-63,,
5:20.0,,,68-63,,Personal foul by V. Oladipo (drawn by T. Hansbrough)
5:20.0,,,68-63,,E. Fournier enters the game for D. Dedmon
5:10.0,T. Ross misses 3-pt shot from 25 ft,,68-63,,
5:08.0,,,68-63,,Defensive rebound by E. Payton
5:04.0,,,68-63,,Offensive charge foul by A. Gordon
5:04.0,,,68-63,,Turnover by A. Gordon (offensive foul)
5:04.0,L. Williams enters the game for T. Ross,,68-63,,
4:46.0,T. Hansbrough makes 2-pt shot from 13 ft (assist by K. Lowry),2,70-63,,
4:35.0,,,70-65,2,E. Payton makes 2-pt shot from 1 ft
4:22.0,Turnover by K. Lowry (lost ball),,70-65,,
4:22.0,Violation by Team (delay of game),,70-65,,
4:03.0,,,70-67,2,N. Vucevic makes 2-pt shot at rim (assist by E. Payton)
3:57.0,Toronto full timeout,,70-67,,
3:57.0,P. Patterson enters the game for J. Valanciunas,,70-67,,
3:57.0,G. Vasquez enters the game for K. Lowry,,70-67,,
3:57.0,,,70-67,,W. Green enters the game for E. Payton
3:48.0,P. Patterson misses 3-pt shot from 25 ft,,70-67,,
3:47.0,,,70-67,,Defensive rebound by E. Fournier
3:37.0,,,70-69,2,A. Gordon makes 2-pt shot at rim (assist by V. Oladipo)
3:37.0,,,70-69,,Shooting foul by P. Patterson (drawn by A. Gordon)
3:37.0,,,70-70,1,A. Gordon makes free throw 1 of 1
3:26.0,D. DeRozan makes 2-pt shot from 1 ft,2,72-70,,
3:11.0,,,72-72,2,V. Oladipo makes 2-pt shot from 9 ft
2:45.0,Turnover by G. Vasquez (lost ball; steal by W. Green),,72-72,,
2:27.0,,,72-72,,E. Fournier misses 3-pt shot from 23 ft
2:26.0,Defensive rebound by P. Patterson,,72-72,,
2:16.0,D. DeRozan misses 2-pt shot at rim,,72-72,,
2:14.0,Offensive rebound by D. DeRozan,,72-72,,
2:14.0,,,72-72,,Personal foul by N. Vucevic (drawn by D. DeRozan)
2:14.0,,,72-72,,A. Nicholson enters the game for N. Vucevic
2:06.0,T. Hansbrough makes 2-pt shot at rim (assist by D. DeRozan),2,74-72,,
1:52.0,,,74-72,,E. Fournier misses 2-pt shot from 2 ft
1:51.0,Defensive rebound by G. Vasquez,,74-72,,
1:44.0,L. Williams misses 3-pt shot from 23 ft,,74-72,,
1:42.0,,,74-72,,Defensive rebound by E. Fournier
1:29.0,,,74-72,,Shooting foul by D. DeRozan (drawn by E. Fournier)
1:29.0,,,74-73,1,E. Fournier makes free throw 1 of 2
1:29.0,K. Lowry enters the game for D. DeRozan,,74-73,,
1:29.0,,,74-74,1,E. Fournier makes free throw 2 of 2
1:17.0,P. Patterson misses 3-pt shot from 27 ft,,74-74,,
1:16.0,,,74-74,,Defensive rebound by V. Oladipo
1:07.0,,,74-76,2,A. Nicholson makes 2-pt shot from 5 ft (assist by E. Fournier)
0:44.0,K. Lowry misses 2-pt shot from 2 ft,,74-76,,
0:42.0,,,74-76,,Defensive rebound by A. Nicholson
0:36.0,,,74-76,,Turnover by V. Oladipo (bad pass; steal by G. Vasquez)
0:36.0,,,74-76,,Personal foul by W. Green (drawn by G. Vasquez)
0:36.0,G. Vasquez makes free throw 1 of 2,1,75-76,,
0:36.0,G. Vasquez makes free throw 2 of 2,1,76-76,,
0:24.0,,,76-76,,Turnover by W. Green (traveling)
0:24.0,,,76-76,,T. Harris enters the game for A. Nicholson
0:05.0,L. Williams misses 3-pt shot from 28 ft,,76-76,,
0:03.0,,,76-76,,Defensive rebound by E. Fournier
0:00.0,,,76-76,,E. Fournier misses 3-pt shot from 58 ft
0:00.0,,,76-76,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,K. Lowry makes 2-pt shot from 1 ft,2,78-76,,
11:52.0,Shooting foul by A. Nicholson (drawn by K. Lowry),,78-76,,
11:52.0,K. Lowry makes free throw 1 of 1,1,79-76,,
11:42.0,Personal foul by G. Vasquez (drawn by A. Nicholson),,79-76,,
11:31.0,,,79-76,,A. Nicholson misses 2-pt shot from 7 ft
11:30.0,Defensive rebound by K. Lowry,,79-76,,
11:23.0,C. Hayes makes 2-pt shot from 1 ft (assist by K. Lowry),2,81-76,,
10:58.0,,,81-76,,A. Nicholson misses 3-pt shot from 25 ft
10:55.0,,,81-76,,Offensive rebound by E. Fournier
10:51.0,,,81-76,,W. Green misses 3-pt shot from 26 ft
10:50.0,Defensive rebound by K. Lowry,,81-76,,
10:44.0,Turnover by K. Lowry (lost ball; steal by W. Green),,81-76,,
10:38.0,,,81-78,2,W. Green makes 2-pt shot from 1 ft
10:10.0,G. Vasquez misses 3-pt shot from 29 ft,,81-78,,
10:08.0,Offensive rebound by C. Hayes,,81-78,,
10:00.0,P. Patterson misses 3-pt shot from 23 ft,,81-78,,
9:58.0,Offensive rebound by K. Lowry,,81-78,,
9:56.0,K. Lowry misses 2-pt shot from 1 ft,,81-78,,
9:55.0,,,81-78,,V. Oladipo enters the game for W. Green
9:55.0,Jump ball: C. Hayes vs. A. Nicholson,,,,Jump ball: C. Hayes vs. A. Nicholson
9:55.0,Offensive rebound by Team,,81-78,,
9:37.0,G. Vasquez misses 2-pt shot from 5 ft,,81-78,,
9:36.0,Offensive rebound by P. Patterson,,81-78,,
9:31.0,Turnover by P. Patterson (lost ball; steal by E. Payton),,81-78,,
9:16.0,,,81-80,2,A. Gordon makes 2-pt shot at rim (assist by E. Fournier)
8:45.0,L. Williams misses 2-pt shot from 9 ft,,81-80,,
8:44.0,,,81-80,,Defensive rebound by A. Nicholson
8:24.0,,,81-82,2,A. Gordon makes 2-pt shot at rim
8:23.0,Toronto full timeout,,81-82,,
8:08.0,L. Williams misses 2-pt shot from 14 ft,,81-82,,
8:08.0,Offensive rebound by Team,,81-82,,
8:08.0,,,81-82,,Loose ball foul by A. Gordon (drawn by P. Patterson)
8:00.0,Turnover by P. Patterson (bad pass; steal by E. Payton),,81-82,,
7:55.0,,,81-82,,V. Oladipo misses 2-pt shot from 1 ft
7:52.0,Defensive rebound by G. Vasquez,,81-82,,
7:44.0,L. Williams makes 3-pt shot from 24 ft (assist by G. Vasquez),3,84-82,,
7:26.0,,,84-84,2,E. Fournier makes 2-pt shot at rim
7:26.0,,,84-84,,Shooting foul by K. Lowry (drawn by E. Fournier)
7:26.0,,,84-84,,Technical foul by E. Fournier
7:26.0,Technical foul by K. Lowry (drawn by E. Fournier),,84-84,,
7:26.0,,,84-84,,N. Vucevic enters the game for A. Nicholson
7:26.0,J. Valanciunas enters the game for C. Hayes,,84-84,,
7:26.0,D. DeRozan enters the game for K. Lowry,,84-84,,
7:26.0,,,84-85,1,E. Fournier makes free throw 1 of 1
7:08.0,L. Williams misses 3-pt shot from 23 ft,,84-85,,
7:06.0,Offensive rebound by P. Patterson,,84-85,,
7:06.0,P. Patterson misses 2-pt shot at rim,,84-85,,
7:04.0,Offensive rebound by P. Patterson,,84-85,,
7:04.0,P. Patterson makes 2-pt shot at rim,2,86-85,,
6:51.0,,,86-85,,N. Vucevic misses 2-pt shot from 16 ft
6:51.0,,,86-85,,Offensive rebound by Team
6:51.0,Loose ball foul by L. Williams (drawn by E. Payton),,86-85,,
6:37.0,,,86-85,,E. Payton misses 2-pt shot at rim
6:35.0,Defensive rebound by L. Williams,,86-85,,
6:32.0,L. Williams misses 2-pt shot from 1 ft (block by V. Oladipo),,86-85,,
6:32.0,Offensive rebound by Team,,86-85,,
6:27.0,J. Valanciunas makes 2-pt shot from 2 ft (assist by P. Patterson),2,88-85,,
6:27.0,,,88-85,,Orlando full timeout
6:27.0,T. Hansbrough enters the game for P. Patterson,,88-85,,
6:27.0,,,88-85,,T. Harris enters the game for A. Gordon
6:09.0,,,88-85,,T. Harris misses 2-pt shot from 4 ft
6:08.0,Defensive rebound by L. Williams,,88-85,,
5:52.0,Turnover by D. DeRozan (bad pass; steal by E. Payton),,88-85,,
5:47.0,,,88-85,,E. Fournier misses 3-pt shot from 26 ft
5:45.0,Defensive rebound by L. Williams,,88-85,,
5:25.0,L. Williams makes 2-pt shot from 22 ft,2,90-85,,
5:02.0,,,90-88,3,V. Oladipo makes 3-pt shot from 26 ft
4:47.0,,,90-88,,Personal foul by V. Oladipo (drawn by D. DeRozan)
4:47.0,,,90-88,,A. Gordon enters the game for E. Fournier
4:47.0,K. Lowry enters the game for G. Vasquez,,90-88,,
4:37.0,D. DeRozan misses 2-pt shot from 18 ft,,90-88,,
4:36.0,,,90-88,,Defensive rebound by V. Oladipo
4:28.0,,,90-90,2,N. Vucevic makes 2-pt shot from 8 ft (assist by V. Oladipo)
4:00.0,D. DeRozan misses 3-pt shot from 23 ft,,90-90,,
3:59.0,Offensive rebound by T. Hansbrough,,90-90,,
3:58.0,T. Hansbrough misses 2-pt shot from 1 ft (block by E. Payton),,90-90,,
3:56.0,,,90-90,,Defensive rebound by T. Harris
3:49.0,,,90-90,,Turnover by T. Harris (bad pass; steal by L. Williams)
3:42.0,L. Williams misses 2-pt shot from 11 ft,,90-90,,
3:40.0,Offensive rebound by Team,,90-90,,
3:40.0,,,90-90,,Loose ball foul by N. Vucevic (drawn by J. Valanciunas)
3:40.0,P. Patterson enters the game for J. Valanciunas,,90-90,,
3:33.0,K. Lowry misses 3-pt shot from 26 ft,,90-90,,
