time,Washington,pts.away,score,pts.home,Oklahoma City
10:54.0,,,30-30,,K. Perkins misses 2-pt shot from 1 ft
10:53.0,,,30-30,,Offensive rebound by N. Collison
10:53.0,,,30-30,,N. Collison misses 2-pt shot from 1 ft
10:51.0,,,30-30,,Offensive rebound by N. Collison
10:49.0,,,30-32,2,N. Collison makes 2-pt shot from 3 ft
10:33.0,A. Miller makes 2-pt shot at rim (assist by K. Humphries),2,32-32,,
10:22.0,,,32-32,,Turnover by K. Perkins (bad pass; steal by A. Miller)
10:05.0,Turnover by K. Seraphin (bad pass; steal by R. Jackson),,32-32,,
10:04.0,Personal take foul by A. Miller (drawn by R. Jackson),,32-32,,
10:04.0,,,32-32,,K. Durant enters the game for P. Jones
9:50.0,,,32-34,2,K. Durant makes 2-pt shot from 9 ft (assist by R. Jackson)
9:28.0,K. Humphries misses 2-pt shot from 13 ft,,32-34,,
9:27.0,,,32-34,,Defensive rebound by K. Perkins
9:10.0,,,32-36,2,R. Jackson makes 2-pt shot from 17 ft
8:55.0,A. Miller misses 2-pt shot from 17 ft,,32-36,,
8:54.0,Offensive rebound by K. Humphries,,32-36,,
8:49.0,,,32-36,,Personal foul by A. Morrow (drawn by M. Webster)
8:49.0,Official timeout,,32-36,,
8:41.0,Offensive foul by K. Seraphin,,32-36,,
8:41.0,Turnover by K. Seraphin (offensive foul),,32-36,,
8:28.0,,,32-36,,Turnover by A. Morrow (traveling)
8:15.0,N. Hilario enters the game for K. Seraphin,,32-36,,
8:15.0,,,32-36,,R. Westbrook enters the game for R. Jackson
8:05.0,Turnover by R. Butler (lost ball; steal by K. Perkins),,32-36,,
8:00.0,,,32-36,,R. Westbrook misses 2-pt shot at rim
7:59.0,Defensive rebound by M. Webster,,32-36,,
7:43.0,Shooting foul by K. Perkins (drawn by A. Miller),,32-36,,
7:43.0,A. Miller makes free throw 1 of 2,1,33-36,,
7:43.0,B. Beal enters the game for M. Webster,,33-36,,
7:43.0,A. Miller makes free throw 2 of 2,1,34-36,,
7:28.0,,,34-36,,K. Durant misses 2-pt shot from 15 ft
7:27.0,Defensive rebound by K. Humphries,,34-36,,
7:17.0,R. Butler misses 2-pt shot from 14 ft,,34-36,,
7:16.0,Offensive rebound by K. Humphries,,34-36,,
7:05.0,A. Miller makes 2-pt shot from 1 ft,2,36-36,,
6:49.0,,,36-38,2,N. Collison makes 2-pt shot from 1 ft (assist by R. Westbrook)
6:27.0,A. Miller makes 3-pt shot from 24 ft (assist by N. Hilario),3,39-38,,
6:11.0,,,39-40,2,N. Collison makes 2-pt shot from 1 ft (assist by R. Westbrook)
5:55.0,K. Humphries makes 2-pt shot from 2 ft (assist by N. Hilario),2,41-40,,
5:55.0,Shooting foul by K. Durant (drawn by K. Humphries),,41-40,,
5:55.0,,,41-40,,Oklahoma City full timeout
5:55.0,,,41-40,,S. Adams enters the game for K. Perkins
5:55.0,,,41-40,,S. Ibaka enters the game for N. Collison
5:55.0,K. Humphries misses free throw 1 of 1,,41-40,,
5:55.0,,,41-40,,Defensive rebound by R. Westbrook
5:46.0,,,41-40,,Offensive foul by K. Durant
5:46.0,,,41-40,,Turnover by K. Durant (offensive foul)
5:46.0,M. Gortat enters the game for K. Humphries,,41-40,,
5:46.0,,,41-40,,P. Jones enters the game for K. Durant
5:29.0,N. Hilario makes 2-pt shot at rim (assist by A. Miller),2,43-40,,
5:13.0,,,43-42,2,P. Jones makes 2-pt shot from 4 ft
5:03.0,N. Hilario makes 2-pt shot at rim (assist by A. Miller),2,45-42,,
4:48.0,,,45-42,,R. Westbrook misses 2-pt shot from 17 ft
4:47.0,Defensive rebound by Team,,45-42,,
4:46.0,J. Wall enters the game for R. Butler,,45-42,,
4:46.0,P. Pierce enters the game for A. Miller,,45-42,,
4:32.0,B. Beal makes 2-pt shot from 4 ft (assist by N. Hilario),2,47-42,,
4:12.0,,,47-44,2,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Westbrook)
3:56.0,B. Beal misses 2-pt shot from 10 ft,,47-44,,
3:55.0,,,47-44,,Defensive rebound by S. Ibaka
3:46.0,,,47-46,2,R. Westbrook makes 2-pt shot from 9 ft
3:19.0,J. Wall misses 2-pt shot from 5 ft,,47-46,,
3:18.0,,,47-46,,Defensive rebound by S. Ibaka
3:13.0,,,47-48,2,A. Morrow makes 2-pt shot from 13 ft (assist by R. Westbrook)
3:05.0,Washington full timeout,,47-48,,
3:05.0,,,47-48,,Technical foul by K. Durant
3:05.0,,,47-48,,A. Roberson enters the game for A. Morrow
3:05.0,B. Beal makes technical free throw,1,48-48,,
2:55.0,N. Hilario makes 2-pt shot from 1 ft,2,50-48,,
2:40.0,,,50-48,,R. Westbrook misses 2-pt shot from 18 ft
2:39.0,,,50-48,,Offensive rebound by S. Ibaka
2:35.0,,,50-50,2,S. Ibaka makes 2-pt shot from 15 ft
2:18.0,N. Hilario misses 2-pt shot from 15 ft,,50-50,,
2:17.0,Offensive rebound by M. Gortat,,50-50,,
2:14.0,Turnover by N. Hilario (dbl dribble),,50-50,,
2:14.0,D. Blair enters the game for N. Hilario,,50-50,,
1:57.0,,,50-52,2,R. Westbrook makes 2-pt shot from 17 ft
1:39.0,Turnover by B. Beal (bad pass; steal by P. Jones),,50-52,,
1:37.0,,,50-54,2,P. Jones makes 2-pt shot at rim
1:27.0,P. Pierce makes 3-pt shot from 23 ft (assist by J. Wall),3,53-54,,
1:07.0,Personal foul by D. Blair (drawn by R. Westbrook),,53-54,,
1:07.0,A. Miller enters the game for J. Wall,,53-54,,
1:07.0,,,53-54,,N. Collison enters the game for S. Ibaka
0:55.0,,,53-54,,Shooting foul by P. Pierce (drawn by P. Jones)
0:55.0,,,53-54,,P. Jones misses free throw 1 of 2
0:55.0,,,53-54,,Offensive rebound by Team
0:55.0,,,53-55,1,P. Jones makes free throw 2 of 2
0:39.0,P. Pierce makes 2-pt shot from 14 ft,2,55-55,,
0:34.0,,,55-55,,R. Westbrook misses 3-pt shot from 23 ft
0:33.0,Defensive rebound by D. Blair,,55-55,,
0:12.0,Turnover by B. Beal (bad pass; steal by N. Collison),,55-55,,
0:08.0,,,55-55,,Turnover by R. Westbrook (bad pass)
0:08.0,Washington full timeout,,55-55,,
0:08.0,J. Wall enters the game for A. Miller,,55-55,,
0:08.0,R. Butler enters the game for D. Blair,,55-55,,
0:08.0,,,55-55,,R. Jackson enters the game for S. Adams
0:02.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,57-55,,
0:00.0,,,57-55,,R. Westbrook misses 3-pt shot from 39 ft
0:00.0,Defensive rebound by Team,,57-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,P. Pierce makes 3-pt shot from 24 ft (assist by B. Beal),3,60-55,,
11:29.0,,,60-55,,Turnover by K. Durant (bad pass; steal by N. Hilario)
11:23.0,Offensive foul by P. Pierce,,60-55,,
11:23.0,Turnover by P. Pierce (offensive foul),,60-55,,
11:15.0,,,60-55,,Offensive foul by S. Adams
11:15.0,,,60-55,,Turnover by S. Adams (offensive foul)
11:01.0,,,60-55,,Personal foul by R. Westbrook (drawn by P. Pierce)
10:50.0,N. Hilario misses 2-pt shot from 16 ft,,60-55,,
10:50.0,,,60-55,,Defensive rebound by S. Adams
10:43.0,,,60-55,,K. Durant misses 3-pt shot from 24 ft
10:42.0,Defensive rebound by M. Gortat,,60-55,,
10:21.0,J. Wall makes 3-pt shot from 24 ft (assist by B. Beal),3,63-55,,
10:07.0,,,63-57,2,S. Ibaka makes 2-pt shot from 17 ft (assist by K. Durant)
9:48.0,M. Gortat misses 2-pt shot from 8 ft,,63-57,,
9:47.0,,,63-57,,Defensive rebound by S. Adams
9:38.0,,,63-59,2,R. Westbrook makes 2-pt shot at rim
9:23.0,B. Beal misses 2-pt shot from 14 ft,,63-59,,
9:22.0,,,63-59,,Defensive rebound by K. Durant
9:07.0,,,63-59,,Offensive charge foul by R. Westbrook
9:07.0,,,63-59,,Turnover by R. Westbrook (offensive foul)
9:07.0,,,63-59,,R. Jackson enters the game for R. Westbrook
8:58.0,J. Wall misses 2-pt shot from 13 ft,,63-59,,
8:57.0,,,63-59,,Defensive rebound by S. Adams
8:47.0,,,63-59,,Turnover by R. Jackson (bad pass)
8:38.0,B. Beal makes 2-pt shot from 2 ft (assist by J. Wall),2,65-59,,
8:35.0,,,65-59,,Oklahoma City full timeout
8:23.0,,,65-61,2,K. Durant makes 2-pt shot from 16 ft (assist by S. Adams)
8:04.0,B. Beal misses 2-pt shot from 18 ft,,65-61,,
8:04.0,,,65-61,,Defensive rebound by K. Durant
8:00.0,,,65-61,,Shooting foul by P. Pierce (drawn by K. Durant)
8:00.0,,,65-62,1,K. Durant makes free throw 1 of 2
8:00.0,R. Butler enters the game for P. Pierce,,65-62,,
8:00.0,,,65-63,1,K. Durant makes free throw 2 of 2
7:49.0,,,65-63,,Personal foul by S. Ibaka (drawn by N. Hilario)
7:40.0,N. Hilario misses 2-pt shot from 1 ft (block by A. Roberson),,65-63,,
7:38.0,Offensive rebound by B. Beal,,65-63,,
7:38.0,B. Beal misses 2-pt shot from 2 ft,,65-63,,
7:36.0,,,65-63,,Defensive rebound by S. Adams
7:26.0,,,65-63,,S. Ibaka misses 3-pt shot from 24 ft
7:25.0,Defensive rebound by B. Beal,,65-63,,
7:06.0,M. Gortat misses 2-pt shot from 10 ft,,65-63,,
7:05.0,,,65-63,,Defensive rebound by S. Ibaka
6:53.0,,,65-63,,R. Jackson misses 3-pt shot from 24 ft
6:52.0,Defensive rebound by M. Gortat,,65-63,,
6:43.0,Turnover by M. Gortat (traveling),,65-63,,
6:28.0,,,65-65,2,R. Jackson makes 2-pt shot from 11 ft (assist by S. Adams)
6:17.0,R. Butler makes 2-pt shot at rim (assist by J. Wall),2,67-65,,
6:06.0,,,67-65,,K. Durant misses 3-pt shot from 24 ft
6:05.0,Defensive rebound by N. Hilario,,67-65,,
6:00.0,J. Wall makes 2-pt shot from 17 ft,2,69-65,,
5:40.0,Personal foul by R. Butler (drawn by K. Durant),,69-65,,
5:34.0,,,69-67,2,K. Durant makes 2-pt shot from 8 ft (assist by R. Jackson)
5:10.0,B. Beal makes 3-pt shot from 23 ft,3,72-67,,
4:54.0,,,72-67,,S. Adams misses 2-pt shot from 5 ft
4:54.0,Defensive rebound by B. Beal,,72-67,,
4:49.0,R. Butler misses 2-pt shot from 2 ft (block by K. Durant),,72-67,,
4:49.0,,,72-67,,Defensive rebound by Team
4:49.0,K. Humphries enters the game for N. Hilario,,72-67,,
4:37.0,,,72-67,,R. Jackson misses 2-pt shot from 18 ft
4:36.0,Defensive rebound by B. Beal,,72-67,,
4:28.0,B. Beal misses 3-pt shot from 23 ft,,72-67,,
4:27.0,,,72-67,,Defensive rebound by A. Roberson
4:13.0,,,72-70,3,S. Ibaka makes 3-pt shot from 22 ft (assist by R. Jackson)
4:05.0,R. Butler makes 3-pt shot from 24 ft (assist by J. Wall),3,75-70,,
3:44.0,,,75-72,2,K. Durant makes 2-pt shot from 4 ft (assist by R. Jackson)
3:19.0,R. Butler misses 2-pt shot from 18 ft,,75-72,,
3:18.0,,,75-72,,Defensive rebound by A. Roberson
3:08.0,,,75-72,,Shooting foul by B. Beal (drawn by A. Roberson)
3:08.0,,,75-72,,A. Roberson misses free throw 1 of 2
3:08.0,,,75-72,,Offensive rebound by Team
3:08.0,,,75-72,,K. Perkins enters the game for S. Adams
3:08.0,,,75-72,,A. Roberson misses free throw 2 of 2
3:07.0,Defensive rebound by B. Beal,,75-72,,
2:51.0,R. Butler misses 3-pt shot from 22 ft,,75-72,,
2:50.0,Offensive rebound by K. Humphries,,75-72,,
2:50.0,K. Humphries makes 2-pt shot at rim,2,77-72,,
2:36.0,,,77-72,,K. Perkins misses 2-pt shot from 6 ft (block by J. Wall)
2:36.0,,,77-72,,Offensive rebound by Team
2:36.0,Washington full timeout,,77-72,,
2:36.0,,,77-72,,A. Morrow enters the game for A. Roberson
2:26.0,,,77-74,2,R. Jackson makes 2-pt shot from 18 ft (assist by K. Durant)
1:59.0,J. Wall makes 3-pt shot from 24 ft,3,80-74,,
1:37.0,,,80-74,,R. Jackson misses 2-pt shot from 7 ft
1:37.0,Defensive rebound by M. Gortat,,80-74,,
1:37.0,,,80-74,,Personal take foul by R. Jackson (drawn by J. Wall)
1:26.0,J. Wall makes 2-pt shot from 7 ft,2,82-74,,
1:05.0,,,82-76,2,S. Ibaka makes 2-pt shot from 13 ft (assist by R. Jackson)
0:44.0,J. Wall misses 3-pt shot from 24 ft,,82-76,,
0:43.0,,,82-76,,Defensive rebound by K. Durant
0:37.0,,,82-79,3,K. Durant makes 3-pt shot from 24 ft
0:16.0,B. Beal misses 2-pt shot from 3 ft,,82-79,,
0:15.0,,,82-79,,Defensive rebound by K. Durant
0:01.0,,,82-82,3,K. Durant makes 3-pt shot from 26 ft
0:00.0,J. Wall misses 3-pt shot from 77 ft,,82-82,,
0:00.0,,,82-82,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,82-82,,K. Perkins misses 2-pt shot from 4 ft
11:42.0,Defensive rebound by K. Seraphin,,82-82,,
11:28.0,R. Butler makes 3-pt shot from 23 ft (assist by J. Wall),3,85-82,,
11:16.0,A. Miller enters the game for J. Wall,,85-82,,
11:16.0,Jump ball: R. Butler vs. P. Jones (R. Jackson gains possession),,,,Jump ball: R. Butler vs. P. Jones (R. Jackson gains possession)
11:08.0,,,85-85,3,R. Jackson makes 3-pt shot from 24 ft
10:49.0,,,85-85,,Personal foul by K. Perkins (drawn by B. Beal)
10:44.0,Turnover by K. Humphries (offensive foul),,85-85,,
10:44.0,Offensive foul by K. Humphries,,85-85,,
10:27.0,,,85-87,2,P. Jones makes 2-pt shot from 4 ft
10:02.0,Offensive charge foul by B. Beal,,85-87,,
10:02.0,Turnover by B. Beal (offensive foul),,85-87,,
10:02.0,,,85-87,,R. Westbrook enters the game for P. Jones
9:53.0,,,85-87,,R. Jackson misses 2-pt shot from 6 ft
9:51.0,Defensive rebound by K. Seraphin,,85-87,,
9:35.0,K. Humphries makes 2-pt shot from 15 ft (assist by B. Beal),2,87-87,,
9:16.0,,,87-90,3,A. Morrow makes 3-pt shot from 25 ft (assist by R. Jackson)
8:53.0,K. Seraphin misses 2-pt shot from 8 ft,,87-90,,
8:52.0,,,87-90,,Defensive rebound by N. Collison
8:47.0,,,87-92,2,R. Westbrook makes 2-pt shot from 15 ft
8:46.0,Washington full timeout,,87-92,,
8:46.0,J. Wall enters the game for B. Beal,,87-92,,
8:32.0,K. Humphries makes 2-pt shot from 19 ft (assist by J. Wall),2,89-92,,
8:15.0,,,89-92,,A. Morrow misses 3-pt shot from 22 ft
8:12.0,Defensive rebound by A. Miller,,89-92,,
8:06.0,K. Seraphin misses 2-pt shot from 1 ft,,89-92,,
8:05.0,,,89-92,,Defensive rebound by N. Collison
7:42.0,,,89-92,,A. Morrow misses 2-pt shot from 10 ft
7:41.0,Defensive rebound by R. Butler,,89-92,,
7:22.0,Turnover by A. Miller (bad pass; steal by R. Jackson),,89-92,,
7:17.0,,,89-92,,R. Westbrook misses 2-pt shot from 13 ft
7:16.0,Defensive rebound by K. Seraphin,,89-92,,
7:02.0,K. Seraphin makes 2-pt shot at rim (assist by K. Humphries),2,91-92,,
7:01.0,,,91-92,,Oklahoma City full timeout
7:01.0,N. Hilario enters the game for K. Seraphin,,91-92,,
7:01.0,,,91-92,,S. Ibaka enters the game for N. Collison
7:01.0,,,91-92,,K. Durant enters the game for A. Morrow
6:50.0,,,91-94,2,K. Perkins makes 2-pt shot at rim (assist by R. Westbrook)
6:28.0,K. Humphries misses 2-pt shot from 17 ft,,91-94,,
6:27.0,Offensive rebound by A. Miller,,91-94,,
6:25.0,A. Miller misses 2-pt shot from 1 ft (block by K. Perkins),,91-94,,
6:25.0,Offensive rebound by Team,,91-94,,
6:19.0,R. Butler misses 2-pt shot from 22 ft,,91-94,,
6:18.0,Offensive rebound by K. Humphries,,91-94,,
6:10.0,J. Wall makes 2-pt shot from 18 ft,2,93-94,,
5:56.0,,,93-94,,Shooting foul by R. Butler (drawn by K. Durant)
5:56.0,,,93-94,,K. Durant misses free throw 1 of 2
5:56.0,,,93-94,,Offensive rebound by Team
5:56.0,,,93-95,1,K. Durant makes free throw 2 of 2
5:40.0,A. Miller makes 2-pt shot from 5 ft (assist by K. Humphries),2,95-95,,
5:26.0,,,95-95,,K. Durant misses 2-pt shot from 15 ft
5:24.0,Defensive rebound by J. Wall,,95-95,,
5:14.0,A. Miller misses 2-pt shot from 6 ft,,95-95,,
5:13.0,,,95-95,,Defensive rebound by K. Durant
5:08.0,Personal foul by N. Hilario (drawn by K. Durant),,95-95,,
4:52.0,,,95-95,,R. Westbrook misses 3-pt shot from 22 ft
4:51.0,Defensive rebound by K. Humphries,,95-95,,
4:43.0,R. Butler misses 3-pt shot from 23 ft,,95-95,,
4:42.0,,,95-95,,Defensive rebound by K. Durant
4:33.0,,,95-98,3,K. Durant makes 3-pt shot from 24 ft
4:05.0,A. Miller misses 2-pt shot from 10 ft,,95-98,,
4:04.0,,,95-98,,Defensive rebound by S. Ibaka
3:58.0,,,95-98,,R. Westbrook misses 2-pt shot from 4 ft
3:56.0,Defensive rebound by A. Miller,,95-98,,
3:47.0,J. Wall misses 3-pt shot from 24 ft,,95-98,,
3:46.0,,,95-98,,Defensive rebound by K. Durant
3:24.0,,,95-100,2,K. Durant makes 2-pt shot from 18 ft
3:23.0,Washington full timeout,,95-100,,
3:23.0,P. Pierce enters the game for R. Butler,,95-100,,
3:23.0,B. Beal enters the game for A. Miller,,95-100,,
3:10.0,J. Wall misses 2-pt shot at rim,,95-100,,
3:10.0,Offensive rebound by Team,,95-100,,
3:10.0,M. Gortat enters the game for K. Humphries,,95-100,,
3:04.0,N. Hilario makes 2-pt shot from 17 ft (assist by J. Wall),2,97-100,,
2:41.0,,,97-102,2,R. Westbrook makes 2-pt shot from 2 ft
2:22.0,Turnover by N. Hilario (bad pass; steal by S. Ibaka),,97-102,,
2:05.0,,,97-102,,S. Ibaka misses 3-pt shot from 22 ft
2:04.0,Defensive rebound by P. Pierce,,97-102,,
1:59.0,B. Beal misses 3-pt shot from 24 ft,,97-102,,
1:58.0,,,97-102,,Defensive rebound by K. Durant
1:42.0,,,97-104,2,K. Durant makes 2-pt shot from 2 ft (assist by R. Westbrook)
1:42.0,,,97-104,,Shooting foul by P. Pierce (drawn by K. Durant)
1:42.0,Official timeout,,97-104,,
1:42.0,R. Butler enters the game for N. Hilario,,97-104,,
1:42.0,,,97-104,,A. Roberson enters the game for K. Perkins
1:42.0,,,97-105,1,K. Durant makes free throw 1 of 1
1:30.0,M. Gortat makes 2-pt shot at rim (assist by J. Wall),2,99-105,,
1:09.0,,,99-105,,K. Durant misses 2-pt shot from 17 ft
1:07.0,Defensive rebound by P. Pierce,,99-105,,
1:02.0,B. Beal makes 3-pt shot from 22 ft (assist by J. Wall),3,102-105,,
1:02.0,,,102-105,,Oklahoma City full timeout
1:02.0,,,102-105,,A. Morrow enters the game for A. Roberson
0:42.0,,,102-105,,R. Westbrook misses 2-pt shot from 10 ft
0:41.0,Defensive rebound by B. Beal,,102-105,,
0:29.0,Turnover by J. Wall (bad pass; steal by R. Westbrook),,102-105,,
