time,Boston,pts.away,score,pts.home,Philadelphia
5:30.0,K. Olynyk makes 2-pt shot from 2 ft (assist by A. Bradley),2,12-13,,
5:16.0,,,12-13,,M. Carter-Williams misses 3-pt shot from 26 ft
5:14.0,Defensive rebound by E. Turner,,12-13,,
5:04.0,K. Olynyk makes 2-pt shot from 19 ft (assist by E. Turner),2,14-13,,
4:45.0,,,14-13,,T. Wroten misses 3-pt shot from 24 ft
4:43.0,,,14-13,,Offensive rebound by N. Noel
4:41.0,,,14-16,3,L. Mbah a Moute makes 3-pt shot from 27 ft (assist by N. Noel)
4:24.0,A. Bradley misses 2-pt shot from 18 ft,,14-16,,
4:22.0,,,14-16,,Defensive rebound by M. Carter-Williams
4:17.0,,,14-18,2,M. Carter-Williams makes 2-pt shot at rim
4:08.0,Turnover by A. Bradley (bad pass; steal by T. Wroten),,14-18,,
4:05.0,,,14-20,2,T. Wroten makes 2-pt shot at rim
3:48.0,K. Olynyk misses 3-pt shot from 26 ft,,14-20,,
3:46.0,Offensive rebound by E. Turner,,14-20,,
3:43.0,Turnover by T. Zeller (step out of bounds),,14-20,,
3:43.0,,,14-20,,B. Davies enters the game for N. Noel
3:43.0,,,14-20,,K. McDaniels enters the game for M. Carter-Williams
3:22.0,,,14-20,,B. Davies misses 2-pt shot from 1 ft
3:17.0,,,14-20,,Offensive rebound by H. Sims
3:17.0,,,14-22,2,H. Sims makes 2-pt shot at rim
3:13.0,Boston full timeout,,14-22,,
3:13.0,M. Thornton enters the game for A. Bradley,,14-22,,
3:13.0,B. Bass enters the game for K. Olynyk,,14-22,,
3:13.0,,,14-22,,R. Covington enters the game for L. Mbah a Moute
3:04.0,J. Green misses 3-pt shot from 26 ft,,14-22,,
3:03.0,,,14-22,,Defensive rebound by B. Davies
2:48.0,,,14-22,,R. Covington misses 3-pt shot from 24 ft
2:46.0,Defensive rebound by B. Bass,,14-22,,
2:30.0,M. Thornton makes 2-pt shot from 6 ft (assist by B. Bass),2,16-22,,
2:15.0,,,16-22,,Shooting foul by T. Zeller (drawn by T. Wroten)
2:15.0,,,16-22,,T. Wroten misses free throw 1 of 2
2:15.0,,,16-22,,Offensive rebound by Team
2:15.0,,,16-22,,D. Gordon enters the game for H. Sims
2:15.0,,,16-23,1,T. Wroten makes free throw 2 of 2
1:54.0,B. Bass makes 2-pt shot from 4 ft (assist by M. Thornton),2,18-23,,
1:32.0,,,18-23,,T. Wroten misses 3-pt shot from 25 ft
1:30.0,Defensive rebound by T. Zeller,,18-23,,
1:20.0,J. Green misses 2-pt shot from 16 ft,,18-23,,
1:19.0,,,18-23,,Defensive rebound by K. McDaniels
1:11.0,,,18-23,,Turnover by K. McDaniels (bad pass; steal by M. Thornton)
1:06.0,Turnover by M. Thornton (bad pass),,18-23,,
1:06.0,J. Sullinger enters the game for J. Green,,18-23,,
1:06.0,R. Rondo enters the game for T. Zeller,,18-23,,
0:58.0,,,18-25,2,T. Wroten makes 2-pt shot from 2 ft
0:50.0,B. Bass makes 2-pt shot from 2 ft (assist by R. Rondo),2,20-25,,
0:50.0,Shooting foul by B. Davies (drawn by B. Bass),,20-25,,
0:50.0,B. Bass misses free throw 1 of 1,,20-25,,
0:50.0,,,20-25,,Defensive rebound by Team
0:50.0,Loose ball foul by J. Sullinger (drawn by D. Gordon),,20-25,,
0:42.0,,,20-27,2,D. Gordon makes 2-pt shot at rim (assist by T. Wroten)
0:28.0,M. Thornton misses 2-pt shot from 3 ft,,20-27,,
0:26.0,Offensive rebound by M. Thornton,,20-27,,
0:16.0,B. Bass makes 2-pt shot at rim (assist by J. Sullinger),2,22-27,,
0:01.0,,,22-27,,T. Wroten misses 2-pt shot from 3 ft
0:00.0,Defensive rebound by R. Rondo,,22-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,22-27,,T. Wroten misses 2-pt shot from 3 ft (block by E. Turner)
11:44.0,,,22-27,,Offensive rebound by D. Gordon
11:40.0,,,22-27,,Turnover by K. McDaniels (bad pass; steal by B. Bass)
11:32.0,Turnover by R. Rondo (bad pass; steal by R. Covington),,22-27,,
11:32.0,Clear path foul by B. Bass,,22-27,,
11:32.0,,,22-28,1,R. Covington makes clear path free throw 1 of 2
11:32.0,,,22-28,,R. Covington misses clear path free throw 2 of 2
11:32.0,,,22-28,,Offensive rebound by Team
11:19.0,,,22-28,,T. Wroten misses 2-pt shot from 4 ft
11:18.0,,,22-28,,Offensive rebound by D. Gordon
11:18.0,,,22-28,,D. Gordon misses 2-pt shot at rim
11:16.0,,,22-28,,Offensive rebound by D. Gordon
11:16.0,,,22-28,,D. Gordon misses 2-pt shot at rim
11:15.0,,,22-28,,Offensive rebound by T. Wroten
11:13.0,,,22-30,2,K. McDaniels makes 2-pt shot from 1 ft (assist by T. Wroten)
10:52.0,B. Bass makes 2-pt shot from 11 ft (assist by E. Turner),2,24-30,,
10:44.0,,,24-30,,B. Davies misses 2-pt shot from 2 ft
10:43.0,Defensive rebound by Team,,24-30,,
10:31.0,E. Turner misses 2-pt shot from 14 ft,,24-30,,
10:29.0,,,24-30,,Defensive rebound by K. McDaniels
10:16.0,,,24-32,2,T. Wroten makes 2-pt shot from 2 ft
10:06.0,,,24-32,,Personal foul by R. Covington (drawn by R. Rondo)
10:06.0,,,24-32,,H. Thompson enters the game for K. McDaniels
10:06.0,J. Green enters the game for E. Turner,,24-32,,
9:51.0,J. Sullinger makes 2-pt shot from 10 ft,2,26-32,,
9:37.0,,,26-35,3,R. Covington makes 3-pt shot from 26 ft (assist by T. Wroten)
9:24.0,M. Thornton misses 3-pt shot from 25 ft,,26-35,,
9:24.0,Offensive rebound by Team,,26-35,,
9:24.0,,,26-35,,Loose ball foul by D. Gordon (drawn by J. Sullinger)
9:24.0,,,26-35,,N. Noel enters the game for D. Gordon
9:14.0,J. Green makes 2-pt shot from 7 ft (assist by R. Rondo),2,28-35,,
9:02.0,,,28-35,,R. Covington misses 2-pt shot from 1 ft
9:01.0,Defensive rebound by J. Green,,28-35,,
8:55.0,R. Rondo makes 2-pt shot from 1 ft,2,30-35,,
8:54.0,,,30-35,,Philadelphia full timeout
8:47.0,,,30-35,,Offensive foul by T. Wroten
8:47.0,,,30-35,,Turnover by T. Wroten (offensive foul)
8:29.0,M. Thornton makes 2-pt shot from 2 ft,2,32-35,,
8:13.0,,,32-35,,Turnover by H. Thompson (lost ball; steal by M. Thornton)
8:11.0,Turnover by R. Rondo (bad pass),,32-35,,
8:11.0,,,32-35,,L. Mbah a Moute enters the game for R. Covington
7:58.0,,,32-37,2,L. Mbah a Moute makes 2-pt shot from 7 ft (assist by N. Noel)
7:43.0,B. Bass misses 2-pt shot from 15 ft,,32-37,,
7:42.0,,,32-37,,Defensive rebound by B. Davies
7:36.0,,,32-39,2,N. Noel makes 2-pt shot at rim (assist by T. Wroten)
7:18.0,Shooting foul by B. Davies (drawn by B. Bass),,32-39,,
7:18.0,B. Bass makes free throw 1 of 2,1,33-39,,
7:18.0,K. Olynyk enters the game for J. Sullinger,,33-39,,
7:18.0,P. Pressey enters the game for R. Rondo,,33-39,,
7:18.0,,,33-39,,H. Sims enters the game for B. Davies
7:18.0,,,33-39,,M. Carter-Williams enters the game for T. Wroten
7:18.0,B. Bass makes free throw 2 of 2,1,34-39,,
7:02.0,,,34-39,,Turnover by M. Carter-Williams (bad pass; steal by M. Thornton)
6:56.0,M. Thornton misses 2-pt shot at rim,,34-39,,
6:54.0,,,34-39,,Defensive rebound by N. Noel
6:41.0,,,34-39,,Turnover by L. Mbah a Moute (bad pass)
6:30.0,M. Thornton makes 3-pt shot from 26 ft (assist by K. Olynyk),3,37-39,,
6:08.0,,,37-39,,M. Carter-Williams misses 2-pt shot from 1 ft
6:06.0,Defensive rebound by J. Green,,37-39,,
5:55.0,J. Green misses 2-pt shot from 2 ft,,37-39,,
5:53.0,Offensive rebound by J. Green,,37-39,,
5:53.0,J. Green misses 2-pt shot from 2 ft,,37-39,,
5:51.0,,,37-39,,Defensive rebound by H. Sims
5:40.0,Personal foul by P. Pressey (drawn by M. Carter-Williams),,37-39,,
5:40.0,Official timeout,,37-39,,
5:28.0,,,37-39,,M. Carter-Williams misses 2-pt shot from 6 ft
5:27.0,,,37-39,,Offensive rebound by Team
5:26.0,,,37-39,,Turnover by Team (shot clock)
5:08.0,M. Thornton misses 3-pt shot from 26 ft,,37-39,,
5:06.0,,,37-39,,Defensive rebound by L. Mbah a Moute
4:54.0,,,37-39,,Turnover by L. Mbah a Moute (bad pass; steal by P. Pressey)
4:50.0,P. Pressey makes 2-pt shot at rim,2,39-39,,
4:34.0,,,39-39,,N. Noel misses 2-pt shot from 7 ft
4:32.0,Defensive rebound by M. Thornton,,39-39,,
4:21.0,B. Bass misses 2-pt shot from 17 ft,,39-39,,
4:20.0,,,39-39,,Defensive rebound by L. Mbah a Moute
4:13.0,,,39-39,,M. Carter-Williams misses 3-pt shot from 25 ft
4:13.0,Defensive rebound by Team,,39-39,,
4:13.0,A. Bradley enters the game for M. Thornton,,39-39,,
3:53.0,B. Bass makes 2-pt shot at rim (assist by K. Olynyk),2,41-39,,
3:34.0,,,41-39,,L. Mbah a Moute misses 3-pt shot from 25 ft
3:33.0,Defensive rebound by K. Olynyk,,41-39,,
3:17.0,K. Olynyk misses 3-pt shot from 25 ft,,41-39,,
3:16.0,,,41-39,,Defensive rebound by H. Thompson
3:07.0,,,41-39,,H. Sims misses 2-pt shot from 16 ft
3:05.0,Defensive rebound by A. Bradley,,41-39,,
2:51.0,Turnover by P. Pressey (lost ball; steal by H. Thompson),,41-39,,
2:47.0,,,41-41,2,M. Carter-Williams makes 2-pt shot at rim (assist by H. Thompson)
2:30.0,Turnover by K. Olynyk (lost ball; steal by N. Noel),,41-41,,
2:24.0,,,41-43,2,L. Mbah a Moute makes 2-pt shot at rim (assist by M. Carter-Williams)
2:22.0,Boston full timeout,,41-43,,
2:22.0,R. Rondo enters the game for P. Pressey,,41-43,,
2:22.0,J. Sullinger enters the game for B. Bass,,41-43,,
2:22.0,,,41-43,,T. Wroten enters the game for H. Thompson
2:17.0,K. Olynyk makes 2-pt shot at rim,2,43-43,,
1:55.0,,,43-43,,Shooting foul by A. Bradley (drawn by T. Wroten)
1:55.0,,,43-43,,T. Wroten misses free throw 1 of 2
1:55.0,,,43-43,,Offensive rebound by Team
1:55.0,,,43-44,1,T. Wroten makes free throw 2 of 2
1:45.0,J. Green makes 2-pt shot from 2 ft (assist by J. Sullinger),2,45-44,,
1:27.0,,,45-44,,T. Wroten misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by J. Sullinger,,45-44,,
1:19.0,,,45-44,,Personal foul by L. Mbah a Moute (drawn by J. Sullinger)
1:02.0,J. Sullinger misses 2-pt shot from 15 ft,,45-44,,
1:01.0,,,45-44,,Defensive rebound by L. Mbah a Moute
0:42.0,,,45-44,,H. Sims misses 2-pt shot from 5 ft
0:40.0,,,45-44,,Offensive rebound by H. Sims
0:40.0,,,45-44,,Shooting foul by K. Olynyk (drawn by H. Sims)
0:40.0,,,45-45,1,H. Sims makes free throw 1 of 2
0:40.0,,,45-46,1,H. Sims makes free throw 2 of 2
0:31.0,J. Sullinger misses 3-pt shot from 25 ft,,45-46,,
0:29.0,,,45-46,,Defensive rebound by N. Noel
0:22.0,,,45-46,,Philadelphia full timeout
0:22.0,,,45-46,,R. Covington enters the game for H. Sims
0:22.0,B. Bass enters the game for J. Sullinger,,45-46,,
0:21.0,,,45-46,,Turnover by R. Covington (bad pass; steal by K. Olynyk)
0:19.0,,,45-46,,Personal foul by R. Covington (drawn by R. Rondo)
0:19.0,R. Rondo makes free throw 1 of 2,1,46-46,,
0:19.0,E. Turner enters the game for K. Olynyk,,46-46,,
0:19.0,R. Rondo misses free throw 2 of 2,,46-46,,
0:18.0,Offensive rebound by R. Rondo,,46-46,,
0:00.0,B. Bass misses 2-pt shot from 3 ft (block by N. Noel),,46-46,,
0:00.0,Offensive rebound by Team,,46-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,46-46,,N. Noel misses 2-pt shot from 17 ft
11:43.0,Defensive rebound by J. Green,,46-46,,
11:28.0,A. Bradley misses 2-pt shot from 17 ft,,46-46,,
11:26.0,,,46-46,,Defensive rebound by N. Noel
11:20.0,,,46-46,,H. Thompson misses 3-pt shot from 25 ft
11:18.0,Defensive rebound by K. Olynyk,,46-46,,
11:12.0,J. Sullinger makes 2-pt shot at rim (assist by R. Rondo),2,48-46,,
11:11.0,,,48-46,,Philadelphia full timeout
10:57.0,,,48-46,,L. Mbah a Moute misses 2-pt shot from 7 ft
10:55.0,Defensive rebound by J. Green,,48-46,,
10:51.0,J. Sullinger makes 2-pt shot from 1 ft (assist by R. Rondo),2,50-46,,
10:51.0,Shooting foul by H. Thompson (drawn by J. Sullinger),,50-46,,
10:51.0,J. Sullinger makes free throw 1 of 1,1,51-46,,
10:40.0,,,51-48,2,N. Noel makes 2-pt shot at rim (assist by H. Sims)
10:15.0,K. Olynyk misses 2-pt shot from 3 ft,,51-48,,
10:13.0,,,51-48,,Defensive rebound by H. Thompson
9:58.0,,,51-48,,Turnover by M. Carter-Williams (bad pass; steal by J. Green)
9:53.0,Shooting foul by L. Mbah a Moute (drawn by R. Rondo),,51-48,,
9:53.0,R. Rondo makes free throw 1 of 2,1,52-48,,
9:53.0,R. Rondo misses free throw 2 of 2,,52-48,,
9:53.0,,,52-48,,Defensive rebound by Team
9:53.0,Loose ball foul by K. Olynyk (drawn by N. Noel),,52-48,,
9:37.0,Personal foul by J. Green (drawn by M. Carter-Williams),,52-48,,
9:27.0,,,52-48,,H. Sims misses 2-pt shot from 7 ft
9:25.0,Defensive rebound by J. Sullinger,,52-48,,
9:16.0,Turnover by K. Olynyk (bad pass),,52-48,,
9:02.0,,,52-50,2,N. Noel makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
8:48.0,,,52-50,,Personal foul by N. Noel (drawn by R. Rondo)
8:35.0,J. Green misses 3-pt shot from 24 ft,,52-50,,
8:33.0,,,52-50,,Defensive rebound by M. Carter-Williams
8:20.0,,,52-52,2,H. Sims makes 2-pt shot from 1 ft
8:10.0,Turnover by R. Rondo (bad pass; steal by N. Noel),,52-52,,
7:58.0,,,52-52,,Shooting foul by K. Olynyk (drawn by H. Thompson)
7:58.0,,,52-53,1,H. Thompson makes free throw 1 of 2
7:58.0,B. Bass enters the game for K. Olynyk,,52-53,,
7:58.0,,,52-54,1,H. Thompson makes free throw 2 of 2
7:43.0,A. Bradley misses 3-pt shot from 22 ft,,52-54,,
7:41.0,Offensive rebound by J. Sullinger,,52-54,,
7:39.0,J. Sullinger makes 2-pt shot at rim,2,54-54,,
7:21.0,,,54-54,,H. Sims misses 2-pt shot from 3 ft
7:20.0,Defensive rebound by J. Sullinger,,54-54,,
7:15.0,J. Green makes 2-pt shot at rim (assist by R. Rondo),2,56-54,,
6:57.0,,,56-54,,H. Thompson misses 2-pt shot from 17 ft
6:56.0,Defensive rebound by J. Sullinger,,56-54,,
6:52.0,A. Bradley misses 2-pt shot at rim,,56-54,,
6:49.0,,,56-54,,Defensive rebound by M. Carter-Williams
6:34.0,,,56-54,,N. Noel misses 2-pt shot from 3 ft
6:32.0,Defensive rebound by R. Rondo,,56-54,,
6:27.0,A. Bradley makes 2-pt shot from 20 ft (assist by R. Rondo),2,58-54,,
6:05.0,,,58-54,,M. Carter-Williams misses 3-pt shot from 24 ft
6:03.0,Defensive rebound by B. Bass,,58-54,,
5:40.0,A. Bradley makes 3-pt shot from 23 ft (assist by J. Sullinger),3,61-54,,
5:31.0,,,61-54,,Philadelphia full timeout
5:31.0,,,61-54,,T. Wroten enters the game for N. Noel
5:31.0,,,61-54,,K. McDaniels enters the game for H. Thompson
5:31.0,,,61-54,,B. Davies enters the game for M. Carter-Williams
5:14.0,,,61-57,3,K. McDaniels makes 3-pt shot from 26 ft (assist by B. Davies)
5:01.0,B. Bass makes 2-pt shot at rim (assist by R. Rondo),2,63-57,,
4:38.0,,,63-57,,T. Wroten misses 2-pt shot from 2 ft
4:36.0,Defensive rebound by J. Sullinger,,63-57,,
4:30.0,B. Bass makes 2-pt shot at rim (assist by R. Rondo),2,65-57,,
4:09.0,,,65-60,3,K. McDaniels makes 3-pt shot from 25 ft (assist by T. Wroten)
3:55.0,,,65-60,,Personal foul by H. Sims (drawn by R. Rondo)
3:55.0,,,65-60,,D. Gordon enters the game for H. Sims
3:50.0,A. Bradley misses 2-pt shot from 14 ft (block by K. McDaniels),,65-60,,
3:48.0,,,65-60,,Defensive rebound by L. Mbah a Moute
3:46.0,,,65-60,,Turnover by T. Wroten (bad pass; steal by R. Rondo)
3:26.0,Turnover by R. Rondo (bad pass; steal by L. Mbah a Moute),,65-60,,
3:10.0,,,65-60,,Shooting foul by J. Green (drawn by T. Wroten)
3:10.0,,,65-61,1,T. Wroten makes free throw 1 of 2
3:10.0,P. Pressey enters the game for J. Green,,65-61,,
3:10.0,E. Turner enters the game for J. Sullinger,,65-61,,
3:10.0,M. Thornton enters the game for A. Bradley,,65-61,,
3:10.0,T. Zeller enters the game for R. Rondo,,65-61,,
3:10.0,,,65-61,,R. Covington enters the game for L. Mbah a Moute
3:10.0,,,65-61,,T. Wroten misses free throw 2 of 2
3:08.0,,,65-61,,Offensive rebound by Team
3:05.0,,,65-61,,B. Davies misses 3-pt shot from 24 ft
3:04.0,Defensive rebound by Team,,65-61,,
2:53.0,Shooting foul by B. Davies (drawn by B. Bass),,65-61,,
2:53.0,Boston full timeout,,65-61,,
2:53.0,B. Bass makes free throw 1 of 2,1,66-61,,
2:53.0,B. Bass makes free throw 2 of 2,1,67-61,,
2:42.0,,,67-61,,T. Wroten misses 2-pt shot from 2 ft (block by T. Zeller)
2:42.0,Defensive rebound by Team,,67-61,,
2:35.0,Turnover by T. Zeller (bad pass; steal by B. Davies),,67-61,,
2:29.0,,,67-63,2,B. Davies makes 2-pt shot at rim (assist by R. Covington)
2:18.0,B. Bass misses 2-pt shot from 9 ft,,67-63,,
2:16.0,Offensive rebound by T. Zeller,,67-63,,
2:15.0,T. Zeller misses 2-pt shot from 3 ft,,67-63,,
2:12.0,,,67-63,,Defensive rebound by D. Gordon
1:58.0,,,67-63,,B. Davies misses 2-pt shot from 1 ft
1:57.0,Defensive rebound by T. Zeller,,67-63,,
1:50.0,P. Pressey misses 2-pt shot from 18 ft,,67-63,,
1:48.0,,,67-63,,Defensive rebound by D. Gordon
1:39.0,,,67-63,,R. Covington misses 3-pt shot from 26 ft
1:37.0,Defensive rebound by E. Turner,,67-63,,
1:31.0,M. Thornton makes 3-pt shot from 24 ft (assist by E. Turner),3,70-63,,
1:03.0,,,70-63,,T. Wroten misses 2-pt shot from 2 ft
1:01.0,Defensive rebound by E. Turner,,70-63,,
0:43.0,Shooting foul by K. McDaniels (drawn by T. Zeller),,70-63,,
0:43.0,,,70-63,,Technical foul by T. Wroten
0:43.0,B. Bass misses technical free throw,,70-63,,
0:43.0,Offensive rebound by Team,,70-63,,
0:43.0,T. Zeller makes free throw 1 of 2,1,71-63,,
0:43.0,T. Zeller misses free throw 2 of 2,,71-63,,
0:42.0,,,71-63,,Defensive rebound by R. Covington
0:27.0,,,71-65,2,T. Wroten makes 2-pt shot from 1 ft
0:07.0,,,71-65,,Def 3 sec tech foul by K. McDaniels
0:07.0,B. Bass makes technical free throw,1,72-65,,
0:07.0,K. Olynyk enters the game for B. Bass,,72-65,,
0:03.0,Shooting foul by B. Davies (drawn by K. Olynyk),,72-65,,
0:03.0,K. Olynyk misses free throw 1 of 2,,72-65,,
0:03.0,Offensive rebound by Team,,72-65,,
0:03.0,B. Bass enters the game for T. Zeller,,72-65,,
0:03.0,,,72-65,,H. Thompson enters the game for B. Davies
0:03.0,K. Olynyk makes free throw 2 of 2,1,73-65,,
0:01.0,,,73-68,3,T. Wroten makes 3-pt shot from 38 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:54.0,E. Turner misses 2-pt shot at rim,,73-68,,
11:53.0,Offensive rebound by Team,,73-68,,
11:47.0,E. Turner misses 2-pt shot from 13 ft,,73-68,,
11:46.0,,,73-68,,Defensive rebound by H. Thompson
11:40.0,,,73-68,,T. Wroten misses 2-pt shot from 2 ft
11:37.0,Defensive rebound by B. Bass,,73-68,,
11:34.0,K. Olynyk makes 2-pt shot at rim (assist by P. Pressey),2,75-68,,
11:16.0,,,75-68,,Offensive foul by D. Gordon
11:16.0,,,75-68,,Turnover by D. Gordon (offensive foul)
11:00.0,P. Pressey makes 2-pt shot from 1 ft (assist by K. Olynyk),2,77-68,,
10:45.0,Personal foul by E. Turner (drawn by H. Thompson),,77-68,,
10:30.0,,,77-68,,H. Thompson misses 2-pt shot from 17 ft
10:29.0,Defensive rebound by P. Pressey,,77-68,,
10:25.0,Shooting foul by H. Thompson (drawn by E. Turner),,77-68,,
10:25.0,E. Turner makes free throw 1 of 2,1,78-68,,
10:25.0,,,78-68,,M. Carter-Williams enters the game for R. Covington
10:25.0,E. Turner makes free throw 2 of 2,1,79-68,,
10:10.0,,,79-70,2,M. Carter-Williams makes 2-pt shot from 7 ft (assist by T. Wroten)
9:56.0,M. Thornton makes 3-pt shot from 25 ft (assist by K. Olynyk),3,82-70,,
9:41.0,Personal foul by E. Turner (drawn by M. Carter-Williams),,82-70,,
9:41.0,,,82-70,,H. Sims enters the game for D. Gordon
9:31.0,,,82-70,,Shooting foul by P. Pressey (drawn by M. Carter-Williams)
9:31.0,,,82-71,1,M. Carter-Williams makes free throw 1 of 2
9:31.0,,,82-72,1,M. Carter-Williams makes free throw 2 of 2
9:13.0,E. Turner misses 2-pt shot from 16 ft,,82-72,,
9:11.0,,,82-72,,Defensive rebound by N. Noel
9:01.0,,,82-75,3,M. Carter-Williams makes 3-pt shot from 25 ft (assist by T. Wroten)
8:44.0,B. Bass makes 2-pt shot from 17 ft (assist by M. Thornton),2,84-75,,
8:24.0,,,84-77,2,N. Noel makes 2-pt shot at rim
8:16.0,Boston full timeout,,84-77,,
8:16.0,J. Sullinger enters the game for E. Turner,,84-77,,
8:16.0,J. Green enters the game for B. Bass,,84-77,,
8:10.0,K. Olynyk misses 2-pt shot from 3 ft,,84-77,,
8:06.0,,,84-77,,Defensive rebound by H. Sims
7:57.0,,,84-77,,M. Carter-Williams misses 2-pt shot from 20 ft
7:55.0,Defensive rebound by J. Green,,84-77,,
7:55.0,,,84-77,,Personal foul by H. Sims (drawn by J. Green)
7:55.0,,,84-77,,L. Mbah a Moute enters the game for T. Wroten
7:43.0,J. Sullinger misses 2-pt shot from 2 ft,,84-77,,
7:41.0,,,84-77,,Defensive rebound by H. Sims
7:31.0,Violation by P. Pressey (kicked ball),,84-77,,
7:31.0,,,84-77,,B. Davies enters the game for H. Sims
7:26.0,,,84-77,,Turnover by B. Davies (bad pass; steal by M. Thornton)
7:20.0,J. Green misses 3-pt shot from 25 ft,,84-77,,
7:19.0,,,84-77,,Defensive rebound by M. Carter-Williams
7:11.0,,,84-77,,M. Carter-Williams misses 2-pt shot from 22 ft
7:09.0,,,84-77,,Offensive rebound by Team
7:09.0,Loose ball foul by K. Olynyk (drawn by B. Davies),,84-77,,
7:09.0,R. Rondo enters the game for P. Pressey,,84-77,,
7:09.0,B. Bass enters the game for K. Olynyk,,84-77,,
6:55.0,,,84-77,,L. Mbah a Moute misses 2-pt shot from 15 ft
6:53.0,Defensive rebound by B. Bass,,84-77,,
6:38.0,Shooting foul by N. Noel (drawn by J. Sullinger),,84-77,,
6:38.0,J. Sullinger misses free throw 1 of 2,,84-77,,
