time,Atlanta,pts.away,score,pts.home,Philadelphia
10:00.0,,,36-20,,Offensive rebound by F. Aldemir
9:53.0,,,36-23,3,H. Thompson makes 3-pt shot from 26 ft (assist by I. Smith)
9:30.0,D. Schroder misses 2-pt shot from 16 ft,,36-23,,
9:28.0,,,36-23,,Defensive rebound by F. Aldemir
9:15.0,,,36-23,,Turnover by T. Robinson (3 sec)
9:01.0,M. Scott makes 2-pt shot from 3 ft (assist by J. Jenkins),2,38-23,,
8:51.0,,,38-25,2,H. Thompson makes 2-pt shot from 20 ft (assist by I. Smith)
8:29.0,S. Mack misses 2-pt shot from 2 ft,,38-25,,
8:28.0,,,38-25,,Defensive rebound by F. Aldemir
8:17.0,,,38-25,,F. Aldemir misses 3-pt shot from 25 ft
8:16.0,,,38-25,,Offensive rebound by J. Sampson
8:10.0,,,38-25,,T. Robinson misses 2-pt shot from 4 ft (block by E. Brand)
8:07.0,Defensive rebound by E. Brand,,38-25,,
8:03.0,Turnover by S. Mack (bad pass; steal by F. Aldemir),,38-25,,
7:46.0,,,38-28,3,I. Smith makes 3-pt shot from 26 ft (assist by F. Aldemir)
7:22.0,D. Schroder misses 3-pt shot from 26 ft,,38-28,,
7:21.0,,,38-28,,Defensive rebound by H. Thompson
7:16.0,,,38-30,2,T. Robinson makes 2-pt shot at rim (assist by I. Smith)
7:16.0,Atlanta full timeout,,38-30,,
7:16.0,,,38-30,,N. Noel enters the game for J. Sampson
7:16.0,A. Horford enters the game for J. Jenkins,,38-30,,
7:16.0,M. Muscala enters the game for M. Scott,,38-30,,
7:16.0,K. Bazemore enters the game for E. Brand,,38-30,,
7:16.0,,,38-30,,R. Covington enters the game for F. Aldemir
7:08.0,Turnover by D. Schroder (step out of bounds),,38-30,,
6:53.0,,,38-30,,Turnover by I. Smith (lost ball)
6:39.0,S. Mack makes 3-pt shot from 26 ft (assist by A. Horford),3,41-30,,
6:28.0,,,41-33,3,H. Thompson makes 3-pt shot from 24 ft (assist by I. Smith)
6:10.0,Turnover by D. Schroder (bad pass; steal by N. Noel),,41-33,,
6:02.0,,,41-35,2,T. Robinson makes 2-pt shot from 1 ft (assist by I. Smith)
5:48.0,D. Schroder makes 2-pt shot from 12 ft,2,43-35,,
5:33.0,,,43-37,2,N. Noel makes 2-pt shot at rim (assist by H. Thompson)
5:18.0,A. Horford misses 2-pt shot from 21 ft,,43-37,,
5:17.0,,,43-37,,Defensive rebound by R. Covington
5:05.0,,,43-37,,I. Smith misses 3-pt shot from 26 ft
5:02.0,Defensive rebound by Team,,43-37,,
5:02.0,J. Teague enters the game for D. Schroder,,43-37,,
5:02.0,,,43-37,,I. Canaan enters the game for I. Smith
5:02.0,,,43-37,,L. Mbah a Moute enters the game for T. Robinson
4:49.0,Shooting foul by I. Canaan (drawn by J. Teague),,43-37,,
4:49.0,J. Teague makes free throw 1 of 2,1,44-37,,
4:49.0,J. Teague makes free throw 2 of 2,1,45-37,,
4:40.0,,,45-37,,Turnover by R. Covington (bad pass; steal by A. Horford)
4:30.0,A. Horford misses 2-pt shot from 21 ft,,45-37,,
4:29.0,,,45-37,,Defensive rebound by R. Covington
4:15.0,,,45-37,,R. Covington misses 3-pt shot from 25 ft
4:14.0,Defensive rebound by M. Muscala,,45-37,,
3:51.0,A. Horford makes 2-pt shot from 7 ft (assist by K. Bazemore),2,47-37,,
3:29.0,,,47-37,,R. Covington misses 2-pt shot from 5 ft
3:28.0,Defensive rebound by S. Mack,,47-37,,
3:23.0,S. Mack misses 3-pt shot from 25 ft,,47-37,,
3:20.0,,,47-37,,Defensive rebound by N. Noel
3:14.0,,,47-40,3,H. Thompson makes 3-pt shot from 23 ft (assist by R. Covington)
2:55.0,J. Teague makes 2-pt shot from 1 ft,2,49-40,,
2:45.0,,,49-40,,Shooting foul by A. Horford (drawn by I. Canaan)
2:45.0,Official timeout,,49-40,,
2:45.0,D. Schroder enters the game for M. Muscala,,49-40,,
2:45.0,M. Scott enters the game for S. Mack,,49-40,,
2:45.0,,,49-40,,I. Canaan misses free throw 1 of 2
2:45.0,,,49-40,,Offensive rebound by Team
2:45.0,,,49-41,1,I. Canaan makes free throw 2 of 2
2:24.0,Turnover by K. Bazemore (lost ball; steal by N. Noel),,49-41,,
2:18.0,,,49-43,2,L. Mbah a Moute makes 2-pt shot from 15 ft (assist by H. Thompson)
2:03.0,J. Teague misses 2-pt shot from 22 ft,,49-43,,
2:01.0,,,49-43,,Defensive rebound by N. Noel
1:48.0,,,49-43,,R. Covington misses 3-pt shot from 24 ft
1:47.0,Defensive rebound by A. Horford,,49-43,,
1:22.0,A. Horford makes 2-pt shot from 11 ft (assist by D. Schroder),2,51-43,,
1:03.0,,,51-43,,L. Mbah a Moute misses 2-pt shot from 2 ft
1:01.0,,,51-43,,Offensive rebound by N. Noel
1:01.0,,,51-43,,N. Noel misses 2-pt shot from 1 ft
1:00.0,Defensive rebound by A. Horford,,51-43,,
0:56.0,Turnover by A. Horford (bad pass),,51-43,,
0:56.0,,,51-43,,Philadelphia full timeout
0:42.0,,,51-45,2,R. Covington makes 2-pt shot at rim (assist by H. Thompson)
0:28.0,A. Horford misses 2-pt shot from 13 ft,,51-45,,
0:26.0,,,51-45,,Defensive rebound by H. Thompson
0:10.0,,,51-47,2,L. Mbah a Moute makes 2-pt shot from 16 ft
0:04.0,Shooting foul by I. Canaan (drawn by J. Teague),,51-47,,
0:04.0,J. Teague makes free throw 1 of 2,1,52-47,,
0:04.0,,,52-47,,I. Smith enters the game for I. Canaan
0:04.0,J. Teague makes free throw 2 of 2,1,53-47,,
0:02.0,Personal foul by J. Teague (drawn by L. Mbah a Moute),,53-47,,
0:01.0,,,53-47,,N. Noel misses 2-pt shot from 15 ft
0:00.0,,,53-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Turnover by K. Bazemore (lost ball; steal by R. Covington),,53-47,,
11:37.0,,,53-47,,Turnover by R. Covington (bad pass; steal by J. Teague)
11:34.0,Turnover by J. Teague (bad pass),,53-47,,
11:14.0,,,53-49,2,L. Mbah a Moute makes 2-pt shot from 17 ft
11:02.0,J. Jenkins misses 3-pt shot from 27 ft,,53-49,,
11:01.0,,,53-49,,Defensive rebound by I. Canaan
10:54.0,,,53-49,,I. Canaan misses 3-pt shot from 27 ft
10:52.0,Defensive rebound by J. Jenkins,,53-49,,
10:37.0,J. Jenkins misses 3-pt shot from 26 ft,,53-49,,
10:35.0,,,53-49,,Defensive rebound by N. Noel
10:27.0,,,53-49,,L. Mbah a Moute misses 3-pt shot from 26 ft
10:25.0,,,53-49,,Offensive rebound by N. Noel
10:05.0,,,53-49,,L. Mbah a Moute misses 2-pt shot from 20 ft
10:04.0,Defensive rebound by M. Muscala,,53-49,,
9:51.0,A. Horford misses 2-pt shot from 7 ft,,53-49,,
9:50.0,,,53-49,,Defensive rebound by N. Noel
9:44.0,,,53-52,3,I. Canaan makes 3-pt shot from 27 ft
9:18.0,A. Horford misses 2-pt shot from 15 ft,,53-52,,
9:16.0,,,53-52,,Defensive rebound by I. Canaan
9:11.0,,,53-55,3,R. Covington makes 3-pt shot from 25 ft (assist by I. Canaan)
9:10.0,Atlanta full timeout,,53-55,,
8:57.0,J. Teague misses 3-pt shot from 25 ft,,53-55,,
8:55.0,,,53-55,,Defensive rebound by N. Noel
8:48.0,,,53-55,,Turnover by N. Noel (traveling)
8:33.0,K. Bazemore misses 3-pt shot from 25 ft,,53-55,,
8:31.0,,,53-55,,Defensive rebound by Team
8:19.0,,,53-55,,R. Covington misses 3-pt shot from 25 ft
8:18.0,,,53-55,,Offensive rebound by Team
8:07.0,,,53-55,,L. Mbah a Moute misses 3-pt shot from 25 ft
8:06.0,Defensive rebound by M. Muscala,,53-55,,
7:51.0,A. Horford misses 2-pt shot from 9 ft,,53-55,,
7:50.0,,,53-55,,Defensive rebound by I. Canaan
7:30.0,,,53-55,,L. Mbah a Moute misses 2-pt shot from 17 ft
7:29.0,Defensive rebound by J. Jenkins,,53-55,,
7:23.0,K. Bazemore makes 2-pt shot from 4 ft,2,55-55,,
7:16.0,,,55-55,,Turnover by I. Canaan (bad pass; steal by A. Horford)
7:10.0,J. Jenkins misses 3-pt shot from 26 ft,,55-55,,
7:08.0,Offensive rebound by M. Muscala,,55-55,,
7:03.0,J. Jenkins makes 3-pt shot from 25 ft (assist by J. Teague),3,58-55,,
7:02.0,,,58-55,,Philadelphia full timeout
6:51.0,Personal block foul by M. Muscala (drawn by L. Mbah a Moute),,58-55,,
6:40.0,,,58-55,,J. Sampson misses 3-pt shot from 23 ft
6:38.0,Defensive rebound by A. Horford,,58-55,,
6:31.0,J. Teague misses 2-pt shot from 4 ft,,58-55,,
6:29.0,,,58-55,,Defensive rebound by I. Canaan
6:25.0,,,58-55,,I. Canaan misses 2-pt shot from 1 ft (block by K. Bazemore)
6:23.0,Defensive rebound by J. Jenkins,,58-55,,
6:14.0,A. Horford misses 2-pt shot from 16 ft,,58-55,,
6:12.0,,,58-55,,Defensive rebound by N. Noel
5:55.0,Personal foul by M. Muscala (drawn by N. Noel),,58-55,,
5:55.0,D. Schroder enters the game for J. Jenkins,,58-55,,
5:55.0,M. Scott enters the game for M. Muscala,,58-55,,
5:55.0,,,58-55,,I. Smith enters the game for J. Sampson
5:55.0,,,58-55,,H. Thompson enters the game for I. Canaan
5:48.0,,,58-58,3,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by I. Smith)
5:28.0,A. Horford misses 2-pt shot from 9 ft,,58-58,,
5:26.0,,,58-58,,Defensive rebound by R. Covington
5:11.0,,,58-58,,Turnover by R. Covington (bad pass; steal by M. Scott)
4:55.0,Turnover by A. Horford (lost ball; steal by I. Smith),,58-58,,
4:42.0,,,58-58,,L. Mbah a Moute misses 3-pt shot from 23 ft
4:40.0,Defensive rebound by K. Bazemore,,58-58,,
4:23.0,K. Bazemore misses 2-pt shot from 6 ft (block by N. Noel),,58-58,,
4:21.0,Offensive rebound by M. Scott,,58-58,,
4:17.0,D. Schroder makes 3-pt shot from 24 ft (assist by A. Horford),3,61-58,,
4:02.0,,,61-58,,Turnover by R. Covington (bad pass)
4:02.0,,,61-58,,F. Aldemir enters the game for N. Noel
4:02.0,S. Mack enters the game for J. Teague,,61-58,,
3:52.0,D. Schroder misses 2-pt shot from 8 ft (block by F. Aldemir),,61-58,,
3:50.0,,,61-58,,Defensive rebound by I. Smith
3:34.0,,,61-58,,Shooting foul by D. Schroder (drawn by I. Smith)
3:34.0,,,61-60,2,I. Smith makes 2-pt shot from 6 ft
3:34.0,E. Brand enters the game for A. Horford,,61-60,,
3:34.0,,,61-60,,T. Robinson enters the game for L. Mbah a Moute
3:34.0,,,61-60,,I. Canaan enters the game for R. Covington
3:34.0,,,61-60,,I. Smith misses free throw 1 of 1
3:33.0,,,61-60,,Offensive rebound by F. Aldemir
3:30.0,,,61-60,,H. Thompson misses 3-pt shot from 25 ft
3:28.0,Defensive rebound by D. Schroder,,61-60,,
3:22.0,K. Bazemore makes 3-pt shot from 23 ft (assist by D. Schroder),3,64-60,,
3:05.0,,,64-63,3,H. Thompson makes 3-pt shot from 24 ft (assist by F. Aldemir)
2:54.0,Shooting foul by I. Canaan (drawn by D. Schroder),,64-63,,
2:54.0,D. Schroder makes free throw 1 of 2,1,65-63,,
2:54.0,D. Schroder misses free throw 2 of 2,,65-63,,
2:52.0,,,65-63,,Defensive rebound by H. Thompson
2:35.0,,,65-65,2,I. Smith makes 2-pt shot from 2 ft (assist by I. Canaan)
2:22.0,M. Scott misses 2-pt shot from 17 ft,,65-65,,
2:21.0,,,65-65,,Defensive rebound by H. Thompson
2:04.0,,,65-68,3,I. Canaan makes 3-pt shot from 24 ft
1:44.0,M. Scott misses 3-pt shot from 24 ft,,65-68,,
1:41.0,,,65-68,,Defensive rebound by H. Thompson
1:37.0,,,65-68,,I. Smith misses 2-pt shot from 7 ft (block by D. Schroder)
1:34.0,,,65-68,,Offensive rebound by T. Robinson
1:34.0,,,65-70,2,T. Robinson makes 2-pt shot from 3 ft
1:17.0,D. Schroder misses 2-pt shot from 1 ft (block by F. Aldemir),,65-70,,
1:17.0,Offensive rebound by Team,,65-70,,
1:17.0,Technical foul by Team,,65-70,,
1:17.0,,,65-70,,I. Canaan misses technical free throw
1:17.0,Offensive rebound by Team,,65-70,,
1:17.0,J. Jenkins enters the game for K. Bazemore,,65-70,,
1:13.0,E. Brand misses 2-pt shot from 10 ft,,65-70,,
1:11.0,,,65-70,,Defensive rebound by T. Robinson
0:49.0,,,65-70,,I. Smith misses 2-pt shot from 11 ft
0:47.0,Defensive rebound by E. Brand,,65-70,,
0:47.0,Turnover by E. Brand (lost ball; steal by T. Robinson),,65-70,,
0:43.0,,,65-72,2,T. Robinson makes 2-pt shot from 4 ft
0:29.0,Shooting foul by T. Robinson (drawn by D. Schroder),,65-72,,
0:29.0,D. Schroder makes free throw 1 of 2,1,66-72,,
0:29.0,D. Schroder makes free throw 2 of 2,1,67-72,,
0:07.0,,,67-72,,I. Smith misses 2-pt shot from 7 ft
0:06.0,Defensive rebound by Team,,67-72,,
0:01.0,D. Schroder makes 2-pt shot from 2 ft,2,69-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,69-72,,Turnover by H. Thompson (bad pass; steal by S. Mack)
11:31.0,S. Mack misses 3-pt shot from 26 ft,,69-72,,
11:29.0,,,69-72,,Defensive rebound by F. Aldemir
11:19.0,,,69-72,,I. Smith misses 3-pt shot from 26 ft
11:17.0,Defensive rebound by E. Brand,,69-72,,
11:08.0,M. Scott makes 3-pt shot from 25 ft (assist by D. Schroder),3,72-72,,
10:53.0,Personal foul by D. Schroder (drawn by I. Smith),,72-72,,
10:46.0,,,72-72,,T. Robinson misses 2-pt shot from 3 ft
10:45.0,Defensive rebound by M. Scott,,72-72,,
10:25.0,S. Mack makes 3-pt shot from 23 ft (assist by D. Schroder),3,75-72,,
10:03.0,,,75-72,,I. Canaan misses 3-pt shot from 25 ft
10:01.0,,,75-72,,Offensive rebound by F. Aldemir
9:52.0,,,75-72,,I. Smith misses 2-pt shot from 1 ft
9:50.0,,,75-72,,Offensive rebound by H. Thompson
9:46.0,,,75-74,2,I. Smith makes 2-pt shot from 4 ft (assist by H. Thompson)
9:22.0,D. Schroder misses 2-pt shot from 5 ft,,75-74,,
9:22.0,,,75-74,,Defensive rebound by Team
9:22.0,,,75-74,,R. Covington enters the game for I. Smith
9:11.0,,,75-74,,Turnover by R. Covington (offensive foul)
9:11.0,,,75-74,,Offensive charge foul by R. Covington
9:11.0,J. Teague enters the game for J. Jenkins,,75-74,,
8:57.0,M. Scott misses 2-pt shot from 21 ft,,75-74,,
8:55.0,Offensive rebound by E. Brand,,75-74,,
8:41.0,E. Brand misses 2-pt shot from 13 ft,,75-74,,
8:39.0,,,75-74,,Defensive rebound by H. Thompson
8:25.0,,,75-76,2,R. Covington makes 2-pt shot from 15 ft (assist by I. Canaan)
8:12.0,J. Teague makes 2-pt shot from 2 ft (assist by M. Scott),2,77-76,,
7:55.0,,,77-76,,I. Canaan misses 3-pt shot from 25 ft
7:55.0,Defensive rebound by Team,,77-76,,
7:55.0,Official timeout,,77-76,,
7:55.0,,,77-76,,J. Sampson enters the game for F. Aldemir
7:55.0,A. Horford enters the game for M. Scott,,77-76,,
7:55.0,K. Bazemore enters the game for D. Schroder,,77-76,,
7:47.0,,,77-76,,Personal foul by J. Sampson (drawn by J. Teague)
7:41.0,,,77-76,,Personal foul by R. Covington (drawn by K. Bazemore)
7:36.0,J. Teague makes 2-pt shot from 14 ft (assist by K. Bazemore),2,79-76,,
7:20.0,,,79-76,,J. Sampson misses 3-pt shot from 26 ft
7:17.0,Defensive rebound by K. Bazemore,,79-76,,
7:12.0,K. Bazemore misses 2-pt shot from 18 ft,,79-76,,
7:10.0,,,79-76,,Defensive rebound by J. Sampson
6:49.0,,,79-79,3,H. Thompson makes 3-pt shot from 25 ft (assist by T. Robinson)
6:35.0,J. Teague misses 3-pt shot from 26 ft,,79-79,,
6:33.0,,,79-79,,Defensive rebound by Team
6:31.0,,,79-79,,N. Noel enters the game for T. Robinson
6:31.0,,,79-79,,L. Mbah a Moute enters the game for J. Sampson
6:21.0,Personal foul by E. Brand (drawn by N. Noel),,79-79,,
6:10.0,,,79-79,,Turnover by L. Mbah a Moute (bad pass)
5:57.0,J. Teague misses 2-pt shot from 5 ft,,79-79,,
5:56.0,,,79-79,,Defensive rebound by N. Noel
5:50.0,,,79-79,,Philadelphia full timeout
5:50.0,D. Schroder enters the game for E. Brand,,79-79,,
5:50.0,M. Scott enters the game for S. Mack,,79-79,,
5:35.0,,,79-81,2,H. Thompson makes 2-pt shot from 1 ft
5:11.0,D. Schroder makes 2-pt shot from 1 ft,2,81-81,,
4:50.0,,,81-81,,I. Canaan misses 2-pt shot from 4 ft
4:48.0,,,81-81,,Offensive rebound by N. Noel
4:48.0,,,81-81,,N. Noel misses 2-pt shot from 1 ft
4:47.0,Defensive rebound by K. Bazemore,,81-81,,
4:43.0,Turnover by J. Teague (bad pass; steal by R. Covington),,81-81,,
4:38.0,,,81-81,,Shooting foul by M. Scott (drawn by N. Noel)
4:38.0,,,81-81,,N. Noel misses free throw 1 of 2
4:38.0,,,81-81,,Offensive rebound by Team
4:38.0,,,81-82,1,N. Noel makes free throw 2 of 2
4:17.0,D. Schroder makes 2-pt shot from 16 ft,2,83-82,,
4:01.0,,,83-82,,Shooting foul by D. Schroder (drawn by I. Canaan)
4:01.0,,,83-83,1,I. Canaan makes free throw 1 of 3
4:01.0,,,83-84,1,I. Canaan makes free throw 2 of 3
4:01.0,,,83-84,,I. Smith enters the game for R. Covington
4:01.0,,,83-85,1,I. Canaan makes free throw 3 of 3
3:49.0,D. Schroder misses 2-pt shot from 16 ft,,83-85,,
3:47.0,,,83-85,,Defensive rebound by I. Smith
3:30.0,,,83-85,,I. Canaan misses 2-pt shot from 18 ft
3:28.0,Defensive rebound by K. Bazemore,,83-85,,
3:20.0,Turnover by J. Teague (lost ball; steal by N. Noel),,83-85,,
3:10.0,,,83-87,2,N. Noel makes 2-pt shot from 1 ft (assist by I. Canaan)
3:10.0,Atlanta full timeout,,83-87,,
2:58.0,,,83-87,,Personal foul by I. Canaan (drawn by D. Schroder)
2:56.0,Turnover by K. Bazemore (lost ball; steal by N. Noel),,83-87,,
2:54.0,Personal foul by D. Schroder (drawn by N. Noel),,83-87,,
2:54.0,,,83-87,,N. Noel misses free throw 1 of 2
2:54.0,,,83-87,,Offensive rebound by Team
