time,New York,pts.away,score,pts.home,Milwaukee
6:42.0,T. Hardaway misses 3-pt shot from 23 ft,,0-12,,
6:41.0,Offensive rebound by J. Smith,,0-12,,
6:39.0,J. Smith misses 2-pt shot at rim,,0-12,,
6:37.0,Offensive rebound by C. Aldrich,,0-12,,
6:36.0,C. Aldrich misses 2-pt shot from 1 ft,,0-12,,
6:34.0,,,0-12,,Defensive rebound by G. Antetokounmpo
6:27.0,,,0-14,2,B. Knight makes 2-pt shot from 2 ft (assist by Z. Pachulia)
6:24.0,New York full timeout,,0-14,,
6:24.0,,,0-14,,E. Ilyasova enters the game for J. O'Bryant
6:11.0,T. Hardaway makes 2-pt shot from 1 ft (assist by C. Aldrich),2,2-14,,
6:11.0,Shooting foul by E. Ilyasova (drawn by T. Hardaway),,2-14,,
6:11.0,Q. Acy enters the game for J. Smith,,2-14,,
6:11.0,T. Hardaway misses free throw 1 of 1,,2-14,,
6:07.0,,,2-14,,Defensive rebound by E. Ilyasova
5:57.0,,,2-14,,K. Middleton misses 2-pt shot from 11 ft
5:56.0,Defensive rebound by C. Aldrich,,2-14,,
5:46.0,Shooting foul by G. Antetokounmpo (drawn by C. Anthony),,2-14,,
5:46.0,C. Anthony makes free throw 1 of 2,1,3-14,,
5:46.0,C. Anthony makes free throw 2 of 2,1,4-14,,
5:33.0,,,4-14,,E. Ilyasova misses 2-pt shot at rim
5:31.0,Defensive rebound by J. Calderon,,4-14,,
5:29.0,Turnover by J. Calderon (lost ball; steal by B. Knight),,4-14,,
5:24.0,,,4-14,,E. Ilyasova misses 2-pt shot from 1 ft
5:23.0,Defensive rebound by C. Aldrich,,4-14,,
5:23.0,,,4-14,,Personal foul by E. Ilyasova (drawn by C. Aldrich)
5:02.0,T. Hardaway makes 3-pt shot from 26 ft (assist by C. Anthony),3,7-14,,
4:49.0,,,7-14,,Turnover by G. Antetokounmpo (bad pass; steal by C. Anthony)
4:45.0,C. Anthony makes 2-pt shot at rim (assist by J. Calderon),2,9-14,,
4:33.0,,,9-16,2,G. Antetokounmpo makes 2-pt shot from 2 ft
4:25.0,Turnover by C. Anthony (bad pass),,9-16,,
4:25.0,,,9-16,,O. Mayo enters the game for G. Antetokounmpo
4:17.0,,,9-16,,Shooting foul by Q. Acy (drawn by E. Ilyasova)
4:17.0,,,9-16,,E. Ilyasova misses free throw 1 of 2
4:17.0,,,9-16,,Offensive rebound by Team
4:17.0,L. Galloway enters the game for J. Calderon,,9-16,,
4:17.0,,,9-16,,E. Ilyasova misses free throw 2 of 2
4:16.0,,,9-16,,Offensive rebound by Team
4:14.0,Loose ball foul by Q. Acy (drawn by Z. Pachulia),,9-16,,
4:09.0,,,9-19,3,O. Mayo makes 3-pt shot from 24 ft (assist by K. Middleton)
3:46.0,C. Aldrich makes 2-pt shot from 1 ft (assist by L. Galloway),2,11-19,,
3:25.0,,,11-19,,K. Middleton misses 2-pt shot from 17 ft
3:24.0,,,11-19,,Offensive rebound by Z. Pachulia
3:15.0,,,11-22,3,O. Mayo makes 3-pt shot from 23 ft (assist by K. Middleton)
2:59.0,C. Anthony misses 2-pt shot from 16 ft,,11-22,,
2:57.0,,,11-22,,Defensive rebound by Z. Pachulia
2:50.0,,,11-22,,Z. Pachulia misses 2-pt shot at rim (block by C. Anthony)
2:48.0,,,11-22,,Offensive rebound by Z. Pachulia
2:46.0,,,11-22,,Z. Pachulia misses 2-pt shot from 1 ft
2:43.0,,,11-22,,Offensive rebound by Z. Pachulia
2:41.0,,,11-22,,Z. Pachulia misses 2-pt shot from 1 ft
2:39.0,,,11-22,,Offensive rebound by Z. Pachulia
2:38.0,,,11-24,2,Z. Pachulia makes 2-pt shot from 1 ft
2:26.0,C. Anthony misses 2-pt shot from 17 ft,,11-24,,
2:24.0,,,11-24,,Defensive rebound by Z. Pachulia
2:18.0,,,11-26,2,B. Knight makes 2-pt shot from 19 ft
2:00.0,Turnover by L. Galloway (bad pass; steal by K. Middleton),,11-26,,
1:55.0,,,11-28,2,O. Mayo makes 2-pt shot from 1 ft (assist by B. Knight)
1:53.0,New York full timeout,,11-28,,
1:53.0,,,11-28,,J. Henson enters the game for Z. Pachulia
1:53.0,L. Amundson enters the game for C. Anthony,,11-28,,
1:53.0,L. Thomas enters the game for C. Aldrich,,11-28,,
1:53.0,P. Prigioni enters the game for Q. Acy,,11-28,,
1:53.0,,,11-28,,J. Dudley enters the game for K. Middleton
1:35.0,L. Galloway misses 3-pt shot from 25 ft,,11-28,,
1:35.0,,,11-28,,Defensive rebound by Team
1:35.0,Loose ball foul by L. Amundson (drawn by J. Henson),,11-28,,
1:35.0,,,11-28,,J. Henson misses free throw 1 of 2
1:35.0,,,11-28,,Offensive rebound by Team
1:35.0,,,11-28,,J. Henson misses free throw 2 of 2
1:33.0,Defensive rebound by L. Amundson,,11-28,,
1:11.0,L. Thomas misses 2-pt shot from 19 ft,,11-28,,
1:10.0,,,11-28,,Defensive rebound by B. Knight
1:01.0,,,11-28,,E. Ilyasova misses 3-pt shot from 24 ft
1:00.0,,,11-28,,Offensive rebound by B. Knight
0:40.0,,,11-28,,J. Henson misses 2-pt shot from 1 ft (block by L. Amundson)
0:38.0,,,11-28,,Offensive rebound by J. Henson
0:38.0,Personal foul by T. Hardaway (drawn by J. Henson),,11-28,,
0:38.0,,,11-29,1,J. Henson makes free throw 1 of 2
0:38.0,,,11-29,,J. Henson misses free throw 2 of 2
0:37.0,,,11-29,,Offensive rebound by J. Dudley
0:34.0,,,11-29,,J. Dudley misses 2-pt shot from 13 ft
0:32.0,Defensive rebound by T. Hardaway,,11-29,,
0:15.0,L. Thomas makes 2-pt shot from 5 ft,2,13-29,,
0:04.0,,,13-29,,Shooting foul by L. Galloway (drawn by B. Knight)
0:04.0,,,13-30,1,B. Knight makes free throw 1 of 2
0:04.0,,,13-30,,J. Bayless enters the game for E. Ilyasova
0:04.0,,,13-31,1,B. Knight makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,13-31,,O. Mayo misses 3-pt shot from 23 ft
11:44.0,Defensive rebound by L. Thomas,,13-31,,
11:22.0,T. Hardaway misses 2-pt shot from 18 ft,,13-31,,
11:20.0,,,13-31,,Defensive rebound by J. Dudley
11:05.0,Shooting block foul by T. Hardaway (drawn by J. Henson),,13-31,,
11:05.0,,,13-32,1,J. Henson makes free throw 1 of 2
11:05.0,,,13-32,,J. Henson misses free throw 2 of 2
11:03.0,Defensive rebound by L. Thomas,,13-32,,
10:39.0,L. Amundson misses 2-pt shot from 7 ft (block by J. Henson),,13-32,,
10:37.0,Offensive rebound by L. Amundson,,13-32,,
10:35.0,Turnover by L. Amundson (lost ball; steal by J. Dudley),,13-32,,
10:30.0,,,13-32,,Shooting foul by T. Hardaway (drawn by O. Mayo)
10:30.0,,,13-33,1,O. Mayo makes free throw 1 of 2
10:30.0,J. Calderon enters the game for T. Hardaway,,13-33,,
10:30.0,,,13-34,1,O. Mayo makes free throw 2 of 2
10:15.0,L. Amundson makes 2-pt shot from 5 ft (assist by J. Calderon),2,15-34,,
9:52.0,,,15-34,,Turnover by J. Henson (offensive goaltending)
9:52.0,T. Wear enters the game for L. Thomas,,15-34,,
9:31.0,Turnover by S. Larkin (bad pass; steal by K. Marshall),,15-34,,
9:17.0,,,15-36,2,O. Mayo makes 2-pt shot from 13 ft
9:06.0,T. Wear misses 2-pt shot from 20 ft,,15-36,,
9:05.0,,,15-36,,Defensive rebound by K. Marshall
9:02.0,,,15-36,,Shooting foul by P. Prigioni (drawn by J. Bayless)
9:02.0,,,15-37,1,J. Bayless makes free throw 1 of 2
9:02.0,C. Anthony enters the game for L. Amundson,,15-37,,
9:02.0,A. Stoudemire enters the game for P. Prigioni,,15-37,,
9:02.0,,,15-38,1,J. Bayless makes free throw 2 of 2
8:42.0,S. Larkin misses 3-pt shot from 27 ft,,15-38,,
8:39.0,Offensive rebound by A. Stoudemire,,15-38,,
8:36.0,Shooting foul by J. Dudley (drawn by C. Anthony),,15-38,,
8:36.0,Official timeout,,15-38,,
8:36.0,C. Anthony makes free throw 1 of 2,1,16-38,,
8:36.0,C. Anthony makes free throw 2 of 2,1,17-38,,
8:25.0,Personal foul by S. Larkin (drawn by K. Marshall),,17-38,,
8:20.0,Technical foul by Team,,17-38,,
8:20.0,,,17-38,,Milwaukee full timeout
8:20.0,,,17-38,,G. Antetokounmpo enters the game for K. Marshall
8:20.0,,,17-39,1,J. Bayless makes technical free throw
8:13.0,,,17-39,,J. Bayless misses 2-pt shot from 3 ft
8:12.0,Defensive rebound by A. Stoudemire,,17-39,,
8:03.0,C. Anthony makes 2-pt shot from 17 ft,2,19-39,,
7:53.0,Personal foul by S. Larkin (drawn by J. Bayless),,19-39,,
7:53.0,,,19-40,1,J. Bayless makes free throw 1 of 2
7:53.0,L. Galloway enters the game for S. Larkin,,19-40,,
7:53.0,,,19-41,1,J. Bayless makes free throw 2 of 2
7:36.0,L. Galloway misses 2-pt shot from 18 ft,,19-41,,
7:36.0,Offensive rebound by Team,,19-41,,
7:36.0,,,19-41,,Loose ball foul by J. Bayless (drawn by C. Anthony)
7:36.0,,,19-41,,Z. Pachulia enters the game for J. Henson
7:29.0,C. Anthony makes 2-pt shot from 21 ft (assist by J. Calderon),2,21-41,,
7:12.0,,,21-43,2,O. Mayo makes 2-pt shot from 18 ft (assist by J. Bayless)
7:01.0,,,21-43,,Personal foul by Z. Pachulia (drawn by A. Stoudemire)
6:55.0,J. Calderon makes 3-pt shot from 25 ft (assist by L. Galloway),3,24-43,,
6:44.0,,,24-45,2,O. Mayo makes 2-pt shot from 17 ft (assist by J. Bayless)
6:25.0,L. Galloway misses 3-pt shot from 26 ft,,24-45,,
6:24.0,,,24-45,,Defensive rebound by O. Mayo
6:05.0,Personal foul by T. Wear (drawn by Z. Pachulia),,24-45,,
6:05.0,,,24-45,,Z. Pachulia misses free throw 1 of 2
6:05.0,,,24-45,,Offensive rebound by Team
6:05.0,,,24-46,1,Z. Pachulia makes free throw 2 of 2
5:50.0,Shooting foul by J. Dudley (drawn by C. Anthony),,24-46,,
5:50.0,C. Anthony misses free throw 1 of 2,,24-46,,
5:50.0,Offensive rebound by Team,,24-46,,
5:50.0,,,24-46,,K. Middleton enters the game for J. Dudley
5:50.0,,,24-46,,B. Knight enters the game for J. Bayless
5:50.0,C. Anthony makes free throw 2 of 2,1,25-46,,
5:38.0,,,25-46,,G. Antetokounmpo misses 2-pt shot from 17 ft
5:37.0,Defensive rebound by L. Galloway,,25-46,,
5:25.0,C. Anthony misses 3-pt shot from 25 ft,,25-46,,
5:24.0,,,25-46,,Defensive rebound by Team
5:05.0,,,25-46,,O. Mayo misses 2-pt shot from 18 ft
5:05.0,Defensive rebound by Team,,25-46,,
4:50.0,Turnover by C. Anthony (step out of bounds),,25-46,,
4:50.0,,,25-46,,J. Bayless enters the game for O. Mayo
4:43.0,Personal block foul by L. Galloway (drawn by B. Knight),,25-46,,
4:43.0,,,25-47,1,B. Knight makes free throw 1 of 2
4:43.0,J. Smith enters the game for A. Stoudemire,,25-47,,
4:43.0,,,25-48,1,B. Knight makes free throw 2 of 2
4:32.0,Turnover by J. Calderon (bad pass; steal by B. Knight),,25-48,,
4:25.0,,,25-48,,K. Middleton misses 2-pt shot from 1 ft
4:23.0,,,25-48,,Offensive rebound by Z. Pachulia
4:23.0,,,25-48,,Z. Pachulia misses 2-pt shot from 1 ft
4:22.0,Defensive rebound by T. Wear,,25-48,,
4:14.0,C. Anthony makes 2-pt shot from 17 ft (assist by J. Calderon),2,27-48,,
4:02.0,Personal foul by T. Wear (drawn by Z. Pachulia),,27-48,,
4:02.0,,,27-49,1,Z. Pachulia makes free throw 1 of 2
4:02.0,L. Thomas enters the game for T. Wear,,27-49,,
4:02.0,,,27-50,1,Z. Pachulia makes free throw 2 of 2
3:44.0,J. Smith misses 2-pt shot from 1 ft,,27-50,,
3:42.0,,,27-50,,Defensive rebound by Z. Pachulia
3:26.0,,,27-50,,G. Antetokounmpo misses 2-pt shot from 1 ft (block by J. Smith)
3:23.0,Defensive rebound by L. Thomas,,27-50,,
3:21.0,Shooting foul by K. Middleton (drawn by C. Anthony),,27-50,,
3:21.0,C. Anthony misses free throw 1 of 2,,27-50,,
3:21.0,Offensive rebound by Team,,27-50,,
3:21.0,C. Anthony makes free throw 2 of 2,1,28-50,,
3:12.0,,,28-52,2,K. Middleton makes 2-pt shot from 1 ft (assist by B. Knight)
2:57.0,J. Smith misses 2-pt shot from 10 ft,,28-52,,
2:56.0,,,28-52,,Defensive rebound by Team
2:56.0,New York full timeout,,28-52,,
2:36.0,,,28-52,,J. Henson enters the game for Z. Pachulia
2:32.0,,,28-52,,J. Henson misses 2-pt shot from 12 ft (block by J. Smith)
2:30.0,Defensive rebound by C. Anthony,,28-52,,
2:21.0,,,28-52,,Shooting block foul by J. Henson (drawn by L. Thomas)
2:21.0,L. Thomas makes free throw 1 of 2,1,29-52,,
2:21.0,L. Thomas makes free throw 2 of 2,1,30-52,,
2:06.0,,,30-54,2,G. Antetokounmpo makes 2-pt shot at rim
1:50.0,,,30-54,,Def 3 sec tech foul by J. Henson
1:50.0,C. Anthony makes technical free throw,1,31-54,,
1:34.0,J. Calderon makes 3-pt shot from 25 ft (assist by L. Thomas),3,34-54,,
1:23.0,Personal foul by C. Anthony (drawn by K. Middleton),,34-54,,
1:23.0,,,34-55,1,K. Middleton makes free throw 1 of 2
1:23.0,,,34-55,,K. Middleton misses free throw 2 of 2
1:21.0,Defensive rebound by J. Smith,,34-55,,
1:12.0,C. Anthony misses 2-pt shot from 14 ft,,34-55,,
1:10.0,,,34-55,,Defensive rebound by J. Henson
1:07.0,Personal block foul by J. Calderon (drawn by K. Middleton),,34-55,,
1:07.0,,,34-55,,K. Middleton misses free throw 1 of 2
1:07.0,,,34-55,,Offensive rebound by Team
1:07.0,,,34-56,1,K. Middleton makes free throw 2 of 2
0:49.0,,,34-56,,Shooting block foul by J. Henson (drawn by L. Thomas)
0:49.0,L. Thomas makes free throw 1 of 2,1,35-56,,
0:49.0,,,35-56,,K. Martin enters the game for J. Henson
0:49.0,L. Thomas misses free throw 2 of 2,,35-56,,
0:48.0,,,35-56,,Defensive rebound by K. Middleton
0:33.0,,,35-56,,Turnover by J. Bayless (bad pass)
0:18.0,C. Anthony makes 2-pt shot from 16 ft (assist by L. Thomas),2,37-56,,
0:00.0,,,37-56,,B. Knight misses 3-pt shot from 24 ft
0:00.0,,,37-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,37-56,,Shooting foul by J. Calderon (drawn by K. Middleton)
11:48.0,,,37-57,1,K. Middleton makes free throw 1 of 2
11:48.0,,,37-58,1,K. Middleton makes free throw 2 of 2
11:33.0,L. Galloway misses 3-pt shot from 24 ft,,37-58,,
11:32.0,,,37-58,,Defensive rebound by Z. Pachulia
11:16.0,,,37-60,2,Z. Pachulia makes 2-pt shot from 15 ft (assist by K. Middleton)
10:53.0,C. Aldrich misses 2-pt shot from 11 ft,,37-60,,
10:51.0,,,37-60,,Defensive rebound by Z. Pachulia
10:39.0,,,37-62,2,B. Knight makes 2-pt shot at rim (assist by Z. Pachulia)
10:39.0,New York full timeout,,37-62,,
10:28.0,J. Calderon makes 2-pt shot from 15 ft (assist by C. Anthony),2,39-62,,
10:08.0,,,39-62,,Turnover by Z. Pachulia (bad pass; steal by C. Anthony)
10:05.0,C. Anthony makes 2-pt shot at rim (assist by L. Galloway),2,41-62,,
9:46.0,,,41-62,,Turnover by J. O'Bryant (bad pass)
9:27.0,Shooting foul by G. Antetokounmpo (drawn by C. Anthony),,41-62,,
9:27.0,C. Anthony makes free throw 1 of 3,1,42-62,,
9:27.0,C. Anthony makes free throw 2 of 3,1,43-62,,
9:27.0,C. Anthony makes free throw 3 of 3,1,44-62,,
9:05.0,,,44-62,,B. Knight misses 2-pt shot from 17 ft
9:05.0,Defensive rebound by Team,,44-62,,
9:05.0,,,44-62,,Loose ball foul by J. O'Bryant (drawn by L. Thomas)
8:44.0,C. Anthony misses 3-pt shot from 25 ft,,44-62,,
8:40.0,,,44-62,,Defensive rebound by G. Antetokounmpo
8:29.0,,,44-62,,Turnover by B. Knight (bad pass; steal by J. Calderon)
8:18.0,,,44-62,,Personal foul by K. Middleton (drawn by C. Anthony)
8:03.0,J. Calderon makes 3-pt shot from 24 ft (assist by L. Galloway),3,47-62,,
7:53.0,,,47-64,2,K. Middleton makes 2-pt shot at rim (assist by Z. Pachulia)
7:33.0,L. Thomas misses 2-pt shot from 18 ft,,47-64,,
7:32.0,,,47-64,,Defensive rebound by Z. Pachulia
7:28.0,Personal foul by J. Calderon (drawn by B. Knight),,47-64,,
7:28.0,,,47-64,,J. Dudley enters the game for J. O'Bryant
7:22.0,,,47-67,3,B. Knight makes 3-pt shot from 25 ft (assist by Z. Pachulia)
7:08.0,Turnover by C. Anthony (bad pass),,47-67,,
7:01.0,,,47-67,,Turnover by B. Knight (bad pass; steal by C. Anthony)
6:53.0,C. Anthony makes 3-pt shot from 26 ft (assist by J. Calderon),3,50-67,,
6:33.0,,,50-67,,B. Knight misses 2-pt shot from 16 ft
6:32.0,Defensive rebound by C. Anthony,,50-67,,
6:23.0,L. Thomas misses 2-pt shot from 6 ft (block by J. Dudley),,50-67,,
6:23.0,,,50-67,,Defensive rebound by J. Dudley
6:23.0,S. Larkin enters the game for L. Galloway,,50-67,,
6:08.0,,,50-67,,K. Middleton misses 3-pt shot from 23 ft
6:08.0,Defensive rebound by Team,,50-67,,
5:52.0,Turnover by C. Anthony (bad pass),,50-67,,
5:41.0,,,50-67,,Turnover by G. Antetokounmpo (lost ball)
5:27.0,Turnover by J. Calderon (bad pass; steal by B. Knight),,50-67,,
5:17.0,,,50-70,3,B. Knight makes 3-pt shot from 25 ft
4:58.0,Offensive foul by C. Anthony,,50-70,,
4:58.0,Turnover by C. Anthony (offensive foul),,50-70,,
4:58.0,T. Hardaway enters the game for J. Calderon,,50-70,,
4:45.0,,,50-70,,Z. Pachulia misses 2-pt shot from 14 ft
4:44.0,,,50-70,,Offensive rebound by J. Dudley
4:39.0,,,50-70,,J. Dudley misses 3-pt shot from 25 ft
4:38.0,Defensive rebound by C. Aldrich,,50-70,,
4:32.0,Turnover by C. Anthony (bad pass; steal by G. Antetokounmpo),,50-70,,
4:25.0,,,50-73,3,K. Middleton makes 3-pt shot from 23 ft (assist by B. Knight)
4:09.0,L. Thomas makes 2-pt shot from 17 ft (assist by T. Hardaway),2,52-73,,
3:54.0,Personal block foul by C. Aldrich (drawn by Z. Pachulia),,52-73,,
3:54.0,J. Smith enters the game for C. Aldrich,,52-73,,
3:54.0,,,52-73,,J. Henson enters the game for Z. Pachulia
3:48.0,,,52-75,2,J. Henson makes 2-pt shot at rim (assist by B. Knight)
3:35.0,Turnover by C. Anthony (bad pass; steal by K. Middleton),,52-75,,
3:31.0,,,52-77,2,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton)
3:31.0,New York full timeout,,52-77,,
3:31.0,L. Galloway enters the game for C. Anthony,,52-77,,
3:31.0,T. Wear enters the game for L. Thomas,,52-77,,
3:15.0,T. Hardaway misses 3-pt shot from 24 ft,,52-77,,
3:14.0,Offensive rebound by T. Wear,,52-77,,
2:55.0,S. Larkin misses 2-pt shot from 14 ft,,52-77,,
2:54.0,,,52-77,,Defensive rebound by J. Dudley
2:45.0,,,52-77,,Turnover by B. Knight (bad pass)
2:19.0,L. Galloway makes 2-pt shot from 10 ft,2,54-77,,
1:53.0,,,54-77,,J. Dudley misses 3-pt shot from 24 ft
1:51.0,Defensive rebound by J. Smith,,54-77,,
1:35.0,T. Wear misses 2-pt shot from 14 ft,,54-77,,
1:34.0,,,54-77,,Defensive rebound by B. Knight
1:22.0,,,54-77,,B. Knight misses 2-pt shot from 18 ft
1:21.0,Defensive rebound by T. Hardaway,,54-77,,
1:14.0,L. Galloway misses 3-pt shot from 23 ft,,54-77,,
1:12.0,,,54-77,,Defensive rebound by B. Knight
0:54.0,,,54-77,,K. Middleton misses 3-pt shot from 24 ft
0:53.0,Defensive rebound by T. Wear,,54-77,,
0:39.0,Shooting foul by G. Antetokounmpo (drawn by T. Wear),,54-77,,
0:39.0,T. Wear makes free throw 1 of 3,1,55-77,,
0:39.0,T. Wear misses free throw 2 of 3,,55-77,,
0:39.0,Offensive rebound by Team,,55-77,,
0:39.0,,,55-77,,J. Bayless enters the game for B. Knight
0:39.0,,,55-77,,O. Mayo enters the game for K. Middleton
0:39.0,T. Wear makes free throw 3 of 3,1,56-77,,
0:24.0,,,56-80,3,O. Mayo makes 3-pt shot from 23 ft (assist by J. Dudley)
0:06.0,Turnover by L. Galloway (bad pass),,56-80,,
0:02.0,Shooting block foul by J. Smith (drawn by G. Antetokounmpo),,56-80,,
0:02.0,,,56-81,1,G. Antetokounmpo makes free throw 1 of 2
0:02.0,,,56-82,1,G. Antetokounmpo makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,S. Larkin misses 2-pt shot from 1 ft,,56-82,,
11:38.0,,,56-82,,Defensive rebound by J. Henson
11:30.0,,,56-82,,Offensive foul by E. Ilyasova
11:30.0,,,56-82,,Turnover by E. Ilyasova (offensive foul)
11:08.0,,,56-82,,Personal block foul by J. Bayless (drawn by S. Larkin)
10:56.0,L. Amundson makes 2-pt shot at rim (assist by T. Hardaway),2,58-82,,
10:35.0,,,58-82,,O. Mayo misses 2-pt shot from 7 ft
10:33.0,Defensive rebound by L. Amundson,,58-82,,
10:29.0,L. Amundson makes 2-pt shot at rim (assist by S. Larkin),2,60-82,,
10:18.0,Personal foul by S. Larkin (drawn by O. Mayo),,60-82,,
10:15.0,,,60-84,2,J. Dudley makes 2-pt shot at rim (assist by J. Henson)
9:58.0,Offensive foul by L. Amundson,,60-84,,
9:58.0,Turnover by L. Amundson (offensive foul),,60-84,,
9:45.0,,,60-84,,Turnover by J. Henson (traveling)
9:31.0,T. Wear makes 2-pt shot from 13 ft (assist by J. Calderon),2,62-84,,
9:26.0,Personal block foul by S. Larkin (drawn by J. Bayless),,62-84,,
9:05.0,,,62-84,,O. Mayo misses 2-pt shot at rim
9:04.0,Defensive rebound by J. Calderon,,62-84,,
8:58.0,T. Wear makes 2-pt shot from 10 ft (assist by J. Calderon),2,64-84,,
8:47.0,,,64-84,,Shooting foul by T. Wear (drawn by E. Ilyasova)
8:47.0,Official timeout,,64-84,,
8:47.0,,,64-85,1,E. Ilyasova makes free throw 1 of 2
8:47.0,,,64-85,,E. Ilyasova misses free throw 2 of 2
8:45.0,Defensive rebound by T. Hardaway,,64-85,,
8:23.0,T. Hardaway misses 3-pt shot from 24 ft,,64-85,,
8:21.0,,,64-85,,Defensive rebound by E. Ilyasova
8:10.0,,,64-85,,E. Ilyasova misses 3-pt shot from 26 ft
8:09.0,Defensive rebound by T. Wear,,64-85,,
7:47.0,T. Wear makes 2-pt shot from 21 ft (assist by J. Calderon),2,66-85,,
7:19.0,,,66-85,,E. Ilyasova misses 3-pt shot from 25 ft
7:17.0,Defensive rebound by T. Hardaway,,66-85,,
7:11.0,T. Hardaway makes 2-pt shot from 19 ft,2,68-85,,
7:02.0,Personal take foul by S. Larkin (drawn by J. Bayless),,68-85,,
7:02.0,L. Galloway enters the game for S. Larkin,,68-85,,
6:51.0,,,68-85,,J. Dudley misses 2-pt shot from 10 ft
6:49.0,Defensive rebound by L. Amundson,,68-85,,
6:43.0,T. Wear misses 2-pt shot from 18 ft,,68-85,,
6:42.0,,,68-85,,Defensive rebound by Team
6:24.0,,,68-85,,E. Ilyasova misses 2-pt shot from 18 ft
6:22.0,Defensive rebound by L. Amundson,,68-85,,
6:17.0,T. Hardaway makes 3-pt shot from 24 ft (assist by J. Calderon),3,71-85,,
6:05.0,,,71-85,,Turnover by J. Bayless (step out of bounds)
6:05.0,,,71-85,,Milwaukee full timeout
6:05.0,,,71-85,,B. Knight enters the game for E. Ilyasova
6:05.0,,,71-85,,K. Middleton enters the game for J. Henson
6:05.0,,,71-85,,Z. Pachulia enters the game for J. Bayless
5:46.0,T. Wear makes 2-pt shot from 16 ft,2,73-85,,
5:24.0,,,73-85,,O. Mayo misses 3-pt shot from 26 ft
5:22.0,Defensive rebound by J. Calderon,,73-85,,
5:06.0,T. Hardaway misses 2-pt shot from 15 ft,,73-85,,
5:04.0,,,73-85,,Defensive rebound by K. Middleton
4:59.0,Shooting block foul by T. Hardaway (drawn by Z. Pachulia),,73-85,,
