time,New Orleans,pts.away,score,pts.home,Minnesota
9:46.0,,,28-26,,Offensive foul by A. Bennett
9:46.0,,,28-26,,Turnover by A. Bennett (offensive foul)
9:46.0,,,28-26,,R. Hummel enters the game for A. Wiggins
9:30.0,D. Cunningham misses 2-pt shot from 20 ft,,28-26,,
9:29.0,,,28-26,,Defensive rebound by N. Pekovic
9:13.0,,,28-26,,R. Hummel misses 2-pt shot from 9 ft
9:12.0,,,28-26,,Offensive rebound by Team
9:04.0,,,28-28,2,N. Pekovic makes 2-pt shot from 1 ft (assist by C. Budinger)
8:47.0,Turnover by A. Ajinca (lost ball),,28-28,,
8:47.0,,,28-28,,Minnesota full timeout
8:47.0,,,28-28,,G. Dieng enters the game for N. Pekovic
8:36.0,,,28-28,,Z. LaVine misses 2-pt shot at rim (block by A. Ajinca)
8:34.0,Defensive rebound by L. Babbitt,,28-28,,
8:20.0,D. Cunningham misses 2-pt shot from 17 ft,,28-28,,
8:18.0,,,28-28,,Defensive rebound by G. Dieng
8:06.0,,,28-30,2,G. Dieng makes 2-pt shot from 4 ft
8:06.0,,,28-30,,Shooting foul by A. Ajinca (drawn by G. Dieng)
8:06.0,O. Asik enters the game for L. Babbitt,,28-30,,
8:06.0,A. Davis enters the game for A. Ajinca,,28-30,,
8:06.0,T. Evans enters the game for D. Cunningham,,28-30,,
8:06.0,,,28-30,,G. Dieng misses free throw 1 of 1
8:06.0,Defensive rebound by A. Davis,,28-30,,
7:44.0,Shooting foul by C. Budinger (drawn by A. Davis),,28-30,,
7:44.0,A. Davis misses free throw 1 of 2,,28-30,,
7:44.0,Offensive rebound by Team,,28-30,,
7:44.0,A. Davis makes free throw 2 of 2,1,29-30,,
7:30.0,,,29-32,2,G. Dieng makes 2-pt shot from 6 ft (assist by Z. LaVine)
7:12.0,T. Evans misses 2-pt shot from 3 ft (block by G. Dieng),,29-32,,
7:11.0,,,29-32,,Defensive rebound by C. Budinger
7:05.0,,,29-32,,C. Budinger misses 2-pt shot at rim (block by A. Davis)
7:03.0,Defensive rebound by N. Wolters,,29-32,,
6:44.0,Turnover by Q. Pondexter (bad pass; steal by C. Budinger),,29-32,,
6:34.0,,,29-32,,A. Bennett misses 2-pt shot from 18 ft
6:34.0,Defensive rebound by T. Evans,,29-32,,
6:29.0,A. Davis makes 2-pt shot at rim (assist by T. Evans),2,31-32,,
6:09.0,,,31-32,,Turnover by C. Budinger (lost ball; steal by T. Evans)
6:05.0,T. Evans makes 2-pt shot at rim,2,33-32,,
6:05.0,,,33-32,,Minnesota full timeout
6:05.0,,,33-32,,A. Wiggins enters the game for C. Budinger
6:05.0,,,33-32,,T. Young enters the game for A. Bennett
6:05.0,E. Gordon enters the game for N. Wolters,,33-32,,
5:44.0,,,33-32,,T. Young misses 2-pt shot from 18 ft
5:42.0,Defensive rebound by O. Asik,,33-32,,
5:37.0,A. Davis makes 2-pt shot from 1 ft (assist by T. Evans),2,35-32,,
5:20.0,,,35-35,3,Z. LaVine makes 3-pt shot from 24 ft (assist by T. Young)
5:04.0,Turnover by A. Davis (lost ball),,35-35,,
5:04.0,,,35-35,,M. Williams enters the game for Z. LaVine
4:40.0,,,35-35,,G. Dieng misses 2-pt shot from 18 ft (block by Q. Pondexter)
4:39.0,,,35-35,,Offensive rebound by G. Dieng
4:39.0,,,35-35,,Turnover by Team (shot clock)
4:30.0,Turnover by T. Evans (bad pass),,35-35,,
4:23.0,,,35-35,,A. Wiggins misses 2-pt shot from 5 ft
4:21.0,,,35-35,,Offensive rebound by G. Dieng
4:12.0,,,35-35,,M. Williams misses 2-pt shot from 5 ft
4:11.0,Defensive rebound by O. Asik,,35-35,,
4:04.0,Turnover by O. Asik (traveling),,35-35,,
3:53.0,,,35-35,,Turnover by A. Wiggins (traveling)
3:42.0,O. Asik makes 2-pt shot at rim (assist by E. Gordon),2,37-35,,
3:24.0,,,37-37,2,A. Wiggins makes 2-pt shot from 7 ft (assist by M. Williams)
3:24.0,,,37-37,,Shooting foul by Q. Pondexter (drawn by A. Wiggins)
3:24.0,D. Cunningham enters the game for Q. Pondexter,,37-37,,
3:24.0,,,37-37,,A. Wiggins misses free throw 1 of 1
3:24.0,Defensive rebound by A. Davis,,37-37,,
3:10.0,A. Davis misses 2-pt shot from 16 ft,,37-37,,
3:08.0,,,37-37,,Defensive rebound by R. Hummel
2:56.0,,,37-37,,M. Williams misses 2-pt shot from 19 ft
2:53.0,Defensive rebound by A. Davis,,37-37,,
2:40.0,D. Cunningham makes 2-pt shot from 20 ft (assist by T. Evans),2,39-37,,
2:23.0,,,39-37,,Shooting foul by E. Gordon (drawn by A. Wiggins)
2:23.0,New Orleans full timeout,,39-37,,
2:23.0,,,39-37,,A. Wiggins misses free throw 1 of 2
2:23.0,,,39-37,,Offensive rebound by Team
2:23.0,,,39-38,1,A. Wiggins makes free throw 2 of 2
2:05.0,T. Evans makes 2-pt shot from 2 ft,2,41-38,,
1:51.0,,,41-40,2,T. Young makes 2-pt shot from 10 ft
1:26.0,T. Evans makes 2-pt shot at rim,2,43-40,,
1:14.0,,,43-40,,T. Young misses 2-pt shot from 2 ft (block by O. Asik)
1:13.0,,,43-40,,Offensive rebound by Team
1:13.0,Q. Pondexter enters the game for E. Gordon,,43-40,,
1:06.0,,,43-42,2,M. Williams makes 2-pt shot from 1 ft (assist by T. Young)
0:50.0,D. Cunningham makes 2-pt shot from 19 ft (assist by T. Evans),2,45-42,,
0:29.0,,,45-44,2,A. Wiggins makes 2-pt shot at rim (assist by G. Dieng)
0:07.0,D. Cunningham misses 2-pt shot from 21 ft,,45-44,,
0:05.0,,,45-44,,Defensive rebound by Team
0:05.0,Loose ball foul by T. Evans (drawn by R. Hummel),,45-44,,
0:05.0,,,45-44,,Minnesota full timeout
0:05.0,,,45-44,,Z. LaVine enters the game for G. Dieng
0:05.0,N. Wolters enters the game for O. Asik,,45-44,,
0:01.0,,,45-44,,M. Williams misses 3-pt shot from 30 ft
0:00.0,,,45-44,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,45-44,,Turnover by M. Williams (bad pass; steal by A. Davis)
11:29.0,Offensive foul by O. Asik,,45-44,,
11:29.0,Turnover by O. Asik (offensive foul),,45-44,,
11:18.0,,,45-44,,G. Dieng misses 2-pt shot from 14 ft
11:17.0,Defensive rebound by A. Davis,,45-44,,
11:02.0,,,45-44,,Personal foul by A. Wiggins (drawn by A. Davis)
10:53.0,A. Davis makes 2-pt shot from 1 ft,2,47-44,,
10:27.0,,,47-44,,T. Young misses 2-pt shot from 2 ft
10:26.0,Defensive rebound by A. Davis,,47-44,,
10:18.0,T. Evans misses 2-pt shot at rim,,47-44,,
10:18.0,,,47-44,,Defensive rebound by Team
9:55.0,,,47-44,,T. Young misses 2-pt shot from 18 ft
9:53.0,Defensive rebound by E. Gordon,,47-44,,
9:44.0,E. Gordon makes 2-pt shot from 16 ft,2,49-44,,
9:23.0,,,49-46,2,A. Wiggins makes 2-pt shot at rim (assist by T. Young)
9:05.0,E. Gordon makes 2-pt shot from 3 ft,2,51-46,,
8:46.0,,,51-46,,Turnover by G. Dieng (traveling)
8:37.0,A. Davis misses 2-pt shot from 19 ft,,51-46,,
8:36.0,,,51-46,,Defensive rebound by M. Williams
8:30.0,,,51-46,,Shooting foul by E. Gordon (drawn by M. Williams)
8:30.0,,,51-47,1,M. Williams makes free throw 1 of 2
8:30.0,,,51-48,1,M. Williams makes free throw 2 of 2
8:16.0,D. Cunningham makes 2-pt shot from 17 ft (assist by E. Gordon),2,53-48,,
7:59.0,,,53-50,2,G. Dieng makes 2-pt shot from 14 ft (assist by M. Williams)
7:34.0,T. Evans misses 2-pt shot from 19 ft,,53-50,,
7:32.0,,,53-50,,Defensive rebound by G. Dieng
7:26.0,,,53-50,,A. Wiggins misses 3-pt shot from 24 ft
7:23.0,Defensive rebound by T. Evans,,53-50,,
7:19.0,D. Cunningham makes 2-pt shot at rim (assist by T. Evans),2,55-50,,
7:19.0,,,55-50,,Minnesota full timeout
7:19.0,A. Ajinca enters the game for O. Asik,,55-50,,
7:07.0,,,55-52,2,G. Dieng makes 2-pt shot at rim (assist by M. Williams)
6:47.0,,,55-52,,Personal foul by M. Williams (drawn by E. Gordon)
6:38.0,T. Evans misses 2-pt shot from 2 ft,,55-52,,
6:37.0,Offensive rebound by Team,,55-52,,
6:37.0,,,55-52,,Loose ball foul by R. Hummel (drawn by A. Ajinca)
6:28.0,E. Gordon misses 2-pt shot from 2 ft,,55-52,,
6:27.0,Offensive rebound by Team,,55-52,,
6:15.0,A. Davis misses 2-pt shot from 9 ft,,55-52,,
6:14.0,,,55-52,,Defensive rebound by G. Dieng
5:57.0,,,55-52,,T. Young misses 2-pt shot from 1 ft (block by A. Ajinca)
5:55.0,Defensive rebound by T. Evans,,55-52,,
5:50.0,D. Cunningham misses 2-pt shot from 19 ft,,55-52,,
5:47.0,,,55-52,,Defensive rebound by Team
5:35.0,,,55-52,,Turnover by M. Williams (bad pass; steal by D. Cunningham)
5:27.0,A. Davis misses 2-pt shot at rim,,55-52,,
5:26.0,,,55-52,,Defensive rebound by A. Wiggins
5:21.0,,,55-52,,Turnover by A. Wiggins (offensive foul)
5:21.0,,,55-52,,Offensive charge foul by A. Wiggins
5:21.0,,,55-52,,N. Pekovic enters the game for G. Dieng
5:04.0,E. Gordon makes 2-pt shot from 21 ft,2,57-52,,
4:48.0,,,57-54,2,R. Hummel makes 2-pt shot from 20 ft (assist by T. Young)
4:33.0,T. Evans misses 2-pt shot from 8 ft (block by A. Wiggins),,57-54,,
4:33.0,Offensive rebound by Team,,57-54,,
4:29.0,D. Cunningham makes 2-pt shot at rim (assist by E. Gordon),2,59-54,,
4:08.0,,,59-54,,N. Pekovic misses 2-pt shot from 7 ft
4:07.0,Defensive rebound by A. Ajinca,,59-54,,
4:01.0,T. Evans misses 2-pt shot from 6 ft,,59-54,,
4:00.0,Offensive rebound by Team,,59-54,,
4:00.0,,,59-54,,Loose ball foul by N. Pekovic (drawn by A. Davis)
4:00.0,Q. Pondexter enters the game for T. Evans,,59-54,,
3:51.0,A. Ajinca misses 2-pt shot at rim (block by N. Pekovic),,59-54,,
3:50.0,,,59-54,,Defensive rebound by N. Pekovic
3:48.0,Personal foul by A. Ajinca (drawn by M. Williams),,59-54,,
3:48.0,,,59-54,,C. Budinger enters the game for A. Wiggins
3:48.0,O. Asik enters the game for A. Ajinca,,59-54,,
3:34.0,,,59-54,,M. Williams misses 2-pt shot from 19 ft
3:31.0,,,59-54,,Offensive rebound by N. Pekovic
3:26.0,,,59-56,2,R. Hummel makes 2-pt shot from 22 ft (assist by M. Williams)
3:00.0,A. Davis misses 2-pt shot from 18 ft,,59-56,,
2:58.0,Offensive rebound by D. Cunningham,,59-56,,
2:54.0,E. Gordon makes 3-pt shot from 24 ft (assist by D. Cunningham),3,62-56,,
2:37.0,,,62-56,,Turnover by T. Young (bad pass; steal by D. Cunningham)
2:32.0,,,62-56,,Personal foul by T. Young (drawn by A. Davis)
2:32.0,New Orleans full timeout,,62-56,,
2:32.0,A. Davis makes free throw 1 of 2,1,63-56,,
2:32.0,A. Davis makes free throw 2 of 2,1,64-56,,
2:24.0,,,64-56,,Offensive foul by N. Pekovic
2:24.0,,,64-56,,Turnover by N. Pekovic (offensive foul)
2:10.0,A. Davis makes 2-pt shot at rim,2,66-56,,
1:52.0,,,66-56,,N. Pekovic misses 2-pt shot from 5 ft
1:51.0,Defensive rebound by A. Davis,,66-56,,
1:42.0,E. Gordon misses 2-pt shot at rim (block by N. Pekovic),,66-56,,
1:41.0,,,66-56,,Defensive rebound by R. Hummel
1:37.0,,,66-56,,T. Young misses 2-pt shot from 1 ft (block by D. Cunningham)
1:34.0,Defensive rebound by D. Cunningham,,66-56,,
1:33.0,Turnover by D. Cunningham (step out of bounds),,66-56,,
1:25.0,,,66-58,2,C. Budinger makes 2-pt shot from 16 ft
1:06.0,A. Davis misses 2-pt shot from 6 ft,,66-58,,
1:05.0,,,66-58,,Defensive rebound by R. Hummel
1:00.0,,,66-58,,Shooting foul by E. Gordon (drawn by M. Williams)
1:00.0,,,66-59,1,M. Williams makes free throw 1 of 3
1:00.0,,,66-60,1,M. Williams makes free throw 2 of 3
1:00.0,N. Wolters enters the game for E. Gordon,,66-60,,
1:00.0,,,66-61,1,M. Williams makes free throw 3 of 3
0:49.0,Shooting foul by M. Williams (drawn by N. Wolters),,66-61,,
0:49.0,N. Wolters makes free throw 1 of 2,1,67-61,,
0:49.0,,,67-61,,Z. LaVine enters the game for M. Williams
0:49.0,N. Wolters misses free throw 2 of 2,,67-61,,
0:49.0,,,67-61,,Defensive rebound by N. Pekovic
0:38.0,,,67-61,,Z. LaVine misses 2-pt shot from 18 ft
0:36.0,,,67-61,,Offensive rebound by R. Hummel
0:23.0,,,67-63,2,T. Young makes 2-pt shot at rim (assist by C. Budinger)
0:02.0,N. Wolters makes 2-pt shot from 1 ft,2,69-63,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,A. Davis misses 2-pt shot from 16 ft,,69-63,,
11:44.0,,,69-63,,Defensive rebound by N. Pekovic
11:32.0,Personal foul by O. Asik (drawn by N. Pekovic),,69-63,,
11:21.0,,,69-63,,G. Dieng misses 2-pt shot from 11 ft
11:20.0,Defensive rebound by Q. Pondexter,,69-63,,
11:10.0,Turnover by Q. Pondexter (bad pass; steal by R. Hummel),,69-63,,
10:49.0,,,69-63,,Shooting foul by O. Asik (drawn by N. Pekovic)
10:49.0,,,69-63,,N. Pekovic misses free throw 1 of 2
10:49.0,,,69-63,,Offensive rebound by Team
10:49.0,,,69-64,1,N. Pekovic makes free throw 2 of 2
10:32.0,N. Wolters makes 2-pt shot from 10 ft,2,71-64,,
10:06.0,,,71-64,,R. Hummel misses 2-pt shot from 9 ft
10:05.0,Defensive rebound by A. Davis,,71-64,,
9:58.0,N. Wolters misses 2-pt shot from 19 ft,,71-64,,
9:57.0,,,71-64,,Defensive rebound by G. Dieng
9:47.0,,,71-64,,Z. LaVine misses 2-pt shot from 1 ft
9:46.0,,,71-64,,Offensive rebound by N. Pekovic
9:46.0,,,71-64,,N. Pekovic misses 2-pt shot from 2 ft
9:44.0,Defensive rebound by A. Davis,,71-64,,
9:34.0,A. Davis misses 2-pt shot from 18 ft,,71-64,,
9:32.0,Offensive rebound by D. Cunningham,,71-64,,
9:23.0,Turnover by N. Wolters (bad pass; steal by R. Hummel),,71-64,,
9:19.0,,,71-66,2,C. Budinger makes 2-pt shot at rim (assist by Z. LaVine)
9:18.0,New Orleans full timeout,,71-66,,
9:18.0,,,71-66,,A. Wiggins enters the game for R. Hummel
9:18.0,A. Ajinca enters the game for A. Davis,,71-66,,
9:00.0,O. Asik misses 2-pt shot from 1 ft,,71-66,,
8:59.0,,,71-66,,Defensive rebound by G. Dieng
8:46.0,,,71-66,,G. Dieng misses 2-pt shot at rim (block by A. Ajinca)
8:45.0,,,71-66,,Offensive rebound by Team
8:45.0,T. Evans enters the game for D. Cunningham,,71-66,,
8:43.0,,,71-66,,A. Wiggins misses 2-pt shot from 15 ft
8:40.0,Defensive rebound by Team,,71-66,,
8:29.0,N. Wolters misses 2-pt shot from 6 ft,,71-66,,
8:27.0,Offensive rebound by A. Ajinca,,71-66,,
8:27.0,A. Ajinca misses 2-pt shot from 2 ft,,71-66,,
8:26.0,,,71-66,,Defensive rebound by G. Dieng
8:22.0,,,71-68,2,C. Budinger makes 2-pt shot at rim (assist by Z. LaVine)
7:58.0,T. Evans misses 2-pt shot from 14 ft,,71-68,,
7:56.0,Offensive rebound by N. Wolters,,71-68,,
7:51.0,T. Evans makes 2-pt shot from 1 ft (assist by Q. Pondexter),2,73-68,,
7:37.0,,,73-70,2,C. Budinger makes 2-pt shot from 7 ft (assist by Z. LaVine)
7:24.0,T. Evans makes 3-pt shot from 24 ft,3,76-70,,
7:10.0,,,76-70,,A. Wiggins misses 2-pt shot from 2 ft (block by A. Ajinca)
7:08.0,Defensive rebound by O. Asik,,76-70,,
7:05.0,Q. Pondexter makes 2-pt shot at rim (assist by T. Evans),2,78-70,,
7:05.0,,,78-70,,Minnesota full timeout
7:05.0,,,78-70,,M. Williams enters the game for Z. LaVine
7:05.0,A. Davis enters the game for A. Ajinca,,78-70,,
7:05.0,E. Gordon enters the game for N. Wolters,,78-70,,
6:49.0,,,78-70,,Shooting foul by O. Asik (drawn by N. Pekovic)
6:49.0,,,78-71,1,N. Pekovic makes free throw 1 of 2
6:49.0,,,78-72,1,N. Pekovic makes free throw 2 of 2
6:37.0,Turnover by T. Evans (discontinued dribble),,78-72,,
6:22.0,,,78-74,2,N. Pekovic makes 2-pt shot at rim
6:02.0,A. Davis misses 2-pt shot from 19 ft,,78-74,,
6:00.0,,,78-74,,Defensive rebound by M. Williams
5:43.0,,,78-74,,C. Budinger misses 3-pt shot from 24 ft
5:40.0,Defensive rebound by A. Davis,,78-74,,
5:20.0,A. Davis makes 2-pt shot from 6 ft,2,80-74,,
4:57.0,,,80-74,,Shooting foul by A. Davis (drawn by G. Dieng)
4:57.0,,,80-75,1,G. Dieng makes free throw 1 of 2
4:57.0,D. Cunningham enters the game for O. Asik,,80-75,,
4:57.0,,,80-75,,T. Young enters the game for N. Pekovic
4:57.0,,,80-76,1,G. Dieng makes free throw 2 of 2
4:35.0,A. Davis misses 2-pt shot from 17 ft,,80-76,,
4:34.0,Offensive rebound by Q. Pondexter,,80-76,,
4:33.0,Q. Pondexter makes 2-pt shot at rim,2,82-76,,
4:17.0,,,82-78,2,T. Young makes 2-pt shot from 1 ft (assist by M. Williams)
4:00.0,D. Cunningham makes 2-pt shot from 18 ft (assist by T. Evans),2,84-78,,
3:35.0,,,84-78,,Turnover by G. Dieng (lost ball; steal by T. Evans)
3:30.0,T. Evans makes 2-pt shot at rim,2,86-78,,
3:30.0,,,86-78,,Minnesota full timeout
3:14.0,,,86-78,,A. Wiggins misses 2-pt shot from 5 ft
3:13.0,Defensive rebound by E. Gordon,,86-78,,
2:59.0,A. Davis misses 2-pt shot from 6 ft,,86-78,,
2:58.0,,,86-78,,Defensive rebound by C. Budinger
2:51.0,,,86-80,2,A. Wiggins makes 2-pt shot at rim (assist by M. Williams)
2:33.0,T. Evans misses 2-pt shot from 1 ft,,86-80,,
2:32.0,,,86-80,,Defensive rebound by G. Dieng
2:21.0,,,86-80,,M. Williams misses 2-pt shot from 3 ft
2:20.0,,,86-80,,Offensive rebound by G. Dieng
2:18.0,,,86-80,,Turnover by G. Dieng (lost ball; steal by E. Gordon)
2:15.0,Shooting foul by T. Young (drawn by T. Evans),,86-80,,
2:15.0,T. Evans misses free throw 1 of 2,,86-80,,
2:15.0,Offensive rebound by Team,,86-80,,
2:15.0,,,86-80,,N. Pekovic enters the game for C. Budinger
2:15.0,O. Asik enters the game for Q. Pondexter,,86-80,,
2:15.0,T. Evans misses free throw 2 of 2,,86-80,,
2:14.0,,,86-80,,Defensive rebound by G. Dieng
1:54.0,,,86-80,,T. Young misses 2-pt shot from 12 ft
1:52.0,,,86-80,,Offensive rebound by Team
1:45.0,,,86-80,,Offensive foul by N. Pekovic
1:45.0,,,86-80,,Turnover by N. Pekovic (offensive foul)
1:33.0,A. Davis makes 2-pt shot at rim (assist by E. Gordon),2,88-80,,
1:33.0,,,88-80,,Minnesota full timeout
1:26.0,,,88-82,2,A. Wiggins makes 2-pt shot at rim
1:09.0,A. Davis makes 2-pt shot from 17 ft (assist by E. Gordon),2,90-82,,
1:04.0,,,90-82,,M. Williams misses 2-pt shot from 15 ft
1:02.0,Defensive rebound by A. Davis,,90-82,,
0:48.0,O. Asik misses 2-pt shot from 2 ft,,90-82,,
0:46.0,,,90-82,,Defensive rebound by Team
0:46.0,,,90-82,,Minnesota full timeout
0:46.0,,,90-82,,C. Budinger enters the game for G. Dieng
0:44.0,,,90-84,2,N. Pekovic makes 2-pt shot at rim (assist by M. Williams)
0:44.0,New Orleans full timeout,,90-84,,
0:44.0,,,90-84,,G. Dieng enters the game for N. Pekovic
0:44.0,Q. Pondexter enters the game for O. Asik,,90-84,,
0:29.0,,,90-84,,Personal take foul by A. Wiggins (drawn by T. Evans)
0:28.0,,,90-84,,Personal take foul by C. Budinger (drawn by E. Gordon)
0:28.0,E. Gordon makes free throw 1 of 2,1,91-84,,
0:28.0,E. Gordon makes free throw 2 of 2,1,92-84,,
0:16.0,,,92-84,,G. Dieng misses 2-pt shot from 4 ft
0:14.0,Jump ball: T. Evans vs. A. Wiggins (M. Williams gains possession),,,,Jump ball: T. Evans vs. A. Wiggins (M. Williams gains possession)
