time,Minnesota,pts.away,score,pts.home,Atlanta
1:54.0,,,40-53,,Shooting foul by R. Hummel (drawn by J. Teague)
1:54.0,,,40-53,,J. Teague misses free throw 1 of 2
1:54.0,,,40-53,,Offensive rebound by Team
1:54.0,,,40-53,,A. Horford enters the game for P. Millsap
1:54.0,,,40-53,,K. Korver enters the game for K. Bazemore
1:54.0,,,40-54,1,J. Teague makes free throw 2 of 2
1:40.0,G. Dieng makes 2-pt shot from 15 ft,2,42-54,,
1:27.0,,,42-57,3,K. Korver makes 3-pt shot from 23 ft (assist by A. Horford)
1:13.0,M. Williams misses 2-pt shot from 20 ft,,42-57,,
1:12.0,Offensive rebound by A. Wiggins,,42-57,,
1:12.0,Turnover by R. Hummel (offensive goaltending),,42-57,,
1:02.0,,,42-57,,Shooting foul by R. Hummel (drawn by A. Horford)
1:02.0,,,42-58,1,A. Horford makes free throw 1 of 2
1:02.0,,,42-59,1,A. Horford makes free throw 2 of 2
0:54.0,A. Wiggins misses 2-pt shot from 3 ft,,42-59,,
0:52.0,Offensive rebound by G. Dieng,,42-59,,
0:49.0,M. Williams makes 3-pt shot from 22 ft (assist by G. Dieng),3,45-59,,
0:36.0,,,45-59,,J. Teague misses 2-pt shot at rim
0:34.0,Defensive rebound by G. Dieng,,45-59,,
0:15.0,G. Dieng misses 2-pt shot from 5 ft,,45-59,,
0:13.0,Offensive rebound by M. Williams,,45-59,,
0:12.0,M. Williams misses 2-pt shot at rim,,45-59,,
0:12.0,Offensive rebound by A. Wiggins,,45-59,,
0:12.0,Shooting foul by K. Korver (drawn by A. Wiggins),,45-59,,
0:12.0,A. Wiggins makes free throw 1 of 2,1,46-59,,
0:12.0,A. Bennett enters the game for G. Dieng,,46-59,,
0:12.0,T. Daniels enters the game for M. Williams,,46-59,,
0:12.0,A. Wiggins makes free throw 2 of 2,1,47-59,,
0:02.0,Personal take foul by A. Bennett (drawn by J. Teague),,47-59,,
0:02.0,,,47-60,1,J. Teague makes free throw 1 of 2
0:02.0,,,47-60,,K. Bazemore enters the game for K. Korver
0:02.0,,,47-60,,T. Sefolosha enters the game for P. Antic
0:02.0,,,47-61,1,J. Teague makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,47-63,2,A. Horford makes 2-pt shot at rim (assist by D. Carroll)
11:27.0,Turnover by M. Williams (bad pass; steal by A. Horford),,47-63,,
11:09.0,,,47-63,,P. Millsap misses 3-pt shot from 24 ft
11:08.0,Defensive rebound by M. Williams,,47-63,,
11:00.0,,,47-63,,Personal foul by J. Teague (drawn by G. Dieng)
10:48.0,M. Williams misses 3-pt shot from 24 ft,,47-63,,
10:47.0,Offensive rebound by N. Pekovic,,47-63,,
10:46.0,N. Pekovic makes 2-pt shot at rim,2,49-63,,
10:27.0,,,49-63,,A. Horford misses 2-pt shot from 18 ft
10:25.0,Defensive rebound by A. Wiggins,,49-63,,
10:15.0,T. Young makes 2-pt shot from 3 ft,2,51-63,,
10:03.0,,,51-63,,Turnover by K. Korver (bad pass; steal by T. Young)
9:57.0,A. Wiggins makes 2-pt shot at rim (assist by T. Young),2,53-63,,
9:41.0,,,53-63,,Turnover by K. Korver (offensive foul)
9:41.0,,,53-63,,Offensive foul by K. Korver
9:28.0,Shooting foul by K. Korver (drawn by T. Young),,53-63,,
9:28.0,T. Young makes free throw 1 of 2,1,54-63,,
9:28.0,T. Young makes free throw 2 of 2,1,55-63,,
9:20.0,,,55-66,3,K. Korver makes 3-pt shot from 25 ft (assist by P. Millsap)
9:07.0,Turnover by M. Williams (bad pass; steal by K. Korver),,55-66,,
9:00.0,,,55-66,,D. Carroll misses 3-pt shot from 25 ft
8:58.0,Defensive rebound by G. Dieng,,55-66,,
8:45.0,Turnover by G. Dieng (bad pass),,55-66,,
8:41.0,,,55-68,2,P. Millsap makes 2-pt shot from 2 ft (assist by J. Teague)
8:21.0,M. Williams makes 2-pt shot from 20 ft,2,57-68,,
8:08.0,,,57-70,2,D. Carroll makes 2-pt shot from 1 ft (assist by J. Teague)
7:47.0,Shooting foul by D. Carroll (drawn by T. Young),,57-70,,
7:47.0,T. Young makes free throw 1 of 2,1,58-70,,
7:47.0,T. Young makes free throw 2 of 2,1,59-70,,
7:36.0,Personal foul by N. Pekovic (drawn by A. Horford),,59-70,,
7:29.0,,,59-70,,P. Millsap misses 2-pt shot from 6 ft (block by G. Dieng)
7:29.0,Defensive rebound by Team,,59-70,,
7:08.0,T. Young makes 2-pt shot from 1 ft,2,61-70,,
6:54.0,,,61-72,2,P. Millsap makes 2-pt shot from 1 ft (assist by J. Teague)
6:37.0,A. Wiggins misses 2-pt shot from 20 ft,,61-72,,
6:35.0,,,61-72,,Defensive rebound by P. Millsap
6:35.0,Personal foul by G. Dieng (drawn by P. Millsap),,61-72,,
6:35.0,,,61-72,,T. Sefolosha enters the game for K. Korver
6:35.0,R. Hummel enters the game for G. Dieng,,61-72,,
6:17.0,,,61-72,,T. Sefolosha misses 2-pt shot from 20 ft
6:15.0,Defensive rebound by M. Williams,,61-72,,
6:05.0,Turnover by A. Wiggins (bad pass; steal by P. Millsap),,61-72,,
5:56.0,,,61-74,2,A. Horford makes 2-pt shot from 4 ft
5:56.0,,,61-74,,Shooting foul by T. Young (drawn by A. Horford)
5:56.0,,,61-74,,Atlanta full timeout
5:56.0,,,61-74,,P. Antic enters the game for P. Millsap
5:56.0,,,61-75,1,A. Horford makes free throw 1 of 1
5:36.0,R. Hummel misses 2-pt shot from 20 ft,,61-75,,
5:35.0,,,61-75,,Defensive rebound by A. Horford
5:20.0,,,61-75,,J. Teague misses 3-pt shot from 24 ft
5:19.0,Defensive rebound by T. Young,,61-75,,
5:10.0,N. Pekovic misses 2-pt shot from 6 ft,,61-75,,
5:08.0,,,61-75,,Defensive rebound by D. Carroll
4:55.0,,,61-75,,P. Antic misses 2-pt shot from 14 ft
4:52.0,Defensive rebound by M. Williams,,61-75,,
4:47.0,M. Williams makes 3-pt shot from 25 ft,3,64-75,,
4:22.0,,,64-77,2,D. Carroll makes 2-pt shot from 7 ft
4:03.0,A. Wiggins misses 2-pt shot from 3 ft,,64-77,,
4:01.0,,,64-77,,Defensive rebound by P. Antic
3:58.0,,,64-77,,Offensive charge foul by D. Carroll
3:58.0,,,64-77,,Turnover by D. Carroll (offensive foul)
3:58.0,G. Robinson enters the game for A. Wiggins,,64-77,,
3:58.0,,,64-77,,P. Millsap enters the game for A. Horford
3:45.0,M. Williams makes 3-pt shot from 25 ft,3,67-77,,
3:27.0,,,67-77,,D. Carroll misses 3-pt shot from 23 ft
3:27.0,,,67-77,,Offensive rebound by Team
3:27.0,Loose ball foul by T. Young (drawn by P. Antic),,67-77,,
3:19.0,,,67-77,,Turnover by J. Teague (bad pass; steal by M. Williams)
3:12.0,G. Robinson makes 2-pt shot at rim (assist by M. Williams),2,69-77,,
3:06.0,,,69-77,,D. Schroder enters the game for J. Teague
2:55.0,,,69-77,,P. Millsap misses 3-pt shot from 24 ft
2:53.0,,,69-77,,Offensive rebound by D. Carroll
2:49.0,,,69-79,2,D. Carroll makes 2-pt shot from 8 ft
2:29.0,N. Pekovic makes 2-pt shot from 3 ft (assist by T. Young),2,71-79,,
2:14.0,,,71-79,,P. Antic misses 3-pt shot from 25 ft
2:12.0,,,71-79,,Offensive rebound by T. Sefolosha
2:12.0,,,71-79,,T. Sefolosha misses 2-pt shot at rim
2:12.0,,,71-79,,Offensive rebound by P. Millsap
2:12.0,Personal foul by T. Young (drawn by P. Millsap),,71-79,,
2:12.0,Minnesota full timeout,,71-79,,
2:12.0,,,71-80,1,P. Millsap makes free throw 1 of 2
2:12.0,,,71-81,1,P. Millsap makes free throw 2 of 2
1:50.0,M. Williams misses 3-pt shot from 24 ft,,71-81,,
1:48.0,,,71-81,,Defensive rebound by P. Antic
1:42.0,,,71-81,,Offensive charge foul by P. Millsap
1:42.0,,,71-81,,Turnover by P. Millsap (offensive foul)
1:42.0,T. Daniels enters the game for M. Williams,,71-81,,
1:23.0,T. Young makes 2-pt shot from 1 ft,2,73-81,,
1:08.0,,,73-83,2,D. Schroder makes 2-pt shot from 1 ft
0:47.0,Shooting foul by P. Antic (drawn by N. Pekovic),,73-83,,
0:47.0,,,73-83,,Violation by Team (delay of game)
0:47.0,N. Pekovic makes free throw 1 of 2,1,74-83,,
0:47.0,,,74-83,,K. Korver enters the game for D. Carroll
0:47.0,N. Pekovic makes free throw 2 of 2,1,75-83,,
0:36.0,,,75-85,2,D. Schroder makes 2-pt shot from 1 ft
0:36.0,,,75-85,,Shooting foul by N. Pekovic (drawn by D. Schroder)
0:36.0,,,75-86,1,D. Schroder makes free throw 1 of 1
0:21.0,R. Hummel makes 2-pt shot from 1 ft (assist by T. Young),2,77-86,,
0:02.0,,,77-86,,D. Schroder misses 2-pt shot from 17 ft
0:00.0,,,77-86,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Turnover by T. Daniels (bad pass),,77-86,,
11:33.0,,,77-88,2,P. Antic makes 2-pt shot at rim (assist by D. Schroder)
11:04.0,Turnover by Team (shot clock),,77-88,,
11:04.0,Z. LaVine enters the game for T. Daniels,,77-88,,
10:55.0,,,77-88,,K. Korver misses 3-pt shot from 24 ft
10:54.0,,,77-88,,Offensive rebound by T. Sefolosha
10:44.0,,,77-90,2,P. Antic makes 2-pt shot at rim (assist by T. Sefolosha)
10:44.0,Minnesota full timeout,,77-90,,
10:44.0,C. Budinger enters the game for N. Pekovic,,77-90,,
10:44.0,G. Dieng enters the game for G. Robinson,,77-90,,
10:35.0,Turnover by Z. LaVine (bad pass; steal by P. Millsap),,77-90,,
10:30.0,,,77-92,2,T. Sefolosha makes 2-pt shot from 1 ft (assist by P. Millsap)
10:11.0,T. Young makes 2-pt shot from 1 ft,2,79-92,,
9:49.0,,,79-92,,D. Schroder misses 2-pt shot from 9 ft
9:48.0,Defensive rebound by G. Dieng,,79-92,,
9:28.0,T. Young makes 2-pt shot at rim (assist by A. Wiggins),2,81-92,,
9:08.0,,,81-94,2,P. Millsap makes 2-pt shot from 16 ft
8:45.0,T. Young makes 2-pt shot from 3 ft (assist by Z. LaVine),2,83-94,,
8:20.0,,,83-94,,P. Antic misses 3-pt shot from 25 ft
8:18.0,Defensive rebound by C. Budinger,,83-94,,
8:00.0,C. Budinger makes 3-pt shot from 24 ft (assist by G. Dieng),3,86-94,,
7:40.0,,,86-96,2,P. Millsap makes 2-pt shot from 8 ft (assist by D. Schroder)
7:11.0,Turnover by A. Wiggins (lost ball),,86-96,,
7:11.0,,,86-96,,M. Scott enters the game for P. Millsap
7:11.0,,,86-96,,K. Bazemore enters the game for K. Korver
7:11.0,,,86-96,,A. Horford enters the game for P. Antic
6:49.0,,,86-96,,Shooting foul by A. Wiggins (drawn by T. Sefolosha)
6:49.0,,,86-96,,T. Sefolosha misses free throw 1 of 2
6:49.0,,,86-96,,Offensive rebound by Team
6:49.0,,,86-96,,J. Teague enters the game for D. Schroder
6:49.0,M. Williams enters the game for Z. LaVine,,86-96,,
6:49.0,Minnesota full timeout,,86-96,,
6:49.0,N. Pekovic enters the game for T. Young,,86-96,,
6:49.0,,,86-96,,T. Sefolosha misses free throw 2 of 2
6:48.0,Defensive rebound by C. Budinger,,86-96,,
6:32.0,M. Williams makes 2-pt shot from 15 ft (assist by G. Dieng),2,88-96,,
6:12.0,,,88-98,2,A. Horford makes 2-pt shot from 17 ft (assist by J. Teague)
5:52.0,N. Pekovic makes 2-pt shot from 1 ft (assist by C. Budinger),2,90-98,,
5:31.0,,,90-98,,M. Scott misses 3-pt shot from 25 ft
5:30.0,Defensive rebound by A. Wiggins,,90-98,,
5:17.0,A. Wiggins makes 2-pt shot from 4 ft (assist by M. Williams),2,92-98,,
5:04.0,,,92-100,2,J. Teague makes 2-pt shot from 7 ft
4:39.0,N. Pekovic misses 2-pt shot from 1 ft,,92-100,,
4:38.0,,,92-100,,Defensive rebound by K. Bazemore
4:33.0,,,92-102,2,K. Bazemore makes 2-pt shot from 1 ft
4:09.0,Turnover by C. Budinger (lost ball),,92-102,,
4:09.0,,,92-102,,D. Carroll enters the game for T. Sefolosha
3:49.0,,,92-102,,Turnover by A. Horford (traveling)
3:49.0,T. Young enters the game for G. Dieng,,92-102,,
3:29.0,T. Young makes 2-pt shot from 10 ft (assist by C. Budinger),2,94-102,,
3:25.0,Personal foul by M. Williams (drawn by J. Teague),,94-102,,
3:25.0,,,94-102,,K. Korver enters the game for M. Scott
3:25.0,,,94-102,,P. Millsap enters the game for K. Bazemore
3:13.0,,,94-102,,K. Korver misses 3-pt shot from 27 ft
3:12.0,Defensive rebound by M. Williams,,94-102,,
3:06.0,,,94-102,,Personal foul by J. Teague (drawn by M. Williams)
3:02.0,M. Williams misses 3-pt shot from 24 ft,,94-102,,
3:01.0,Offensive rebound by T. Young,,94-102,,
3:00.0,T. Young makes 2-pt shot at rim,2,96-102,,
2:39.0,,,96-105,3,D. Carroll makes 3-pt shot from 22 ft (assist by J. Teague)
2:21.0,T. Young misses 2-pt shot from 7 ft,,96-105,,
2:19.0,,,96-105,,Defensive rebound by K. Korver
2:08.0,,,96-108,3,K. Korver makes 3-pt shot from 22 ft (assist by P. Millsap)
2:08.0,Minnesota full timeout,,96-108,,
1:50.0,A. Wiggins makes 2-pt shot at rim (assist by C. Budinger),2,98-108,,
1:41.0,,,98-110,2,J. Teague makes 2-pt shot from 2 ft
1:28.0,Shooting foul by A. Horford (drawn by A. Wiggins),,98-110,,
1:28.0,A. Wiggins misses free throw 1 of 2,,98-110,,
1:28.0,Offensive rebound by Team,,98-110,,
1:28.0,A. Wiggins misses free throw 2 of 2,,98-110,,
1:25.0,,,98-110,,Defensive rebound by D. Carroll
1:03.0,,,98-112,2,A. Horford makes 2-pt shot from 18 ft (assist by J. Teague)
0:56.0,,,98-112,,Personal foul by A. Horford (drawn by N. Pekovic)
0:56.0,N. Pekovic makes free throw 1 of 2,1,99-112,,
0:56.0,N. Pekovic makes free throw 2 of 2,1,100-112,,
0:37.0,,,100-112,,J. Teague misses 2-pt shot from 17 ft
0:36.0,,,100-112,,Offensive rebound by D. Carroll
0:35.0,,,100-112,,D. Carroll misses 2-pt shot at rim
0:33.0,,,100-112,,Offensive rebound by A. Horford
0:16.0,,,100-112,,J. Teague misses 2-pt shot from 2 ft
0:13.0,,,100-112,,Offensive rebound by D. Carroll
0:00.0,End of 4th quarter,,,,End of 4th quarter
