time,Charlotte,pts.away,score,pts.home,Toronto
2:25.0,,,17-20,,P. Patterson misses 3-pt shot from 25 ft
2:25.0,Defensive rebound by Team,,17-20,,
2:25.0,,,17-20,,Loose ball foul by A. Johnson (drawn by N. Vonleh)
2:13.0,N. Vonleh misses 2-pt shot from 1 ft,,17-20,,
2:12.0,,,17-20,,Defensive rebound by P. Patterson
1:56.0,,,17-20,,T. Ross misses 3-pt shot from 25 ft
1:55.0,,,17-20,,Offensive rebound by A. Johnson
1:46.0,,,17-23,3,G. Vasquez makes 3-pt shot from 25 ft (assist by A. Johnson)
1:26.0,T. Daniels makes 3-pt shot from 26 ft,3,20-23,,
1:10.0,,,20-23,,G. Vasquez misses 3-pt shot from 25 ft
1:09.0,Defensive rebound by B. Biyombo,,20-23,,
0:54.0,K. Walker misses 2-pt shot from 17 ft,,20-23,,
0:53.0,,,20-23,,Defensive rebound by G. Vasquez
0:30.0,,,20-25,2,T. Ross makes 2-pt shot from 9 ft (assist by D. DeRozan)
0:07.0,Turnover by N. Vonleh (lost ball; steal by G. Vasquez),,20-25,,
0:00.0,,,20-25,,T. Ross misses 3-pt shot from 25 ft
0:00.0,,,20-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,20-25,,A. Johnson misses 2-pt shot from 3 ft (block by N. Vonleh)
11:44.0,Defensive rebound by J. Maxiell,,20-25,,
11:23.0,T. Daniels misses 2-pt shot from 6 ft,,20-25,,
11:22.0,Offensive rebound by N. Vonleh,,20-25,,
11:22.0,Shooting foul by J. Johnson (drawn by N. Vonleh),,20-25,,
11:22.0,N. Vonleh makes free throw 1 of 2,1,21-25,,
11:22.0,N. Vonleh makes free throw 2 of 2,1,22-25,,
11:13.0,,,22-28,3,K. Lowry makes 3-pt shot from 25 ft (assist by G. Vasquez)
10:47.0,J. Taylor makes 2-pt shot from 16 ft (assist by B. Roberts),2,24-28,,
10:35.0,,,24-28,,Shooting foul by B. Roberts (drawn by K. Lowry)
10:35.0,,,24-29,1,K. Lowry makes free throw 1 of 2
10:35.0,,,24-30,1,K. Lowry makes free throw 2 of 2
10:24.0,Turnover by T. Daniels (lost ball; steal by K. Lowry),,24-30,,
10:09.0,,,24-33,3,P. Patterson makes 3-pt shot from 26 ft (assist by K. Lowry)
10:03.0,Charlotte full timeout,,24-33,,
9:43.0,,,24-33,,Shooting block foul by J. Johnson (drawn by J. Taylor)
9:43.0,J. Taylor makes free throw 1 of 2,1,25-33,,
9:43.0,J. Taylor makes free throw 2 of 2,1,26-33,,
9:33.0,,,26-36,3,K. Lowry makes 3-pt shot from 26 ft (assist by G. Vasquez)
9:12.0,J. Taylor misses 2-pt shot from 16 ft,,26-36,,
9:11.0,Offensive rebound by N. Vonleh,,26-36,,
9:05.0,J. Taylor misses 3-pt shot from 23 ft,,26-36,,
9:03.0,Offensive rebound by N. Vonleh,,26-36,,
9:01.0,N. Vonleh makes 2-pt shot at rim,2,28-36,,
8:52.0,,,28-36,,G. Vasquez misses 2-pt shot from 11 ft
8:51.0,Defensive rebound by T. Daniels,,28-36,,
8:44.0,,,28-36,,Personal foul by A. Johnson (drawn by J. Maxiell)
8:34.0,T. Daniels misses 3-pt shot from 27 ft,,28-36,,
8:33.0,,,28-36,,Defensive rebound by Team
8:20.0,,,28-36,,A. Johnson misses 2-pt shot from 5 ft
8:19.0,Defensive rebound by J. Taylor,,28-36,,
8:11.0,B. Roberts misses 3-pt shot from 29 ft,,28-36,,
8:10.0,,,28-36,,Defensive rebound by K. Lowry
8:06.0,,,28-36,,Turnover by K. Lowry (bad pass; steal by B. Roberts)
7:55.0,T. Daniels makes 3-pt shot from 26 ft (assist by B. Roberts),3,31-36,,
7:39.0,,,31-36,,J. Johnson misses 2-pt shot from 2 ft
7:38.0,Defensive rebound by J. Taylor,,31-36,,
7:37.0,G. Henderson enters the game for J. Taylor,,31-36,,
7:27.0,T. Daniels makes 3-pt shot from 26 ft (assist by B. Roberts),3,34-36,,
7:11.0,,,34-36,,Shooting foul by B. Roberts (drawn by K. Lowry)
7:11.0,,,34-37,1,K. Lowry makes free throw 1 of 2
7:11.0,,,34-38,1,K. Lowry makes free throw 2 of 2
6:58.0,Shooting foul by G. Vasquez (drawn by T. Daniels),,34-38,,
6:58.0,T. Daniels makes free throw 1 of 2,1,35-38,,
6:58.0,,,35-38,,D. DeRozan enters the game for G. Vasquez
6:58.0,T. Daniels makes free throw 2 of 2,1,36-38,,
6:49.0,,,36-38,,P. Patterson misses 3-pt shot from 25 ft
6:48.0,Defensive rebound by J. Maxiell,,36-38,,
6:33.0,N. Vonleh makes 2-pt shot from 3 ft (assist by T. Daniels),2,38-38,,
6:12.0,,,38-38,,Turnover by J. Johnson (bad pass; steal by B. Roberts)
6:06.0,B. Roberts misses 3-pt shot from 25 ft,,38-38,,
6:05.0,,,38-38,,Defensive rebound by A. Johnson
5:59.0,,,38-38,,Turnover by J. Johnson (lost ball; steal by B. Roberts)
5:53.0,T. Daniels misses 3-pt shot from 25 ft (block by J. Johnson),,38-38,,
5:50.0,Offensive rebound by T. Daniels,,38-38,,
5:50.0,Official timeout,,38-38,,
5:50.0,,,38-38,,T. Ross enters the game for A. Johnson
5:50.0,,,38-38,,J. Valanciunas enters the game for J. Johnson
5:50.0,M. Williams enters the game for N. Vonleh,,38-38,,
5:50.0,K. Walker enters the game for B. Roberts,,38-38,,
5:37.0,G. Henderson makes 2-pt shot from 6 ft,2,40-38,,
5:15.0,,,40-38,,D. DeRozan misses 2-pt shot from 19 ft
5:14.0,Defensive rebound by K. Walker,,40-38,,
4:56.0,Turnover by K. Walker (bad pass; steal by K. Lowry),,40-38,,
4:47.0,,,40-41,3,T. Ross makes 3-pt shot from 26 ft (assist by K. Lowry)
4:31.0,K. Walker misses 2-pt shot from 20 ft,,40-41,,
4:30.0,,,40-41,,Defensive rebound by J. Valanciunas
4:19.0,Personal foul by T. Daniels (drawn by D. DeRozan),,40-41,,
4:19.0,B. Biyombo enters the game for J. Maxiell,,40-41,,
4:13.0,,,40-41,,T. Ross misses 3-pt shot from 25 ft
4:12.0,Defensive rebound by G. Henderson,,40-41,,
4:03.0,Turnover by K. Walker (bad pass; steal by K. Lowry),,40-41,,
3:57.0,,,40-44,3,K. Lowry makes 3-pt shot from 25 ft
3:36.0,M. Williams misses 2-pt shot from 5 ft,,40-44,,
3:35.0,,,40-44,,Defensive rebound by J. Valanciunas
3:24.0,,,40-46,2,J. Valanciunas makes 2-pt shot from 5 ft (assist by D. DeRozan)
3:16.0,Charlotte full timeout,,40-46,,
3:16.0,,,40-46,,T. Hansbrough enters the game for P. Patterson
3:01.0,T. Daniels misses 3-pt shot from 25 ft,,40-46,,
3:00.0,,,40-46,,Defensive rebound by J. Valanciunas
2:48.0,Personal foul by G. Henderson (drawn by D. DeRozan),,40-46,,
2:48.0,,,40-46,,Toronto full timeout
2:48.0,,,40-46,,G. Vasquez enters the game for K. Lowry
2:40.0,,,40-48,2,J. Valanciunas makes 2-pt shot from 11 ft (assist by G. Vasquez)
2:18.0,G. Henderson makes 2-pt shot from 2 ft,2,42-48,,
2:02.0,,,42-51,3,G. Vasquez makes 3-pt shot from 23 ft (assist by T. Ross)
1:47.0,K. Walker misses 2-pt shot from 14 ft,,42-51,,
1:46.0,,,42-51,,Defensive rebound by Team
1:46.0,Jump ball: B. Biyombo vs. J. Valanciunas (G. Vasquez gains possession),,,,Jump ball: B. Biyombo vs. J. Valanciunas (G. Vasquez gains possession)
1:32.0,,,42-51,,Turnover by D. DeRozan (bad pass; steal by K. Walker)
1:25.0,K. Walker makes 2-pt shot from 4 ft,2,44-51,,
1:05.0,,,44-51,,T. Ross misses 3-pt shot from 23 ft
1:04.0,Defensive rebound by K. Walker,,44-51,,
0:52.0,Turnover by B. Biyombo (3 sec),,44-51,,
0:37.0,,,44-53,2,D. DeRozan makes 2-pt shot from 2 ft (assist by G. Vasquez)
0:16.0,K. Walker misses 2-pt shot from 17 ft,,44-53,,
0:15.0,,,44-53,,Defensive rebound by T. Hansbrough
0:00.0,,,44-55,2,D. DeRozan makes 2-pt shot from 20 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,44-55,,D. DeRozan misses 2-pt shot from 18 ft
11:44.0,Defensive rebound by G. Henderson,,44-55,,
11:38.0,G. Henderson makes 2-pt shot from 20 ft,2,46-55,,
11:16.0,Personal foul by B. Biyombo (drawn by J. Valanciunas),,46-55,,
11:04.0,,,46-57,2,K. Lowry makes 2-pt shot from 22 ft (assist by T. Ross)
10:35.0,Offensive charge foul by B. Biyombo,,46-57,,
10:35.0,Turnover by B. Biyombo (offensive foul),,46-57,,
10:21.0,,,46-57,,D. DeRozan misses 3-pt shot from 23 ft
10:20.0,Defensive rebound by B. Biyombo,,46-57,,
10:13.0,K. Walker misses 2-pt shot from 2 ft,,46-57,,
10:12.0,,,46-57,,Defensive rebound by Team
10:05.0,,,46-57,,K. Lowry misses 3-pt shot from 25 ft
10:04.0,Defensive rebound by K. Walker,,46-57,,
9:43.0,K. Walker misses 3-pt shot from 29 ft,,46-57,,
9:42.0,,,46-57,,Defensive rebound by T. Ross
9:18.0,,,46-57,,J. Valanciunas misses 2-pt shot from 6 ft
9:17.0,Defensive rebound by M. Williams,,46-57,,
9:03.0,M. Williams misses 2-pt shot from 18 ft,,46-57,,
9:02.0,,,46-57,,Defensive rebound by D. DeRozan
8:45.0,,,46-59,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry)
8:31.0,G. Henderson makes 3-pt shot from 26 ft (assist by K. Walker),3,49-59,,
8:09.0,,,49-61,2,J. Valanciunas makes 2-pt shot from 9 ft
7:53.0,B. Biyombo misses 2-pt shot from 4 ft,,49-61,,
7:52.0,,,49-61,,Defensive rebound by T. Ross
7:46.0,,,49-61,,Turnover by K. Lowry (bad pass; steal by K. Walker)
7:27.0,G. Henderson misses 2-pt shot from 19 ft,,49-61,,
7:27.0,Offensive rebound by Team,,49-61,,
7:27.0,,,49-61,,Loose ball foul by T. Hansbrough (drawn by B. Biyombo)
7:16.0,G. Henderson makes 2-pt shot from 12 ft,2,51-61,,
6:53.0,,,51-63,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by D. DeRozan)
6:52.0,Charlotte full timeout,,51-63,,
6:28.0,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker),3,54-63,,
6:08.0,,,54-65,2,T. Hansbrough makes 2-pt shot from 4 ft (assist by D. DeRozan)
5:43.0,Shooting foul by T. Hansbrough (drawn by K. Walker),,54-65,,
5:43.0,K. Walker makes free throw 1 of 2,1,55-65,,
5:43.0,K. Walker makes free throw 2 of 2,1,56-65,,
5:28.0,,,56-68,3,T. Ross makes 3-pt shot from 23 ft (assist by D. DeRozan)
5:07.0,K. Walker makes 2-pt shot from 15 ft,2,58-68,,
4:53.0,,,58-70,2,J. Valanciunas makes 2-pt shot from 19 ft (assist by T. Hansbrough)
4:28.0,Turnover by K. Walker (bad pass; steal by T. Hansbrough),,58-70,,
4:16.0,,,58-70,,Turnover by D. DeRozan (bad pass; steal by K. Walker)
4:11.0,G. Henderson makes 2-pt shot at rim (assist by K. Walker),2,60-70,,
3:43.0,,,60-72,2,J. Valanciunas makes 2-pt shot from 11 ft (assist by K. Lowry)
3:21.0,Turnover by J. Taylor (lost ball; steal by D. DeRozan),,60-72,,
3:03.0,,,60-74,2,K. Lowry makes 2-pt shot from 1 ft (assist by J. Valanciunas)
2:43.0,M. Williams makes 2-pt shot from 2 ft (assist by K. Walker),2,62-74,,
2:22.0,,,62-74,,Turnover by T. Hansbrough (bad pass)
2:22.0,,,62-74,,Loose ball foul by J. Valanciunas (drawn by B. Biyombo)
2:22.0,,,62-74,,Toronto full timeout
2:22.0,T. Daniels enters the game for J. Taylor,,62-74,,
2:22.0,N. Vonleh enters the game for M. Williams,,62-74,,
2:22.0,,,62-74,,G. Vasquez enters the game for T. Hansbrough
2:22.0,,,62-74,,P. Patterson enters the game for K. Lowry
1:59.0,N. Vonleh makes 3-pt shot from 25 ft (assist by G. Henderson),3,65-74,,
1:39.0,,,65-76,2,D. DeRozan makes 2-pt shot from 18 ft
1:21.0,N. Vonleh misses 3-pt shot from 26 ft,,65-76,,
1:20.0,,,65-76,,Defensive rebound by G. Vasquez
1:05.0,,,65-78,2,D. DeRozan makes 2-pt shot from 6 ft
0:48.0,Shooting foul by T. Ross (drawn by K. Walker),,65-78,,
0:48.0,K. Walker makes free throw 1 of 2,1,66-78,,
0:48.0,K. Walker makes free throw 2 of 2,1,67-78,,
0:42.0,,,67-78,,T. Ross misses 3-pt shot from 23 ft
0:41.0,Defensive rebound by N. Vonleh,,67-78,,
0:33.0,K. Walker misses 3-pt shot from 26 ft,,67-78,,
0:32.0,,,67-78,,Defensive rebound by P. Patterson
0:12.0,,,67-78,,T. Ross misses 3-pt shot from 24 ft
0:11.0,Defensive rebound by N. Vonleh,,67-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,T. Daniels misses 3-pt shot from 28 ft (block by A. Johnson),,67-78,,
11:37.0,Offensive rebound by N. Vonleh,,67-78,,
11:36.0,Turnover by Team (shot clock),,67-78,,
11:13.0,,,67-80,2,J. Johnson makes 2-pt shot from 18 ft (assist by G. Vasquez)
11:00.0,B. Roberts misses 3-pt shot from 26 ft,,67-80,,
10:59.0,Offensive rebound by J. Maxiell,,67-80,,
10:58.0,Turnover by J. Maxiell (bad pass),,67-80,,
10:41.0,,,67-80,,G. Vasquez misses 2-pt shot from 4 ft
10:40.0,Defensive rebound by N. Vonleh,,67-80,,
10:20.0,T. Daniels makes 2-pt shot from 16 ft,2,69-80,,
10:09.0,,,69-82,2,A. Johnson makes 2-pt shot from 2 ft (assist by K. Lowry)
9:52.0,J. Taylor misses 2-pt shot from 3 ft,,69-82,,
9:51.0,Offensive rebound by J. Taylor,,69-82,,
9:49.0,Jump ball: A. Johnson vs. J. Taylor (J. Maxiell gains possession),,,,Jump ball: A. Johnson vs. J. Taylor (J. Maxiell gains possession)
9:47.0,,,69-82,,Personal foul by K. Lowry (drawn by J. Maxiell)
9:32.0,N. Vonleh misses 2-pt shot from 5 ft,,69-82,,
9:30.0,,,69-82,,Defensive rebound by P. Patterson
9:21.0,Personal foul by T. Daniels (drawn by A. Johnson),,69-82,,
9:15.0,,,69-85,3,K. Lowry makes 3-pt shot from 23 ft (assist by P. Patterson)
9:14.0,Charlotte full timeout,,69-85,,
8:52.0,J. Maxiell makes 2-pt shot from 6 ft,2,71-85,,
8:41.0,,,71-85,,Turnover by G. Vasquez (bad pass; steal by J. Maxiell)
8:25.0,T. Daniels misses 3-pt shot from 26 ft,,71-85,,
8:24.0,,,71-85,,Defensive rebound by A. Johnson
8:10.0,,,71-88,3,K. Lowry makes 3-pt shot from 26 ft (assist by G. Vasquez)
7:51.0,T. Daniels misses 3-pt shot from 25 ft,,71-88,,
7:50.0,,,71-88,,Defensive rebound by G. Vasquez
7:42.0,,,71-88,,K. Lowry misses 3-pt shot from 28 ft
7:41.0,Defensive rebound by J. Maxiell,,71-88,,
7:32.0,T. Daniels misses 3-pt shot from 23 ft,,71-88,,
7:31.0,,,71-88,,Defensive rebound by A. Johnson
7:10.0,,,71-88,,J. Johnson misses 3-pt shot from 26 ft
7:09.0,Defensive rebound by N. Vonleh,,71-88,,
7:00.0,B. Roberts misses 3-pt shot from 25 ft,,71-88,,
6:58.0,,,71-88,,Defensive rebound by G. Vasquez
6:43.0,,,71-88,,J. Johnson misses 3-pt shot from 25 ft
6:42.0,Defensive rebound by N. Vonleh,,71-88,,
6:25.0,,,71-88,,Personal foul by J. Johnson (drawn by N. Vonleh)
6:15.0,N. Vonleh misses 2-pt shot from 4 ft (block by P. Patterson),,71-88,,
6:15.0,Offensive rebound by Team,,71-88,,
6:13.0,B. Roberts makes 3-pt shot from 23 ft (assist by J. Taylor),3,74-88,,
5:49.0,,,74-88,,G. Vasquez misses 3-pt shot from 23 ft
5:48.0,Defensive rebound by J. Maxiell,,74-88,,
5:38.0,J. Taylor misses 3-pt shot from 25 ft,,74-88,,
5:37.0,,,74-88,,Defensive rebound by K. Lowry
5:24.0,,,74-88,,K. Lowry misses 2-pt shot from 2 ft (block by N. Vonleh)
5:23.0,,,74-88,,Offensive rebound by Team
5:23.0,Official timeout,,74-88,,
5:11.0,,,74-88,,K. Lowry misses 2-pt shot from 21 ft
5:10.0,,,74-88,,Offensive rebound by J. Johnson
5:08.0,,,74-90,2,J. Johnson makes 2-pt shot at rim
4:54.0,,,74-90,,Personal foul by G. Vasquez (drawn by B. Roberts)
4:39.0,Turnover by Team (shot clock),,74-90,,
4:24.0,,,74-90,,J. Johnson misses 2-pt shot from 3 ft
4:23.0,Defensive rebound by J. Maxiell,,74-90,,
4:16.0,Turnover by N. Vonleh (lost ball; steal by P. Patterson),,74-90,,
4:04.0,,,74-90,,Turnover by K. Lowry (bad pass; steal by B. Roberts)
3:57.0,T. Daniels makes 3-pt shot from 25 ft (assist by B. Roberts),3,77-90,,
3:36.0,,,77-90,,G. Vasquez misses 2-pt shot from 7 ft
3:36.0,Defensive rebound by Team,,77-90,,
3:36.0,,,77-90,,T. Ross enters the game for J. Johnson
3:36.0,B. Biyombo enters the game for J. Maxiell,,77-90,,
3:25.0,J. Taylor makes 2-pt shot at rim,2,79-90,,
3:04.0,,,79-90,,K. Lowry misses 2-pt shot from 4 ft (block by B. Biyombo)
3:02.0,,,79-90,,Offensive rebound by Team
3:02.0,,,79-90,,Toronto full timeout
3:02.0,,,79-90,,D. DeRozan enters the game for K. Lowry
2:52.0,,,79-90,,T. Ross misses 3-pt shot from 23 ft
2:51.0,,,79-90,,Offensive rebound by D. DeRozan
2:33.0,,,79-90,,D. DeRozan misses 2-pt shot from 17 ft
2:32.0,Defensive rebound by N. Vonleh,,79-90,,
2:24.0,B. Roberts misses 2-pt shot from 7 ft,,79-90,,
2:23.0,,,79-90,,Defensive rebound by D. DeRozan
2:04.0,,,79-90,,A. Johnson misses 2-pt shot from 6 ft
2:03.0,,,79-90,,Offensive rebound by A. Johnson
1:44.0,,,79-90,,T. Ross misses 3-pt shot from 24 ft
1:43.0,Defensive rebound by N. Vonleh,,79-90,,
1:40.0,,,79-90,,Shooting block foul by G. Vasquez (drawn by T. Daniels)
1:40.0,T. Daniels makes free throw 1 of 2,1,80-90,,
1:40.0,T. Daniels makes free throw 2 of 2,1,81-90,,
1:19.0,,,81-92,2,D. DeRozan makes 2-pt shot from 18 ft
1:09.0,T. Daniels makes 3-pt shot from 28 ft (assist by B. Roberts),3,84-92,,
1:00.0,Personal foul by J. Taylor (drawn by A. Johnson),,84-92,,
0:50.0,,,84-92,,G. Vasquez misses 2-pt shot from 12 ft
0:49.0,Defensive rebound by B. Biyombo,,84-92,,
0:40.0,B. Roberts misses 3-pt shot from 28 ft,,84-92,,
0:39.0,,,84-92,,Defensive rebound by A. Johnson
0:16.0,,,84-92,,D. DeRozan misses 3-pt shot from 25 ft
0:15.0,Defensive rebound by N. Vonleh,,84-92,,
0:08.0,T. Daniels makes 3-pt shot from 28 ft,3,87-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
