time,Chicago,pts.away,score,pts.home,Boston
10:03.0,,,31-37,,Offensive rebound by K. Olynyk
10:02.0,,,31-37,,K. Olynyk misses 2-pt shot from 2 ft
10:01.0,,,31-37,,Offensive rebound by K. Olynyk
10:00.0,,,31-37,,K. Olynyk misses 2-pt shot from 1 ft (block by J. Noah)
10:00.0,Defensive rebound by Team,,31-37,,
9:53.0,A. Brooks misses 3-pt shot from 24 ft,,31-37,,
9:51.0,,,31-37,,Defensive rebound by E. Turner
9:40.0,,,31-39,2,K. Olynyk makes 2-pt shot from 2 ft (assist by P. Pressey)
9:19.0,Turnover by J. Noah (bad pass; steal by E. Turner),,31-39,,
9:13.0,,,31-39,,E. Turner misses 2-pt shot from 3 ft (block by N. Mirotic)
9:11.0,,,31-39,,Offensive rebound by E. Turner
9:10.0,,,31-39,,Shooting foul by J. Noah (drawn by E. Turner)
9:10.0,,,31-40,1,E. Turner makes free throw 1 of 2
9:10.0,,,31-41,1,E. Turner makes free throw 2 of 2
9:02.0,Turnover by A. Brooks (lost ball),,31-41,,
8:43.0,,,31-43,2,E. Turner makes 2-pt shot from 16 ft
8:23.0,J. Noah misses 2-pt shot at rim,,31-43,,
8:22.0,Offensive rebound by J. Noah,,31-43,,
8:21.0,Shooting foul by K. Olynyk (drawn by J. Noah),,31-43,,
8:21.0,Official timeout,,31-43,,
8:21.0,,,31-43,,B. Bass enters the game for K. Olynyk
8:21.0,J. Noah makes free throw 1 of 2,1,32-43,,
8:21.0,J. Noah makes free throw 2 of 2,1,33-43,,
8:00.0,,,33-43,,J. Sullinger misses 2-pt shot at rim
7:59.0,,,33-43,,Offensive rebound by J. Sullinger
7:59.0,,,33-45,2,J. Sullinger makes 2-pt shot at rim
7:34.0,J. Butler misses 2-pt shot from 2 ft,,33-45,,
7:33.0,,,33-45,,Defensive rebound by P. Pressey
7:27.0,Personal foul by N. Mirotic (drawn by B. Bass),,33-45,,
7:27.0,Technical foul by J. Noah,,33-45,,
7:27.0,,,33-46,1,M. Thornton makes technical free throw
7:27.0,,,33-47,1,B. Bass makes free throw 1 of 2
7:27.0,,,33-47,,A. Bradley enters the game for M. Thornton
7:27.0,,,33-47,,B. Bass misses free throw 2 of 2
7:24.0,Defensive rebound by K. Hinrich,,33-47,,
7:18.0,N. Mirotic makes 2-pt shot from 1 ft (assist by J. Noah),2,35-47,,
7:06.0,,,35-47,,E. Turner misses 2-pt shot from 14 ft
7:05.0,,,35-47,,Offensive rebound by B. Bass
7:05.0,,,35-49,2,B. Bass makes 2-pt shot at rim
6:47.0,J. Noah makes 2-pt shot from 2 ft (assist by K. Hinrich),2,37-49,,
6:38.0,,,37-49,,Shooting foul by J. Noah (drawn by B. Bass)
6:38.0,,,37-49,,B. Bass misses free throw 1 of 2
6:38.0,,,37-49,,Offensive rebound by Team
6:38.0,,,37-49,,T. Zeller enters the game for J. Sullinger
6:38.0,,,37-49,,R. Rondo enters the game for P. Pressey
6:38.0,D. McDermott enters the game for K. Hinrich,,37-49,,
6:38.0,D. Rose enters the game for A. Brooks,,37-49,,
6:38.0,,,37-50,1,B. Bass makes free throw 2 of 2
6:27.0,D. Rose misses 2-pt shot from 8 ft,,37-50,,
6:26.0,,,37-50,,Defensive rebound by T. Zeller
6:03.0,,,37-52,2,R. Rondo makes 2-pt shot from 7 ft (assist by T. Zeller)
5:55.0,Shooting foul by B. Bass (drawn by D. McDermott),,37-52,,
5:55.0,,,37-52,,Boston full timeout
5:55.0,P. Gasol enters the game for J. Noah,,37-52,,
5:55.0,D. McDermott misses free throw 1 of 2,,37-52,,
5:55.0,Offensive rebound by Team,,37-52,,
5:55.0,D. McDermott makes free throw 2 of 2,1,38-52,,
5:40.0,,,38-54,2,T. Zeller makes 2-pt shot from 2 ft (assist by E. Turner)
5:25.0,P. Gasol misses 2-pt shot from 18 ft,,38-54,,
5:24.0,,,38-54,,Defensive rebound by B. Bass
5:20.0,,,38-54,,Turnover by T. Zeller (lost ball)
5:02.0,P. Gasol makes 2-pt shot from 1 ft,2,40-54,,
4:47.0,,,40-56,2,E. Turner makes 2-pt shot from 13 ft
4:35.0,Shooting foul by A. Bradley (drawn by J. Butler),,40-56,,
4:35.0,J. Butler makes free throw 1 of 2,1,41-56,,
4:35.0,M. Dunleavy enters the game for D. McDermott,,41-56,,
4:35.0,J. Butler makes free throw 2 of 2,1,42-56,,
4:14.0,,,42-56,,T. Zeller misses 2-pt shot from 2 ft (block by N. Mirotic)
4:13.0,Defensive rebound by N. Mirotic,,42-56,,
4:09.0,J. Butler makes 2-pt shot at rim (assist by D. Rose),2,44-56,,
3:58.0,,,44-56,,Turnover by B. Bass (bad pass)
3:45.0,N. Mirotic misses 2-pt shot from 2 ft,,44-56,,
3:44.0,,,44-56,,Defensive rebound by T. Zeller
3:39.0,,,44-56,,Turnover by E. Turner (lost ball)
3:24.0,P. Gasol misses 2-pt shot from 11 ft,,44-56,,
3:23.0,,,44-56,,Defensive rebound by T. Zeller
3:15.0,,,44-58,2,T. Zeller makes 2-pt shot from 1 ft (assist by R. Rondo)
2:58.0,N. Mirotic makes 3-pt shot from 25 ft (assist by D. Rose),3,47-58,,
2:50.0,,,47-58,,Turnover by E. Turner (lost ball; steal by N. Mirotic)
2:46.0,J. Butler makes 2-pt shot at rim (assist by N. Mirotic),2,49-58,,
2:46.0,,,49-58,,Boston full timeout
2:46.0,Chicago full timeout,,49-58,,
2:46.0,,,49-58,,J. Sullinger enters the game for B. Bass
2:31.0,Personal foul by D. Rose (drawn by T. Zeller),,49-58,,
2:31.0,J. Noah enters the game for N. Mirotic,,49-58,,
2:31.0,,,49-59,1,T. Zeller makes free throw 1 of 2
2:31.0,,,49-60,1,T. Zeller makes free throw 2 of 2
2:07.0,J. Butler misses 3-pt shot from 23 ft,,49-60,,
2:06.0,Offensive rebound by J. Noah,,49-60,,
2:00.0,M. Dunleavy misses 2-pt shot from 19 ft,,49-60,,
1:58.0,Offensive rebound by J. Noah,,49-60,,
1:57.0,J. Noah misses 2-pt shot from 1 ft,,49-60,,
1:57.0,Offensive rebound by J. Noah,,49-60,,
1:55.0,P. Gasol makes 2-pt shot at rim (assist by J. Noah),2,51-60,,
1:38.0,,,51-60,,J. Sullinger misses 3-pt shot from 22 ft
1:37.0,Defensive rebound by D. Rose,,51-60,,
1:32.0,D. Rose makes 2-pt shot from 2 ft,2,53-60,,
1:14.0,,,53-60,,E. Turner misses 2-pt shot from 13 ft
1:13.0,Defensive rebound by P. Gasol,,53-60,,
1:05.0,D. Rose misses 3-pt shot from 24 ft,,53-60,,
1:04.0,,,53-60,,Defensive rebound by J. Sullinger
0:50.0,,,53-60,,E. Turner misses 2-pt shot from 11 ft
0:48.0,,,53-60,,Offensive rebound by J. Sullinger
0:48.0,,,53-60,,J. Sullinger misses 2-pt shot at rim
0:47.0,Defensive rebound by M. Dunleavy,,53-60,,
0:41.0,Shooting foul by T. Zeller (drawn by P. Gasol),,53-60,,
0:41.0,P. Gasol misses free throw 1 of 2,,53-60,,
0:41.0,Offensive rebound by Team,,53-60,,
0:41.0,,,53-60,,M. Thornton enters the game for A. Bradley
0:41.0,P. Gasol makes free throw 2 of 2,1,54-60,,
0:22.0,,,54-60,,M. Thornton misses 3-pt shot from 24 ft
0:20.0,Defensive rebound by M. Dunleavy,,54-60,,
0:02.0,D. Rose misses 2-pt shot from 4 ft,,54-60,,
0:01.0,,,54-60,,Defensive rebound by J. Sullinger
0:00.0,,,54-60,,J. Sullinger misses 3-pt shot from 51 ft
0:00.0,,,54-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,54-62,2,J. Green makes 2-pt shot from 4 ft
11:30.0,D. Rose makes 3-pt shot from 24 ft,3,57-62,,
11:13.0,,,57-62,,J. Green misses 2-pt shot from 12 ft
11:12.0,Defensive rebound by P. Gasol,,57-62,,
11:00.0,D. Rose misses 3-pt shot from 25 ft,,57-62,,
10:59.0,,,57-62,,Defensive rebound by R. Rondo
10:51.0,,,57-65,3,J. Sullinger makes 3-pt shot from 25 ft (assist by R. Rondo)
10:31.0,P. Gasol misses 2-pt shot from 13 ft,,57-65,,
10:30.0,,,57-65,,Defensive rebound by R. Rondo
10:24.0,,,57-65,,K. Olynyk misses 3-pt shot from 25 ft
10:23.0,Defensive rebound by P. Gasol,,57-65,,
10:07.0,D. Rose makes 2-pt shot from 7 ft (assist by J. Noah),2,59-65,,
9:52.0,,,59-65,,K. Olynyk misses 2-pt shot from 1 ft (block by D. Rose)
9:51.0,Defensive rebound by P. Gasol,,59-65,,
9:47.0,J. Butler misses 2-pt shot at rim,,59-65,,
9:46.0,Offensive rebound by D. Rose,,59-65,,
9:45.0,D. Rose makes 2-pt shot from 1 ft,2,61-65,,
9:34.0,,,61-68,3,J. Sullinger makes 3-pt shot from 24 ft (assist by R. Rondo)
9:07.0,D. Rose makes 2-pt shot at rim (assist by P. Gasol),2,63-68,,
8:58.0,,,63-68,,J. Green misses 3-pt shot from 25 ft
8:57.0,Defensive rebound by D. Rose,,63-68,,
8:49.0,J. Butler misses 3-pt shot from 22 ft,,63-68,,
8:48.0,Offensive rebound by P. Gasol,,63-68,,
8:46.0,P. Gasol misses 2-pt shot at rim,,63-68,,
8:44.0,,,63-68,,Defensive rebound by K. Olynyk
8:40.0,,,63-68,,Offensive charge foul by J. Green
8:40.0,,,63-68,,Turnover by J. Green (offensive foul)
8:40.0,,,63-68,,B. Bass enters the game for K. Olynyk
8:27.0,J. Noah misses 2-pt shot from 8 ft,,63-68,,
8:26.0,Offensive rebound by J. Butler,,63-68,,
8:22.0,J. Butler makes 2-pt shot from 8 ft,2,65-68,,
8:08.0,,,65-68,,J. Sullinger misses 3-pt shot from 25 ft
8:07.0,Defensive rebound by P. Gasol,,65-68,,
8:01.0,D. Rose makes 3-pt shot from 25 ft,3,68-68,,
8:00.0,,,68-68,,Boston full timeout
7:46.0,,,68-68,,B. Bass misses 2-pt shot from 16 ft
7:45.0,Defensive rebound by P. Gasol,,68-68,,
7:23.0,M. Dunleavy misses 3-pt shot from 24 ft,,68-68,,
7:22.0,,,68-68,,Defensive rebound by R. Rondo
7:14.0,,,68-68,,J. Green misses 2-pt shot from 20 ft
7:12.0,Defensive rebound by P. Gasol,,68-68,,
7:01.0,J. Butler makes 2-pt shot from 15 ft,2,70-68,,
6:49.0,,,70-70,2,J. Green makes 2-pt shot at rim (assist by R. Rondo)
6:29.0,P. Gasol misses 2-pt shot from 11 ft,,70-70,,
6:28.0,,,70-70,,Defensive rebound by R. Rondo
6:20.0,Personal foul by J. Noah (drawn by B. Bass),,70-70,,
6:20.0,,,70-71,1,B. Bass makes free throw 1 of 2
6:20.0,,,70-71,,E. Turner enters the game for J. Green
6:20.0,,,70-71,,B. Bass misses free throw 2 of 2
6:19.0,Defensive rebound by P. Gasol,,70-71,,
6:07.0,Turnover by D. Rose (lost ball; steal by E. Turner),,70-71,,
6:03.0,Personal foul by M. Dunleavy (drawn by E. Turner),,70-71,,
6:03.0,,,70-72,1,E. Turner makes free throw 1 of 2
6:03.0,,,70-73,1,E. Turner makes free throw 2 of 2
5:51.0,Turnover by J. Butler (traveling),,70-73,,
5:40.0,,,70-73,,B. Bass misses 2-pt shot from 15 ft
5:39.0,Defensive rebound by P. Gasol,,70-73,,
5:28.0,,,70-73,,T. Zeller enters the game for J. Sullinger
5:16.0,P. Gasol misses 2-pt shot from 8 ft,,70-73,,
5:15.0,,,70-73,,Defensive rebound by R. Rondo
5:08.0,,,70-73,,Turnover by R. Rondo (bad pass; steal by J. Butler)
5:02.0,Turnover by M. Dunleavy (lost ball),,70-73,,
4:52.0,,,70-73,,Shooting foul by M. Dunleavy (drawn by A. Bradley)
4:52.0,,,70-74,1,A. Bradley makes free throw 1 of 2
4:52.0,K. Hinrich enters the game for D. Rose,,70-74,,
4:52.0,,,70-75,1,A. Bradley makes free throw 2 of 2
4:32.0,J. Butler makes 2-pt shot from 8 ft,2,72-75,,
4:20.0,,,72-77,2,A. Bradley makes 2-pt shot from 18 ft (assist by B. Bass)
3:57.0,J. Noah misses 2-pt shot from 9 ft,,72-77,,
3:54.0,,,72-77,,Defensive rebound by Team
3:40.0,,,72-79,2,A. Bradley makes 2-pt shot from 9 ft (assist by R. Rondo)
3:17.0,Turnover by J. Butler (bad pass; steal by A. Bradley),,72-79,,
3:12.0,,,72-81,2,A. Bradley makes 2-pt shot at rim
3:12.0,Chicago full timeout,,72-81,,
3:12.0,N. Mirotic enters the game for J. Noah,,72-81,,
2:52.0,J. Butler misses 2-pt shot from 8 ft,,72-81,,
2:51.0,Offensive rebound by N. Mirotic,,72-81,,
2:51.0,Shooting foul by E. Turner (drawn by N. Mirotic),,72-81,,
2:51.0,N. Mirotic makes free throw 1 of 2,1,73-81,,
2:51.0,N. Mirotic makes free throw 2 of 2,1,74-81,,
2:40.0,,,74-81,,A. Bradley misses 2-pt shot from 19 ft
2:37.0,,,74-81,,Offensive rebound by B. Bass
2:37.0,,,74-81,,B. Bass misses 2-pt shot at rim
2:36.0,,,74-81,,Offensive rebound by B. Bass
2:34.0,,,74-81,,Turnover by B. Bass (back court)
2:34.0,,,74-81,,P. Pressey enters the game for R. Rondo
2:19.0,N. Mirotic misses 2-pt shot from 5 ft,,74-81,,
2:18.0,Offensive rebound by Team,,74-81,,
2:09.0,,,74-81,,Shooting block foul by T. Zeller (drawn by J. Butler)
2:09.0,J. Butler makes free throw 1 of 2,1,75-81,,
2:09.0,,,75-81,,J. Sullinger enters the game for T. Zeller
2:09.0,J. Butler makes free throw 2 of 2,1,76-81,,
1:54.0,,,76-83,2,A. Bradley makes 2-pt shot from 1 ft
1:37.0,Turnover by J. Butler (bad pass; steal by B. Bass),,76-83,,
1:34.0,,,76-83,,Shooting foul by M. Dunleavy (drawn by B. Bass)
1:34.0,,,76-84,1,B. Bass makes free throw 1 of 2
1:34.0,A. Brooks enters the game for J. Butler,,76-84,,
1:34.0,T. Snell enters the game for M. Dunleavy,,76-84,,
1:34.0,,,76-85,1,B. Bass makes free throw 2 of 2
1:21.0,K. Hinrich makes 3-pt shot from 23 ft (assist by N. Mirotic),3,79-85,,
1:09.0,,,79-87,2,E. Turner makes 2-pt shot from 13 ft
1:09.0,,,79-87,,Shooting foul by T. Snell (drawn by E. Turner)
1:09.0,,,79-88,1,E. Turner makes free throw 1 of 1
1:00.0,A. Brooks makes 2-pt shot from 5 ft,2,81-88,,
0:51.0,,,81-88,,Turnover by E. Turner (bad pass; steal by K. Hinrich)
0:40.0,A. Brooks misses 3-pt shot from 24 ft,,81-88,,
0:40.0,Offensive rebound by Team,,81-88,,
0:40.0,,,81-88,,Loose ball foul by B. Bass (drawn by N. Mirotic)
0:38.0,P. Gasol misses 2-pt shot from 2 ft (block by J. Sullinger),,81-88,,
0:38.0,Offensive rebound by Team,,81-88,,
0:36.0,,,81-88,,Personal foul by B. Bass (drawn by N. Mirotic)
0:36.0,N. Mirotic makes free throw 1 of 2,1,82-88,,
0:36.0,,,82-88,,K. Olynyk enters the game for B. Bass
0:36.0,N. Mirotic makes free throw 2 of 2,1,83-88,,
0:26.0,,,83-88,,Offensive foul by E. Turner
0:26.0,,,83-88,,Turnover by E. Turner (offensive foul)
0:07.0,P. Gasol makes 2-pt shot at rim (assist by A. Brooks),2,85-88,,
0:00.0,,,85-91,3,J. Sullinger makes 3-pt shot from 24 ft (assist by A. Bradley)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,A. Brooks misses 2-pt shot from 6 ft,,85-91,,
11:44.0,,,85-91,,Defensive rebound by J. Sullinger
11:22.0,,,85-91,,J. Sullinger misses 2-pt shot from 5 ft
11:21.0,Defensive rebound by J. Noah,,85-91,,
11:13.0,T. Snell misses 2-pt shot from 22 ft,,85-91,,
11:12.0,,,85-91,,Defensive rebound by J. Sullinger
11:04.0,,,85-91,,J. Sullinger misses 3-pt shot from 24 ft
11:03.0,Defensive rebound by A. Brooks,,85-91,,
10:57.0,A. Brooks misses 3-pt shot from 24 ft,,85-91,,
10:56.0,Offensive rebound by N. Mirotic,,85-91,,
10:55.0,N. Mirotic makes 2-pt shot from 2 ft,2,87-91,,
10:35.0,,,87-91,,P. Pressey misses 3-pt shot from 26 ft
10:34.0,Defensive rebound by N. Mirotic,,87-91,,
10:25.0,J. Noah makes 2-pt shot from 19 ft (assist by A. Brooks),2,89-91,,
10:00.0,,,89-91,,P. Pressey misses 3-pt shot from 24 ft
9:59.0,Defensive rebound by N. Mirotic,,89-91,,
9:48.0,T. Snell misses 2-pt shot from 8 ft,,89-91,,
9:47.0,,,89-91,,Defensive rebound by J. Sullinger
9:33.0,,,89-91,,J. Sullinger misses 2-pt shot from 8 ft
9:32.0,Defensive rebound by J. Noah,,89-91,,
9:27.0,A. Brooks makes 2-pt shot from 1 ft,2,91-91,,
9:27.0,Shooting foul by P. Pressey (drawn by A. Brooks),,91-91,,
9:27.0,J. Butler enters the game for T. Snell,,91-91,,
9:27.0,A. Brooks makes free throw 1 of 1,1,92-91,,
9:05.0,,,92-91,,M. Thornton misses 2-pt shot at rim (block by N. Mirotic)
9:04.0,Defensive rebound by J. Noah,,92-91,,
9:00.0,Turnover by K. Hinrich (bad pass; steal by J. Sullinger),,92-91,,
8:55.0,,,92-91,,M. Thornton misses 2-pt shot from 17 ft
8:54.0,,,92-91,,Offensive rebound by P. Pressey
8:49.0,,,92-93,2,J. Sullinger makes 2-pt shot from 7 ft (assist by J. Green)
8:30.0,A. Brooks misses 2-pt shot from 6 ft,,92-93,,
8:29.0,Offensive rebound by J. Noah,,92-93,,
8:28.0,Shooting foul by K. Olynyk (drawn by J. Noah),,92-93,,
8:28.0,Official timeout,,92-93,,
8:28.0,,,92-93,,B. Bass enters the game for J. Sullinger
8:28.0,J. Noah makes free throw 1 of 2,1,93-93,,
8:28.0,J. Noah makes free throw 2 of 2,1,94-93,,
8:10.0,,,94-93,,K. Olynyk misses 2-pt shot from 4 ft (block by J. Noah)
8:09.0,Defensive rebound by N. Mirotic,,94-93,,
7:54.0,A. Brooks makes 2-pt shot from 14 ft (assist by J. Noah),2,96-93,,
7:43.0,Personal foul by N. Mirotic (drawn by K. Olynyk),,96-93,,
7:43.0,,,96-93,,R. Rondo enters the game for P. Pressey
7:43.0,,,96-93,,Offensive foul by K. Olynyk
7:43.0,,,96-93,,Turnover by K. Olynyk (offensive foul)
7:32.0,Turnover by J. Noah (bad pass),,96-93,,
7:15.0,,,96-95,2,B. Bass makes 2-pt shot from 16 ft (assist by R. Rondo)
7:02.0,A. Brooks misses 2-pt shot from 7 ft,,96-95,,
7:02.0,,,96-95,,Defensive rebound by Team
7:02.0,Loose ball foul by J. Noah (drawn by J. Green),,96-95,,
