time,Toronto,pts.away,score,pts.home,Milwaukee
5:20.0,L. Williams enters the game for A. Johnson,,12-13,,
5:15.0,,,12-13,,K. Middleton misses 2-pt shot from 3 ft
5:13.0,Defensive rebound by J. Valanciunas,,12-13,,
4:54.0,Turnover by J. Valanciunas (bad pass; steal by B. Knight),,12-13,,
4:51.0,Shooting block foul by L. Williams (drawn by B. Knight),,12-13,,
4:51.0,,,12-14,1,B. Knight makes free throw 1 of 2
4:51.0,,,12-14,,J. Dudley enters the game for J. O'Bryant
4:51.0,T. Ross enters the game for D. DeRozan,,12-14,,
4:51.0,,,12-14,,B. Knight misses free throw 2 of 2
4:46.0,Defensive rebound by T. Ross,,12-14,,
4:36.0,T. Ross makes 2-pt shot from 16 ft (assist by L. Williams),2,14-14,,
4:23.0,,,14-16,2,Z. Pachulia makes 2-pt shot from 14 ft (assist by K. Middleton)
3:57.0,T. Ross misses 3-pt shot from 27 ft,,14-16,,
3:56.0,Offensive rebound by J. Valanciunas,,14-16,,
3:54.0,J. Valanciunas makes 2-pt shot from 4 ft,2,16-16,,
3:41.0,,,16-18,2,B. Knight makes 2-pt shot from 17 ft
3:23.0,,,16-18,,Violation by J. Dudley (kicked ball)
3:13.0,K. Lowry makes 2-pt shot from 16 ft,2,18-18,,
3:01.0,,,18-18,,Offensive foul by Z. Pachulia
3:01.0,,,18-18,,Turnover by Z. Pachulia (offensive foul)
2:42.0,Turnover by K. Lowry (bad pass; steal by K. Middleton),,18-18,,
2:34.0,,,18-18,,G. Antetokounmpo misses 2-pt shot from 1 ft (block by J. Valanciunas)
2:33.0,Defensive rebound by J. Valanciunas,,18-18,,
2:22.0,T. Ross misses 3-pt shot from 25 ft,,18-18,,
2:20.0,,,18-18,,Defensive rebound by B. Knight
2:17.0,,,18-20,2,G. Antetokounmpo makes 2-pt shot at rim (assist by B. Knight)
2:12.0,Toronto full timeout,,18-20,,
2:12.0,G. Vasquez enters the game for K. Lowry,,18-20,,
2:12.0,,,18-20,,J. Henson enters the game for Z. Pachulia
2:06.0,Shooting foul by B. Knight (drawn by L. Williams),,18-20,,
2:06.0,L. Williams makes free throw 1 of 2,1,19-20,,
2:06.0,T. Hansbrough enters the game for J. Valanciunas,,19-20,,
2:06.0,L. Williams makes free throw 2 of 2,1,20-20,,
1:49.0,,,20-20,,Offensive foul by J. Henson
1:49.0,,,20-20,,Turnover by J. Henson (offensive foul)
1:33.0,Turnover by T. Ross (lost ball; steal by B. Knight),,20-20,,
1:30.0,,,20-20,,B. Knight misses 2-pt shot at rim
1:28.0,,,20-20,,Offensive rebound by J. Henson
1:25.0,,,20-20,,J. Henson misses 2-pt shot from 11 ft
1:24.0,Defensive rebound by P. Patterson,,20-20,,
1:19.0,Turnover by L. Williams (bad pass; steal by J. Dudley),,20-20,,
1:12.0,,,20-23,3,B. Knight makes 3-pt shot from 27 ft (assist by K. Middleton)
0:50.0,G. Vasquez makes 2-pt shot from 9 ft,2,22-23,,
0:38.0,,,22-23,,B. Knight misses 2-pt shot from 1 ft (block by T. Hansbrough)
0:37.0,Defensive rebound by G. Vasquez,,22-23,,
0:30.0,Turnover by L. Williams (bad pass; steal by G. Antetokounmpo),,22-23,,
0:26.0,,,22-25,2,K. Middleton makes 2-pt shot at rim (assist by G. Antetokounmpo)
0:02.0,L. Williams misses 3-pt shot from 27 ft,,22-25,,
0:01.0,Offensive rebound by Team,,22-25,,
0:01.0,Turnover by Team (shot clock),,22-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,P. Patterson misses 2-pt shot at rim,,22-25,,
11:46.0,Offensive rebound by P. Patterson,,22-25,,
11:42.0,P. Patterson makes 2-pt shot from 8 ft,2,24-25,,
11:21.0,,,24-25,,O. Mayo misses 2-pt shot from 20 ft
11:20.0,Defensive rebound by T. Hansbrough,,24-25,,
11:09.0,G. Vasquez makes 2-pt shot from 5 ft,2,26-25,,
10:49.0,,,26-27,2,J. Bayless makes 2-pt shot at rim
10:27.0,Toronto full timeout,,26-27,,
10:22.0,T. Ross makes 2-pt shot at rim (assist by P. Patterson),2,28-27,,
10:03.0,,,28-30,3,E. Ilyasova makes 3-pt shot from 23 ft
9:52.0,,,28-30,,Personal foul by J. Bayless (drawn by L. Williams)
9:45.0,L. Williams makes 2-pt shot from 12 ft (assist by G. Vasquez),2,30-30,,
9:31.0,,,30-32,2,J. Bayless makes 2-pt shot from 4 ft
9:31.0,,,30-32,,Shooting foul by T. Ross (drawn by J. Bayless)
9:31.0,,,30-33,1,J. Bayless makes free throw 1 of 1
9:06.0,T. Hansbrough makes 2-pt shot from 1 ft (assist by T. Ross),2,32-33,,
8:49.0,,,32-35,2,O. Mayo makes 2-pt shot from 5 ft (assist by J. Henson)
8:40.0,G. Vasquez misses 2-pt shot from 16 ft,,32-35,,
8:39.0,,,32-35,,Defensive rebound by J. Bayless
8:32.0,,,32-37,2,J. Henson makes 2-pt shot at rim (assist by O. Mayo)
8:10.0,T. Ross makes 3-pt shot from 23 ft (assist by G. Vasquez),3,35-37,,
7:52.0,,,35-37,,J. Bayless misses 2-pt shot from 16 ft
7:51.0,Defensive rebound by T. Hansbrough,,35-37,,
7:46.0,Shooting foul by J. Bayless (drawn by L. Williams),,35-37,,
7:46.0,L. Williams makes free throw 1 of 3,1,36-37,,
7:46.0,L. Williams makes free throw 2 of 3,1,37-37,,
7:46.0,A. Johnson enters the game for P. Patterson,,37-37,,
7:46.0,K. Lowry enters the game for G. Vasquez,,37-37,,
7:46.0,L. Williams makes free throw 3 of 3,1,38-37,,
7:33.0,Personal foul by T. Ross (drawn by E. Ilyasova),,38-37,,
7:33.0,D. DeRozan enters the game for L. Williams,,38-37,,
7:19.0,,,38-37,,J. Bayless misses 2-pt shot from 20 ft
7:18.0,Defensive rebound by A. Johnson,,38-37,,
6:57.0,K. Lowry makes 2-pt shot from 20 ft (assist by T. Hansbrough),2,40-37,,
6:41.0,,,40-39,2,J. Henson makes 2-pt shot at rim (assist by O. Mayo)
6:25.0,Shooting foul by J. Henson (drawn by A. Johnson),,40-39,,
6:25.0,A. Johnson makes free throw 1 of 2,1,41-39,,
6:25.0,,,41-39,,G. Antetokounmpo enters the game for J. Dudley
6:25.0,,,41-39,,B. Knight enters the game for J. Henson
6:25.0,,,41-39,,K. Martin enters the game for J. Bayless
6:25.0,A. Johnson makes free throw 2 of 2,1,42-39,,
6:06.0,,,42-39,,E. Ilyasova misses 2-pt shot from 14 ft
6:05.0,Defensive rebound by T. Ross,,42-39,,
5:57.0,T. Ross makes 3-pt shot from 24 ft (assist by D. DeRozan),3,45-39,,
5:33.0,,,45-39,,G. Antetokounmpo misses 2-pt shot from 16 ft
5:33.0,,,45-39,,Offensive rebound by Team
5:33.0,Official timeout,,45-39,,
5:29.0,,,45-39,,K. Martin misses 2-pt shot from 1 ft (block by A. Johnson)
5:27.0,Defensive rebound by A. Johnson,,45-39,,
5:10.0,D. DeRozan misses 2-pt shot from 16 ft,,45-39,,
5:09.0,,,45-39,,Defensive rebound by K. Martin
4:50.0,Shooting block foul by T. Ross (drawn by O. Mayo),,45-39,,
4:50.0,,,45-40,1,O. Mayo makes free throw 1 of 2
4:50.0,G. Vasquez enters the game for T. Ross,,45-40,,
4:50.0,,,45-41,1,O. Mayo makes free throw 2 of 2
4:36.0,K. Lowry misses 3-pt shot from 23 ft,,45-41,,
4:35.0,,,45-41,,Defensive rebound by G. Antetokounmpo
4:26.0,,,45-41,,B. Knight misses 2-pt shot from 14 ft
4:25.0,Defensive rebound by K. Lowry,,45-41,,
4:09.0,,,45-41,,Shooting block foul by E. Ilyasova (drawn by T. Hansbrough)
4:09.0,T. Hansbrough makes free throw 1 of 2,1,46-41,,
4:09.0,T. Hansbrough makes free throw 2 of 2,1,47-41,,
3:48.0,,,47-43,2,E. Ilyasova makes 2-pt shot at rim
3:25.0,,,47-43,,Personal foul by K. Martin (drawn by G. Vasquez)
3:25.0,,,47-43,,Technical foul by K. Martin (drawn by G. Vasquez)
3:25.0,D. DeRozan misses technical free throw,,47-43,,
3:25.0,Offensive rebound by Team,,47-43,,
3:25.0,G. Vasquez misses free throw 1 of 2,,47-43,,
3:25.0,Offensive rebound by Team,,47-43,,
3:25.0,J. Valanciunas enters the game for T. Hansbrough,,47-43,,
3:25.0,G. Vasquez makes free throw 2 of 2,1,48-43,,
3:08.0,,,48-43,,O. Mayo misses 2-pt shot from 16 ft
3:06.0,,,48-43,,Offensive rebound by E. Ilyasova
3:06.0,Shooting block foul by A. Johnson (drawn by E. Ilyasova),,48-43,,
3:06.0,,,48-43,,E. Ilyasova misses free throw 1 of 2
3:06.0,,,48-43,,Offensive rebound by Team
3:06.0,,,48-43,,K. Middleton enters the game for O. Mayo
3:06.0,,,48-43,,E. Ilyasova misses free throw 2 of 2
3:06.0,Defensive rebound by J. Valanciunas,,48-43,,
2:50.0,K. Lowry misses 3-pt shot from 27 ft,,48-43,,
2:48.0,,,48-43,,Defensive rebound by E. Ilyasova
2:41.0,,,48-43,,B. Knight misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by J. Valanciunas,,48-43,,
2:33.0,J. Valanciunas misses 2-pt shot at rim (block by E. Ilyasova),,48-43,,
2:32.0,Offensive rebound by J. Valanciunas,,48-43,,
2:32.0,J. Valanciunas makes 2-pt shot at rim,2,50-43,,
2:32.0,Shooting foul by K. Middleton (drawn by J. Valanciunas),,50-43,,
2:32.0,,,50-43,,Milwaukee full timeout
2:32.0,,,50-43,,J. Dudley enters the game for E. Ilyasova
2:32.0,,,50-43,,Z. Pachulia enters the game for K. Martin
2:32.0,J. Valanciunas makes free throw 1 of 1,1,51-43,,
2:14.0,,,51-43,,G. Antetokounmpo misses 2-pt shot from 20 ft
2:12.0,Defensive rebound by J. Valanciunas,,51-43,,
2:07.0,K. Lowry misses 2-pt shot from 1 ft (block by B. Knight),,51-43,,
2:04.0,,,51-43,,Defensive rebound by Z. Pachulia
1:56.0,,,51-43,,Turnover by J. Dudley (bad pass; steal by K. Lowry)
1:52.0,K. Lowry makes 2-pt shot at rim,2,53-43,,
1:27.0,,,53-43,,K. Middleton misses 2-pt shot from 5 ft
1:26.0,,,53-43,,Offensive rebound by K. Middleton
1:16.0,,,53-43,,Shooting foul by D. DeRozan (drawn by Z. Pachulia)
1:16.0,,,53-43,,Z. Pachulia misses free throw 1 of 2
1:16.0,,,53-43,,Offensive rebound by Team
1:16.0,P. Patterson enters the game for A. Johnson,,53-43,,
1:16.0,,,53-43,,Z. Pachulia misses free throw 2 of 2
1:15.0,Defensive rebound by K. Lowry,,53-43,,
0:58.0,Turnover by J. Valanciunas (lost ball; steal by B. Knight),,53-43,,
0:51.0,,,53-43,,J. Dudley misses 3-pt shot from 24 ft
0:50.0,Defensive rebound by K. Lowry,,53-43,,
0:40.0,D. DeRozan misses 2-pt shot from 17 ft,,53-43,,
0:40.0,,,53-43,,Defensive rebound by K. Middleton
0:40.0,Loose ball foul by J. Valanciunas (drawn by Z. Pachulia),,53-43,,
0:40.0,,,53-43,,Z. Pachulia misses free throw 1 of 2
0:40.0,,,53-43,,Offensive rebound by Team
0:40.0,,,53-44,1,Z. Pachulia makes free throw 2 of 2
0:27.0,K. Lowry misses 2-pt shot from 21 ft,,53-44,,
0:26.0,,,53-44,,Defensive rebound by K. Middleton
0:07.0,,,53-44,,B. Knight misses 3-pt shot from 26 ft
0:06.0,Defensive rebound by P. Patterson,,53-44,,
0:01.0,D. DeRozan misses 3-pt shot from 38 ft,,53-44,,
0:00.0,Offensive rebound by Team,,53-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,A. Johnson misses 2-pt shot from 2 ft,,53-44,,
11:40.0,Offensive rebound by J. Valanciunas,,53-44,,
11:40.0,J. Valanciunas misses 2-pt shot at rim,,53-44,,
11:38.0,Offensive rebound by A. Johnson,,53-44,,
11:37.0,A. Johnson misses 2-pt shot at rim,,53-44,,
11:35.0,Offensive rebound by J. Valanciunas,,53-44,,
11:27.0,G. Vasquez misses 2-pt shot from 1 ft,,53-44,,
11:24.0,,,53-44,,Defensive rebound by Team
11:24.0,Jump ball: G. Antetokounmpo vs. K. Lowry (B. Knight gains possession),,,,Jump ball: G. Antetokounmpo vs. K. Lowry (B. Knight gains possession)
11:18.0,,,53-46,2,B. Knight makes 2-pt shot at rim (assist by G. Antetokounmpo)
10:54.0,D. DeRozan misses 2-pt shot from 15 ft (block by G. Antetokounmpo),,53-46,,
10:52.0,Offensive rebound by A. Johnson,,53-46,,
10:44.0,K. Lowry misses 3-pt shot from 25 ft,,53-46,,
10:43.0,,,53-46,,Defensive rebound by G. Antetokounmpo
10:41.0,Personal foul by D. DeRozan (drawn by G. Antetokounmpo),,53-46,,
10:35.0,,,53-46,,Turnover by B. Knight (lost ball)
10:14.0,G. Vasquez misses 2-pt shot from 3 ft,,53-46,,
10:14.0,Offensive rebound by A. Johnson,,53-46,,
10:09.0,,,53-46,,Loose ball foul by J. Dudley (drawn by A. Johnson)
10:03.0,Turnover by J. Valanciunas (3 sec),,53-46,,
9:38.0,,,53-46,,Turnover by Team (shot clock)
9:23.0,G. Vasquez makes 2-pt shot from 17 ft (assist by D. DeRozan),2,55-46,,
9:14.0,,,55-46,,K. Middleton misses 3-pt shot from 23 ft
9:13.0,,,55-46,,Offensive rebound by Z. Pachulia
9:08.0,,,55-46,,Offensive foul by B. Knight
9:08.0,,,55-46,,Turnover by B. Knight (offensive foul)
8:44.0,Turnover by G. Vasquez (bad pass; steal by G. Antetokounmpo),,55-46,,
8:37.0,,,55-46,,J. Dudley misses 3-pt shot from 22 ft
8:35.0,Defensive rebound by D. DeRozan,,55-46,,
8:22.0,G. Vasquez misses 2-pt shot from 9 ft,,55-46,,
8:22.0,,,55-46,,Defensive rebound by K. Middleton
8:22.0,Loose ball foul by J. Valanciunas (drawn by K. Middleton),,55-46,,
8:18.0,,,55-46,,Turnover by K. Middleton (bad pass; steal by A. Johnson)
8:02.0,Turnover by J. Valanciunas (lost ball; steal by Z. Pachulia),,55-46,,
7:57.0,,,55-48,2,G. Antetokounmpo makes 2-pt shot at rim (assist by B. Knight)
7:33.0,K. Lowry misses 3-pt shot from 24 ft,,55-48,,
7:33.0,Offensive rebound by Team,,55-48,,
7:33.0,,,55-48,,Loose ball foul by Z. Pachulia (drawn by J. Valanciunas)
7:17.0,Turnover by A. Johnson (lost ball),,55-48,,
7:17.0,Jump ball: J. Dudley vs. A. Johnson,,,,Jump ball: J. Dudley vs. A. Johnson
7:09.0,,,55-50,2,G. Antetokounmpo makes 2-pt shot from 11 ft
6:47.0,K. Lowry misses 2-pt shot from 18 ft,,55-50,,
6:44.0,Offensive rebound by G. Vasquez,,55-50,,
6:28.0,D. DeRozan misses 3-pt shot from 25 ft,,55-50,,
6:27.0,,,55-50,,Defensive rebound by J. Dudley
6:27.0,,,55-50,,Turnover by J. Dudley (lost ball)
6:27.0,L. Williams enters the game for G. Vasquez,,55-50,,
6:27.0,T. Hansbrough enters the game for J. Valanciunas,,55-50,,
6:20.0,K. Lowry makes 3-pt shot from 24 ft (assist by D. DeRozan),3,58-50,,
6:03.0,,,58-52,2,Z. Pachulia makes 2-pt shot at rim (assist by J. Dudley)
5:45.0,,,58-52,,Milwaukee full timeout
5:37.0,Turnover by K. Lowry (bad pass; steal by Z. Pachulia),,58-52,,
5:25.0,,,58-52,,Turnover by G. Antetokounmpo (lost ball; steal by L. Williams)
5:20.0,L. Williams misses 2-pt shot from 2 ft,,58-52,,
5:18.0,,,58-52,,Defensive rebound by Z. Pachulia
5:13.0,,,58-52,,B. Knight misses 2-pt shot at rim
5:12.0,Defensive rebound by T. Hansbrough,,58-52,,
4:56.0,L. Williams makes 2-pt shot from 7 ft,2,60-52,,
4:44.0,T. Ross enters the game for D. DeRozan,,60-52,,
4:44.0,,,60-52,,J. Henson enters the game for Z. Pachulia
4:28.0,,,60-55,3,B. Knight makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
4:10.0,L. Williams makes 3-pt shot from 25 ft,3,63-55,,
3:54.0,,,63-57,2,K. Middleton makes 2-pt shot at rim (assist by J. Henson)
3:33.0,K. Lowry misses 2-pt shot at rim,,63-57,,
3:31.0,Offensive rebound by A. Johnson,,63-57,,
3:31.0,A. Johnson misses 2-pt shot from 1 ft,,63-57,,
3:30.0,,,63-57,,Defensive rebound by J. Dudley
3:28.0,,,63-57,,Shooting foul by T. Ross (drawn by B. Knight)
3:28.0,,,63-57,,B. Knight misses free throw 1 of 2
3:28.0,,,63-57,,Offensive rebound by Team
3:28.0,G. Vasquez enters the game for K. Lowry,,63-57,,
3:28.0,P. Patterson enters the game for A. Johnson,,63-57,,
3:28.0,,,63-58,1,B. Knight makes free throw 2 of 2
3:15.0,L. Williams misses 2-pt shot from 13 ft,,63-58,,
3:14.0,Offensive rebound by T. Ross,,63-58,,
3:00.0,T. Ross misses 2-pt shot from 8 ft,,63-58,,
2:59.0,,,63-58,,Defensive rebound by J. Dudley
2:50.0,,,63-58,,B. Knight misses 2-pt shot from 16 ft
2:49.0,Defensive rebound by P. Patterson,,63-58,,
2:40.0,,,63-58,,Personal foul by J. Dudley (drawn by L. Williams)
2:40.0,Toronto full timeout,,63-58,,
2:40.0,,,63-58,,O. Mayo enters the game for J. Dudley
2:24.0,L. Williams makes 3-pt shot from 26 ft,3,66-58,,
2:10.0,,,66-58,,K. Middleton misses 2-pt shot at rim (block by T. Hansbrough)
2:06.0,Defensive rebound by P. Patterson,,66-58,,
1:52.0,T. Ross misses 3-pt shot from 26 ft,,66-58,,
1:51.0,,,66-58,,Defensive rebound by B. Knight
1:42.0,,,66-60,2,B. Knight makes 2-pt shot from 4 ft
1:25.0,G. Vasquez misses 3-pt shot from 25 ft,,66-60,,
1:24.0,,,66-60,,Defensive rebound by G. Antetokounmpo
1:12.0,,,66-60,,Turnover by B. Knight (bad pass; steal by T. Ross)
1:09.0,Shooting foul by B. Knight (drawn by T. Ross),,66-60,,
1:09.0,T. Ross misses free throw 1 of 2,,66-60,,
1:09.0,Offensive rebound by Team,,66-60,,
1:09.0,,,66-60,,J. Bayless enters the game for B. Knight
1:09.0,,,66-60,,E. Ilyasova enters the game for G. Antetokounmpo
1:09.0,T. Ross misses free throw 2 of 2,,66-60,,
1:09.0,,,66-60,,Defensive rebound by E. Ilyasova
0:59.0,,,66-62,2,O. Mayo makes 2-pt shot at rim (assist by J. Henson)
0:42.0,P. Patterson makes 2-pt shot from 19 ft,2,68-62,,
0:23.0,,,68-62,,E. Ilyasova misses 3-pt shot from 25 ft
0:22.0,,,68-62,,Offensive rebound by K. Middleton
0:16.0,,,68-62,,Technical foul by Team
0:16.0,G. Vasquez misses technical free throw,,68-62,,
0:16.0,,,68-62,,Offensive rebound by Team
0:04.0,Personal foul by G. Vasquez (drawn by J. Bayless),,68-62,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,68-64,2,J. Henson makes 2-pt shot at rim (assist by O. Mayo)
11:49.0,,,68-64,,Shooting foul by L. Williams (drawn by J. Henson)
11:49.0,,,68-65,1,J. Henson makes free throw 1 of 1
11:28.0,L. Williams misses 2-pt shot from 13 ft,,68-65,,
11:26.0,Offensive rebound by T. Hansbrough,,68-65,,
11:26.0,T. Hansbrough misses 2-pt shot at rim,,68-65,,
11:25.0,,,68-65,,Defensive rebound by B. Knight
11:22.0,,,68-67,2,E. Ilyasova makes 2-pt shot at rim (assist by B. Knight)
11:06.0,L. Williams misses 2-pt shot from 5 ft,,68-67,,
11:05.0,Offensive rebound by L. Williams,,68-67,,
11:00.0,G. Vasquez makes 3-pt shot from 24 ft (assist by L. Williams),3,71-67,,
10:40.0,,,71-67,,J. Bayless misses 3-pt shot from 23 ft
10:39.0,Defensive rebound by T. Ross,,71-67,,
10:21.0,T. Ross misses 2-pt shot from 22 ft,,71-67,,
10:20.0,,,71-67,,Defensive rebound by J. Henson
10:13.0,,,71-67,,B. Knight misses 2-pt shot from 4 ft
10:12.0,,,71-67,,Offensive rebound by E. Ilyasova
10:11.0,,,71-69,2,E. Ilyasova makes 2-pt shot at rim
10:00.0,L. Williams misses 2-pt shot from 11 ft,,71-69,,
9:59.0,,,71-69,,Defensive rebound by O. Mayo
9:55.0,,,71-69,,Shooting foul by P. Patterson (drawn by E. Ilyasova)
9:55.0,,,71-70,1,E. Ilyasova makes free throw 1 of 2
9:55.0,A. Johnson enters the game for T. Hansbrough,,71-70,,
9:55.0,K. Lowry enters the game for G. Vasquez,,71-70,,
9:55.0,,,71-71,1,E. Ilyasova makes free throw 2 of 2
9:55.0,Toronto full timeout,,71-71,,
9:40.0,K. Lowry makes 2-pt shot from 20 ft,2,73-71,,
9:24.0,,,73-71,,E. Ilyasova misses 3-pt shot from 25 ft
9:23.0,Defensive rebound by P. Patterson,,73-71,,
9:18.0,T. Ross makes 2-pt shot from 1 ft (assist by K. Lowry),2,75-71,,
8:58.0,,,75-73,2,E. Ilyasova makes 2-pt shot from 8 ft
8:33.0,K. Lowry misses 3-pt shot from 24 ft,,75-73,,
8:29.0,,,75-73,,Defensive rebound by O. Mayo
8:21.0,,,75-73,,B. Knight misses 3-pt shot from 24 ft
8:20.0,Defensive rebound by P. Patterson,,75-73,,
8:02.0,,,75-73,,Personal foul by J. Henson (drawn by P. Patterson)
7:56.0,K. Lowry misses 2-pt shot from 10 ft,,75-73,,
7:55.0,,,75-73,,Defensive rebound by J. Henson
7:48.0,,,75-73,,B. Knight misses 2-pt shot from 1 ft
7:47.0,Defensive rebound by L. Williams,,75-73,,
7:41.0,L. Williams misses 3-pt shot from 25 ft,,75-73,,
7:40.0,,,75-73,,Defensive rebound by O. Mayo
7:24.0,,,75-73,,O. Mayo misses 2-pt shot from 4 ft
7:23.0,Defensive rebound by T. Ross,,75-73,,
7:10.0,Turnover by K. Lowry (bad pass; steal by B. Knight),,75-73,,
7:07.0,,,75-73,,Turnover by B. Knight (bad pass; steal by L. Williams)
7:02.0,K. Lowry misses 3-pt shot from 24 ft,,75-73,,
7:00.0,,,75-73,,Defensive rebound by B. Knight
6:50.0,Personal block foul by P. Patterson (drawn by O. Mayo),,75-73,,
6:50.0,D. DeRozan enters the game for T. Ross,,75-73,,
6:40.0,,,75-76,3,O. Mayo makes 3-pt shot from 25 ft
6:25.0,,,75-76,,Def 3 sec tech foul by E. Ilyasova
6:25.0,K. Lowry misses technical free throw,,75-76,,
6:25.0,Offensive rebound by Team,,75-76,,
6:15.0,K. Lowry misses 2-pt shot from 8 ft (block by J. Henson),,75-76,,
6:15.0,Offensive rebound by Team,,75-76,,
6:09.0,A. Johnson misses 3-pt shot from 27 ft,,75-76,,
6:08.0,Offensive rebound by D. DeRozan,,75-76,,
5:54.0,A. Johnson makes 2-pt shot at rim (assist by P. Patterson),2,77-76,,
5:39.0,,,77-78,2,O. Mayo makes 2-pt shot from 19 ft (assist by J. Henson)
5:39.0,Away from play foul by D. DeRozan (drawn by J. Henson),,77-78,,
5:39.0,Official timeout,,77-78,,
5:39.0,,,77-78,,J. Henson misses free throw 1 of 1
5:39.0,Defensive rebound by P. Patterson,,77-78,,
5:25.0,K. Lowry makes 2-pt shot at rim,2,79-78,,
5:25.0,Shooting foul by E. Ilyasova (drawn by K. Lowry),,79-78,,
5:25.0,K. Lowry makes free throw 1 of 1,1,80-78,,
5:10.0,,,80-78,,Turnover by O. Mayo (bad pass; steal by A. Johnson)
4:58.0,D. DeRozan misses 3-pt shot from 23 ft,,80-78,,
4:57.0,,,80-78,,Defensive rebound by J. Bayless
4:52.0,,,80-78,,Offensive foul by J. Henson
4:52.0,,,80-78,,Turnover by J. Henson (offensive foul)
4:38.0,A. Johnson makes 2-pt shot at rim (assist by K. Lowry),2,82-78,,
4:11.0,,,82-78,,Offensive charge foul by J. Bayless
4:11.0,,,82-78,,Turnover by J. Bayless (offensive foul)
