time,Minnesota,pts.away,score,pts.home,Boston
4:49.0,Offensive rebound by Team,,13-14,,
4:43.0,S. Muhammad makes 2-pt shot from 7 ft (assist by A. Wiggins),2,15-14,,
4:21.0,,,15-14,,A. Bradley misses 3-pt shot from 25 ft
4:19.0,,,15-14,,Offensive rebound by K. Olynyk
4:14.0,,,15-16,2,K. Olynyk makes 2-pt shot at rim
3:48.0,A. Wiggins misses 2-pt shot from 18 ft,,15-16,,
3:47.0,Offensive rebound by A. Bennett,,15-16,,
3:46.0,A. Bennett misses 2-pt shot from 2 ft (block by K. Olynyk),,15-16,,
3:45.0,Offensive rebound by A. Bennett,,15-16,,
3:44.0,A. Bennett misses 2-pt shot at rim,,15-16,,
3:43.0,Offensive rebound by G. Dieng,,15-16,,
3:42.0,G. Dieng makes 2-pt shot from 1 ft,2,17-16,,
3:42.0,Shooting foul by K. Olynyk (drawn by G. Dieng),,17-16,,
3:42.0,,,17-16,,P. Pressey enters the game for A. Bradley
3:42.0,,,17-16,,B. Bass enters the game for J. Sullinger
3:42.0,M. Williams enters the game for Z. LaVine,,17-16,,
3:42.0,G. Dieng makes free throw 1 of 1,1,18-16,,
3:17.0,,,18-16,,B. Bass misses 2-pt shot from 14 ft
3:17.0,Defensive rebound by M. Williams,,18-16,,
2:59.0,S. Muhammad misses 2-pt shot at rim,,18-16,,
2:58.0,,,18-16,,Defensive rebound by K. Olynyk
2:40.0,,,18-18,2,K. Olynyk makes 2-pt shot at rim (assist by P. Pressey)
2:31.0,Minnesota full timeout,,18-18,,
2:31.0,C. Budinger enters the game for S. Muhammad,,18-18,,
2:21.0,A. Bennett makes 2-pt shot from 1 ft,2,20-18,,
2:11.0,,,20-18,,K. Olynyk misses 2-pt shot from 6 ft (block by G. Dieng)
2:08.0,,,20-18,,Offensive rebound by P. Pressey
2:02.0,,,20-18,,B. Bass misses 2-pt shot from 2 ft (block by G. Dieng)
1:59.0,,,20-18,,Offensive rebound by B. Bass
1:56.0,,,20-20,2,B. Bass makes 2-pt shot at rim
1:41.0,G. Dieng makes 2-pt shot at rim (assist by A. Wiggins),2,22-20,,
1:36.0,,,22-23,3,K. Olynyk makes 3-pt shot from 26 ft (assist by M. Smart)
1:17.0,A. Bennett misses 3-pt shot from 27 ft,,22-23,,
1:16.0,,,22-23,,Defensive rebound by Team
1:05.0,,,22-25,2,B. Bass makes 2-pt shot at rim (assist by K. Olynyk)
0:45.0,G. Dieng misses 2-pt shot from 2 ft,,22-25,,
0:45.0,Offensive rebound by A. Bennett,,22-25,,
0:45.0,A. Bennett makes 2-pt shot from 2 ft,2,24-25,,
0:35.0,,,24-27,2,K. Olynyk makes 2-pt shot from 2 ft (assist by M. Smart)
0:26.0,M. Williams misses 2-pt shot from 14 ft,,24-27,,
0:25.0,,,24-27,,Defensive rebound by Team
0:25.0,Loose ball foul by A. Bennett (drawn by B. Bass),,24-27,,
0:00.0,,,24-27,,B. Bass misses 3-pt shot from 24 ft
0:00.0,,,24-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,Turnover by C. Budinger (bad pass; steal by B. Bass),,24-27,,
11:29.0,,,24-27,,P. Pressey misses 3-pt shot from 25 ft
11:28.0,Defensive rebound by A. Wiggins,,24-27,,
11:13.0,M. Williams misses 2-pt shot from 7 ft,,24-27,,
11:12.0,,,24-27,,Defensive rebound by K. Olynyk
11:06.0,,,24-29,2,B. Bass makes 2-pt shot from 1 ft (assist by K. Olynyk)
10:41.0,A. Wiggins makes 2-pt shot from 13 ft (assist by M. Williams),2,26-29,,
10:30.0,Personal foul by A. Wiggins (drawn by K. Olynyk),,26-29,,
10:30.0,T. Young enters the game for G. Dieng,,26-29,,
10:30.0,S. Muhammad enters the game for A. Bennett,,26-29,,
10:18.0,J. Adrien enters the game for A. Wiggins,,26-29,,
10:18.0,,,26-29,,K. Olynyk misses 3-pt shot from 24 ft
10:17.0,Defensive rebound by C. Budinger,,26-29,,
10:07.0,,,26-29,,Personal foul by M. Smart (drawn by T. Young)
10:07.0,,,26-29,,Technical foul by M. Smart (drawn by T. Young)
10:07.0,M. Williams misses technical free throw,,26-29,,
10:07.0,Offensive rebound by Team,,26-29,,
10:07.0,,,26-29,,E. Turner enters the game for M. Smart
10:00.0,M. Williams makes 2-pt shot from 14 ft,2,28-29,,
9:48.0,,,28-29,,Shooting foul by C. Budinger (drawn by K. Olynyk)
9:48.0,,,28-30,1,K. Olynyk makes free throw 1 of 2
9:48.0,,,28-30,,K. Olynyk misses free throw 2 of 2
9:47.0,Defensive rebound by S. Muhammad,,28-30,,
9:33.0,M. Williams makes 2-pt shot from 1 ft,2,30-30,,
9:22.0,,,30-32,2,K. Olynyk makes 2-pt shot at rim
9:08.0,S. Muhammad makes 2-pt shot from 1 ft (assist by J. Adrien),2,32-32,,
8:46.0,,,32-35,3,P. Pressey makes 3-pt shot from 25 ft
8:30.0,Turnover by S. Muhammad (bad pass; steal by P. Pressey),,32-35,,
8:22.0,,,32-35,,K. Olynyk misses 3-pt shot from 25 ft
8:21.0,,,32-35,,Offensive rebound by P. Pressey
8:17.0,,,32-35,,Offensive foul by B. Bass
8:17.0,,,32-35,,Turnover by B. Bass (offensive foul)
8:17.0,Official timeout,,32-35,,
8:02.0,Turnover by T. Young (lost ball; steal by G. Wallace),,32-35,,
7:36.0,,,32-35,,K. Olynyk misses 2-pt shot from 8 ft
7:35.0,Defensive rebound by M. Williams,,32-35,,
7:30.0,C. Budinger makes 2-pt shot at rim (assist by S. Muhammad),2,34-35,,
7:19.0,,,34-37,2,E. Turner makes 2-pt shot from 13 ft
7:01.0,C. Budinger makes 3-pt shot from 24 ft (assist by T. Young),3,37-37,,
6:46.0,,,37-37,,P. Pressey misses 2-pt shot from 19 ft
6:45.0,Defensive rebound by J. Adrien,,37-37,,
6:40.0,,,37-37,,Personal foul by P. Pressey (drawn by M. Williams)
6:40.0,,,37-37,,J. Sullinger enters the game for B. Bass
6:40.0,,,37-37,,A. Bradley enters the game for P. Pressey
6:40.0,,,37-37,,T. Zeller enters the game for K. Olynyk
6:29.0,M. Williams misses 2-pt shot from 12 ft,,37-37,,
6:28.0,,,37-37,,Defensive rebound by G. Wallace
6:12.0,,,37-39,2,E. Turner makes 2-pt shot from 1 ft
5:59.0,C. Budinger makes 2-pt shot from 14 ft (assist by T. Young),2,39-39,,
5:35.0,,,39-41,2,J. Sullinger makes 2-pt shot from 9 ft
5:29.0,,,39-41,,Personal foul by E. Turner (drawn by S. Muhammad)
5:29.0,,,39-41,,Boston full timeout
5:29.0,,,39-41,,J. Green enters the game for G. Wallace
5:25.0,C. Budinger misses 2-pt shot from 14 ft,,39-41,,
5:24.0,,,39-41,,Defensive rebound by E. Turner
5:18.0,,,39-41,,T. Zeller misses 2-pt shot from 6 ft
5:17.0,,,39-41,,Offensive rebound by A. Bradley
5:16.0,,,39-43,2,A. Bradley makes 2-pt shot from 1 ft
4:57.0,T. Young misses 2-pt shot from 15 ft,,39-43,,
4:56.0,Offensive rebound by C. Budinger,,39-43,,
4:54.0,C. Budinger misses 2-pt shot at rim,,39-43,,
4:53.0,,,39-43,,Defensive rebound by J. Green
4:49.0,,,39-43,,Turnover by J. Green (lost ball; steal by C. Budinger)
4:44.0,C. Budinger makes 2-pt shot at rim (assist by T. Young),2,41-43,,
4:27.0,,,41-43,,A. Bradley misses 3-pt shot from 24 ft
4:26.0,Defensive rebound by Team,,41-43,,
4:26.0,G. Dieng enters the game for J. Adrien,,41-43,,
4:26.0,Z. LaVine enters the game for M. Williams,,41-43,,
4:11.0,Shooting foul by J. Green (drawn by S. Muhammad),,41-43,,
4:11.0,S. Muhammad makes free throw 1 of 2,1,42-43,,
4:11.0,S. Muhammad makes free throw 2 of 2,1,43-43,,
3:59.0,,,43-43,,J. Green misses 2-pt shot from 4 ft (block by C. Budinger)
3:58.0,,,43-43,,Offensive rebound by Team
3:53.0,,,43-43,,E. Turner misses 2-pt shot from 14 ft
3:51.0,,,43-43,,Offensive rebound by J. Sullinger
3:51.0,,,43-43,,J. Sullinger misses 2-pt shot from 1 ft
3:49.0,Defensive rebound by T. Young,,43-43,,
3:39.0,G. Dieng misses 2-pt shot from 13 ft,,43-43,,
3:38.0,,,43-43,,Defensive rebound by J. Sullinger
3:22.0,,,43-43,,T. Zeller misses 2-pt shot from 15 ft
3:21.0,Defensive rebound by Team,,43-43,,
3:01.0,Turnover by G. Dieng (lost ball),,43-43,,
2:49.0,Personal foul by G. Dieng (drawn by J. Sullinger),,43-43,,
2:49.0,Minnesota full timeout,,43-43,,
2:49.0,A. Wiggins enters the game for C. Budinger,,43-43,,
2:40.0,,,43-45,2,T. Zeller makes 2-pt shot from 4 ft (assist by A. Bradley)
2:17.0,T. Young misses 2-pt shot from 20 ft,,43-45,,
2:16.0,,,43-45,,Defensive rebound by J. Green
2:10.0,,,43-47,2,E. Turner makes 2-pt shot from 13 ft
1:49.0,A. Wiggins misses 2-pt shot from 10 ft (block by A. Bradley),,43-47,,
1:48.0,Offensive rebound by Z. LaVine,,43-47,,
1:44.0,T. Young misses 2-pt shot at rim,,43-47,,
1:43.0,,,43-47,,Defensive rebound by T. Zeller
1:41.0,,,43-47,,Shooting foul by Z. LaVine (drawn by A. Bradley)
1:41.0,,,43-48,1,A. Bradley makes free throw 1 of 2
1:41.0,A. Bennett enters the game for T. Young,,43-48,,
1:41.0,,,43-48,,K. Olynyk enters the game for J. Sullinger
1:41.0,,,43-49,1,A. Bradley makes free throw 2 of 2
1:22.0,Z. LaVine makes 2-pt shot from 20 ft (assist by G. Dieng),2,45-49,,
1:00.0,,,45-51,2,J. Green makes 2-pt shot from 1 ft
0:48.0,A. Bennett misses 2-pt shot from 22 ft,,45-51,,
0:47.0,Offensive rebound by A. Wiggins,,45-51,,
0:38.0,Turnover by G. Dieng (lost ball; steal by A. Bradley),,45-51,,
0:33.0,,,45-53,2,E. Turner makes 2-pt shot at rim (assist by A. Bradley)
0:20.0,S. Muhammad makes 3-pt shot from 23 ft (assist by A. Bennett),3,48-53,,
0:04.0,,,48-53,,E. Turner misses 3-pt shot from 24 ft
0:02.0,Defensive rebound by A. Wiggins,,48-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,G. Dieng makes 2-pt shot at rim (assist by T. Young),2,50-53,,
11:20.0,,,50-55,2,J. Green makes 2-pt shot at rim (assist by A. Bradley)
11:03.0,G. Dieng misses 2-pt shot at rim,,50-55,,
11:02.0,,,50-55,,Defensive rebound by E. Turner
10:57.0,,,50-55,,Turnover by E. Turner (bad pass; steal by G. Dieng)
10:51.0,T. Young misses 2-pt shot at rim,,50-55,,
10:50.0,,,50-55,,Defensive rebound by E. Turner
10:43.0,,,50-55,,A. Bradley misses 2-pt shot from 4 ft
10:42.0,Defensive rebound by Z. LaVine,,50-55,,
10:40.0,,,50-55,,Violation by J. Green (kicked ball)
10:30.0,S. Muhammad makes 2-pt shot from 6 ft,2,52-55,,
10:12.0,,,52-57,2,J. Sullinger makes 2-pt shot from 1 ft (assist by E. Turner)
9:45.0,T. Young makes 2-pt shot from 19 ft,2,54-57,,
9:33.0,,,54-59,2,E. Turner makes 2-pt shot from 13 ft
9:20.0,Z. LaVine misses 2-pt shot from 18 ft,,54-59,,
9:19.0,,,54-59,,Defensive rebound by J. Sullinger
9:11.0,,,54-59,,J. Green misses 2-pt shot from 7 ft
9:10.0,Defensive rebound by A. Wiggins,,54-59,,
9:05.0,T. Young makes 2-pt shot at rim (assist by S. Muhammad),2,56-59,,
9:05.0,,,56-59,,Boston full timeout
8:44.0,,,56-61,2,T. Zeller makes 2-pt shot at rim (assist by J. Sullinger)
8:22.0,T. Young misses 2-pt shot from 20 ft,,56-61,,
8:21.0,,,56-61,,Defensive rebound by T. Zeller
8:12.0,,,56-63,2,T. Zeller makes 2-pt shot at rim (assist by A. Bradley)
7:52.0,Turnover by Z. LaVine (lost ball; steal by A. Bradley),,56-63,,
7:42.0,,,56-63,,Turnover by T. Zeller (lost ball; steal by Z. LaVine)
7:29.0,S. Muhammad makes 2-pt shot at rim (assist by T. Young),2,58-63,,
7:12.0,,,58-63,,J. Green misses 2-pt shot from 7 ft (block by A. Wiggins)
7:11.0,Defensive rebound by S. Muhammad,,58-63,,
7:07.0,Z. LaVine makes 2-pt shot at rim (assist by S. Muhammad),2,60-63,,
6:51.0,,,60-63,,A. Bradley misses 2-pt shot from 19 ft
6:50.0,,,60-63,,Offensive rebound by J. Sullinger
6:48.0,,,60-65,2,J. Sullinger makes 2-pt shot at rim
6:47.0,Minnesota full timeout,,60-65,,
6:47.0,,,60-65,,M. Smart enters the game for J. Green
6:47.0,M. Williams enters the game for Z. LaVine,,60-65,,
6:29.0,T. Young misses 2-pt shot from 4 ft,,60-65,,
6:26.0,Offensive rebound by S. Muhammad,,60-65,,
6:26.0,S. Muhammad misses 2-pt shot from 1 ft,,60-65,,
6:25.0,Offensive rebound by S. Muhammad,,60-65,,
6:25.0,S. Muhammad makes 2-pt shot from 1 ft,2,62-65,,
6:08.0,,,62-67,2,T. Zeller makes 2-pt shot from 5 ft (assist by E. Turner)
5:49.0,A. Wiggins misses 2-pt shot from 4 ft,,62-67,,
5:48.0,Offensive rebound by G. Dieng,,62-67,,
5:37.0,M. Williams makes 2-pt shot from 18 ft,2,64-67,,
5:28.0,,,64-69,2,A. Bradley makes 2-pt shot at rim
5:15.0,G. Dieng misses 2-pt shot at rim,,64-69,,
5:14.0,,,64-69,,Defensive rebound by T. Zeller
4:59.0,,,64-71,2,T. Zeller makes 2-pt shot at rim (assist by M. Smart)
4:38.0,S. Muhammad makes 2-pt shot from 1 ft,2,66-71,,
4:24.0,,,66-73,2,J. Sullinger makes 2-pt shot from 11 ft
4:05.0,A. Wiggins makes 2-pt shot at rim,2,68-73,,
4:05.0,Shooting foul by J. Sullinger (drawn by A. Wiggins),,68-73,,
4:05.0,C. Budinger enters the game for S. Muhammad,,68-73,,
4:05.0,J. Adrien enters the game for G. Dieng,,68-73,,
4:05.0,A. Wiggins makes free throw 1 of 1,1,69-73,,
3:41.0,,,69-75,2,J. Sullinger makes 2-pt shot at rim
3:19.0,A. Wiggins misses 2-pt shot from 21 ft,,69-75,,
3:18.0,,,69-75,,Defensive rebound by A. Bradley
3:09.0,,,69-75,,J. Sullinger misses 3-pt shot from 25 ft
3:09.0,Defensive rebound by J. Adrien,,69-75,,
2:58.0,T. Young misses 2-pt shot at rim,,69-75,,
2:58.0,,,69-75,,Defensive rebound by T. Zeller
2:51.0,,,69-75,,E. Turner misses 2-pt shot at rim
2:49.0,,,69-75,,Offensive rebound by M. Smart
2:43.0,,,69-75,,E. Turner misses 3-pt shot from 22 ft
2:43.0,,,69-75,,Offensive rebound by J. Sullinger
2:39.0,,,69-77,2,T. Zeller makes 2-pt shot from 1 ft (assist by E. Turner)
2:39.0,Minnesota full timeout,,69-77,,
2:39.0,,,69-77,,K. Olynyk enters the game for T. Zeller
2:39.0,,,69-77,,B. Bass enters the game for J. Sullinger
2:39.0,R. Hummel enters the game for A. Wiggins,,69-77,,
2:39.0,A. Bennett enters the game for T. Young,,69-77,,
2:26.0,C. Budinger makes 3-pt shot from 22 ft (assist by M. Williams),3,72-77,,
2:26.0,Shooting foul by M. Smart (drawn by C. Budinger),,72-77,,
2:26.0,C. Budinger misses free throw 1 of 1,,72-77,,
2:25.0,,,72-77,,Defensive rebound by K. Olynyk
2:01.0,,,72-79,2,K. Olynyk makes 2-pt shot at rim
1:42.0,M. Williams misses 3-pt shot from 29 ft,,72-79,,
1:41.0,Offensive rebound by J. Adrien,,72-79,,
1:41.0,,,72-79,,Personal foul by K. Olynyk (drawn by J. Adrien)
1:41.0,,,72-79,,J. Green enters the game for A. Bradley
1:36.0,Shooting foul by K. Olynyk (drawn by J. Adrien),,72-79,,
1:36.0,J. Adrien misses free throw 1 of 2,,72-79,,
1:36.0,Offensive rebound by Team,,72-79,,
1:36.0,J. Adrien misses free throw 2 of 2,,72-79,,
1:35.0,Offensive rebound by Team,,72-79,,
1:32.0,C. Budinger misses 3-pt shot from 25 ft,,72-79,,
1:31.0,Offensive rebound by J. Adrien,,72-79,,
1:29.0,Shooting foul by B. Bass (drawn by R. Hummel),,72-79,,
1:29.0,R. Hummel makes free throw 1 of 2,1,73-79,,
1:29.0,,,73-79,,P. Pressey enters the game for E. Turner
1:29.0,R. Hummel misses free throw 2 of 2,,73-79,,
1:28.0,,,73-79,,Defensive rebound by B. Bass
1:12.0,,,73-79,,Shooting foul by C. Budinger (drawn by B. Bass)
1:12.0,,,73-80,1,B. Bass makes free throw 1 of 2
1:12.0,,,73-80,,B. Bass misses free throw 2 of 2
1:11.0,Defensive rebound by J. Adrien,,73-80,,
0:54.0,M. Williams misses 2-pt shot from 18 ft,,73-80,,
0:53.0,Offensive rebound by A. Bennett,,73-80,,
0:53.0,A. Bennett makes 2-pt shot at rim,2,75-80,,
0:43.0,,,75-80,,M. Smart misses 3-pt shot from 23 ft
0:42.0,,,75-80,,Offensive rebound by J. Green
0:38.0,,,75-83,3,P. Pressey makes 3-pt shot from 25 ft (assist by J. Green)
0:26.0,M. Williams makes 2-pt shot from 16 ft,2,77-83,,
0:04.0,,,77-83,,Shooting foul by A. Bennett (drawn by K. Olynyk)
0:04.0,,,77-83,,K. Olynyk misses free throw 1 of 2
0:04.0,,,77-83,,Offensive rebound by Team
0:04.0,Z. LaVine enters the game for M. Williams,,77-83,,
0:04.0,,,77-83,,K. Olynyk misses free throw 2 of 2
0:04.0,Defensive rebound by J. Adrien,,77-83,,
0:00.0,Z. LaVine misses 3-pt shot from 44 ft,,77-83,,
0:00.0,Offensive rebound by Team,,77-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,77-83,,M. Smart misses 2-pt shot from 20 ft
11:42.0,Defensive rebound by J. Adrien,,77-83,,
11:32.0,Offensive foul by J. Adrien,,77-83,,
11:32.0,Turnover by J. Adrien (offensive foul),,77-83,,
11:14.0,,,77-83,,Shooting foul by S. Muhammad (drawn by J. Green)
11:14.0,,,77-84,1,J. Green makes free throw 1 of 2
11:14.0,,,77-85,1,J. Green makes free throw 2 of 2
10:59.0,Shooting foul by K. Olynyk (drawn by A. Bennett),,77-85,,
10:59.0,A. Bennett misses free throw 1 of 2,,77-85,,
10:59.0,Offensive rebound by Team,,77-85,,
10:59.0,A. Bennett makes free throw 2 of 2,1,78-85,,
10:43.0,,,78-85,,J. Green misses 3-pt shot from 24 ft
10:42.0,Defensive rebound by A. Bennett,,78-85,,
10:34.0,C. Budinger makes 3-pt shot from 26 ft (assist by M. Williams),3,81-85,,
10:13.0,,,81-88,3,J. Green makes 3-pt shot from 25 ft (assist by K. Olynyk)
9:56.0,S. Muhammad makes 2-pt shot at rim (assist by M. Williams),2,83-88,,
9:38.0,,,83-90,2,B. Bass makes 2-pt shot from 1 ft (assist by M. Smart)
9:10.0,J. Adrien misses 2-pt shot from 5 ft,,83-90,,
9:09.0,,,83-90,,Defensive rebound by J. Green
9:01.0,,,83-90,,P. Pressey misses 3-pt shot from 26 ft
9:00.0,Defensive rebound by C. Budinger,,83-90,,
8:53.0,Turnover by J. Adrien (traveling),,83-90,,
8:53.0,Official timeout,,83-90,,
8:53.0,G. Dieng enters the game for A. Bennett,,83-90,,
8:53.0,Z. LaVine enters the game for M. Williams,,83-90,,
8:53.0,T. Young enters the game for J. Adrien,,83-90,,
8:35.0,,,83-90,,Turnover by B. Bass (lost ball)
8:16.0,C. Budinger makes 2-pt shot from 12 ft,2,85-90,,
8:07.0,,,85-90,,Turnover by M. Smart (bad pass; steal by Z. LaVine)
7:54.0,S. Muhammad makes 3-pt shot from 25 ft (assist by Z. LaVine),3,88-90,,
7:42.0,,,88-93,3,K. Olynyk makes 3-pt shot from 25 ft (assist by P. Pressey)
7:13.0,T. Young misses 2-pt shot from 9 ft,,88-93,,
7:11.0,,,88-93,,Defensive rebound by J. Green
7:04.0,,,88-93,,Turnover by P. Pressey (lost ball; steal by Z. LaVine)
6:58.0,T. Young makes 2-pt shot from 2 ft (assist by S. Muhammad),2,90-93,,
6:45.0,Shooting block foul by G. Dieng (drawn by K. Olynyk),,90-93,,
6:45.0,,,90-94,1,K. Olynyk makes free throw 1 of 2
6:45.0,,,90-94,,A. Bradley enters the game for P. Pressey
6:45.0,,,90-94,,J. Sullinger enters the game for B. Bass
6:45.0,,,90-95,1,K. Olynyk makes free throw 2 of 2
6:39.0,,,90-95,,Personal foul by J. Green (drawn by S. Muhammad)
6:23.0,C. Budinger misses 3-pt shot from 22 ft,,90-95,,
6:22.0,,,90-95,,Defensive rebound by K. Olynyk
6:17.0,,,90-95,,Turnover by M. Smart (bad pass; steal by T. Young)
6:12.0,T. Young makes 2-pt shot at rim,2,92-95,,
5:45.0,,,92-98,3,M. Smart makes 3-pt shot from 23 ft (assist by J. Green)
5:31.0,Turnover by Z. LaVine (bad pass; steal by A. Bradley),,92-98,,
5:26.0,,,92-100,2,J. Green makes 2-pt shot at rim (assist by A. Bradley)
5:26.0,Minnesota full timeout,,92-100,,
5:26.0,M. Williams enters the game for Z. LaVine,,92-100,,
5:11.0,Turnover by T. Young (lost ball; steal by J. Sullinger),,92-100,,
4:57.0,,,92-103,3,J. Green makes 3-pt shot from 22 ft (assist by A. Bradley)
4:35.0,C. Budinger makes 2-pt shot from 12 ft (assist by T. Young),2,94-103,,
4:18.0,,,94-105,2,M. Smart makes 2-pt shot at rim
3:56.0,T. Young misses 2-pt shot at rim,,94-105,,
3:55.0,,,94-105,,Defensive rebound by K. Olynyk
3:43.0,,,94-105,,J. Green misses 3-pt shot from 23 ft
3:40.0,,,94-105,,Offensive rebound by K. Olynyk
3:24.0,,,94-107,2,J. Sullinger makes 2-pt shot from 5 ft
3:09.0,,,94-107,,Shooting block foul by K. Olynyk (drawn by T. Young)
3:09.0,T. Young misses free throw 1 of 2,,94-107,,
3:09.0,Offensive rebound by Team,,94-107,,
3:09.0,,,94-107,,T. Zeller enters the game for K. Olynyk
3:09.0,T. Young makes free throw 2 of 2,1,95-107,,
2:57.0,,,95-107,,M. Smart misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by C. Budinger,,95-107,,
2:41.0,T. Young misses 3-pt shot from 25 ft,,95-107,,
2:40.0,,,95-107,,Defensive rebound by J. Green
2:21.0,,,95-107,,J. Green misses 2-pt shot from 20 ft
2:20.0,Defensive rebound by T. Young,,95-107,,
2:14.0,T. Young misses 2-pt shot at rim,,95-107,,
2:12.0,,,95-107,,Defensive rebound by J. Sullinger
1:58.0,,,95-110,3,M. Smart makes 3-pt shot from 24 ft (assist by J. Sullinger)
1:58.0,Minnesota full timeout,,95-110,,
1:58.0,Z. LaVine enters the game for T. Young,,95-110,,
1:58.0,A. Bennett enters the game for M. Williams,,95-110,,
