time,Houston,pts.away,score,pts.home,Dallas
4:26.0,T. Jones makes 2-pt shot from 3 ft (assist by P. Prigioni),2,27-15,,
4:26.0,Shooting foul by A. Stoudemire (drawn by T. Jones),,27-15,,
4:26.0,C. Brewer enters the game for T. Ariza,,27-15,,
4:26.0,T. Jones misses free throw 1 of 1,,27-15,,
4:25.0,,,27-15,,Defensive rebound by A. Stoudemire
4:18.0,,,27-17,2,M. Ellis makes 2-pt shot from 2 ft
3:58.0,J. Smith misses 2-pt shot from 8 ft,,27-17,,
3:57.0,Offensive rebound by J. Smith,,27-17,,
3:57.0,J. Smith makes 2-pt shot from 8 ft,2,29-17,,
3:57.0,Shooting foul by D. Harris (drawn by J. Smith),,29-17,,
3:57.0,J. Smith misses free throw 1 of 1,,29-17,,
3:57.0,,,29-17,,Defensive rebound by A. Stoudemire
3:43.0,,,29-19,2,D. Harris makes 2-pt shot from 10 ft (assist by D. Nowitzki)
3:43.0,,,29-19,,Shooting foul by T. Jones (drawn by D. Harris)
3:43.0,C. Capela enters the game for T. Jones,,29-19,,
3:43.0,,,29-19,,D. Harris misses free throw 1 of 1
3:42.0,,,29-19,,Offensive rebound by A. Stoudemire
3:32.0,,,29-21,2,A. Stoudemire makes 2-pt shot at rim (assist by D. Harris)
3:22.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,31-21,,
3:05.0,,,31-24,3,R. Jefferson makes 3-pt shot from 24 ft (assist by D. Nowitzki)
2:59.0,,,31-24,,Personal take foul by M. Ellis (drawn by C. Capela)
2:59.0,Houston full timeout,,31-24,,
2:59.0,C. Capela makes free throw 1 of 2,1,32-24,,
2:59.0,C. Capela makes free throw 2 of 2,1,33-24,,
2:43.0,,,33-24,,D. Nowitzki misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by C. Capela,,33-24,,
2:37.0,Offensive charge foul by J. Harden,,33-24,,
2:37.0,Turnover by J. Harden (offensive foul),,33-24,,
2:25.0,,,33-26,2,M. Ellis makes 2-pt shot from 7 ft
2:13.0,C. Brewer makes 2-pt shot from 11 ft,2,35-26,,
2:07.0,Personal block foul by P. Prigioni (drawn by D. Harris),,35-26,,
2:07.0,,,35-27,1,D. Harris makes free throw 1 of 2
2:07.0,,,35-27,,J. Barea enters the game for R. Jefferson
2:07.0,,,35-28,1,D. Harris makes free throw 2 of 2
1:55.0,J. Harden makes 2-pt shot from 14 ft,2,37-28,,
1:45.0,,,37-30,2,A. Stoudemire makes 2-pt shot from 2 ft
1:45.0,,,37-30,,Shooting foul by C. Capela (drawn by A. Stoudemire)
1:45.0,D. Howard enters the game for C. Capela,,37-30,,
1:45.0,,,37-31,1,A. Stoudemire makes free throw 1 of 1
1:35.0,J. Smith misses 2-pt shot at rim (block by A. Stoudemire),,37-31,,
1:33.0,,,37-31,,Defensive rebound by D. Harris
1:30.0,,,37-31,,Turnover by D. Harris (lost ball; steal by J. Harden)
1:26.0,J. Harden misses 2-pt shot from 2 ft,,37-31,,
1:24.0,Offensive rebound by C. Brewer,,37-31,,
1:22.0,C. Brewer misses 2-pt shot at rim,,37-31,,
1:21.0,,,37-31,,Defensive rebound by J. Barea
1:14.0,,,37-34,3,M. Ellis makes 3-pt shot from 23 ft (assist by J. Barea)
0:57.0,J. Harden misses 2-pt shot from 18 ft,,37-34,,
0:56.0,,,37-34,,Defensive rebound by J. Barea
0:51.0,,,37-36,2,M. Ellis makes 2-pt shot from 1 ft (assist by J. Barea)
0:51.0,Houston full timeout,,37-36,,
0:51.0,T. Ariza enters the game for J. Harden,,37-36,,
0:38.0,J. Smith makes 2-pt shot from 7 ft,2,39-36,,
0:20.0,,,39-36,,D. Nowitzki misses 3-pt shot from 23 ft
0:19.0,Defensive rebound by D. Howard,,39-36,,
0:03.0,J. Smith makes 3-pt shot from 25 ft (assist by P. Prigioni),3,42-36,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,42-36,,Shooting foul by J. Smith (drawn by A. Stoudemire)
11:44.0,,,42-36,,A. Stoudemire misses free throw 1 of 2
11:44.0,,,42-36,,Offensive rebound by Team
11:44.0,,,42-36,,R. Felton enters the game for D. Harris
11:44.0,,,42-37,1,A. Stoudemire makes free throw 2 of 2
11:32.0,T. Ariza misses 3-pt shot from 25 ft,,42-37,,
11:31.0,,,42-37,,Defensive rebound by Team
11:18.0,,,42-37,,J. Barea misses 2-pt shot from 5 ft
11:17.0,Defensive rebound by D. Howard,,42-37,,
11:08.0,D. Howard makes 2-pt shot at rim (assist by J. Smith),2,44-37,,
10:54.0,Personal foul by D. Howard (drawn by A. Stoudemire),,44-37,,
10:40.0,,,44-40,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea)
10:32.0,J. Smith misses 2-pt shot from 2 ft (block by A. Stoudemire),,44-40,,
10:30.0,,,44-40,,Defensive rebound by R. Felton
10:25.0,,,44-40,,J. Barea misses 3-pt shot from 25 ft
10:24.0,,,44-40,,Offensive rebound by A. Aminu
10:18.0,,,44-42,2,D. Nowitzki makes 2-pt shot from 19 ft
10:08.0,T. Ariza misses 3-pt shot from 24 ft,,44-42,,
10:07.0,,,44-42,,Defensive rebound by R. Felton
10:00.0,,,44-44,2,J. Barea makes 2-pt shot from 4 ft
9:52.0,Houston full timeout,,44-44,,
9:52.0,T. Jones enters the game for J. Smith,,44-44,,
9:46.0,D. Howard misses 2-pt shot from 6 ft (block by A. Aminu),,44-44,,
9:45.0,,,44-44,,Defensive rebound by A. Aminu
9:37.0,,,44-44,,Turnover by J. Barea (bad pass)
9:27.0,P. Prigioni makes 3-pt shot from 24 ft,3,47-44,,
9:11.0,,,47-46,2,J. Barea makes 2-pt shot from 9 ft
8:56.0,,,47-46,,Personal foul by A. Stoudemire (drawn by D. Howard)
8:56.0,,,47-46,,T. Chandler enters the game for A. Stoudemire
8:56.0,,,47-46,,C. Villanueva enters the game for D. Nowitzki
8:51.0,T. Ariza misses 3-pt shot from 22 ft,,47-46,,
8:51.0,Offensive rebound by D. Howard,,47-46,,
8:48.0,D. Howard misses 2-pt shot from 1 ft,,47-46,,
8:47.0,Offensive rebound by D. Howard,,47-46,,
8:44.0,T. Ariza makes 2-pt shot at rim (assist by D. Howard),2,49-46,,
8:30.0,,,49-46,,C. Villanueva misses 3-pt shot from 25 ft
8:29.0,Defensive rebound by T. Ariza,,49-46,,
8:27.0,Turnover by C. Brewer (traveling),,49-46,,
8:13.0,,,49-46,,R. Felton misses 2-pt shot from 21 ft
8:12.0,Defensive rebound by D. Howard,,49-46,,
8:04.0,P. Prigioni misses 2-pt shot from 2 ft,,49-46,,
8:02.0,,,49-46,,Defensive rebound by C. Villanueva
7:50.0,,,49-46,,C. Villanueva misses 3-pt shot from 24 ft
7:49.0,Defensive rebound by D. Howard,,49-46,,
7:46.0,Turnover by D. Howard (bad pass; steal by C. Villanueva),,49-46,,
7:40.0,,,49-48,2,C. Villanueva makes 2-pt shot from 2 ft (assist by J. Barea)
7:18.0,C. Brewer misses 2-pt shot from 14 ft,,49-48,,
7:16.0,,,49-48,,Defensive rebound by J. Barea
7:09.0,,,49-48,,T. Chandler misses 2-pt shot from 2 ft
7:08.0,Defensive rebound by D. Howard,,49-48,,
7:03.0,C. Brewer misses 2-pt shot from 1 ft,,49-48,,
7:02.0,,,49-48,,Defensive rebound by C. Villanueva
6:56.0,,,49-48,,J. Barea misses 3-pt shot from 24 ft
6:54.0,,,49-48,,Offensive rebound by A. Aminu
6:38.0,,,49-50,2,T. Chandler makes 2-pt shot at rim (assist by J. Barea)
6:21.0,P. Prigioni misses 3-pt shot from 25 ft,,49-50,,
6:20.0,,,49-50,,Defensive rebound by R. Felton
6:17.0,,,49-52,2,J. Barea makes 2-pt shot from 1 ft (assist by R. Felton)
6:16.0,Houston full timeout,,49-52,,
6:16.0,,,49-52,,M. Ellis enters the game for R. Felton
6:16.0,J. Harden enters the game for D. Howard,,49-52,,
6:16.0,J. Terry enters the game for P. Prigioni,,49-52,,
6:16.0,J. Smith enters the game for C. Brewer,,49-52,,
5:54.0,J. Smith misses 2-pt shot from 13 ft,,49-52,,
5:53.0,,,49-52,,Defensive rebound by C. Villanueva
5:39.0,,,49-55,3,C. Villanueva makes 3-pt shot from 25 ft (assist by J. Barea)
5:23.0,Turnover by T. Jones (lost ball),,49-55,,
5:12.0,Shooting block foul by J. Smith (drawn by M. Ellis),,49-55,,
5:12.0,,,49-55,,M. Ellis misses free throw 1 of 2
5:12.0,,,49-55,,Offensive rebound by Team
5:12.0,,,49-56,1,M. Ellis makes free throw 2 of 2
4:47.0,Turnover by J. Harden (lost ball; steal by M. Ellis),,49-56,,
4:40.0,,,49-59,3,M. Ellis makes 3-pt shot from 24 ft (assist by J. Barea)
4:27.0,Shooting foul by C. Villanueva (drawn by J. Harden),,49-59,,
4:27.0,J. Harden makes free throw 1 of 2,1,50-59,,
4:27.0,J. Harden makes free throw 2 of 2,1,51-59,,
4:10.0,,,51-61,2,M. Ellis makes 2-pt shot from 1 ft
4:02.0,T. Jones misses 2-pt shot from 14 ft,,51-61,,
4:01.0,,,51-61,,Defensive rebound by J. Barea
3:53.0,,,51-61,,M. Ellis misses 3-pt shot from 23 ft
3:52.0,,,51-61,,Offensive rebound by T. Chandler
3:51.0,,,51-61,,Shooting foul by J. Terry (drawn by A. Aminu)
3:51.0,,,51-62,1,A. Aminu makes free throw 1 of 2
3:51.0,D. Howard enters the game for T. Jones,,51-62,,
3:51.0,,,51-62,,A. Aminu misses free throw 2 of 2
3:51.0,Defensive rebound by J. Smith,,51-62,,
3:40.0,J. Harden misses 3-pt shot from 24 ft,,51-62,,
3:39.0,Offensive rebound by D. Howard,,51-62,,
3:34.0,J. Terry makes 3-pt shot from 24 ft (assist by T. Ariza),3,54-62,,
3:27.0,,,54-62,,Dallas full timeout
3:27.0,,,54-62,,D. Harris enters the game for C. Villanueva
3:27.0,,,54-62,,D. Nowitzki enters the game for J. Barea
3:18.0,,,54-65,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by M. Ellis)
2:56.0,T. Ariza makes 2-pt shot from 1 ft,2,56-65,,
2:40.0,,,56-65,,Turnover by A. Aminu (bad pass)
2:29.0,,,56-65,,Violation by A. Aminu (kicked ball)
2:18.0,Shooting foul by D. Nowitzki (drawn by T. Ariza),,56-65,,
2:18.0,T. Ariza misses free throw 1 of 2,,56-65,,
2:18.0,Offensive rebound by Team,,56-65,,
2:18.0,T. Ariza makes free throw 2 of 2,1,57-65,,
1:55.0,,,57-68,3,A. Aminu makes 3-pt shot from 26 ft (assist by D. Harris)
1:47.0,Turnover by J. Smith (bad pass; steal by A. Aminu),,57-68,,
1:42.0,,,57-70,2,M. Ellis makes 2-pt shot at rim (assist by D. Nowitzki)
1:13.0,J. Harden misses 2-pt shot from 14 ft,,57-70,,
1:13.0,Offensive rebound by D. Howard,,57-70,,
1:13.0,D. Howard makes 2-pt shot at rim,2,59-70,,
1:13.0,Shooting foul by D. Nowitzki (drawn by D. Howard),,59-70,,
1:13.0,D. Howard misses free throw 1 of 1,,59-70,,
1:12.0,,,59-70,,Defensive rebound by D. Nowitzki
1:08.0,,,59-70,,Shooting foul by J. Terry (drawn by A. Aminu)
1:08.0,,,59-71,1,A. Aminu makes free throw 1 of 2
1:08.0,,,59-72,1,A. Aminu makes free throw 2 of 2
0:59.0,J. Harden makes 2-pt shot from 3 ft,2,61-72,,
0:43.0,,,61-72,,M. Ellis misses 2-pt shot from 6 ft
0:43.0,,,61-72,,Offensive rebound by Team
0:43.0,Loose ball foul by D. Howard (drawn by T. Chandler),,61-72,,
0:43.0,,,61-72,,T. Chandler misses free throw 1 of 2
0:43.0,,,61-72,,Offensive rebound by Team
0:43.0,,,61-72,,R. Jefferson enters the game for D. Nowitzki
0:43.0,,,61-72,,T. Chandler misses free throw 2 of 2
0:42.0,Defensive rebound by D. Howard,,61-72,,
0:34.0,J. Smith makes 2-pt shot at rim (assist by J. Harden),2,63-72,,
0:14.0,,,63-72,,M. Ellis misses 2-pt shot from 19 ft
0:13.0,Defensive rebound by D. Howard,,63-72,,
0:06.0,J. Harden makes 2-pt shot from 10 ft,2,65-72,,
0:01.0,,,65-72,,D. Harris misses 3-pt shot from 26 ft
0:00.0,,,65-72,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,65-72,,R. Jefferson misses 3-pt shot from 23 ft
11:39.0,,,65-72,,Offensive rebound by T. Chandler
11:28.0,,,65-72,,D. Nowitzki misses 2-pt shot from 11 ft
11:27.0,Defensive rebound by J. Harden,,65-72,,
11:21.0,J. Terry misses 2-pt shot from 19 ft,,65-72,,
11:20.0,,,65-72,,Defensive rebound by D. Nowitzki
11:02.0,,,65-72,,R. Felton misses 2-pt shot from 19 ft
11:01.0,Defensive rebound by D. Howard,,65-72,,
10:53.0,T. Ariza misses 2-pt shot from 21 ft,,65-72,,
10:52.0,,,65-72,,Defensive rebound by T. Chandler
10:46.0,,,65-74,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by M. Ellis)
10:26.0,T. Jones misses 2-pt shot from 5 ft (block by D. Nowitzki),,65-74,,
10:26.0,Offensive rebound by Team,,65-74,,
10:19.0,,,65-74,,Violation by R. Jefferson (kicked ball)
10:07.0,T. Jones misses 2-pt shot from 6 ft,,65-74,,
10:05.0,Offensive rebound by D. Howard,,65-74,,
9:53.0,J. Terry misses 3-pt shot from 23 ft,,65-74,,
9:52.0,,,65-74,,Defensive rebound by R. Jefferson
9:47.0,,,65-74,,M. Ellis misses 2-pt shot from 18 ft
9:46.0,Defensive rebound by J. Harden,,65-74,,
9:29.0,T. Jones misses 2-pt shot from 5 ft,,65-74,,
9:28.0,Offensive rebound by T. Jones,,65-74,,
9:22.0,J. Harden makes 3-pt shot from 26 ft (assist by J. Terry),3,68-74,,
9:12.0,Personal foul by J. Terry (drawn by R. Jefferson),,68-74,,
9:01.0,,,68-74,,R. Jefferson misses 2-pt shot from 5 ft (block by D. Howard)
8:59.0,Defensive rebound by T. Jones,,68-74,,
8:58.0,Shooting foul by M. Ellis (drawn by J. Harden),,68-74,,
8:58.0,J. Harden makes free throw 1 of 2,1,69-74,,
8:58.0,J. Harden makes free throw 2 of 2,1,70-74,,
8:38.0,,,70-76,2,D. Nowitzki makes 2-pt shot from 9 ft
8:25.0,J. Harden makes 2-pt shot from 12 ft,2,72-76,,
8:00.0,,,72-76,,R. Jefferson misses 2-pt shot from 21 ft
7:59.0,Defensive rebound by D. Howard,,72-76,,
7:58.0,,,72-76,,Personal take foul by R. Jefferson (drawn by J. Harden)
7:58.0,,,72-76,,D. Harris enters the game for R. Jefferson
7:58.0,,,72-76,,A. Aminu enters the game for R. Felton
7:43.0,T. Ariza makes 2-pt shot at rim,2,74-76,,
7:24.0,,,74-76,,M. Ellis misses 2-pt shot from 18 ft
7:23.0,Defensive rebound by J. Harden,,74-76,,
7:18.0,T. Ariza misses 2-pt shot from 5 ft (block by T. Chandler),,74-76,,
7:18.0,Offensive rebound by Team,,74-76,,
7:13.0,J. Harden makes 3-pt shot from 25 ft,3,77-76,,
7:10.0,,,77-76,,Dallas full timeout
6:57.0,,,77-76,,Shooting foul by T. Jones (drawn by D. Nowitzki)
6:57.0,,,77-77,1,D. Nowitzki makes free throw 1 of 2
6:57.0,,,77-78,1,D. Nowitzki makes free throw 2 of 2
6:41.0,J. Terry makes 2-pt shot from 16 ft,2,79-78,,
6:31.0,Personal foul by D. Howard (drawn by T. Chandler),,79-78,,
6:26.0,Personal foul by T. Ariza (drawn by M. Ellis),,79-78,,
6:16.0,,,79-78,,D. Nowitzki misses 2-pt shot from 19 ft
6:15.0,Defensive rebound by D. Howard,,79-78,,
6:05.0,J. Harden makes 2-pt shot from 20 ft,2,81-78,,
5:53.0,,,81-80,2,M. Ellis makes 2-pt shot from 2 ft
5:39.0,J. Harden misses 2-pt shot from 11 ft,,81-80,,
5:38.0,,,81-80,,Defensive rebound by D. Nowitzki
5:30.0,,,81-82,2,A. Aminu makes 2-pt shot at rim (assist by M. Ellis)
5:09.0,Shooting foul by M. Ellis (drawn by J. Harden),,81-82,,
5:09.0,J. Harden makes free throw 1 of 2,1,82-82,,
5:09.0,J. Smith enters the game for T. Ariza,,82-82,,
5:09.0,C. Brewer enters the game for T. Jones,,82-82,,
5:09.0,J. Harden makes free throw 2 of 2,1,83-82,,
4:58.0,,,83-82,,D. Harris misses 2-pt shot from 7 ft
4:57.0,Defensive rebound by J. Harden,,83-82,,
4:51.0,C. Brewer makes 3-pt shot from 23 ft (assist by J. Terry),3,86-82,,
4:50.0,,,86-82,,Dallas full timeout
4:50.0,,,86-82,,C. Villanueva enters the game for D. Nowitzki
4:34.0,,,86-82,,C. Villanueva misses 3-pt shot from 25 ft
4:32.0,Defensive rebound by C. Brewer,,86-82,,
4:25.0,J. Smith makes 2-pt shot from 1 ft (assist by J. Harden),2,88-82,,
4:10.0,Personal foul by C. Brewer (drawn by D. Harris),,88-82,,
4:10.0,,,88-83,1,D. Harris makes free throw 1 of 2
4:10.0,C. Capela enters the game for D. Howard,,88-83,,
4:10.0,,,88-84,1,D. Harris makes free throw 2 of 2
3:56.0,C. Brewer makes 3-pt shot from 23 ft (assist by J. Harden),3,91-84,,
3:35.0,,,91-86,2,M. Ellis makes 2-pt shot from 20 ft
3:13.0,Turnover by J. Harden (bad pass; steal by M. Ellis),,91-86,,
3:06.0,,,91-88,2,A. Aminu makes 2-pt shot at rim (assist by M. Ellis)
2:51.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,93-88,,
2:51.0,Shooting foul by T. Chandler (drawn by C. Capela),,93-88,,
2:51.0,Houston full timeout,,93-88,,
2:51.0,,,93-88,,A. Stoudemire enters the game for T. Chandler
2:51.0,,,93-88,,J. Barea enters the game for D. Harris
2:51.0,P. Prigioni enters the game for J. Terry,,93-88,,
2:51.0,C. Capela makes free throw 1 of 1,1,94-88,,
2:37.0,,,94-88,,Turnover by M. Ellis (lost ball; steal by P. Prigioni)
2:22.0,J. Smith misses 2-pt shot from 17 ft,,94-88,,
2:21.0,Offensive rebound by Team,,94-88,,
2:11.0,J. Harden misses 2-pt shot from 14 ft,,94-88,,
2:10.0,Offensive rebound by P. Prigioni,,94-88,,
2:07.0,J. Smith makes 3-pt shot from 24 ft (assist by P. Prigioni),3,97-88,,
1:52.0,,,97-91,3,J. Barea makes 3-pt shot from 25 ft (assist by C. Villanueva)
1:33.0,J. Harden makes 2-pt shot from 4 ft,2,99-91,,
1:27.0,Personal foul by P. Prigioni (drawn by J. Barea),,99-91,,
1:27.0,,,99-92,1,J. Barea makes free throw 1 of 2
1:27.0,,,99-92,,D. Nowitzki enters the game for C. Villanueva
1:27.0,,,99-93,1,J. Barea makes free throw 2 of 2
1:09.0,J. Harden misses 2-pt shot from 2 ft (block by A. Aminu),,99-93,,
1:07.0,,,99-93,,Defensive rebound by A. Aminu
1:00.0,,,99-95,2,D. Nowitzki makes 2-pt shot from 16 ft (assist by M. Ellis)
0:51.0,C. Brewer makes 2-pt shot from 1 ft (assist by J. Smith),2,101-95,,
0:33.0,,,101-95,,A. Aminu misses 3-pt shot from 23 ft
0:32.0,,,101-95,,Offensive rebound by A. Stoudemire
0:20.0,,,101-97,2,A. Stoudemire makes 2-pt shot from 7 ft
0:03.0,J. Harden misses 3-pt shot from 25 ft,,101-97,,
0:02.0,,,101-97,,Defensive rebound by A. Aminu
0:02.0,Loose ball foul by C. Capela (drawn by A. Aminu),,101-97,,
0:02.0,,,101-98,1,A. Aminu makes free throw 1 of 2
0:02.0,,,101-98,,R. Jefferson enters the game for D. Nowitzki
0:02.0,,,101-99,1,A. Aminu makes free throw 2 of 2
0:00.0,C. Brewer misses 3-pt shot from 51 ft,,101-99,,
0:00.0,Offensive rebound by Team,,101-99,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,101-99,,Personal foul by D. Harris (drawn by D. Howard)
11:38.0,J. Smith misses 3-pt shot from 24 ft,,101-99,,
11:38.0,Offensive rebound by D. Howard,,101-99,,
11:32.0,T. Ariza makes 3-pt shot from 24 ft (assist by D. Howard),3,104-99,,
11:10.0,,,104-99,,Turnover by A. Stoudemire (lost ball; steal by D. Howard)
11:08.0,,,104-99,,Personal foul by J. Barea (drawn by D. Howard)
10:51.0,Turnover by D. Howard (lost ball; steal by J. Barea),,104-99,,
10:51.0,Personal foul by P. Prigioni (drawn by J. Barea),,104-99,,
10:36.0,,,104-99,,D. Nowitzki misses 2-pt shot from 5 ft
10:35.0,Defensive rebound by J. Smith,,104-99,,
10:30.0,C. Brewer makes 2-pt shot from 2 ft,2,106-99,,
10:16.0,Shooting block foul by C. Brewer (drawn by D. Nowitzki),,106-99,,
10:16.0,,,106-100,1,D. Nowitzki makes free throw 1 of 2
10:16.0,,,106-101,1,D. Nowitzki makes free throw 2 of 2
10:01.0,,,106-101,,Personal block foul by A. Stoudemire (drawn by D. Howard)
9:52.0,D. Howard misses 2-pt shot from 2 ft,,106-101,,
9:51.0,Offensive rebound by D. Howard,,106-101,,
9:38.0,,,106-101,,Personal foul by J. Barea (drawn by J. Smith)
9:28.0,J. Smith misses 3-pt shot from 25 ft,,106-101,,
9:27.0,,,106-101,,Defensive rebound by J. Barea
9:15.0,,,106-101,,D. Harris misses 3-pt shot from 24 ft
9:15.0,,,106-101,,Offensive rebound by D. Nowitzki
9:15.0,Loose ball foul by T. Ariza (drawn by D. Nowitzki),,106-101,,
9:05.0,,,106-101,,A. Stoudemire misses 2-pt shot from 11 ft
9:04.0,Defensive rebound by C. Brewer,,106-101,,
8:57.0,D. Howard makes 2-pt shot at rim (assist by J. Smith),2,108-101,,
8:56.0,,,108-101,,Dallas full timeout
8:56.0,,,108-101,,M. Ellis enters the game for D. Harris
8:38.0,,,108-101,,D. Nowitzki misses 2-pt shot from 11 ft
8:37.0,Defensive rebound by D. Howard,,108-101,,
8:34.0,,,108-101,,Personal foul by J. Barea (drawn by J. Smith)
8:34.0,J. Smith makes free throw 1 of 2,1,109-101,,
8:34.0,,,109-101,,T. Chandler enters the game for A. Stoudemire
8:34.0,J. Smith makes free throw 2 of 2,1,110-101,,
8:20.0,,,110-101,,Turnover by J. Barea (bad pass; steal by D. Howard)
8:16.0,C. Brewer makes 2-pt shot from 2 ft (assist by J. Smith),2,112-101,,
8:06.0,,,112-101,,Shooting foul by J. Smith (drawn by T. Chandler)
8:06.0,,,112-101,,T. Chandler misses free throw 1 of 2
8:06.0,,,112-101,,Offensive rebound by Team
8:06.0,,,112-101,,T. Chandler misses free throw 2 of 2
8:06.0,Defensive rebound by D. Howard,,112-101,,
7:49.0,Turnover by J. Smith (bad pass; steal by A. Aminu),,112-101,,
7:40.0,,,112-103,2,D. Nowitzki makes 2-pt shot from 16 ft (assist by J. Barea)
