time,Atlanta,pts.away,score,pts.home,Washington
4:53.0,,,92-102,1,M. Gortat makes free throw 1 of 2
4:53.0,A. Daye enters the game for K. Bazemore,,92-102,,
4:53.0,,,92-102,,M. Gortat misses free throw 2 of 2
4:51.0,,,92-102,,Offensive rebound by K. Humphries
4:42.0,,,92-102,,O. Porter misses 2-pt shot from 5 ft
4:41.0,,,92-102,,Offensive rebound by M. Gortat
4:39.0,,,92-102,,M. Gortat misses 2-pt shot from 1 ft
4:38.0,Defensive rebound by J. Jenkins,,92-102,,
4:26.0,M. Scott misses 3-pt shot from 25 ft,,92-102,,
4:25.0,,,92-102,,Defensive rebound by Team
4:13.0,,,92-102,,Turnover by J. Wall (bad pass; steal by E. Brand)
4:01.0,M. Scott misses 2-pt shot from 8 ft,,92-102,,
4:00.0,,,92-102,,Defensive rebound by M. Gortat
3:42.0,,,92-102,,B. Beal misses 3-pt shot from 26 ft
3:41.0,Defensive rebound by M. Scott,,92-102,,
3:37.0,Turnover by M. Scott (bad pass; steal by J. Wall),,92-102,,
3:35.0,,,92-104,2,J. Wall makes 2-pt shot at rim
3:35.0,Atlanta full timeout,,92-104,,
3:16.0,M. Scott misses 3-pt shot from 24 ft,,92-104,,
3:15.0,,,92-104,,Defensive rebound by K. Humphries
3:02.0,,,92-104,,J. Wall misses 2-pt shot from 15 ft
3:01.0,Defensive rebound by S. Mack,,92-104,,
2:56.0,Shooting foul by J. Wall (drawn by S. Mack),,92-104,,
2:56.0,S. Mack makes free throw 1 of 2,1,93-104,,
2:56.0,S. Mack makes free throw 2 of 2,1,94-104,,
2:42.0,,,94-104,,Shooting foul by E. Brand (drawn by M. Gortat)
2:42.0,,,94-105,1,M. Gortat makes free throw 1 of 2
2:42.0,,,94-106,1,M. Gortat makes free throw 2 of 2
2:31.0,A. Daye misses 3-pt shot from 26 ft,,94-106,,
2:30.0,,,94-106,,Defensive rebound by Team
2:12.0,,,94-106,,Turnover by B. Beal (lost ball)
2:02.0,S. Mack misses 2-pt shot from 19 ft,,94-106,,
2:01.0,,,94-106,,Defensive rebound by M. Gortat
1:44.0,,,94-106,,Turnover by J. Wall (bad pass)
1:33.0,M. Scott makes 3-pt shot from 26 ft (assist by S. Mack),3,97-106,,
1:21.0,,,97-106,,Turnover by K. Humphries (offensive goaltending)
1:14.0,,,97-106,,Personal foul by K. Humphries (drawn by E. Brand)
1:14.0,E. Brand misses free throw 1 of 2,,97-106,,
1:14.0,Offensive rebound by Team,,97-106,,
1:14.0,E. Brand misses free throw 2 of 2,,97-106,,
1:12.0,Offensive rebound by E. Brand,,97-106,,
1:08.0,A. Daye misses 3-pt shot from 23 ft,,97-106,,
1:07.0,,,97-106,,Defensive rebound by K. Humphries
0:53.0,,,97-106,,Turnover by J. Wall (lost ball)
0:43.0,A. Daye misses 2-pt shot from 1 ft (block by M. Gortat),,97-106,,
0:41.0,,,97-106,,Defensive rebound by O. Porter
0:31.0,,,97-108,2,B. Beal makes 2-pt shot from 19 ft
0:21.0,S. Mack makes 2-pt shot from 8 ft,2,99-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
