time,Chicago,pts.away,score,pts.home,Milwaukee
0:05.0,Shooting foul by G. Antetokounmpo (drawn by D. Rose),,94-95,,
0:05.0,D. Rose misses free throw 1 of 2,,94-95,,
0:05.0,Offensive rebound by Team,,94-95,,
0:05.0,,,94-95,,Z. Pachulia enters the game for O. Mayo
0:05.0,D. Rose makes free throw 2 of 2,1,95-95,,
0:05.0,,,95-95,,Milwaukee full timeout
0:05.0,,,95-95,,O. Mayo enters the game for Z. Pachulia
0:01.0,,,95-95,,K. Middleton misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by T. Gibson,,95-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:58.0,Jump ball: P. Gasol vs. J. Henson (J. Noah gains possession),,,,Jump ball: P. Gasol vs. J. Henson (J. Noah gains possession)
4:46.0,J. Butler makes 2-pt shot at rim,2,97-95,,
4:46.0,Shooting foul by M. Carter-Williams (drawn by J. Butler),,97-95,,
4:46.0,J. Butler misses free throw 1 of 1,,97-95,,
4:45.0,,,97-95,,Defensive rebound by J. Henson
4:29.0,,,97-95,,G. Antetokounmpo misses 2-pt shot from 8 ft
4:29.0,Defensive rebound by P. Gasol,,97-95,,
4:29.0,,,97-95,,Personal foul by G. Antetokounmpo (drawn by P. Gasol)
4:09.0,Turnover by J. Butler (bad pass),,97-95,,
3:53.0,,,97-97,2,O. Mayo makes 2-pt shot from 17 ft
3:37.0,T. Snell makes 2-pt shot from 17 ft (assist by D. Rose),2,99-97,,
3:22.0,,,99-97,,M. Carter-Williams misses 2-pt shot from 1 ft
3:20.0,,,99-97,,Offensive rebound by G. Antetokounmpo
3:20.0,,,99-97,,G. Antetokounmpo misses 2-pt shot at rim
3:19.0,,,99-97,,Offensive rebound by G. Antetokounmpo
3:12.0,,,99-99,2,K. Middleton makes 2-pt shot from 1 ft
2:45.0,J. Butler misses 2-pt shot from 2 ft,,99-99,,
2:43.0,Offensive rebound by P. Gasol,,99-99,,
2:43.0,P. Gasol makes 2-pt shot at rim,2,101-99,,
2:31.0,,,101-101,2,O. Mayo makes 2-pt shot from 15 ft (assist by M. Carter-Williams)
2:12.0,P. Gasol misses 2-pt shot from 19 ft,,101-101,,
2:10.0,Offensive rebound by D. Rose,,101-101,,
1:56.0,Turnover by P. Gasol (step out of bounds),,101-101,,
1:42.0,,,101-101,,K. Middleton misses 3-pt shot from 24 ft
1:41.0,Defensive rebound by J. Butler,,101-101,,
1:23.0,Turnover by D. Rose (lost ball),,101-101,,
1:23.0,T. Gibson enters the game for P. Gasol,,101-101,,
1:08.0,,,101-101,,O. Mayo misses 3-pt shot from 23 ft
1:06.0,,,101-101,,Offensive rebound by J. Henson
0:45.0,,,101-101,,K. Middleton misses 2-pt shot from 15 ft
0:45.0,Defensive rebound by Team,,101-101,,
0:45.0,P. Gasol enters the game for T. Gibson,,101-101,,
0:20.0,J. Butler misses 3-pt shot from 26 ft,,101-101,,
0:19.0,,,101-101,,Defensive rebound by O. Mayo
0:00.0,,,101-101,,O. Mayo misses 2-pt shot from 15 ft
0:00.0,,,101-101,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
4:58.0,Jump ball: P. Gasol vs. J. Henson (G. Antetokounmpo gains possession),,,,Jump ball: P. Gasol vs. J. Henson (G. Antetokounmpo gains possession)
4:41.0,,,101-101,,Turnover by G. Antetokounmpo (bad pass; steal by J. Butler)
4:36.0,J. Butler makes 2-pt shot at rim,2,103-101,,
4:26.0,Personal foul by T. Snell (drawn by O. Mayo),,103-101,,
4:20.0,,,103-101,,Turnover by O. Mayo (bad pass; steal by D. Rose)
4:16.0,,,103-101,,Personal foul by M. Carter-Williams (drawn by D. Rose)
4:12.0,Shooting foul by J. Henson (drawn by D. Rose),,103-101,,
4:12.0,D. Rose makes free throw 1 of 2,1,104-101,,
4:12.0,D. Rose makes free throw 2 of 2,1,105-101,,
4:01.0,,,105-101,,K. Middleton misses 2-pt shot from 15 ft
4:00.0,Defensive rebound by D. Rose,,105-101,,
3:45.0,T. Snell misses 3-pt shot from 24 ft,,105-101,,
3:44.0,,,105-101,,Defensive rebound by G. Antetokounmpo
3:26.0,,,105-101,,M. Carter-Williams misses 2-pt shot from 13 ft
3:25.0,Defensive rebound by P. Gasol,,105-101,,
3:11.0,P. Gasol makes 2-pt shot at rim (assist by J. Noah),2,107-101,,
2:53.0,,,107-101,,Turnover by M. Carter-Williams (lost ball; steal by J. Noah)
2:53.0,,,107-101,,Personal foul by K. Middleton (drawn by J. Butler)
2:44.0,D. Rose makes 2-pt shot from 3 ft,2,109-101,,
2:44.0,,,109-101,,Milwaukee full timeout
2:30.0,,,109-101,,Turnover by G. Antetokounmpo (lost ball; steal by J. Noah)
2:18.0,D. Rose misses 2-pt shot from 13 ft,,109-101,,
2:16.0,Offensive rebound by D. Rose,,109-101,,
2:16.0,D. Rose makes 2-pt shot from 1 ft,2,111-101,,
1:58.0,,,111-101,,K. Middleton misses 3-pt shot from 26 ft
1:57.0,Defensive rebound by J. Noah,,111-101,,
1:46.0,Shooting foul by O. Mayo (drawn by J. Noah),,111-101,,
1:46.0,J. Noah misses free throw 1 of 2,,111-101,,
1:46.0,Offensive rebound by Team,,111-101,,
1:46.0,J. Noah misses free throw 2 of 2,,111-101,,
1:44.0,,,111-101,,Defensive rebound by K. Middleton
1:35.0,,,111-101,,O. Mayo misses 2-pt shot from 16 ft
1:34.0,Defensive rebound by P. Gasol,,111-101,,
1:18.0,J. Butler misses 2-pt shot from 16 ft,,111-101,,
1:15.0,Offensive rebound by P. Gasol,,111-101,,
1:15.0,Shooting foul by J. Henson (drawn by P. Gasol),,111-101,,
1:15.0,P. Gasol makes free throw 1 of 2,1,112-101,,
1:15.0,P. Gasol makes free throw 2 of 2,1,113-101,,
1:02.0,,,113-103,2,M. Carter-Williams makes 2-pt shot from 17 ft
0:44.0,Turnover by T. Snell (lost ball; steal by K. Middleton),,113-103,,
0:41.0,,,113-103,,Shooting foul by T. Snell (drawn by K. Middleton)
0:41.0,,,113-103,,K. Middleton misses free throw 1 of 2
0:41.0,,,113-103,,Offensive rebound by Team
0:41.0,,,113-104,1,K. Middleton makes free throw 2 of 2
0:19.0,D. Rose misses 3-pt shot from 27 ft,,113-104,,
0:18.0,,,113-104,,Defensive rebound by G. Antetokounmpo
0:07.0,,,113-104,,M. Carter-Williams misses 2-pt shot from 1 ft
0:07.0,,,113-104,,Offensive rebound by G. Antetokounmpo
0:03.0,,,113-106,2,G. Antetokounmpo makes 2-pt shot at rim
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
