time,Houston,pts.away,score,pts.home,Golden State
4:52.0,Offensive rebound by D. Motiejunas,,16-26,,
4:48.0,D. Howard makes 2-pt shot at rim (assist by J. Harden),2,18-26,,
4:46.0,Violation by Team (delay of game),,18-26,,
4:34.0,,,18-26,,K. Thompson misses 3-pt shot from 25 ft
4:33.0,,,18-26,,Offensive rebound by A. Bogut
4:29.0,,,18-26,,A. Bogut misses 2-pt shot at rim
4:29.0,Defensive rebound by D. Howard,,18-26,,
4:22.0,T. Ariza misses 2-pt shot from 1 ft,,18-26,,
4:20.0,,,18-26,,Defensive rebound by A. Bogut
4:16.0,Personal foul by P. Beverley (drawn by H. Barnes),,18-26,,
4:16.0,,,18-26,,Golden State full timeout
4:16.0,J. Smith enters the game for D. Motiejunas,,18-26,,
4:16.0,,,18-26,,A. Iguodala enters the game for H. Barnes
4:16.0,,,18-26,,J. Holiday enters the game for K. Thompson
4:03.0,,,18-26,,J. Holiday misses 3-pt shot from 23 ft
4:01.0,,,18-26,,Offensive rebound by S. Curry
3:59.0,,,18-28,2,S. Curry makes 2-pt shot from 1 ft
3:52.0,J. Harden misses 2-pt shot from 13 ft,,18-28,,
3:52.0,,,18-28,,Defensive rebound by Team
3:52.0,Loose ball foul by D. Howard (drawn by A. Bogut),,18-28,,
3:52.0,D. Motiejunas enters the game for D. Howard,,18-28,,
3:39.0,,,18-30,2,S. Curry makes 2-pt shot from 1 ft
3:34.0,,,18-30,,M. Speights enters the game for A. Bogut
3:20.0,J. Harden makes 2-pt shot from 3 ft,2,20-30,,
3:06.0,,,20-30,,S. Curry misses 3-pt shot from 27 ft
3:05.0,Defensive rebound by T. Ariza,,20-30,,
2:57.0,,,20-30,,Personal foul by S. Curry (drawn by D. Motiejunas)
2:57.0,C. Brewer enters the game for T. Ariza,,20-30,,
2:57.0,J. Terry enters the game for P. Beverley,,20-30,,
2:48.0,J. Harden misses 2-pt shot from 1 ft (block by D. Green),,20-30,,
2:48.0,Offensive rebound by J. Harden,,20-30,,
2:48.0,Shooting foul by M. Speights (drawn by J. Harden),,20-30,,
2:48.0,J. Harden makes free throw 1 of 2,1,21-30,,
2:48.0,J. Harden misses free throw 2 of 2,,21-30,,
2:47.0,,,21-30,,Defensive rebound by J. Holiday
2:32.0,Personal foul by J. Terry (drawn by S. Curry),,21-30,,
2:32.0,,,21-31,1,S. Curry makes free throw 1 of 2
2:32.0,,,21-31,,D. Lee enters the game for D. Green
2:32.0,,,21-32,1,S. Curry makes free throw 2 of 2
2:21.0,,,21-32,,Def 3 sec tech foul by M. Speights
2:21.0,J. Harden makes technical free throw,1,22-32,,
2:13.0,J. Smith makes 2-pt shot from 2 ft (assist by J. Harden),2,24-32,,
1:47.0,,,24-32,,A. Iguodala misses 2-pt shot from 18 ft
1:47.0,,,24-32,,Offensive rebound by Team
1:47.0,,,24-32,,Turnover by Team (shot clock)
1:32.0,J. Harden misses 3-pt shot from 25 ft,,24-32,,
1:30.0,,,24-32,,Defensive rebound by J. Holiday
1:21.0,,,24-32,,Offensive foul by M. Speights
1:21.0,,,24-32,,Turnover by M. Speights (offensive foul)
1:13.0,C. Brewer misses 2-pt shot from 19 ft,,24-32,,
1:12.0,,,24-32,,Defensive rebound by D. Lee
1:01.0,,,24-32,,J. Holiday misses 3-pt shot from 24 ft
1:00.0,Defensive rebound by J. Smith,,24-32,,
0:51.0,J. Terry makes 3-pt shot from 23 ft (assist by J. Harden),3,27-32,,
0:33.0,,,27-32,,Turnover by M. Speights (bad pass; steal by J. Harden)
0:32.0,Turnover by J. Harden (bad pass; steal by J. Holiday),,27-32,,
0:32.0,,,27-32,,Turnover by J. Holiday (bad pass)
0:15.0,D. Motiejunas makes 2-pt shot from 8 ft,2,29-32,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,29-32,,D. Lee misses 2-pt shot from 5 ft
11:41.0,Defensive rebound by D. Howard,,29-32,,
11:29.0,Offensive foul by J. Terry,,29-32,,
11:29.0,Turnover by J. Terry (offensive foul),,29-32,,
11:13.0,,,29-34,2,L. Barbosa makes 2-pt shot at rim (assist by D. Lee)
11:03.0,Shooting foul by L. Barbosa (drawn by J. Terry),,29-34,,
11:03.0,J. Terry makes free throw 1 of 2,1,30-34,,
11:03.0,J. Terry makes free throw 2 of 2,1,31-34,,
10:55.0,,,31-36,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. Lee)
10:38.0,D. Howard misses 2-pt shot from 6 ft,,31-36,,
10:36.0,,,31-36,,Defensive rebound by D. Lee
10:29.0,,,31-36,,Turnover by H. Barnes (bad pass; steal by T. Ariza)
10:21.0,D. Howard makes 2-pt shot at rim (assist by J. Smith),2,33-36,,
10:13.0,,,33-36,,S. Livingston misses 2-pt shot from 4 ft
10:12.0,Defensive rebound by D. Howard,,33-36,,
10:07.0,Turnover by C. Brewer (traveling),,33-36,,
10:03.0,Personal foul by J. Terry (drawn by S. Livingston),,33-36,,
9:58.0,,,33-36,,L. Barbosa misses 2-pt shot from 20 ft
9:57.0,Defensive rebound by C. Brewer,,33-36,,
9:51.0,,,33-36,,Personal foul by H. Barnes (drawn by J. Smith)
9:36.0,J. Smith makes 3-pt shot from 25 ft (assist by J. Terry),3,36-36,,
9:22.0,,,36-36,,A. Iguodala misses 2-pt shot from 4 ft
9:15.0,,,36-36,,Offensive rebound by D. Lee
9:15.0,,,36-38,2,D. Lee makes 2-pt shot at rim
9:12.0,J. Terry misses 2-pt shot from 16 ft,,36-38,,
9:12.0,,,36-38,,Defensive rebound by Team
9:04.0,,,36-40,2,S. Livingston makes 2-pt shot from 19 ft
8:43.0,C. Brewer misses 3-pt shot from 23 ft,,36-40,,
8:42.0,,,36-40,,Defensive rebound by H. Barnes
8:34.0,,,36-40,,L. Barbosa misses 3-pt shot from 26 ft
8:33.0,Defensive rebound by C. Brewer,,36-40,,
8:27.0,Turnover by J. Terry (bad pass; steal by D. Lee),,36-40,,
8:22.0,,,36-42,2,L. Barbosa makes 2-pt shot from 1 ft (assist by A. Iguodala)
8:00.0,J. Smith misses 2-pt shot from 5 ft,,36-42,,
7:58.0,Offensive rebound by T. Ariza,,36-42,,
7:57.0,Shooting foul by H. Barnes (drawn by D. Howard),,36-42,,
7:57.0,Official timeout,,36-42,,
7:57.0,J. Harden enters the game for C. Brewer,,36-42,,
7:57.0,P. Beverley enters the game for J. Terry,,36-42,,
7:57.0,,,36-42,,K. Thompson enters the game for H. Barnes
7:57.0,,,36-42,,D. Green enters the game for L. Barbosa
7:57.0,D. Howard misses free throw 1 of 2,,36-42,,
7:57.0,Offensive rebound by Team,,36-42,,
7:57.0,D. Howard makes free throw 2 of 2,1,37-42,,
7:42.0,,,37-42,,D. Lee misses 2-pt shot from 3 ft (block by J. Smith)
7:42.0,Defensive rebound by J. Smith,,37-42,,
7:42.0,,,37-42,,Personal foul by D. Green (drawn by J. Smith)
7:26.0,D. Howard makes 2-pt shot at rim (assist by J. Smith),2,39-42,,
7:06.0,,,39-45,3,D. Green makes 3-pt shot from 25 ft (assist by K. Thompson)
6:50.0,J. Smith misses 3-pt shot from 23 ft,,39-45,,
6:48.0,Offensive rebound by D. Howard,,39-45,,
6:47.0,D. Howard misses 2-pt shot from 4 ft,,39-45,,
6:45.0,Offensive rebound by T. Ariza,,39-45,,
6:43.0,Turnover by T. Ariza (lost ball; steal by S. Livingston),,39-45,,
6:33.0,,,39-45,,A. Bogut enters the game for D. Lee
6:33.0,,,39-45,,S. Curry enters the game for S. Livingston
6:31.0,,,39-47,2,K. Thompson makes 2-pt shot from 16 ft (assist by S. Curry)
6:12.0,T. Ariza misses 3-pt shot from 23 ft,,39-47,,
6:10.0,,,39-47,,Defensive rebound by D. Green
6:04.0,,,39-49,2,D. Green makes 2-pt shot from 1 ft
5:46.0,Turnover by J. Smith (lost ball; steal by A. Bogut),,39-49,,
5:36.0,,,39-49,,K. Thompson misses 2-pt shot from 10 ft
5:33.0,,,39-49,,Offensive rebound by S. Curry
5:29.0,,,39-51,2,S. Curry makes 2-pt shot from 19 ft
5:27.0,Houston full timeout,,39-51,,
5:27.0,D. Motiejunas enters the game for J. Smith,,39-51,,
5:07.0,Turnover by D. Howard (lost ball; steal by D. Green),,39-51,,
5:02.0,,,39-51,,S. Curry misses 2-pt shot from 1 ft
5:01.0,Defensive rebound by P. Beverley,,39-51,,
4:53.0,P. Beverley misses 3-pt shot from 25 ft,,39-51,,
4:52.0,Offensive rebound by D. Motiejunas,,39-51,,
4:40.0,J. Harden misses 2-pt shot from 17 ft,,39-51,,
4:38.0,Offensive rebound by D. Howard,,39-51,,
4:34.0,J. Harden misses 3-pt shot from 25 ft,,39-51,,
4:33.0,,,39-51,,Defensive rebound by Team
4:19.0,,,39-51,,A. Iguodala misses 2-pt shot from 20 ft
4:18.0,Defensive rebound by P. Beverley,,39-51,,
4:10.0,T. Ariza misses 2-pt shot from 1 ft,,39-51,,
4:09.0,,,39-51,,Defensive rebound by D. Green
4:04.0,,,39-51,,Turnover by S. Curry (bad pass; steal by J. Harden)
4:01.0,Shooting foul by S. Curry (drawn by J. Harden),,39-51,,
4:01.0,J. Harden misses free throw 1 of 2,,39-51,,
4:01.0,Offensive rebound by Team,,39-51,,
4:01.0,J. Harden makes free throw 2 of 2,1,40-51,,
3:50.0,Personal foul by P. Beverley (drawn by S. Curry),,40-51,,
3:42.0,,,40-54,3,K. Thompson makes 3-pt shot from 25 ft (assist by A. Iguodala)
3:22.0,Turnover by P. Beverley (bad pass; steal by K. Thompson),,40-54,,
3:16.0,,,40-54,,Turnover by S. Curry (bad pass; steal by D. Howard)
3:06.0,D. Motiejunas misses 2-pt shot from 6 ft,,40-54,,
3:04.0,Offensive rebound by D. Howard,,40-54,,
2:58.0,Turnover by D. Howard (lost ball; steal by K. Thompson),,40-54,,
2:52.0,,,40-54,,A. Iguodala misses 2-pt shot from 2 ft (block by J. Harden)
2:51.0,Defensive rebound by J. Harden,,40-54,,
2:33.0,Offensive foul by D. Howard,,40-54,,
2:33.0,Turnover by D. Howard (offensive foul),,40-54,,
2:33.0,,,40-54,,Golden State full timeout
2:33.0,C. Brewer enters the game for D. Howard,,40-54,,
2:19.0,,,40-54,,A. Bogut misses 2-pt shot from 6 ft
2:18.0,,,40-54,,Offensive rebound by Team
2:09.0,,,40-54,,K. Thompson misses 3-pt shot from 26 ft
2:08.0,,,40-54,,Offensive rebound by A. Bogut
2:08.0,,,40-56,2,A. Bogut makes 2-pt shot at rim
1:55.0,J. Harden makes 2-pt shot from 18 ft,2,42-56,,
1:34.0,,,42-58,2,K. Thompson makes 2-pt shot from 22 ft
1:20.0,D. Motiejunas misses 2-pt shot from 7 ft,,42-58,,
1:19.0,,,42-58,,Defensive rebound by A. Bogut
1:08.0,Personal foul by P. Beverley (drawn by S. Curry),,42-58,,
1:08.0,,,42-58,,Golden State full timeout
1:08.0,J. Terry enters the game for P. Beverley,,42-58,,
0:58.0,,,42-58,,K. Thompson misses 2-pt shot from 1 ft (block by J. Terry)
0:56.0,,,42-58,,Offensive rebound by K. Thompson
0:56.0,,,42-58,,K. Thompson misses 2-pt shot from 1 ft
0:56.0,,,42-58,,Offensive rebound by K. Thompson
0:56.0,,,42-60,2,K. Thompson makes 2-pt shot from 1 ft
0:38.0,D. Motiejunas misses 2-pt shot from 7 ft,,42-60,,
0:36.0,,,42-60,,Defensive rebound by A. Bogut
0:29.0,Personal foul by J. Harden (drawn by K. Thompson),,42-60,,
0:29.0,,,42-61,1,K. Thompson makes free throw 1 of 2
0:29.0,,,42-61,,L. Barbosa enters the game for S. Curry
0:29.0,,,42-62,1,K. Thompson makes free throw 2 of 2
0:07.0,J. Harden misses 2-pt shot from 18 ft,,42-62,,
0:06.0,,,42-62,,Defensive rebound by L. Barbosa
0:01.0,,,42-62,,A. Iguodala misses 2-pt shot from 11 ft
0:00.0,,,42-62,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,42-64,2,A. Bogut makes 2-pt shot at rim (assist by D. Green)
11:43.0,,,42-64,,Shooting foul by D. Howard (drawn by A. Bogut)
11:43.0,,,42-65,1,A. Bogut makes free throw 1 of 1
11:30.0,P. Beverley makes 2-pt shot from 8 ft,2,44-65,,
11:12.0,Personal foul by D. Motiejunas (drawn by D. Green),,44-65,,
11:01.0,,,44-67,2,A. Bogut makes 2-pt shot from 7 ft (assist by K. Thompson)
10:47.0,Turnover by D. Howard (lost ball),,44-67,,
10:33.0,Personal foul by T. Ariza (drawn by K. Thompson),,44-67,,
10:27.0,,,44-67,,K. Thompson misses 2-pt shot from 17 ft
10:26.0,Defensive rebound by D. Howard,,44-67,,
10:21.0,,,44-67,,Personal foul by D. Green (drawn by D. Motiejunas)
10:13.0,P. Beverley misses 3-pt shot from 23 ft,,44-67,,
10:12.0,,,44-67,,Defensive rebound by D. Green
10:01.0,,,44-69,2,D. Green makes 2-pt shot from 21 ft (assist by K. Thompson)
9:45.0,T. Ariza makes 3-pt shot from 25 ft (assist by P. Beverley),3,47-69,,
9:22.0,,,47-69,,Turnover by A. Bogut (bad pass; steal by P. Beverley)
9:16.0,T. Ariza misses 3-pt shot from 24 ft,,47-69,,
9:15.0,,,47-69,,Defensive rebound by A. Bogut
9:09.0,,,47-72,3,H. Barnes makes 3-pt shot from 22 ft (assist by S. Curry)
8:44.0,,,47-72,,Personal foul by D. Green (drawn by D. Motiejunas)
8:29.0,P. Beverley makes 2-pt shot from 5 ft (assist by D. Motiejunas),2,49-72,,
8:24.0,,,49-72,,Technical foul by S. Curry
8:24.0,J. Harden makes technical free throw,1,50-72,,
8:22.0,,,50-72,,Offensive foul by S. Curry
8:22.0,,,50-72,,Turnover by S. Curry (offensive foul)
8:22.0,Technical foul by T. Ariza,,50-72,,
8:22.0,,,50-73,1,S. Curry makes technical free throw
8:19.0,J. Harden makes 2-pt shot from 2 ft (assist by D. Motiejunas),2,52-73,,
7:56.0,,,52-73,,Turnover by S. Curry (lost ball; steal by T. Ariza)
7:45.0,Turnover by J. Harden (bad pass; steal by K. Thompson),,52-73,,
7:45.0,Personal foul by J. Harden (drawn by K. Thompson),,52-73,,
7:34.0,,,52-73,,D. Green misses 2-pt shot from 3 ft
7:33.0,Defensive rebound by D. Howard,,52-73,,
7:20.0,D. Motiejunas misses 2-pt shot from 2 ft (block by A. Bogut),,52-73,,
7:19.0,,,52-73,,Defensive rebound by A. Bogut
7:06.0,,,52-75,2,K. Thompson makes 2-pt shot from 17 ft
6:53.0,J. Harden misses 2-pt shot from 18 ft,,52-75,,
6:52.0,,,52-75,,Defensive rebound by A. Bogut
6:43.0,,,52-77,2,K. Thompson makes 2-pt shot at rim (assist by A. Bogut)
6:43.0,Houston full timeout,,52-77,,
6:25.0,T. Ariza misses 3-pt shot from 26 ft,,52-77,,
6:23.0,,,52-77,,Defensive rebound by D. Green
6:00.0,,,52-79,2,K. Thompson makes 2-pt shot from 14 ft
5:46.0,Turnover by D. Howard (offensive foul),,52-79,,
5:46.0,Offensive foul by D. Howard,,52-79,,
5:46.0,J. Smith enters the game for D. Howard,,52-79,,
5:46.0,C. Brewer enters the game for T. Ariza,,52-79,,
5:28.0,,,52-82,3,D. Green makes 3-pt shot from 25 ft (assist by S. Curry)
5:18.0,Shooting foul by K. Thompson (drawn by J. Harden),,52-82,,
5:18.0,J. Harden makes free throw 1 of 2,1,53-82,,
5:18.0,J. Harden makes free throw 2 of 2,1,54-82,,
5:02.0,,,54-82,,K. Thompson misses 2-pt shot from 20 ft
5:01.0,Defensive rebound by J. Harden,,54-82,,
4:55.0,C. Brewer makes 2-pt shot from 9 ft,2,56-82,,
4:38.0,,,56-84,2,A. Bogut makes 2-pt shot at rim (assist by K. Thompson)
4:30.0,Shooting foul by H. Barnes (drawn by C. Brewer),,56-84,,
4:30.0,C. Brewer makes free throw 1 of 2,1,57-84,,
4:30.0,,,57-84,,D. Lee enters the game for A. Bogut
4:30.0,,,57-84,,A. Iguodala enters the game for H. Barnes
4:30.0,J. Dorsey enters the game for D. Motiejunas,,57-84,,
4:30.0,C. Brewer makes free throw 2 of 2,1,58-84,,
4:18.0,,,58-84,,D. Lee misses 2-pt shot from 2 ft
4:17.0,Defensive rebound by J. Dorsey,,58-84,,
4:11.0,J. Harden makes 2-pt shot from 2 ft,2,60-84,,
4:11.0,Shooting foul by D. Lee (drawn by J. Harden),,60-84,,
4:11.0,J. Harden makes free throw 1 of 1,1,61-84,,
4:03.0,,,61-84,,S. Curry misses 3-pt shot from 27 ft
4:02.0,Defensive rebound by C. Brewer,,61-84,,
3:54.0,J. Harden makes 3-pt shot from 25 ft (assist by C. Brewer),3,64-84,,
3:54.0,,,64-84,,Golden State full timeout
3:36.0,,,64-84,,K. Thompson misses 3-pt shot from 23 ft
3:35.0,,,64-84,,Offensive rebound by D. Lee
3:27.0,,,64-87,3,D. Green makes 3-pt shot from 25 ft (assist by D. Lee)
3:14.0,Turnover by J. Smith (lost ball; steal by D. Lee),,64-87,,
3:11.0,,,64-89,2,A. Iguodala makes 2-pt shot at rim (assist by K. Thompson)
2:59.0,Houston full timeout,,64-89,,
2:59.0,Technical foul by J. Smith,,64-89,,
2:59.0,Technical foul by J. Smith,,64-89,,
2:59.0,K. Papanikolaou enters the game for J. Smith,,64-89,,
2:59.0,,,64-89,,S. Curry misses technical free throw
2:59.0,Offensive rebound by Team,,64-89,,
2:59.0,,,64-90,1,S. Curry makes technical free throw
2:49.0,Turnover by K. Papanikolaou (lost ball; steal by D. Lee),,64-90,,
2:36.0,,,64-93,3,S. Curry makes 3-pt shot from 26 ft
2:22.0,J. Harden makes 3-pt shot from 25 ft,3,67-93,,
2:06.0,,,67-93,,Shooting foul by J. Dorsey (drawn by D. Lee)
2:06.0,,,67-94,1,D. Lee makes free throw 1 of 2
2:06.0,A. Shved enters the game for P. Beverley,,67-94,,
2:06.0,,,67-94,,D. Lee misses free throw 2 of 2
2:05.0,Defensive rebound by J. Dorsey,,67-94,,
1:53.0,A. Shved misses 3-pt shot from 26 ft,,67-94,,
1:52.0,Offensive rebound by J. Harden,,67-94,,
1:47.0,J. Dorsey makes 2-pt shot from 2 ft (assist by J. Harden),2,69-94,,
1:27.0,,,69-94,,Turnover by S. Curry (traveling)
1:27.0,Shooting foul by A. Iguodala (drawn by J. Dorsey),,69-94,,
1:27.0,J. Dorsey misses free throw 1 of 2,,69-94,,
1:27.0,Offensive rebound by Team,,69-94,,
1:27.0,J. Dorsey makes free throw 2 of 2,1,70-94,,
1:14.0,,,70-97,3,A. Iguodala makes 3-pt shot from 27 ft (assist by S. Curry)
1:00.0,C. Brewer makes 3-pt shot from 24 ft (assist by K. Papanikolaou),3,73-97,,
0:51.0,,,73-100,3,S. Curry makes 3-pt shot from 27 ft
0:39.0,J. Harden makes 2-pt shot at rim,2,75-100,,
0:39.0,Shooting foul by D. Green (drawn by J. Harden),,75-100,,
0:39.0,J. Harden makes free throw 1 of 1,1,76-100,,
0:30.0,,,76-100,,D. Green misses 3-pt shot from 26 ft
0:29.0,Defensive rebound by C. Brewer,,76-100,,
0:22.0,J. Harden misses 2-pt shot from 1 ft,,76-100,,
0:22.0,Offensive rebound by J. Dorsey,,76-100,,
0:22.0,J. Dorsey makes 2-pt shot at rim,2,78-100,,
0:03.0,,,78-100,,S. Curry misses 2-pt shot from 22 ft
0:01.0,,,78-100,,Offensive rebound by D. Lee
0:01.0,,,78-102,2,D. Lee makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,A. Shved misses 2-pt shot from 2 ft (block by S. Livingston),,78-102,,
11:41.0,,,78-102,,Defensive rebound by S. Livingston
11:16.0,C. Brewer misses 2-pt shot from 18 ft,,78-102,,
11:15.0,,,78-102,,Defensive rebound by L. Barbosa
11:00.0,,,78-102,,H. Barnes misses 3-pt shot from 23 ft
10:58.0,,,78-102,,Offensive rebound by Team
10:55.0,,,78-104,2,L. Barbosa makes 2-pt shot from 9 ft (assist by S. Livingston)
10:38.0,J. Terry misses 3-pt shot from 26 ft,,78-104,,
10:37.0,,,78-104,,Defensive rebound by D. Lee
10:26.0,,,78-104,,Turnover by D. Lee (traveling)
10:11.0,J. Dorsey misses 2-pt shot from 5 ft (block by D. Lee),,78-104,,
10:03.0,,,78-104,,Defensive rebound by D. Lee
9:57.0,,,78-104,,L. Barbosa misses 2-pt shot from 20 ft
9:54.0,,,78-104,,Offensive rebound by D. Lee
9:54.0,,,78-104,,D. Lee misses 2-pt shot from 2 ft
9:53.0,Defensive rebound by J. Dorsey,,78-104,,
9:49.0,C. Brewer makes 2-pt shot at rim,2,80-104,,
9:28.0,,,80-106,2,D. Lee makes 2-pt shot from 2 ft (assist by H. Barnes)
9:19.0,Shooting foul by D. Lee (drawn by C. Brewer),,80-106,,
9:19.0,C. Brewer makes free throw 1 of 2,1,81-106,,
9:19.0,C. Brewer makes free throw 2 of 2,1,82-106,,
9:11.0,,,82-106,,L. Barbosa misses 2-pt shot from 2 ft
9:09.0,Defensive rebound by J. Dorsey,,82-106,,
9:05.0,C. Brewer makes 2-pt shot from 2 ft,2,84-106,,
8:36.0,,,84-106,,H. Barnes misses 2-pt shot from 13 ft
8:35.0,Defensive rebound by J. Dorsey,,84-106,,
8:27.0,Turnover by K. Papanikolaou (bad pass; steal by S. Livingston),,84-106,,
8:23.0,,,84-108,2,A. Iguodala makes 2-pt shot from 1 ft (assist by S. Livingston)
8:05.0,A. Shved misses 3-pt shot from 28 ft,,84-108,,
8:04.0,Offensive rebound by J. Dorsey,,84-108,,
7:59.0,J. Terry makes 3-pt shot from 26 ft (assist by J. Dorsey),3,87-108,,
7:49.0,Personal foul by J. Dorsey (drawn by S. Livingston),,87-108,,
7:49.0,Official timeout,,87-108,,
7:37.0,,,87-110,2,S. Livingston makes 2-pt shot from 12 ft
7:24.0,K. Papanikolaou misses 3-pt shot from 26 ft,,87-110,,
7:23.0,Offensive rebound by C. Brewer,,87-110,,
7:19.0,J. Terry misses 3-pt shot from 25 ft,,87-110,,
7:18.0,,,87-110,,Defensive rebound by A. Iguodala
7:03.0,,,87-110,,A. Iguodala misses 3-pt shot from 25 ft
7:02.0,Defensive rebound by J. Dorsey,,87-110,,
6:55.0,A. Shved makes 2-pt shot at rim,2,89-110,,
6:37.0,,,89-110,,H. Barnes misses 2-pt shot from 6 ft
6:35.0,,,89-110,,Offensive rebound by D. Lee
6:35.0,,,89-112,2,D. Lee makes 2-pt shot at rim
6:25.0,Turnover by J. Dorsey (bad pass),,89-112,,
6:07.0,,,89-112,,L. Barbosa misses 2-pt shot from 9 ft
6:06.0,Defensive rebound by J. Dorsey,,89-112,,
6:00.0,C. Brewer makes 3-pt shot from 24 ft (assist by J. Dorsey),3,92-112,,
5:40.0,,,92-112,,D. Lee misses 2-pt shot from 19 ft
5:38.0,Defensive rebound by K. Papanikolaou,,92-112,,
