time,Golden State,pts.away,score,pts.home,New Orleans
1:10.0,,,101-105,,Defensive rebound by A. Davis
0:50.0,,,101-105,,E. Gordon misses 3-pt shot from 23 ft
0:48.0,Defensive rebound by S. Curry,,101-105,,
0:45.0,Golden State full timeout,,101-105,,
0:45.0,,,101-105,,D. Cunningham enters the game for E. Gordon
0:31.0,K. Thompson misses 2-pt shot from 3 ft,,101-105,,
0:28.0,Offensive rebound by D. Green,,101-105,,
0:28.0,D. Green misses 2-pt shot from 2 ft,,101-105,,
0:25.0,Offensive rebound by S. Livingston,,101-105,,
0:23.0,H. Barnes misses 3-pt shot from 24 ft,,101-105,,
0:21.0,Offensive rebound by S. Livingston,,101-105,,
0:21.0,Shooting foul by J. Holiday (drawn by S. Livingston),,101-105,,
0:21.0,S. Livingston makes free throw 1 of 2,1,102-105,,
0:21.0,S. Livingston misses free throw 2 of 2,,102-105,,
0:20.0,,,102-105,,Defensive rebound by Team
0:20.0,,,102-105,,New Orleans full timeout
0:20.0,,,102-105,,E. Gordon enters the game for Q. Pondexter
0:20.0,,,102-105,,R. Anderson enters the game for D. Cunningham
0:20.0,Personal foul by S. Curry (drawn by E. Gordon),,102-105,,
0:17.0,Personal foul by S. Livingston (drawn by J. Holiday),,102-105,,
0:17.0,,,102-106,1,J. Holiday makes free throw 1 of 2
0:17.0,,,102-106,,D. Cunningham enters the game for E. Gordon
0:17.0,,,102-106,,Q. Pondexter enters the game for R. Anderson
0:17.0,,,102-107,1,J. Holiday makes free throw 2 of 2
0:17.0,Golden State full timeout,,102-107,,
0:17.0,M. Speights enters the game for S. Livingston,,102-107,,
0:12.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,105-107,,
0:12.0,,,105-107,,New Orleans full timeout
0:12.0,,,105-107,,E. Gordon enters the game for Q. Pondexter
0:12.0,,,105-107,,R. Anderson enters the game for D. Cunningham
0:12.0,S. Livingston enters the game for M. Speights,,105-107,,
0:10.0,Personal take foul by D. Green (drawn by A. Davis),,105-107,,
0:10.0,,,105-107,,A. Davis misses free throw 1 of 2
0:10.0,,,105-107,,Offensive rebound by Team
0:10.0,,,105-107,,D. Cunningham enters the game for R. Anderson
0:10.0,,,105-107,,Q. Pondexter enters the game for E. Gordon
0:10.0,M. Speights enters the game for S. Livingston,,105-107,,
0:10.0,,,105-108,1,A. Davis makes free throw 2 of 2
0:10.0,Golden State full timeout,,105-108,,
0:06.0,S. Curry misses 3-pt shot from 25 ft,,105-108,,
0:03.0,Offensive rebound by M. Speights,,105-108,,
0:03.0,S. Curry makes 3-pt shot from 24 ft (assist by M. Speights),3,108-108,,
0:00.0,,,108-108,,T. Evans misses 3-pt shot from 25 ft
0:00.0,,,108-108,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Bogut vs. A. Davis (S. Curry gains possession),,,,Jump ball: A. Bogut vs. A. Davis (S. Curry gains possession)
4:46.0,K. Thompson misses 2-pt shot from 15 ft,,108-108,,
4:45.0,Offensive rebound by D. Green,,108-108,,
4:27.0,S. Curry makes 3-pt shot from 26 ft (assist by D. Green),3,111-108,,
4:11.0,,,111-108,,Offensive charge foul by A. Davis
4:11.0,,,111-108,,Turnover by A. Davis (offensive foul)
4:01.0,S. Curry misses 2-pt shot from 2 ft (block by E. Gordon),,111-108,,
3:59.0,,,111-108,,Defensive rebound by Q. Pondexter
3:51.0,,,111-108,,Q. Pondexter misses 3-pt shot from 24 ft
3:49.0,Defensive rebound by D. Green,,111-108,,
3:41.0,,,111-108,,Personal foul by E. Gordon (drawn by A. Bogut)
3:36.0,D. Green misses 3-pt shot from 26 ft,,111-108,,
3:35.0,,,111-108,,Defensive rebound by Q. Pondexter
3:29.0,,,111-108,,Shooting foul by K. Thompson (drawn by T. Evans)
3:29.0,,,111-109,1,T. Evans makes free throw 1 of 2
3:29.0,,,111-109,,O. Asik enters the game for R. Anderson
3:29.0,,,111-109,,T. Evans misses free throw 2 of 2
3:27.0,Defensive rebound by H. Barnes,,111-109,,
3:09.0,H. Barnes makes 3-pt shot from 25 ft (assist by D. Green),3,114-109,,
2:44.0,,,114-111,2,E. Gordon makes 2-pt shot from 23 ft
2:28.0,D. Green makes 2-pt shot from 2 ft (assist by S. Curry),2,116-111,,
2:28.0,Shooting foul by E. Gordon (drawn by D. Green),,116-111,,
2:28.0,D. Green makes free throw 1 of 1,1,117-111,,
2:12.0,,,117-113,2,A. Davis makes 2-pt shot from 15 ft (assist by T. Evans)
1:51.0,A. Bogut makes 2-pt shot at rim (assist by S. Curry),2,119-113,,
1:51.0,,,119-113,,New Orleans full timeout
1:51.0,,,119-113,,R. Anderson enters the game for O. Asik
1:42.0,,,119-115,2,T. Evans makes 2-pt shot from 2 ft
1:22.0,Offensive foul by A. Bogut,,119-115,,
1:22.0,Turnover by A. Bogut (offensive foul),,119-115,,
1:11.0,,,119-118,3,R. Anderson makes 3-pt shot from 27 ft (assist by T. Evans)
0:56.0,S. Curry misses 3-pt shot from 26 ft,,119-118,,
0:52.0,Offensive rebound by D. Green,,119-118,,
0:44.0,Golden State full timeout,,119-118,,
0:37.0,S. Curry misses 2-pt shot from 22 ft,,119-118,,
0:36.0,,,119-118,,Defensive rebound by Team
0:36.0,Loose ball foul by D. Green (drawn by A. Davis),,119-118,,
0:36.0,A. Iguodala enters the game for D. Green,,119-118,,
0:25.0,,,119-118,,E. Gordon misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by K. Thompson,,119-118,,
0:15.0,,,119-118,,Personal take foul by T. Evans (drawn by S. Curry)
0:15.0,M. Speights enters the game for A. Bogut,,119-118,,
0:14.0,,,119-118,,Personal take foul by E. Gordon (drawn by S. Curry)
0:14.0,S. Curry makes free throw 1 of 2,1,120-118,,
0:14.0,A. Bogut enters the game for M. Speights,,120-118,,
0:14.0,S. Curry makes free throw 2 of 2,1,121-118,,
0:14.0,,,121-118,,New Orleans full timeout
0:14.0,,,121-118,,J. Holiday enters the game for Q. Pondexter
0:14.0,S. Livingston enters the game for A. Bogut,,121-118,,
0:11.0,Away from play foul by K. Thompson (drawn by A. Davis),,121-118,,
0:11.0,,,121-119,1,A. Davis makes free throw 1 of 1
0:11.0,,,121-119,,New Orleans full timeout
0:11.0,A. Bogut enters the game for S. Livingston,,121-119,,
0:07.0,,,121-119,,A. Davis misses 2-pt shot from 9 ft
0:06.0,Defensive rebound by K. Thompson,,121-119,,
0:05.0,Golden State full timeout,,121-119,,
0:05.0,,,121-119,,Q. Pondexter enters the game for E. Gordon
0:05.0,,,121-119,,D. Cunningham enters the game for R. Anderson
0:05.0,M. Speights enters the game for A. Bogut,,121-119,,
0:03.0,,,121-119,,Personal take foul by T. Evans (drawn by S. Curry)
0:03.0,S. Curry makes free throw 1 of 2,1,122-119,,
0:03.0,S. Livingston enters the game for M. Speights,,122-119,,
0:03.0,S. Curry makes free throw 2 of 2,1,123-119,,
0:00.0,,,123-119,,T. Evans misses 3-pt shot from 26 ft
0:00.0,,,123-119,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
