time,Atlanta,pts.away,score,pts.home,New York
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,T. Sefolosha misses 2-pt shot from 20 ft,,17-16,,
11:41.0,,,17-16,,Defensive rebound by J. Smith
11:31.0,,,17-16,,Turnover by J. Smith (bad pass)
11:18.0,Shooting foul by A. Stoudemire (drawn by M. Scott),,17-16,,
11:18.0,M. Scott makes free throw 1 of 2,1,18-16,,
11:18.0,M. Scott makes free throw 2 of 2,1,19-16,,
11:03.0,,,19-19,3,J. Smith makes 3-pt shot from 26 ft (assist by P. Prigioni)
10:47.0,K. Korver misses 3-pt shot from 25 ft,,19-19,,
10:46.0,,,19-19,,Defensive rebound by J. Smith
10:35.0,Personal foul by M. Scott (drawn by J. Smith),,19-19,,
10:27.0,Personal foul by T. Sefolosha (drawn by J. Smith),,19-19,,
10:14.0,,,19-21,2,P. Prigioni makes 2-pt shot from 15 ft
9:55.0,A. Horford misses 2-pt shot from 2 ft,,19-21,,
9:54.0,,,19-21,,Defensive rebound by C. Early
9:45.0,,,19-23,2,J. Smith makes 2-pt shot from 17 ft (assist by C. Early)
9:44.0,Atlanta full timeout,,19-23,,
9:23.0,M. Scott misses 2-pt shot from 20 ft,,19-23,,
9:22.0,,,19-23,,Defensive rebound by J. Smith
9:13.0,,,19-23,,A. Stoudemire misses 2-pt shot from 4 ft
9:12.0,Defensive rebound by M. Scott,,19-23,,
9:05.0,,,19-23,,Personal foul by A. Stoudemire (drawn by A. Horford)
9:05.0,,,19-23,,S. Dalembert enters the game for A. Stoudemire
8:54.0,T. Sefolosha makes 2-pt shot from 6 ft,2,21-23,,
8:42.0,,,21-23,,C. Early misses 3-pt shot from 25 ft
8:41.0,Defensive rebound by A. Horford,,21-23,,
8:37.0,Turnover by A. Horford (bad pass),,21-23,,
8:20.0,,,21-23,,C. Early misses 2-pt shot from 5 ft
8:19.0,Defensive rebound by D. Schroder,,21-23,,
8:06.0,M. Scott misses 2-pt shot from 7 ft,,21-23,,
8:05.0,Offensive rebound by D. Schroder,,21-23,,
8:00.0,K. Korver misses 3-pt shot from 25 ft,,21-23,,
7:59.0,,,21-23,,Defensive rebound by S. Dalembert
7:57.0,,,21-23,,Turnover by P. Prigioni (lost ball)
7:36.0,T. Sefolosha makes 2-pt shot from 1 ft (assist by A. Horford),2,23-23,,
7:17.0,,,23-23,,C. Early misses 3-pt shot from 23 ft
7:16.0,,,23-23,,Offensive rebound by J. Smith
7:05.0,,,23-25,2,J. Smith makes 2-pt shot from 14 ft (assist by J. Smith)
6:54.0,,,23-25,,Personal foul by C. Early (drawn by K. Korver)
6:54.0,,,23-25,,C. Anthony enters the game for P. Prigioni
6:54.0,,,23-25,,S. Larkin enters the game for J. Smith
6:54.0,,,23-25,,I. Shumpert enters the game for C. Early
6:54.0,P. Millsap enters the game for A. Horford,,23-25,,
6:54.0,D. Carroll enters the game for K. Korver,,23-25,,
6:54.0,P. Antic enters the game for T. Sefolosha,,23-25,,
6:54.0,J. Teague enters the game for M. Scott,,23-25,,
6:40.0,J. Teague misses 3-pt shot from 25 ft,,23-25,,
6:38.0,Offensive rebound by Team,,23-25,,
6:38.0,Turnover by Team (shot clock),,23-25,,
6:20.0,,,23-25,,J. Smith misses 2-pt shot from 7 ft
6:19.0,Defensive rebound by P. Millsap,,23-25,,
6:03.0,Shooting foul by S. Larkin (drawn by J. Teague),,23-25,,
6:03.0,J. Teague makes free throw 1 of 2,1,24-25,,
6:03.0,,,24-25,,T. Hardaway enters the game for J. Smith
6:03.0,J. Teague makes free throw 2 of 2,1,25-25,,
5:38.0,,,25-27,2,C. Anthony makes 2-pt shot from 15 ft
5:23.0,D. Schroder misses 2-pt shot from 2 ft,,25-27,,
5:22.0,,,25-27,,Defensive rebound by C. Anthony
5:17.0,,,25-29,2,T. Hardaway makes 2-pt shot at rim (assist by C. Anthony)
4:56.0,P. Antic makes 3-pt shot from 24 ft (assist by J. Teague),3,28-29,,
4:42.0,,,28-29,,Turnover by I. Shumpert (bad pass; steal by P. Millsap)
4:21.0,J. Teague misses 2-pt shot from 6 ft,,28-29,,
4:20.0,,,28-29,,Defensive rebound by C. Anthony
4:13.0,Official timeout,,28-29,,
4:11.0,,,28-29,,Turnover by S. Dalembert (lost ball)
3:54.0,D. Carroll misses 3-pt shot from 24 ft,,28-29,,
3:48.0,Offensive rebound by Team,,28-29,,
3:48.0,,,28-29,,J. Smith enters the game for S. Dalembert
3:35.0,P. Millsap misses 2-pt shot from 3 ft,,28-29,,
3:34.0,Offensive rebound by D. Carroll,,28-29,,
3:33.0,,,28-29,,Personal foul by J. Smith (drawn by D. Carroll)
3:33.0,D. Carroll makes free throw 1 of 2,1,29-29,,
3:33.0,D. Carroll makes free throw 2 of 2,1,30-29,,
3:08.0,,,30-29,,C. Anthony misses 3-pt shot from 22 ft
3:07.0,Defensive rebound by Team,,30-29,,
3:07.0,,,30-29,,Loose ball foul by J. Smith (drawn by D. Carroll)
3:07.0,D. Carroll makes free throw 1 of 2,1,31-29,,
3:07.0,D. Carroll makes free throw 2 of 2,1,32-29,,
2:54.0,,,32-29,,Turnover by I. Shumpert (bad pass; steal by D. Schroder)
2:49.0,Turnover by D. Schroder (lost ball; steal by S. Larkin),,32-29,,
2:43.0,,,32-31,2,I. Shumpert makes 2-pt shot at rim (assist by S. Larkin)
2:20.0,P. Millsap makes 2-pt shot from 9 ft,2,34-31,,
1:57.0,,,34-34,3,T. Hardaway makes 3-pt shot from 25 ft (assist by J. Smith)
1:33.0,,,34-34,,Personal foul by S. Larkin (drawn by P. Millsap)
1:33.0,,,34-34,,New York full timeout
1:33.0,A. Horford enters the game for P. Antic,,34-34,,
1:33.0,K. Korver enters the game for D. Schroder,,34-34,,
1:33.0,,,34-34,,P. Prigioni enters the game for S. Larkin
1:33.0,P. Millsap makes free throw 1 of 2,1,35-34,,
1:33.0,P. Millsap makes free throw 2 of 2,1,36-34,,
1:12.0,,,36-36,2,C. Anthony makes 2-pt shot from 2 ft
0:54.0,D. Carroll misses 2-pt shot from 11 ft,,36-36,,
0:53.0,Offensive rebound by D. Carroll,,36-36,,
0:51.0,A. Horford makes 2-pt shot at rim (assist by D. Carroll),2,38-36,,
0:40.0,,,38-38,2,T. Hardaway makes 2-pt shot from 22 ft (assist by I. Shumpert)
0:34.0,Turnover by J. Teague (traveling),,38-38,,
0:16.0,,,38-38,,T. Hardaway misses 3-pt shot from 23 ft
0:15.0,Defensive rebound by D. Carroll,,38-38,,
0:14.0,Turnover by D. Carroll (traveling),,38-38,,
0:14.0,,,38-38,,New York full timeout
0:14.0,D. Schroder enters the game for K. Korver,,38-38,,
0:14.0,T. Sefolosha enters the game for J. Teague,,38-38,,
0:00.0,,,38-38,,C. Anthony misses 3-pt shot from 24 ft
0:00.0,,,38-38,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,K. Korver misses 2-pt shot from 1 ft,,38-38,,
11:36.0,,,38-38,,Defensive rebound by S. Dalembert
11:19.0,,,38-41,3,I. Shumpert makes 3-pt shot from 23 ft (assist by S. Larkin)
11:01.0,A. Horford misses 2-pt shot from 6 ft,,38-41,,
11:00.0,,,38-41,,Defensive rebound by C. Anthony
10:52.0,,,38-41,,C. Anthony misses 3-pt shot from 25 ft
10:51.0,Defensive rebound by A. Horford,,38-41,,
10:38.0,Turnover by P. Millsap (bad pass),,38-41,,
10:16.0,,,38-44,3,T. Hardaway makes 3-pt shot from 22 ft (assist by I. Shumpert)
10:10.0,,,38-44,,Personal foul by S. Dalembert (drawn by J. Teague)
10:05.0,,,38-44,,Personal foul by I. Shumpert (drawn by K. Korver)
9:53.0,P. Millsap makes 2-pt shot from 12 ft (assist by J. Teague),2,40-44,,
9:39.0,,,40-46,2,T. Hardaway makes 2-pt shot from 1 ft (assist by C. Anthony)
9:39.0,,,40-46,,Shooting foul by K. Korver (drawn by T. Hardaway)
9:39.0,,,40-47,1,T. Hardaway makes free throw 1 of 1
9:18.0,P. Millsap misses 2-pt shot from 12 ft,,40-47,,
9:16.0,,,40-47,,Defensive rebound by S. Dalembert
9:10.0,,,40-47,,C. Anthony misses 2-pt shot from 12 ft
9:09.0,Defensive rebound by K. Korver,,40-47,,
9:03.0,Shooting foul by C. Anthony (drawn by P. Millsap),,40-47,,
9:03.0,P. Millsap makes free throw 1 of 2,1,41-47,,
9:03.0,P. Millsap makes free throw 2 of 2,1,42-47,,
8:45.0,,,42-47,,Offensive foul by I. Shumpert
8:45.0,,,42-47,,Turnover by I. Shumpert (offensive foul)
8:35.0,Offensive foul by P. Millsap,,42-47,,
8:35.0,Turnover by P. Millsap (offensive foul),,42-47,,
8:16.0,,,42-49,2,C. Anthony makes 2-pt shot from 1 ft
8:04.0,A. Horford makes 2-pt shot at rim (assist by J. Teague),2,44-49,,
7:54.0,,,44-49,,Turnover by T. Hardaway (bad pass)
7:54.0,,,44-49,,A. Stoudemire enters the game for S. Dalembert
7:40.0,P. Millsap makes 3-pt shot from 24 ft (assist by J. Teague),3,47-49,,
7:29.0,,,47-49,,Turnover by I. Shumpert (bad pass; steal by D. Carroll)
7:23.0,K. Korver makes 3-pt shot from 25 ft (assist by P. Millsap),3,50-49,,
7:09.0,,,50-49,,New York full timeout
6:57.0,,,50-49,,S. Larkin misses 2-pt shot from 3 ft (block by A. Horford)
6:55.0,Defensive rebound by K. Korver,,50-49,,
6:41.0,P. Millsap misses 2-pt shot from 5 ft,,50-49,,
6:40.0,,,50-49,,Defensive rebound by Team
6:28.0,,,50-49,,Offensive foul by C. Anthony
6:28.0,,,50-49,,Turnover by C. Anthony (offensive foul)
6:12.0,K. Korver misses 2-pt shot from 13 ft,,50-49,,
6:11.0,Offensive rebound by A. Horford,,50-49,,
6:03.0,P. Millsap makes 3-pt shot from 23 ft (assist by D. Carroll),3,53-49,,
5:46.0,,,53-51,2,C. Anthony makes 2-pt shot from 2 ft
5:46.0,,,53-51,,Shooting foul by A. Horford (drawn by C. Anthony)
5:46.0,,,53-51,,P. Prigioni enters the game for S. Larkin
5:46.0,,,53-51,,C. Anthony misses free throw 1 of 1
5:46.0,Defensive rebound by Team,,53-51,,
5:46.0,,,53-51,,Loose ball foul by A. Stoudemire (drawn by A. Horford)
5:27.0,K. Korver makes 3-pt shot from 23 ft (assist by J. Teague),3,56-51,,
5:05.0,,,56-54,3,I. Shumpert makes 3-pt shot from 25 ft (assist by C. Anthony)
4:50.0,,,56-54,,Personal foul by I. Shumpert (drawn by K. Korver)
4:50.0,,,56-54,,J. Smith enters the game for I. Shumpert
4:50.0,K. Korver makes free throw 1 of 2,1,57-54,,
4:50.0,P. Antic enters the game for A. Horford,,57-54,,
4:50.0,K. Korver makes free throw 2 of 2,1,58-54,,
4:31.0,,,58-54,,C. Anthony misses 2-pt shot from 16 ft
4:30.0,Defensive rebound by K. Korver,,58-54,,
4:20.0,T. Sefolosha enters the game for K. Korver,,58-54,,
4:17.0,P. Millsap makes 2-pt shot from 18 ft (assist by T. Sefolosha),2,60-54,,
3:55.0,,,60-56,2,J. Smith makes 2-pt shot from 19 ft
3:46.0,P. Antic misses 3-pt shot from 24 ft,,60-56,,
3:45.0,,,60-56,,Defensive rebound by Team
3:45.0,Loose ball foul by D. Carroll (drawn by J. Smith),,60-56,,
3:31.0,,,60-56,,C. Anthony misses 2-pt shot from 21 ft
3:30.0,,,60-56,,Offensive rebound by Team
3:30.0,Loose ball foul by P. Antic (drawn by A. Stoudemire),,60-56,,
3:30.0,D. Schroder enters the game for J. Teague,,60-56,,
3:23.0,Personal foul by P. Millsap (drawn by P. Prigioni),,60-56,,
3:23.0,,,60-57,1,P. Prigioni makes free throw 1 of 2
3:23.0,,,60-57,,J. Smith enters the game for T. Hardaway
3:23.0,M. Scott enters the game for P. Millsap,,60-57,,
3:23.0,,,60-57,,P. Prigioni misses free throw 2 of 2
3:22.0,Defensive rebound by D. Carroll,,60-57,,
3:10.0,P. Antic makes 2-pt shot at rim (assist by D. Schroder),2,62-57,,
2:50.0,,,62-57,,J. Smith misses 2-pt shot from 20 ft
2:49.0,Defensive rebound by M. Scott,,62-57,,
2:28.0,D. Carroll makes 2-pt shot from 2 ft (assist by T. Sefolosha),2,64-57,,
2:12.0,,,64-57,,J. Smith misses 2-pt shot from 20 ft
2:11.0,Defensive rebound by D. Schroder,,64-57,,
1:57.0,M. Scott misses 2-pt shot from 10 ft,,64-57,,
1:56.0,,,64-57,,Defensive rebound by Team
1:56.0,Atlanta full timeout,,64-57,,
1:35.0,,,64-59,2,J. Smith makes 2-pt shot from 18 ft (assist by J. Smith)
1:15.0,M. Scott misses 2-pt shot from 18 ft,,64-59,,
1:14.0,,,64-59,,Defensive rebound by A. Stoudemire
1:08.0,,,64-59,,Turnover by P. Prigioni (bad pass)
1:08.0,K. Korver enters the game for D. Carroll,,64-59,,
1:00.0,D. Schroder misses 2-pt shot from 2 ft,,64-59,,
0:59.0,,,64-59,,Defensive rebound by A. Stoudemire
0:48.0,,,64-59,,P. Prigioni misses 3-pt shot from 23 ft
0:47.0,Defensive rebound by P. Antic,,64-59,,
0:39.0,Turnover by D. Schroder (bad pass),,64-59,,
0:26.0,,,64-59,,C. Anthony misses 2-pt shot from 12 ft
0:25.0,Defensive rebound by K. Korver,,64-59,,
0:06.0,Turnover by D. Schroder (lost ball),,64-59,,
0:04.0,,,64-59,,Personal foul by C. Anthony (drawn by T. Sefolosha)
0:04.0,Personal foul by T. Sefolosha,,64-59,,
0:04.0,D. Carroll enters the game for K. Korver,,64-59,,
0:01.0,,,64-59,,P. Prigioni misses 3-pt shot from 24 ft
0:00.0,,,64-59,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,64-61,2,J. Smith makes 2-pt shot from 1 ft (assist by C. Anthony)
11:26.0,A. Horford misses 2-pt shot from 8 ft,,64-61,,
11:25.0,,,64-61,,Defensive rebound by A. Stoudemire
11:06.0,,,64-63,2,C. Anthony makes 2-pt shot from 19 ft (assist by P. Prigioni)
10:49.0,M. Scott makes 3-pt shot from 25 ft (assist by T. Sefolosha),3,67-63,,
10:30.0,,,67-63,,A. Stoudemire misses 2-pt shot from 20 ft
10:29.0,Defensive rebound by K. Korver,,67-63,,
10:21.0,M. Scott misses 3-pt shot from 25 ft,,67-63,,
10:20.0,,,67-63,,Defensive rebound by C. Anthony
10:05.0,Personal foul by T. Sefolosha (drawn by C. Anthony),,67-63,,
9:57.0,,,67-63,,J. Smith misses 2-pt shot from 20 ft
9:56.0,Defensive rebound by K. Korver,,67-63,,
9:50.0,,,67-63,,Personal foul by J. Smith (drawn by M. Scott)
9:49.0,Offensive foul by M. Scott,,67-63,,
9:49.0,Turnover by M. Scott (offensive foul),,67-63,,
9:37.0,,,67-63,,Shooting foul by K. Korver (drawn by J. Smith)
9:37.0,,,67-64,1,J. Smith makes free throw 1 of 2
9:37.0,,,67-65,1,J. Smith makes free throw 2 of 2
9:21.0,D. Schroder misses 2-pt shot at rim,,67-65,,
9:20.0,Offensive rebound by T. Sefolosha,,67-65,,
9:13.0,M. Scott makes 3-pt shot from 24 ft (assist by K. Korver),3,70-65,,
8:57.0,,,70-65,,C. Anthony misses 2-pt shot from 14 ft
8:56.0,Defensive rebound by A. Horford,,70-65,,
8:45.0,Shooting foul by A. Stoudemire (drawn by D. Schroder),,70-65,,
8:45.0,Official timeout,,70-65,,
8:45.0,D. Schroder makes free throw 1 of 2,1,71-65,,
8:45.0,D. Schroder makes free throw 2 of 2,1,72-65,,
8:22.0,,,72-65,,J. Smith misses 3-pt shot from 25 ft
8:21.0,,,72-65,,Offensive rebound by P. Prigioni
8:17.0,,,72-65,,C. Anthony misses 3-pt shot from 25 ft
8:16.0,,,72-65,,Offensive rebound by A. Stoudemire
8:11.0,,,72-67,2,C. Anthony makes 2-pt shot at rim (assist by A. Stoudemire)
7:57.0,D. Schroder misses 3-pt shot from 25 ft,,72-67,,
7:56.0,,,72-67,,Defensive rebound by J. Smith
7:39.0,,,72-67,,Shooting foul by A. Horford (drawn by A. Stoudemire)
7:39.0,,,72-67,,A. Stoudemire misses free throw 1 of 2
7:39.0,,,72-67,,Offensive rebound by Team
7:39.0,D. Carroll enters the game for K. Korver,,72-67,,
7:39.0,J. Teague enters the game for D. Schroder,,72-67,,
7:39.0,P. Millsap enters the game for M. Scott,,72-67,,
7:39.0,,,72-67,,I. Shumpert enters the game for P. Prigioni
7:39.0,,,72-67,,S. Larkin enters the game for J. Smith
7:39.0,,,72-67,,A. Stoudemire misses free throw 2 of 2
7:37.0,,,72-67,,Offensive rebound by Team
7:31.0,,,72-67,,S. Larkin misses 2-pt shot from 4 ft
7:30.0,,,72-67,,Offensive rebound by A. Stoudemire
7:30.0,,,72-69,2,A. Stoudemire makes 2-pt shot from 1 ft
7:09.0,Shooting foul by S. Larkin (drawn by J. Teague),,72-69,,
7:09.0,J. Teague misses free throw 1 of 2,,72-69,,
7:09.0,Offensive rebound by Team,,72-69,,
7:09.0,J. Teague makes free throw 2 of 2,1,73-69,,
6:46.0,,,73-69,,C. Anthony misses 2-pt shot from 21 ft
6:45.0,,,73-69,,Offensive rebound by A. Stoudemire
6:43.0,Jump ball: A. Horford vs. A. Stoudemire (S. Larkin gains possession),,,,Jump ball: A. Horford vs. A. Stoudemire (S. Larkin gains possession)
6:27.0,,,73-71,2,C. Anthony makes 2-pt shot from 1 ft
6:09.0,P. Millsap misses 2-pt shot from 7 ft,,73-71,,
6:08.0,,,73-71,,Defensive rebound by A. Stoudemire
5:53.0,,,73-71,,J. Smith misses 3-pt shot from 22 ft
5:52.0,Defensive rebound by A. Horford,,73-71,,
5:45.0,Turnover by J. Teague (bad pass; steal by S. Larkin),,73-71,,
5:25.0,,,73-71,,I. Shumpert misses 3-pt shot from 24 ft
5:24.0,Defensive rebound by D. Carroll,,73-71,,
5:13.0,T. Sefolosha misses 3-pt shot from 22 ft,,73-71,,
5:12.0,,,73-71,,Defensive rebound by I. Shumpert
5:05.0,,,73-71,,New York full timeout
5:05.0,K. Korver enters the game for A. Horford,,73-71,,
5:05.0,P. Antic enters the game for J. Teague,,73-71,,
5:05.0,D. Schroder enters the game for T. Sefolosha,,73-71,,
4:53.0,,,73-71,,A. Stoudemire misses 2-pt shot from 2 ft
4:52.0,Defensive rebound by P. Millsap,,73-71,,
4:34.0,D. Schroder makes 2-pt shot at rim,2,75-71,,
4:22.0,,,75-71,,Shooting foul by P. Antic (drawn by C. Anthony)
4:22.0,,,75-71,,C. Anthony misses free throw 1 of 2
4:22.0,,,75-71,,Offensive rebound by Team
4:22.0,,,75-72,1,C. Anthony makes free throw 2 of 2
4:04.0,P. Antic misses 3-pt shot from 24 ft,,75-72,,
4:03.0,Offensive rebound by D. Carroll,,75-72,,
3:44.0,P. Millsap misses 3-pt shot from 23 ft,,75-72,,
3:43.0,,,75-72,,Defensive rebound by A. Stoudemire
3:32.0,,,75-72,,Turnover by C. Anthony (bad pass; steal by P. Millsap)
3:10.0,P. Millsap misses 2-pt shot from 1 ft,,75-72,,
3:09.0,,,75-72,,Defensive rebound by C. Anthony
2:52.0,,,75-74,2,C. Anthony makes 2-pt shot from 15 ft
2:43.0,Atlanta full timeout,,75-74,,
2:43.0,A. Horford enters the game for P. Antic,,75-74,,
2:43.0,,,75-74,,J. Smith enters the game for A. Stoudemire
2:28.0,K. Korver makes 2-pt shot from 19 ft (assist by D. Schroder),2,77-74,,
2:07.0,,,77-74,,Turnover by C. Anthony (lost ball; steal by P. Millsap)
1:55.0,D. Schroder makes 2-pt shot from 18 ft,2,79-74,,
1:43.0,,,79-74,,J. Smith misses 3-pt shot from 24 ft
1:42.0,Defensive rebound by D. Schroder,,79-74,,
1:41.0,,,79-74,,Personal foul by J. Smith (drawn by D. Schroder)
1:20.0,D. Carroll misses 3-pt shot from 24 ft,,79-74,,
1:19.0,Offensive rebound by P. Millsap,,79-74,,
0:59.0,D. Schroder makes 2-pt shot from 2 ft,2,81-74,,
0:59.0,,,81-74,,New York full timeout
0:59.0,T. Sefolosha enters the game for K. Korver,,81-74,,
0:59.0,,,81-74,,T. Hardaway enters the game for S. Larkin
0:57.0,,,81-74,,I. Shumpert misses 2-pt shot from 2 ft
0:55.0,,,81-74,,Offensive rebound by I. Shumpert
0:55.0,,,81-76,2,I. Shumpert makes 2-pt shot from 2 ft
0:55.0,Atlanta full timeout,,81-76,,
0:55.0,K. Korver enters the game for T. Sefolosha,,81-76,,
0:55.0,,,81-76,,A. Stoudemire enters the game for J. Smith
0:34.0,Shooting foul by A. Stoudemire (drawn by A. Horford),,81-76,,
0:34.0,A. Horford makes free throw 1 of 2,1,82-76,,
