time,Memphis,pts.away,score,pts.home,Golden State
6:47.0,M. Gasol makes 2-pt shot from 19 ft (assist by M. Conley),2,15-7,,
6:32.0,,,15-7,,K. Thompson misses 2-pt shot from 18 ft
6:31.0,Defensive rebound by Z. Randolph,,15-7,,
6:12.0,J. Green misses 2-pt shot from 7 ft (block by H. Barnes),,15-7,,
6:11.0,,,15-7,,Defensive rebound by K. Thompson
6:06.0,,,15-7,,Shooting foul by Z. Randolph (drawn by H. Barnes)
6:06.0,,,15-7,,H. Barnes misses free throw 1 of 2
6:06.0,,,15-7,,Offensive rebound by Team
6:06.0,,,15-7,,Turnover by A. Bogut (offensive goaltending)
5:55.0,M. Conley makes 2-pt shot from 20 ft,2,17-7,,
5:49.0,Personal foul by M. Gasol (drawn by S. Curry),,17-7,,
5:30.0,,,17-7,,Turnover by Team (shot clock)
5:30.0,,,17-7,,Violation by Team (delay of game)
5:16.0,C. Lee makes 2-pt shot from 14 ft (assist by M. Conley),2,19-7,,
5:08.0,,,19-10,3,H. Barnes makes 3-pt shot from 23 ft (assist by D. Green)
4:50.0,Shooting foul by D. Green (drawn by M. Conley),,19-10,,
4:50.0,M. Conley makes free throw 1 of 2,1,20-10,,
4:50.0,,,20-10,,A. Iguodala enters the game for D. Green
4:50.0,M. Conley makes free throw 2 of 2,1,21-10,,
4:37.0,,,21-10,,Turnover by K. Thompson (bad pass)
4:37.0,B. Udrih enters the game for M. Conley,,21-10,,
4:16.0,J. Green misses 2-pt shot from 18 ft,,21-10,,
4:15.0,,,21-10,,Defensive rebound by S. Curry
4:05.0,,,21-10,,S. Curry misses 3-pt shot from 23 ft
4:04.0,Defensive rebound by Z. Randolph,,21-10,,
3:55.0,Turnover by Z. Randolph (bad pass),,21-10,,
3:55.0,,,21-10,,S. Livingston enters the game for K. Thompson
3:55.0,V. Carter enters the game for J. Green,,21-10,,
3:37.0,,,21-10,,A. Iguodala misses 2-pt shot from 13 ft
3:35.0,Defensive rebound by V. Carter,,21-10,,
3:26.0,M. Gasol makes 2-pt shot from 14 ft (assist by C. Lee),2,23-10,,
3:10.0,,,23-12,2,H. Barnes makes 2-pt shot from 18 ft (assist by A. Iguodala)
2:55.0,Turnover by C. Lee (bad pass; steal by S. Curry),,23-12,,
2:48.0,,,23-15,3,S. Curry makes 3-pt shot from 24 ft (assist by S. Livingston)
2:42.0,Memphis full timeout,,23-15,,
2:42.0,,,23-15,,D. Green enters the game for A. Bogut
2:42.0,K. Koufos enters the game for M. Gasol,,23-15,,
2:25.0,Z. Randolph makes 2-pt shot from 11 ft,2,25-15,,
2:15.0,,,25-15,,Turnover by S. Curry (palming)
1:57.0,Turnover by Z. Randolph (bad pass),,25-15,,
1:57.0,,,25-15,,D. Lee enters the game for H. Barnes
1:34.0,,,25-17,2,A. Iguodala makes 2-pt shot from 16 ft (assist by S. Livingston)
1:19.0,B. Udrih misses 2-pt shot from 21 ft,,25-17,,
1:18.0,,,25-17,,Defensive rebound by D. Lee
1:11.0,,,25-20,3,S. Curry makes 3-pt shot from 25 ft
0:54.0,Turnover by C. Lee (lost ball; steal by S. Curry),,25-20,,
0:47.0,,,25-20,,S. Curry misses 3-pt shot from 26 ft
0:46.0,,,25-20,,Offensive rebound by A. Iguodala
0:46.0,,,25-20,,A. Iguodala misses 2-pt shot from 1 ft
0:46.0,,,25-20,,Offensive rebound by D. Green
0:46.0,,,25-22,2,D. Green makes 2-pt shot from 2 ft
0:46.0,,,25-22,,Shooting foul by V. Carter (drawn by D. Green)
0:46.0,,,25-23,1,D. Green makes free throw 1 of 1
0:32.0,V. Carter misses 3-pt shot from 25 ft,,25-23,,
0:31.0,Offensive rebound by Z. Randolph,,25-23,,
0:23.0,Z. Randolph misses 2-pt shot from 11 ft,,25-23,,
0:22.0,,,25-23,,Defensive rebound by S. Curry
0:03.0,,,25-26,3,S. Curry makes 3-pt shot from 25 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,25-26,,D. Green misses 3-pt shot from 24 ft
11:44.0,Defensive rebound by V. Carter,,25-26,,
11:25.0,V. Carter misses 3-pt shot from 26 ft,,25-26,,
11:24.0,,,25-26,,Defensive rebound by D. Lee
11:12.0,,,25-26,,D. Lee misses 2-pt shot from 7 ft
11:12.0,Defensive rebound by K. Koufos,,25-26,,
11:05.0,V. Carter misses 3-pt shot from 26 ft,,25-26,,
11:04.0,,,25-26,,Defensive rebound by D. Lee
10:56.0,,,25-28,2,K. Thompson makes 2-pt shot from 17 ft
10:42.0,K. Koufos misses 2-pt shot from 4 ft,,25-28,,
10:41.0,Offensive rebound by Z. Randolph,,25-28,,
10:40.0,Z. Randolph misses 2-pt shot from 7 ft,,25-28,,
10:39.0,Offensive rebound by V. Carter,,25-28,,
10:39.0,V. Carter makes 2-pt shot from 3 ft,2,27-28,,
10:39.0,Shooting foul by D. Green (drawn by V. Carter),,27-28,,
10:39.0,M. Gasol enters the game for Z. Randolph,,27-28,,
10:39.0,,,27-28,,H. Barnes enters the game for D. Green
10:39.0,V. Carter makes free throw 1 of 1,1,28-28,,
10:21.0,,,28-31,3,A. Iguodala makes 3-pt shot from 26 ft (assist by K. Thompson)
9:53.0,J. Green makes 2-pt shot from 18 ft (assist by V. Carter),2,30-31,,
9:44.0,M. Conley enters the game for B. Udrih,,30-31,,
9:43.0,,,30-33,2,S. Livingston makes 2-pt shot at rim (assist by A. Iguodala)
9:29.0,,,30-33,,Personal foul by A. Iguodala (drawn by M. Gasol)
9:29.0,,,30-33,,Technical foul by A. Iguodala (drawn by M. Gasol)
9:29.0,M. Conley makes technical free throw,1,31-33,,
9:21.0,M. Conley misses 2-pt shot from 13 ft,,31-33,,
9:21.0,,,31-33,,Defensive rebound by Team
9:21.0,N. Calathes enters the game for K. Koufos,,31-33,,
9:05.0,Personal foul by N. Calathes (drawn by A. Iguodala),,31-33,,
8:58.0,Def 3 sec tech foul by J. Green,,31-33,,
8:58.0,Official timeout,,31-33,,
8:58.0,,,31-34,1,K. Thompson makes technical free throw
8:46.0,,,31-34,,K. Thompson misses 2-pt shot from 10 ft
8:45.0,Defensive rebound by M. Gasol,,31-34,,
8:21.0,M. Gasol misses 2-pt shot from 15 ft,,31-34,,
8:20.0,,,31-34,,Defensive rebound by A. Iguodala
8:11.0,Personal foul by M. Conley (drawn by A. Iguodala),,31-34,,
8:02.0,,,31-34,,S. Livingston misses 2-pt shot from 12 ft
8:00.0,,,31-34,,Offensive rebound by D. Lee
8:00.0,,,31-34,,D. Lee misses 2-pt shot from 2 ft
7:58.0,Defensive rebound by M. Gasol,,31-34,,
7:50.0,J. Green misses 3-pt shot from 23 ft,,31-34,,
7:49.0,Offensive rebound by V. Carter,,31-34,,
7:48.0,V. Carter makes 2-pt shot from 2 ft,2,33-34,,
7:40.0,,,33-36,2,S. Livingston makes 2-pt shot from 2 ft
7:16.0,J. Green makes 2-pt shot from 10 ft (assist by M. Gasol),2,35-36,,
6:58.0,Violation by M. Conley (kicked ball),,35-36,,
6:58.0,,,35-36,,S. Curry enters the game for A. Iguodala
6:53.0,,,35-38,2,D. Lee makes 2-pt shot from 2 ft (assist by K. Thompson)
6:31.0,N. Calathes misses 2-pt shot from 8 ft,,35-38,,
6:31.0,,,35-38,,Defensive rebound by Team
6:23.0,,,35-38,,D. Lee misses 2-pt shot from 19 ft
6:22.0,Defensive rebound by N. Calathes,,35-38,,
6:19.0,,,35-38,,Personal foul by D. Lee (drawn by M. Gasol)
6:19.0,,,35-38,,A. Bogut enters the game for D. Lee
6:01.0,M. Gasol misses 2-pt shot from 9 ft,,35-38,,
6:00.0,Offensive rebound by V. Carter,,35-38,,
6:00.0,V. Carter misses 2-pt shot from 2 ft,,35-38,,
5:58.0,,,35-38,,Defensive rebound by A. Bogut
5:50.0,,,35-41,3,H. Barnes makes 3-pt shot from 24 ft (assist by S. Curry)
5:42.0,Memphis full timeout,,35-41,,
5:42.0,C. Lee enters the game for V. Carter,,35-41,,
5:34.0,M. Conley makes 2-pt shot from 12 ft (assist by M. Gasol),2,37-41,,
5:16.0,,,37-41,,S. Curry misses 2-pt shot from 11 ft
5:14.0,,,37-41,,Offensive rebound by A. Bogut
5:14.0,,,37-41,,A. Bogut misses 2-pt shot from 2 ft
5:13.0,Defensive rebound by M. Gasol,,37-41,,
4:59.0,M. Gasol misses 2-pt shot from 4 ft (block by A. Bogut),,37-41,,
4:58.0,Offensive rebound by M. Gasol,,37-41,,
4:58.0,M. Gasol misses 2-pt shot from 4 ft (block by A. Bogut),,37-41,,
4:58.0,Offensive rebound by Team,,37-41,,
4:58.0,Z. Randolph enters the game for N. Calathes,,37-41,,
4:58.0,,,37-41,,D. Green enters the game for S. Livingston
4:54.0,Turnover by C. Lee (traveling),,37-41,,
4:37.0,,,37-41,,Turnover by H. Barnes (bad pass)
4:25.0,Turnover by M. Gasol (3 sec),,37-41,,
4:16.0,,,37-43,2,A. Bogut makes 2-pt shot at rim (assist by D. Green)
3:59.0,,,37-43,,Personal foul by A. Bogut (drawn by M. Gasol)
3:48.0,J. Green misses 2-pt shot from 4 ft (block by A. Bogut),,37-43,,
3:48.0,,,37-43,,Defensive rebound by Team
3:40.0,,,37-46,3,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry)
3:32.0,Memphis full timeout,,37-46,,
3:32.0,V. Carter enters the game for J. Green,,37-46,,
3:12.0,M. Gasol misses 2-pt shot from 13 ft,,37-46,,
3:11.0,Offensive rebound by Z. Randolph,,37-46,,
3:09.0,Z. Randolph misses 2-pt shot from 3 ft,,37-46,,
3:08.0,,,37-46,,Defensive rebound by D. Green
2:54.0,,,37-46,,H. Barnes misses 2-pt shot at rim
2:53.0,Defensive rebound by M. Gasol,,37-46,,
2:45.0,V. Carter misses 2-pt shot from 4 ft (block by A. Bogut),,37-46,,
2:42.0,Offensive rebound by M. Gasol,,37-46,,
2:40.0,Turnover by M. Gasol (bad pass; steal by S. Curry),,37-46,,
2:36.0,,,37-46,,S. Curry misses 3-pt shot from 25 ft
2:35.0,,,37-46,,Offensive rebound by H. Barnes
2:27.0,,,37-46,,Turnover by H. Barnes (bad pass; steal by V. Carter)
2:25.0,V. Carter misses 3-pt shot from 23 ft,,37-46,,
2:22.0,,,37-46,,Defensive rebound by D. Green
2:01.0,,,37-49,3,S. Curry makes 3-pt shot from 23 ft (assist by K. Thompson)
1:48.0,M. Conley makes 2-pt shot from 2 ft,2,39-49,,
1:43.0,Personal foul by C. Lee (drawn by S. Curry),,39-49,,
1:43.0,,,39-49,,Golden State full timeout
1:30.0,,,39-49,,Turnover by H. Barnes (lost ball)
1:08.0,M. Conley misses 3-pt shot from 25 ft,,39-49,,
1:07.0,,,39-49,,Defensive rebound by A. Bogut
0:50.0,,,39-49,,K. Thompson misses 3-pt shot from 23 ft
0:49.0,,,39-49,,Offensive rebound by D. Green
0:35.0,,,39-49,,H. Barnes misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by M. Gasol,,39-49,,
0:24.0,C. Lee makes 2-pt shot from 12 ft,2,41-49,,
0:02.0,,,41-49,,Turnover by S. Curry (lost ball; steal by Z. Randolph)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,41-51,2,K. Thompson makes 2-pt shot from 18 ft
11:20.0,J. Green misses 2-pt shot from 14 ft,,41-51,,
11:19.0,,,41-51,,Defensive rebound by A. Bogut
11:11.0,,,41-51,,D. Green misses 3-pt shot from 27 ft
11:10.0,Defensive rebound by M. Gasol,,41-51,,
10:55.0,M. Conley misses 2-pt shot from 20 ft,,41-51,,
10:54.0,,,41-51,,Defensive rebound by S. Curry
10:40.0,,,41-51,,K. Thompson misses 2-pt shot from 10 ft
10:39.0,Defensive rebound by M. Gasol,,41-51,,
10:28.0,Z. Randolph makes 2-pt shot from 8 ft (assist by M. Conley),2,43-51,,
10:20.0,Personal foul by Z. Randolph (drawn by S. Curry),,43-51,,
10:16.0,,,43-51,,A. Bogut misses 2-pt shot at rim
10:13.0,,,43-51,,Offensive rebound by A. Bogut
10:04.0,,,43-51,,A. Bogut misses 2-pt shot from 9 ft
10:03.0,,,43-51,,Offensive rebound by S. Curry
9:57.0,,,43-51,,S. Curry misses 2-pt shot from 3 ft
9:54.0,,,43-51,,Offensive rebound by S. Curry
9:49.0,,,43-51,,S. Curry misses 3-pt shot from 24 ft
9:47.0,Defensive rebound by C. Lee,,43-51,,
9:33.0,J. Green makes 2-pt shot from 10 ft (assist by C. Lee),2,45-51,,
9:22.0,,,45-53,2,D. Green makes 2-pt shot from 2 ft (assist by H. Barnes)
8:57.0,M. Gasol misses 2-pt shot from 18 ft,,45-53,,
8:56.0,,,45-53,,Defensive rebound by S. Curry
8:51.0,,,45-55,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
8:50.0,Memphis full timeout,,45-55,,
8:30.0,Shooting foul by D. Green (drawn by M. Gasol),,45-55,,
8:30.0,M. Gasol makes free throw 1 of 2,1,46-55,,
8:30.0,M. Gasol makes free throw 2 of 2,1,47-55,,
8:15.0,,,47-55,,H. Barnes misses 2-pt shot from 9 ft
8:14.0,Defensive rebound by C. Lee,,47-55,,
8:02.0,M. Gasol misses 2-pt shot from 8 ft,,47-55,,
8:01.0,,,47-55,,Defensive rebound by H. Barnes
7:48.0,,,47-58,3,H. Barnes makes 3-pt shot from 25 ft (assist by D. Green)
7:27.0,M. Gasol makes 2-pt shot from 19 ft (assist by J. Green),2,49-58,,
7:18.0,Personal foul by J. Green (drawn by K. Thompson),,49-58,,
7:11.0,,,49-58,,A. Bogut misses 2-pt shot from 9 ft (block by M. Gasol)
7:10.0,Defensive rebound by C. Lee,,49-58,,
7:02.0,Turnover by M. Conley (bad pass; steal by S. Curry),,49-58,,
7:00.0,Personal foul by M. Conley (drawn by S. Curry),,49-58,,
6:55.0,,,49-60,2,A. Bogut makes 2-pt shot at rim (assist by K. Thompson)
6:28.0,M. Gasol makes 2-pt shot from 9 ft,2,51-60,,
6:08.0,,,51-60,,H. Barnes misses 3-pt shot from 24 ft
6:06.0,Defensive rebound by J. Green,,51-60,,
5:59.0,,,51-60,,Personal foul by A. Bogut (drawn by M. Gasol)
5:59.0,,,51-60,,A. Iguodala enters the game for D. Green
5:59.0,N. Calathes enters the game for J. Green,,51-60,,
5:53.0,Turnover by M. Conley (lost ball),,51-60,,
5:32.0,,,51-63,3,S. Curry makes 3-pt shot from 25 ft (assist by K. Thompson)
5:09.0,M. Gasol misses 2-pt shot from 17 ft,,51-63,,
5:08.0,,,51-63,,Defensive rebound by A. Bogut
5:03.0,,,51-63,,Turnover by S. Curry (bad pass; steal by M. Conley)
4:56.0,M. Gasol makes 2-pt shot at rim (assist by M. Conley),2,53-63,,
4:39.0,,,53-63,,Shooting foul by M. Gasol (drawn by H. Barnes)
4:39.0,,,53-64,1,H. Barnes makes free throw 1 of 2
4:39.0,,,53-64,,H. Barnes misses free throw 2 of 2
4:38.0,,,53-64,,Offensive rebound by H. Barnes
4:37.0,,,53-64,,Turnover by H. Barnes (lost ball; steal by N. Calathes)
4:31.0,Turnover by N. Calathes (bad pass; steal by S. Curry),,53-64,,
4:26.0,,,53-66,2,A. Iguodala makes 2-pt shot at rim (assist by S. Curry)
4:09.0,M. Conley misses 2-pt shot from 4 ft,,53-66,,
4:08.0,,,53-66,,Defensive rebound by K. Thompson
4:02.0,Personal foul by M. Conley (drawn by K. Thompson),,53-66,,
4:02.0,,,53-67,1,K. Thompson makes free throw 1 of 2
4:02.0,,,53-67,,F. Ezeli enters the game for A. Bogut
4:02.0,,,53-68,1,K. Thompson makes free throw 2 of 2
3:52.0,M. Conley makes 2-pt shot from 14 ft (assist by M. Gasol),2,55-68,,
3:39.0,,,55-68,,K. Thompson misses 2-pt shot from 18 ft
3:38.0,Defensive rebound by M. Gasol,,55-68,,
3:32.0,M. Gasol misses 2-pt shot from 7 ft,,55-68,,
3:31.0,,,55-68,,Defensive rebound by F. Ezeli
3:27.0,,,55-70,2,A. Iguodala makes 2-pt shot at rim (assist by S. Curry)
3:00.0,M. Gasol misses 2-pt shot from 21 ft,,55-70,,
2:59.0,,,55-70,,Defensive rebound by K. Thompson
2:44.0,,,55-72,2,K. Thompson makes 2-pt shot from 14 ft
2:43.0,Memphis full timeout,,55-72,,
2:43.0,,,55-72,,Golden State full timeout
2:43.0,J. Green enters the game for M. Gasol,,55-72,,
2:43.0,K. Koufos enters the game for C. Lee,,55-72,,
2:43.0,,,55-72,,S. Livingston enters the game for K. Thompson
2:26.0,,,55-72,,Personal foul by F. Ezeli (drawn by Z. Randolph)
2:15.0,Z. Randolph misses 2-pt shot from 8 ft,,55-72,,
2:14.0,,,55-72,,Defensive rebound by S. Livingston
2:07.0,,,55-72,,S. Curry misses 3-pt shot from 25 ft
2:05.0,Defensive rebound by J. Green,,55-72,,
2:00.0,J. Green misses 2-pt shot from 2 ft,,55-72,,
2:00.0,Offensive rebound by Team,,55-72,,
1:49.0,M. Conley makes 2-pt shot from 17 ft,2,57-72,,
1:28.0,Violation by M. Conley (kicked ball),,57-72,,
1:16.0,,,57-72,,S. Curry misses 3-pt shot from 23 ft
1:14.0,,,57-72,,Offensive rebound by S. Livingston
0:52.0,,,57-72,,S. Curry misses 3-pt shot from 25 ft
0:49.0,Defensive rebound by N. Calathes,,57-72,,
0:40.0,J. Green misses 3-pt shot from 26 ft,,57-72,,
0:39.0,,,57-72,,Defensive rebound by S. Curry
0:32.0,,,57-72,,S. Curry misses 2-pt shot from 8 ft
0:31.0,,,57-72,,Offensive rebound by A. Iguodala
0:31.0,,,57-74,2,A. Iguodala makes 2-pt shot at rim
0:06.0,M. Conley misses 3-pt shot from 26 ft,,57-74,,
0:05.0,,,57-74,,Defensive rebound by S. Livingston
0:02.0,,,57-74,,Turnover by S. Livingston (lost ball; steal by N. Calathes)
0:00.0,N. Calathes misses 3-pt shot from 50 ft,,57-74,,
0:00.0,Offensive rebound by Team,,57-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,Offensive charge foul by K. Koufos,,57-74,,
11:40.0,Turnover by K. Koufos (offensive foul),,57-74,,
11:20.0,,,57-74,,D. Lee misses 2-pt shot from 12 ft
11:19.0,Defensive rebound by J. Green,,57-74,,
11:12.0,J. Green makes 2-pt shot from 3 ft,2,59-74,,
10:48.0,,,59-77,3,A. Iguodala makes 3-pt shot from 26 ft (assist by D. Green)
10:28.0,V. Carter makes 3-pt shot from 26 ft (assist by N. Calathes),3,62-77,,
10:04.0,,,62-79,2,D. Lee makes 2-pt shot from 1 ft (assist by D. Green)
9:44.0,J. Green misses 2-pt shot from 6 ft,,62-79,,
9:43.0,,,62-79,,Defensive rebound by D. Green
9:38.0,,,62-82,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
9:37.0,Memphis full timeout,,62-82,,
9:37.0,M. Gasol enters the game for J. Green,,62-82,,
9:20.0,B. Udrih makes 3-pt shot from 24 ft (assist by M. Gasol),3,65-82,,
9:00.0,,,65-84,2,D. Lee makes 2-pt shot from 1 ft (assist by A. Iguodala)
8:48.0,,,65-84,,Personal foul by K. Thompson (drawn by B. Udrih)
8:37.0,K. Koufos misses 2-pt shot from 6 ft,,65-84,,
8:36.0,Offensive rebound by Team,,65-84,,
8:27.0,Shooting foul by D. Lee (drawn by K. Koufos),,65-84,,
8:27.0,K. Koufos makes free throw 1 of 2,1,66-84,,
8:27.0,K. Koufos misses free throw 2 of 2,,66-84,,
8:25.0,Offensive rebound by V. Carter,,66-84,,
8:21.0,V. Carter misses 3-pt shot from 25 ft,,66-84,,
8:19.0,Offensive rebound by K. Koufos,,66-84,,
8:19.0,K. Koufos misses 2-pt shot from 6 ft,,66-84,,
8:19.0,,,66-84,,Defensive rebound by Team
8:00.0,,,66-84,,A. Iguodala misses 3-pt shot from 25 ft
7:58.0,,,66-84,,Offensive rebound by D. Lee
7:56.0,,,66-84,,Turnover by A. Iguodala (bad pass)
7:36.0,M. Gasol makes 2-pt shot from 10 ft (assist by N. Calathes),2,68-84,,
7:19.0,,,68-86,2,S. Livingston makes 2-pt shot from 15 ft (assist by D. Green)
7:04.0,Turnover by V. Carter (bad pass; steal by D. Lee),,68-86,,
6:59.0,,,68-88,2,A. Iguodala makes 2-pt shot at rim (assist by D. Lee)
6:37.0,K. Koufos misses 2-pt shot from 8 ft,,68-88,,
6:36.0,,,68-88,,Defensive rebound by D. Lee
6:31.0,,,68-91,3,K. Thompson makes 3-pt shot from 24 ft
6:31.0,,,68-91,,Shooting foul by N. Calathes (drawn by K. Thompson)
6:31.0,M. Conley enters the game for N. Calathes,,68-91,,
6:31.0,C. Lee enters the game for B. Udrih,,68-91,,
6:31.0,Z. Randolph enters the game for K. Koufos,,68-91,,
6:31.0,,,68-92,1,K. Thompson makes free throw 1 of 1
6:10.0,Turnover by V. Carter (traveling),,68-92,,
5:53.0,,,68-92,,Turnover by K. Thompson (lost ball; steal by M. Gasol)
5:51.0,,,68-92,,Personal foul by S. Livingston (drawn by M. Gasol)
5:51.0,Official timeout,,68-92,,
5:51.0,J. Adams enters the game for V. Carter,,68-92,,
5:28.0,M. Gasol makes 2-pt shot from 10 ft (assist by C. Lee),2,70-92,,
5:10.0,,,70-94,2,K. Thompson makes 2-pt shot from 16 ft (assist by D. Green)
4:54.0,,,70-94,,Personal foul by D. Lee (drawn by Z. Randolph)
4:50.0,C. Lee makes 3-pt shot from 26 ft (assist by M. Conley),3,73-94,,
4:32.0,,,73-94,,D. Green misses 3-pt shot from 26 ft
4:31.0,Defensive rebound by J. Adams,,73-94,,
4:19.0,Turnover by Z. Randolph (bad pass; steal by S. Livingston),,73-94,,
4:19.0,Personal foul by M. Gasol (drawn by S. Livingston),,73-94,,
4:19.0,,,73-94,,S. Curry enters the game for S. Livingston
3:58.0,,,73-94,,D. Green misses 2-pt shot from 20 ft
3:57.0,Defensive rebound by Z. Randolph,,73-94,,
3:51.0,,,73-94,,Personal foul by D. Green (drawn by J. Adams)
3:51.0,J. Adams misses free throw 1 of 2,,73-94,,
3:51.0,Offensive rebound by Team,,73-94,,
3:51.0,J. Adams makes free throw 2 of 2,1,74-94,,
3:36.0,,,74-94,,K. Thompson misses 2-pt shot from 5 ft
3:35.0,Defensive rebound by M. Gasol,,74-94,,
3:15.0,M. Gasol misses 2-pt shot from 6 ft,,74-94,,
3:14.0,,,74-94,,Defensive rebound by D. Lee
3:04.0,,,74-94,,Turnover by S. Curry (traveling)
2:49.0,Z. Randolph misses 2-pt shot from 17 ft,,74-94,,
2:48.0,,,74-94,,Defensive rebound by K. Thompson
2:44.0,Personal take foul by C. Lee (drawn by K. Thompson),,74-94,,
2:44.0,,,74-94,,Golden State full timeout
2:44.0,N. Calathes enters the game for M. Gasol,,74-94,,
2:44.0,J. Leuer enters the game for C. Lee,,74-94,,
2:44.0,R. Smith enters the game for Z. Randolph,,74-94,,
2:44.0,J. Green enters the game for M. Conley,,74-94,,
2:44.0,,,74-94,,J. McAdoo enters the game for D. Green
2:44.0,,,74-94,,S. Livingston enters the game for K. Thompson
2:44.0,,,74-94,,L. Barbosa enters the game for S. Curry
2:44.0,,,74-94,,J. Holiday enters the game for A. Iguodala
2:24.0,,,74-96,2,J. McAdoo makes 2-pt shot from 4 ft (assist by S. Livingston)
2:12.0,,,74-96,,F. Ezeli enters the game for D. Lee
2:12.0,,,74-96,,B. Rush enters the game for S. Livingston
2:02.0,J. Green misses 2-pt shot from 17 ft,,74-96,,
2:00.0,Offensive rebound by J. Leuer,,74-96,,
1:56.0,J. Leuer misses 2-pt shot from 5 ft (block by F. Ezeli),,74-96,,
1:54.0,,,74-96,,Defensive rebound by B. Rush
1:30.0,,,74-96,,L. Barbosa misses 2-pt shot from 10 ft
1:28.0,Defensive rebound by J. Green,,74-96,,
1:25.0,J. Leuer makes 2-pt shot at rim (assist by R. Smith),2,76-96,,
1:08.0,Violation by J. Leuer (kicked ball),,76-96,,
1:00.0,Personal foul by J. Green (drawn by F. Ezeli),,76-96,,
0:55.0,,,76-96,,J. Holiday misses 2-pt shot from 18 ft
0:54.0,Defensive rebound by J. Leuer,,76-96,,
0:42.0,J. Green misses 3-pt shot from 25 ft,,76-96,,
0:41.0,,,76-96,,Defensive rebound by J. McAdoo
0:24.0,,,76-98,2,J. McAdoo makes 2-pt shot at rim (assist by L. Barbosa)
0:10.0,J. Adams makes 2-pt shot from 16 ft,2,78-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
