time,New York,pts.away,score,pts.home,Indiana
3:14.0,,,15-22,,Offensive rebound by I. Mahinmi
3:12.0,,,15-22,,I. Mahinmi misses 2-pt shot from 4 ft
3:11.0,Defensive rebound by L. Amundson,,15-22,,
3:03.0,T. Hardaway misses 2-pt shot from 1 ft,,15-22,,
3:03.0,Offensive rebound by Team,,15-22,,
3:03.0,,,15-22,,L. Allen enters the game for I. Mahinmi
3:03.0,,,15-22,,R. Stuckey enters the game for C. Miles
3:03.0,C. Aldrich enters the game for L. Amundson,,15-22,,
3:03.0,J. Smith enters the game for A. Bargnani,,15-22,,
3:03.0,A. Shved enters the game for T. Hardaway,,15-22,,
3:02.0,Jump ball: L. Thomas vs. D. West (J. Smith gains possession),,,,Jump ball: L. Thomas vs. D. West (J. Smith gains possession)
2:46.0,J. Smith makes 2-pt shot from 20 ft (assist by A. Shved),2,17-22,,
2:27.0,,,17-24,2,G. Hill makes 2-pt shot from 17 ft
2:13.0,L. Thomas misses 2-pt shot from 7 ft (block by D. West),,17-24,,
2:12.0,,,17-24,,Defensive rebound by S. Hill
2:07.0,Personal foul by J. Smith (drawn by D. West),,17-24,,
2:07.0,,,17-24,,Technical foul by D. West
2:07.0,New York full timeout,,17-24,,
2:07.0,S. Larkin enters the game for L. Galloway,,17-24,,
2:07.0,,,17-24,,L. Scola enters the game for D. West
2:07.0,,,17-24,,D. Sloan enters the game for G. Hill
2:07.0,J. Smith misses technical free throw,,17-24,,
2:07.0,,,17-24,,Offensive rebound by Team
1:58.0,,,17-24,,Turnover by R. Stuckey (bad pass; steal by C. Aldrich)
1:51.0,A. Shved misses 2-pt shot from 5 ft (block by L. Allen),,17-24,,
1:49.0,,,17-24,,Defensive rebound by R. Stuckey
1:34.0,,,17-26,2,L. Scola makes 2-pt shot from 6 ft
1:19.0,L. Thomas makes 2-pt shot at rim (assist by C. Aldrich),2,19-26,,
1:03.0,,,19-28,2,L. Scola makes 2-pt shot from 17 ft (assist by D. Sloan)
0:54.0,Turnover by L. Thomas (bad pass; steal by L. Scola),,19-28,,
0:49.0,,,19-30,2,R. Stuckey makes 2-pt shot from 2 ft (assist by L. Scola)
0:37.0,Turnover by J. Smith (lost ball),,19-30,,
0:37.0,,,19-30,,D. Rudez enters the game for S. Hill
0:23.0,,,19-30,,D. Rudez misses 2-pt shot at rim
0:23.0,Defensive rebound by J. Smith,,19-30,,
0:17.0,Offensive foul by J. Smith,,19-30,,
0:17.0,Turnover by J. Smith (offensive foul),,19-30,,
0:03.0,,,19-30,,R. Stuckey misses 2-pt shot from 18 ft
0:01.0,Defensive rebound by C. Aldrich,,19-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,Offensive foul by A. Bargnani,,19-30,,
11:50.0,Turnover by A. Bargnani (offensive foul),,19-30,,
11:36.0,,,19-32,2,L. Scola makes 2-pt shot from 19 ft (assist by D. Sloan)
11:26.0,,,19-32,,Personal foul by L. Scola (drawn by A. Bargnani)
11:18.0,Turnover by C. Aldrich (traveling),,19-32,,
11:06.0,,,19-32,,L. Allen misses 2-pt shot from 19 ft
11:05.0,Defensive rebound by A. Shved,,19-32,,
10:56.0,A. Shved misses 2-pt shot from 3 ft,,19-32,,
10:54.0,Offensive rebound by A. Bargnani,,19-32,,
10:54.0,A. Bargnani makes 2-pt shot from 1 ft,2,21-32,,
10:40.0,,,21-34,2,R. Stuckey makes 2-pt shot from 20 ft (assist by D. Sloan)
10:34.0,New York full timeout,,21-34,,
10:21.0,Shooting foul by L. Allen (drawn by A. Shved),,21-34,,
10:21.0,A. Shved makes free throw 1 of 2,1,22-34,,
10:21.0,A. Shved makes free throw 2 of 2,1,23-34,,
10:11.0,,,23-34,,Turnover by L. Scola (bad pass; steal by C. Aldrich)
9:56.0,A. Bargnani misses 2-pt shot from 17 ft,,23-34,,
9:53.0,,,23-34,,Defensive rebound by D. Rudez
9:44.0,,,23-34,,Shooting foul by S. Larkin (drawn by R. Stuckey)
9:44.0,,,23-35,1,R. Stuckey makes free throw 1 of 2
9:44.0,,,23-36,1,R. Stuckey makes free throw 2 of 2
9:24.0,A. Shved makes 3-pt shot from 29 ft,3,26-36,,
9:11.0,Personal foul by S. Larkin (drawn by D. Sloan),,26-36,,
9:06.0,,,26-36,,Offensive foul by R. Stuckey
9:06.0,,,26-36,,Turnover by R. Stuckey (offensive foul)
8:55.0,C. Aldrich misses 2-pt shot from 13 ft (block by L. Allen),,26-36,,
8:51.0,,,26-36,,Defensive rebound by L. Scola
8:47.0,Personal foul by L. Thomas (drawn by R. Stuckey),,26-36,,
8:47.0,Official timeout,,26-36,,
8:33.0,,,26-38,2,R. Stuckey makes 2-pt shot from 19 ft
8:14.0,Turnover by L. Thomas (lost ball),,26-38,,
8:14.0,L. Amundson enters the game for C. Aldrich,,26-38,,
7:56.0,,,26-38,,L. Scola misses 2-pt shot from 1 ft (block by A. Bargnani)
7:56.0,,,26-38,,Offensive rebound by Team
7:52.0,,,26-38,,L. Allen misses 2-pt shot at rim
7:51.0,Defensive rebound by L. Amundson,,26-38,,
7:38.0,T. Hardaway enters the game for L. Thomas,,26-38,,
7:31.0,L. Amundson makes 2-pt shot from 17 ft (assist by A. Bargnani),2,28-38,,
7:18.0,,,28-40,2,R. Stuckey makes 2-pt shot from 20 ft
7:06.0,Turnover by S. Larkin (bad pass),,28-40,,
6:54.0,,,28-40,,R. Stuckey misses 2-pt shot from 2 ft
6:54.0,,,28-40,,Offensive rebound by L. Allen
6:54.0,,,28-40,,Shooting foul by L. Amundson (drawn by L. Allen)
6:54.0,,,28-40,,L. Allen misses free throw 1 of 2
6:54.0,,,28-40,,Offensive rebound by Team
6:54.0,L. Galloway enters the game for A. Shved,,28-40,,
6:54.0,,,28-41,1,L. Allen makes free throw 2 of 2
6:39.0,Shooting foul by L. Scola (drawn by A. Bargnani),,28-41,,
6:39.0,A. Bargnani makes free throw 1 of 2,1,29-41,,
6:39.0,,,29-41,,S. Hill enters the game for D. Rudez
6:39.0,A. Bargnani makes free throw 2 of 2,1,30-41,,
6:23.0,,,30-43,2,L. Allen makes 2-pt shot from 8 ft
6:04.0,Turnover by L. Amundson (lost ball),,30-43,,
5:52.0,,,30-46,3,R. Stuckey makes 3-pt shot from 24 ft (assist by L. Allen)
5:35.0,L. Galloway makes 2-pt shot from 21 ft,2,32-46,,
5:23.0,Personal foul by S. Larkin (drawn by L. Allen),,32-46,,
5:23.0,,,32-46,,Indiana full timeout
5:23.0,,,32-46,,G. Hill enters the game for D. Sloan
5:23.0,C. Early enters the game for S. Larkin,,32-46,,
5:23.0,,,32-47,1,L. Allen makes free throw 1 of 2
5:23.0,,,32-48,1,L. Allen makes free throw 2 of 2
5:06.0,T. Hardaway makes 2-pt shot at rim,2,34-48,,
4:48.0,,,34-50,2,R. Stuckey makes 2-pt shot at rim (assist by L. Scola)
4:36.0,Turnover by A. Bargnani (bad pass; steal by L. Scola),,34-50,,
4:27.0,,,34-50,,L. Scola misses 2-pt shot at rim (block by C. Early)
4:26.0,,,34-50,,Offensive rebound by L. Scola
4:23.0,,,34-52,2,L. Scola makes 2-pt shot from 1 ft
4:10.0,,,34-52,,Personal foul by L. Scola (drawn by A. Bargnani)
4:10.0,,,34-52,,I. Mahinmi enters the game for L. Allen
4:10.0,,,34-52,,C. Miles enters the game for L. Scola
4:10.0,,,34-52,,D. West enters the game for R. Stuckey
4:06.0,Turnover by L. Amundson (bad pass),,34-52,,
3:48.0,,,34-55,3,C. Miles makes 3-pt shot from 24 ft (assist by S. Hill)
3:30.0,Turnover by L. Galloway (step out of bounds),,34-55,,
3:15.0,,,34-55,,G. Hill misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by C. Early,,34-55,,
3:06.0,C. Early misses 2-pt shot from 19 ft,,34-55,,
3:04.0,,,34-55,,Defensive rebound by G. Hill
2:46.0,,,34-55,,G. Hill misses 2-pt shot from 2 ft (block by L. Amundson)
2:46.0,Defensive rebound by L. Amundson,,34-55,,
2:46.0,New York full timeout,,34-55,,
2:46.0,Jump ball: L. Amundson vs. G. Hill (L. Galloway gains possession),,,,Jump ball: L. Amundson vs. G. Hill (L. Galloway gains possession)
2:37.0,T. Hardaway makes 3-pt shot from 27 ft (assist by C. Early),3,37-55,,
2:27.0,Personal foul by T. Hardaway (drawn by D. West),,37-55,,
2:27.0,,,37-56,1,D. West makes free throw 1 of 2
2:27.0,J. Smith enters the game for L. Amundson,,37-56,,
2:27.0,,,37-56,,D. West misses free throw 2 of 2
2:27.0,Defensive rebound by J. Smith,,37-56,,
2:13.0,L. Galloway makes 2-pt shot from 13 ft (assist by A. Bargnani),2,39-56,,
1:56.0,,,39-59,3,C. Miles makes 3-pt shot from 25 ft (assist by G. Hill)
1:31.0,A. Bargnani misses 2-pt shot from 17 ft,,39-59,,
1:30.0,,,39-59,,Defensive rebound by D. West
1:19.0,,,39-61,2,D. West makes 2-pt shot from 19 ft (assist by G. Hill)
0:54.0,T. Hardaway misses 2-pt shot from 16 ft,,39-61,,
0:53.0,,,39-61,,Defensive rebound by D. West
0:44.0,,,39-61,,Shooting foul by J. Smith (drawn by G. Hill)
0:44.0,,,39-62,1,G. Hill makes free throw 1 of 2
0:44.0,,,39-63,1,G. Hill makes free throw 2 of 2
0:21.0,T. Hardaway makes 2-pt shot from 18 ft,2,41-63,,
0:02.0,,,41-63,,G. Hill misses 2-pt shot from 18 ft
0:01.0,,,41-63,,Offensive rebound by I. Mahinmi
0:01.0,,,41-65,2,I. Mahinmi makes 2-pt shot at rim
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,A. Bargnani makes 2-pt shot from 16 ft (assist by S. Larkin),2,43-65,,
11:24.0,,,43-65,,G. Hill misses 3-pt shot from 25 ft
11:22.0,Defensive rebound by A. Bargnani,,43-65,,
11:03.0,L. Galloway makes 3-pt shot from 26 ft,3,46-65,,
10:47.0,,,46-65,,I. Mahinmi misses 2-pt shot from 6 ft
10:45.0,Defensive rebound by T. Hardaway,,46-65,,
10:37.0,Shooting foul by C. Miles (drawn by A. Bargnani),,46-65,,
10:37.0,A. Bargnani makes 2-pt shot at rim,2,48-65,,
10:37.0,A. Bargnani makes free throw 1 of 1,1,49-65,,
10:21.0,,,49-65,,I. Mahinmi misses 2-pt shot from 2 ft
10:20.0,Defensive rebound by L. Galloway,,49-65,,
10:15.0,T. Hardaway misses 2-pt shot from 20 ft,,49-65,,
10:13.0,,,49-65,,Defensive rebound by S. Hill
10:02.0,,,49-68,3,G. Hill makes 3-pt shot from 27 ft (assist by S. Hill)
9:38.0,L. Galloway makes 2-pt shot from 17 ft,2,51-68,,
9:24.0,Personal foul by T. Hardaway (drawn by S. Hill),,51-68,,
9:13.0,,,51-68,,Turnover by G. Hill (bad pass; steal by T. Hardaway)
9:09.0,T. Hardaway misses 2-pt shot from 2 ft (block by S. Hill),,51-68,,
9:09.0,,,51-68,,Defensive rebound by S. Hill
9:09.0,Jump ball: T. Hardaway vs. S. Hill (D. West gains possession),,,,Jump ball: T. Hardaway vs. S. Hill (D. West gains possession)
8:54.0,,,51-68,,C. Miles misses 3-pt shot from 23 ft
8:53.0,Defensive rebound by L. Amundson,,51-68,,
8:39.0,T. Hardaway misses 3-pt shot from 28 ft,,51-68,,
8:39.0,Offensive rebound by Team,,51-68,,
8:39.0,,,51-68,,Loose ball foul by I. Mahinmi (drawn by L. Amundson)
8:34.0,T. Hardaway misses 2-pt shot from 1 ft (block by C. Miles),,51-68,,
8:33.0,Offensive rebound by Team,,51-68,,
8:31.0,A. Bargnani makes 2-pt shot from 17 ft (assist by T. Hardaway),2,53-68,,
8:30.0,,,53-68,,Indiana full timeout
8:13.0,,,53-68,,C. Miles misses 2-pt shot from 15 ft
8:12.0,,,53-68,,Offensive rebound by D. West
8:12.0,,,53-68,,D. West misses 2-pt shot at rim
8:10.0,,,53-68,,Offensive rebound by I. Mahinmi
7:49.0,,,53-68,,S. Hill misses 3-pt shot from 23 ft
7:47.0,Defensive rebound by T. Hardaway,,53-68,,
7:28.0,Turnover by A. Bargnani (bad pass; steal by C. Miles),,53-68,,
7:25.0,,,53-70,2,C. Miles makes 2-pt shot at rim
6:59.0,L. Amundson misses 2-pt shot at rim,,53-70,,
6:58.0,,,53-70,,Defensive rebound by D. West
6:43.0,,,53-72,2,D. West makes 2-pt shot from 11 ft
6:21.0,Shooting foul by I. Mahinmi (drawn by L. Amundson),,53-72,,
6:21.0,L. Amundson misses free throw 1 of 2,,53-72,,
6:21.0,Offensive rebound by Team,,53-72,,
6:21.0,L. Amundson misses free throw 2 of 2,,53-72,,
6:21.0,Offensive rebound by A. Bargnani,,53-72,,
6:21.0,A. Bargnani misses 2-pt shot at rim,,53-72,,
6:19.0,,,53-72,,Defensive rebound by I. Mahinmi
6:01.0,,,53-72,,C. Miles misses 2-pt shot from 5 ft
5:59.0,,,53-72,,Offensive rebound by I. Mahinmi
5:59.0,,,53-74,2,I. Mahinmi makes 2-pt shot at rim
5:45.0,L. Galloway misses 2-pt shot from 18 ft,,53-74,,
5:44.0,,,53-74,,Defensive rebound by I. Mahinmi
5:27.0,,,53-74,,Turnover by S. Hill (bad pass; steal by A. Bargnani)
5:23.0,Shooting foul by I. Mahinmi (drawn by T. Hardaway),,53-74,,
5:23.0,T. Hardaway makes free throw 1 of 2,1,54-74,,
5:23.0,,,54-74,,L. Allen enters the game for I. Mahinmi
5:23.0,T. Hardaway misses free throw 2 of 2,,54-74,,
5:21.0,Offensive rebound by L. Amundson,,54-74,,
5:16.0,T. Hardaway makes 2-pt shot from 1 ft,2,56-74,,
4:53.0,,,56-77,3,G. Hill makes 3-pt shot from 26 ft (assist by S. Hill)
4:37.0,L. Galloway misses 3-pt shot from 30 ft,,56-77,,
4:36.0,,,56-77,,Defensive rebound by S. Hill
4:21.0,,,56-77,,L. Allen misses 2-pt shot from 11 ft
4:19.0,,,56-77,,Offensive rebound by Team
4:06.0,,,56-79,2,D. West makes 2-pt shot from 19 ft (assist by G. Hill)
4:05.0,New York full timeout,,56-79,,
4:05.0,,,56-79,,R. Stuckey enters the game for C. Miles
4:05.0,A. Shved enters the game for L. Amundson,,56-79,,
4:05.0,J. Smith enters the game for T. Hardaway,,56-79,,
4:05.0,L. Thomas enters the game for L. Galloway,,56-79,,
3:48.0,A. Bargnani makes 2-pt shot from 22 ft,2,58-79,,
3:28.0,,,58-81,2,G. Hill makes 2-pt shot from 2 ft
3:17.0,,,58-81,,Personal foul by S. Hill (drawn by L. Thomas)
3:17.0,L. Thomas misses free throw 1 of 2,,58-81,,
3:17.0,Offensive rebound by Team,,58-81,,
3:17.0,L. Thomas makes free throw 2 of 2,1,59-81,,
3:07.0,,,59-81,,G. Hill misses 2-pt shot at rim
3:05.0,Defensive rebound by S. Larkin,,59-81,,
2:58.0,S. Larkin misses 3-pt shot from 25 ft,,59-81,,
2:56.0,,,59-81,,Defensive rebound by S. Hill
2:47.0,,,59-81,,Turnover by S. Hill (bad pass; steal by J. Smith)
2:42.0,A. Shved makes 3-pt shot from 27 ft (assist by J. Smith),3,62-81,,
2:22.0,,,62-84,3,G. Hill makes 3-pt shot from 25 ft (assist by R. Stuckey)
2:08.0,Turnover by L. Thomas (lost ball; steal by S. Hill),,62-84,,
2:02.0,,,62-86,2,G. Hill makes 2-pt shot from 1 ft (assist by S. Hill)
1:46.0,L. Thomas misses 2-pt shot from 1 ft (block by D. West),,62-86,,
1:43.0,,,62-86,,Defensive rebound by S. Hill
1:39.0,,,62-88,2,R. Stuckey makes 2-pt shot from 2 ft
1:37.0,New York full timeout,,62-88,,
1:37.0,L. Galloway enters the game for A. Bargnani,,62-88,,
1:37.0,L. Amundson enters the game for S. Larkin,,62-88,,
1:25.0,L. Galloway misses 3-pt shot from 26 ft,,62-88,,
1:22.0,Offensive rebound by J. Smith,,62-88,,
1:20.0,J. Smith misses 2-pt shot from 1 ft,,62-88,,
1:20.0,Offensive rebound by L. Amundson,,62-88,,
1:18.0,L. Amundson makes 2-pt shot at rim,2,64-88,,
0:57.0,,,64-88,,R. Stuckey misses 3-pt shot from 27 ft
0:56.0,Defensive rebound by L. Amundson,,64-88,,
0:37.0,L. Thomas misses 2-pt shot from 17 ft,,64-88,,
0:36.0,,,64-88,,Defensive rebound by D. West
0:12.0,,,64-88,,D. West misses 2-pt shot from 17 ft
0:11.0,Defensive rebound by L. Galloway,,64-88,,
0:01.0,A. Shved misses 3-pt shot from 24 ft,,64-88,,
0:00.0,Offensive rebound by Team,,64-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Personal foul by L. Amundson (drawn by R. Stuckey),,64-88,,
11:33.0,,,64-88,,D. Sloan misses 3-pt shot from 25 ft
11:31.0,,,64-88,,Offensive rebound by R. Stuckey
11:18.0,Personal foul by L. Amundson (drawn by I. Mahinmi),,64-88,,
11:07.0,,,64-88,,R. Stuckey misses 2-pt shot from 9 ft
11:06.0,Defensive rebound by L. Amundson,,64-88,,
10:58.0,L. Amundson misses 2-pt shot at rim,,64-88,,
10:57.0,Offensive rebound by A. Shved,,64-88,,
10:55.0,A. Shved misses 2-pt shot from 1 ft,,64-88,,
10:54.0,,,64-88,,Defensive rebound by I. Mahinmi
10:39.0,,,64-88,,R. Stuckey misses 2-pt shot from 1 ft
10:38.0,Defensive rebound by J. Smith,,64-88,,
10:30.0,L. Galloway misses 2-pt shot from 14 ft,,64-88,,
10:28.0,Offensive rebound by J. Smith,,64-88,,
10:07.0,A. Shved misses 2-pt shot from 4 ft,,64-88,,
10:06.0,,,64-88,,Defensive rebound by L. Scola
9:53.0,,,64-91,3,D. Sloan makes 3-pt shot from 27 ft (assist by I. Mahinmi)
9:31.0,C. Early misses 2-pt shot from 18 ft,,64-91,,
9:30.0,,,64-91,,Defensive rebound by L. Scola
9:17.0,,,64-91,,Turnover by D. Sloan (lost ball)
9:09.0,,,64-91,,Personal block foul by L. Scola (drawn by L. Galloway)
9:00.0,J. Smith misses 2-pt shot from 1 ft,,64-91,,
8:59.0,,,64-91,,Defensive rebound by R. Stuckey
8:52.0,,,64-94,3,D. Rudez makes 3-pt shot from 22 ft (assist by R. Stuckey)
8:33.0,L. Galloway misses 2-pt shot from 18 ft,,64-94,,
8:31.0,,,64-94,,Defensive rebound by R. Stuckey
8:24.0,,,64-94,,D. Rudez misses 3-pt shot from 23 ft
8:23.0,Defensive rebound by L. Galloway,,64-94,,
8:09.0,Shooting foul by L. Scola (drawn by J. Smith),,64-94,,
8:09.0,Official timeout,,64-94,,
8:09.0,,,64-94,,S. Hill enters the game for I. Mahinmi
8:09.0,,,64-94,,L. Allen enters the game for R. Stuckey
8:09.0,T. Hardaway enters the game for A. Shved,,64-94,,
8:09.0,J. Smith makes free throw 1 of 2,1,65-94,,
8:09.0,J. Smith makes free throw 2 of 2,1,66-94,,
7:53.0,,,66-94,,L. Scola misses 2-pt shot from 20 ft
7:52.0,Defensive rebound by L. Galloway,,66-94,,
7:38.0,L. Galloway misses 2-pt shot from 10 ft,,66-94,,
7:37.0,,,66-94,,Defensive rebound by L. Allen
7:22.0,,,66-94,,L. Scola misses 2-pt shot from 10 ft
7:21.0,Defensive rebound by L. Amundson,,66-94,,
7:13.0,C. Early misses 2-pt shot from 1 ft,,66-94,,
7:10.0,,,66-94,,Defensive rebound by L. Scola
7:01.0,,,66-94,,Shooting foul by J. Smith (drawn by L. Scola)
7:01.0,,,66-94,,L. Scola misses free throw 1 of 2
7:01.0,,,66-94,,Offensive rebound by Team
7:01.0,A. Bargnani enters the game for J. Smith,,66-94,,
7:01.0,C. Aldrich enters the game for L. Amundson,,66-94,,
7:01.0,S. Larkin enters the game for L. Galloway,,66-94,,
7:01.0,,,66-95,1,L. Scola makes free throw 2 of 2
6:41.0,C. Early makes 2-pt shot from 1 ft (assist by A. Bargnani),2,68-95,,
6:18.0,,,68-95,,L. Scola misses 2-pt shot from 6 ft
6:17.0,Defensive rebound by C. Aldrich,,68-95,,
6:08.0,C. Aldrich makes 2-pt shot from 2 ft (assist by S. Larkin),2,70-95,,
6:08.0,,,70-95,,Indiana full timeout
6:08.0,,,70-95,,C. Copeland enters the game for S. Hill
6:08.0,,,70-95,,S. Whittington enters the game for L. Scola
5:46.0,,,70-95,,L. Allen misses 2-pt shot from 18 ft
5:44.0,Defensive rebound by S. Larkin,,70-95,,
5:35.0,A. Bargnani makes 3-pt shot from 26 ft (assist by S. Larkin),3,73-95,,
5:21.0,,,73-95,,L. Allen misses 2-pt shot from 20 ft
5:17.0,Defensive rebound by C. Aldrich,,73-95,,
4:58.0,Shooting foul by S. Whittington (drawn by C. Early),,73-95,,
4:58.0,C. Early makes free throw 1 of 2,1,74-95,,
4:58.0,C. Early misses free throw 2 of 2,,74-95,,
4:58.0,,,74-95,,Defensive rebound by S. Whittington
4:41.0,,,74-97,2,C. Copeland makes 2-pt shot from 18 ft
4:26.0,Shooting foul by L. Allen (drawn by C. Aldrich),,74-97,,
4:26.0,C. Aldrich makes free throw 1 of 2,1,75-97,,
4:26.0,C. Aldrich makes free throw 2 of 2,1,76-97,,
4:14.0,,,76-100,3,D. Rudez makes 3-pt shot from 23 ft (assist by D. Sloan)
3:57.0,Turnover by C. Aldrich (bad pass),,76-100,,
3:48.0,,,76-100,,S. Whittington misses 2-pt shot from 3 ft
3:46.0,Defensive rebound by C. Early,,76-100,,
3:40.0,T. Hardaway misses 2-pt shot from 6 ft (block by C. Copeland),,76-100,,
3:39.0,Offensive rebound by Team,,76-100,,
3:36.0,,,76-100,,Personal foul by S. Whittington (drawn by C. Aldrich)
3:36.0,C. Aldrich makes free throw 1 of 2,1,77-100,,
3:36.0,C. Aldrich makes free throw 2 of 2,1,78-100,,
3:16.0,,,78-100,,Shooting foul by C. Early (drawn by S. Whittington)
3:16.0,,,78-101,1,S. Whittington makes free throw 1 of 2
3:16.0,,,78-102,1,S. Whittington makes free throw 2 of 2
2:52.0,T. Hardaway misses 3-pt shot from 26 ft,,78-102,,
2:52.0,Offensive rebound by Team,,78-102,,
2:52.0,Turnover by Team (shot clock),,78-102,,
2:52.0,New York full timeout,,78-102,,
2:37.0,,,78-102,,D. Sloan misses 3-pt shot from 23 ft
2:35.0,Defensive rebound by C. Early,,78-102,,
2:23.0,Shooting foul by D. Rudez (drawn by C. Early),,78-102,,
2:23.0,C. Early misses free throw 1 of 2,,78-102,,
2:23.0,Offensive rebound by Team,,78-102,,
2:23.0,C. Early makes free throw 2 of 2,1,79-102,,
2:07.0,,,79-102,,C. Copeland misses 3-pt shot from 26 ft
2:06.0,Defensive rebound by T. Hardaway,,79-102,,
1:58.0,A. Bargnani misses 2-pt shot from 17 ft,,79-102,,
1:57.0,Offensive rebound by C. Aldrich,,79-102,,
1:52.0,T. Hardaway misses 3-pt shot from 26 ft,,79-102,,
1:51.0,,,79-102,,Defensive rebound by D. Rudez
1:35.0,,,79-102,,S. Whittington misses 2-pt shot from 16 ft (block by A. Bargnani)
1:34.0,Defensive rebound by C. Aldrich,,79-102,,
