time,Atlanta,pts.away,score,pts.home,Milwaukee
7:09.0,A. Horford makes 2-pt shot at rim (assist by K. Korver),2,10-7,,
7:01.0,,,10-9,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by J. Dudley)
6:43.0,A. Horford misses 2-pt shot from 3 ft,,10-9,,
6:42.0,,,10-9,,Defensive rebound by J. Henson
6:32.0,,,10-9,,J. Dudley misses 3-pt shot from 23 ft
6:30.0,Defensive rebound by A. Horford,,10-9,,
6:27.0,A. Horford misses 2-pt shot at rim (block by J. Henson),,10-9,,
6:24.0,Offensive rebound by D. Carroll,,10-9,,
6:20.0,K. Korver misses 3-pt shot from 23 ft,,10-9,,
6:19.0,,,10-9,,Defensive rebound by J. Dudley
6:03.0,,,10-9,,J. Bayless misses 3-pt shot from 26 ft (block by J. Teague)
6:01.0,Defensive rebound by P. Millsap,,10-9,,
5:50.0,P. Millsap misses 3-pt shot from 23 ft,,10-9,,
5:49.0,,,10-9,,Defensive rebound by J. Dudley
5:41.0,Personal block foul by K. Korver (drawn by J. Dudley),,10-9,,
5:41.0,,,10-9,,Milwaukee full timeout
5:41.0,P. Antic enters the game for A. Horford,,10-9,,
5:41.0,K. Bazemore enters the game for K. Korver,,10-9,,
5:26.0,,,10-9,,Turnover by Team (shot clock)
5:17.0,Turnover by P. Millsap (bad pass; steal by J. Henson),,10-9,,
5:05.0,,,10-9,,G. Antetokounmpo misses 2-pt shot at rim (block by P. Millsap)
5:03.0,Defensive rebound by P. Millsap,,10-9,,
4:57.0,P. Millsap makes 2-pt shot at rim (assist by J. Teague),2,12-9,,
4:36.0,,,12-9,,G. Antetokounmpo misses 2-pt shot from 17 ft
4:35.0,Defensive rebound by K. Bazemore,,12-9,,
4:21.0,P. Millsap misses 2-pt shot from 8 ft,,12-9,,
4:21.0,Offensive rebound by Team,,12-9,,
4:21.0,,,12-9,,Loose ball foul by J. Dudley (drawn by P. Antic)
4:21.0,,,12-9,,O. Mayo enters the game for K. Middleton
4:10.0,P. Millsap makes 2-pt shot at rim,2,14-9,,
3:52.0,,,14-9,,Offensive foul by J. Henson
3:52.0,,,14-9,,Turnover by J. Henson (offensive foul)
3:52.0,D. Schroder enters the game for J. Teague,,14-9,,
3:52.0,,,14-9,,Z. Pachulia enters the game for J. Henson
3:34.0,D. Carroll misses 2-pt shot from 5 ft,,14-9,,
3:33.0,,,14-9,,Defensive rebound by J. Bayless
3:27.0,,,14-9,,Turnover by J. Bayless (lost ball; steal by D. Carroll)
3:13.0,P. Millsap misses 3-pt shot from 23 ft,,14-9,,
3:12.0,,,14-9,,Defensive rebound by O. Mayo
3:04.0,,,14-9,,J. Dudley misses 3-pt shot from 25 ft
3:02.0,Defensive rebound by P. Millsap,,14-9,,
2:47.0,K. Bazemore misses 2-pt shot from 2 ft (block by G. Antetokounmpo),,14-9,,
2:47.0,Offensive rebound by Team,,14-9,,
2:47.0,Atlanta full timeout,,14-9,,
2:47.0,,,14-9,,T. Ennis enters the game for J. Bayless
2:47.0,,,14-9,,Personal foul by O. Mayo (drawn by K. Bazemore)
2:42.0,P. Millsap misses 2-pt shot from 4 ft,,14-9,,
2:40.0,Offensive rebound by P. Millsap,,14-9,,
2:40.0,P. Millsap misses 2-pt shot at rim,,14-9,,
2:39.0,,,14-9,,Defensive rebound by G. Antetokounmpo
2:29.0,,,14-9,,Turnover by T. Ennis (back court)
2:12.0,D. Carroll makes 3-pt shot from 24 ft (assist by P. Antic),3,17-9,,
1:43.0,,,17-9,,T. Ennis misses 2-pt shot from 4 ft
1:41.0,Defensive rebound by K. Bazemore,,17-9,,
1:32.0,D. Schroder makes 3-pt shot from 25 ft (assist by K. Bazemore),3,20-9,,
1:19.0,,,20-9,,Offensive foul by J. Dudley
1:19.0,,,20-9,,Turnover by J. Dudley (offensive foul)
1:19.0,K. Korver enters the game for D. Carroll,,20-9,,
1:19.0,A. Horford enters the game for P. Millsap,,20-9,,
1:08.0,D. Schroder misses 3-pt shot from 25 ft,,20-9,,
1:07.0,,,20-9,,Defensive rebound by G. Antetokounmpo
1:00.0,,,20-11,2,G. Antetokounmpo makes 2-pt shot from 18 ft
0:53.0,,,20-11,,Personal foul by T. Ennis (drawn by P. Antic)
0:40.0,P. Antic misses 3-pt shot from 24 ft,,20-11,,
0:39.0,,,20-11,,Defensive rebound by Team
0:22.0,,,20-13,2,Z. Pachulia makes 2-pt shot from 14 ft (assist by J. Dudley)
0:01.0,K. Bazemore makes 2-pt shot from 22 ft (assist by D. Schroder),2,22-13,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,22-13,,E. Ilyasova misses 2-pt shot at rim
11:37.0,Defensive rebound by P. Antic,,22-13,,
11:25.0,D. Schroder misses 2-pt shot from 19 ft,,22-13,,
11:24.0,,,22-13,,Defensive rebound by Z. Pachulia
11:17.0,,,22-13,,Shooting foul by K. Bazemore (drawn by K. Middleton)
11:17.0,,,22-14,1,K. Middleton makes free throw 1 of 2
11:17.0,,,22-15,1,K. Middleton makes free throw 2 of 2
10:58.0,K. Korver makes 3-pt shot from 23 ft (assist by D. Schroder),3,25-15,,
10:51.0,,,25-15,,Offensive foul by O. Mayo
10:51.0,,,25-15,,Turnover by O. Mayo (offensive foul)
10:51.0,M. Scott enters the game for P. Antic,,25-15,,
10:33.0,Turnover by D. Schroder (bad pass; steal by E. Ilyasova),,25-15,,
10:28.0,,,25-17,2,K. Middleton makes 2-pt shot at rim
10:14.0,M. Scott misses 3-pt shot from 26 ft,,25-17,,
10:13.0,,,25-17,,Defensive rebound by E. Ilyasova
10:01.0,,,25-19,2,E. Ilyasova makes 2-pt shot at rim (assist by T. Ennis)
9:43.0,A. Horford makes 2-pt shot from 3 ft (assist by K. Bazemore),2,27-19,,
9:23.0,,,27-19,,Turnover by E. Ilyasova (step out of bounds)
9:11.0,K. Korver misses 3-pt shot from 25 ft,,27-19,,
9:10.0,Offensive rebound by A. Horford,,27-19,,
9:02.0,D. Schroder makes 2-pt shot at rim,2,29-19,,
9:02.0,Shooting foul by T. Ennis (drawn by D. Schroder),,29-19,,
9:02.0,D. Schroder makes free throw 1 of 1,1,30-19,,
8:50.0,,,30-21,2,T. Ennis makes 2-pt shot at rim (assist by Z. Pachulia)
8:30.0,D. Schroder misses 2-pt shot from 7 ft,,30-21,,
8:28.0,,,30-21,,Defensive rebound by Z. Pachulia
8:28.0,Official timeout,,30-21,,
8:23.0,,,30-21,,Turnover by Z. Pachulia (lost ball; steal by M. Scott)
8:12.0,Turnover by A. Horford (lost ball; steal by Z. Pachulia),,30-21,,
7:55.0,,,30-21,,T. Ennis misses 3-pt shot from 26 ft
7:53.0,Defensive rebound by K. Bazemore,,30-21,,
7:36.0,M. Scott makes 3-pt shot from 26 ft (assist by D. Schroder),3,33-21,,
7:18.0,,,33-21,,K. Middleton misses 2-pt shot from 16 ft (block by K. Bazemore)
7:18.0,Defensive rebound by K. Bazemore,,33-21,,
7:18.0,,,33-21,,Personal foul by Z. Pachulia (drawn by K. Bazemore)
7:18.0,,,33-21,,J. Bayless enters the game for T. Ennis
7:18.0,J. Teague enters the game for K. Bazemore,,33-21,,
7:18.0,D. Carroll enters the game for K. Korver,,33-21,,
6:58.0,J. Teague makes 2-pt shot at rim,2,35-21,,
6:33.0,,,35-21,,Turnover by O. Mayo (lost ball)
6:33.0,,,35-21,,M. Plumlee enters the game for Z. Pachulia
6:24.0,,,35-21,,Personal foul by E. Ilyasova (drawn by A. Horford)
6:11.0,D. Carroll misses 3-pt shot from 26 ft,,35-21,,
6:10.0,,,35-21,,Defensive rebound by K. Middleton
5:56.0,,,35-21,,O. Mayo misses 2-pt shot from 15 ft
5:55.0,Defensive rebound by M. Scott,,35-21,,
5:40.0,Turnover by D. Schroder (bad pass; steal by J. Bayless),,35-21,,
5:35.0,,,35-23,2,J. Bayless makes 2-pt shot from 1 ft
5:23.0,,,35-23,,Shooting block foul by O. Mayo (drawn by D. Schroder)
5:23.0,,,35-23,,Milwaukee full timeout
5:23.0,P. Millsap enters the game for A. Horford,,35-23,,
5:23.0,,,35-23,,G. Antetokounmpo enters the game for O. Mayo
5:23.0,,,35-23,,J. Dudley enters the game for E. Ilyasova
5:23.0,D. Schroder makes free throw 1 of 2,1,36-23,,
5:23.0,D. Schroder makes free throw 2 of 2,1,37-23,,
5:10.0,,,37-23,,Turnover by K. Middleton (step out of bounds)
4:49.0,M. Scott makes 2-pt shot from 4 ft (assist by P. Millsap),2,39-23,,
4:34.0,,,39-25,2,K. Middleton makes 2-pt shot from 12 ft
4:13.0,D. Schroder misses 2-pt shot from 3 ft (block by G. Antetokounmpo),,39-25,,
4:12.0,Offensive rebound by M. Scott,,39-25,,
4:09.0,M. Scott misses 2-pt shot from 17 ft,,39-25,,
4:08.0,,,39-25,,Defensive rebound by M. Plumlee
3:55.0,,,39-25,,K. Middleton misses 3-pt shot from 24 ft
3:54.0,,,39-25,,Offensive rebound by M. Plumlee
3:54.0,Personal foul by P. Millsap (drawn by M. Plumlee),,39-25,,
3:54.0,K. Korver enters the game for D. Schroder,,39-25,,
3:35.0,,,39-27,2,J. Bayless makes 2-pt shot from 14 ft (assist by M. Plumlee)
3:18.0,D. Carroll misses 3-pt shot from 24 ft,,39-27,,
3:17.0,Offensive rebound by Team,,39-27,,
3:11.0,Shooting foul by G. Antetokounmpo (drawn by M. Scott),,39-27,,
3:11.0,M. Scott misses free throw 1 of 2,,39-27,,
3:11.0,Offensive rebound by Team,,39-27,,
3:11.0,M. Scott makes free throw 2 of 2,1,40-27,,
2:58.0,,,40-29,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Bayless)
2:56.0,Atlanta full timeout,,40-29,,
2:56.0,A. Horford enters the game for M. Scott,,40-29,,
2:28.0,A. Horford misses 2-pt shot from 19 ft,,40-29,,
2:27.0,Offensive rebound by P. Millsap,,40-29,,
2:27.0,P. Millsap makes 2-pt shot at rim,2,42-29,,
2:12.0,,,42-31,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Plumlee)
1:46.0,K. Korver misses 3-pt shot from 22 ft,,42-31,,
1:44.0,Offensive rebound by P. Millsap,,42-31,,
1:43.0,P. Millsap misses 2-pt shot at rim,,42-31,,
1:41.0,Offensive rebound by P. Millsap,,42-31,,
1:32.0,P. Millsap makes 2-pt shot from 1 ft,2,44-31,,
1:13.0,,,44-31,,Turnover by K. Middleton (lost ball; steal by P. Millsap)
1:07.0,J. Teague makes 2-pt shot from 12 ft,2,46-31,,
0:49.0,,,46-33,2,J. Bayless makes 2-pt shot from 16 ft
0:30.0,A. Horford misses 2-pt shot from 17 ft,,46-33,,
0:29.0,Offensive rebound by P. Millsap,,46-33,,
0:28.0,,,46-33,,Personal foul by J. Bayless (drawn by P. Millsap)
0:28.0,P. Millsap makes free throw 1 of 2,1,47-33,,
0:28.0,P. Millsap makes free throw 2 of 2,1,48-33,,
0:06.0,,,48-35,2,J. Bayless makes 2-pt shot from 18 ft
0:05.0,Turnover by D. Carroll (lost ball),,48-35,,
0:05.0,,,48-35,,Milwaukee full timeout
0:05.0,K. Bazemore enters the game for K. Korver,,48-35,,
0:03.0,,,48-35,,Turnover by J. Dudley (bad pass)
0:03.0,Atlanta full timeout,,48-35,,
0:03.0,K. Korver enters the game for K. Bazemore,,48-35,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,48-35,,G. Antetokounmpo misses 2-pt shot from 17 ft
11:44.0,Defensive rebound by P. Millsap,,48-35,,
11:41.0,Shooting foul by K. Middleton (drawn by A. Horford),,48-35,,
11:41.0,A. Horford makes free throw 1 of 2,1,49-35,,
11:41.0,A. Horford makes free throw 2 of 2,1,50-35,,
11:19.0,,,50-35,,J. Bayless misses 2-pt shot from 16 ft
11:17.0,Defensive rebound by D. Carroll,,50-35,,
11:03.0,K. Korver misses 2-pt shot from 15 ft,,50-35,,
11:02.0,,,50-35,,Defensive rebound by J. Bayless
10:56.0,,,50-35,,K. Middleton misses 2-pt shot from 16 ft
10:55.0,Defensive rebound by J. Teague,,50-35,,
10:39.0,Turnover by K. Korver (bad pass; steal by G. Antetokounmpo),,50-35,,
10:35.0,,,50-35,,Turnover by G. Antetokounmpo (bad pass)
10:29.0,Turnover by J. Teague (lost ball; steal by J. Bayless),,50-35,,
10:25.0,,,50-37,2,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton)
10:25.0,,,50-37,,Shooting foul by A. Horford (drawn by G. Antetokounmpo)
10:25.0,,,50-38,1,G. Antetokounmpo makes free throw 1 of 1
10:20.0,Turnover by J. Teague (bad pass; steal by J. Bayless),,50-38,,
10:08.0,,,50-41,3,K. Middleton makes 3-pt shot from 23 ft (assist by J. Bayless)
9:52.0,P. Millsap misses 2-pt shot at rim,,50-41,,
9:50.0,Offensive rebound by A. Horford,,50-41,,
9:50.0,A. Horford misses 2-pt shot from 1 ft,,50-41,,
9:49.0,,,50-41,,Defensive rebound by J. Bayless
9:44.0,,,50-43,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by K. Middleton)
9:43.0,Atlanta full timeout,,50-43,,
9:31.0,P. Millsap makes 2-pt shot at rim (assist by J. Teague),2,52-43,,
9:13.0,,,52-43,,J. Bayless misses 2-pt shot at rim
9:13.0,Defensive rebound by Team,,52-43,,
8:57.0,Turnover by A. Horford (step out of bounds),,52-43,,
8:33.0,,,52-43,,J. Dudley misses 2-pt shot from 18 ft
8:32.0,,,52-43,,Offensive rebound by J. Henson
8:28.0,,,52-43,,J. Dudley misses 2-pt shot at rim
8:25.0,,,52-43,,Offensive rebound by J. Henson
8:22.0,,,52-43,,J. Henson misses 2-pt shot from 7 ft (block by A. Horford)
8:20.0,,,52-43,,Offensive rebound by J. Henson
8:14.0,,,52-43,,J. Henson misses 2-pt shot from 1 ft (block by P. Millsap)
8:11.0,Defensive rebound by P. Millsap,,52-43,,
7:51.0,Turnover by J. Teague (bad pass),,52-43,,
7:31.0,,,52-43,,Shooting foul by D. Carroll (drawn by K. Middleton)
7:31.0,,,52-44,1,K. Middleton makes free throw 1 of 2
7:31.0,,,52-45,1,K. Middleton makes free throw 2 of 2
7:16.0,D. Carroll misses 3-pt shot from 25 ft,,52-45,,
7:15.0,Offensive rebound by Team,,52-45,,
7:15.0,,,52-45,,Loose ball foul by K. Middleton (drawn by P. Millsap)
7:03.0,A. Horford makes 2-pt shot at rim (assist by D. Carroll),2,54-45,,
6:51.0,,,54-45,,Shooting foul by D. Carroll (drawn by G. Antetokounmpo)
6:51.0,,,54-46,1,G. Antetokounmpo makes free throw 1 of 2
6:51.0,,,54-47,1,G. Antetokounmpo makes free throw 2 of 2
6:45.0,Offensive foul by J. Teague,,54-47,,
6:45.0,Turnover by J. Teague (offensive foul),,54-47,,
6:25.0,,,54-47,,G. Antetokounmpo misses 2-pt shot from 6 ft
6:23.0,Defensive rebound by K. Korver,,54-47,,
6:20.0,Shooting foul by J. Bayless (drawn by A. Horford),,54-47,,
6:20.0,A. Horford makes free throw 1 of 2,1,55-47,,
6:20.0,K. Bazemore enters the game for K. Korver,,55-47,,
6:20.0,A. Horford makes free throw 2 of 2,1,56-47,,
6:07.0,,,56-47,,K. Middleton misses 3-pt shot from 26 ft
6:05.0,,,56-47,,Offensive rebound by G. Antetokounmpo
6:04.0,,,56-49,2,G. Antetokounmpo makes 2-pt shot at rim
5:42.0,Shooting foul by J. Henson (drawn by A. Horford),,56-49,,
5:42.0,,,56-49,,Violation by Team (delay of game)
5:42.0,A. Horford misses free throw 1 of 2,,56-49,,
5:42.0,Offensive rebound by Team,,56-49,,
5:42.0,A. Horford makes free throw 2 of 2,1,57-49,,
5:20.0,,,57-49,,G. Antetokounmpo misses 2-pt shot from 16 ft
5:20.0,,,57-49,,Offensive rebound by J. Dudley
5:20.0,Loose ball foul by D. Carroll (drawn by J. Dudley),,57-49,,
5:20.0,P. Antic enters the game for A. Horford,,57-49,,
5:08.0,,,57-49,,Turnover by J. Dudley (bad pass)
4:59.0,Turnover by P. Millsap (bad pass),,57-49,,
4:50.0,,,57-49,,K. Middleton misses 2-pt shot from 1 ft (block by K. Bazemore)
4:48.0,Defensive rebound by P. Antic,,57-49,,
4:47.0,,,57-49,,Personal take foul by J. Henson (drawn by J. Teague)
4:47.0,J. Teague makes free throw 1 of 2,1,58-49,,
4:47.0,,,58-49,,O. Mayo enters the game for K. Middleton
4:47.0,D. Schroder enters the game for D. Carroll,,58-49,,
4:47.0,J. Teague makes free throw 2 of 2,1,59-49,,
4:28.0,Personal foul by J. Teague (drawn by J. Dudley),,59-49,,
4:28.0,,,59-50,1,J. Dudley makes free throw 1 of 2
4:28.0,,,59-51,1,J. Dudley makes free throw 2 of 2
4:20.0,J. Teague misses 2-pt shot at rim,,59-51,,
4:20.0,Offensive rebound by Team,,59-51,,
4:20.0,,,59-51,,Loose ball foul by J. Bayless (drawn by P. Antic)
4:20.0,P. Antic misses free throw 1 of 2,,59-51,,
4:20.0,Offensive rebound by Team,,59-51,,
4:20.0,P. Antic makes free throw 2 of 2,1,60-51,,
4:08.0,,,60-51,,Turnover by J. Bayless (lost ball; steal by J. Teague)
4:05.0,J. Teague misses 2-pt shot from 1 ft (block by O. Mayo),,60-51,,
4:04.0,,,60-51,,Defensive rebound by J. Dudley
4:04.0,Personal foul by P. Antic (drawn by J. Dudley),,60-51,,
4:04.0,,,60-52,1,J. Dudley makes free throw 1 of 2
4:04.0,,,60-52,,T. Ennis enters the game for J. Bayless
4:04.0,,,60-53,1,J. Dudley makes free throw 2 of 2
3:51.0,P. Antic misses 3-pt shot from 26 ft,,60-53,,
3:50.0,,,60-53,,Defensive rebound by T. Ennis
3:45.0,,,60-55,2,J. Henson makes 2-pt shot at rim (assist by T. Ennis)
3:21.0,P. Millsap misses 2-pt shot from 1 ft (block by J. Henson),,60-55,,
3:19.0,,,60-55,,Defensive rebound by J. Dudley
3:16.0,,,60-55,,Turnover by J. Dudley (bad pass; steal by J. Teague)
3:08.0,Turnover by P. Antic (bad pass; steal by J. Dudley),,60-55,,
3:00.0,,,60-58,3,O. Mayo makes 3-pt shot from 23 ft (assist by T. Ennis)
2:47.0,K. Bazemore misses 3-pt shot from 23 ft,,60-58,,
2:46.0,,,60-58,,Defensive rebound by J. Henson
2:44.0,,,60-58,,Turnover by J. Dudley (lost ball; steal by K. Bazemore)
2:40.0,P. Millsap misses 2-pt shot at rim,,60-58,,
2:38.0,Offensive rebound by K. Bazemore,,60-58,,
2:35.0,P. Millsap makes 2-pt shot at rim (assist by K. Bazemore),2,62-58,,
2:14.0,,,62-60,2,O. Mayo makes 2-pt shot from 15 ft
1:55.0,Shooting foul by J. Henson (drawn by P. Antic),,62-60,,
1:55.0,,,62-60,,Milwaukee full timeout
1:55.0,K. Korver enters the game for J. Teague,,62-60,,
1:55.0,A. Horford enters the game for P. Millsap,,62-60,,
1:55.0,,,62-60,,E. Ilyasova enters the game for J. Dudley
1:55.0,,,62-60,,Z. Pachulia enters the game for J. Henson
1:55.0,P. Antic makes free throw 1 of 2,1,63-60,,
1:55.0,P. Antic makes free throw 2 of 2,1,64-60,,
1:34.0,,,64-62,2,E. Ilyasova makes 2-pt shot from 18 ft
1:11.0,P. Antic misses 2-pt shot from 1 ft,,64-62,,
1:09.0,Offensive rebound by P. Antic,,64-62,,
1:03.0,Turnover by D. Schroder (lost ball),,64-62,,
0:53.0,Personal foul by K. Korver (drawn by G. Antetokounmpo),,64-62,,
0:53.0,,,64-63,1,G. Antetokounmpo makes free throw 1 of 2
0:53.0,M. Scott enters the game for P. Antic,,64-63,,
0:53.0,,,64-64,1,G. Antetokounmpo makes free throw 2 of 2
0:44.0,M. Scott makes 2-pt shot from 13 ft (assist by K. Korver),2,66-64,,
0:26.0,,,66-64,,Offensive foul by Z. Pachulia
0:26.0,,,66-64,,Turnover by Z. Pachulia (offensive foul)
0:02.0,M. Scott misses 3-pt shot from 23 ft,,66-64,,
0:01.0,,,66-64,,Defensive rebound by Z. Pachulia
0:00.0,,,66-64,,Z. Pachulia misses 3-pt shot from 42 ft
0:00.0,,,66-64,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,K. Korver misses 2-pt shot at rim,,66-64,,
11:48.0,,,66-64,,Defensive rebound by G. Antetokounmpo
11:37.0,,,66-64,,T. Ennis misses 2-pt shot from 3 ft
11:35.0,Defensive rebound by A. Horford,,66-64,,
11:24.0,K. Korver makes 3-pt shot from 26 ft (assist by D. Schroder),3,69-64,,
11:03.0,,,69-66,2,T. Ennis makes 2-pt shot at rim
10:52.0,D. Schroder misses 2-pt shot from 15 ft,,69-66,,
10:51.0,,,69-66,,Defensive rebound by E. Ilyasova
10:40.0,Personal foul by K. Bazemore (drawn by G. Antetokounmpo),,69-66,,
10:34.0,,,69-66,,G. Antetokounmpo misses 2-pt shot at rim
10:32.0,Defensive rebound by D. Schroder,,69-66,,
10:21.0,K. Bazemore makes 2-pt shot at rim (assist by K. Korver),2,71-66,,
10:04.0,,,71-66,,O. Mayo misses 2-pt shot from 17 ft
10:03.0,Defensive rebound by D. Schroder,,71-66,,
9:56.0,K. Korver makes 3-pt shot from 28 ft (assist by D. Schroder),3,74-66,,
9:40.0,,,74-68,2,O. Mayo makes 2-pt shot from 5 ft (assist by E. Ilyasova)
9:40.0,D. Schroder makes flagrant free throw 1 of 2,1,75-68,,
9:40.0,D. Schroder makes flagrant free throw 2 of 2,1,76-68,,
9:31.0,K. Korver makes 3-pt shot from 27 ft (assist by D. Schroder),3,79-68,,
9:20.0,,,79-68,,T. Ennis misses 2-pt shot from 9 ft
9:20.0,,,79-68,,Offensive rebound by Team
9:20.0,Loose ball foul by K. Korver (drawn by G. Antetokounmpo),,79-68,,
9:20.0,,,79-68,,K. Middleton enters the game for G. Antetokounmpo
9:14.0,,,79-68,,Z. Pachulia misses 2-pt shot from 3 ft
9:14.0,Defensive rebound by Team,,79-68,,
9:14.0,,,79-68,,Loose ball foul by Z. Pachulia (drawn by A. Horford)
8:57.0,M. Scott misses 3-pt shot from 24 ft,,79-68,,
8:55.0,,,79-68,,Defensive rebound by E. Ilyasova
8:48.0,,,79-68,,O. Mayo misses 2-pt shot from 11 ft
8:46.0,Defensive rebound by K. Bazemore,,79-68,,
8:41.0,Atlanta full timeout,,79-68,,
8:40.0,,,79-68,,M. Plumlee enters the game for Z. Pachulia
8:35.0,A. Horford makes 2-pt shot at rim (assist by D. Schroder),2,81-68,,
8:11.0,,,81-70,2,M. Plumlee makes 2-pt shot from 3 ft (assist by K. Middleton)
8:02.0,,,81-70,,Personal foul by K. Middleton (drawn by K. Korver)
8:02.0,D. Carroll enters the game for K. Bazemore,,81-70,,
7:52.0,D. Schroder makes 2-pt shot from 1 ft,2,83-70,,
7:32.0,,,83-70,,Turnover by T. Ennis (bad pass; steal by K. Korver)
7:27.0,Turnover by D. Carroll (offensive foul),,83-70,,
7:27.0,Offensive foul by D. Carroll,,83-70,,
7:27.0,,,83-70,,J. Bayless enters the game for T. Ennis
7:27.0,,,83-70,,J. Dudley enters the game for E. Ilyasova
7:27.0,P. Millsap enters the game for A. Horford,,83-70,,
7:16.0,,,83-70,,O. Mayo misses 3-pt shot from 23 ft
7:15.0,Defensive rebound by M. Scott,,83-70,,
6:53.0,D. Schroder misses 3-pt shot from 28 ft,,83-70,,
6:52.0,,,83-70,,Defensive rebound by M. Plumlee
6:40.0,,,83-70,,K. Middleton misses 3-pt shot from 23 ft
6:39.0,,,83-70,,Offensive rebound by M. Plumlee
6:34.0,,,83-73,3,O. Mayo makes 3-pt shot from 26 ft (assist by M. Plumlee)
6:21.0,P. Millsap makes 2-pt shot from 2 ft (assist by D. Schroder),2,85-73,,
6:07.0,,,85-73,,J. Dudley misses 3-pt shot from 26 ft
6:06.0,Defensive rebound by P. Millsap,,85-73,,
5:49.0,P. Millsap makes 3-pt shot from 25 ft (assist by D. Schroder),3,88-73,,
5:26.0,,,88-73,,O. Mayo misses 3-pt shot from 26 ft
5:25.0,Defensive rebound by P. Millsap,,88-73,,
5:06.0,P. Millsap makes 2-pt shot at rim,2,90-73,,
5:05.0,,,90-73,,Milwaukee full timeout
4:51.0,,,90-75,2,O. Mayo makes 2-pt shot from 10 ft
4:51.0,,,90-75,,Shooting foul by K. Korver (drawn by O. Mayo)
4:51.0,,,90-76,1,O. Mayo makes free throw 1 of 1
4:31.0,K. Korver misses 3-pt shot from 25 ft,,90-76,,
4:30.0,Offensive rebound by P. Millsap,,90-76,,
4:16.0,D. Schroder misses 3-pt shot from 26 ft,,90-76,,
4:15.0,,,90-76,,Defensive rebound by M. Plumlee
4:06.0,,,90-78,2,K. Middleton makes 2-pt shot from 1 ft (assist by J. Bayless)
3:46.0,Turnover by D. Schroder (bad pass; steal by J. Dudley),,90-78,,
3:38.0,Shooting block foul by M. Scott (drawn by K. Middleton),,90-78,,
3:38.0,,,90-79,1,K. Middleton makes free throw 1 of 2
3:38.0,A. Horford enters the game for M. Scott,,90-79,,
3:38.0,J. Teague enters the game for D. Schroder,,90-79,,
3:38.0,,,90-80,1,K. Middleton makes free throw 2 of 2
3:25.0,P. Millsap misses 2-pt shot from 6 ft,,90-80,,
3:23.0,Offensive rebound by A. Horford,,90-80,,
3:20.0,K. Korver misses 3-pt shot from 25 ft,,90-80,,
3:19.0,,,90-80,,Defensive rebound by K. Middleton
