time,Brooklyn,pts.away,score,pts.home,Charlotte
0:04.0,,,30-17,3,B. Roberts makes 3-pt shot from 25 ft (assist by L. Stephenson)
0:00.0,J. Jack makes 2-pt shot from 5 ft,2,32-17,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,32-19,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by B. Roberts)
11:32.0,Turnover by B. Davies (bad pass; steal by M. Kidd-Gilchrist),,32-19,,
11:25.0,,,32-19,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft
11:22.0,,,32-19,,Offensive rebound by B. Biyombo
11:19.0,,,32-19,,Turnover by B. Roberts (bad pass; steal by J. Jordan)
11:07.0,B. Davies makes 2-pt shot from 8 ft,2,34-19,,
10:47.0,,,34-19,,B. Roberts misses 2-pt shot from 15 ft
10:44.0,Defensive rebound by A. Anderson,,34-19,,
10:35.0,J. Jack makes 2-pt shot from 8 ft,2,36-19,,
10:19.0,Personal foul by J. Jack (drawn by B. Biyombo),,36-19,,
10:10.0,,,36-19,,M. Williams misses 3-pt shot from 25 ft
10:08.0,,,36-19,,Offensive rebound by G. Neal
9:57.0,,,36-21,2,G. Neal makes 2-pt shot from 1 ft
9:32.0,Turnover by J. Jack (bad pass; steal by M. Williams),,36-21,,
9:14.0,,,36-23,2,G. Neal makes 2-pt shot from 18 ft
9:12.0,Brooklyn full timeout,,36-23,,
9:12.0,M. Plumlee enters the game for B. Bogdanovic,,36-23,,
9:12.0,J. Johnson enters the game for J. Jordan,,36-23,,
8:49.0,B. Davies misses 3-pt shot from 25 ft,,36-23,,
8:47.0,,,36-23,,Defensive rebound by B. Biyombo
8:29.0,,,36-25,2,G. Neal makes 2-pt shot from 13 ft
8:09.0,B. Davies makes 2-pt shot from 15 ft (assist by J. Jack),2,38-25,,
7:58.0,,,38-28,3,B. Roberts makes 3-pt shot from 26 ft
7:42.0,M. Plumlee makes 2-pt shot from 2 ft (assist by J. Jack),2,40-28,,
7:42.0,Shooting foul by B. Biyombo (drawn by M. Plumlee),,40-28,,
7:42.0,,,40-28,,L. Stephenson enters the game for M. Kidd-Gilchrist
7:42.0,M. Plumlee misses free throw 1 of 1,,40-28,,
7:40.0,,,40-28,,Defensive rebound by M. Williams
7:20.0,,,40-28,,G. Neal misses 3-pt shot from 25 ft
7:19.0,Defensive rebound by J. Johnson,,40-28,,
7:03.0,A. Anderson misses 3-pt shot from 25 ft,,40-28,,
7:01.0,,,40-28,,Defensive rebound by L. Stephenson
6:50.0,,,40-28,,L. Stephenson misses 2-pt shot from 7 ft
6:49.0,Defensive rebound by B. Davies,,40-28,,
6:29.0,B. Davies misses 2-pt shot from 15 ft,,40-28,,
6:27.0,Offensive rebound by M. Plumlee,,40-28,,
6:09.0,Shooting foul by B. Biyombo (drawn by J. Jack),,40-28,,
6:09.0,J. Jack makes free throw 1 of 2,1,41-28,,
6:09.0,J. Jack makes free throw 2 of 2,1,42-28,,
5:53.0,,,42-31,3,L. Stephenson makes 3-pt shot from 25 ft (assist by M. Williams)
5:44.0,Turnover by J. Johnson (offensive foul),,42-31,,
5:44.0,Offensive foul by J. Johnson,,42-31,,
5:44.0,Official timeout,,42-31,,
5:44.0,,,42-31,,C. Zeller enters the game for M. Williams
5:44.0,,,42-31,,K. Walker enters the game for B. Biyombo
5:44.0,,,42-31,,A. Jefferson enters the game for B. Roberts
5:28.0,,,42-31,,Turnover by L. Stephenson (lost ball; steal by J. Johnson)
5:06.0,J. Jack misses 2-pt shot from 7 ft,,42-31,,
5:04.0,,,42-31,,Defensive rebound by C. Zeller
4:56.0,,,42-31,,L. Stephenson misses 2-pt shot from 2 ft (block by B. Davies)
4:54.0,Defensive rebound by B. Davies,,42-31,,
4:49.0,J. Johnson makes 3-pt shot from 25 ft (assist by A. Anderson),3,45-31,,
4:28.0,,,45-33,2,A. Jefferson makes 2-pt shot from 2 ft
4:11.0,J. Johnson misses 3-pt shot from 24 ft,,45-33,,
4:10.0,,,45-33,,Defensive rebound by G. Neal
4:02.0,,,45-33,,G. Neal misses 2-pt shot from 2 ft
4:01.0,,,45-33,,Offensive rebound by C. Zeller
3:48.0,,,45-33,,A. Jefferson misses 2-pt shot from 8 ft
3:47.0,Defensive rebound by M. Plumlee,,45-33,,
3:28.0,Turnover by B. Davies (3 sec),,45-33,,
3:28.0,C. Jefferson enters the game for B. Davies,,45-33,,
3:12.0,,,45-33,,A. Jefferson misses 2-pt shot from 8 ft
3:11.0,Defensive rebound by M. Plumlee,,45-33,,
3:02.0,,,45-33,,Personal foul by L. Stephenson (drawn by J. Johnson)
3:02.0,D. Williams enters the game for J. Jack,,45-33,,
3:02.0,,,45-33,,G. Henderson enters the game for G. Neal
2:48.0,J. Johnson misses 2-pt shot from 15 ft,,45-33,,
2:46.0,,,45-33,,Defensive rebound by C. Zeller
2:24.0,,,45-35,2,A. Jefferson makes 2-pt shot from 8 ft
2:08.0,D. Williams misses 2-pt shot from 22 ft,,45-35,,
2:06.0,,,45-35,,Defensive rebound by A. Jefferson
1:49.0,,,45-37,2,G. Henderson makes 2-pt shot from 19 ft
1:32.0,A. Anderson makes 2-pt shot from 7 ft (assist by C. Jefferson),2,47-37,,
1:23.0,Personal foul by A. Anderson (drawn by L. Stephenson),,47-37,,
1:23.0,,,47-37,,Charlotte full timeout
1:23.0,S. Karasev enters the game for A. Anderson,,47-37,,
1:18.0,,,47-40,3,K. Walker makes 3-pt shot from 27 ft (assist by C. Zeller)
0:54.0,D. Williams makes 3-pt shot from 25 ft (assist by S. Karasev),3,50-40,,
0:34.0,,,50-42,2,K. Walker makes 2-pt shot from 18 ft (assist by A. Jefferson)
0:14.0,Shooting foul by A. Jefferson (drawn by D. Williams),,50-42,,
0:14.0,D. Williams makes free throw 1 of 2,1,51-42,,
0:14.0,J. Jordan enters the game for C. Jefferson,,51-42,,
0:14.0,B. Bogdanovic enters the game for S. Karasev,,51-42,,
0:14.0,D. Williams makes free throw 2 of 2,1,52-42,,
0:01.0,,,52-42,,K. Walker misses 2-pt shot from 1 ft
0:00.0,,,52-42,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Personal foul by S. Karasev (drawn by C. Zeller),,52-42,,
11:39.0,,,52-42,,A. Jefferson misses 2-pt shot from 17 ft
11:38.0,Defensive rebound by J. Johnson,,52-42,,
11:20.0,Shooting foul by K. Walker (drawn by D. Williams),,52-42,,
11:20.0,D. Williams makes free throw 1 of 2,1,53-42,,
11:20.0,D. Williams makes free throw 2 of 2,1,54-42,,
11:06.0,,,54-42,,A. Jefferson misses 2-pt shot from 7 ft
11:05.0,Defensive rebound by M. Plumlee,,54-42,,
10:54.0,M. Plumlee makes 2-pt shot at rim (assist by D. Williams),2,56-42,,
10:33.0,,,56-42,,L. Stephenson misses 2-pt shot from 2 ft
10:31.0,,,56-42,,Offensive rebound by L. Stephenson
10:31.0,,,56-44,2,L. Stephenson makes 2-pt shot from 1 ft
10:11.0,D. Williams makes 3-pt shot from 25 ft (assist by C. Jefferson),3,59-44,,
9:53.0,Personal foul by M. Plumlee (drawn by C. Zeller),,59-44,,
9:43.0,,,59-46,2,A. Jefferson makes 2-pt shot from 5 ft (assist by C. Zeller)
9:27.0,J. Johnson misses 2-pt shot from 10 ft,,59-46,,
9:26.0,,,59-46,,Defensive rebound by G. Henderson
9:19.0,,,59-46,,Shooting foul by C. Jefferson (drawn by C. Zeller)
9:19.0,,,59-46,,C. Zeller misses free throw 1 of 2
9:19.0,,,59-46,,Offensive rebound by Team
9:19.0,,,59-47,1,C. Zeller makes free throw 2 of 2
9:01.0,D. Williams misses 2-pt shot from 18 ft,,59-47,,
9:00.0,,,59-47,,Defensive rebound by A. Jefferson
8:51.0,,,59-47,,K. Walker misses 2-pt shot from 18 ft
8:50.0,Defensive rebound by J. Johnson,,59-47,,
8:33.0,Turnover by J. Johnson (step out of bounds),,59-47,,
8:19.0,,,59-47,,K. Walker misses 2-pt shot from 17 ft
8:16.0,,,59-47,,Offensive rebound by C. Zeller
8:09.0,,,59-49,2,G. Henderson makes 2-pt shot from 18 ft (assist by A. Jefferson)
7:47.0,,,59-49,,Personal foul by K. Walker (drawn by D. Williams)
7:38.0,C. Jefferson makes 2-pt shot from 19 ft (assist by D. Williams),2,61-49,,
7:14.0,,,61-49,,K. Walker misses 2-pt shot from 2 ft
7:13.0,Defensive rebound by C. Jefferson,,61-49,,
6:59.0,J. Johnson makes 3-pt shot from 25 ft (assist by D. Williams),3,64-49,,
6:59.0,,,64-49,,Charlotte full timeout
6:42.0,,,64-49,,C. Zeller misses 2-pt shot from 1 ft (block by C. Jefferson)
6:41.0,Defensive rebound by C. Jefferson,,64-49,,
6:26.0,J. Johnson makes 2-pt shot from 22 ft (assist by M. Plumlee),2,66-49,,
6:07.0,,,66-49,,L. Stephenson misses 2-pt shot from 19 ft
6:06.0,Defensive rebound by J. Johnson,,66-49,,
5:57.0,S. Karasev makes 3-pt shot from 22 ft (assist by J. Johnson),3,69-49,,
5:33.0,,,69-49,,K. Walker misses 3-pt shot from 23 ft
5:32.0,Defensive rebound by S. Karasev,,69-49,,
5:18.0,Offensive foul by S. Karasev,,69-49,,
5:18.0,Turnover by S. Karasev (offensive foul),,69-49,,
5:18.0,,,69-49,,M. Williams enters the game for C. Zeller
5:18.0,,,69-49,,M. Kidd-Gilchrist enters the game for G. Henderson
4:56.0,,,69-49,,M. Kidd-Gilchrist misses 2-pt shot from 17 ft
4:55.0,Defensive rebound by M. Plumlee,,69-49,,
4:42.0,,,69-49,,Personal foul by M. Williams (drawn by J. Johnson)
4:32.0,J. Johnson misses 3-pt shot from 26 ft,,69-49,,
4:30.0,Offensive rebound by C. Jefferson,,69-49,,
4:30.0,C. Jefferson makes 2-pt shot from 1 ft,2,71-49,,
4:15.0,,,71-49,,L. Stephenson misses 3-pt shot from 25 ft
4:14.0,Defensive rebound by Team,,71-49,,
4:14.0,,,71-49,,G. Neal enters the game for L. Stephenson
3:57.0,C. Jefferson makes 2-pt shot from 18 ft (assist by D. Williams),2,73-49,,
3:43.0,Shooting block foul by J. Johnson (drawn by K. Walker),,73-49,,
3:43.0,,,73-50,1,K. Walker makes free throw 1 of 2
3:43.0,,,73-50,,B. Biyombo enters the game for A. Jefferson
3:43.0,,,73-51,1,K. Walker makes free throw 2 of 2
3:31.0,Shooting foul by B. Biyombo (drawn by M. Plumlee),,73-51,,
3:31.0,M. Plumlee misses free throw 1 of 2,,73-51,,
3:31.0,Offensive rebound by Team,,73-51,,
3:31.0,M. Plumlee makes free throw 2 of 2,1,74-51,,
3:23.0,Personal foul by D. Williams (drawn by K. Walker),,74-51,,
3:23.0,,,74-52,1,K. Walker makes free throw 1 of 2
3:23.0,J. Jack enters the game for J. Johnson,,74-52,,
3:23.0,,,74-53,1,K. Walker makes free throw 2 of 2
3:01.0,D. Williams misses 2-pt shot from 7 ft,,74-53,,
3:00.0,,,74-53,,Defensive rebound by Team
2:52.0,Personal foul by C. Jefferson (drawn by M. Williams),,74-53,,
2:52.0,Brooklyn full timeout,,74-53,,
2:52.0,B. Davies enters the game for C. Jefferson,,74-53,,
2:52.0,A. Anderson enters the game for S. Karasev,,74-53,,
2:52.0,,,74-54,1,M. Williams makes free throw 1 of 2
2:52.0,,,74-55,1,M. Williams makes free throw 2 of 2
2:30.0,D. Williams misses 2-pt shot from 4 ft,,74-55,,
2:28.0,Offensive rebound by M. Plumlee,,74-55,,
2:14.0,A. Anderson makes 3-pt shot from 26 ft (assist by D. Williams),3,77-55,,
1:59.0,,,77-58,3,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker)
1:31.0,M. Plumlee misses 2-pt shot from 3 ft (block by B. Biyombo),,77-58,,
1:28.0,,,77-58,,Defensive rebound by M. Kidd-Gilchrist
1:28.0,Shooting block foul by J. Jack (drawn by M. Kidd-Gilchrist),,77-58,,
1:28.0,,,77-59,1,M. Kidd-Gilchrist makes free throw 1 of 2
1:28.0,B. Bogdanovic enters the game for D. Williams,,77-59,,
1:28.0,,,77-59,,M. Kidd-Gilchrist misses free throw 2 of 2
1:24.0,Defensive rebound by B. Davies,,77-59,,
1:06.0,M. Plumlee makes 2-pt shot at rim (assist by J. Jack),2,79-59,,
1:06.0,Shooting foul by G. Neal (drawn by M. Plumlee),,79-59,,
1:06.0,M. Plumlee misses free throw 1 of 1,,79-59,,
1:04.0,,,79-59,,Defensive rebound by M. Kidd-Gilchrist
0:48.0,,,79-59,,G. Neal misses 2-pt shot from 18 ft
0:46.0,Defensive rebound by B. Bogdanovic,,79-59,,
0:33.0,B. Bogdanovic makes 3-pt shot from 24 ft (assist by A. Anderson),3,82-59,,
0:23.0,,,82-59,,K. Walker misses 2-pt shot from 18 ft
0:20.0,,,82-59,,Offensive rebound by B. Biyombo
0:20.0,,,82-59,,Shooting foul by B. Davies (drawn by B. Biyombo)
0:20.0,,,82-59,,B. Biyombo misses free throw 1 of 2
0:20.0,,,82-59,,Offensive rebound by Team
0:20.0,,,82-59,,B. Biyombo misses free throw 2 of 2
0:18.0,Defensive rebound by B. Davies,,82-59,,
0:02.0,A. Anderson makes 3-pt shot from 23 ft (assist by J. Jack),3,85-59,,
0:00.0,,,85-59,,K. Walker misses 3-pt shot from 38 ft
0:00.0,,,85-59,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,85-59,,Personal foul by B. Roberts (drawn by J. Jack)
11:44.0,Turnover by J. Jack (bad pass),,85-59,,
11:30.0,,,85-62,3,G. Neal makes 3-pt shot from 25 ft
11:15.0,B. Bogdanovic misses 2-pt shot from 12 ft,,85-62,,
11:15.0,Offensive rebound by Team,,85-62,,
11:15.0,J. Johnson enters the game for B. Davies,,85-62,,
11:03.0,B. Bogdanovic makes 3-pt shot from 23 ft (assist by J. Johnson),3,88-62,,
10:51.0,,,88-62,,Shooting foul by J. Johnson (drawn by M. Kidd-Gilchrist)
10:51.0,,,88-63,1,M. Kidd-Gilchrist makes free throw 1 of 2
10:51.0,,,88-64,1,M. Kidd-Gilchrist makes free throw 2 of 2
10:37.0,J. Jack misses 2-pt shot from 8 ft,,88-64,,
10:36.0,,,88-64,,Defensive rebound by M. Kidd-Gilchrist
10:27.0,,,88-66,2,M. Kidd-Gilchrist makes 2-pt shot from 3 ft
10:07.0,A. Anderson makes 2-pt shot from 13 ft (assist by M. Plumlee),2,90-66,,
10:07.0,Shooting foul by G. Neal (drawn by A. Anderson),,90-66,,
10:07.0,J. Jordan enters the game for M. Plumlee,,90-66,,
10:07.0,A. Anderson makes free throw 1 of 1,1,91-66,,
9:56.0,,,91-66,,P. Hairston misses 3-pt shot from 26 ft
9:53.0,,,91-66,,Offensive rebound by M. Kidd-Gilchrist
9:47.0,,,91-68,2,M. Kidd-Gilchrist makes 2-pt shot from 17 ft
9:31.0,B. Bogdanovic makes 3-pt shot from 23 ft (assist by J. Jack),3,94-68,,
9:14.0,,,94-68,,B. Roberts misses 3-pt shot from 23 ft
9:13.0,Defensive rebound by J. Jack,,94-68,,
8:59.0,J. Jack makes 2-pt shot from 1 ft,2,96-68,,
8:59.0,,,96-68,,Charlotte full timeout
8:45.0,,,96-68,,G. Neal misses 3-pt shot from 24 ft
8:43.0,Defensive rebound by J. Jack,,96-68,,
8:34.0,Shooting foul by B. Roberts (drawn by J. Jack),,96-68,,
8:34.0,J. Jack makes free throw 1 of 2,1,97-68,,
8:34.0,J. Jack makes free throw 2 of 2,1,98-68,,
8:20.0,,,98-68,,M. Kidd-Gilchrist misses 2-pt shot from 3 ft
8:19.0,Defensive rebound by J. Jordan,,98-68,,
8:07.0,J. Jack makes 2-pt shot from 10 ft,2,100-68,,
7:55.0,,,100-71,3,B. Roberts makes 3-pt shot from 25 ft
7:37.0,J. Jack makes 2-pt shot from 7 ft,2,102-71,,
7:27.0,Personal foul by J. Jack (drawn by B. Roberts),,102-71,,
7:27.0,,,102-71,,J. Pargo enters the game for G. Neal
7:19.0,,,102-73,2,M. Kidd-Gilchrist makes 2-pt shot from 11 ft
7:19.0,Loose ball foul by J. Jordan (drawn by B. Biyombo),,102-73,,
7:19.0,,,102-73,,B. Biyombo misses free throw 1 of 1
7:18.0,Defensive rebound by J. Johnson,,102-73,,
6:56.0,J. Jack misses 2-pt shot from 16 ft,,102-73,,
6:55.0,,,102-73,,Defensive rebound by B. Biyombo
6:48.0,,,102-75,2,B. Biyombo makes 2-pt shot from 1 ft (assist by J. Pargo)
6:48.0,,,102-75,,Shooting foul by J. Johnson (drawn by B. Biyombo)
6:48.0,M. Plumlee enters the game for J. Jordan,,102-75,,
6:48.0,D. Williams enters the game for J. Johnson,,102-75,,
6:48.0,,,102-75,,B. Biyombo misses free throw 1 of 1
6:45.0,Defensive rebound by M. Plumlee,,102-75,,
6:33.0,Shooting foul by J. Pargo (drawn by D. Williams),,102-75,,
6:33.0,D. Williams makes free throw 1 of 3,1,103-75,,
6:33.0,D. Williams makes free throw 2 of 3,1,104-75,,
6:33.0,D. Williams makes free throw 3 of 3,1,105-75,,
6:20.0,,,105-75,,M. Kidd-Gilchrist misses 2-pt shot from 19 ft
6:20.0,,,105-75,,Offensive rebound by Team
6:20.0,Loose ball foul by M. Plumlee (drawn by B. Biyombo),,105-75,,
6:20.0,,,105-76,1,B. Biyombo makes free throw 1 of 2
6:20.0,,,105-76,,B. Biyombo misses free throw 2 of 2
6:18.0,Defensive rebound by M. Plumlee,,105-76,,
6:07.0,J. Jack misses 2-pt shot from 18 ft,,105-76,,
6:05.0,,,105-76,,Defensive rebound by B. Biyombo
5:54.0,,,105-78,2,B. Roberts makes 2-pt shot from 19 ft (assist by M. Kidd-Gilchrist)
5:29.0,D. Williams makes 2-pt shot from 4 ft,2,107-78,,
5:13.0,,,107-78,,B. Biyombo misses 2-pt shot from 8 ft
5:11.0,Defensive rebound by M. Plumlee,,107-78,,
5:05.0,Brooklyn full timeout,,107-78,,
5:05.0,D. Morris enters the game for D. Williams,,107-78,,
5:05.0,M. Brown enters the game for A. Anderson,,107-78,,
5:05.0,S. Karasev enters the game for J. Jack,,107-78,,
4:46.0,D. Morris misses 2-pt shot from 15 ft,,107-78,,
4:45.0,,,107-78,,Defensive rebound by P. Hairston
4:41.0,,,107-78,,P. Hairston misses 2-pt shot from 2 ft
4:38.0,Defensive rebound by B. Bogdanovic,,107-78,,
4:19.0,S. Karasev misses 3-pt shot from 25 ft,,107-78,,
4:18.0,,,107-78,,Defensive rebound by B. Biyombo
4:11.0,,,107-78,,J. Pargo misses 3-pt shot from 26 ft
4:09.0,Defensive rebound by B. Bogdanovic,,107-78,,
3:55.0,M. Plumlee makes 2-pt shot at rim (assist by D. Morris),2,109-78,,
3:37.0,,,109-78,,P. Hairston misses 2-pt shot from 1 ft
3:36.0,Defensive rebound by M. Brown,,109-78,,
3:17.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by M. Brown),3,112-78,,
2:58.0,,,112-78,,P. Hairston misses 3-pt shot from 28 ft
2:57.0,Defensive rebound by B. Bogdanovic,,112-78,,
2:37.0,S. Karasev misses 2-pt shot from 9 ft (block by P. Hairston),,112-78,,
2:35.0,,,112-78,,Defensive rebound by B. Biyombo
2:33.0,Official timeout,,112-78,,
2:33.0,B. Davies enters the game for M. Plumlee,,112-78,,
2:21.0,,,112-78,,M. Kidd-Gilchrist misses 2-pt shot from 19 ft
2:21.0,,,112-78,,Offensive rebound by Team
2:08.0,,,112-81,3,J. Pargo makes 3-pt shot from 23 ft (assist by B. Roberts)
1:56.0,Turnover by M. Brown (traveling),,112-81,,
1:56.0,Violation by Team (delay of game),,112-81,,
1:45.0,,,112-83,2,B. Roberts makes 2-pt shot from 18 ft
1:30.0,Turnover by S. Karasev (lost ball),,112-83,,
1:23.0,,,112-83,,Turnover by B. Roberts (bad pass; steal by S. Karasev)
1:20.0,D. Morris makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,114-83,,
1:20.0,Shooting foul by P. Hairston (drawn by D. Morris),,114-83,,
1:20.0,D. Morris misses free throw 1 of 1,,114-83,,
1:19.0,,,114-83,,Defensive rebound by M. Kidd-Gilchrist
1:15.0,,,114-83,,Shooting foul by B. Bogdanovic (drawn by M. Kidd-Gilchrist)
1:15.0,,,114-84,1,M. Kidd-Gilchrist makes free throw 1 of 2
