time,San Antonio,pts.away,score,pts.home,Chicago
9:11.0,T. Splitter misses 2-pt shot from 3 ft,,24-28,,
9:11.0,Offensive rebound by Team,,24-28,,
9:11.0,Turnover by Team (shot clock),,24-28,,
8:52.0,,,24-30,2,D. Rose makes 2-pt shot from 2 ft
8:51.0,San Antonio full timeout,,24-30,,
8:28.0,K. Leonard makes 2-pt shot from 2 ft (assist by B. Diaw),2,26-30,,
8:09.0,,,26-30,,J. Butler misses 2-pt shot from 12 ft
8:07.0,Defensive rebound by K. Leonard,,26-30,,
8:00.0,Turnover by B. Diaw (lost ball),,26-30,,
8:00.0,T. Duncan enters the game for B. Diaw,,26-30,,
8:00.0,,,26-30,,P. Gasol enters the game for N. Mohammed
7:47.0,,,26-30,,A. Brooks misses 3-pt shot from 25 ft
7:46.0,Defensive rebound by T. Splitter,,26-30,,
7:36.0,T. Parker misses 2-pt shot from 7 ft,,26-30,,
7:34.0,Offensive rebound by T. Duncan,,26-30,,
7:24.0,Turnover by T. Duncan (bad pass; steal by J. Butler),,26-30,,
7:20.0,,,26-32,2,D. Rose makes 2-pt shot from 1 ft (assist by N. Mirotic)
7:18.0,San Antonio full timeout,,26-32,,
7:03.0,K. Leonard misses 2-pt shot from 5 ft,,26-32,,
7:01.0,,,26-32,,Defensive rebound by P. Gasol
6:41.0,,,26-32,,N. Mirotic misses 3-pt shot from 23 ft
6:40.0,Defensive rebound by T. Duncan,,26-32,,
6:31.0,Shooting foul by J. Butler (drawn by K. Leonard),,26-32,,
6:31.0,K. Leonard misses free throw 1 of 2,,26-32,,
6:31.0,Offensive rebound by Team,,26-32,,
6:31.0,,,26-32,,T. Snell enters the game for J. Butler
6:31.0,,,26-32,,T. Gibson enters the game for N. Mirotic
6:31.0,K. Leonard makes free throw 2 of 2,1,27-32,,
6:19.0,,,27-34,2,P. Gasol makes 2-pt shot from 19 ft (assist by D. Rose)
6:01.0,K. Leonard misses 2-pt shot from 8 ft,,27-34,,
6:00.0,,,27-34,,Defensive rebound by D. Rose
5:54.0,,,27-37,3,D. Rose makes 3-pt shot from 25 ft
5:36.0,,,27-37,,Violation by P. Gasol (kicked ball)
5:36.0,San Antonio full timeout,,27-37,,
5:36.0,M. Ginobili enters the game for D. Green,,27-37,,
5:30.0,T. Parker makes 2-pt shot from 20 ft,2,29-37,,
5:14.0,,,29-37,,Turnover by D. Rose (bad pass; steal by M. Ginobili)
5:14.0,,,29-37,,Personal foul by P. Gasol (drawn by M. Ginobili)
5:14.0,P. Mills enters the game for T. Parker,,29-37,,
4:57.0,P. Mills misses 3-pt shot from 22 ft,,29-37,,
4:57.0,,,29-37,,Defensive rebound by Team
4:57.0,,,29-37,,K. Hinrich enters the game for A. Brooks
4:47.0,,,29-37,,D. Rose misses 2-pt shot from 1 ft
4:46.0,Defensive rebound by K. Leonard,,29-37,,
4:40.0,Shooting foul by D. Rose (drawn by K. Leonard),,29-37,,
4:40.0,K. Leonard makes free throw 1 of 2,1,30-37,,
4:40.0,K. Leonard makes free throw 2 of 2,1,31-37,,
4:27.0,,,31-37,,T. Snell misses 2-pt shot from 7 ft
4:26.0,Defensive rebound by T. Duncan,,31-37,,
4:09.0,K. Leonard makes 2-pt shot from 6 ft,2,33-37,,
3:50.0,,,33-39,2,T. Gibson makes 2-pt shot from 12 ft (assist by K. Hinrich)
3:26.0,M. Ginobili misses 3-pt shot from 24 ft,,33-39,,
3:25.0,,,33-39,,Defensive rebound by T. Gibson
3:17.0,,,33-39,,Turnover by T. Snell (lost ball)
2:57.0,K. Leonard misses 2-pt shot from 17 ft,,33-39,,
2:56.0,Offensive rebound by Team,,33-39,,
2:56.0,,,33-39,,Chicago full timeout
2:48.0,K. Leonard makes 3-pt shot from 24 ft (assist by P. Mills),3,36-39,,
2:27.0,,,36-39,,K. Hinrich misses 2-pt shot from 1 ft
2:26.0,Defensive rebound by T. Duncan,,36-39,,
2:13.0,Turnover by T. Splitter (lost ball; steal by K. Hinrich),,36-39,,
2:08.0,,,36-41,2,T. Snell makes 2-pt shot at rim (assist by D. Rose)
1:46.0,M. Ginobili misses 3-pt shot from 24 ft,,36-41,,
1:46.0,Offensive rebound by Team,,36-41,,
1:40.0,,,36-41,,Personal foul by K. Hinrich (drawn by P. Mills)
1:32.0,K. Leonard makes 2-pt shot from 19 ft (assist by P. Mills),2,38-41,,
1:15.0,,,38-43,2,D. Rose makes 2-pt shot from 7 ft
1:01.0,Turnover by T. Duncan (bad pass; steal by T. Gibson),,38-43,,
1:00.0,Personal foul by T. Splitter (drawn by P. Gasol),,38-43,,
0:49.0,,,38-43,,T. Gibson misses 2-pt shot from 2 ft
0:48.0,Defensive rebound by T. Splitter,,38-43,,
0:37.0,K. Leonard makes 2-pt shot at rim (assist by T. Splitter),2,40-43,,
0:21.0,,,40-43,,T. Snell misses 3-pt shot from 25 ft
0:20.0,,,40-43,,Offensive rebound by T. Gibson
0:17.0,,,40-45,2,T. Snell makes 2-pt shot from 1 ft (assist by T. Gibson)
0:17.0,,,40-45,,Shooting foul by T. Duncan (drawn by T. Snell)
0:17.0,M. Bonner enters the game for T. Splitter,,40-45,,
0:17.0,,,40-45,,E. Moore enters the game for K. Hinrich
0:17.0,,,40-46,1,T. Snell makes free throw 1 of 1
0:03.0,P. Mills misses 2-pt shot from 3 ft,,40-46,,
0:01.0,Offensive rebound by T. Duncan,,40-46,,
0:01.0,T. Duncan misses 2-pt shot from 3 ft,,40-46,,
0:00.0,,,40-46,,Defensive rebound by P. Gasol
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,40-49,3,J. Butler makes 3-pt shot from 25 ft (assist by T. Snell)
11:22.0,T. Parker misses 2-pt shot from 11 ft,,40-49,,
11:20.0,,,40-49,,Defensive rebound by P. Gasol
11:13.0,,,40-49,,T. Gibson misses 2-pt shot from 2 ft
11:12.0,Defensive rebound by B. Diaw,,40-49,,
11:01.0,T. Duncan misses 2-pt shot from 2 ft (block by T. Gibson),,40-49,,
10:59.0,,,40-49,,Defensive rebound by P. Gasol
10:50.0,,,40-51,2,P. Gasol makes 2-pt shot from 21 ft (assist by J. Butler)
10:32.0,K. Leonard misses 3-pt shot from 23 ft,,40-51,,
10:32.0,,,40-51,,Defensive rebound by P. Gasol
10:32.0,Personal foul by T. Duncan (drawn by P. Gasol),,40-51,,
10:18.0,,,40-53,2,T. Snell makes 2-pt shot at rim (assist by D. Rose)
10:14.0,San Antonio full timeout,,40-53,,
10:03.0,D. Green misses 3-pt shot from 25 ft,,40-53,,
10:02.0,Offensive rebound by T. Duncan,,40-53,,
9:54.0,T. Duncan misses 2-pt shot from 4 ft,,40-53,,
9:53.0,,,40-53,,Defensive rebound by P. Gasol
9:45.0,,,40-53,,D. Rose misses 3-pt shot from 24 ft
9:45.0,Defensive rebound by Team,,40-53,,
9:30.0,T. Parker makes 2-pt shot from 9 ft,2,42-53,,
9:10.0,,,42-53,,T. Snell misses 3-pt shot from 23 ft
9:09.0,,,42-53,,Offensive rebound by P. Gasol
9:06.0,,,42-53,,Shooting foul by K. Leonard (drawn by J. Butler)
9:06.0,,,42-54,1,J. Butler makes free throw 1 of 2
9:06.0,M. Ginobili enters the game for D. Green,,42-54,,
9:06.0,,,42-55,1,J. Butler makes free throw 2 of 2
8:48.0,K. Leonard misses 2-pt shot from 15 ft,,42-55,,
8:47.0,,,42-55,,Defensive rebound by P. Gasol
8:39.0,Personal foul by B. Diaw (drawn by T. Gibson),,42-55,,
8:31.0,,,42-55,,Shooting foul by B. Diaw (drawn by T. Gibson)
8:31.0,,,42-56,1,T. Gibson makes free throw 1 of 2
8:31.0,,,42-57,1,T. Gibson makes free throw 2 of 2
8:14.0,T. Parker makes 2-pt shot from 22 ft (assist by T. Duncan),2,44-57,,
7:55.0,,,44-59,2,P. Gasol makes 2-pt shot from 4 ft
7:35.0,B. Diaw misses 3-pt shot from 25 ft,,44-59,,
7:34.0,,,44-59,,Defensive rebound by T. Snell
7:26.0,,,44-59,,Turnover by D. Rose (bad pass)
7:17.0,Shooting foul by P. Gasol (drawn by T. Duncan),,44-59,,
7:17.0,T. Duncan makes free throw 1 of 2,1,45-59,,
7:17.0,T. Duncan makes free throw 2 of 2,1,46-59,,
7:06.0,,,46-61,2,D. Rose makes 2-pt shot from 1 ft
6:41.0,T. Duncan misses 2-pt shot from 9 ft (block by P. Gasol),,46-61,,
6:39.0,,,46-61,,Defensive rebound by J. Butler
6:26.0,,,46-61,,D. Rose misses 2-pt shot from 2 ft
6:24.0,,,46-61,,Offensive rebound by T. Gibson
6:24.0,,,46-61,,T. Gibson misses 2-pt shot from 2 ft
6:22.0,,,46-61,,Offensive rebound by T. Gibson
6:22.0,,,46-63,2,T. Gibson makes 2-pt shot from 1 ft
6:04.0,M. Ginobili misses 3-pt shot from 23 ft,,46-63,,
6:03.0,,,46-63,,Defensive rebound by P. Gasol
5:47.0,,,46-65,2,T. Gibson makes 2-pt shot from 8 ft (assist by P. Gasol)
5:33.0,B. Diaw makes 2-pt shot from 1 ft,2,48-65,,
5:14.0,,,48-67,2,T. Snell makes 2-pt shot from 1 ft
4:59.0,Turnover by K. Leonard (bad pass; steal by D. Rose),,48-67,,
4:56.0,,,48-67,,Shooting foul by B. Diaw (drawn by D. Rose)
4:56.0,,,48-68,1,D. Rose makes free throw 1 of 2
4:56.0,T. Splitter enters the game for B. Diaw,,48-68,,
4:56.0,M. Bonner enters the game for T. Duncan,,48-68,,
4:56.0,,,48-69,1,D. Rose makes free throw 2 of 2
4:38.0,T. Parker misses 3-pt shot from 24 ft,,48-69,,
4:37.0,,,48-69,,Defensive rebound by P. Gasol
4:25.0,,,48-72,3,D. Rose makes 3-pt shot from 24 ft (assist by P. Gasol)
4:15.0,T. Parker misses 2-pt shot from 7 ft,,48-72,,
4:14.0,Offensive rebound by T. Splitter,,48-72,,
4:14.0,T. Splitter misses 2-pt shot from 2 ft,,48-72,,
4:13.0,,,48-72,,Defensive rebound by P. Gasol
3:59.0,Personal foul by M. Ginobili (drawn by T. Gibson),,48-72,,
3:59.0,,,48-73,1,T. Gibson makes free throw 1 of 2
3:59.0,,,48-73,,N. Mohammed enters the game for P. Gasol
3:59.0,C. Joseph enters the game for K. Leonard,,48-73,,
3:59.0,P. Mills enters the game for T. Parker,,48-73,,
3:59.0,J. Green enters the game for M. Ginobili,,48-73,,
3:59.0,,,48-73,,T. Gibson misses free throw 2 of 2
3:57.0,Defensive rebound by T. Splitter,,48-73,,
3:48.0,P. Mills makes 3-pt shot from 24 ft,3,51-73,,
3:32.0,,,51-73,,Turnover by T. Snell (bad pass)
3:32.0,,,51-73,,A. Brooks enters the game for D. Rose
3:11.0,P. Mills makes 3-pt shot from 25 ft (assist by C. Joseph),3,54-73,,
2:44.0,,,54-73,,A. Brooks misses 2-pt shot from 2 ft (block by J. Green)
2:43.0,Defensive rebound by C. Joseph,,54-73,,
2:33.0,T. Splitter makes 2-pt shot from 5 ft (assist by P. Mills),2,56-73,,
2:26.0,,,56-73,,Chicago full timeout
2:26.0,,,56-73,,K. Hinrich enters the game for J. Butler
2:06.0,,,56-75,2,A. Brooks makes 2-pt shot from 13 ft
1:52.0,J. Green makes 2-pt shot from 1 ft (assist by M. Bonner),2,58-75,,
1:25.0,,,58-75,,T. Snell misses 3-pt shot from 25 ft (block by J. Green)
1:22.0,Defensive rebound by T. Splitter,,58-75,,
1:16.0,P. Mills misses 3-pt shot from 25 ft,,58-75,,
1:15.0,,,58-75,,Defensive rebound by T. Snell
1:05.0,,,58-75,,T. Gibson misses 2-pt shot from 14 ft
1:03.0,Defensive rebound by P. Mills,,58-75,,
1:00.0,C. Joseph makes 2-pt shot from 2 ft (assist by P. Mills),2,60-75,,
0:39.0,,,60-75,,Shooting foul by J. Green (drawn by A. Brooks)
0:39.0,,,60-76,1,A. Brooks makes free throw 1 of 2
0:39.0,A. Baynes enters the game for T. Splitter,,60-76,,
0:39.0,,,60-76,,N. Mirotic enters the game for N. Mohammed
0:39.0,,,60-77,1,A. Brooks makes free throw 2 of 2
0:34.0,C. Joseph misses 2-pt shot from 2 ft (block by N. Mirotic),,60-77,,
0:32.0,,,60-77,,Defensive rebound by A. Brooks
0:22.0,,,60-77,,T. Gibson misses 2-pt shot from 15 ft
0:19.0,Defensive rebound by P. Mills,,60-77,,
0:04.0,P. Mills misses 3-pt shot from 24 ft,,60-77,,
0:03.0,,,60-77,,Defensive rebound by A. Brooks
0:00.0,,,60-77,,T. Snell misses 3-pt shot from 78 ft
0:00.0,,,60-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,P. Mills misses 2-pt shot from 16 ft,,60-77,,
11:47.0,Offensive rebound by Team,,60-77,,
11:43.0,J. Green misses 2-pt shot from 20 ft,,60-77,,
11:42.0,,,60-77,,Defensive rebound by J. Butler
11:19.0,,,60-77,,A. Brooks misses 2-pt shot from 1 ft
11:19.0,Defensive rebound by Team,,60-77,,
11:19.0,,,60-77,,Loose ball foul by T. Gibson (drawn by A. Baynes)
11:05.0,P. Mills misses 2-pt shot from 17 ft,,60-77,,
11:04.0,,,60-77,,Defensive rebound by A. Brooks
10:49.0,,,60-79,2,T. Gibson makes 2-pt shot at rim (assist by N. Mirotic)
10:33.0,C. Joseph misses 2-pt shot from 6 ft,,60-79,,
10:32.0,Offensive rebound by J. Green,,60-79,,
10:32.0,J. Green makes 2-pt shot from 1 ft,2,62-79,,
10:11.0,,,62-81,2,N. Mirotic makes 2-pt shot from 20 ft (assist by J. Butler)
9:58.0,J. Green misses 3-pt shot from 23 ft,,62-81,,
9:57.0,,,62-81,,Defensive rebound by J. Butler
9:46.0,,,62-81,,Shooting foul by A. Baynes (drawn by A. Brooks)
9:46.0,,,62-82,1,A. Brooks makes free throw 1 of 2
9:46.0,,,62-82,,P. Gasol enters the game for T. Gibson
9:46.0,,,62-83,1,A. Brooks makes free throw 2 of 2
9:37.0,Turnover by P. Mills (bad pass; steal by A. Brooks),,62-83,,
9:22.0,,,62-83,,N. Mirotic misses 3-pt shot from 23 ft
9:21.0,Defensive rebound by A. Baynes,,62-83,,
9:07.0,Shooting foul by N. Mirotic (drawn by C. Joseph),,62-83,,
9:07.0,C. Joseph makes 2-pt shot from 3 ft,2,64-83,,
9:07.0,C. Joseph misses free throw 1 of 1,,64-83,,
9:07.0,,,64-83,,Defensive rebound by P. Gasol
9:07.0,Personal foul by A. Baynes (drawn by P. Gasol),,64-83,,
9:07.0,D. Green enters the game for P. Mills,,64-83,,
9:05.0,,,64-83,,D. Rose enters the game for A. Brooks
8:57.0,Personal foul by A. Baynes (drawn by P. Gasol),,64-83,,
8:57.0,,,64-83,,Chicago full timeout
8:57.0,J. Ayres enters the game for A. Baynes,,64-83,,
8:41.0,,,64-83,,D. Rose misses 2-pt shot from 22 ft
8:40.0,Defensive rebound by J. Ayres,,64-83,,
8:34.0,D. Green misses 2-pt shot from 2 ft (block by J. Butler),,64-83,,
8:33.0,,,64-83,,Defensive rebound by K. Hinrich
8:20.0,,,64-85,2,J. Butler makes 2-pt shot from 3 ft
8:20.0,,,64-85,,Shooting foul by C. Joseph (drawn by J. Butler)
8:20.0,,,64-85,,A. Brooks enters the game for D. Rose
8:20.0,,,64-86,1,J. Butler makes free throw 1 of 1
8:10.0,C. Joseph makes 2-pt shot from 1 ft,2,66-86,,
7:43.0,,,66-88,2,J. Butler makes 2-pt shot from 14 ft
7:29.0,,,66-88,,Personal foul by J. Butler (drawn by D. Green)
7:16.0,C. Joseph misses 2-pt shot from 21 ft,,66-88,,
7:16.0,Offensive rebound by J. Green,,66-88,,
7:16.0,San Antonio full timeout,,66-88,,
7:08.0,M. Bonner makes 2-pt shot from 13 ft (assist by D. Green),2,68-88,,
7:08.0,Shooting foul by K. Hinrich (drawn by M. Bonner),,68-88,,
7:08.0,M. Bonner makes free throw 1 of 1,1,69-88,,
6:43.0,,,69-90,2,K. Hinrich makes 2-pt shot from 6 ft (assist by A. Brooks)
6:30.0,C. Joseph makes 2-pt shot from 5 ft,2,71-90,,
6:15.0,,,71-90,,Shooting foul by J. Green (drawn by J. Butler)
6:15.0,,,71-91,1,J. Butler makes free throw 1 of 2
6:15.0,P. Mills enters the game for C. Joseph,,71-91,,
6:15.0,B. Diaw enters the game for M. Bonner,,71-91,,
6:15.0,,,71-92,1,J. Butler makes free throw 2 of 2
6:01.0,Turnover by P. Mills (lost ball),,71-92,,
6:01.0,,,71-92,,T. Gibson enters the game for N. Mirotic
5:36.0,,,71-92,,J. Butler misses 2-pt shot from 18 ft
5:34.0,Defensive rebound by B. Diaw,,71-92,,
5:28.0,D. Green misses 2-pt shot from 10 ft,,71-92,,
5:26.0,,,71-92,,Defensive rebound by K. Hinrich
5:16.0,,,71-92,,Turnover by T. Gibson (3 sec)
5:02.0,D. Green makes 3-pt shot from 23 ft (assist by B. Diaw),3,74-92,,
4:45.0,,,74-92,,Turnover by J. Butler (bad pass)
4:27.0,J. Green misses 3-pt shot from 25 ft,,74-92,,
4:26.0,Offensive rebound by B. Diaw,,74-92,,
4:26.0,B. Diaw misses 2-pt shot from 1 ft,,74-92,,
4:25.0,,,74-92,,Defensive rebound by A. Brooks
4:11.0,Personal foul by J. Green (drawn by J. Butler),,74-92,,
4:11.0,,,74-93,1,J. Butler makes free throw 1 of 2
4:11.0,C. Joseph enters the game for J. Green,,74-93,,
4:11.0,,,74-94,1,J. Butler makes free throw 2 of 2
3:57.0,Turnover by D. Green (bad pass),,74-94,,
3:57.0,,,74-94,,T. Snell enters the game for P. Gasol
3:44.0,,,74-96,2,A. Brooks makes 2-pt shot from 1 ft
3:32.0,B. Diaw misses 2-pt shot from 1 ft,,74-96,,
3:31.0,,,74-96,,Defensive rebound by J. Butler
3:19.0,,,74-96,,J. Butler misses 2-pt shot from 7 ft
3:19.0,,,74-96,,Offensive rebound by T. Gibson
3:19.0,,,74-96,,Shooting foul by J. Ayres (drawn by T. Gibson)
3:19.0,,,74-96,,T. Gibson misses free throw 1 of 2
3:19.0,,,74-96,,Offensive rebound by Team
3:19.0,,,74-96,,N. Mirotic enters the game for J. Butler
3:19.0,,,74-96,,T. Gibson misses free throw 2 of 2
3:17.0,Defensive rebound by C. Joseph,,74-96,,
3:13.0,Shooting foul by K. Hinrich (drawn by C. Joseph),,74-96,,
3:13.0,C. Joseph makes free throw 1 of 2,1,75-96,,
3:13.0,J. Green enters the game for D. Green,,75-96,,
3:13.0,C. Joseph makes free throw 2 of 2,1,76-96,,
2:57.0,,,76-98,2,N. Mirotic makes 2-pt shot from 1 ft (assist by A. Brooks)
2:46.0,Turnover by B. Diaw (bad pass; steal by N. Mirotic),,76-98,,
2:37.0,,,76-98,,T. Gibson misses 2-pt shot from 9 ft
2:36.0,Defensive rebound by B. Diaw,,76-98,,
2:29.0,P. Mills misses 3-pt shot from 24 ft,,76-98,,
2:28.0,,,76-98,,Defensive rebound by T. Gibson
2:13.0,,,76-98,,Shooting foul by J. Ayres (drawn by T. Snell)
2:13.0,,,76-98,,Chicago full timeout
2:13.0,,,76-98,,C. Bairstow enters the game for T. Gibson
2:13.0,M. Bonner enters the game for P. Mills,,76-98,,
2:13.0,,,76-98,,D. McDermott enters the game for K. Hinrich
2:13.0,,,76-98,,E. Moore enters the game for A. Brooks
