time,Denver,pts.away,score,pts.home,Sacramento
6:56.0,,,84-114,,Offensive rebound by Team
6:56.0,,,84-114,,C. Landry enters the game for R. Evans
6:51.0,,,84-114,,C. Landry misses 2-pt shot from 19 ft
6:50.0,Defensive rebound by J. Nurkic,,84-114,,
6:40.0,J. Nurkic makes 2-pt shot at rim (assist by R. Foye),2,86-114,,
6:40.0,,,86-114,,Sacramento full timeout
6:40.0,D. Gallinari enters the game for K. Faried,,86-114,,
6:26.0,,,86-114,,Turnover by R. Sessions (lost ball)
6:18.0,Shooting foul by O. Casspi (drawn by T. Lawson),,86-114,,
6:18.0,T. Lawson makes free throw 1 of 2,1,87-114,,
6:18.0,T. Lawson makes free throw 2 of 2,1,88-114,,
5:58.0,,,88-116,2,C. Landry makes 2-pt shot from 8 ft (assist by O. Casspi)
5:48.0,,,88-116,,Personal foul by R. Sessions (drawn by T. Lawson)
5:48.0,,,88-116,,D. Williams enters the game for J. Thompson
5:36.0,R. Foye makes 3-pt shot from 25 ft (assist by T. Lawson),3,91-116,,
5:16.0,,,91-116,,Shooting foul by J. Nurkic (drawn by R. Sessions)
5:16.0,,,91-117,1,R. Sessions makes free throw 1 of 2
5:16.0,,,91-118,1,R. Sessions makes free throw 2 of 2
5:02.0,D. Gallinari misses 3-pt shot from 25 ft,,91-118,,
5:02.0,Offensive rebound by Team,,91-118,,
5:02.0,,,91-118,,Loose ball foul by C. Landry (drawn by J. Nurkic)
5:02.0,J. Nurkic misses free throw 1 of 2,,91-118,,
5:02.0,Offensive rebound by Team,,91-118,,
5:02.0,,,91-118,,R. McCallum enters the game for R. Sessions
5:02.0,J. Nurkic makes free throw 2 of 2,1,92-118,,
4:46.0,,,92-118,,O. Casspi misses 2-pt shot from 8 ft (block by J. Nurkic)
4:45.0,Defensive rebound by T. Lawson,,92-118,,
4:36.0,T. Lawson makes 2-pt shot from 1 ft,2,94-118,,
4:24.0,,,94-118,,N. Stauskas misses 3-pt shot from 24 ft
4:23.0,Defensive rebound by J. Nurkic,,94-118,,
4:12.0,Shooting foul by N. Stauskas (drawn by T. Lawson),,94-118,,
4:12.0,T. Lawson misses free throw 1 of 2,,94-118,,
4:12.0,Offensive rebound by Team,,94-118,,
4:12.0,,,94-118,,B. McLemore enters the game for O. Casspi
4:12.0,Turnover by J. Nurkic (lane violation.),,94-118,,
3:55.0,,,94-120,2,R. McCallum makes 2-pt shot from 13 ft (assist by N. Stauskas)
3:40.0,R. Foye makes 3-pt shot from 24 ft (assist by T. Lawson),3,97-120,,
3:22.0,,,97-120,,Turnover by B. McLemore (bad pass)
3:14.0,D. Gallinari makes 3-pt shot from 22 ft (assist by T. Lawson),3,100-120,,
3:00.0,,,100-120,,Offensive charge foul by D. Williams
3:00.0,,,100-120,,Turnover by D. Williams (offensive foul)
2:50.0,R. Foye misses 3-pt shot from 24 ft,,100-120,,
2:49.0,,,100-120,,Defensive rebound by C. Landry
2:27.0,Official timeout,,100-120,,
2:24.0,,,100-123,3,R. McCallum makes 3-pt shot from 29 ft (assist by D. Williams)
2:07.0,D. Gallinari misses 3-pt shot from 25 ft,,100-123,,
2:06.0,,,100-123,,Defensive rebound by Team
1:55.0,,,100-125,2,C. Landry makes 2-pt shot from 2 ft (assist by N. Stauskas)
1:42.0,J. Nurkic makes 2-pt shot from 15 ft,2,102-125,,
1:42.0,Shooting foul by C. Landry (drawn by J. Nurkic),,102-125,,
1:42.0,,,102-125,,R. Hollins enters the game for C. Landry
1:42.0,J. Nurkic makes free throw 1 of 1,1,103-125,,
1:26.0,,,103-127,2,R. McCallum makes 2-pt shot from 14 ft
1:07.0,,,103-127,,Personal foul by D. Williams (drawn by D. Gallinari)
1:07.0,D. Gallinari makes free throw 1 of 2,1,104-127,,
1:07.0,D. Gallinari makes free throw 2 of 2,1,105-127,,
1:02.0,,,105-127,,Personal foul by R. Hollins (drawn by J. Nurkic)
1:02.0,Personal foul by J. Nurkic,,105-127,,
1:02.0,,,105-127,,Offensive foul by R. Hollins (drawn by J. Nurkic)
1:02.0,,,105-127,,Turnover by R. Hollins (offensive foul)
0:53.0,Turnover by J. Nurkic (offensive foul),,105-127,,
0:53.0,Offensive foul by J. Nurkic,,105-127,,
0:53.0,K. Faried enters the game for J. Nurkic,,105-127,,
0:43.0,,,105-127,,R. McCallum misses 3-pt shot from 25 ft
0:43.0,,,105-127,,Offensive rebound by R. Hollins
0:43.0,,,105-129,2,R. Hollins makes 2-pt shot at rim
0:34.0,K. Faried makes 2-pt shot at rim (assist by T. Lawson),2,107-129,,
0:22.0,,,107-131,2,N. Stauskas makes 2-pt shot from 1 ft
0:13.0,D. Gallinari misses 3-pt shot from 26 ft,,107-131,,
0:12.0,Offensive rebound by A. Gee,,107-131,,
0:12.0,A. Gee makes 2-pt shot at rim,2,109-131,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
