time,Houston,pts.away,score,pts.home,Golden State
8:05.0,,,72-85,2,H. Barnes makes 2-pt shot from 6 ft (assist by F. Ezeli)
8:04.0,Houston full timeout,,72-85,,
8:04.0,J. Terry enters the game for T. Jones,,72-85,,
7:52.0,J. Harden misses 3-pt shot from 26 ft,,72-85,,
7:51.0,,,72-85,,Defensive rebound by H. Barnes
7:37.0,Personal foul by J. Harden (drawn by A. Iguodala),,72-85,,
7:23.0,,,72-85,,H. Barnes misses 2-pt shot from 8 ft
7:21.0,Defensive rebound by D. Howard,,72-85,,
7:18.0,Turnover by J. Harden (lost ball; steal by S. Curry),,72-85,,
7:10.0,,,72-87,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
6:56.0,C. Brewer misses 2-pt shot from 2 ft,,72-87,,
6:54.0,Offensive rebound by C. Brewer,,72-87,,
6:54.0,C. Brewer makes 2-pt shot from 2 ft,2,74-87,,
6:43.0,,,74-89,2,F. Ezeli makes 2-pt shot at rim
6:27.0,J. Harden misses 2-pt shot from 1 ft,,74-89,,
6:26.0,,,74-89,,Defensive rebound by A. Iguodala
6:07.0,,,74-89,,H. Barnes misses 2-pt shot from 17 ft
6:06.0,Defensive rebound by J. Terry,,74-89,,
5:59.0,Shooting foul by S. Curry (drawn by C. Brewer),,74-89,,
5:59.0,Official timeout,,74-89,,
5:59.0,C. Brewer makes free throw 1 of 2,1,75-89,,
5:59.0,C. Brewer makes free throw 2 of 2,1,76-89,,
5:51.0,,,76-89,,Turnover by A. Iguodala (bad pass; steal by C. Brewer)
5:45.0,C. Brewer makes 2-pt shot at rim,2,78-89,,
5:32.0,,,78-89,,Turnover by S. Curry (bad pass; steal by D. Howard)
5:27.0,J. Terry misses 3-pt shot from 27 ft,,78-89,,
5:26.0,,,78-89,,Defensive rebound by F. Ezeli
5:05.0,,,78-89,,A. Iguodala misses 2-pt shot from 14 ft
5:04.0,Defensive rebound by T. Ariza,,78-89,,
4:49.0,D. Howard makes 2-pt shot at rim (assist by C. Brewer),2,80-89,,
4:49.0,,,80-89,,Golden State full timeout
4:49.0,,,80-89,,D. Green enters the game for S. Livingston
4:28.0,,,80-89,,D. Green misses 3-pt shot from 25 ft
4:27.0,,,80-89,,Offensive rebound by F. Ezeli
4:27.0,,,80-91,2,F. Ezeli makes 2-pt shot at rim
4:19.0,Shooting foul by D. Green (drawn by T. Ariza),,80-91,,
4:19.0,T. Ariza makes free throw 1 of 3,1,81-91,,
4:19.0,T. Ariza makes free throw 2 of 3,1,82-91,,
4:19.0,T. Ariza makes free throw 3 of 3,1,83-91,,
4:00.0,,,83-91,,Shooting foul by D. Howard (drawn by H. Barnes)
4:00.0,,,83-92,1,H. Barnes makes free throw 1 of 2
4:00.0,,,83-93,1,H. Barnes makes free throw 2 of 2
3:53.0,T. Ariza misses 3-pt shot from 26 ft,,83-93,,
3:52.0,,,83-93,,Defensive rebound by S. Curry
3:49.0,,,83-95,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
3:35.0,Offensive foul by D. Howard,,83-95,,
3:35.0,Turnover by D. Howard (offensive foul),,83-95,,
3:24.0,,,83-97,2,S. Curry makes 2-pt shot from 10 ft
3:15.0,Shooting foul by F. Ezeli (drawn by J. Harden),,83-97,,
3:15.0,J. Harden makes free throw 1 of 2,1,84-97,,
3:15.0,J. Harden misses free throw 2 of 2,,84-97,,
3:13.0,,,84-97,,Defensive rebound by D. Green
2:59.0,,,84-97,,S. Curry misses 3-pt shot from 27 ft
2:59.0,Defensive rebound by Team,,84-97,,
2:47.0,C. Brewer misses 2-pt shot from 19 ft,,84-97,,
2:46.0,,,84-97,,Defensive rebound by D. Green
2:31.0,,,84-97,,Turnover by D. Green (bad pass)
2:19.0,T. Ariza makes 2-pt shot from 1 ft (assist by J. Harden),2,86-97,,
2:00.0,,,86-97,,H. Barnes misses 2-pt shot from 18 ft
1:59.0,Defensive rebound by D. Howard,,86-97,,
1:49.0,J. Terry misses 2-pt shot from 12 ft,,86-97,,
1:48.0,,,86-97,,Defensive rebound by D. Green
1:38.0,Personal foul by J. Terry (drawn by A. Iguodala),,86-97,,
1:38.0,,,86-97,,A. Iguodala misses free throw 1 of 2
1:38.0,,,86-97,,Offensive rebound by Team
1:38.0,,,86-97,,A. Iguodala misses free throw 2 of 2
1:37.0,Defensive rebound by T. Ariza,,86-97,,
1:37.0,Houston full timeout,,86-97,,
1:35.0,J. Terry makes 2-pt shot from 13 ft (assist by T. Ariza),2,88-97,,
1:34.0,Personal take foul by J. Harden (drawn by A. Iguodala),,88-97,,
1:34.0,,,88-97,,A. Iguodala misses free throw 1 of 2
1:34.0,,,88-97,,Offensive rebound by Team
1:34.0,,,88-97,,A. Iguodala misses free throw 2 of 2
1:33.0,,,88-97,,Offensive rebound by D. Green
1:33.0,,,88-97,,D. Green misses 2-pt shot from 2 ft
1:32.0,Defensive rebound by T. Ariza,,88-97,,
1:32.0,Houston full timeout,,88-97,,
1:29.0,J. Terry misses 3-pt shot from 24 ft,,88-97,,
1:28.0,Offensive rebound by T. Ariza,,88-97,,
1:26.0,J. Terry misses 3-pt shot from 26 ft,,88-97,,
1:25.0,,,88-97,,Defensive rebound by Team
1:25.0,,,88-97,,S. Livingston enters the game for A. Iguodala
1:16.0,,,88-97,,S. Curry misses 2-pt shot from 6 ft
1:16.0,,,88-97,,Offensive rebound by D. Green
1:16.0,,,88-99,2,D. Green makes 2-pt shot from 2 ft
1:09.0,J. Harden misses 3-pt shot from 29 ft,,88-99,,
1:07.0,,,88-99,,Defensive rebound by S. Curry
1:04.0,Personal take foul by J. Harden (drawn by S. Curry),,88-99,,
1:04.0,,,88-100,1,S. Curry makes free throw 1 of 2
1:04.0,,,88-101,1,S. Curry makes free throw 2 of 2
0:53.0,J. Terry makes 2-pt shot from 16 ft,2,90-101,,
0:45.0,Personal take foul by C. Brewer (drawn by S. Curry),,90-101,,
0:45.0,,,90-101,,S. Curry misses free throw 1 of 2
0:45.0,,,90-101,,Offensive rebound by Team
0:45.0,,,90-101,,S. Curry misses free throw 2 of 2
0:44.0,Defensive rebound by J. Harden,,90-101,,
0:39.0,Turnover by J. Harden (lost ball),,90-101,,
0:18.0,,,90-101,,Shooting foul by J. Harden (drawn by S. Curry)
0:18.0,,,90-102,1,S. Curry makes free throw 1 of 3
0:18.0,,,90-103,1,S. Curry makes free throw 2 of 3
0:18.0,,,90-104,1,S. Curry makes free throw 3 of 3
0:00.0,End of 4th quarter,,,,End of 4th quarter
