time,LA Clippers,pts.away,score,pts.home,Phoenix
5:31.0,,,10-10,,M. Morris misses 2-pt shot at rim
5:30.0,Defensive rebound by M. Barnes,,10-10,,
5:23.0,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin),3,13-10,,
5:16.0,,,13-10,,Phoenix full timeout
5:12.0,,,13-10,,G. Dragic misses 2-pt shot from 4 ft
5:10.0,Defensive rebound by B. Griffin,,13-10,,
5:01.0,C. Paul misses 2-pt shot from 15 ft,,13-10,,
4:59.0,,,13-10,,Defensive rebound by M. Morris
4:40.0,,,13-10,,P. Tucker misses 3-pt shot from 23 ft
4:39.0,Defensive rebound by C. Paul,,13-10,,
4:27.0,B. Griffin makes 2-pt shot from 18 ft (assist by C. Paul),2,15-10,,
4:03.0,,,15-10,,M. Morris misses 2-pt shot from 14 ft
4:03.0,,,15-10,,Offensive rebound by P. Tucker
3:55.0,,,15-10,,E. Bledsoe misses 3-pt shot from 25 ft
3:54.0,Defensive rebound by M. Barnes,,15-10,,
3:47.0,B. Griffin misses 2-pt shot from 20 ft,,15-10,,
3:46.0,,,15-10,,Defensive rebound by Team
3:28.0,,,15-12,2,M. Morris makes 2-pt shot from 20 ft (assist by P. Tucker)
3:22.0,Turnover by B. Griffin (bad pass),,15-12,,
3:22.0,,,15-12,,I. Thomas enters the game for G. Dragic
3:22.0,,,15-12,,M. Plumlee enters the game for A. Len
3:22.0,J. Crawford enters the game for M. Barnes,,15-12,,
3:01.0,,,15-12,,P. Tucker misses 2-pt shot from 1 ft
3:00.0,Defensive rebound by C. Paul,,15-12,,
2:47.0,B. Griffin misses 2-pt shot from 14 ft,,15-12,,
2:46.0,Offensive rebound by D. Jordan,,15-12,,
2:44.0,B. Griffin makes 2-pt shot at rim (assist by D. Jordan),2,17-12,,
2:31.0,,,17-14,2,M. Plumlee makes 2-pt shot from 5 ft (assist by E. Bledsoe)
2:13.0,C. Paul makes 2-pt shot from 6 ft,2,19-14,,
1:52.0,,,19-14,,E. Bledsoe misses 3-pt shot from 24 ft
1:51.0,Defensive rebound by C. Paul,,19-14,,
1:41.0,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul),2,21-14,,
1:27.0,,,21-14,,Turnover by M. Morris (lost ball; steal by J. Redick)
1:22.0,J. Redick misses 2-pt shot from 1 ft (block by E. Bledsoe),,21-14,,
1:21.0,Offensive rebound by J. Crawford,,21-14,,
1:21.0,J. Crawford misses 2-pt shot from 2 ft,,21-14,,
1:19.0,,,21-14,,Defensive rebound by M. Plumlee
1:15.0,Violation by D. Jordan (def goaltending),,21-14,,
1:15.0,,,21-16,2,E. Bledsoe makes 2-pt shot from 3 ft
1:15.0,LA Clippers full timeout,,21-16,,
1:15.0,S. Hawes enters the game for J. Redick,,21-16,,
1:15.0,A. Rivers enters the game for D. Jordan,,21-16,,
1:15.0,,,21-16,,M. Morris enters the game for P. Tucker
1:15.0,,,21-16,,G. Green enters the game for E. Bledsoe
0:53.0,C. Paul misses 3-pt shot from 25 ft,,21-16,,
0:51.0,,,21-16,,Defensive rebound by M. Plumlee
0:30.0,,,21-16,,M. Plumlee misses 2-pt shot from 2 ft
0:29.0,Defensive rebound by B. Griffin,,21-16,,
0:21.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,23-16,,
0:05.0,Personal take foul by A. Rivers (drawn by I. Thomas),,23-16,,
0:05.0,H. Turkoglu enters the game for C. Paul,,23-16,,
0:00.0,,,23-16,,G. Green misses 3-pt shot from 24 ft
0:00.0,,,23-16,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,J. Crawford misses 3-pt shot from 25 ft,,23-16,,
11:44.0,,,23-16,,Defensive rebound by M. Plumlee
11:21.0,,,23-16,,Shooting foul by G. Davis (drawn by M. Morris)
11:21.0,,,23-16,,M. Morris misses free throw 1 of 2
11:21.0,,,23-16,,Offensive rebound by Team
11:21.0,,,23-17,1,M. Morris makes free throw 2 of 2
11:06.0,G. Davis makes 2-pt shot from 1 ft (assist by J. Crawford),2,25-17,,
10:54.0,Personal block foul by G. Davis (drawn by M. Morris),,25-17,,
10:47.0,,,25-20,3,M. Morris makes 3-pt shot from 25 ft (assist by I. Thomas)
10:28.0,A. Rivers misses 2-pt shot from 10 ft,,25-20,,
10:26.0,Offensive rebound by G. Davis,,25-20,,
10:26.0,G. Davis misses 2-pt shot from 1 ft,,25-20,,
10:26.0,Offensive rebound by G. Davis,,25-20,,
10:21.0,G. Davis misses 2-pt shot from 5 ft,,25-20,,
10:20.0,,,25-20,,Defensive rebound by M. Plumlee
10:15.0,,,25-20,,I. Thomas misses 3-pt shot from 24 ft
10:15.0,Defensive rebound by Team,,25-20,,
10:01.0,J. Crawford makes 2-pt shot from 19 ft,2,27-20,,
9:42.0,,,27-22,2,M. Morris makes 2-pt shot from 11 ft
9:29.0,A. Rivers makes 2-pt shot from 16 ft,2,29-22,,
9:17.0,,,29-24,2,M. Morris makes 2-pt shot from 1 ft (assist by G. Dragic)
8:59.0,S. Hawes makes 2-pt shot at rim,2,31-24,,
8:59.0,Shooting foul by M. Morris (drawn by S. Hawes),,31-24,,
8:59.0,Official timeout,,31-24,,
8:59.0,S. Hawes makes free throw 1 of 1,1,32-24,,
8:43.0,,,32-24,,G. Green misses 2-pt shot from 16 ft
8:43.0,Defensive rebound by S. Hawes,,32-24,,
8:28.0,J. Crawford makes 2-pt shot from 2 ft,2,34-24,,
8:13.0,,,34-27,3,M. Morris makes 3-pt shot from 24 ft (assist by G. Dragic)
7:47.0,H. Turkoglu makes 2-pt shot from 20 ft (assist by A. Rivers),2,36-27,,
7:36.0,,,36-29,2,G. Dragic makes 2-pt shot from 18 ft
7:12.0,J. Crawford makes 3-pt shot from 25 ft (assist by H. Turkoglu),3,39-29,,
7:06.0,,,39-29,,Shooting foul by J. Crawford (drawn by G. Dragic)
7:06.0,,,39-30,1,G. Dragic makes free throw 1 of 2
7:06.0,,,39-30,,A. Len enters the game for M. Plumlee
7:06.0,D. Jordan enters the game for G. Davis,,39-30,,
7:06.0,,,39-31,1,G. Dragic makes free throw 2 of 2
6:44.0,S. Hawes misses 2-pt shot from 3 ft (block by M. Morris),,39-31,,
6:43.0,,,39-31,,Defensive rebound by M. Morris
6:38.0,,,39-33,2,G. Dragic makes 2-pt shot from 1 ft
6:24.0,J. Crawford misses 2-pt shot from 4 ft,,39-33,,
6:23.0,,,39-33,,Defensive rebound by M. Morris
6:19.0,,,39-33,,G. Green misses 2-pt shot from 16 ft
6:16.0,Defensive rebound by A. Rivers,,39-33,,
6:11.0,D. Jordan makes 2-pt shot at rim (assist by J. Crawford),2,41-33,,
6:03.0,,,41-36,3,I. Thomas makes 3-pt shot from 24 ft (assist by M. Morris)
5:59.0,LA Clippers full timeout,,41-36,,
5:59.0,M. Barnes enters the game for S. Hawes,,41-36,,
5:59.0,C. Paul enters the game for A. Rivers,,41-36,,
5:59.0,B. Griffin enters the game for H. Turkoglu,,41-36,,
5:59.0,,,41-36,,M. Morris enters the game for I. Thomas
5:59.0,,,41-36,,E. Bledsoe enters the game for M. Morris
5:48.0,,,41-36,,Def 3 sec tech foul by A. Len
5:48.0,C. Paul misses technical free throw,,41-36,,
5:48.0,Offensive rebound by Team,,41-36,,
5:48.0,J. Redick enters the game for J. Crawford,,41-36,,
5:41.0,B. Griffin makes 2-pt shot at rim,2,43-36,,
5:23.0,,,43-38,2,M. Morris makes 2-pt shot from 1 ft (assist by G. Dragic)
4:58.0,M. Barnes misses 3-pt shot from 23 ft,,43-38,,
4:57.0,,,43-38,,Defensive rebound by A. Len
4:46.0,,,43-40,2,A. Len makes 2-pt shot from 15 ft (assist by E. Bledsoe)
4:31.0,Offensive foul by M. Barnes,,43-40,,
4:31.0,Turnover by M. Barnes (offensive foul),,43-40,,
4:28.0,Technical foul by M. Barnes,,43-40,,
4:28.0,,,43-41,1,E. Bledsoe makes technical free throw
4:15.0,,,43-43,2,A. Len makes 2-pt shot from 1 ft (assist by G. Dragic)
4:13.0,Turnover by D. Jordan (bad pass),,43-43,,
4:12.0,,,43-43,,Turnover by E. Bledsoe (bad pass; steal by M. Barnes)
4:08.0,Shooting foul by M. Morris (drawn by M. Barnes),,43-43,,
4:08.0,M. Barnes makes free throw 1 of 2,1,44-43,,
4:08.0,M. Barnes makes free throw 2 of 2,1,45-43,,
3:53.0,,,45-43,,Turnover by E. Bledsoe (bad pass; steal by M. Barnes)
3:53.0,Turnover by C. Paul (bad pass; steal by G. Dragic),,45-43,,
3:48.0,,,45-43,,G. Dragic misses 2-pt shot from 2 ft
3:46.0,Defensive rebound by C. Paul,,45-43,,
3:41.0,C. Paul makes 3-pt shot from 24 ft (assist by B. Griffin),3,48-43,,
3:29.0,,,48-45,2,E. Bledsoe makes 2-pt shot from 1 ft
3:29.0,,,48-45,,Shooting foul by D. Jordan (drawn by E. Bledsoe)
3:29.0,,,48-46,1,E. Bledsoe makes free throw 1 of 1
3:16.0,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul),2,50-46,,
2:55.0,,,50-46,,G. Green misses 2-pt shot from 1 ft
2:54.0,Defensive rebound by D. Jordan,,50-46,,
2:39.0,B. Griffin misses 2-pt shot from 19 ft,,50-46,,
2:38.0,,,50-46,,Defensive rebound by E. Bledsoe
2:32.0,,,50-48,2,G. Dragic makes 2-pt shot from 1 ft (assist by E. Bledsoe)
2:26.0,Turnover by C. Paul (bad pass; steal by E. Bledsoe),,50-48,,
2:17.0,,,50-51,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by G. Dragic)
2:00.0,J. Redick makes 2-pt shot from 18 ft (assist by B. Griffin),2,52-51,,
1:55.0,,,52-51,,Phoenix full timeout
1:55.0,J. Crawford enters the game for M. Barnes,,52-51,,
1:55.0,,,52-51,,I. Thomas enters the game for G. Green
1:42.0,,,52-53,2,A. Len makes 2-pt shot at rim (assist by M. Morris)
1:27.0,Turnover by C. Paul (bad pass; steal by G. Dragic),,52-53,,
1:26.0,Personal block foul by C. Paul (drawn by G. Dragic),,52-53,,
1:26.0,,,52-54,1,G. Dragic makes free throw 1 of 2
1:26.0,,,52-55,1,G. Dragic makes free throw 2 of 2
1:22.0,Shooting foul by A. Len (drawn by B. Griffin),,52-55,,
1:22.0,B. Griffin misses free throw 1 of 2,,52-55,,
1:22.0,Offensive rebound by Team,,52-55,,
1:22.0,B. Griffin misses free throw 2 of 2,,52-55,,
1:22.0,,,52-55,,Defensive rebound by Team
1:22.0,Loose ball foul by D. Jordan (drawn by A. Len),,52-55,,
1:22.0,,,52-56,1,A. Len makes free throw 1 of 2
1:22.0,S. Hawes enters the game for D. Jordan,,52-56,,
1:22.0,,,52-57,1,A. Len makes free throw 2 of 2
1:04.0,B. Griffin misses 2-pt shot from 3 ft,,52-57,,
1:03.0,,,52-57,,Defensive rebound by M. Morris
0:58.0,,,52-57,,G. Dragic misses 2-pt shot from 21 ft
0:57.0,Defensive rebound by C. Paul,,52-57,,
0:51.0,J. Crawford misses 3-pt shot from 24 ft,,52-57,,
0:50.0,,,52-57,,Defensive rebound by M. Morris
0:28.0,,,52-57,,E. Bledsoe misses 2-pt shot from 18 ft
0:27.0,Defensive rebound by Team,,52-57,,
0:26.0,LA Clippers full timeout,,52-57,,
0:26.0,,,52-57,,P. Tucker enters the game for A. Len
0:05.0,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul),3,55-57,,
0:00.0,,,55-57,,I. Thomas misses 2-pt shot from 3 ft
0:00.0,,,55-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,J. Redick misses 2-pt shot from 14 ft,,55-57,,
11:45.0,Offensive rebound by Team,,55-57,,
11:45.0,,,55-57,,Loose ball foul by P. Tucker (drawn by D. Jordan)
11:36.0,M. Barnes misses 3-pt shot from 24 ft,,55-57,,
11:35.0,,,55-57,,Defensive rebound by G. Dragic
11:11.0,,,55-57,,M. Morris misses 2-pt shot from 11 ft
11:10.0,Defensive rebound by M. Barnes,,55-57,,
10:57.0,B. Griffin makes 2-pt shot from 18 ft (assist by M. Barnes),2,57-57,,
10:32.0,,,57-57,,M. Morris misses 2-pt shot from 7 ft
10:31.0,,,57-57,,Offensive rebound by P. Tucker
10:23.0,,,57-57,,Shooting foul by M. Barnes (drawn by M. Morris)
10:23.0,,,57-57,,Technical foul by M. Morris
10:23.0,J. Redick makes technical free throw,1,58-57,,
10:23.0,,,58-57,,M. Morris misses free throw 1 of 2
10:23.0,,,58-57,,Offensive rebound by Team
10:23.0,,,58-58,1,M. Morris makes free throw 2 of 2
10:15.0,Turnover by J. Redick (bad pass; steal by E. Bledsoe),,58-58,,
10:05.0,,,58-60,2,A. Len makes 2-pt shot at rim (assist by M. Morris)
9:50.0,,,58-60,,Personal foul by P. Tucker (drawn by M. Barnes)
9:50.0,,,58-60,,M. Morris enters the game for M. Morris
9:41.0,M. Barnes misses 2-pt shot from 1 ft,,58-60,,
9:40.0,Offensive rebound by D. Jordan,,58-60,,
9:25.0,Shooting foul by M. Morris (drawn by D. Jordan),,58-60,,
9:25.0,D. Jordan makes 2-pt shot from 1 ft (assist by B. Griffin),2,60-60,,
9:25.0,D. Jordan makes free throw 1 of 1,1,61-60,,
9:09.0,,,61-62,2,E. Bledsoe makes 2-pt shot at rim (assist by G. Dragic)
8:50.0,B. Griffin misses 2-pt shot from 15 ft,,61-62,,
8:49.0,Offensive rebound by D. Jordan,,61-62,,
8:38.0,M. Barnes misses 3-pt shot from 22 ft,,61-62,,
8:37.0,,,61-62,,Defensive rebound by A. Len
8:23.0,Personal foul by J. Redick (drawn by E. Bledsoe),,61-62,,
8:15.0,,,61-62,,P. Tucker misses 3-pt shot from 23 ft
8:14.0,,,61-62,,Offensive rebound by G. Dragic
8:10.0,,,61-62,,G. Dragic misses 2-pt shot from 1 ft
8:09.0,Defensive rebound by C. Paul,,61-62,,
8:09.0,,,61-62,,Personal foul by E. Bledsoe (drawn by C. Paul)
8:00.0,B. Griffin makes 2-pt shot from 19 ft (assist by M. Barnes),2,63-62,,
7:52.0,Personal foul by B. Griffin (drawn by E. Bledsoe),,63-62,,
7:47.0,,,63-64,2,M. Morris makes 2-pt shot from 2 ft (assist by G. Dragic)
7:27.0,J. Redick makes 2-pt shot from 20 ft (assist by D. Jordan),2,65-64,,
7:12.0,,,65-64,,M. Morris misses 2-pt shot from 16 ft
7:11.0,Defensive rebound by M. Barnes,,65-64,,
6:47.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,67-64,,
6:25.0,,,67-64,,G. Dragic misses 3-pt shot from 25 ft
6:24.0,Defensive rebound by C. Paul,,67-64,,
6:14.0,C. Paul makes 3-pt shot from 25 ft,3,70-64,,
6:14.0,,,70-64,,Phoenix full timeout
6:00.0,,,70-64,,Shooting foul by B. Griffin (drawn by A. Len)
6:00.0,,,70-64,,A. Len misses free throw 1 of 2
6:00.0,,,70-64,,Offensive rebound by Team
6:00.0,,,70-65,1,A. Len makes free throw 2 of 2
5:40.0,M. Barnes makes 2-pt shot from 1 ft (assist by B. Griffin),2,72-65,,
5:25.0,,,72-65,,M. Morris misses 3-pt shot from 23 ft
5:24.0,,,72-65,,Offensive rebound by G. Dragic
5:20.0,,,72-65,,G. Dragic misses 2-pt shot from 5 ft
5:19.0,Defensive rebound by D. Jordan,,72-65,,
5:08.0,C. Paul makes 2-pt shot from 9 ft,2,74-65,,
4:52.0,,,74-65,,Shooting foul by D. Jordan (drawn by E. Bledsoe)
4:52.0,,,74-66,1,E. Bledsoe makes free throw 1 of 2
4:52.0,,,74-66,,I. Thomas enters the game for G. Dragic
4:52.0,,,74-67,1,E. Bledsoe makes free throw 2 of 2
4:44.0,Offensive foul by C. Paul,,74-67,,
4:44.0,Turnover by C. Paul (offensive foul),,74-67,,
4:33.0,,,74-67,,A. Len misses 2-pt shot from 15 ft
4:32.0,Defensive rebound by D. Jordan,,74-67,,
4:23.0,,,74-67,,Personal foul by I. Thomas (drawn by C. Paul)
4:23.0,C. Paul makes free throw 1 of 2,1,75-67,,
4:23.0,C. Paul makes free throw 2 of 2,1,76-67,,
4:14.0,,,76-70,3,I. Thomas makes 3-pt shot from 25 ft (assist by E. Bledsoe)
3:50.0,,,76-70,,Personal foul by M. Morris (drawn by B. Griffin)
3:50.0,B. Griffin misses free throw 1 of 2,,76-70,,
3:50.0,Offensive rebound by Team,,76-70,,
3:50.0,J. Crawford enters the game for M. Barnes,,76-70,,
3:50.0,B. Griffin makes free throw 2 of 2,1,77-70,,
3:44.0,,,77-70,,Offensive foul by A. Len
3:44.0,,,77-70,,Turnover by A. Len (offensive foul)
3:34.0,,,77-70,,Personal foul by I. Thomas (drawn by C. Paul)
3:34.0,C. Paul makes free throw 1 of 2,1,78-70,,
3:34.0,S. Hawes enters the game for D. Jordan,,78-70,,
3:34.0,,,78-70,,M. Plumlee enters the game for A. Len
3:34.0,C. Paul makes free throw 2 of 2,1,79-70,,
3:20.0,,,79-72,2,E. Bledsoe makes 2-pt shot from 1 ft
2:56.0,B. Griffin misses 2-pt shot at rim (block by M. Plumlee),,79-72,,
2:53.0,Offensive rebound by B. Griffin,,79-72,,
2:50.0,B. Griffin misses 2-pt shot from 18 ft,,79-72,,
2:50.0,,,79-72,,Defensive rebound by M. Plumlee
2:43.0,,,79-72,,Turnover by E. Bledsoe (bad pass; steal by C. Paul)
2:27.0,S. Hawes makes 3-pt shot from 24 ft (assist by C. Paul),3,82-72,,
2:05.0,,,82-72,,E. Bledsoe misses 3-pt shot from 25 ft
2:04.0,Defensive rebound by B. Griffin,,82-72,,
1:52.0,S. Hawes makes 3-pt shot from 25 ft (assist by C. Paul),3,85-72,,
1:50.0,,,85-72,,Phoenix full timeout
1:50.0,LA Clippers full timeout,,85-72,,
1:50.0,,,85-72,,G. Green enters the game for M. Morris
1:50.0,A. Rivers enters the game for J. Redick,,85-72,,
1:31.0,,,85-72,,I. Thomas misses 3-pt shot from 24 ft
1:30.0,Defensive rebound by A. Rivers,,85-72,,
1:07.0,C. Paul misses 3-pt shot from 24 ft,,85-72,,
1:06.0,,,85-72,,Defensive rebound by Team
0:56.0,,,85-75,3,G. Green makes 3-pt shot from 25 ft
0:36.0,S. Hawes makes 2-pt shot from 2 ft,2,87-75,,
0:21.0,,,87-75,,Shooting foul by S. Hawes (drawn by I. Thomas)
0:21.0,,,87-76,1,I. Thomas makes free throw 1 of 2
0:21.0,J. Redick enters the game for B. Griffin,,87-76,,
0:21.0,,,87-76,,G. Dragic enters the game for M. Plumlee
0:21.0,,,87-77,1,I. Thomas makes free throw 2 of 2
0:00.0,J. Redick makes 2-pt shot from 20 ft (assist by C. Paul),2,89-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,89-77,,G. Green misses 3-pt shot from 24 ft
11:41.0,Defensive rebound by A. Rivers,,89-77,,
11:27.0,J. Crawford misses 2-pt shot from 4 ft,,89-77,,
11:26.0,,,89-77,,Defensive rebound by G. Dragic
11:19.0,,,89-77,,Turnover by G. Dragic (bad pass)
11:19.0,Technical foul by J. Crawford,,89-77,,
11:19.0,,,89-78,1,I. Thomas makes technical free throw
11:07.0,J. Crawford misses 2-pt shot from 19 ft,,89-78,,
11:06.0,,,89-78,,Defensive rebound by Team
10:47.0,,,89-78,,G. Green misses 3-pt shot from 23 ft
10:46.0,Defensive rebound by J. Crawford,,89-78,,
10:36.0,S. Hawes misses 3-pt shot from 27 ft,,89-78,,
10:35.0,,,89-78,,Defensive rebound by G. Green
10:29.0,,,89-81,3,P. Tucker makes 3-pt shot from 23 ft (assist by G. Green)
10:28.0,LA Clippers full timeout,,89-81,,
10:17.0,J. Crawford misses 2-pt shot from 17 ft,,89-81,,
10:16.0,Offensive rebound by G. Davis,,89-81,,
10:14.0,G. Davis misses 2-pt shot from 2 ft (block by G. Green),,89-81,,
10:13.0,,,89-81,,Defensive rebound by M. Plumlee
10:03.0,,,89-81,,Shooting foul by A. Rivers (drawn by I. Thomas)
10:03.0,,,89-82,1,I. Thomas makes free throw 1 of 2
10:03.0,,,89-82,,M. Morris enters the game for P. Tucker
10:03.0,,,89-83,1,I. Thomas makes free throw 2 of 2
9:51.0,H. Turkoglu makes 3-pt shot from 25 ft (assist by A. Rivers),3,92-83,,
9:35.0,,,92-85,2,I. Thomas makes 2-pt shot from 3 ft
9:21.0,A. Rivers misses 2-pt shot from 3 ft (block by M. Plumlee),,92-85,,
9:21.0,Offensive rebound by Team,,92-85,,
9:07.0,H. Turkoglu misses 2-pt shot from 19 ft,,92-85,,
9:07.0,Offensive rebound by Team,,92-85,,
9:07.0,Turnover by Team (shot clock),,92-85,,
9:07.0,D. Jordan enters the game for G. Davis,,92-85,,
8:53.0,,,92-88,3,I. Thomas makes 3-pt shot from 24 ft (assist by G. Dragic)
8:29.0,Shooting foul by G. Green (drawn by J. Crawford),,92-88,,
8:29.0,J. Crawford makes free throw 1 of 2,1,93-88,,
8:29.0,C. Paul enters the game for S. Hawes,,93-88,,
8:29.0,B. Griffin enters the game for A. Rivers,,93-88,,
8:29.0,J. Crawford misses free throw 2 of 2,,93-88,,
8:29.0,Offensive rebound by J. Crawford,,93-88,,
8:19.0,C. Paul makes 3-pt shot from 24 ft,3,96-88,,
7:58.0,,,96-91,3,I. Thomas makes 3-pt shot from 25 ft (assist by G. Green)
7:39.0,J. Crawford misses 3-pt shot from 24 ft,,96-91,,
7:38.0,,,96-91,,Defensive rebound by M. Morris
7:30.0,,,96-94,3,G. Green makes 3-pt shot from 25 ft
7:30.0,LA Clippers full timeout,,96-94,,
7:30.0,M. Barnes enters the game for H. Turkoglu,,96-94,,
7:30.0,,,96-94,,P. Tucker enters the game for M. Morris
7:12.0,Shooting foul by P. Tucker (drawn by J. Crawford),,96-94,,
7:12.0,J. Crawford makes free throw 1 of 2,1,97-94,,
7:12.0,J. Crawford makes free throw 2 of 2,1,98-94,,
6:58.0,,,98-94,,Turnover by M. Plumlee (traveling)
6:46.0,Turnover by M. Barnes (bad pass; steal by M. Plumlee),,98-94,,
6:42.0,,,98-94,,Turnover by G. Green (bad pass)
6:20.0,J. Crawford misses 3-pt shot from 25 ft,,98-94,,
6:19.0,Offensive rebound by B. Griffin,,98-94,,
6:08.0,,,98-94,,Personal foul by G. Dragic (drawn by B. Griffin)
6:08.0,,,98-94,,E. Bledsoe enters the game for I. Thomas
6:08.0,J. Redick enters the game for J. Crawford,,98-94,,
6:00.0,C. Paul misses 2-pt shot from 15 ft,,98-94,,
6:00.0,Offensive rebound by Team,,98-94,,
6:00.0,,,98-94,,Personal foul by P. Tucker (drawn by D. Jordan)
6:00.0,,,98-94,,A. Len enters the game for M. Plumlee
5:53.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin),3,101-94,,
5:38.0,,,101-94,,G. Dragic misses 2-pt shot from 1 ft (block by D. Jordan)
5:37.0,Defensive rebound by B. Griffin,,101-94,,
5:34.0,Shooting foul by G. Dragic (drawn by C. Paul),,101-94,,
5:34.0,C. Paul makes free throw 1 of 2,1,102-94,,
5:34.0,C. Paul makes free throw 2 of 2,1,103-94,,
5:16.0,,,103-94,,G. Green misses 3-pt shot from 22 ft
5:15.0,,,103-94,,Offensive rebound by A. Len
5:10.0,,,103-94,,P. Tucker misses 2-pt shot from 22 ft
5:09.0,Defensive rebound by J. Redick,,103-94,,
5:00.0,C. Paul makes 2-pt shot from 10 ft,2,105-94,,
5:00.0,,,105-94,,Phoenix full timeout
5:00.0,,,105-94,,I. Thomas enters the game for G. Green
4:50.0,,,105-94,,Shooting foul by M. Barnes (drawn by E. Bledsoe)
4:50.0,,,105-94,,E. Bledsoe misses free throw 1 of 2
4:50.0,,,105-94,,Offensive rebound by Team
4:50.0,,,105-94,,M. Morris enters the game for A. Len
4:50.0,,,105-94,,E. Bledsoe misses free throw 2 of 2
4:49.0,Defensive rebound by D. Jordan,,105-94,,
4:48.0,,,105-94,,Personal take foul by M. Morris (drawn by D. Jordan)
