time,Indiana,pts.away,score,pts.home,Chicago
1:34.0,,,20-18,2,T. Gibson makes 2-pt shot from 7 ft
1:20.0,S. Hill makes 2-pt shot from 9 ft,2,22-18,,
1:07.0,,,22-18,,M. Dunleavy misses 2-pt shot from 18 ft
1:06.0,,,22-18,,Offensive rebound by T. Gibson
0:56.0,,,22-18,,Turnover by A. Brooks (lost ball; steal by A. Price)
0:38.0,Shooting foul by A. Brooks (drawn by A. Price),,22-18,,
0:38.0,A. Price makes free throw 1 of 2,1,23-18,,
0:38.0,A. Price misses free throw 2 of 2,,23-18,,
0:37.0,,,23-18,,Defensive rebound by M. Dunleavy
0:26.0,,,23-20,2,A. Brooks makes 2-pt shot from 20 ft
0:01.0,S. Hill misses 2-pt shot from 17 ft,,23-20,,
0:00.0,,,23-20,,Defensive rebound by A. Brooks
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,23-20,,Turnover by D. McDermott (traveling)
11:31.0,C. Copeland misses 2-pt shot from 2 ft,,23-20,,
11:30.0,Offensive rebound by I. Mahinmi,,23-20,,
11:23.0,L. Allen misses 2-pt shot from 11 ft (block by N. Mirotic),,23-20,,
11:21.0,,,23-20,,Defensive rebound by A. Brooks
11:09.0,,,23-22,2,N. Mirotic makes 2-pt shot from 2 ft
11:09.0,,,23-22,,Shooting foul by I. Mahinmi (drawn by N. Mirotic)
11:09.0,,,23-22,,N. Mirotic misses free throw 1 of 1
11:08.0,Defensive rebound by A. Price,,23-22,,
10:54.0,L. Allen makes 2-pt shot from 21 ft (assist by A. Price),2,25-22,,
10:34.0,,,25-24,2,J. Butler makes 2-pt shot from 1 ft
10:20.0,Shooting foul by A. Brooks (drawn by A. Price),,25-24,,
10:20.0,A. Price makes free throw 1 of 2,1,26-24,,
10:20.0,A. Price makes free throw 2 of 2,1,27-24,,
9:59.0,,,27-24,,T. Snell enters the game for J. Butler
9:55.0,,,27-24,,T. Gibson misses 2-pt shot from 20 ft
9:54.0,,,27-24,,Offensive rebound by T. Snell
9:52.0,,,27-24,,N. Mirotic misses 3-pt shot from 24 ft
9:51.0,Defensive rebound by Team,,27-24,,
9:51.0,,,27-24,,Loose ball foul by T. Gibson
9:36.0,A. Price makes 2-pt shot from 2 ft,2,29-24,,
9:29.0,Personal foul by I. Mahinmi,,29-24,,
9:29.0,R. Hibbert enters the game for I. Mahinmi,,29-24,,
9:19.0,,,29-24,,T. Gibson misses 2-pt shot from 14 ft
9:17.0,Defensive rebound by A. Price,,29-24,,
9:10.0,A. Price makes 2-pt shot from 14 ft,2,31-24,,
9:04.0,,,31-24,,Chicago full timeout
8:53.0,,,31-24,,N. Mirotic misses 3-pt shot from 25 ft
8:52.0,Defensive rebound by R. Hibbert,,31-24,,
8:36.0,L. Allen misses 2-pt shot from 20 ft,,31-24,,
8:35.0,,,31-24,,Defensive rebound by T. Gibson
8:21.0,,,31-24,,Turnover by T. Gibson (lost ball; steal by R. Hibbert)
8:18.0,,,31-24,,Personal foul by N. Mirotic
8:09.0,,,31-24,,Def 3 sec tech foul by N. Mirotic
8:09.0,D. Rudez makes technical free throw,1,32-24,,
8:05.0,Turnover by C. Copeland (lost ball; steal by T. Gibson),,32-24,,
7:50.0,,,32-24,,Turnover by A. Brooks (traveling)
7:42.0,Turnover by D. Rudez (lost ball; steal by T. Gibson),,32-24,,
7:34.0,,,32-27,3,D. McDermott makes 3-pt shot from 27 ft (assist by A. Brooks)
7:17.0,Turnover by C. Copeland (traveling),,32-27,,
7:05.0,Personal foul by C. Copeland,,32-27,,
7:02.0,Personal foul by D. Rudez,,32-27,,
6:58.0,,,32-27,,Turnover by D. McDermott (traveling)
6:38.0,A. Price makes 2-pt shot from 15 ft,2,34-27,,
6:37.0,,,34-27,,Chicago full timeout
6:37.0,,,34-27,,Technical foul by A. Brooks
6:37.0,,,34-27,,J. Noah enters the game for A. Brooks
6:37.0,,,34-27,,K. Hinrich enters the game for N. Mirotic
6:37.0,D. Rudez misses technical free throw,,34-27,,
6:37.0,,,34-27,,Offensive rebound by Team
6:27.0,,,34-27,,Turnover by D. McDermott (bad pass)
6:11.0,C. Copeland makes 3-pt shot from 22 ft (assist by L. Allen),3,37-27,,
5:53.0,,,37-27,,T. Snell misses 2-pt shot from 21 ft
5:52.0,Defensive rebound by R. Hibbert,,37-27,,
5:39.0,Turnover by C. Copeland (lost ball; steal by D. McDermott),,37-27,,
5:23.0,,,37-29,2,D. McDermott makes 2-pt shot from 2 ft (assist by J. Noah)
5:00.0,L. Allen misses 2-pt shot from 6 ft,,37-29,,
5:00.0,,,37-29,,Defensive rebound by Team
5:00.0,Loose ball foul by R. Hibbert,,37-29,,
5:00.0,,,37-30,1,J. Noah makes free throw 1 of 2
5:00.0,,,37-30,,J. Butler enters the game for D. McDermott
5:00.0,,,37-30,,M. Dunleavy enters the game for T. Snell
5:00.0,,,37-30,,J. Noah misses free throw 2 of 2
4:59.0,,,37-30,,Offensive rebound by Team
4:47.0,,,37-30,,J. Butler misses 2-pt shot from 15 ft
4:46.0,Defensive rebound by D. Rudez,,37-30,,
4:30.0,C. Copeland misses 2-pt shot from 2 ft (block by J. Noah),,37-30,,
4:29.0,,,37-30,,Defensive rebound by Team
4:17.0,,,37-32,2,K. Hinrich makes 2-pt shot from 13 ft
3:57.0,L. Allen misses 2-pt shot from 9 ft,,37-32,,
3:55.0,,,37-32,,Defensive rebound by J. Butler
3:50.0,,,37-32,,K. Hinrich misses 3-pt shot from 25 ft
3:48.0,Defensive rebound by R. Hibbert,,37-32,,
3:43.0,A. Price misses 2-pt shot from 20 ft,,37-32,,
3:41.0,Offensive rebound by D. Rudez,,37-32,,
3:37.0,D. Rudez misses 3-pt shot from 25 ft,,37-32,,
3:36.0,,,37-32,,Defensive rebound by J. Butler
3:28.0,,,37-34,2,J. Noah makes 2-pt shot from 19 ft (assist by K. Hinrich)
3:27.0,Indiana full timeout,,37-34,,
3:27.0,,,37-34,,P. Gasol enters the game for T. Gibson
3:27.0,L. Scola enters the game for C. Copeland,,37-34,,
3:27.0,D. Sloan enters the game for A. Price,,37-34,,
3:27.0,S. Hill enters the game for L. Allen,,37-34,,
3:09.0,L. Scola makes 2-pt shot from 18 ft (assist by D. Sloan),2,39-34,,
2:45.0,,,39-36,2,K. Hinrich makes 2-pt shot from 22 ft (assist by J. Noah)
2:20.0,D. Rudez misses 3-pt shot from 29 ft,,39-36,,
2:20.0,Offensive rebound by S. Hill,,39-36,,
2:20.0,Turnover by Team (shot clock),,39-36,,
2:20.0,,,39-36,,Chicago full timeout
2:20.0,C. Copeland enters the game for D. Rudez,,39-36,,
2:11.0,,,39-38,2,J. Butler makes 2-pt shot from 19 ft (assist by K. Hinrich)
1:53.0,L. Scola makes 2-pt shot from 19 ft (assist by D. Sloan),2,41-38,,
1:35.0,,,41-38,,Shooting foul by S. Hill (drawn by J. Butler)
1:35.0,,,41-39,1,J. Butler makes free throw 1 of 2
1:35.0,,,41-40,1,J. Butler makes free throw 2 of 2
1:16.0,R. Hibbert makes 2-pt shot from 12 ft,2,43-40,,
0:59.0,,,43-42,2,K. Hinrich makes 2-pt shot from 18 ft
0:43.0,C. Copeland makes 3-pt shot from 23 ft (assist by R. Hibbert),3,46-42,,
0:29.0,,,46-42,,K. Hinrich misses 2-pt shot from 14 ft
0:27.0,,,46-42,,Offensive rebound by Team
0:07.0,,,46-42,,K. Hinrich misses 2-pt shot from 1 ft
0:05.0,,,46-42,,Offensive rebound by Team
0:00.0,,,46-42,,Turnover by M. Dunleavy (lost ball; steal by S. Hill)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,46-42,,Chicago full timeout
11:35.0,,,46-42,,Turnover by K. Hinrich (lost ball; steal by C. Copeland)
11:21.0,R. Hibbert makes 2-pt shot from 4 ft,2,48-42,,
11:04.0,,,48-42,,P. Gasol misses 2-pt shot from 8 ft
11:03.0,Defensive rebound by L. Scola,,48-42,,
10:53.0,D. Sloan misses 2-pt shot from 2 ft (block by P. Gasol),,48-42,,
10:52.0,,,48-42,,Defensive rebound by Team
10:52.0,Violation by L. Scola (kicked ball),,48-42,,
10:36.0,,,48-44,2,M. Dunleavy makes 2-pt shot from 23 ft (assist by J. Noah)
10:21.0,L. Scola makes 2-pt shot from 23 ft (assist by D. Sloan),2,50-44,,
10:02.0,,,50-44,,P. Gasol misses 2-pt shot from 3 ft
10:01.0,Defensive rebound by R. Hibbert,,50-44,,
9:40.0,D. Sloan misses 2-pt shot from 12 ft,,50-44,,
9:39.0,Offensive rebound by Team,,50-44,,
9:22.0,L. Scola misses 2-pt shot from 18 ft,,50-44,,
9:21.0,Offensive rebound by S. Hill,,50-44,,
9:19.0,Shooting foul by M. Dunleavy (drawn by S. Hill),,50-44,,
9:19.0,S. Hill makes 2-pt shot from 10 ft,2,52-44,,
9:19.0,S. Hill makes free throw 1 of 1,1,53-44,,
9:08.0,,,53-44,,M. Dunleavy misses 3-pt shot from 24 ft
9:07.0,,,53-44,,Offensive rebound by J. Butler
9:00.0,,,53-44,,J. Butler misses 3-pt shot from 25 ft
8:59.0,Defensive rebound by L. Scola,,53-44,,
8:40.0,Turnover by C. Copeland (bad pass),,53-44,,
8:31.0,,,53-44,,Shooting foul by C. Copeland (drawn by P. Gasol)
8:31.0,,,53-45,1,P. Gasol makes free throw 1 of 2
8:31.0,,,53-46,1,P. Gasol makes free throw 2 of 2
8:20.0,L. Scola makes 2-pt shot from 2 ft (assist by R. Hibbert),2,55-46,,
8:04.0,,,55-48,2,K. Hinrich makes 2-pt shot from 15 ft
7:49.0,R. Hibbert misses 2-pt shot from 8 ft,,55-48,,
7:48.0,,,55-48,,Defensive rebound by M. Dunleavy
7:36.0,,,55-50,2,J. Noah makes 2-pt shot from 2 ft (assist by K. Hinrich)
7:19.0,Shooting foul by J. Noah (drawn by L. Scola),,55-50,,
7:19.0,L. Scola misses free throw 1 of 2,,55-50,,
7:19.0,Offensive rebound by Team,,55-50,,
7:19.0,L. Scola misses free throw 2 of 2,,55-50,,
7:17.0,,,55-50,,Defensive rebound by J. Noah
7:04.0,,,55-50,,K. Hinrich misses 2-pt shot from 21 ft
7:03.0,Defensive rebound by S. Hill,,55-50,,
6:57.0,Shooting foul by P. Gasol (drawn by S. Hill),,55-50,,
6:57.0,S. Hill makes free throw 1 of 2,1,56-50,,
6:57.0,S. Hill makes free throw 2 of 2,1,57-50,,
6:42.0,,,57-50,,J. Butler misses 2-pt shot from 3 ft (block by R. Hibbert)
6:42.0,Defensive rebound by Team,,57-50,,
6:27.0,S. Hill misses 3-pt shot from 24 ft,,57-50,,
6:26.0,,,57-50,,Defensive rebound by P. Gasol
6:20.0,,,57-52,2,P. Gasol makes 2-pt shot at rim (assist by M. Dunleavy)
6:03.0,Turnover by R. Hibbert (lost ball; steal by K. Hinrich),,57-52,,
5:59.0,,,57-54,2,J. Butler makes 2-pt shot from 2 ft (assist by K. Hinrich)
5:52.0,Indiana full timeout,,57-54,,
5:37.0,Turnover by L. Scola (lost ball),,57-54,,
5:21.0,,,57-56,2,J. Butler makes 2-pt shot from 1 ft (assist by J. Noah)
5:04.0,S. Hill misses 2-pt shot from 5 ft,,57-56,,
5:04.0,,,57-56,,Defensive rebound by Team
5:04.0,Loose ball foul by L. Scola,,57-56,,
5:04.0,D. Rudez enters the game for C. Copeland,,57-56,,
4:56.0,,,57-56,,Shooting foul by D. Rudez (drawn by J. Butler)
4:56.0,,,57-57,1,J. Butler makes free throw 1 of 2
4:56.0,,,57-57,,J. Butler misses free throw 2 of 2
4:55.0,Defensive rebound by L. Scola,,57-57,,
4:40.0,Turnover by S. Hill (bad pass),,57-57,,
4:26.0,,,57-57,,P. Gasol misses 2-pt shot from 5 ft
4:25.0,Defensive rebound by D. Rudez,,57-57,,
4:15.0,D. Sloan makes 2-pt shot from 2 ft,2,59-57,,
3:58.0,,,59-57,,M. Dunleavy misses 3-pt shot from 26 ft
3:57.0,Defensive rebound by L. Scola,,59-57,,
3:47.0,L. Scola makes 2-pt shot from 16 ft (assist by R. Hibbert),2,61-57,,
3:37.0,,,61-57,,Chicago full timeout
3:37.0,,,61-57,,T. Gibson enters the game for J. Noah
3:37.0,,,61-57,,A. Brooks enters the game for K. Hinrich
3:25.0,,,61-57,,M. Dunleavy misses 2-pt shot from 6 ft
3:24.0,Defensive rebound by S. Hill,,61-57,,
3:14.0,Offensive foul by R. Hibbert,,61-57,,
3:14.0,Turnover by R. Hibbert (offensive foul),,61-57,,
3:01.0,,,61-59,2,J. Butler makes 2-pt shot from 1 ft
2:38.0,R. Hibbert makes 2-pt shot from 18 ft (assist by S. Hill),2,63-59,,
2:19.0,,,63-59,,A. Brooks misses 3-pt shot from 26 ft
2:18.0,Defensive rebound by R. Hibbert,,63-59,,
2:08.0,L. Scola makes 2-pt shot from 1 ft (assist by D. Sloan),2,65-59,,
1:50.0,,,65-61,2,A. Brooks makes 2-pt shot from 3 ft
1:37.0,D. Sloan misses 2-pt shot from 15 ft,,65-61,,
1:37.0,,,65-61,,Defensive rebound by Team
1:37.0,,,65-61,,D. McDermott enters the game for M. Dunleavy
1:37.0,A. Price enters the game for D. Sloan,,65-61,,
1:37.0,I. Mahinmi enters the game for R. Hibbert,,65-61,,
1:20.0,,,65-61,,P. Gasol misses 2-pt shot from 3 ft
1:19.0,Defensive rebound by L. Scola,,65-61,,
1:06.0,Turnover by L. Scola (lost ball; steal by J. Butler),,65-61,,
1:04.0,,,65-63,2,J. Butler makes 2-pt shot at rim
0:46.0,A. Price makes 2-pt shot from 17 ft,2,67-63,,
0:37.0,,,67-63,,Shooting foul by L. Scola (drawn by P. Gasol)
0:37.0,,,67-64,1,P. Gasol makes free throw 1 of 2
0:37.0,,,67-65,1,P. Gasol makes free throw 2 of 2
0:29.0,S. Hill makes 2-pt shot from 2 ft,2,69-65,,
0:13.0,,,69-65,,Shooting foul by A. Price (drawn by A. Brooks)
0:13.0,,,69-65,,A. Brooks misses free throw 1 of 2
0:13.0,,,69-65,,Offensive rebound by Team
0:13.0,,,69-65,,T. Snell enters the game for D. McDermott
0:13.0,C. Copeland enters the game for I. Mahinmi,,69-65,,
0:13.0,,,69-65,,J. Noah enters the game for P. Gasol
0:13.0,,,69-65,,A. Brooks misses free throw 2 of 2
0:11.0,Defensive rebound by A. Price,,69-65,,
0:01.0,Turnover by A. Price (lost ball; steal by J. Butler),,69-65,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,C. Copeland makes 3-pt shot from 25 ft (assist by L. Allen),3,72-65,,
11:36.0,,,72-65,,Offensive foul by T. Gibson
11:36.0,,,72-65,,Turnover by T. Gibson (offensive foul)
11:20.0,I. Mahinmi misses 2-pt shot from 13 ft,,72-65,,
11:18.0,,,72-65,,Defensive rebound by D. McDermott
11:08.0,,,72-65,,T. Gibson misses 2-pt shot from 2 ft (block by L. Allen)
11:06.0,Defensive rebound by I. Mahinmi,,72-65,,
10:58.0,A. Price makes 2-pt shot from 4 ft,2,74-65,,
10:58.0,Shooting foul by T. Gibson (drawn by A. Price),,74-65,,
10:58.0,A. Price makes free throw 1 of 1,1,75-65,,
10:47.0,,,75-65,,A. Brooks misses 3-pt shot from 24 ft
10:46.0,Defensive rebound by L. Allen,,75-65,,
10:26.0,C. Copeland misses 2-pt shot from 2 ft,,75-65,,
10:25.0,,,75-65,,Defensive rebound by J. Noah
10:20.0,,,75-67,2,D. McDermott makes 2-pt shot from 2 ft (assist by J. Noah)
10:02.0,D. Rudez makes 2-pt shot from 21 ft (assist by A. Price),2,77-67,,
9:50.0,,,77-69,2,A. Brooks makes 2-pt shot from 5 ft
9:34.0,D. Rudez misses 3-pt shot from 24 ft,,77-69,,
9:33.0,,,77-69,,Defensive rebound by T. Gibson
9:25.0,,,77-69,,Shooting foul by C. Copeland (drawn by J. Butler)
9:25.0,,,77-70,1,J. Butler makes free throw 1 of 2
9:25.0,,,77-71,1,J. Butler makes free throw 2 of 2
9:09.0,A. Price makes 3-pt shot from 24 ft,3,80-71,,
8:57.0,,,80-71,,D. McDermott misses 2-pt shot from 2 ft
8:56.0,,,80-71,,Offensive rebound by T. Gibson
8:56.0,,,80-71,,T. Gibson misses 2-pt shot at rim
8:55.0,Defensive rebound by L. Allen,,80-71,,
8:44.0,A. Price misses 3-pt shot from 25 ft,,80-71,,
8:43.0,Offensive rebound by I. Mahinmi,,80-71,,
8:41.0,D. Rudez misses 3-pt shot from 24 ft,,80-71,,
8:40.0,,,80-71,,Defensive rebound by J. Butler
8:36.0,,,80-71,,Turnover by J. Butler (bad pass)
8:36.0,Indiana full timeout,,80-71,,
8:36.0,,,80-71,,K. Hinrich enters the game for J. Butler
8:18.0,C. Copeland misses 2-pt shot from 6 ft,,80-71,,
8:18.0,,,80-71,,Defensive rebound by T. Gibson
8:18.0,Personal foul by I. Mahinmi,,80-71,,
7:59.0,,,80-71,,T. Gibson misses 2-pt shot from 8 ft
7:58.0,Defensive rebound by I. Mahinmi,,80-71,,
7:44.0,C. Copeland makes 2-pt shot from 14 ft,2,82-71,,
7:25.0,,,82-71,,Turnover by A. Brooks (bad pass)
7:06.0,Shooting foul by A. Brooks (drawn by A. Price),,82-71,,
7:06.0,A. Price makes free throw 1 of 2,1,83-71,,
7:06.0,,,83-71,,T. Snell enters the game for A. Brooks
7:06.0,A. Price misses free throw 2 of 2,,83-71,,
7:04.0,Offensive rebound by L. Allen,,83-71,,
7:04.0,Shooting foul by D. McDermott (drawn by L. Allen),,83-71,,
7:04.0,L. Allen makes free throw 1 of 2,1,84-71,,
7:04.0,L. Allen makes free throw 2 of 2,1,85-71,,
6:54.0,,,85-71,,K. Hinrich misses 2-pt shot from 21 ft
6:53.0,Defensive rebound by I. Mahinmi,,85-71,,
6:42.0,A. Price makes 3-pt shot from 25 ft,3,88-71,,
6:34.0,,,88-71,,Chicago full timeout
6:34.0,,,88-71,,P. Gasol enters the game for J. Noah
6:34.0,,,88-71,,J. Butler enters the game for D. McDermott
6:22.0,,,88-71,,T. Snell misses 3-pt shot from 25 ft
6:21.0,Defensive rebound by L. Allen,,88-71,,
5:59.0,A. Price misses 3-pt shot from 25 ft,,88-71,,
5:58.0,,,88-71,,Defensive rebound by P. Gasol
5:52.0,Personal foul by I. Mahinmi,,88-71,,
5:52.0,S. Hill enters the game for D. Rudez,,88-71,,
5:52.0,R. Hibbert enters the game for I. Mahinmi,,88-71,,
5:44.0,,,88-74,3,J. Butler makes 3-pt shot from 24 ft (assist by T. Snell)
5:22.0,S. Hill misses 2-pt shot from 15 ft,,88-74,,
5:22.0,,,88-74,,Defensive rebound by Team
5:12.0,,,88-74,,Shooting foul by C. Copeland (drawn by J. Butler)
5:12.0,,,88-74,,J. Butler misses free throw 1 of 2
5:12.0,,,88-74,,Offensive rebound by Team
5:12.0,,,88-74,,J. Butler misses free throw 2 of 2
5:10.0,Defensive rebound by S. Hill,,88-74,,
4:46.0,C. Copeland misses 2-pt shot from 6 ft (block by J. Butler),,88-74,,
4:46.0,Offensive rebound by Team,,88-74,,
4:46.0,Turnover by Team (shot clock),,88-74,,
4:33.0,,,88-76,2,J. Butler makes 2-pt shot from 20 ft (assist by K. Hinrich)
4:27.0,Indiana full timeout,,88-76,,
4:27.0,L. Scola enters the game for L. Allen,,88-76,,
4:09.0,R. Hibbert misses 2-pt shot from 6 ft,,88-76,,
4:07.0,Offensive rebound by S. Hill,,88-76,,
3:53.0,R. Hibbert misses 2-pt shot from 18 ft,,88-76,,
3:52.0,,,88-76,,Defensive rebound by T. Gibson
3:33.0,,,88-79,3,K. Hinrich makes 3-pt shot from 22 ft (assist by J. Butler)
3:16.0,S. Hill misses 2-pt shot from 1 ft (block by P. Gasol),,88-79,,
3:15.0,Offensive rebound by S. Hill,,88-79,,
3:15.0,,,88-79,,Personal foul by K. Hinrich
3:15.0,,,88-79,,J. Noah enters the game for T. Gibson
3:01.0,A. Price misses 3-pt shot from 24 ft,,88-79,,
3:01.0,,,88-79,,Defensive rebound by Team
2:51.0,,,88-79,,J. Butler misses 2-pt shot from 6 ft
2:50.0,Defensive rebound by S. Hill,,88-79,,
2:37.0,S. Hill misses 2-pt shot from 1 ft,,88-79,,
2:36.0,,,88-79,,Defensive rebound by J. Noah
2:30.0,,,88-79,,K. Hinrich misses 3-pt shot from 25 ft
2:29.0,,,88-79,,Offensive rebound by Team
2:21.0,,,88-81,2,K. Hinrich makes 2-pt shot from 2 ft
2:00.0,C. Copeland makes 2-pt shot at rim,2,90-81,,
1:50.0,,,90-81,,Turnover by K. Hinrich (lost ball; steal by L. Scola)
1:29.0,S. Hill makes 3-pt shot from 25 ft (assist by C. Copeland),3,93-81,,
1:23.0,,,93-81,,Shooting foul by L. Scola (drawn by J. Butler)
1:23.0,,,93-82,1,J. Butler makes free throw 1 of 2
1:23.0,,,93-83,1,J. Butler makes free throw 2 of 2
0:57.0,,,93-83,,J. Butler misses 2-pt shot from 2 ft
0:57.0,,,93-83,,Offensive rebound by P. Gasol
0:57.0,,,93-85,2,P. Gasol makes 2-pt shot from 1 ft
0:48.0,Indiana full timeout,,93-85,,
0:48.0,D. Sloan enters the game for C. Copeland,,93-85,,
0:45.0,,,93-85,,T. Snell misses 3-pt shot from 24 ft
0:44.0,Defensive rebound by S. Hill,,93-85,,
0:44.0,,,93-85,,Personal take foul by P. Gasol
0:44.0,S. Hill makes free throw 1 of 2,1,94-85,,
0:44.0,S. Hill makes free throw 2 of 2,1,95-85,,
0:37.0,,,95-85,,K. Hinrich misses 2-pt shot from 2 ft
0:35.0,,,95-85,,Offensive rebound by J. Noah
0:35.0,,,95-85,,J. Noah misses 2-pt shot from 1 ft
0:33.0,,,95-85,,Offensive rebound by P. Gasol
0:33.0,,,95-85,,P. Gasol misses 2-pt shot from 1 ft
0:31.0,Defensive rebound by S. Hill,,95-85,,
0:31.0,,,95-85,,Personal take foul by J. Noah
