time,Toronto,pts.away,score,pts.home,New York
7:28.0,,,6-7,,Offensive foul by L. Amundson
7:28.0,,,6-7,,Turnover by L. Amundson (offensive foul)
7:28.0,,,6-7,,C. Aldrich enters the game for L. Amundson
7:15.0,A. Johnson makes 2-pt shot at rim (assist by G. Vasquez),2,8-7,,
6:48.0,,,8-10,3,T. Hardaway makes 3-pt shot from 26 ft
6:38.0,Shooting foul by C. Early (drawn by J. Valanciunas),,8-10,,
6:38.0,J. Valanciunas misses free throw 1 of 2,,8-10,,
6:38.0,Offensive rebound by Team,,8-10,,
6:38.0,J. Valanciunas misses free throw 2 of 2,,8-10,,
6:37.0,,,8-10,,Defensive rebound by C. Early
6:14.0,,,8-10,,C. Aldrich misses 2-pt shot from 5 ft
6:13.0,,,8-10,,Offensive rebound by L. Galloway
6:01.0,,,8-10,,Shooting foul by J. Valanciunas (drawn by C. Early)
6:01.0,,,8-10,,C. Early misses free throw 1 of 2
6:01.0,,,8-10,,Offensive rebound by Team
6:01.0,P. Patterson enters the game for J. Valanciunas,,8-10,,
6:01.0,,,8-11,1,C. Early makes free throw 2 of 2
5:48.0,D. DeRozan misses 2-pt shot from 12 ft,,8-11,,
5:47.0,Offensive rebound by A. Johnson,,8-11,,
5:47.0,A. Johnson makes 2-pt shot from 2 ft,2,10-11,,
5:34.0,,,10-11,,Shooting foul by A. Johnson (drawn by A. Bargnani)
5:34.0,,,10-11,,New York full timeout
5:34.0,,,10-12,1,A. Bargnani makes free throw 1 of 2
5:34.0,,,10-13,1,A. Bargnani makes free throw 2 of 2
5:21.0,G. Vasquez misses 3-pt shot from 25 ft,,10-13,,
5:20.0,Offensive rebound by A. Johnson,,10-13,,
5:14.0,D. DeRozan makes 2-pt shot from 13 ft (assist by A. Johnson),2,12-13,,
4:49.0,,,12-13,,C. Early misses 2-pt shot from 2 ft
4:48.0,Defensive rebound by Team,,12-13,,
4:48.0,,,12-13,,J. Smith enters the game for A. Bargnani
4:32.0,J. Johnson misses 2-pt shot from 4 ft,,12-13,,
4:31.0,,,12-13,,Defensive rebound by C. Aldrich
4:23.0,,,12-13,,Turnover by L. Galloway (bad pass; steal by A. Johnson)
4:16.0,Turnover by P. Patterson (bad pass),,12-13,,
4:16.0,,,12-13,,L. Thomas enters the game for C. Early
4:10.0,,,12-13,,Turnover by J. Smith (bad pass; steal by D. DeRozan)
4:04.0,D. DeRozan misses 2-pt shot at rim,,12-13,,
4:03.0,,,12-13,,Defensive rebound by T. Hardaway
3:54.0,T. Ross enters the game for J. Johnson,,12-13,,
3:54.0,L. Williams enters the game for G. Vasquez,,12-13,,
3:41.0,,,12-15,2,T. Hardaway makes 2-pt shot from 20 ft (assist by J. Smith)
3:22.0,Turnover by T. Ross (bad pass; steal by C. Aldrich),,12-15,,
3:09.0,,,12-15,,Turnover by L. Thomas (bad pass)
3:09.0,,,12-15,,S. Larkin enters the game for L. Galloway
2:49.0,A. Johnson misses 2-pt shot from 5 ft,,12-15,,
2:48.0,,,12-15,,Defensive rebound by J. Smith
2:40.0,,,12-15,,J. Smith misses 2-pt shot from 15 ft
2:39.0,Defensive rebound by P. Patterson,,12-15,,
2:23.0,D. DeRozan makes 2-pt shot from 8 ft,2,14-15,,
2:12.0,Personal foul by P. Patterson (drawn by T. Hardaway),,14-15,,
2:12.0,Toronto full timeout,,14-15,,
2:12.0,T. Hansbrough enters the game for A. Johnson,,14-15,,
1:57.0,,,14-18,3,T. Hardaway makes 3-pt shot from 27 ft (assist by L. Thomas)
1:31.0,L. Williams misses 2-pt shot at rim (block by C. Aldrich),,14-18,,
1:30.0,,,14-18,,Defensive rebound by S. Larkin
1:15.0,,,14-20,2,C. Aldrich makes 2-pt shot from 4 ft (assist by T. Hardaway)
1:02.0,,,14-20,,Personal foul by T. Hardaway (drawn by D. DeRozan)
1:02.0,,,14-20,,A. Shved enters the game for S. Larkin
0:55.0,T. Ross misses 2-pt shot from 2 ft,,14-20,,
0:54.0,Offensive rebound by T. Hansbrough,,14-20,,
0:53.0,Shooting foul by C. Aldrich (drawn by T. Hansbrough),,14-20,,
0:53.0,T. Hansbrough makes free throw 1 of 2,1,15-20,,
0:53.0,T. Hansbrough misses free throw 2 of 2,,15-20,,
0:52.0,,,15-20,,Defensive rebound by J. Smith
0:28.0,,,15-20,,A. Shved misses 3-pt shot from 24 ft
0:27.0,Defensive rebound by T. Ross,,15-20,,
0:06.0,L. Williams misses 3-pt shot from 25 ft,,15-20,,
0:05.0,,,15-20,,Defensive rebound by J. Smith
0:00.0,,,15-22,2,T. Hardaway makes 2-pt shot from 1 ft (assist by J. Smith)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,15-22,,L. Thomas misses 2-pt shot from 13 ft
11:40.0,,,15-22,,Offensive rebound by L. Thomas
11:32.0,,,15-25,3,A. Shved makes 3-pt shot from 24 ft
11:12.0,P. Patterson misses 3-pt shot from 23 ft,,15-25,,
11:11.0,,,15-25,,Defensive rebound by C. Aldrich
11:05.0,,,15-25,,Offensive foul by C. Aldrich
11:05.0,,,15-25,,Turnover by C. Aldrich (offensive foul)
10:59.0,Shooting foul by S. Larkin (drawn by L. Williams),,15-25,,
10:59.0,L. Williams makes free throw 1 of 2,1,16-25,,
10:59.0,,,16-25,,A. Bargnani enters the game for C. Aldrich
10:59.0,L. Williams makes free throw 2 of 2,1,17-25,,
10:46.0,,,17-25,,A. Bargnani misses 2-pt shot from 17 ft
10:45.0,Defensive rebound by T. Hansbrough,,17-25,,
10:40.0,Shooting foul by S. Larkin (drawn by J. Johnson),,17-25,,
10:40.0,J. Johnson misses free throw 1 of 2,,17-25,,
10:40.0,Offensive rebound by Team,,17-25,,
10:40.0,,,17-25,,L. Galloway enters the game for S. Larkin
10:40.0,J. Johnson makes free throw 2 of 2,1,18-25,,
10:33.0,,,18-27,2,A. Shved makes 2-pt shot at rim (assist by L. Thomas)
10:33.0,,,18-27,,Shooting foul by J. Johnson (drawn by A. Shved)
10:33.0,,,18-28,1,A. Shved makes free throw 1 of 1
10:23.0,T. Hansbrough misses 2-pt shot from 2 ft,,18-28,,
10:22.0,,,18-28,,Defensive rebound by J. Smith
10:12.0,,,18-28,,Turnover by A. Bargnani (bad pass; steal by P. Patterson)
10:05.0,P. Patterson makes 3-pt shot from 23 ft (assist by J. Johnson),3,21-28,,
9:57.0,Personal foul by J. Johnson (drawn by L. Thomas),,21-28,,
9:57.0,G. Vasquez enters the game for J. Johnson,,21-28,,
9:48.0,,,21-28,,J. Smith misses 3-pt shot from 22 ft
9:47.0,,,21-28,,Offensive rebound by L. Thomas
9:44.0,,,21-30,2,L. Thomas makes 2-pt shot from 3 ft
9:21.0,G. Vasquez misses 2-pt shot from 5 ft,,21-30,,
9:20.0,,,21-30,,Defensive rebound by A. Shved
9:12.0,,,21-30,,A. Bargnani misses 3-pt shot from 25 ft
9:11.0,Defensive rebound by T. Hansbrough,,21-30,,
9:04.0,L. Williams makes 3-pt shot from 22 ft (assist by G. Vasquez),3,24-30,,
8:45.0,,,24-30,,Shooting foul by G. Vasquez (drawn by A. Shved)
8:45.0,Official timeout,,24-30,,
8:45.0,D. DeRozan enters the game for T. Ross,,24-30,,
8:45.0,,,24-31,1,A. Shved makes free throw 1 of 2
8:45.0,,,24-32,1,A. Shved makes free throw 2 of 2
8:33.0,L. Williams makes 2-pt shot from 15 ft,2,26-32,,
8:16.0,,,26-34,2,A. Bargnani makes 2-pt shot from 12 ft (assist by A. Shved)
7:58.0,G. Vasquez makes 3-pt shot from 26 ft (assist by L. Williams),3,29-34,,
7:41.0,,,29-34,,L. Thomas misses 2-pt shot from 5 ft
7:40.0,Defensive rebound by P. Patterson,,29-34,,
7:31.0,P. Patterson misses 3-pt shot from 26 ft,,29-34,,
7:30.0,,,29-34,,Defensive rebound by A. Shved
7:26.0,,,29-34,,J. Smith misses 2-pt shot from 1 ft
7:25.0,Defensive rebound by D. DeRozan,,29-34,,
7:23.0,,,29-34,,Personal foul by A. Shved (drawn by D. DeRozan)
7:19.0,,,29-34,,Personal foul by L. Galloway (drawn by L. Williams)
7:19.0,L. Williams makes free throw 1 of 3,1,30-34,,
7:19.0,L. Williams misses free throw 2 of 3,,30-34,,
7:19.0,Offensive rebound by Team,,30-34,,
7:19.0,A. Johnson enters the game for P. Patterson,,30-34,,
7:19.0,L. Williams makes free throw 3 of 3,1,31-34,,
6:55.0,,,31-34,,A. Shved misses 2-pt shot from 22 ft
6:54.0,Defensive rebound by A. Johnson,,31-34,,
6:43.0,G. Vasquez misses 2-pt shot from 2 ft,,31-34,,
6:42.0,Offensive rebound by G. Vasquez,,31-34,,
6:41.0,,,31-34,,T. Hardaway enters the game for A. Shved
6:41.0,Jump ball: J. Smith vs. G. Vasquez (L. Thomas gains possession),,,,Jump ball: J. Smith vs. G. Vasquez (L. Thomas gains possession)
6:41.0,Turnover by G. Vasquez (lost ball; steal by J. Smith),,31-34,,
6:20.0,,,31-34,,T. Hardaway misses 2-pt shot from 19 ft
6:19.0,Defensive rebound by A. Johnson,,31-34,,
6:08.0,A. Johnson makes 2-pt shot from 5 ft (assist by G. Vasquez),2,33-34,,
5:46.0,,,33-34,,A. Bargnani misses 2-pt shot from 1 ft
5:45.0,Defensive rebound by G. Vasquez,,33-34,,
5:40.0,G. Vasquez makes 2-pt shot from 10 ft,2,35-34,,
5:24.0,,,35-34,,Shooting foul by G. Vasquez (drawn by T. Hardaway)
5:24.0,,,35-34,,New York full timeout
5:24.0,J. Johnson enters the game for T. Hansbrough,,35-34,,
5:24.0,,,35-34,,L. Amundson enters the game for J. Smith
5:24.0,,,35-34,,C. Early enters the game for L. Thomas
5:24.0,,,35-35,1,T. Hardaway makes free throw 1 of 2
5:24.0,,,35-36,1,T. Hardaway makes free throw 2 of 2
5:16.0,L. Williams misses 3-pt shot from 24 ft,,35-36,,
5:15.0,,,35-36,,Defensive rebound by L. Galloway
4:53.0,,,35-36,,C. Early misses 3-pt shot from 24 ft
4:52.0,Defensive rebound by J. Johnson,,35-36,,
4:45.0,G. Vasquez makes 3-pt shot from 26 ft (assist by J. Johnson),3,38-36,,
4:30.0,,,38-36,,A. Bargnani misses 2-pt shot from 13 ft
4:29.0,Defensive rebound by J. Johnson,,38-36,,
4:17.0,Turnover by L. Williams (bad pass; steal by L. Galloway),,38-36,,
4:04.0,,,38-38,2,C. Early makes 2-pt shot from 1 ft (assist by A. Bargnani)
3:49.0,G. Vasquez misses 3-pt shot from 25 ft,,38-38,,
3:48.0,,,38-38,,Defensive rebound by C. Early
3:41.0,,,38-38,,Shooting foul by D. DeRozan (drawn by T. Hardaway)
3:41.0,,,38-40,2,T. Hardaway makes 2-pt shot from 19 ft
3:41.0,,,38-40,,T. Hardaway misses free throw 1 of 1
3:40.0,Defensive rebound by J. Johnson,,38-40,,
3:31.0,J. Johnson makes 2-pt shot from 1 ft,2,40-40,,
3:10.0,,,40-40,,C. Early misses 2-pt shot at rim (block by J. Johnson)
3:09.0,Defensive rebound by L. Williams,,40-40,,
3:05.0,G. Vasquez misses 3-pt shot from 24 ft,,40-40,,
3:04.0,,,40-40,,Defensive rebound by A. Bargnani
2:47.0,,,40-40,,Shooting foul by A. Johnson (drawn by L. Amundson)
2:47.0,Toronto full timeout,,40-40,,
2:47.0,T. Ross enters the game for G. Vasquez,,40-40,,
2:47.0,,,40-40,,L. Amundson misses free throw 1 of 2
2:47.0,,,40-40,,Offensive rebound by Team
2:47.0,,,40-41,1,L. Amundson makes free throw 2 of 2
2:33.0,D. DeRozan misses 2-pt shot from 13 ft,,40-41,,
2:32.0,,,40-41,,Defensive rebound by L. Galloway
2:26.0,,,40-43,2,T. Hardaway makes 2-pt shot at rim (assist by L. Galloway)
2:08.0,Shooting foul by L. Galloway (drawn by D. DeRozan),,40-43,,
2:08.0,D. DeRozan makes free throw 1 of 2,1,41-43,,
2:08.0,J. Valanciunas enters the game for A. Johnson,,41-43,,
2:08.0,D. DeRozan makes free throw 2 of 2,1,42-43,,
1:46.0,,,42-43,,L. Galloway misses 2-pt shot from 1 ft
1:45.0,Defensive rebound by D. DeRozan,,42-43,,
1:39.0,L. Williams misses 3-pt shot from 24 ft,,42-43,,
1:38.0,,,42-43,,Defensive rebound by C. Early
1:21.0,,,42-45,2,T. Hardaway makes 2-pt shot from 15 ft (assist by C. Early)
0:56.0,D. DeRozan makes 2-pt shot from 20 ft,2,44-45,,
0:42.0,,,44-47,2,A. Bargnani makes 2-pt shot from 8 ft
0:42.0,,,44-47,,Shooting foul by T. Ross (drawn by A. Bargnani)
0:42.0,,,44-47,,A. Shved enters the game for L. Galloway
0:42.0,,,44-47,,C. Aldrich enters the game for L. Amundson
0:42.0,,,44-48,1,A. Bargnani makes free throw 1 of 1
0:39.0,Toronto full timeout,,44-48,,
0:39.0,,,44-48,,L. Thomas enters the game for A. Bargnani
0:30.0,L. Williams makes 3-pt shot from 24 ft,3,47-48,,
0:25.0,,,47-48,,New York full timeout
0:25.0,P. Patterson enters the game for J. Johnson,,47-48,,
0:25.0,,,47-48,,A. Bargnani enters the game for L. Thomas
0:19.0,,,47-48,,Shooting foul by P. Patterson (drawn by C. Aldrich)
0:19.0,,,47-49,1,C. Aldrich makes free throw 1 of 2
0:19.0,,,47-50,1,C. Aldrich makes free throw 2 of 2
0:00.0,L. Williams misses 3-pt shot from 24 ft,,47-50,,
0:00.0,Offensive rebound by Team,,47-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,Personal foul by A. Johnson (drawn by A. Bargnani),,47-50,,
11:44.0,,,47-50,,L. Galloway misses 2-pt shot from 1 ft
11:40.0,,,47-50,,Offensive rebound by L. Galloway
11:37.0,,,47-50,,C. Early misses 3-pt shot from 26 ft
11:36.0,Defensive rebound by J. Valanciunas,,47-50,,
11:20.0,D. DeRozan misses 2-pt shot from 4 ft,,47-50,,
11:19.0,,,47-50,,Defensive rebound by A. Bargnani
11:12.0,,,47-50,,C. Early misses 2-pt shot from 13 ft
11:11.0,Defensive rebound by A. Johnson,,47-50,,
10:48.0,A. Johnson misses 2-pt shot from 4 ft (block by L. Amundson),,47-50,,
10:47.0,Offensive rebound by A. Johnson,,47-50,,
10:40.0,A. Johnson makes 2-pt shot from 1 ft,2,49-50,,
10:25.0,,,49-50,,T. Hardaway misses 3-pt shot from 26 ft
10:25.0,Defensive rebound by Team,,49-50,,
10:08.0,A. Johnson misses 3-pt shot from 25 ft,,49-50,,
10:08.0,,,49-50,,Defensive rebound by T. Hardaway
10:01.0,,,49-52,2,T. Hardaway makes 2-pt shot from 1 ft
9:55.0,J. Johnson makes 2-pt shot from 1 ft,2,51-52,,
9:35.0,,,51-52,,T. Hardaway misses 3-pt shot from 24 ft
9:35.0,Defensive rebound by Team,,51-52,,
9:23.0,J. Johnson misses 3-pt shot from 26 ft,,51-52,,
9:18.0,,,51-52,,Defensive rebound by L. Galloway
9:14.0,,,51-52,,Turnover by A. Bargnani (lost ball; steal by J. Valanciunas)
9:04.0,J. Johnson misses 2-pt shot from 2 ft,,51-52,,
9:04.0,Offensive rebound by G. Vasquez,,51-52,,
9:00.0,Offensive foul by A. Johnson,,51-52,,
9:00.0,Turnover by A. Johnson (offensive foul),,51-52,,
9:00.0,P. Patterson enters the game for A. Johnson,,51-52,,
8:33.0,,,51-52,,A. Bargnani misses 2-pt shot at rim
8:32.0,,,51-52,,Offensive rebound by A. Bargnani
8:31.0,,,51-54,2,A. Bargnani makes 2-pt shot from 1 ft
8:07.0,Turnover by G. Vasquez (lost ball; steal by C. Early),,51-54,,
8:06.0,,,51-54,,Shooting foul by D. DeRozan (drawn by C. Early)
8:06.0,,,51-55,1,C. Early makes free throw 1 of 2
8:06.0,,,51-55,,S. Larkin enters the game for L. Galloway
8:06.0,,,51-56,1,C. Early makes free throw 2 of 2
7:50.0,J. Johnson makes 2-pt shot from 1 ft (assist by D. DeRozan),2,53-56,,
7:28.0,,,53-56,,Turnover by A. Bargnani (lost ball)
7:16.0,P. Patterson makes 2-pt shot from 15 ft (assist by G. Vasquez),2,55-56,,
6:48.0,,,55-58,2,A. Bargnani makes 2-pt shot from 14 ft (assist by C. Early)
6:31.0,J. Johnson misses 3-pt shot from 25 ft,,55-58,,
6:30.0,,,55-58,,Defensive rebound by S. Larkin
6:18.0,,,55-58,,Shooting foul by P. Patterson (drawn by C. Early)
6:18.0,,,55-59,1,C. Early makes free throw 1 of 2
6:18.0,,,55-60,1,C. Early makes free throw 2 of 2
6:03.0,,,55-60,,Personal foul by L. Amundson (drawn by J. Valanciunas)
5:55.0,D. DeRozan misses 2-pt shot from 1 ft (block by L. Amundson),,55-60,,
5:54.0,,,55-60,,Defensive rebound by L. Amundson
5:31.0,,,55-60,,C. Early misses 3-pt shot from 27 ft
5:30.0,,,55-60,,Offensive rebound by Team
5:30.0,,,55-60,,Turnover by Team (shot clock)
5:30.0,,,55-60,,New York full timeout
5:30.0,,,55-60,,L. Thomas enters the game for C. Early
5:17.0,Shooting foul by L. Amundson (drawn by J. Valanciunas),,55-60,,
5:17.0,J. Valanciunas makes free throw 1 of 2,1,56-60,,
5:17.0,L. Williams enters the game for G. Vasquez,,56-60,,
5:17.0,,,56-60,,C. Aldrich enters the game for L. Amundson
5:17.0,J. Valanciunas makes free throw 2 of 2,1,57-60,,
4:53.0,,,57-60,,T. Hardaway misses 2-pt shot from 10 ft
4:52.0,Defensive rebound by D. DeRozan,,57-60,,
4:45.0,Shooting foul by S. Larkin (drawn by D. DeRozan),,57-60,,
4:45.0,D. DeRozan misses free throw 1 of 2,,57-60,,
4:45.0,Offensive rebound by Team,,57-60,,
4:45.0,D. DeRozan makes free throw 2 of 2,1,58-60,,
4:22.0,,,58-63,3,A. Bargnani makes 3-pt shot from 24 ft (assist by S. Larkin)
4:03.0,L. Williams makes 2-pt shot from 7 ft,2,60-63,,
3:51.0,,,60-63,,L. Thomas misses 2-pt shot from 3 ft
3:51.0,Defensive rebound by J. Valanciunas,,60-63,,
3:44.0,P. Patterson makes 3-pt shot from 24 ft (assist by L. Williams),3,63-63,,
3:24.0,,,63-65,2,L. Thomas makes 2-pt shot from 5 ft
3:18.0,Shooting foul by S. Larkin (drawn by L. Williams),,63-65,,
3:18.0,L. Williams makes free throw 1 of 2,1,64-65,,
3:18.0,L. Williams makes free throw 2 of 2,1,65-65,,
3:03.0,,,65-67,2,S. Larkin makes 2-pt shot from 3 ft (assist by C. Aldrich)
2:41.0,J. Valanciunas makes 2-pt shot from 15 ft (assist by P. Patterson),2,67-67,,
2:19.0,,,67-67,,S. Larkin misses 2-pt shot from 19 ft
2:19.0,Defensive rebound by J. Johnson,,67-67,,
2:09.0,L. Williams misses 3-pt shot from 25 ft,,67-67,,
2:08.0,Offensive rebound by J. Johnson,,67-67,,
2:08.0,J. Johnson makes 2-pt shot at rim,2,69-67,,
2:06.0,,,69-67,,New York full timeout
2:06.0,Toronto full timeout,,69-67,,
2:06.0,,,69-67,,J. Smith enters the game for A. Bargnani
1:44.0,,,69-67,,Shooting foul by J. Johnson (drawn by T. Hardaway)
1:44.0,,,69-68,1,T. Hardaway makes free throw 1 of 2
1:44.0,,,69-69,1,T. Hardaway makes free throw 2 of 2
1:36.0,Offensive foul by P. Patterson,,69-69,,
1:36.0,Turnover by P. Patterson (offensive foul),,69-69,,
1:26.0,Personal foul by J. Johnson (drawn by L. Thomas),,69-69,,
1:26.0,,,69-70,1,L. Thomas makes free throw 1 of 2
1:26.0,T. Ross enters the game for J. Johnson,,69-70,,
1:26.0,,,69-71,1,L. Thomas makes free throw 2 of 2
1:10.0,J. Valanciunas misses 2-pt shot from 4 ft,,69-71,,
1:09.0,Offensive rebound by J. Valanciunas,,69-71,,
1:07.0,J. Valanciunas makes 2-pt shot from 1 ft,2,71-71,,
0:55.0,,,71-71,,Shooting foul by J. Valanciunas (drawn by C. Aldrich)
0:55.0,,,71-72,1,C. Aldrich makes free throw 1 of 2
0:55.0,,,71-72,,A. Shved enters the game for T. Hardaway
0:55.0,,,71-73,1,C. Aldrich makes free throw 2 of 2
0:40.0,D. DeRozan misses 2-pt shot from 20 ft,,71-73,,
0:39.0,,,71-73,,Defensive rebound by C. Aldrich
0:31.0,,,71-73,,S. Larkin misses 3-pt shot from 24 ft
0:30.0,Defensive rebound by T. Ross,,71-73,,
0:10.0,L. Williams misses 2-pt shot from 1 ft,,71-73,,
0:09.0,,,71-73,,Defensive rebound by C. Aldrich
0:03.0,,,71-73,,A. Shved misses 3-pt shot from 22 ft
0:01.0,,,71-73,,Offensive rebound by L. Thomas
0:01.0,,,71-75,2,L. Thomas makes 2-pt shot from 3 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Shooting foul by C. Aldrich (drawn by J. Valanciunas),,71-75,,
11:47.0,J. Valanciunas makes free throw 1 of 2,1,72-75,,
11:47.0,J. Valanciunas makes free throw 2 of 2,1,73-75,,
11:35.0,,,73-77,2,C. Aldrich makes 2-pt shot from 2 ft (assist by A. Shved)
11:35.0,,,73-77,,Shooting foul by J. Valanciunas (drawn by C. Aldrich)
11:35.0,,,73-78,1,C. Aldrich makes free throw 1 of 1
11:16.0,J. Valanciunas makes 2-pt shot at rim,2,75-78,,
11:01.0,,,75-78,,L. Thomas misses 2-pt shot from 9 ft
11:00.0,Defensive rebound by J. Valanciunas,,75-78,,
10:44.0,,,75-78,,Personal foul by C. Aldrich (drawn by J. Valanciunas)
10:36.0,J. Valanciunas makes 2-pt shot from 18 ft (assist by G. Vasquez),2,77-78,,
10:25.0,Personal foul by J. Valanciunas (drawn by J. Smith),,77-78,,
10:12.0,,,77-80,2,A. Shved makes 2-pt shot from 6 ft
9:48.0,L. Williams makes 2-pt shot from 18 ft,2,79-80,,
9:35.0,,,79-83,3,A. Shved makes 3-pt shot from 24 ft (assist by J. Smith)
9:13.0,T. Ross misses 3-pt shot from 24 ft,,79-83,,
9:12.0,Offensive rebound by Team,,79-83,,
9:12.0,,,79-83,,Loose ball foul by S. Larkin (drawn by J. Valanciunas)
9:12.0,,,79-83,,L. Amundson enters the game for C. Aldrich
8:59.0,Turnover by P. Patterson (3 sec),,79-83,,
8:59.0,Official timeout,,79-83,,
8:59.0,A. Johnson enters the game for J. Valanciunas,,79-83,,
8:43.0,,,79-83,,Shooting foul by G. Vasquez (drawn by L. Amundson)
8:43.0,,,79-83,,L. Amundson misses free throw 1 of 2
8:43.0,,,79-83,,Offensive rebound by Team
8:43.0,,,79-84,1,L. Amundson makes free throw 2 of 2
8:30.0,L. Williams misses 3-pt shot from 23 ft,,79-84,,
8:29.0,,,79-84,,Defensive rebound by L. Thomas
8:08.0,,,79-86,2,L. Amundson makes 2-pt shot from 2 ft
7:48.0,G. Vasquez misses 3-pt shot from 25 ft,,79-86,,
7:47.0,,,79-86,,Defensive rebound by L. Amundson
7:36.0,,,79-86,,Turnover by A. Shved (bad pass; steal by P. Patterson)
7:33.0,J. Valanciunas enters the game for P. Patterson,,79-86,,
7:33.0,D. DeRozan enters the game for T. Ross,,79-86,,
7:22.0,D. DeRozan misses 2-pt shot from 16 ft,,79-86,,
7:21.0,,,79-86,,Defensive rebound by S. Larkin
7:05.0,,,79-88,2,J. Smith makes 2-pt shot from 2 ft (assist by L. Thomas)
7:00.0,Toronto full timeout,,79-88,,
7:00.0,J. Johnson enters the game for A. Johnson,,79-88,,
6:51.0,J. Valanciunas misses 2-pt shot from 1 ft (block by L. Amundson),,79-88,,
6:50.0,,,79-88,,Defensive rebound by L. Thomas
6:43.0,,,79-90,2,L. Amundson makes 2-pt shot at rim (assist by A. Shved)
6:27.0,J. Valanciunas makes 2-pt shot from 5 ft (assist by G. Vasquez),2,81-90,,
6:10.0,,,81-92,2,S. Larkin makes 2-pt shot from 1 ft (assist by L. Amundson)
5:59.0,D. DeRozan misses 2-pt shot from 4 ft (block by L. Thomas),,81-92,,
5:58.0,,,81-92,,Defensive rebound by J. Smith
5:51.0,,,81-94,2,L. Amundson makes 2-pt shot from 8 ft (assist by A. Shved)
5:50.0,Toronto full timeout,,81-94,,
5:41.0,J. Johnson makes 2-pt shot from 1 ft,2,83-94,,
5:41.0,Shooting foul by J. Smith (drawn by J. Johnson),,83-94,,
5:41.0,,,83-94,,T. Hardaway enters the game for J. Smith
5:41.0,J. Johnson makes free throw 1 of 1,1,84-94,,
5:24.0,,,84-94,,L. Thomas misses 2-pt shot from 9 ft
5:23.0,Defensive rebound by Team,,84-94,,
5:11.0,Turnover by J. Johnson (lost ball; steal by A. Shved),,84-94,,
5:07.0,,,84-94,,Shooting foul by G. Vasquez (drawn by A. Shved)
5:07.0,,,84-95,1,A. Shved makes free throw 1 of 2
5:07.0,,,84-96,1,A. Shved makes free throw 2 of 2
4:46.0,G. Vasquez makes 3-pt shot from 25 ft (assist by D. DeRozan),3,87-96,,
4:33.0,,,87-96,,S. Larkin misses 2-pt shot from 21 ft (block by L. Williams)
4:32.0,Defensive rebound by J. Valanciunas,,87-96,,
