time,Oklahoma City,pts.away,score,pts.home,Memphis
2:21.0,Shooting foul by N. Calathes (drawn by R. Westbrook),,18-17,,
2:21.0,R. Westbrook misses free throw 1 of 2,,18-17,,
2:21.0,Offensive rebound by Team,,18-17,,
2:21.0,,,18-17,,K. Koufos enters the game for M. Gasol
2:21.0,,,18-17,,V. Carter enters the game for C. Lee
2:21.0,R. Westbrook misses free throw 2 of 2,,18-17,,
2:20.0,,,18-17,,Defensive rebound by N. Calathes
2:09.0,,,18-17,,Z. Randolph misses 2-pt shot from 16 ft
2:08.0,Defensive rebound by E. Kanter,,18-17,,
2:03.0,Shooting foul by N. Calathes (drawn by R. Westbrook),,18-17,,
2:03.0,R. Westbrook makes free throw 1 of 2,1,19-17,,
2:03.0,R. Westbrook makes free throw 2 of 2,1,20-17,,
1:51.0,,,20-19,2,N. Calathes makes 2-pt shot at rim (assist by Z. Randolph)
1:29.0,M. McGary misses 2-pt shot at rim,,20-19,,
1:26.0,,,20-19,,Defensive rebound by K. Koufos
1:15.0,,,20-21,2,Z. Randolph makes 2-pt shot from 6 ft
0:59.0,R. Westbrook makes 2-pt shot from 17 ft,2,22-21,,
0:48.0,,,22-21,,Shooting foul by M. McGary (drawn by B. Udrih)
0:48.0,,,22-22,1,B. Udrih makes free throw 1 of 2
0:48.0,D. Augustin enters the game for D. Waiters,,22-22,,
0:48.0,,,22-22,,B. Udrih misses free throw 2 of 2
0:47.0,Defensive rebound by E. Kanter,,22-22,,
0:39.0,R. Westbrook misses 3-pt shot from 25 ft,,22-22,,
0:38.0,,,22-22,,Defensive rebound by N. Calathes
0:34.0,,,22-24,2,N. Calathes makes 2-pt shot at rim
0:28.0,R. Westbrook makes 2-pt shot at rim,2,24-24,,
0:08.0,,,24-24,,Turnover by Z. Randolph (bad pass; steal by M. McGary)
0:03.0,M. McGary makes 2-pt shot at rim,2,26-24,,
0:00.0,,,26-24,,B. Udrih misses 3-pt shot from 26 ft
0:00.0,,,26-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,26-24,,Z. Randolph misses 2-pt shot from 6 ft (block by K. Singler)
11:46.0,,,26-24,,Offensive rebound by Team
11:42.0,,,26-24,,Turnover by Z. Randolph (bad pass; steal by A. Morrow)
11:23.0,M. McGary makes 2-pt shot from 12 ft (assist by D. Augustin),2,28-24,,
11:10.0,,,28-24,,V. Carter misses 3-pt shot from 27 ft
11:08.0,Defensive rebound by K. Singler,,28-24,,
10:51.0,D. Augustin makes 2-pt shot from 1 ft,2,30-24,,
10:34.0,,,30-24,,Z. Randolph misses 2-pt shot at rim
10:33.0,Defensive rebound by M. McGary,,30-24,,
10:29.0,,,30-24,,Personal foul by Z. Randolph (drawn by D. Augustin)
10:29.0,,,30-24,,M. Gasol enters the game for Z. Randolph
10:29.0,,,30-24,,M. Conley enters the game for B. Udrih
10:23.0,Shooting foul by M. Conley (drawn by D. Augustin),,30-24,,
10:23.0,D. Augustin makes free throw 1 of 2,1,31-24,,
10:23.0,D. Augustin misses free throw 2 of 2,,31-24,,
10:21.0,,,31-24,,Defensive rebound by K. Koufos
10:13.0,Personal foul by K. Singler (drawn by J. Green),,31-24,,
10:09.0,,,31-24,,Turnover by M. Gasol (bad pass; steal by K. Singler)
9:56.0,K. Singler misses 3-pt shot from 23 ft,,31-24,,
9:55.0,,,31-24,,Defensive rebound by K. Koufos
9:42.0,,,31-24,,Shooting foul by M. McGary (drawn by M. Gasol)
9:42.0,,,31-25,1,M. Gasol makes free throw 1 of 2
9:42.0,,,31-26,1,M. Gasol makes free throw 2 of 2
9:30.0,K. Singler makes 3-pt shot from 26 ft (assist by D. Augustin),3,34-26,,
9:12.0,,,34-28,2,J. Green makes 2-pt shot from 4 ft
8:57.0,D. Augustin misses 2-pt shot from 2 ft (block by K. Koufos),,34-28,,
8:55.0,,,34-28,,Defensive rebound by M. Gasol
8:52.0,,,34-28,,Shooting foul by K. Singler (drawn by M. Conley)
8:52.0,,,34-28,,Memphis full timeout
8:52.0,,,34-29,1,M. Conley makes free throw 1 of 2
8:52.0,,,34-30,1,M. Conley makes free throw 2 of 2
8:35.0,A. Morrow makes 3-pt shot from 26 ft (assist by D. Augustin),3,37-30,,
8:18.0,Def 3 sec tech foul by M. McGary,,37-30,,
8:18.0,,,37-31,1,M. Conley makes technical free throw
8:15.0,,,37-33,2,M. Conley makes 2-pt shot at rim
8:15.0,,,37-33,,Shooting foul by S. Adams (drawn by M. Conley)
8:15.0,,,37-34,1,M. Conley makes free throw 1 of 1
8:00.0,M. McGary misses 2-pt shot from 20 ft,,37-34,,
7:59.0,,,37-34,,Defensive rebound by K. Koufos
7:45.0,,,37-34,,V. Carter misses 3-pt shot from 26 ft
7:44.0,Defensive rebound by D. Augustin,,37-34,,
7:36.0,A. Morrow makes 2-pt shot from 12 ft (assist by D. Augustin),2,39-34,,
7:21.0,,,39-34,,M. Conley misses 3-pt shot from 25 ft
7:19.0,Defensive rebound by S. Adams,,39-34,,
7:09.0,K. Singler makes 2-pt shot from 10 ft,2,41-34,,
6:55.0,Personal foul by D. Augustin (drawn by J. Green),,41-34,,
6:55.0,R. Westbrook enters the game for K. Singler,,41-34,,
6:55.0,E. Kanter enters the game for S. Adams,,41-34,,
6:55.0,,,41-35,1,J. Green makes free throw 1 of 2
6:55.0,,,41-35,,J. Green misses free throw 2 of 2
6:54.0,Defensive rebound by M. McGary,,41-35,,
6:36.0,M. McGary misses 2-pt shot from 11 ft,,41-35,,
6:35.0,Offensive rebound by E. Kanter,,41-35,,
6:28.0,E. Kanter misses 2-pt shot from 5 ft (block by M. Gasol),,41-35,,
6:26.0,Offensive rebound by A. Morrow,,41-35,,
6:24.0,A. Morrow misses 2-pt shot from 15 ft,,41-35,,
6:22.0,Offensive rebound by R. Westbrook,,41-35,,
6:19.0,D. Augustin misses 3-pt shot from 25 ft,,41-35,,
6:18.0,Offensive rebound by D. Augustin,,41-35,,
6:12.0,Turnover by E. Kanter (lost ball),,41-35,,
5:56.0,,,41-38,3,J. Green makes 3-pt shot from 24 ft (assist by M. Conley)
5:47.0,Oklahoma City full timeout,,41-38,,
5:47.0,S. Novak enters the game for M. McGary,,41-38,,
5:47.0,,,41-38,,C. Lee enters the game for V. Carter
5:38.0,S. Novak misses 3-pt shot from 24 ft (block by M. Gasol),,41-38,,
5:36.0,,,41-38,,Defensive rebound by M. Conley
5:24.0,,,41-41,3,C. Lee makes 3-pt shot from 25 ft (assist by M. Gasol)
5:10.0,R. Westbrook misses 2-pt shot at rim,,41-41,,
5:09.0,,,41-41,,Defensive rebound by C. Lee
5:08.0,,,41-41,,Turnover by C. Lee (lost ball; steal by R. Westbrook)
5:03.0,R. Westbrook misses 2-pt shot at rim,,41-41,,
5:03.0,,,41-41,,Defensive rebound by J. Green
5:03.0,Personal foul by R. Westbrook (drawn by J. Green),,41-41,,
5:03.0,,,41-42,1,J. Green makes free throw 1 of 2
5:03.0,,,41-43,1,J. Green makes free throw 2 of 2
4:53.0,R. Westbrook misses 2-pt shot at rim (block by J. Green),,41-43,,
4:52.0,Offensive rebound by Team,,41-43,,
4:52.0,S. Adams enters the game for S. Novak,,41-43,,
4:48.0,R. Westbrook makes 2-pt shot from 2 ft (assist by A. Morrow),2,43-43,,
4:25.0,,,43-43,,C. Lee misses 3-pt shot from 22 ft
4:24.0,,,43-43,,Offensive rebound by K. Koufos
4:23.0,,,43-45,2,K. Koufos makes 2-pt shot at rim
4:03.0,A. Morrow misses 3-pt shot from 25 ft,,43-45,,
4:02.0,,,43-45,,Defensive rebound by M. Conley
3:53.0,,,43-45,,K. Koufos misses 2-pt shot from 1 ft
3:52.0,Defensive rebound by E. Kanter,,43-45,,
3:43.0,Turnover by R. Westbrook (bad pass; steal by M. Gasol),,43-45,,
3:40.0,,,43-47,2,J. Green makes 2-pt shot at rim (assist by M. Conley)
3:37.0,Oklahoma City full timeout,,43-47,,
3:37.0,,,43-47,,B. Udrih enters the game for M. Conley
3:37.0,D. Waiters enters the game for D. Augustin,,43-47,,
3:16.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,45-47,,
3:01.0,,,45-50,3,J. Green makes 3-pt shot from 25 ft (assist by K. Koufos)
2:43.0,A. Morrow misses 2-pt shot from 10 ft,,45-50,,
2:42.0,,,45-50,,Defensive rebound by Team
2:42.0,,,45-50,,Memphis full timeout
2:42.0,,,45-50,,Z. Randolph enters the game for K. Koufos
2:29.0,,,45-52,2,J. Green makes 2-pt shot at rim (assist by M. Gasol)
2:05.0,D. Waiters misses 2-pt shot from 20 ft,,45-52,,
2:03.0,,,45-52,,Defensive rebound by Z. Randolph
1:58.0,Personal foul by S. Adams (drawn by M. Gasol),,45-52,,
1:58.0,,,45-52,,M. Gasol misses free throw 1 of 2
1:58.0,,,45-52,,Offensive rebound by Team
1:58.0,M. McGary enters the game for S. Adams,,45-52,,
1:58.0,,,45-52,,M. Gasol misses free throw 2 of 2
1:57.0,,,45-52,,Offensive rebound by Z. Randolph
1:47.0,,,45-52,,C. Lee misses 3-pt shot from 26 ft
1:45.0,Defensive rebound by R. Westbrook,,45-52,,
1:38.0,A. Morrow makes 2-pt shot from 15 ft,2,47-52,,
1:10.0,,,47-52,,M. Gasol misses 2-pt shot from 15 ft
1:09.0,Defensive rebound by M. McGary,,47-52,,
0:54.0,E. Kanter misses 2-pt shot from 4 ft,,47-52,,
0:53.0,,,47-52,,Defensive rebound by M. Gasol
0:45.0,Personal foul by A. Morrow (drawn by Z. Randolph),,47-52,,
0:45.0,,,47-52,,Z. Randolph misses free throw 1 of 2
0:45.0,,,47-52,,Offensive rebound by Team
0:45.0,K. Singler enters the game for A. Morrow,,47-52,,
0:45.0,,,47-53,1,Z. Randolph makes free throw 2 of 2
0:36.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,49-53,,
0:36.0,Shooting foul by M. Gasol (drawn by E. Kanter),,49-53,,
0:36.0,E. Kanter misses free throw 1 of 1,,49-53,,
0:36.0,,,49-53,,Defensive rebound by Team
0:25.0,,,49-55,2,B. Udrih makes 2-pt shot from 12 ft
0:01.0,E. Kanter misses 2-pt shot from 14 ft,,49-55,,
0:00.0,Offensive rebound by Team,,49-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,49-55,,Turnover by C. Lee (step out of bounds)
11:32.0,Offensive foul by E. Kanter,,49-55,,
11:32.0,Turnover by E. Kanter (offensive foul),,49-55,,
11:15.0,,,49-55,,Turnover by J. Green (bad pass)
11:01.0,D. Waiters makes 2-pt shot at rim,2,51-55,,
10:40.0,,,51-57,2,M. Gasol makes 2-pt shot from 2 ft
10:24.0,Shooting foul by M. Gasol (drawn by S. Adams),,51-57,,
10:24.0,S. Adams misses free throw 1 of 2,,51-57,,
10:24.0,Offensive rebound by Team,,51-57,,
10:24.0,S. Adams makes free throw 2 of 2,1,52-57,,
10:14.0,,,52-59,2,M. Gasol makes 2-pt shot from 4 ft
10:01.0,Turnover by R. Westbrook (bad pass),,52-59,,
9:51.0,,,52-59,,J. Green misses 3-pt shot from 24 ft
9:49.0,Defensive rebound by R. Westbrook,,52-59,,
9:38.0,R. Westbrook misses 2-pt shot from 10 ft,,52-59,,
9:35.0,Offensive rebound by E. Kanter,,52-59,,
9:33.0,E. Kanter makes 2-pt shot at rim,2,54-59,,
9:09.0,,,54-61,2,Z. Randolph makes 2-pt shot from 14 ft
8:52.0,Turnover by R. Westbrook (bad pass; steal by M. Conley),,54-61,,
8:47.0,,,54-61,,Shooting foul by K. Singler (drawn by M. Conley)
8:47.0,,,54-61,,M. Conley misses free throw 1 of 2
8:47.0,,,54-61,,Offensive rebound by Team
8:47.0,,,54-62,1,M. Conley makes free throw 2 of 2
8:33.0,E. Kanter makes 2-pt shot from 10 ft,2,56-62,,
8:14.0,Loose ball foul by R. Westbrook (drawn by M. Gasol),,56-62,,
8:05.0,,,56-62,,J. Green misses 2-pt shot from 7 ft
8:05.0,Defensive rebound by E. Kanter,,56-62,,
8:05.0,,,56-62,,Loose ball foul by Z. Randolph (drawn by E. Kanter)
7:49.0,E. Kanter makes 2-pt shot from 7 ft,2,58-62,,
7:24.0,,,58-62,,M. Conley misses 3-pt shot from 23 ft
7:23.0,Defensive rebound by D. Waiters,,58-62,,
7:10.0,D. Waiters makes 2-pt shot at rim,2,60-62,,
6:44.0,,,60-62,,M. Gasol misses 2-pt shot from 18 ft
6:43.0,Defensive rebound by K. Singler,,60-62,,
6:35.0,S. Adams makes 2-pt shot from 6 ft (assist by R. Westbrook),2,62-62,,
6:34.0,,,62-62,,Memphis full timeout
6:34.0,,,62-62,,N. Calathes enters the game for J. Green
6:17.0,,,62-62,,Z. Randolph misses 2-pt shot at rim (block by R. Westbrook)
6:15.0,,,62-62,,Offensive rebound by Z. Randolph
6:14.0,,,62-64,2,Z. Randolph makes 2-pt shot from 1 ft
5:59.0,Jump ball: M. Conley vs. K. Singler (D. Waiters gains possession),,,,Jump ball: M. Conley vs. K. Singler (D. Waiters gains possession)
5:48.0,E. Kanter makes 2-pt shot from 20 ft,2,64-64,,
5:27.0,,,64-64,,M. Gasol misses 2-pt shot from 15 ft
5:26.0,Defensive rebound by S. Adams,,64-64,,
5:19.0,D. Waiters misses 3-pt shot from 26 ft,,64-64,,
5:18.0,,,64-64,,Defensive rebound by M. Gasol
5:00.0,,,64-66,2,M. Conley makes 2-pt shot from 8 ft
4:41.0,Turnover by D. Waiters (bad pass),,64-66,,
4:28.0,,,64-66,,Turnover by Z. Randolph (lost ball; steal by K. Singler)
4:23.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,66-66,,
4:04.0,,,66-68,2,M. Gasol makes 2-pt shot from 1 ft
3:52.0,R. Westbrook misses 2-pt shot from 13 ft,,66-68,,
3:51.0,,,66-68,,Defensive rebound by Team
3:50.0,A. Morrow enters the game for K. Singler,,66-68,,
3:41.0,,,66-68,,M. Gasol misses 2-pt shot from 2 ft (block by E. Kanter)
3:40.0,Defensive rebound by S. Adams,,66-68,,
3:35.0,R. Westbrook misses 2-pt shot from 1 ft,,66-68,,
3:34.0,,,66-68,,Defensive rebound by M. Conley
3:27.0,,,66-70,2,N. Calathes makes 2-pt shot from 1 ft (assist by M. Conley)
3:09.0,E. Kanter misses 2-pt shot from 15 ft,,66-70,,
3:08.0,,,66-70,,Defensive rebound by M. Gasol
3:03.0,Personal foul by E. Kanter (drawn by Z. Randolph),,66-70,,
3:03.0,,,66-70,,K. Koufos enters the game for Z. Randolph
3:03.0,M. McGary enters the game for S. Adams,,66-70,,
2:50.0,,,66-70,,C. Lee misses 2-pt shot from 20 ft
2:48.0,Defensive rebound by A. Morrow,,66-70,,
2:45.0,,,66-70,,Personal foul by N. Calathes (drawn by R. Westbrook)
2:45.0,Oklahoma City full timeout,,66-70,,
2:45.0,D. Augustin enters the game for D. Waiters,,66-70,,
2:36.0,Turnover by A. Morrow (bad pass; steal by M. Gasol),,66-70,,
2:12.0,,,66-70,,C. Lee misses 2-pt shot from 16 ft
2:11.0,,,66-70,,Offensive rebound by K. Koufos
2:02.0,,,66-72,2,N. Calathes makes 2-pt shot from 7 ft
1:48.0,Turnover by E. Kanter (bad pass; steal by C. Lee),,66-72,,
1:35.0,,,66-72,,Turnover by M. Gasol (lost ball)
1:35.0,,,66-72,,Violation by Team (delay of game)
1:22.0,M. McGary misses 2-pt shot from 15 ft,,66-72,,
1:21.0,,,66-72,,Defensive rebound by N. Calathes
1:09.0,Personal foul by M. McGary (drawn by K. Koufos),,66-72,,
1:09.0,,,66-72,,B. Udrih enters the game for M. Conley
1:09.0,,,66-72,,J. Green enters the game for C. Lee
1:00.0,,,66-74,2,J. Green makes 2-pt shot from 7 ft
0:47.0,R. Westbrook misses 3-pt shot from 25 ft,,66-74,,
0:45.0,,,66-74,,Defensive rebound by B. Udrih
0:34.0,,,66-74,,Shooting foul by A. Morrow (drawn by M. Gasol)
0:34.0,,,66-74,,M. Gasol misses free throw 1 of 2
0:34.0,,,66-74,,Offensive rebound by Team
0:34.0,,,66-75,1,M. Gasol makes free throw 2 of 2
0:13.0,E. Kanter misses 2-pt shot at rim,,66-75,,
0:11.0,Offensive rebound by E. Kanter,,66-75,,
0:10.0,Shooting foul by J. Green (drawn by E. Kanter),,66-75,,
0:10.0,E. Kanter misses free throw 1 of 2,,66-75,,
0:10.0,Offensive rebound by Team,,66-75,,
0:10.0,,,66-75,,V. Carter enters the game for K. Koufos
0:10.0,E. Kanter makes free throw 2 of 2,1,67-75,,
0:09.0,,,67-75,,Turnover by V. Carter (bad pass; steal by A. Morrow)
0:09.0,,,67-75,,Personal foul by B. Udrih (drawn by A. Morrow)
0:09.0,A. Morrow makes free throw 1 of 2,1,68-75,,
0:09.0,K. Singler enters the game for E. Kanter,,68-75,,
0:09.0,A. Morrow makes free throw 2 of 2,1,69-75,,
0:01.0,,,69-77,2,N. Calathes makes 2-pt shot from 19 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,D. Waiters misses 2-pt shot from 2 ft,,69-77,,
11:46.0,,,69-77,,Defensive rebound by K. Koufos
11:22.0,,,69-77,,B. Udrih misses 3-pt shot from 27 ft
11:21.0,Defensive rebound by S. Adams,,69-77,,
10:58.0,D. Augustin misses 2-pt shot from 2 ft,,69-77,,
10:56.0,,,69-77,,Defensive rebound by V. Carter
10:50.0,,,69-77,,Turnover by N. Calathes (lost ball)
10:50.0,,,69-77,,Loose ball foul by N. Calathes (drawn by D. Waiters)
10:50.0,,,69-77,,M. Conley enters the game for N. Calathes
10:35.0,D. Waiters misses 2-pt shot at rim,,69-77,,
10:33.0,,,69-77,,Defensive rebound by J. Green
10:21.0,,,69-77,,V. Carter misses 3-pt shot from 26 ft
10:21.0,Defensive rebound by A. Morrow,,69-77,,
10:12.0,K. Singler misses 2-pt shot from 2 ft,,69-77,,
10:09.0,,,69-77,,Defensive rebound by K. Koufos
9:58.0,,,69-79,2,B. Udrih makes 2-pt shot from 10 ft
9:40.0,,,69-79,,Personal foul by M. Conley (drawn by D. Augustin)
9:37.0,,,69-79,,Personal foul by V. Carter (drawn by D. Augustin)
9:30.0,K. Singler makes 3-pt shot from 26 ft (assist by D. Augustin),3,72-79,,
9:11.0,,,72-79,,K. Koufos misses 2-pt shot from 7 ft
9:10.0,Defensive rebound by A. Morrow,,72-79,,
9:02.0,D. Waiters misses 2-pt shot from 1 ft,,72-79,,
8:59.0,,,72-79,,Defensive rebound by B. Udrih
8:41.0,,,72-79,,Shooting foul by K. Singler (drawn by M. Conley)
8:41.0,,,72-79,,Memphis full timeout
8:41.0,,,72-80,1,M. Conley makes free throw 1 of 2
8:41.0,,,72-81,1,M. Conley makes free throw 2 of 2
8:30.0,S. Adams misses 2-pt shot from 3 ft,,72-81,,
8:28.0,,,72-81,,Defensive rebound by K. Koufos
8:13.0,,,72-83,2,K. Koufos makes 2-pt shot from 1 ft (assist by M. Conley)
7:56.0,K. Singler makes 3-pt shot from 23 ft (assist by A. Morrow),3,75-83,,
7:41.0,,,75-83,,J. Green misses 2-pt shot from 11 ft
7:40.0,Defensive rebound by K. Singler,,75-83,,
7:22.0,A. Morrow misses 3-pt shot from 26 ft,,75-83,,
7:21.0,,,75-83,,Defensive rebound by K. Koufos
7:10.0,,,75-85,2,M. Conley makes 2-pt shot at rim
6:45.0,Turnover by A. Morrow (lost ball),,75-85,,
6:45.0,R. Westbrook enters the game for D. Augustin,,75-85,,
6:30.0,,,75-85,,K. Koufos misses 2-pt shot at rim
6:29.0,,,75-85,,Offensive rebound by K. Koufos
6:29.0,,,75-85,,K. Koufos misses 2-pt shot at rim
6:27.0,Defensive rebound by S. Adams,,75-85,,
6:13.0,R. Westbrook misses 3-pt shot from 24 ft,,75-85,,
6:11.0,Offensive rebound by S. Adams,,75-85,,
6:11.0,S. Adams makes 2-pt shot at rim,2,77-85,,
5:42.0,,,77-85,,M. Conley misses 3-pt shot from 25 ft
5:40.0,Defensive rebound by A. Morrow,,77-85,,
5:34.0,Shooting foul by K. Koufos (drawn by D. Waiters),,77-85,,
5:34.0,,,77-85,,Memphis full timeout
5:34.0,,,77-85,,C. Lee enters the game for B. Udrih
5:34.0,,,77-85,,M. Gasol enters the game for K. Koufos
5:34.0,,,77-85,,Z. Randolph enters the game for V. Carter
5:34.0,D. Waiters makes free throw 1 of 2,1,78-85,,
5:34.0,D. Waiters makes free throw 2 of 2,1,79-85,,
5:20.0,,,79-85,,J. Green misses 3-pt shot from 22 ft
5:19.0,Defensive rebound by R. Westbrook,,79-85,,
5:03.0,A. Morrow misses 3-pt shot from 25 ft,,79-85,,
5:02.0,,,79-85,,Defensive rebound by Z. Randolph
4:39.0,,,79-88,3,Z. Randolph makes 3-pt shot from 25 ft (assist by M. Gasol)
4:20.0,Turnover by R. Westbrook (bad pass; steal by M. Conley),,79-88,,
4:17.0,,,79-88,,M. Conley misses 2-pt shot from 1 ft
4:16.0,,,79-88,,Offensive rebound by C. Lee
4:16.0,,,79-88,,C. Lee misses 2-pt shot from 1 ft
4:14.0,Defensive rebound by A. Morrow,,79-88,,
4:04.0,A. Morrow makes 2-pt shot from 18 ft (assist by D. Waiters),2,81-88,,
3:41.0,,,81-90,2,M. Gasol makes 2-pt shot from 11 ft (assist by Z. Randolph)
3:29.0,Shooting foul by J. Green (drawn by R. Westbrook),,81-90,,
3:29.0,R. Westbrook makes free throw 1 of 2,1,82-90,,
3:29.0,E. Kanter enters the game for K. Singler,,82-90,,
3:29.0,R. Westbrook makes free throw 2 of 2,1,83-90,,
3:14.0,,,83-92,2,J. Green makes 2-pt shot from 9 ft
