time,New York,pts.away,score,pts.home,Toronto
0:48.0,,,20-25,,Offensive rebound by A. Johnson
0:45.0,,,20-25,,L. Williams misses 2-pt shot from 1 ft
0:43.0,Defensive rebound by J. Smith,,20-25,,
0:39.0,A. Shved makes 2-pt shot from 1 ft (assist by S. Larkin),2,22-25,,
0:26.0,Personal foul by J. Smith (drawn by A. Johnson),,22-25,,
0:26.0,,,22-25,,Technical foul by L. Williams
0:26.0,A. Shved makes technical free throw,1,23-25,,
0:26.0,,,23-25,,A. Johnson misses free throw 1 of 2
0:26.0,,,23-25,,Offensive rebound by Team
0:26.0,R. Ledo enters the game for L. Thomas,,23-25,,
0:26.0,,,23-25,,A. Johnson misses free throw 2 of 2
0:25.0,,,23-25,,Offensive rebound by A. Johnson
0:23.0,,,23-25,,A. Johnson misses 2-pt shot from 3 ft
0:23.0,,,23-25,,Offensive rebound by Team
0:11.0,,,23-25,,L. Williams misses 2-pt shot from 1 ft
0:11.0,,,23-25,,Offensive rebound by D. DeRozan
0:10.0,,,23-27,2,D. DeRozan makes 2-pt shot at rim
0:02.0,Turnover by S. Larkin (step out of bounds),,23-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,J. Smith misses 2-pt shot from 19 ft,,23-27,,
11:39.0,Offensive rebound by T. Wear,,23-27,,
11:39.0,T. Wear misses 2-pt shot from 2 ft,,23-27,,
11:39.0,Offensive rebound by Team,,23-27,,
11:39.0,,,23-27,,Loose ball foul by P. Patterson (drawn by Q. Acy)
11:30.0,Turnover by R. Ledo (step out of bounds),,23-27,,
11:22.0,Shooting block foul by R. Ledo (drawn by G. Vasquez),,23-27,,
11:22.0,,,23-28,1,G. Vasquez makes free throw 1 of 2
11:22.0,,,23-29,1,G. Vasquez makes free throw 2 of 2
11:06.0,Shooting foul by T. Hansbrough (drawn by Q. Acy),,23-29,,
11:06.0,Q. Acy makes free throw 1 of 2,1,24-29,,
11:06.0,Q. Acy misses free throw 2 of 2,,24-29,,
11:05.0,,,24-29,,Defensive rebound by T. Hansbrough
10:53.0,,,24-31,2,T. Hansbrough makes 2-pt shot from 2 ft (assist by L. Williams)
10:53.0,,,24-31,,Shooting foul by J. Smith (drawn by T. Hansbrough)
10:53.0,,,24-32,1,T. Hansbrough makes free throw 1 of 1
10:36.0,S. Larkin makes 3-pt shot from 24 ft (assist by R. Ledo),3,27-32,,
10:20.0,,,27-34,2,T. Hansbrough makes 2-pt shot from 5 ft (assist by J. Johnson)
10:01.0,Q. Acy misses 2-pt shot from 6 ft,,27-34,,
10:00.0,,,27-34,,Defensive rebound by P. Patterson
10:00.0,Personal foul by J. Smith (drawn by T. Hansbrough),,27-34,,
9:48.0,,,27-37,3,L. Williams makes 3-pt shot from 24 ft
9:47.0,New York full timeout,,27-37,,
9:47.0,L. Thomas enters the game for J. Smith,,27-37,,
9:47.0,A. Bargnani enters the game for T. Wear,,27-37,,
9:47.0,L. Galloway enters the game for R. Ledo,,27-37,,
9:32.0,L. Thomas makes 2-pt shot from 20 ft (assist by L. Galloway),2,29-37,,
9:18.0,,,29-37,,L. Williams misses 3-pt shot from 23 ft
9:16.0,Defensive rebound by Q. Acy,,29-37,,
8:56.0,Q. Acy makes 2-pt shot from 17 ft (assist by S. Larkin),2,31-37,,
8:36.0,,,31-39,2,T. Hansbrough makes 2-pt shot from 2 ft (assist by G. Vasquez)
8:23.0,Turnover by L. Thomas (bad pass; steal by J. Johnson),,31-39,,
8:17.0,,,31-41,2,J. Johnson makes 2-pt shot from 9 ft
7:52.0,L. Thomas misses 2-pt shot from 20 ft,,31-41,,
7:51.0,,,31-41,,Defensive rebound by J. Johnson
7:43.0,,,31-43,2,T. Hansbrough makes 2-pt shot from 1 ft (assist by J. Johnson)
7:26.0,L. Galloway misses 2-pt shot from 19 ft,,31-43,,
7:25.0,Offensive rebound by L. Thomas,,31-43,,
7:24.0,Shooting foul by J. Johnson (drawn by L. Thomas),,31-43,,
7:24.0,L. Thomas misses free throw 1 of 2,,31-43,,
7:24.0,Offensive rebound by Team,,31-43,,
7:24.0,,,31-43,,D. DeRozan enters the game for L. Williams
7:24.0,L. Thomas misses free throw 2 of 2,,31-43,,
7:23.0,,,31-43,,Defensive rebound by T. Hansbrough
7:22.0,Technical foul by Team,,31-43,,
7:22.0,,,31-44,1,D. DeRozan makes technical free throw
7:05.0,,,31-46,2,J. Johnson makes 2-pt shot from 1 ft
7:05.0,,,31-46,,Shooting foul by Q. Acy (drawn by J. Johnson)
7:05.0,A. Shved enters the game for S. Larkin,,31-46,,
7:05.0,L. Amundson enters the game for Q. Acy,,31-46,,
7:05.0,,,31-47,1,J. Johnson makes free throw 1 of 1
6:45.0,,,31-47,,Personal foul by J. Johnson (drawn by A. Shved)
6:30.0,L. Amundson misses 2-pt shot from 17 ft,,31-47,,
6:28.0,,,31-47,,Defensive rebound by T. Hansbrough
6:17.0,,,31-47,,T. Hansbrough misses 2-pt shot from 1 ft
6:16.0,,,31-47,,Offensive rebound by J. Johnson
6:16.0,,,31-47,,Turnover by J. Johnson (lost ball; steal by L. Galloway)
6:16.0,,,31-47,,Loose ball foul by J. Johnson (drawn by L. Galloway)
6:16.0,L. Thomas makes free throw 1 of 2,1,32-47,,
6:16.0,,,32-47,,T. Ross enters the game for J. Johnson
6:16.0,,,32-47,,J. Valanciunas enters the game for T. Hansbrough
6:16.0,L. Thomas makes free throw 2 of 2,1,33-47,,
5:50.0,,,33-47,,D. DeRozan misses 2-pt shot from 20 ft
5:50.0,Defensive rebound by Team,,33-47,,
5:50.0,,,33-47,,Loose ball foul by J. Valanciunas (drawn by L. Amundson)
5:50.0,Official timeout,,33-47,,
5:50.0,L. Amundson misses free throw 1 of 2,,33-47,,
5:50.0,Offensive rebound by Team,,33-47,,
5:50.0,L. Amundson misses free throw 2 of 2,,33-47,,
5:49.0,,,33-47,,Defensive rebound by J. Valanciunas
5:33.0,,,33-47,,P. Patterson misses 2-pt shot from 17 ft
5:32.0,,,33-47,,Offensive rebound by P. Patterson
5:22.0,,,33-47,,Turnover by G. Vasquez (bad pass; steal by L. Galloway)
5:17.0,Turnover by L. Galloway (lost ball),,33-47,,
4:58.0,,,33-47,,Turnover by G. Vasquez (bad pass; steal by L. Amundson)
4:47.0,Turnover by A. Shved (bad pass; steal by T. Ross),,33-47,,
4:41.0,,,33-49,2,G. Vasquez makes 2-pt shot from 1 ft (assist by J. Valanciunas)
4:17.0,L. Thomas makes 2-pt shot from 19 ft,2,35-49,,
3:59.0,,,35-49,,J. Valanciunas misses 2-pt shot from 4 ft (block by A. Bargnani)
3:57.0,,,35-49,,Offensive rebound by T. Ross
3:52.0,,,35-49,,P. Patterson misses 3-pt shot from 24 ft
3:51.0,Defensive rebound by A. Shved,,35-49,,
3:39.0,A. Bargnani makes 2-pt shot from 20 ft (assist by A. Shved),2,37-49,,
3:33.0,,,37-49,,Toronto full timeout
3:33.0,,,37-49,,L. Williams enters the game for G. Vasquez
3:33.0,,,37-49,,A. Johnson enters the game for P. Patterson
3:24.0,,,37-51,2,A. Johnson makes 2-pt shot at rim (assist by J. Valanciunas)
3:05.0,A. Bargnani misses 2-pt shot from 19 ft,,37-51,,
3:02.0,Offensive rebound by L. Amundson,,37-51,,
2:48.0,L. Galloway misses 3-pt shot from 25 ft,,37-51,,
2:47.0,,,37-51,,Defensive rebound by A. Johnson
2:32.0,,,37-51,,Turnover by A. Johnson (offensive goaltending)
2:15.0,A. Shved misses 2-pt shot from 19 ft,,37-51,,
2:14.0,,,37-51,,Defensive rebound by Team
2:04.0,,,37-51,,Shooting foul by L. Galloway (drawn by D. DeRozan)
2:04.0,,,37-52,1,D. DeRozan makes free throw 1 of 2
2:04.0,S. Larkin enters the game for A. Shved,,37-52,,
2:04.0,,,37-53,1,D. DeRozan makes free throw 2 of 2
1:45.0,A. Bargnani misses 2-pt shot from 14 ft,,37-53,,
1:43.0,,,37-53,,Defensive rebound by J. Valanciunas
1:28.0,,,37-53,,Turnover by A. Johnson (lost ball; steal by L. Amundson)
1:20.0,L. Galloway misses 2-pt shot from 1 ft,,37-53,,
1:18.0,Offensive rebound by L. Amundson,,37-53,,
1:14.0,L. Thomas misses 2-pt shot from 21 ft,,37-53,,
1:13.0,,,37-53,,Defensive rebound by J. Valanciunas
1:02.0,,,37-53,,Shooting foul by L. Galloway (drawn by L. Williams)
1:02.0,,,37-54,1,L. Williams makes free throw 1 of 2
1:02.0,,,37-54,,L. Williams misses free throw 2 of 2
1:01.0,Defensive rebound by L. Amundson,,37-54,,
0:47.0,Shooting foul by T. Ross (drawn by A. Bargnani),,37-54,,
0:47.0,A. Bargnani makes free throw 1 of 2,1,38-54,,
0:47.0,A. Bargnani makes free throw 2 of 2,1,39-54,,
0:37.0,,,39-54,,L. Williams misses 2-pt shot from 19 ft
0:35.0,,,39-54,,Offensive rebound by J. Valanciunas
0:33.0,,,39-54,,J. Valanciunas misses 2-pt shot from 2 ft (block by L. Amundson)
0:31.0,Defensive rebound by S. Larkin,,39-54,,
0:07.0,A. Bargnani makes 2-pt shot from 20 ft (assist by L. Galloway),2,41-54,,
0:00.0,,,41-56,2,D. DeRozan makes 2-pt shot from 18 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,A. Bargnani makes 2-pt shot from 11 ft (assist by L. Amundson),2,43-56,,
11:21.0,,,43-58,2,G. Vasquez makes 2-pt shot from 1 ft
11:03.0,Offensive charge foul by L. Amundson,,43-58,,
11:03.0,Turnover by L. Amundson (offensive foul),,43-58,,
10:51.0,,,43-58,,Turnover by A. Johnson (bad pass; steal by L. Thomas)
10:39.0,L. Thomas makes 2-pt shot from 7 ft,2,45-58,,
10:17.0,,,45-58,,T. Ross misses 2-pt shot from 13 ft
10:16.0,Defensive rebound by L. Amundson,,45-58,,
10:08.0,L. Thomas makes 3-pt shot from 22 ft (assist by S. Larkin),3,48-58,,
9:54.0,Personal foul by S. Larkin (drawn by A. Johnson),,48-58,,
9:41.0,,,48-58,,D. DeRozan misses 2-pt shot from 6 ft
9:40.0,Defensive rebound by L. Thomas,,48-58,,
9:16.0,A. Bargnani misses 2-pt shot from 2 ft,,48-58,,
9:16.0,Offensive rebound by Team,,48-58,,
9:16.0,Turnover by Team (shot clock),,48-58,,
9:07.0,,,48-58,,D. DeRozan misses 2-pt shot from 22 ft
9:06.0,Defensive rebound by L. Galloway,,48-58,,
9:01.0,L. Galloway makes 2-pt shot from 2 ft,2,50-58,,
9:01.0,,,50-58,,Toronto full timeout
8:54.0,Personal foul by L. Amundson (drawn by J. Valanciunas),,50-58,,
8:39.0,,,50-60,2,J. Valanciunas makes 2-pt shot from 3 ft
8:19.0,,,50-60,,Personal foul by A. Johnson (drawn by S. Larkin)
8:19.0,Technical foul by L. Amundson,,50-60,,
8:19.0,,,50-61,1,D. DeRozan makes technical free throw
8:05.0,L. Galloway misses 3-pt shot from 24 ft,,50-61,,
8:04.0,,,50-61,,Defensive rebound by D. DeRozan
7:54.0,,,50-61,,A. Johnson misses 3-pt shot from 24 ft
7:52.0,Defensive rebound by L. Amundson,,50-61,,
7:44.0,L. Galloway misses 2-pt shot from 1 ft,,50-61,,
7:43.0,Offensive rebound by L. Amundson,,50-61,,
7:41.0,L. Amundson misses 2-pt shot from 1 ft (block by J. Valanciunas),,50-61,,
7:40.0,,,50-61,,Defensive rebound by A. Johnson
7:32.0,,,50-61,,J. Valanciunas misses 2-pt shot from 1 ft
7:31.0,Defensive rebound by L. Amundson,,50-61,,
7:23.0,A. Bargnani misses 2-pt shot from 18 ft,,50-61,,
7:22.0,,,50-61,,Defensive rebound by D. DeRozan
7:10.0,,,50-63,2,G. Vasquez makes 2-pt shot from 3 ft (assist by D. DeRozan)
6:49.0,,,50-63,,Violation by G. Vasquez (kicked ball)
6:49.0,C. Aldrich enters the game for L. Amundson,,50-63,,
6:37.0,L. Thomas misses 2-pt shot from 7 ft,,50-63,,
6:36.0,,,50-63,,Defensive rebound by J. Valanciunas
6:21.0,,,50-63,,Shooting foul by S. Larkin (drawn by J. Valanciunas)
6:21.0,,,50-64,1,J. Valanciunas makes free throw 1 of 2
6:21.0,,,50-64,,P. Patterson enters the game for A. Johnson
6:21.0,,,50-65,1,J. Valanciunas makes free throw 2 of 2
6:01.0,C. Aldrich misses 2-pt shot from 9 ft,,50-65,,
6:00.0,,,50-65,,Defensive rebound by J. Valanciunas
5:49.0,,,50-67,2,J. Valanciunas makes 2-pt shot at rim (assist by P. Patterson)
5:31.0,Shooting foul by J. Valanciunas (drawn by L. Thomas),,50-67,,
5:31.0,L. Thomas makes free throw 1 of 2,1,51-67,,
5:31.0,J. Smith enters the game for A. Bargnani,,51-67,,
5:31.0,L. Thomas makes free throw 2 of 2,1,52-67,,
5:25.0,Personal foul by J. Smith (drawn by P. Patterson),,52-67,,
5:25.0,,,52-67,,L. Williams enters the game for T. Ross
5:21.0,,,52-67,,Offensive foul by J. Valanciunas
5:21.0,,,52-67,,Turnover by J. Valanciunas (offensive foul)
5:08.0,L. Galloway misses 3-pt shot from 25 ft,,52-67,,
5:07.0,,,52-67,,Defensive rebound by J. Valanciunas
4:53.0,,,52-67,,Turnover by P. Patterson (bad pass)
4:53.0,,,52-67,,T. Hansbrough enters the game for J. Valanciunas
4:43.0,L. Thomas makes 2-pt shot from 9 ft,2,54-67,,
4:17.0,,,54-67,,G. Vasquez misses 3-pt shot from 24 ft
4:16.0,Defensive rebound by C. Aldrich,,54-67,,
4:13.0,Turnover by S. Larkin (bad pass),,54-67,,
3:59.0,,,54-67,,L. Williams misses 3-pt shot from 24 ft
3:57.0,,,54-67,,Offensive rebound by T. Hansbrough
3:50.0,,,54-69,2,G. Vasquez makes 2-pt shot from 8 ft
3:36.0,S. Larkin makes 3-pt shot from 24 ft (assist by L. Galloway),3,57-69,,
3:17.0,,,57-71,2,T. Hansbrough makes 2-pt shot from 1 ft (assist by L. Williams)
3:17.0,,,57-71,,Shooting foul by L. Thomas (drawn by T. Hansbrough)
3:17.0,,,57-72,1,T. Hansbrough makes free throw 1 of 1
3:05.0,C. Aldrich makes 2-pt shot at rim (assist by S. Larkin),2,59-72,,
2:46.0,,,59-74,2,G. Vasquez makes 2-pt shot from 11 ft (assist by D. DeRozan)
2:31.0,Turnover by J. Smith (bad pass; steal by P. Patterson),,59-74,,
2:13.0,,,59-74,,D. DeRozan misses 2-pt shot from 21 ft
2:12.0,Defensive rebound by C. Aldrich,,59-74,,
1:54.0,J. Smith makes 3-pt shot from 23 ft (assist by L. Galloway),3,62-74,,
1:31.0,,,62-74,,Turnover by T. Hansbrough (lost ball; steal by C. Aldrich)
1:23.0,New York full timeout,,62-74,,
1:05.0,S. Larkin misses 3-pt shot from 23 ft,,62-74,,
1:03.0,,,62-74,,Defensive rebound by P. Patterson
0:48.0,,,62-74,,L. Williams misses 2-pt shot from 16 ft
0:47.0,Defensive rebound by C. Aldrich,,62-74,,
0:39.0,L. Galloway makes 2-pt shot from 2 ft,2,64-74,,
0:36.0,,,64-74,,Turnover by G. Vasquez (bad pass)
0:31.0,,,64-74,,Personal block foul by T. Hansbrough (drawn by S. Larkin)
0:24.0,C. Aldrich makes 2-pt shot from 6 ft (assist by L. Galloway),2,66-74,,
0:00.0,,,66-74,,Turnover by D. DeRozan (bad pass; steal by J. Smith)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,66-74,,J. Johnson misses 2-pt shot from 19 ft
11:39.0,Defensive rebound by S. Larkin,,66-74,,
11:32.0,S. Larkin misses 2-pt shot from 2 ft,,66-74,,
11:31.0,,,66-74,,Defensive rebound by P. Patterson
11:21.0,,,66-74,,Shooting foul by C. Aldrich (drawn by T. Hansbrough)
11:21.0,,,66-76,2,T. Hansbrough makes 2-pt shot from 1 ft (assist by P. Patterson)
11:21.0,T. Wear enters the game for L. Thomas,,66-76,,
11:21.0,,,66-76,,T. Hansbrough misses free throw 1 of 1
11:21.0,Defensive rebound by J. Smith,,66-76,,
10:58.0,S. Larkin misses 3-pt shot from 24 ft,,66-76,,
10:57.0,Offensive rebound by T. Wear,,66-76,,
10:41.0,C. Aldrich misses 2-pt shot from 8 ft,,66-76,,
10:40.0,,,66-76,,Defensive rebound by J. Johnson
10:27.0,,,66-78,2,L. Williams makes 2-pt shot from 4 ft
10:12.0,R. Ledo makes 3-pt shot from 25 ft (assist by S. Larkin),3,69-78,,
9:51.0,,,69-78,,L. Williams misses 2-pt shot from 2 ft
9:50.0,Defensive rebound by S. Larkin,,69-78,,
9:46.0,R. Ledo makes 2-pt shot from 2 ft (assist by S. Larkin),2,71-78,,
9:46.0,Shooting foul by T. Ross (drawn by R. Ledo),,71-78,,
9:46.0,R. Ledo makes free throw 1 of 1,1,72-78,,
9:31.0,,,72-80,2,T. Ross makes 2-pt shot from 14 ft
9:31.0,,,72-80,,Shooting foul by R. Ledo (drawn by T. Ross)
9:31.0,,,72-81,1,T. Ross makes free throw 1 of 1
9:16.0,C. Aldrich misses 2-pt shot from 8 ft,,72-81,,
9:15.0,,,72-81,,Defensive rebound by T. Ross
9:01.0,,,72-81,,Shooting foul by C. Aldrich (drawn by T. Hansbrough)
9:01.0,,,72-82,1,T. Hansbrough makes free throw 1 of 2
9:01.0,New York full timeout,,72-82,,
9:01.0,A. Bargnani enters the game for C. Aldrich,,72-82,,
9:01.0,L. Galloway enters the game for S. Larkin,,72-82,,
9:01.0,,,72-83,1,T. Hansbrough makes free throw 2 of 2
8:46.0,R. Ledo misses 2-pt shot from 5 ft,,72-83,,
8:46.0,,,72-83,,Defensive rebound by T. Hansbrough
8:28.0,,,72-85,2,L. Williams makes 2-pt shot from 15 ft (assist by P. Patterson)
8:10.0,R. Ledo misses 2-pt shot from 3 ft,,72-85,,
8:09.0,,,72-85,,Defensive rebound by P. Patterson
8:04.0,,,72-85,,Shooting foul by R. Ledo (drawn by L. Williams)
8:04.0,,,72-86,1,L. Williams makes free throw 1 of 3
8:04.0,,,72-87,1,L. Williams makes free throw 2 of 3
8:04.0,S. Larkin enters the game for R. Ledo,,72-87,,
8:04.0,,,72-88,1,L. Williams makes free throw 3 of 3
7:40.0,A. Bargnani misses 2-pt shot from 11 ft,,72-88,,
7:39.0,,,72-88,,Defensive rebound by J. Johnson
7:31.0,,,72-90,2,J. Johnson makes 2-pt shot from 2 ft
7:18.0,L. Galloway makes 3-pt shot from 25 ft (assist by T. Wear),3,75-90,,
7:04.0,,,75-90,,P. Patterson misses 3-pt shot from 24 ft
7:03.0,Defensive rebound by T. Wear,,75-90,,
6:37.0,T. Wear misses 2-pt shot from 22 ft,,75-90,,
6:36.0,,,75-90,,Defensive rebound by L. Williams
6:23.0,,,75-92,2,T. Hansbrough makes 2-pt shot from 2 ft (assist by J. Johnson)
6:04.0,J. Smith misses 3-pt shot from 22 ft,,75-92,,
6:03.0,,,75-92,,Defensive rebound by P. Patterson
5:56.0,,,75-92,,Turnover by J. Johnson (lost ball)
5:56.0,Official timeout,,75-92,,
5:56.0,,,75-92,,D. DeRozan enters the game for T. Ross
5:56.0,L. Thomas enters the game for T. Wear,,75-92,,
5:45.0,L. Galloway misses 3-pt shot from 24 ft,,75-92,,
5:44.0,,,75-92,,Defensive rebound by D. DeRozan
5:36.0,,,75-92,,Turnover by D. DeRozan (lost ball; steal by S. Larkin)
5:32.0,L. Galloway makes 2-pt shot from 18 ft (assist by S. Larkin),2,77-92,,
5:04.0,,,77-92,,Turnover by L. Williams (lost ball; steal by S. Larkin)
4:56.0,L. Thomas makes 2-pt shot from 2 ft (assist by S. Larkin),2,79-92,,
4:55.0,,,79-92,,Toronto full timeout
4:55.0,,,79-92,,J. Valanciunas enters the game for J. Johnson
4:55.0,,,79-92,,G. Vasquez enters the game for T. Hansbrough
4:42.0,,,79-94,2,D. DeRozan makes 2-pt shot from 15 ft
4:23.0,A. Bargnani makes 2-pt shot from 11 ft (assist by J. Smith),2,81-94,,
4:05.0,,,81-97,3,D. DeRozan makes 3-pt shot from 22 ft (assist by P. Patterson)
3:50.0,L. Galloway misses 3-pt shot from 24 ft,,81-97,,
3:49.0,,,81-97,,Defensive rebound by P. Patterson
3:35.0,,,81-99,2,L. Williams makes 2-pt shot from 1 ft
3:17.0,J. Smith misses 2-pt shot from 20 ft,,81-99,,
3:16.0,,,81-99,,Defensive rebound by P. Patterson
3:11.0,Personal foul by A. Bargnani (drawn by J. Valanciunas),,81-99,,
3:11.0,,,81-100,1,J. Valanciunas makes free throw 1 of 2
3:11.0,,,81-100,,A. Johnson enters the game for P. Patterson
3:11.0,,,81-101,1,J. Valanciunas makes free throw 2 of 2
3:03.0,,,81-101,,Personal foul by G. Vasquez (drawn by L. Galloway)
2:52.0,L. Thomas makes 3-pt shot from 22 ft (assist by A. Bargnani),3,84-101,,
2:37.0,,,84-103,2,D. DeRozan makes 2-pt shot at rim (assist by A. Johnson)
2:24.0,S. Larkin makes 3-pt shot from 24 ft (assist by L. Thomas),3,87-103,,
1:58.0,,,87-103,,J. Valanciunas misses 2-pt shot from 9 ft
1:57.0,Defensive rebound by J. Smith,,87-103,,
1:51.0,Turnover by S. Larkin (lost ball; steal by A. Johnson),,87-103,,
1:35.0,,,87-103,,Shooting foul by A. Bargnani (drawn by J. Valanciunas)
1:35.0,,,87-105,2,J. Valanciunas makes 2-pt shot from 4 ft
