time,Golden State,pts.away,score,pts.home,Sacramento
4:01.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,17-22,,
3:35.0,,,17-22,,D. Cousins misses 2-pt shot from 16 ft
3:35.0,Defensive rebound by S. Curry,,17-22,,
3:33.0,,,17-22,,Personal foul by D. Cousins (drawn by S. Curry)
3:33.0,,,17-22,,Q. Miller enters the game for D. Williams
3:33.0,D. Lee enters the game for D. Green,,17-22,,
3:33.0,,,17-22,,J. Thompson enters the game for R. Gay
3:17.0,A. Bogut makes 2-pt shot from 7 ft,2,19-22,,
2:58.0,,,19-22,,D. Collison misses 2-pt shot from 15 ft
2:57.0,Defensive rebound by K. Thompson,,19-22,,
2:45.0,Offensive charge foul by D. Lee,,19-22,,
2:45.0,Turnover by D. Lee (offensive foul),,19-22,,
2:45.0,Golden State full timeout,,19-22,,
2:45.0,L. Barbosa enters the game for K. Thompson,,19-22,,
2:23.0,,,19-22,,D. Cousins misses 2-pt shot from 5 ft
2:22.0,Defensive rebound by S. Curry,,19-22,,
2:14.0,Turnover by S. Curry (bad pass; steal by B. McLemore),,19-22,,
2:06.0,,,19-22,,D. Cousins misses 2-pt shot from 2 ft
2:05.0,Defensive rebound by A. Bogut,,19-22,,
2:00.0,Shooting foul by D. Collison (drawn by S. Curry),,19-22,,
2:00.0,S. Curry makes free throw 1 of 2,1,20-22,,
2:00.0,S. Curry makes free throw 2 of 2,1,21-22,,
1:44.0,,,21-22,,Q. Miller misses 2-pt shot from 3 ft
1:43.0,Defensive rebound by A. Bogut,,21-22,,
1:24.0,A. Iguodala makes 2-pt shot from 9 ft (assist by A. Bogut),2,23-22,,
1:12.0,,,23-22,,D. Collison misses 3-pt shot from 26 ft
1:11.0,Defensive rebound by L. Barbosa,,23-22,,
1:06.0,,,23-22,,Personal foul by D. Collison (drawn by S. Curry)
1:06.0,S. Curry makes free throw 1 of 2,1,24-22,,
1:06.0,,,24-22,,R. Sessions enters the game for D. Collison
1:06.0,S. Curry makes free throw 2 of 2,1,25-22,,
0:54.0,Personal foul by L. Barbosa (drawn by B. McLemore),,25-22,,
0:48.0,,,25-22,,J. Thompson misses 2-pt shot from 2 ft (block by A. Bogut)
0:47.0,Defensive rebound by L. Barbosa,,25-22,,
0:45.0,Shooting foul by R. Sessions (drawn by A. Iguodala),,25-22,,
0:45.0,A. Iguodala makes free throw 1 of 2,1,26-22,,
0:45.0,M. Speights enters the game for A. Bogut,,26-22,,
0:45.0,A. Iguodala misses free throw 2 of 2,,26-22,,
0:45.0,,,26-22,,Defensive rebound by D. Cousins
0:29.0,,,26-22,,Turnover by D. Cousins (traveling)
0:10.0,D. Lee makes 2-pt shot at rim (assist by M. Speights),2,28-22,,
0:00.0,,,28-22,,R. Sessions misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by Team,,28-22,,
0:00.0,,,28-22,,Loose ball foul by J. Thompson (drawn by M. Speights)
0:00.0,M. Speights misses free throw 1 of 2,,28-22,,
0:00.0,Offensive rebound by Team,,28-22,,
0:00.0,M. Speights makes free throw 2 of 2,1,29-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,M. Speights makes 2-pt shot at rim (assist by L. Barbosa),2,31-22,,
11:25.0,,,31-22,,C. Landry misses 2-pt shot from 3 ft (block by D. Lee)
11:23.0,Defensive rebound by D. Lee,,31-22,,
11:13.0,L. Barbosa misses 2-pt shot from 19 ft,,31-22,,
11:12.0,,,31-22,,Defensive rebound by C. Landry
11:01.0,,,31-22,,J. Thompson misses 2-pt shot from 12 ft
11:01.0,Defensive rebound by D. Lee,,31-22,,
10:48.0,A. Iguodala misses 2-pt shot from 9 ft,,31-22,,
10:48.0,,,31-22,,Defensive rebound by Team
10:36.0,,,31-22,,Turnover by C. Landry (lost ball; steal by D. Lee)
10:31.0,L. Barbosa makes 2-pt shot from 3 ft,2,33-22,,
10:19.0,,,33-22,,Turnover by R. Gay (bad pass; steal by D. Lee)
10:16.0,A. Iguodala makes 2-pt shot at rim (assist by D. Lee),2,35-22,,
10:16.0,,,35-22,,Sacramento full timeout
10:03.0,,,35-22,,Turnover by O. Casspi (lost ball; steal by L. Barbosa)
9:59.0,A. Iguodala makes 2-pt shot at rim (assist by L. Barbosa),2,37-22,,
9:38.0,,,37-24,2,J. Thompson makes 2-pt shot from 6 ft (assist by R. Gay)
9:28.0,L. Barbosa makes 3-pt shot from 25 ft (assist by S. Livingston),3,40-24,,
9:11.0,,,40-24,,Shooting foul by M. Speights (drawn by R. Sessions)
9:11.0,,,40-24,,R. Sessions misses free throw 1 of 2
9:11.0,,,40-24,,Offensive rebound by Team
9:11.0,,,40-24,,D. Cousins enters the game for O. Casspi
9:11.0,,,40-24,,B. McLemore enters the game for C. Landry
9:11.0,,,40-25,1,R. Sessions makes free throw 2 of 2
8:59.0,A. Iguodala makes 2-pt shot at rim,2,42-25,,
8:40.0,,,42-25,,B. McLemore misses 2-pt shot from 6 ft
8:39.0,Defensive rebound by M. Speights,,42-25,,
8:31.0,M. Speights misses 2-pt shot from 1 ft,,42-25,,
8:30.0,Offensive rebound by M. Speights,,42-25,,
8:30.0,M. Speights misses 2-pt shot from 1 ft,,42-25,,
8:29.0,,,42-25,,Defensive rebound by J. Thompson
8:20.0,,,42-27,2,R. Gay makes 2-pt shot from 7 ft (assist by R. Sessions)
8:03.0,D. Lee makes 2-pt shot from 20 ft (assist by M. Speights),2,44-27,,
7:42.0,,,44-27,,R. Sessions misses 3-pt shot from 23 ft
7:42.0,,,44-27,,Offensive rebound by Team
7:42.0,,,44-27,,D. Collison enters the game for R. Sessions
7:34.0,,,44-27,,D. Cousins misses 2-pt shot from 20 ft
7:34.0,Defensive rebound by D. Lee,,44-27,,
7:22.0,A. Iguodala misses 3-pt shot from 24 ft,,44-27,,
7:21.0,,,44-27,,Defensive rebound by J. Thompson
7:15.0,,,44-29,2,D. Cousins makes 2-pt shot from 1 ft (assist by D. Collison)
7:15.0,,,44-29,,Shooting foul by D. Lee (drawn by D. Cousins)
7:15.0,,,44-30,1,D. Cousins makes free throw 1 of 1
6:53.0,L. Barbosa misses 3-pt shot from 24 ft,,44-30,,
6:52.0,Offensive rebound by S. Livingston,,44-30,,
6:42.0,M. Speights makes 2-pt shot from 18 ft (assist by S. Livingston),2,46-30,,
6:26.0,,,46-32,2,D. Cousins makes 2-pt shot from 2 ft (assist by B. McLemore)
6:14.0,M. Speights makes 2-pt shot from 15 ft (assist by S. Livingston),2,48-32,,
6:06.0,Personal foul by M. Speights (drawn by D. Cousins),,48-32,,
6:06.0,K. Thompson enters the game for L. Barbosa,,48-32,,
6:00.0,,,48-32,,Shooting foul by D. Lee (drawn by J. Thompson)
6:00.0,,,48-33,1,J. Thompson makes free throw 1 of 2
6:00.0,D. Green enters the game for D. Lee,,48-33,,
6:00.0,,,48-34,1,J. Thompson makes free throw 2 of 2
5:44.0,M. Speights makes 2-pt shot from 18 ft (assist by S. Livingston),2,50-34,,
5:26.0,,,50-34,,D. Cousins misses 2-pt shot from 17 ft
5:26.0,Defensive rebound by A. Iguodala,,50-34,,
5:21.0,M. Speights makes 2-pt shot from 2 ft (assist by A. Iguodala),2,52-34,,
5:00.0,,,52-36,2,R. Gay makes 2-pt shot from 14 ft
4:50.0,M. Speights misses 2-pt shot from 17 ft,,52-36,,
4:50.0,,,52-36,,Defensive rebound by B. McLemore
4:41.0,,,52-38,2,D. Collison makes 2-pt shot from 15 ft
4:34.0,Golden State full timeout,,52-38,,
4:34.0,A. Bogut enters the game for M. Speights,,52-38,,
4:34.0,S. Curry enters the game for S. Livingston,,52-38,,
4:25.0,H. Barnes enters the game for A. Iguodala,,52-38,,
4:24.0,,,52-38,,Personal foul by B. McLemore (drawn by K. Thompson)
4:16.0,S. Curry misses 2-pt shot from 16 ft,,52-38,,
4:16.0,,,52-38,,Defensive rebound by J. Thompson
4:02.0,,,52-38,,R. Gay misses 2-pt shot from 16 ft
4:01.0,Defensive rebound by A. Bogut,,52-38,,
3:45.0,S. Curry makes 2-pt shot from 1 ft (assist by A. Bogut),2,54-38,,
3:32.0,,,54-40,2,D. Collison makes 2-pt shot from 16 ft
3:25.0,Shooting foul by D. Collison (drawn by S. Curry),,54-40,,
3:25.0,S. Curry makes free throw 1 of 2,1,55-40,,
3:25.0,,,55-40,,R. McCallum enters the game for D. Collison
3:25.0,S. Curry makes free throw 2 of 2,1,56-40,,
3:04.0,,,56-40,,R. Gay misses 2-pt shot from 11 ft
3:03.0,,,56-40,,Offensive rebound by J. Thompson
3:03.0,,,56-40,,J. Thompson misses 2-pt shot at rim
3:02.0,,,56-40,,Offensive rebound by J. Thompson
3:02.0,,,56-40,,Turnover by J. Thompson (lost ball)
2:51.0,,,56-40,,Personal foul by J. Thompson (drawn by D. Green)
2:51.0,Official timeout,,56-40,,
2:51.0,,,56-40,,D. Williams enters the game for J. Thompson
2:46.0,S. Curry misses 2-pt shot from 6 ft,,56-40,,
2:45.0,,,56-40,,Defensive rebound by R. Gay
2:25.0,,,56-40,,Turnover by R. McCallum (bad pass; steal by D. Green)
2:21.0,H. Barnes makes 2-pt shot at rim (assist by S. Curry),2,58-40,,
2:01.0,,,58-40,,D. Cousins misses 2-pt shot from 1 ft
2:01.0,Defensive rebound by D. Green,,58-40,,
1:51.0,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green),3,61-40,,
1:34.0,,,61-40,,Turnover by R. Gay (bad pass; steal by D. Green)
1:34.0,,,61-40,,Personal foul by R. Gay (drawn by D. Green)
1:25.0,A. Bogut makes 2-pt shot at rim (assist by S. Curry),2,63-40,,
1:02.0,,,63-40,,Shooting foul by H. Barnes (drawn by R. Gay)
1:02.0,,,63-41,1,R. Gay makes free throw 1 of 2
1:02.0,,,63-42,1,R. Gay makes free throw 2 of 2
0:49.0,Turnover by A. Bogut (bad pass),,63-42,,
0:40.0,,,63-42,,D. Williams misses 2-pt shot from 15 ft
0:40.0,Defensive rebound by S. Curry,,63-42,,
0:27.0,S. Curry misses 3-pt shot from 26 ft,,63-42,,
0:27.0,,,63-42,,Defensive rebound by D. Cousins
0:03.0,,,63-42,,R. McCallum misses 2-pt shot from 19 ft
0:03.0,Defensive rebound by H. Barnes,,63-42,,
0:00.0,D. Green misses 2-pt shot from 5 ft,,63-42,,
0:00.0,Offensive rebound by Team,,63-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,K. Thompson misses 2-pt shot from 21 ft,,63-42,,
11:45.0,,,63-42,,Defensive rebound by D. Cousins
11:29.0,,,63-42,,Turnover by D. Williams (bad pass; steal by S. Curry)
11:25.0,Shooting foul by D. Williams (drawn by D. Green),,63-42,,
11:25.0,D. Green misses free throw 1 of 2,,63-42,,
11:25.0,Offensive rebound by Team,,63-42,,
11:25.0,D. Green makes free throw 2 of 2,1,64-42,,
11:11.0,Personal block foul by A. Bogut (drawn by D. Cousins),,64-42,,
11:06.0,,,64-44,2,R. Gay makes 2-pt shot from 20 ft
10:51.0,S. Curry misses 3-pt shot from 25 ft,,64-44,,
10:50.0,Offensive rebound by D. Green,,64-44,,
10:47.0,D. Green makes 2-pt shot from 5 ft,2,66-44,,
10:38.0,,,66-44,,R. Gay misses 3-pt shot from 25 ft
10:38.0,Defensive rebound by A. Bogut,,66-44,,
10:26.0,H. Barnes makes 3-pt shot from 24 ft (assist by A. Bogut),3,69-44,,
10:05.0,,,69-47,3,B. McLemore makes 3-pt shot from 24 ft (assist by D. Cousins)
9:47.0,Turnover by D. Green (bad pass; steal by D. Cousins),,69-47,,
9:40.0,,,69-50,3,R. Gay makes 3-pt shot from 24 ft (assist by D. Collison)
9:32.0,Turnover by S. Curry (bad pass; steal by D. Cousins),,69-50,,
9:31.0,Personal foul by A. Bogut (drawn by D. Cousins),,69-50,,
9:18.0,,,69-50,,B. McLemore misses 2-pt shot from 19 ft
9:17.0,Defensive rebound by D. Green,,69-50,,
9:08.0,K. Thompson misses 2-pt shot from 14 ft,,69-50,,
9:07.0,,,69-50,,Defensive rebound by B. McLemore
8:56.0,,,69-52,2,D. Collison makes 2-pt shot from 19 ft
8:46.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,72-52,,
8:25.0,Personal foul by A. Bogut (drawn by D. Cousins),,72-52,,
8:25.0,M. Speights enters the game for A. Bogut,,72-52,,
8:18.0,,,72-54,2,D. Cousins makes 2-pt shot from 1 ft (assist by D. Collison)
8:18.0,,,72-54,,Shooting foul by M. Speights (drawn by D. Cousins)
8:18.0,,,72-54,,D. Cousins misses free throw 1 of 1
8:17.0,Defensive rebound by D. Green,,72-54,,
8:01.0,S. Curry makes 2-pt shot from 10 ft (assist by D. Green),2,74-54,,
7:41.0,,,74-54,,D. Williams misses 2-pt shot from 19 ft
7:41.0,Defensive rebound by S. Curry,,74-54,,
7:32.0,K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry),2,76-54,,
7:32.0,,,76-54,,Violation by R. Gay (def goaltending)
7:14.0,,,76-56,2,R. Gay makes 2-pt shot from 6 ft
7:04.0,Shooting foul by B. McLemore (drawn by S. Curry),,76-56,,
7:04.0,S. Curry makes free throw 1 of 2,1,77-56,,
7:04.0,,,77-56,,O. Casspi enters the game for D. Williams
7:04.0,S. Curry makes free throw 2 of 2,1,78-56,,
6:50.0,,,78-56,,D. Collison misses 2-pt shot from 17 ft
6:50.0,,,78-56,,Offensive rebound by D. Cousins
6:48.0,,,78-58,2,D. Cousins makes 2-pt shot at rim
6:48.0,,,78-58,,Violation by Team (delay of game)
6:33.0,M. Speights misses 2-pt shot from 19 ft,,78-58,,
6:33.0,,,78-58,,Defensive rebound by O. Casspi
6:29.0,,,78-58,,Turnover by D. Collison (bad pass; steal by S. Curry)
6:20.0,H. Barnes misses 2-pt shot from 3 ft,,78-58,,
6:20.0,Offensive rebound by H. Barnes,,78-58,,
6:18.0,Turnover by H. Barnes (lost ball; steal by D. Collison),,78-58,,
6:16.0,,,78-60,2,O. Casspi makes 2-pt shot from 3 ft (assist by D. Collison)
6:16.0,,,78-60,,Shooting foul by S. Curry (drawn by O. Casspi)
6:16.0,Technical foul by D. Green,,78-60,,
6:16.0,Golden State full timeout,,78-60,,
6:16.0,A. Iguodala enters the game for H. Barnes,,78-60,,
6:16.0,,,78-61,1,R. Gay makes technical free throw
6:16.0,,,78-61,,O. Casspi misses free throw 1 of 1
6:16.0,Defensive rebound by Team,,78-61,,
6:16.0,,,78-61,,Loose ball foul by D. Cousins (drawn by M. Speights)
6:01.0,D. Green makes 3-pt shot from 24 ft (assist by M. Speights),3,81-61,,
5:36.0,,,81-64,3,R. Gay makes 3-pt shot from 24 ft (assist by B. McLemore)
5:20.0,S. Curry misses 3-pt shot from 25 ft,,81-64,,
5:17.0,,,81-64,,Defensive rebound by Team
5:00.0,,,81-64,,Turnover by O. Casspi (lost ball; steal by D. Green)
4:50.0,K. Thompson makes 2-pt shot from 18 ft,2,83-64,,
4:33.0,,,83-64,,R. Gay misses 2-pt shot from 17 ft
4:30.0,,,83-64,,Offensive rebound by O. Casspi
4:15.0,,,83-64,,D. Collison misses 3-pt shot from 25 ft
4:14.0,,,83-64,,Offensive rebound by D. Cousins
4:10.0,,,83-66,2,D. Cousins makes 2-pt shot from 3 ft
3:58.0,Golden State full timeout,,83-66,,
3:57.0,M. Speights makes 2-pt shot at rim (assist by S. Curry),2,85-66,,
3:35.0,,,85-66,,Shooting foul by S. Curry (drawn by D. Cousins)
3:35.0,,,85-67,1,D. Cousins makes free throw 1 of 2
3:35.0,L. Barbosa enters the game for K. Thompson,,85-67,,
3:35.0,,,85-68,1,D. Cousins makes free throw 2 of 2
3:21.0,M. Speights misses 2-pt shot from 3 ft,,85-68,,
3:20.0,,,85-68,,Defensive rebound by D. Cousins
3:14.0,,,85-70,2,D. Cousins makes 2-pt shot from 2 ft
3:14.0,Shooting block foul by M. Speights (drawn by D. Cousins),,85-70,,
3:14.0,F. Ezeli enters the game for M. Speights,,85-70,,
3:14.0,,,85-71,1,D. Cousins makes free throw 1 of 1
2:56.0,D. Green misses 2-pt shot from 13 ft,,85-71,,
2:56.0,,,85-71,,Defensive rebound by R. Gay
2:37.0,,,85-73,2,R. Gay makes 2-pt shot at rim (assist by D. Cousins)
2:16.0,A. Iguodala makes 3-pt shot from 24 ft (assist by L. Barbosa),3,88-73,,
1:52.0,,,88-75,2,D. Collison makes 2-pt shot from 9 ft
1:41.0,S. Curry misses 2-pt shot from 22 ft,,88-75,,
1:38.0,Offensive rebound by F. Ezeli,,88-75,,
1:38.0,F. Ezeli misses 2-pt shot at rim,,88-75,,
1:38.0,Offensive rebound by F. Ezeli,,88-75,,
1:38.0,Turnover by F. Ezeli (lost ball),,88-75,,
1:38.0,,,88-75,,Sacramento full timeout
1:38.0,D. Lee enters the game for D. Green,,88-75,,
1:20.0,,,88-75,,R. Gay misses 3-pt shot from 25 ft
1:19.0,Defensive rebound by A. Iguodala,,88-75,,
1:03.0,D. Lee misses 2-pt shot from 22 ft,,88-75,,
1:03.0,,,88-75,,Defensive rebound by Team
1:03.0,Loose ball foul by F. Ezeli (drawn by R. Gay),,88-75,,
1:03.0,,,88-75,,R. Gay misses free throw 1 of 2
1:03.0,,,88-75,,Offensive rebound by Team
1:03.0,,,88-76,1,R. Gay makes free throw 2 of 2
0:52.0,Shooting foul by R. Gay (drawn by S. Curry),,88-76,,
0:52.0,S. Curry makes free throw 1 of 2,1,89-76,,
0:52.0,S. Curry misses free throw 2 of 2,,89-76,,
0:52.0,,,89-76,,Defensive rebound by O. Casspi
0:37.0,,,89-78,2,B. McLemore makes 2-pt shot at rim
0:30.0,D. Lee makes 2-pt shot from 6 ft (assist by S. Curry),2,91-78,,
0:09.0,,,91-80,2,D. Collison makes 2-pt shot from 17 ft
0:02.0,S. Curry makes 3-pt shot from 28 ft,3,94-80,,
0:00.0,,,94-80,,D. Collison misses 3-pt shot from 45 ft
0:00.0,,,94-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,94-80,,D. Cousins misses 2-pt shot from 2 ft
11:45.0,,,94-80,,Offensive rebound by D. Cousins
11:45.0,,,94-80,,D. Cousins misses 2-pt shot from 2 ft
11:45.0,,,94-80,,Offensive rebound by Team
11:45.0,Loose ball foul by D. Lee (drawn by D. Cousins),,94-80,,
11:37.0,,,94-82,2,D. Cousins makes 2-pt shot from 17 ft
11:12.0,L. Barbosa makes 3-pt shot from 25 ft,3,97-82,,
11:03.0,Personal foul by S. Livingston (drawn by D. Collison),,97-82,,
11:03.0,,,97-82,,Shooting foul by S. Livingston (drawn by D. Collison)
11:03.0,,,97-83,1,D. Cousins makes free throw 1 of 2
11:03.0,,,97-84,1,D. Cousins makes free throw 2 of 2
10:47.0,S. Livingston makes 2-pt shot from 10 ft,2,99-84,,
10:35.0,,,99-84,,O. Casspi misses 2-pt shot from 6 ft (block by D. Lee)
10:33.0,Defensive rebound by A. Iguodala,,99-84,,
10:30.0,L. Barbosa misses 2-pt shot from 2 ft (block by D. Cousins),,99-84,,
10:28.0,Offensive rebound by M. Speights,,99-84,,
10:23.0,M. Speights makes 2-pt shot from 2 ft,2,101-84,,
10:16.0,,,101-84,,R. Gay misses 2-pt shot from 20 ft
10:15.0,Defensive rebound by M. Speights,,101-84,,
10:11.0,Turnover by A. Iguodala (dbl dribble),,101-84,,
9:53.0,,,101-86,2,D. Cousins makes 2-pt shot from 5 ft (assist by D. Collison)
9:33.0,S. Livingston misses 2-pt shot from 14 ft,,101-86,,
9:32.0,Offensive rebound by M. Speights,,101-86,,
9:17.0,D. Lee misses 2-pt shot from 4 ft (block by D. Cousins),,101-86,,
9:16.0,Offensive rebound by D. Lee,,101-86,,
9:15.0,D. Lee misses 2-pt shot from 3 ft (block by D. Cousins),,101-86,,
9:12.0,Offensive rebound by L. Barbosa,,101-86,,
9:11.0,L. Barbosa misses 3-pt shot from 24 ft,,101-86,,
9:11.0,,,101-86,,Defensive rebound by Team
9:11.0,Loose ball foul by M. Speights (drawn by D. Cousins),,101-86,,
9:11.0,,,101-86,,R. McCallum enters the game for B. McLemore
8:51.0,,,101-86,,R. McCallum misses 3-pt shot from 24 ft
8:51.0,Defensive rebound by M. Speights,,101-86,,
8:44.0,,,101-86,,Personal foul by R. McCallum (drawn by A. Iguodala)
8:44.0,Official timeout,,101-86,,
8:33.0,S. Livingston makes 2-pt shot from 12 ft,2,103-86,,
8:33.0,Shooting foul by R. McCallum (drawn by S. Livingston),,103-86,,
8:33.0,S. Livingston makes free throw 1 of 1,1,104-86,,
8:14.0,,,104-86,,Turnover by O. Casspi (traveling)
7:52.0,A. Iguodala makes 3-pt shot from 25 ft (assist by L. Barbosa),3,107-86,,
7:35.0,,,107-86,,Turnover by R. Gay (bad pass; steal by L. Barbosa)
7:33.0,Shooting foul by R. Gay (drawn by A. Iguodala),,107-86,,
7:33.0,A. Iguodala makes free throw 1 of 2,1,108-86,,
7:33.0,,,108-86,,D. Williams enters the game for R. Gay
7:33.0,,,108-86,,B. McLemore enters the game for R. McCallum
7:33.0,A. Iguodala makes free throw 2 of 2,1,109-86,,
7:21.0,,,109-86,,D. Cousins misses 2-pt shot from 17 ft
7:20.0,Defensive rebound by A. Iguodala,,109-86,,
7:17.0,Turnover by A. Iguodala (bad pass; steal by D. Cousins),,109-86,,
7:11.0,,,109-86,,O. Casspi misses 2-pt shot at rim
7:10.0,Defensive rebound by M. Speights,,109-86,,
6:53.0,L. Barbosa makes 2-pt shot from 2 ft,2,111-86,,
6:46.0,,,111-86,,Sacramento full timeout
6:46.0,,,111-86,,J. Thompson enters the game for O. Casspi
6:46.0,H. Barnes enters the game for A. Iguodala,,111-86,,
6:34.0,,,111-86,,Offensive foul by J. Thompson
6:34.0,,,111-86,,Turnover by J. Thompson (offensive foul)
6:10.0,L. Barbosa misses 2-pt shot from 21 ft,,111-86,,
6:09.0,,,111-86,,Defensive rebound by J. Thompson
5:59.0,,,111-86,,D. Collison misses 2-pt shot from 17 ft
5:59.0,Defensive rebound by H. Barnes,,111-86,,
5:41.0,H. Barnes misses 3-pt shot from 25 ft,,111-86,,
5:41.0,Offensive rebound by M. Speights,,111-86,,
5:31.0,M. Speights makes 2-pt shot from 5 ft (assist by S. Livingston),2,113-86,,
5:19.0,,,113-88,2,D. Cousins makes 2-pt shot from 1 ft
4:53.0,Shooting foul by D. Collison (drawn by L. Barbosa),,113-88,,
4:53.0,L. Barbosa makes free throw 1 of 2,1,114-88,,
4:53.0,L. Barbosa makes free throw 2 of 2,1,115-88,,
4:41.0,,,115-88,,Shooting foul by M. Speights (drawn by J. Thompson)
4:41.0,F. Ezeli enters the game for M. Speights,,115-88,,
4:41.0,,,115-89,1,J. Thompson makes free throw 1 of 2
4:41.0,,,115-90,1,J. Thompson makes free throw 2 of 2
4:23.0,Shooting foul by D. Cousins (drawn by F. Ezeli),,115-90,,
4:23.0,F. Ezeli misses free throw 1 of 2,,115-90,,
4:23.0,Offensive rebound by Team,,115-90,,
4:23.0,F. Ezeli misses free throw 2 of 2,,115-90,,
4:22.0,Offensive rebound by D. Lee,,115-90,,
4:07.0,D. Lee misses 2-pt shot from 18 ft,,115-90,,
4:06.0,,,115-90,,Defensive rebound by Team
3:47.0,,,115-90,,Turnover by B. McLemore (bad pass; steal by L. Barbosa)
3:34.0,S. Livingston misses 2-pt shot from 14 ft,,115-90,,
