time,Sacramento,pts.away,score,pts.home,Oklahoma City
8:40.0,,,6-7,,D. Waiters misses free throw 2 of 2
8:39.0,Defensive rebound by J. Thompson,,6-7,,
8:23.0,Turnover by B. McLemore (lost ball; steal by D. Waiters),,6-7,,
8:17.0,,,6-9,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
8:08.0,R. McCallum makes 2-pt shot from 16 ft,2,8-9,,
7:55.0,,,8-9,,E. Kanter misses 2-pt shot from 17 ft
7:54.0,Defensive rebound by R. McCallum,,8-9,,
7:48.0,R. McCallum makes 2-pt shot from 11 ft,2,10-9,,
7:32.0,,,10-9,,D. Waiters misses 2-pt shot from 13 ft
7:31.0,Defensive rebound by C. Landry,,10-9,,
7:20.0,C. Landry misses 2-pt shot from 21 ft,,10-9,,
7:19.0,,,10-9,,Defensive rebound by S. Adams
7:14.0,Personal foul by C. Landry (drawn by R. Westbrook),,10-9,,
7:03.0,,,10-11,2,R. Westbrook makes 2-pt shot from 16 ft
6:50.0,C. Landry misses 2-pt shot at rim,,10-11,,
6:49.0,,,10-11,,Defensive rebound by A. Roberson
6:43.0,,,10-11,,Turnover by R. Westbrook (bad pass)
6:28.0,R. McCallum makes 2-pt shot at rim,2,12-11,,
6:06.0,,,12-11,,Shooting foul by J. Thompson (drawn by E. Kanter)
6:06.0,,,12-12,1,E. Kanter makes free throw 1 of 2
6:06.0,,,12-12,,E. Kanter misses free throw 2 of 2
6:05.0,Defensive rebound by C. Landry,,12-12,,
5:58.0,,,12-12,,Personal foul by D. Waiters (drawn by B. McLemore)
5:58.0,,,12-12,,Oklahoma City full timeout
5:45.0,B. McLemore misses 3-pt shot from 25 ft,,12-12,,
5:44.0,,,12-12,,Defensive rebound by D. Waiters
5:36.0,,,12-14,2,E. Kanter makes 2-pt shot from 1 ft (assist by D. Waiters)
5:15.0,R. McCallum makes 3-pt shot from 23 ft,3,15-14,,
5:07.0,Personal foul by O. Casspi (drawn by A. Roberson),,15-14,,
5:07.0,,,15-14,,N. Collison enters the game for S. Adams
5:07.0,D. Williams enters the game for C. Landry,,15-14,,
4:56.0,,,15-14,,D. Waiters misses 3-pt shot from 22 ft
4:56.0,Defensive rebound by R. McCallum,,15-14,,
4:46.0,D. Williams misses 2-pt shot from 19 ft,,15-14,,
4:45.0,,,15-14,,Defensive rebound by N. Collison
4:39.0,,,15-16,2,R. Westbrook makes 2-pt shot from 18 ft
4:21.0,Shooting foul by R. Westbrook (drawn by O. Casspi),,15-16,,
4:21.0,O. Casspi misses free throw 1 of 2,,15-16,,
4:21.0,Offensive rebound by Team,,15-16,,
4:21.0,,,15-16,,A. Morrow enters the game for A. Roberson
4:21.0,N. Stauskas enters the game for B. McLemore,,15-16,,
4:21.0,O. Casspi makes free throw 2 of 2,1,16-16,,
4:03.0,,,16-19,3,A. Morrow makes 3-pt shot from 25 ft (assist by D. Waiters)
3:55.0,O. Casspi misses 3-pt shot from 25 ft,,16-19,,
3:54.0,,,16-19,,Defensive rebound by N. Collison
3:37.0,,,16-19,,Turnover by D. Waiters (bad pass; steal by O. Casspi)
3:31.0,N. Stauskas misses 2-pt shot from 2 ft,,16-19,,
3:30.0,,,16-19,,Defensive rebound by R. Westbrook
3:26.0,,,16-21,2,D. Waiters makes 2-pt shot at rim (assist by R. Westbrook)
3:21.0,Sacramento full timeout,,16-21,,
3:21.0,,,16-21,,D. Augustin enters the game for D. Waiters
3:07.0,O. Casspi makes 3-pt shot from 24 ft,3,19-21,,
2:52.0,,,19-24,3,E. Kanter makes 3-pt shot from 22 ft (assist by D. Augustin)
2:42.0,Turnover by D. Williams (lost ball; steal by E. Kanter),,19-24,,
2:34.0,,,19-27,3,A. Morrow makes 3-pt shot from 25 ft (assist by D. Augustin)
2:16.0,O. Casspi makes 2-pt shot from 4 ft (assist by N. Stauskas),2,21-27,,
2:03.0,,,21-27,,N. Collison misses 2-pt shot from 20 ft
2:02.0,,,21-27,,Offensive rebound by R. Westbrook
1:46.0,,,21-27,,A. Morrow misses 3-pt shot from 23 ft
1:45.0,Defensive rebound by J. Thompson,,21-27,,
1:32.0,R. McCallum makes 2-pt shot from 2 ft (assist by J. Thompson),2,23-27,,
1:16.0,,,23-29,2,R. Westbrook makes 2-pt shot from 18 ft
1:07.0,,,23-29,,Personal foul by D. Augustin (drawn by O. Casspi)
1:07.0,O. Casspi misses free throw 1 of 2,,23-29,,
1:07.0,Offensive rebound by Team,,23-29,,
1:07.0,R. Evans enters the game for J. Thompson,,23-29,,
1:07.0,A. Miller enters the game for R. McCallum,,23-29,,
1:07.0,O. Casspi makes free throw 2 of 2,1,24-29,,
0:54.0,,,24-31,2,R. Westbrook makes 2-pt shot from 18 ft
0:37.0,D. Williams misses 3-pt shot from 24 ft,,24-31,,
0:36.0,,,24-31,,Defensive rebound by A. Morrow
0:28.0,,,24-34,3,D. Augustin makes 3-pt shot from 23 ft
0:05.0,R. Evans misses 2-pt shot from 7 ft,,24-34,,
0:03.0,Offensive rebound by R. Evans,,24-34,,
0:01.0,R. Evans misses 2-pt shot from 5 ft,,24-34,,
0:00.0,,,24-34,,Defensive rebound by N. Collison
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,D. Williams misses 2-pt shot from 5 ft (block by S. Adams),,24-34,,
11:47.0,,,24-34,,Defensive rebound by D. Waiters
11:36.0,,,24-34,,D. Waiters misses 3-pt shot from 23 ft
11:36.0,Defensive rebound by Team,,24-34,,
11:36.0,,,24-34,,Loose ball foul by S. Adams (drawn by R. Evans)
11:36.0,B. McLemore enters the game for O. Casspi,,24-34,,
11:24.0,Turnover by A. Miller (bad pass; steal by A. Morrow),,24-34,,
11:19.0,,,24-36,2,A. Morrow makes 2-pt shot from 4 ft
11:00.0,N. Stauskas makes 3-pt shot from 24 ft (assist by A. Miller),3,27-36,,
10:39.0,,,27-36,,A. Morrow misses 2-pt shot from 15 ft
10:38.0,Defensive rebound by D. Williams,,27-36,,
10:30.0,D. Williams misses 3-pt shot from 24 ft,,27-36,,
10:29.0,,,27-36,,Defensive rebound by S. Adams
10:15.0,,,27-38,2,S. Adams makes 2-pt shot at rim (assist by D. Augustin)
9:52.0,N. Stauskas misses 3-pt shot from 24 ft,,27-38,,
9:51.0,,,27-38,,Defensive rebound by A. Morrow
9:30.0,,,27-38,,A. Morrow misses 3-pt shot from 23 ft
9:29.0,Defensive rebound by Team,,27-38,,
9:28.0,R. Hollins enters the game for N. Stauskas,,27-38,,
9:07.0,R. Evans misses 2-pt shot at rim,,27-38,,
9:06.0,,,27-38,,Defensive rebound by N. Collison
8:57.0,,,27-38,,Turnover by D. Augustin (bad pass; steal by R. Evans)
8:53.0,,,27-38,,Shooting block foul by D. Augustin (drawn by D. Williams)
8:53.0,Official timeout,,27-38,,
8:53.0,D. Williams makes free throw 1 of 2,1,28-38,,
8:53.0,D. Williams makes free throw 2 of 2,1,29-38,,
8:34.0,,,29-40,2,A. Morrow makes 2-pt shot from 10 ft
8:11.0,R. Hollins misses 2-pt shot from 9 ft,,29-40,,
8:10.0,,,29-40,,Defensive rebound by N. Collison
7:58.0,,,29-42,2,D. Waiters makes 2-pt shot from 2 ft
7:44.0,Shooting foul by N. Collison (drawn by D. Williams),,29-42,,
7:44.0,D. Williams makes free throw 1 of 2,1,30-42,,
7:44.0,,,30-42,,R. Westbrook enters the game for A. Morrow
7:44.0,D. Williams makes free throw 2 of 2,1,31-42,,
7:38.0,,,31-42,,D. Augustin misses 3-pt shot from 24 ft
7:36.0,,,31-42,,Offensive rebound by S. Adams
7:28.0,,,31-42,,R. Westbrook misses 3-pt shot from 24 ft
7:27.0,Defensive rebound by D. Williams,,31-42,,
7:18.0,A. Miller misses 2-pt shot from 14 ft,,31-42,,
7:16.0,Offensive rebound by A. Miller,,31-42,,
7:13.0,A. Miller makes 2-pt shot from 12 ft,2,33-42,,
7:00.0,,,33-44,2,D. Waiters makes 2-pt shot from 11 ft
7:00.0,,,33-44,,Shooting foul by D. Williams (drawn by D. Waiters)
7:00.0,J. Thompson enters the game for D. Williams,,33-44,,
7:00.0,R. McCallum enters the game for R. Evans,,33-44,,
7:00.0,,,33-44,,E. Kanter enters the game for N. Collison
7:00.0,,,33-44,,D. Waiters misses free throw 1 of 1
6:59.0,Defensive rebound by B. McLemore,,33-44,,
6:46.0,J. Thompson makes 2-pt shot at rim (assist by A. Miller),2,35-44,,
6:31.0,,,35-44,,Turnover by R. Westbrook (bad pass; steal by R. McCallum)
6:27.0,B. McLemore makes 2-pt shot at rim (assist by A. Miller),2,37-44,,
6:26.0,,,37-44,,Oklahoma City full timeout
6:02.0,,,37-44,,D. Augustin misses 3-pt shot from 23 ft
6:01.0,,,37-44,,Offensive rebound by E. Kanter
6:00.0,,,37-44,,Shooting foul by R. Hollins (drawn by E. Kanter)
6:00.0,,,37-44,,E. Kanter misses free throw 1 of 2
6:00.0,,,37-44,,Offensive rebound by Team
6:00.0,,,37-45,1,E. Kanter makes free throw 2 of 2
5:40.0,R. McCallum misses 2-pt shot from 22 ft,,37-45,,
5:39.0,Offensive rebound by J. Thompson,,37-45,,
5:26.0,R. Hollins makes 2-pt shot from 10 ft,2,39-45,,
5:16.0,Personal foul by A. Miller (drawn by E. Kanter),,39-45,,
5:07.0,,,39-45,,S. Adams misses 2-pt shot from 4 ft
5:06.0,Defensive rebound by J. Thompson,,39-45,,
4:57.0,R. Hollins misses 2-pt shot from 1 ft,,39-45,,
4:56.0,,,39-45,,Defensive rebound by E. Kanter
4:50.0,Personal foul by R. Hollins (drawn by S. Adams),,39-45,,
4:44.0,,,39-45,,R. Westbrook misses 2-pt shot at rim
4:43.0,Defensive rebound by R. McCallum,,39-45,,
4:37.0,R. Hollins makes 2-pt shot at rim (assist by A. Miller),2,41-45,,
4:23.0,,,41-47,2,S. Adams makes 2-pt shot from 7 ft (assist by R. Westbrook)
4:12.0,B. McLemore misses 3-pt shot from 23 ft,,41-47,,
4:11.0,,,41-47,,Defensive rebound by S. Adams
4:05.0,,,41-47,,D. Augustin misses 3-pt shot from 22 ft
4:03.0,Defensive rebound by J. Thompson,,41-47,,
3:42.0,B. McLemore makes 3-pt shot from 22 ft (assist by R. McCallum),3,44-47,,
3:27.0,,,44-49,2,E. Kanter makes 2-pt shot from 17 ft (assist by R. Westbrook)
3:13.0,R. McCallum makes 2-pt shot from 1 ft (assist by A. Miller),2,46-49,,
2:57.0,,,46-49,,Shooting foul by R. Hollins (drawn by E. Kanter)
2:57.0,Sacramento full timeout,,46-49,,
2:57.0,O. Casspi enters the game for A. Miller,,46-49,,
2:57.0,,,46-49,,A. Roberson enters the game for D. Augustin
2:57.0,,,46-50,1,E. Kanter makes free throw 1 of 2
2:57.0,,,46-51,1,E. Kanter makes free throw 2 of 2
2:41.0,Turnover by J. Thompson (lost ball),,46-51,,
2:21.0,,,46-51,,D. Waiters misses 2-pt shot from 20 ft
2:20.0,Defensive rebound by R. Hollins,,46-51,,
2:14.0,,,46-51,,Personal foul by A. Roberson (drawn by O. Casspi)
2:14.0,D. Williams enters the game for R. Hollins,,46-51,,
1:56.0,B. McLemore misses 3-pt shot from 23 ft,,46-51,,
1:55.0,Offensive rebound by J. Thompson,,46-51,,
1:52.0,O. Casspi makes 3-pt shot from 24 ft (assist by J. Thompson),3,49-51,,
1:33.0,,,49-51,,R. Westbrook misses 3-pt shot from 24 ft
1:33.0,Defensive rebound by O. Casspi,,49-51,,
1:27.0,D. Williams misses 2-pt shot from 2 ft (block by S. Adams),,49-51,,
1:24.0,,,49-51,,Defensive rebound by S. Adams
1:13.0,,,49-51,,D. Waiters misses 2-pt shot from 18 ft
1:12.0,,,49-51,,Offensive rebound by S. Adams
1:09.0,,,49-51,,R. Westbrook misses 3-pt shot from 23 ft
1:08.0,,,49-51,,Offensive rebound by E. Kanter
1:06.0,,,49-53,2,E. Kanter makes 2-pt shot from 2 ft
0:49.0,D. Williams misses 3-pt shot from 23 ft,,49-53,,
0:48.0,,,49-53,,Defensive rebound by R. Westbrook
0:46.0,Personal foul by R. McCallum (drawn by R. Westbrook),,49-53,,
0:46.0,,,49-54,1,R. Westbrook makes free throw 1 of 2
0:46.0,C. Landry enters the game for D. Williams,,49-54,,
0:46.0,,,49-55,1,R. Westbrook makes free throw 2 of 2
0:32.0,Turnover by B. McLemore (lost ball; steal by A. Roberson),,49-55,,
0:27.0,,,49-55,,R. Westbrook misses 2-pt shot from 1 ft
0:26.0,,,49-55,,Offensive rebound by E. Kanter
0:25.0,,,49-55,,Shooting foul by C. Landry (drawn by E. Kanter)
0:25.0,,,49-56,1,E. Kanter makes free throw 1 of 2
0:25.0,,,49-57,1,E. Kanter makes free throw 2 of 2
0:01.0,Turnover by C. Landry (lost ball; steal by D. Waiters),,49-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,J. Thompson misses 2-pt shot from 8 ft,,49-57,,
11:43.0,,,49-57,,Defensive rebound by S. Adams
11:27.0,,,49-57,,E. Kanter misses 2-pt shot from 2 ft (block by J. Thompson)
11:25.0,,,49-57,,Offensive rebound by S. Adams
11:22.0,,,49-57,,A. Roberson misses 3-pt shot from 24 ft
11:21.0,Defensive rebound by O. Casspi,,49-57,,
11:15.0,,,49-57,,Personal foul by D. Waiters (drawn by O. Casspi)
11:08.0,B. McLemore makes 3-pt shot from 22 ft (assist by R. McCallum),3,52-57,,
10:50.0,,,52-57,,D. Waiters misses 2-pt shot from 1 ft
10:49.0,Defensive rebound by C. Landry,,52-57,,
10:37.0,Turnover by C. Landry (lost ball),,52-57,,
10:30.0,,,52-59,2,R. Westbrook makes 2-pt shot from 11 ft
10:17.0,J. Thompson misses 2-pt shot from 6 ft,,52-59,,
10:16.0,,,52-59,,Defensive rebound by A. Roberson
10:06.0,,,52-59,,S. Adams misses 2-pt shot from 4 ft (block by J. Thompson)
10:06.0,,,52-59,,Offensive rebound by Team
10:04.0,,,52-59,,D. Waiters misses 2-pt shot from 5 ft
10:03.0,,,52-59,,Offensive rebound by A. Roberson
9:54.0,,,52-59,,A. Roberson misses 3-pt shot from 24 ft
9:53.0,Defensive rebound by O. Casspi,,52-59,,
9:49.0,Shooting foul by A. Roberson (drawn by O. Casspi),,52-59,,
9:49.0,O. Casspi makes free throw 1 of 2,1,53-59,,
9:49.0,O. Casspi misses free throw 2 of 2,,53-59,,
9:47.0,Offensive rebound by O. Casspi,,53-59,,
9:44.0,C. Landry makes 2-pt shot from 1 ft,2,55-59,,
9:31.0,Personal foul by R. McCallum (drawn by R. Westbrook),,55-59,,
9:16.0,,,55-62,3,D. Waiters makes 3-pt shot from 25 ft (assist by A. Roberson)
9:02.0,C. Landry makes 2-pt shot from 1 ft (assist by B. McLemore),2,57-62,,
8:58.0,Personal foul by J. Thompson (drawn by S. Adams),,57-62,,
8:48.0,,,57-64,2,R. Westbrook makes 2-pt shot from 18 ft
8:24.0,B. McLemore misses 3-pt shot from 24 ft,,57-64,,
8:23.0,Offensive rebound by R. McCallum,,57-64,,
8:14.0,B. McLemore makes 2-pt shot from 9 ft (assist by R. McCallum),2,59-64,,
7:57.0,,,59-67,3,D. Waiters makes 3-pt shot from 24 ft (assist by R. Westbrook)
7:44.0,Offensive charge foul by J. Thompson,,59-67,,
7:44.0,Turnover by B. McLemore (offensive foul),,59-67,,
7:28.0,,,59-67,,A. Roberson misses 3-pt shot from 24 ft
7:27.0,Defensive rebound by Team,,59-67,,
7:13.0,O. Casspi misses 2-pt shot from 9 ft,,59-67,,
7:12.0,Offensive rebound by J. Thompson,,59-67,,
7:00.0,R. McCallum misses 3-pt shot from 24 ft,,59-67,,
6:59.0,,,59-67,,Defensive rebound by Team
6:51.0,,,59-67,,Turnover by R. Westbrook (bad pass)
6:36.0,,,59-67,,Personal foul by A. Roberson (drawn by O. Casspi)
6:36.0,,,59-67,,A. Morrow enters the game for A. Roberson
6:29.0,B. McLemore makes 2-pt shot from 14 ft,2,61-67,,
6:16.0,,,61-69,2,D. Waiters makes 2-pt shot from 2 ft
6:16.0,,,61-69,,Shooting foul by B. McLemore (drawn by D. Waiters)
6:16.0,Violation by O. Casspi (lane),,61-69,,
6:16.0,,,61-70,1,D. Waiters makes free throw 1 of 1
6:03.0,O. Casspi misses 3-pt shot from 22 ft,,61-70,,
6:02.0,,,61-70,,Defensive rebound by E. Kanter
5:57.0,,,61-70,,Oklahoma City full timeout
5:57.0,,,61-70,,N. Collison enters the game for S. Adams
5:57.0,A. Miller enters the game for O. Casspi,,61-70,,
5:42.0,,,61-70,,E. Kanter misses 2-pt shot at rim (block by C. Landry)
5:40.0,Defensive rebound by C. Landry,,61-70,,
5:22.0,Turnover by C. Landry (lost ball),,61-70,,
5:05.0,,,61-70,,E. Kanter misses 2-pt shot from 6 ft
5:04.0,Defensive rebound by B. McLemore,,61-70,,
4:55.0,Turnover by A. Miller (bad pass; steal by N. Collison),,61-70,,
4:49.0,,,61-70,,R. Westbrook misses 2-pt shot from 18 ft
4:47.0,Defensive rebound by A. Miller,,61-70,,
4:41.0,D. Williams enters the game for C. Landry,,61-70,,
4:41.0,N. Stauskas enters the game for B. McLemore,,61-70,,
4:33.0,R. McCallum makes 2-pt shot from 15 ft,2,63-70,,
4:21.0,,,63-70,,N. Collison misses 2-pt shot from 4 ft
4:19.0,Defensive rebound by J. Thompson,,63-70,,
4:13.0,R. McCallum makes 2-pt shot from 1 ft,2,65-70,,
4:00.0,,,65-70,,R. Westbrook misses 2-pt shot from 1 ft
3:59.0,Defensive rebound by A. Miller,,65-70,,
3:50.0,D. Williams misses 3-pt shot from 23 ft,,65-70,,
3:49.0,,,65-70,,Defensive rebound by D. Waiters
3:36.0,,,65-72,2,D. Waiters makes 2-pt shot from 18 ft
3:16.0,D. Williams makes 2-pt shot at rim (assist by J. Thompson),2,67-72,,
2:55.0,,,67-72,,A. Morrow misses 3-pt shot from 22 ft
2:54.0,Defensive rebound by J. Thompson,,67-72,,
2:50.0,Shooting foul by D. Waiters (drawn by D. Williams),,67-72,,
2:50.0,Sacramento full timeout,,67-72,,
2:50.0,,,67-72,,D. Augustin enters the game for D. Waiters
2:50.0,D. Williams makes free throw 1 of 2,1,68-72,,
2:50.0,D. Williams makes free throw 2 of 2,1,69-72,,
2:36.0,,,69-72,,A. Morrow misses 3-pt shot from 24 ft
2:35.0,Defensive rebound by J. Thompson,,69-72,,
2:28.0,Shooting foul by E. Kanter (drawn by A. Miller),,69-72,,
2:28.0,A. Miller misses free throw 1 of 2,,69-72,,
2:28.0,Offensive rebound by Team,,69-72,,
2:28.0,A. Miller makes free throw 2 of 2,1,70-72,,
2:16.0,,,70-72,,N. Collison misses 2-pt shot from 5 ft (block by J. Thompson)
2:15.0,Defensive rebound by D. Williams,,70-72,,
2:13.0,Shooting foul by D. Augustin (drawn by D. Williams),,70-72,,
2:13.0,D. Williams makes 2-pt shot from 2 ft,2,72-72,,
2:13.0,D. Williams misses free throw 1 of 1,,72-72,,
2:12.0,,,72-72,,Defensive rebound by A. Morrow
1:57.0,,,72-74,2,E. Kanter makes 2-pt shot from 5 ft (assist by R. Westbrook)
1:56.0,,,72-74,,Violation by Team (delay of game)
1:43.0,R. McCallum misses 2-pt shot from 13 ft,,72-74,,
1:42.0,,,72-74,,Defensive rebound by N. Collison
1:36.0,,,72-76,2,R. Westbrook makes 2-pt shot from 1 ft
1:11.0,J. Thompson misses 2-pt shot from 9 ft,,72-76,,
1:09.0,Offensive rebound by D. Williams,,72-76,,
1:09.0,D. Williams misses 2-pt shot from 1 ft,,72-76,,
1:07.0,Offensive rebound by D. Williams,,72-76,,
1:05.0,D. Williams makes 2-pt shot at rim,2,74-76,,
0:53.0,,,74-79,3,R. Westbrook makes 3-pt shot from 24 ft (assist by A. Morrow)
0:43.0,Shooting foul by R. Westbrook (drawn by A. Miller),,74-79,,
0:43.0,A. Miller makes free throw 1 of 2,1,75-79,,
0:43.0,R. Hollins enters the game for J. Thompson,,75-79,,
0:43.0,,,75-79,,K. Singler enters the game for E. Kanter
0:43.0,A. Miller makes free throw 2 of 2,1,76-79,,
0:33.0,,,76-82,3,A. Morrow makes 3-pt shot from 24 ft
0:10.0,Offensive charge foul by D. Williams,,76-82,,
0:10.0,Turnover by D. Williams (offensive foul),,76-82,,
0:08.0,Personal take foul by N. Stauskas (drawn by R. Westbrook),,76-82,,
0:01.0,,,76-82,,K. Singler misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by R. McCallum,,76-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,76-84,2,N. Collison makes 2-pt shot at rim (assist by D. Augustin)
11:32.0,N. Stauskas makes 3-pt shot from 24 ft (assist by A. Miller),3,79-84,,
11:17.0,,,79-84,,Shooting foul by R. Hollins (drawn by D. Augustin)
11:17.0,,,79-85,1,D. Augustin makes free throw 1 of 3
11:17.0,,,79-86,1,D. Augustin makes free throw 2 of 3
11:17.0,,,79-87,1,D. Augustin makes free throw 3 of 3
11:09.0,,,79-87,,Personal foul by K. Singler (drawn by A. Miller)
11:09.0,,,79-87,,Personal foul by D. Waiters (drawn by A. Miller)
10:58.0,D. Williams makes 2-pt shot at rim (assist by A. Miller),2,81-87,,
10:38.0,,,81-87,,D. Waiters misses 3-pt shot from 24 ft
10:37.0,Defensive rebound by N. Stauskas,,81-87,,
10:25.0,Turnover by A. Miller (lost ball; steal by A. Morrow),,81-87,,
10:20.0,,,81-89,2,D. Waiters makes 2-pt shot at rim
9:56.0,A. Miller misses 3-pt shot from 24 ft,,81-89,,
9:55.0,Offensive rebound by D. Williams,,81-89,,
9:51.0,D. Williams makes 2-pt shot from 2 ft,2,83-89,,
9:33.0,Personal foul by N. Stauskas (drawn by A. Morrow),,83-89,,
9:26.0,,,83-89,,A. Morrow misses 2-pt shot from 21 ft
9:25.0,Defensive rebound by O. Casspi,,83-89,,
9:10.0,O. Casspi misses 2-pt shot from 10 ft,,83-89,,
9:09.0,,,83-89,,Defensive rebound by D. Waiters
9:03.0,,,83-92,3,A. Morrow makes 3-pt shot from 23 ft (assist by D. Waiters)
9:00.0,Sacramento full timeout,,83-92,,
8:49.0,Shooting foul by N. Collison (drawn by D. Williams),,83-92,,
8:49.0,D. Williams misses free throw 1 of 2,,83-92,,
8:49.0,Offensive rebound by Team,,83-92,,
8:49.0,D. Williams makes free throw 2 of 2,1,84-92,,
8:28.0,,,84-92,,K. Singler misses 2-pt shot from 7 ft
8:28.0,,,84-92,,Offensive rebound by N. Collison
8:26.0,,,84-94,2,N. Collison makes 2-pt shot at rim
8:26.0,,,84-94,,Shooting foul by R. Hollins (drawn by N. Collison)
8:26.0,R. McCallum enters the game for N. Stauskas,,84-94,,
8:26.0,B. McLemore enters the game for A. Miller,,84-94,,
8:26.0,,,84-95,1,N. Collison makes free throw 1 of 1
8:12.0,D. Williams misses 2-pt shot from 11 ft,,84-95,,
8:11.0,,,84-95,,Defensive rebound by K. Singler
8:03.0,J. Thompson enters the game for R. Hollins,,84-95,,
7:55.0,,,84-95,,D. Waiters misses 2-pt shot from 8 ft
7:54.0,,,84-95,,Offensive rebound by D. Waiters
7:51.0,,,84-95,,D. Waiters misses 2-pt shot from 1 ft (block by B. McLemore)
7:50.0,Defensive rebound by R. McCallum,,84-95,,
7:46.0,B. McLemore makes 2-pt shot at rim (assist by D. Williams),2,86-95,,
7:46.0,,,86-95,,Oklahoma City full timeout
7:46.0,,,86-95,,R. Westbrook enters the game for N. Collison
7:46.0,,,86-95,,S. Adams enters the game for K. Singler
7:33.0,,,86-97,2,D. Augustin makes 2-pt shot from 8 ft
7:19.0,B. McLemore misses 3-pt shot from 24 ft,,86-97,,
7:18.0,,,86-97,,Defensive rebound by A. Morrow
7:03.0,,,86-97,,A. Morrow misses 3-pt shot from 24 ft
7:02.0,Defensive rebound by B. McLemore,,86-97,,
6:55.0,B. McLemore misses 2-pt shot from 4 ft,,86-97,,
6:54.0,,,86-97,,Defensive rebound by R. Westbrook
6:52.0,,,86-97,,Turnover by R. Westbrook (bad pass; steal by J. Thompson)
6:47.0,J. Thompson misses 2-pt shot from 1 ft (block by S. Adams),,86-97,,
6:45.0,Offensive rebound by O. Casspi,,86-97,,
6:43.0,O. Casspi makes 2-pt shot from 1 ft,2,88-97,,
6:27.0,,,88-97,,Shooting foul by J. Thompson (drawn by S. Adams)
6:27.0,,,88-97,,S. Adams misses free throw 1 of 2
6:27.0,,,88-97,,Offensive rebound by Team
6:27.0,,,88-98,1,S. Adams makes free throw 2 of 2
6:13.0,O. Casspi misses 2-pt shot from 2 ft (block by S. Adams),,88-98,,
6:11.0,,,88-98,,Defensive rebound by A. Morrow
6:05.0,,,88-98,,A. Morrow misses 2-pt shot from 7 ft
6:03.0,,,88-98,,Offensive rebound by A. Morrow
6:03.0,,,88-98,,A. Morrow misses 2-pt shot from 1 ft
6:02.0,Defensive rebound by J. Thompson,,88-98,,
5:54.0,Shooting foul by A. Morrow (drawn by J. Thompson),,88-98,,
5:54.0,J. Thompson misses free throw 1 of 2,,88-98,,
5:54.0,Offensive rebound by Team,,88-98,,
5:54.0,J. Thompson makes free throw 2 of 2,1,89-98,,
5:41.0,,,89-98,,D. Augustin misses 3-pt shot from 24 ft
5:40.0,,,89-98,,Offensive rebound by D. Waiters
5:35.0,,,89-101,3,A. Morrow makes 3-pt shot from 23 ft (assist by D. Waiters)
5:21.0,Turnover by R. McCallum (dbl dribble),,89-101,,
5:12.0,,,89-101,,D. Augustin misses 3-pt shot from 24 ft
