time,Detroit,pts.away,score,pts.home,Atlanta
3:40.0,,,8-11,,J. Teague misses 2-pt shot from 2 ft
3:39.0,Defensive rebound by A. Drummond,,8-11,,
3:32.0,C. Butler misses 2-pt shot from 21 ft,,8-11,,
3:30.0,,,8-11,,Defensive rebound by T. Sefolosha
3:23.0,Personal foul by A. Tolliver (drawn by P. Millsap),,8-11,,
3:23.0,,,8-11,,Atlanta full timeout
3:23.0,,,8-11,,D. Schroder enters the game for J. Teague
3:07.0,,,8-11,,Turnover by P. Millsap (bad pass; steal by C. Butler)
2:53.0,K. Caldwell-Pope makes 2-pt shot at rim,2,10-11,,
2:39.0,,,10-11,,D. Schroder misses 2-pt shot from 21 ft
2:38.0,Defensive rebound by A. Drummond,,10-11,,
2:30.0,,,10-11,,Personal foul by T. Sefolosha (drawn by B. Jennings)
2:30.0,,,10-11,,M. Scott enters the game for D. Carroll
2:30.0,,,10-11,,A. Horford enters the game for P. Millsap
2:30.0,,,10-11,,K. Korver enters the game for P. Antic
2:30.0,J. Meeks enters the game for K. Caldwell-Pope,,10-11,,
2:19.0,B. Jennings misses 2-pt shot from 9 ft,,10-11,,
2:16.0,,,10-11,,Defensive rebound by A. Horford
2:08.0,,,10-11,,T. Sefolosha misses 2-pt shot from 10 ft
2:07.0,Defensive rebound by A. Drummond,,10-11,,
1:52.0,Turnover by A. Drummond (offensive goaltending),,10-11,,
1:45.0,,,10-11,,D. Schroder misses 2-pt shot from 2 ft
1:44.0,Defensive rebound by A. Tolliver,,10-11,,
1:37.0,A. Tolliver misses 3-pt shot from 24 ft,,10-11,,
1:36.0,,,10-11,,Defensive rebound by K. Korver
1:21.0,,,10-13,2,D. Schroder makes 2-pt shot at rim
1:13.0,B. Jennings misses 2-pt shot from 19 ft,,10-13,,
1:12.0,,,10-13,,Defensive rebound by D. Schroder
1:02.0,,,10-13,,M. Scott misses 2-pt shot from 15 ft
1:00.0,Defensive rebound by C. Butler,,10-13,,
0:56.0,B. Jennings misses 2-pt shot from 1 ft,,10-13,,
0:54.0,Offensive rebound by A. Tolliver,,10-13,,
0:44.0,D. Augustin enters the game for B. Jennings,,10-13,,
0:44.0,Jump ball: A. Drummond vs. T. Sefolosha (K. Korver gains possession),,,,Jump ball: A. Drummond vs. T. Sefolosha (K. Korver gains possession)
0:44.0,Turnover by B. Jennings (lost ball; steal by A. Horford),,10-13,,
0:28.0,,,10-16,3,M. Scott makes 3-pt shot from 25 ft (assist by D. Schroder)
0:06.0,A. Tolliver misses 3-pt shot from 24 ft,,10-16,,
0:05.0,Offensive rebound by A. Drummond,,10-16,,
0:05.0,A. Drummond makes 2-pt shot at rim,2,12-16,,
0:03.0,Personal take foul by A. Tolliver (drawn by D. Schroder),,12-16,,
0:00.0,,,12-16,,M. Scott misses 2-pt shot from 20 ft
0:00.0,Defensive rebound by A. Drummond,,12-16,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,12-18,2,M. Scott makes 2-pt shot from 1 ft (assist by A. Horford)
11:26.0,D. Augustin misses 3-pt shot from 22 ft,,12-18,,
11:24.0,,,12-18,,Defensive rebound by K. Korver
11:13.0,,,12-18,,D. Schroder misses 2-pt shot from 3 ft (block by G. Monroe)
11:11.0,Defensive rebound by G. Monroe,,12-18,,
11:07.0,Turnover by D. Augustin (bad pass),,12-18,,
10:55.0,,,12-18,,A. Horford misses 2-pt shot from 15 ft
10:53.0,Defensive rebound by C. Butler,,12-18,,
10:33.0,C. Butler misses 3-pt shot from 24 ft,,12-18,,
10:31.0,Offensive rebound by J. Meeks,,12-18,,
10:26.0,Shooting foul by K. Korver (drawn by G. Monroe),,12-18,,
10:26.0,G. Monroe makes free throw 1 of 2,1,13-18,,
10:26.0,,,13-18,,K. Bazemore enters the game for T. Sefolosha
10:26.0,G. Monroe makes free throw 2 of 2,1,14-18,,
10:18.0,,,14-18,,K. Korver misses 3-pt shot from 25 ft
10:17.0,Defensive rebound by G. Monroe,,14-18,,
10:08.0,D. Augustin makes 2-pt shot from 2 ft,2,16-18,,
9:46.0,,,16-20,2,M. Scott makes 2-pt shot from 2 ft (assist by K. Bazemore)
9:35.0,,,16-20,,Personal foul by D. Schroder (drawn by D. Augustin)
9:21.0,Turnover by C. Butler (bad pass; steal by K. Bazemore),,16-20,,
9:17.0,,,16-22,2,K. Bazemore makes 2-pt shot at rim
8:54.0,G. Monroe misses 2-pt shot from 1 ft,,16-22,,
8:52.0,Offensive rebound by J. Jerebko,,16-22,,
8:51.0,Turnover by Team (shot clock),,16-22,,
8:51.0,Official timeout,,16-22,,
8:51.0,K. Caldwell-Pope enters the game for C. Butler,,16-22,,
8:27.0,,,16-24,2,A. Horford makes 2-pt shot from 18 ft (assist by K. Korver)
8:11.0,J. Jerebko makes 3-pt shot from 22 ft (assist by D. Augustin),3,19-24,,
7:57.0,,,19-24,,Turnover by A. Horford (lost ball; steal by G. Monroe)
7:51.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by D. Augustin),3,22-24,,
7:35.0,,,22-26,2,M. Scott makes 2-pt shot at rim (assist by D. Schroder)
7:16.0,J. Meeks misses 3-pt shot from 23 ft,,22-26,,
7:14.0,Offensive rebound by G. Monroe,,22-26,,
7:06.0,J. Meeks misses 2-pt shot from 17 ft,,22-26,,
7:03.0,,,22-26,,Defensive rebound by A. Horford
6:48.0,,,22-28,2,A. Horford makes 2-pt shot from 1 ft (assist by D. Schroder)
6:29.0,J. Meeks makes 3-pt shot from 25 ft (assist by J. Jerebko),3,25-28,,
6:13.0,,,25-28,,M. Scott misses 3-pt shot from 24 ft
6:12.0,Defensive rebound by K. Caldwell-Pope,,25-28,,
6:04.0,D. Augustin makes 2-pt shot at rim,2,27-28,,
6:03.0,,,27-28,,Atlanta full timeout
6:03.0,,,27-28,,P. Millsap enters the game for K. Korver
6:03.0,,,27-28,,D. Carroll enters the game for D. Schroder
6:03.0,,,27-28,,J. Teague enters the game for M. Scott
5:48.0,,,27-28,,P. Millsap misses 2-pt shot from 6 ft
5:46.0,Defensive rebound by J. Meeks,,27-28,,
5:41.0,D. Augustin makes 2-pt shot from 1 ft,2,29-28,,
5:15.0,,,29-28,,J. Teague misses 3-pt shot from 24 ft
5:13.0,Defensive rebound by G. Monroe,,29-28,,
4:57.0,J. Meeks misses 2-pt shot from 10 ft,,29-28,,
4:56.0,,,29-28,,Defensive rebound by P. Millsap
4:37.0,,,29-31,3,P. Millsap makes 3-pt shot from 24 ft (assist by J. Teague)
4:16.0,Turnover by D. Augustin (bad pass; steal by D. Carroll),,29-31,,
4:09.0,,,29-33,2,D. Carroll makes 2-pt shot at rim
3:51.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,29-33,,
3:50.0,Offensive rebound by G. Monroe,,29-33,,
3:50.0,Shooting foul by D. Carroll (drawn by G. Monroe),,29-33,,
3:50.0,G. Monroe makes free throw 1 of 2,1,30-33,,
3:50.0,,,30-33,,P. Antic enters the game for A. Horford
3:50.0,K. Singler enters the game for J. Meeks,,30-33,,
3:50.0,G. Monroe makes free throw 2 of 2,1,31-33,,
3:35.0,,,31-35,2,J. Teague makes 2-pt shot from 1 ft
3:35.0,,,31-35,,Shooting foul by D. Augustin (drawn by J. Teague)
3:35.0,,,31-36,1,J. Teague makes free throw 1 of 1
3:23.0,Turnover by K. Caldwell-Pope (lost ball; steal by K. Bazemore),,31-36,,
3:18.0,,,31-36,,Turnover by K. Bazemore (lost ball)
3:10.0,Detroit full timeout,,31-36,,
3:10.0,,,31-36,,K. Korver enters the game for K. Bazemore
3:10.0,B. Jennings enters the game for G. Monroe,,31-36,,
3:10.0,A. Drummond enters the game for D. Augustin,,31-36,,
3:01.0,J. Jerebko makes 2-pt shot from 23 ft (assist by B. Jennings),2,33-36,,
2:42.0,,,33-36,,D. Carroll misses 3-pt shot from 24 ft
2:41.0,Defensive rebound by K. Caldwell-Pope,,33-36,,
2:31.0,K. Caldwell-Pope misses 2-pt shot from 3 ft,,33-36,,
2:29.0,Offensive rebound by K. Singler,,33-36,,
2:29.0,,,33-36,,Personal foul by D. Carroll (drawn by K. Singler)
2:20.0,J. Jerebko misses 3-pt shot from 24 ft,,33-36,,
2:19.0,,,33-36,,Defensive rebound by P. Antic
2:10.0,,,33-36,,P. Antic misses 3-pt shot from 25 ft
2:08.0,Defensive rebound by J. Jerebko,,33-36,,
2:00.0,A. Drummond makes 2-pt shot from 4 ft (assist by B. Jennings),2,35-36,,
1:47.0,,,35-36,,J. Teague misses 3-pt shot from 24 ft
1:46.0,Defensive rebound by A. Drummond,,35-36,,
1:39.0,Shooting foul by P. Millsap (drawn by B. Jennings),,35-36,,
1:39.0,B. Jennings makes free throw 1 of 2,1,36-36,,
1:39.0,B. Jennings makes free throw 2 of 2,1,37-36,,
1:27.0,Personal foul by J. Jerebko (drawn by P. Millsap),,37-36,,
1:20.0,,,37-39,3,K. Korver makes 3-pt shot from 23 ft (assist by P. Antic)
0:55.0,B. Jennings misses 3-pt shot from 25 ft,,37-39,,
0:54.0,,,37-39,,Defensive rebound by K. Korver
0:54.0,Personal foul by A. Drummond (drawn by K. Korver),,37-39,,
0:54.0,,,37-40,1,K. Korver makes free throw 1 of 2
0:54.0,,,37-41,1,K. Korver makes free throw 2 of 2
0:40.0,K. Singler makes 3-pt shot from 24 ft (assist by K. Caldwell-Pope),3,40-41,,
0:28.0,,,40-44,3,P. Millsap makes 3-pt shot from 24 ft (assist by J. Teague)
0:23.0,,,40-44,,Personal take foul by P. Antic (drawn by A. Drummond)
0:23.0,A. Drummond makes free throw 1 of 2,1,41-44,,
0:23.0,A. Drummond misses free throw 2 of 2,,41-44,,
0:21.0,,,41-44,,Defensive rebound by P. Millsap
0:02.0,,,41-44,,J. Teague misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by A. Drummond,,41-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,41-44,,Shooting foul by G. Monroe (drawn by A. Horford)
11:42.0,,,41-45,1,A. Horford makes free throw 1 of 2
11:42.0,,,41-46,1,A. Horford makes free throw 2 of 2
11:26.0,G. Monroe makes 2-pt shot from 4 ft (assist by B. Jennings),2,43-46,,
11:07.0,,,43-48,2,D. Carroll makes 2-pt shot from 10 ft (assist by P. Millsap)
10:51.0,A. Drummond misses 2-pt shot from 9 ft,,43-48,,
10:49.0,Offensive rebound by K. Caldwell-Pope,,43-48,,
10:36.0,K. Singler misses 3-pt shot from 24 ft,,43-48,,
10:34.0,Offensive rebound by G. Monroe,,43-48,,
10:28.0,G. Monroe makes 2-pt shot from 2 ft,2,45-48,,
10:11.0,,,45-51,3,K. Korver makes 3-pt shot from 24 ft (assist by A. Horford)
9:48.0,Turnover by A. Drummond (3 sec),,45-51,,
9:40.0,,,45-51,,K. Korver misses 3-pt shot from 25 ft
9:39.0,Defensive rebound by A. Drummond,,45-51,,
9:28.0,K. Caldwell-Pope misses 2-pt shot from 3 ft,,45-51,,
9:27.0,,,45-51,,Defensive rebound by K. Korver
9:21.0,,,45-51,,D. Carroll misses 3-pt shot from 23 ft
9:19.0,Defensive rebound by A. Drummond,,45-51,,
9:09.0,G. Monroe makes 2-pt shot from 2 ft (assist by B. Jennings),2,47-51,,
8:48.0,,,47-51,,P. Millsap misses 3-pt shot from 22 ft
8:46.0,Defensive rebound by B. Jennings,,47-51,,
8:30.0,Turnover by K. Caldwell-Pope (traveling),,47-51,,
8:11.0,,,47-51,,A. Horford misses 2-pt shot from 19 ft
8:10.0,Defensive rebound by G. Monroe,,47-51,,
8:06.0,Shooting foul by K. Korver (drawn by A. Drummond),,47-51,,
8:06.0,A. Drummond misses free throw 1 of 2,,47-51,,
8:06.0,Offensive rebound by Team,,47-51,,
8:06.0,A. Drummond misses free throw 2 of 2,,47-51,,
8:04.0,,,47-51,,Defensive rebound by D. Carroll
7:54.0,,,47-51,,Turnover by J. Teague (bad pass; steal by B. Jennings)
7:45.0,Shooting foul by J. Teague (drawn by B. Jennings),,47-51,,
7:45.0,B. Jennings makes free throw 1 of 2,1,48-51,,
7:45.0,B. Jennings makes free throw 2 of 2,1,49-51,,
7:38.0,,,49-53,2,J. Teague makes 2-pt shot from 2 ft
7:21.0,K. Singler misses 2-pt shot from 8 ft,,49-53,,
7:19.0,,,49-53,,Defensive rebound by A. Horford
7:12.0,,,49-53,,Shooting foul by K. Singler (drawn by P. Millsap)
7:12.0,,,49-54,1,P. Millsap makes free throw 1 of 2
7:12.0,,,49-54,,P. Millsap misses free throw 2 of 2
7:11.0,Defensive rebound by K. Singler,,49-54,,
7:00.0,Turnover by G. Monroe (bad pass),,49-54,,
6:45.0,,,49-54,,D. Carroll misses 3-pt shot from 23 ft
6:44.0,Defensive rebound by G. Monroe,,49-54,,
6:38.0,,,49-54,,Personal foul by J. Teague (drawn by B. Jennings)
6:22.0,K. Singler makes 2-pt shot from 2 ft (assist by G. Monroe),2,51-54,,
6:02.0,,,51-54,,P. Millsap misses 2-pt shot from 10 ft
5:59.0,Defensive rebound by G. Monroe,,51-54,,
5:52.0,G. Monroe misses 2-pt shot from 17 ft,,51-54,,
5:49.0,,,51-54,,Defensive rebound by Team
5:49.0,,,51-54,,Atlanta full timeout
5:49.0,,,51-54,,T. Sefolosha enters the game for D. Carroll
5:49.0,,,51-54,,P. Antic enters the game for A. Horford
5:37.0,,,51-56,2,K. Korver makes 2-pt shot from 20 ft (assist by J. Teague)
5:12.0,G. Monroe misses 2-pt shot from 4 ft,,51-56,,
5:10.0,Offensive rebound by A. Drummond,,51-56,,
5:10.0,Shooting foul by P. Antic (drawn by A. Drummond),,51-56,,
5:10.0,A. Drummond misses free throw 1 of 2,,51-56,,
5:10.0,Offensive rebound by Team,,51-56,,
5:10.0,,,51-56,,D. Carroll enters the game for K. Korver
5:10.0,A. Tolliver enters the game for G. Monroe,,51-56,,
5:10.0,A. Drummond misses free throw 2 of 2,,51-56,,
5:08.0,,,51-56,,Defensive rebound by T. Sefolosha
4:45.0,,,51-56,,J. Teague misses 2-pt shot from 2 ft
4:42.0,Defensive rebound by K. Singler,,51-56,,
4:34.0,Shooting foul by P. Antic (drawn by B. Jennings),,51-56,,
4:34.0,B. Jennings misses free throw 1 of 2,,51-56,,
4:34.0,Offensive rebound by Team,,51-56,,
4:34.0,,,51-56,,D. Schroder enters the game for J. Teague
4:34.0,B. Jennings makes free throw 2 of 2,1,52-56,,
4:18.0,,,52-56,,D. Carroll misses 2-pt shot from 5 ft
4:18.0,,,52-56,,Offensive rebound by Team
4:18.0,Loose ball foul by A. Drummond (drawn by P. Antic),,52-56,,
4:18.0,J. Meeks enters the game for K. Caldwell-Pope,,52-56,,
4:12.0,,,52-56,,Shooting foul by A. Tolliver (drawn by D. Schroder)
4:12.0,,,52-57,1,D. Schroder makes free throw 1 of 2
4:12.0,,,52-58,1,D. Schroder makes free throw 2 of 2
3:58.0,J. Meeks makes 3-pt shot from 23 ft (assist by K. Singler),3,55-58,,
3:41.0,,,55-60,2,T. Sefolosha makes 2-pt shot from 1 ft (assist by P. Millsap)
3:26.0,,,55-60,,Personal foul by P. Antic (drawn by A. Drummond)
3:26.0,A. Drummond misses free throw 1 of 2,,55-60,,
3:26.0,Offensive rebound by Team,,55-60,,
3:26.0,A. Drummond misses free throw 2 of 2,,55-60,,
3:24.0,,,55-60,,Defensive rebound by T. Sefolosha
3:12.0,,,55-60,,P. Millsap misses 2-pt shot from 6 ft
3:12.0,Defensive rebound by Team,,55-60,,
3:12.0,,,55-60,,Loose ball foul by P. Millsap (drawn by A. Tolliver)
3:12.0,A. Tolliver makes free throw 1 of 2,1,56-60,,
3:12.0,A. Tolliver misses free throw 2 of 2,,56-60,,
3:11.0,,,56-60,,Defensive rebound by P. Millsap
2:53.0,,,56-60,,D. Carroll misses 2-pt shot from 18 ft
2:50.0,,,56-60,,Offensive rebound by P. Antic
2:50.0,,,56-60,,P. Antic misses 2-pt shot at rim
2:47.0,,,56-60,,Offensive rebound by P. Antic
2:47.0,,,56-60,,P. Antic misses 2-pt shot from 2 ft
2:46.0,Defensive rebound by A. Drummond,,56-60,,
2:34.0,A. Tolliver makes 3-pt shot from 24 ft (assist by J. Meeks),3,59-60,,
2:18.0,,,59-60,,Turnover by P. Antic (bad pass)
2:18.0,Detroit full timeout,,59-60,,
2:18.0,,,59-60,,M. Scott enters the game for P. Millsap
2:18.0,,,59-60,,A. Horford enters the game for P. Antic
2:04.0,J. Meeks misses 3-pt shot from 24 ft,,59-60,,
2:03.0,,,59-60,,Defensive rebound by T. Sefolosha
1:46.0,,,59-60,,A. Horford misses 2-pt shot from 18 ft
1:44.0,,,59-60,,Offensive rebound by T. Sefolosha
1:39.0,,,59-63,3,M. Scott makes 3-pt shot from 24 ft (assist by T. Sefolosha)
1:15.0,Turnover by B. Jennings (bad pass),,59-63,,
1:15.0,,,59-63,,K. Korver enters the game for D. Carroll
1:00.0,,,59-65,2,A. Horford makes 2-pt shot from 4 ft (assist by D. Schroder)
0:51.0,K. Singler misses 3-pt shot from 24 ft,,59-65,,
0:50.0,Offensive rebound by A. Drummond,,59-65,,
0:50.0,Shooting foul by T. Sefolosha (drawn by A. Drummond),,59-65,,
0:50.0,A. Drummond makes free throw 1 of 2,1,60-65,,
0:50.0,K. Caldwell-Pope enters the game for K. Singler,,60-65,,
0:50.0,A. Drummond misses free throw 2 of 2,,60-65,,
0:49.0,,,60-65,,Defensive rebound by T. Sefolosha
0:37.0,,,60-68,3,K. Korver makes 3-pt shot from 24 ft (assist by A. Horford)
0:29.0,,,60-68,,Personal take foul by M. Scott (drawn by A. Drummond)
0:29.0,A. Drummond makes free throw 1 of 2,1,61-68,,
0:29.0,A. Drummond misses free throw 2 of 2,,61-68,,
0:28.0,Offensive rebound by A. Tolliver,,61-68,,
0:05.0,J. Meeks misses 2-pt shot from 14 ft,,61-68,,
0:04.0,,,61-68,,Defensive rebound by M. Scott
0:00.0,,,61-68,,M. Scott misses 3-pt shot from 34 ft
0:00.0,,,61-68,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,A. Tolliver misses 3-pt shot from 25 ft,,61-68,,
11:38.0,,,61-68,,Defensive rebound by D. Schroder
11:26.0,,,61-70,2,A. Horford makes 2-pt shot from 18 ft (assist by D. Schroder)
11:09.0,J. Meeks makes 3-pt shot from 24 ft (assist by A. Tolliver),3,64-70,,
10:52.0,,,64-72,2,M. Scott makes 2-pt shot from 10 ft (assist by K. Korver)
10:39.0,A. Tolliver makes 3-pt shot from 24 ft (assist by J. Meeks),3,67-72,,
10:18.0,,,67-74,2,M. Scott makes 2-pt shot at rim (assist by A. Horford)
10:04.0,Turnover by J. Meeks (bad pass; steal by M. Scott),,67-74,,
9:54.0,,,67-74,,Turnover by K. Korver (lost ball; steal by J. Meeks)
9:49.0,J. Meeks makes 2-pt shot at rim (assist by D. Augustin),2,69-74,,
9:23.0,,,69-74,,M. Scott misses 3-pt shot from 25 ft
9:22.0,Defensive rebound by G. Monroe,,69-74,,
9:09.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by J. Meeks),3,72-74,,
8:58.0,,,72-76,2,M. Scott makes 2-pt shot from 1 ft (assist by D. Schroder)
8:37.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,72-76,,
8:36.0,,,72-76,,Defensive rebound by D. Schroder
8:19.0,,,72-76,,D. Schroder misses 2-pt shot from 1 ft
8:17.0,Defensive rebound by G. Monroe,,72-76,,
8:06.0,Turnover by G. Monroe (lost ball; steal by T. Sefolosha),,72-76,,
8:06.0,Personal foul by G. Monroe (drawn by T. Sefolosha),,72-76,,
8:06.0,Official timeout,,72-76,,
8:06.0,,,72-76,,K. Bazemore enters the game for T. Sefolosha
8:06.0,,,72-76,,J. Teague enters the game for D. Schroder
7:49.0,,,72-78,2,M. Scott makes 2-pt shot at rim (assist by K. Korver)
7:31.0,J. Meeks misses 3-pt shot from 25 ft,,72-78,,
7:27.0,Offensive rebound by G. Monroe,,72-78,,
7:25.0,G. Monroe makes 2-pt shot at rim,2,74-78,,
6:58.0,,,74-80,2,J. Teague makes 2-pt shot from 9 ft (assist by A. Horford)
6:38.0,Turnover by G. Monroe (lost ball; steal by M. Scott),,74-80,,
6:32.0,,,74-80,,K. Bazemore misses 3-pt shot from 22 ft
6:30.0,Defensive rebound by G. Monroe,,74-80,,
6:16.0,G. Monroe misses 2-pt shot from 2 ft,,74-80,,
6:14.0,,,74-80,,Defensive rebound by M. Scott
6:09.0,,,74-83,3,K. Bazemore makes 3-pt shot from 22 ft (assist by J. Teague)
6:08.0,Detroit full timeout,,74-83,,
6:08.0,,,74-83,,D. Carroll enters the game for A. Horford
6:08.0,,,74-83,,P. Millsap enters the game for K. Korver
5:54.0,Shooting foul by K. Bazemore (drawn by G. Monroe),,74-83,,
5:54.0,G. Monroe makes free throw 1 of 2,1,75-83,,
5:54.0,J. Jerebko enters the game for A. Tolliver,,75-83,,
5:54.0,G. Monroe makes free throw 2 of 2,1,76-83,,
5:40.0,,,76-83,,Offensive charge foul by J. Teague
5:40.0,,,76-83,,Turnover by J. Teague (offensive foul)
5:28.0,J. Jerebko misses 2-pt shot from 16 ft,,76-83,,
5:28.0,,,76-83,,Defensive rebound by Team
5:28.0,Loose ball foul by J. Jerebko (drawn by J. Teague),,76-83,,
5:15.0,,,76-83,,J. Teague misses 2-pt shot from 2 ft
5:14.0,Defensive rebound by G. Monroe,,76-83,,
5:01.0,G. Monroe misses 2-pt shot from 2 ft,,76-83,,
4:59.0,Offensive rebound by J. Meeks,,76-83,,
4:50.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,76-83,,
4:48.0,Offensive rebound by Team,,76-83,,
4:39.0,J. Meeks misses 3-pt shot from 24 ft,,76-83,,
4:37.0,Offensive rebound by G. Monroe,,76-83,,
4:34.0,Turnover by G. Monroe (traveling),,76-83,,
4:29.0,,,76-85,2,P. Millsap makes 2-pt shot at rim (assist by J. Teague)
4:12.0,D. Augustin makes 2-pt shot from 6 ft,2,78-85,,
4:12.0,Personal foul by G. Monroe (drawn by K. Bazemore),,78-85,,
4:01.0,,,78-87,2,P. Millsap makes 2-pt shot from 16 ft (assist by J. Teague)
3:45.0,Turnover by D. Augustin (back court),,78-87,,
3:26.0,,,78-87,,Shooting foul by G. Monroe (drawn by D. Carroll)
3:26.0,,,78-88,1,D. Carroll makes free throw 1 of 2
3:26.0,B. Jennings enters the game for D. Augustin,,78-88,,
3:26.0,,,78-88,,D. Carroll misses free throw 2 of 2
3:24.0,Defensive rebound by G. Monroe,,78-88,,
3:07.0,J. Jerebko misses 3-pt shot from 23 ft,,78-88,,
3:04.0,,,78-88,,Defensive rebound by J. Teague
2:54.0,,,78-88,,P. Millsap misses 3-pt shot from 25 ft
2:52.0,,,78-88,,Offensive rebound by M. Scott
