time,Philadelphia,pts.away,score,pts.home,Miami
6:31.0,Philadelphia full timeout,,11-12,,
6:31.0,,,11-12,,H. Walker enters the game for U. Haslem
6:14.0,,,11-12,,Violation by L. Deng (kicked ball)
6:09.0,R. Covington misses 2-pt shot from 1 ft,,11-12,,
6:08.0,Offensive rebound by R. Covington,,11-12,,
6:07.0,R. Covington misses 2-pt shot from 2 ft,,11-12,,
6:06.0,,,11-12,,Defensive rebound by Team
6:05.0,Loose ball foul by R. Covington (drawn by H. Whiteside),,11-12,,
5:51.0,,,11-12,,G. Dragic misses 2-pt shot from 12 ft
5:50.0,Defensive rebound by L. Mbah a Moute,,11-12,,
5:32.0,N. Noel makes 2-pt shot from 19 ft (assist by H. Sims),2,13-12,,
5:16.0,,,13-14,2,G. Dragic makes 2-pt shot from 2 ft
4:54.0,Shooting foul by H. Walker (drawn by H. Sims),,13-14,,
4:54.0,H. Sims makes free throw 1 of 2,1,14-14,,
4:54.0,H. Sims makes free throw 2 of 2,1,15-14,,
4:41.0,,,15-17,3,H. Walker makes 3-pt shot from 25 ft (assist by G. Dragic)
4:34.0,I. Canaan makes 3-pt shot from 24 ft,3,18-17,,
4:21.0,,,18-20,3,H. Walker makes 3-pt shot from 24 ft (assist by D. Wade)
4:09.0,Turnover by H. Sims (bad pass),,18-20,,
4:09.0,H. Thompson enters the game for H. Sims,,18-20,,
4:09.0,,,18-20,,M. Chalmers enters the game for D. Wade
3:49.0,,,18-20,,Turnover by L. Deng (bad pass; steal by R. Covington)
3:43.0,N. Noel misses 2-pt shot at rim,,18-20,,
3:42.0,,,18-20,,Defensive rebound by H. Walker
3:38.0,,,18-20,,Turnover by G. Dragic (bad pass; steal by R. Covington)
3:32.0,H. Thompson makes 2-pt shot from 21 ft (assist by R. Covington),2,20-20,,
3:32.0,,,20-20,,Miami full timeout
3:32.0,J. Sampson enters the game for L. Mbah a Moute,,20-20,,
3:32.0,,,20-20,,C. Andersen enters the game for H. Whiteside
3:16.0,,,20-22,2,M. Chalmers makes 2-pt shot from 1 ft
3:16.0,,,20-22,,Shooting foul by I. Canaan (drawn by M. Chalmers)
3:16.0,T. Frazier enters the game for I. Canaan,,20-22,,
3:16.0,J. McGee enters the game for N. Noel,,20-22,,
3:16.0,,,20-22,,M. Chalmers misses free throw 1 of 1
3:15.0,Defensive rebound by J. McGee,,20-22,,
3:03.0,R. Covington makes 2-pt shot from 1 ft (assist by J. McGee),2,22-22,,
3:03.0,Shooting foul by M. Chalmers (drawn by R. Covington),,22-22,,
3:03.0,R. Covington misses free throw 1 of 1,,22-22,,
3:01.0,,,22-22,,Defensive rebound by Team
2:46.0,,,22-24,2,G. Dragic makes 2-pt shot at rim
2:34.0,J. McGee makes 2-pt shot at rim (assist by H. Thompson),2,24-24,,
2:18.0,,,24-24,,G. Dragic misses 3-pt shot from 25 ft
2:17.0,,,24-24,,Offensive rebound by M. Chalmers
2:13.0,,,24-24,,Turnover by M. Chalmers (bad pass; steal by T. Frazier)
2:09.0,R. Covington misses 3-pt shot from 25 ft,,24-24,,
2:08.0,,,24-24,,Defensive rebound by Team
2:08.0,I. Smith enters the game for R. Covington,,24-24,,
1:57.0,,,24-26,2,C. Andersen makes 2-pt shot at rim (assist by G. Dragic)
1:49.0,J. Sampson misses 2-pt shot from 1 ft (block by C. Andersen),,24-26,,
1:48.0,,,24-26,,Defensive rebound by C. Andersen
1:43.0,,,24-28,2,L. Deng makes 2-pt shot from 1 ft (assist by G. Dragic)
1:23.0,H. Thompson makes 3-pt shot from 24 ft (assist by T. Frazier),3,27-28,,
1:11.0,,,27-30,2,G. Dragic makes 2-pt shot from 1 ft (assist by M. Chalmers)
1:00.0,,,27-30,,J. Ennis enters the game for G. Dragic
1:00.0,,,27-30,,S. Napier enters the game for L. Deng
0:55.0,J. McGee makes 2-pt shot at rim (assist by T. Frazier),2,29-30,,
0:43.0,,,29-30,,Turnover by J. Ennis (bad pass; steal by I. Smith)
0:40.0,Shooting foul by M. Chalmers (drawn by I. Smith),,29-30,,
0:40.0,I. Smith misses free throw 1 of 2,,29-30,,
0:40.0,Offensive rebound by Team,,29-30,,
0:40.0,I. Smith misses free throw 2 of 2,,29-30,,
0:39.0,,,29-30,,Defensive rebound by C. Andersen
0:23.0,,,29-32,2,H. Walker makes 2-pt shot at rim
0:04.0,I. Smith misses 2-pt shot from 4 ft,,29-32,,
0:02.0,Offensive rebound by J. McGee,,29-32,,
0:01.0,J. McGee makes 2-pt shot at rim,2,31-32,,
0:01.0,,,31-32,,Turnover by H. Walker (bad pass; steal by H. Thompson)
0:00.0,H. Thompson misses 3-pt shot from 26 ft,,31-32,,
0:00.0,,,31-32,,Defensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,I. Smith makes 2-pt shot from 1 ft,2,33-32,,
11:18.0,,,33-32,,M. Chalmers misses 2-pt shot from 12 ft (block by J. Sampson)
11:17.0,Defensive rebound by Team,,33-32,,
11:05.0,J. McGee misses 2-pt shot from 11 ft,,33-32,,
11:04.0,Offensive rebound by J. Sampson,,33-32,,
10:53.0,H. Thompson makes 3-pt shot from 23 ft (assist by T. Frazier),3,36-32,,
10:44.0,,,36-35,3,J. Ennis makes 3-pt shot from 23 ft (assist by S. Napier)
10:24.0,Turnover by I. Smith (bad pass; steal by C. Andersen),,36-35,,
10:10.0,,,36-38,3,H. Walker makes 3-pt shot from 24 ft (assist by J. Ennis)
10:00.0,Offensive charge foul by I. Smith,,36-38,,
10:00.0,Turnover by I. Smith (offensive foul),,36-38,,
10:00.0,N. Noel enters the game for J. McGee,,36-38,,
9:45.0,,,36-38,,J. Ennis misses 2-pt shot from 5 ft
9:44.0,,,36-38,,Offensive rebound by C. Andersen
9:34.0,,,36-38,,S. Napier misses 2-pt shot from 2 ft
9:33.0,Defensive rebound by H. Thompson,,36-38,,
9:23.0,Shooting foul by C. Andersen (drawn by N. Noel),,36-38,,
9:23.0,N. Noel makes free throw 1 of 2,1,37-38,,
9:23.0,N. Noel makes free throw 2 of 2,1,38-38,,
9:12.0,,,38-38,,M. Chalmers misses 2-pt shot from 3 ft (block by N. Noel)
9:11.0,Defensive rebound by I. Smith,,38-38,,
9:05.0,J. Sampson misses 2-pt shot from 1 ft (block by J. Ennis),,38-38,,
9:04.0,,,38-38,,Defensive rebound by S. Napier
8:59.0,,,38-40,2,M. Chalmers makes 2-pt shot from 1 ft (assist by S. Napier)
8:54.0,Philadelphia full timeout,,38-40,,
8:38.0,J. Sampson misses 2-pt shot from 8 ft,,38-40,,
8:37.0,,,38-40,,Defensive rebound by C. Andersen
8:29.0,,,38-40,,J. Ennis misses 3-pt shot from 23 ft
8:28.0,Defensive rebound by J. Sampson,,38-40,,
8:18.0,H. Thompson makes 3-pt shot from 25 ft (assist by J. Sampson),3,41-40,,
7:58.0,Personal foul by I. Smith (drawn by J. Ennis),,41-40,,
7:58.0,I. Canaan enters the game for I. Smith,,41-40,,
7:58.0,L. Mbah a Moute enters the game for T. Frazier,,41-40,,
7:58.0,R. Covington enters the game for H. Thompson,,41-40,,
7:44.0,,,41-40,,H. Walker misses 3-pt shot from 24 ft
7:43.0,,,41-40,,Offensive rebound by Team
7:43.0,,,41-40,,Turnover by Team (shot clock)
7:22.0,J. Sampson makes 2-pt shot from 1 ft (assist by N. Noel),2,43-40,,
7:13.0,,,43-40,,Miami full timeout
7:13.0,,,43-40,,G. Dragic enters the game for H. Walker
7:13.0,,,43-40,,L. Deng enters the game for M. Chalmers
7:13.0,,,43-40,,D. Wade enters the game for C. Andersen
7:13.0,,,43-40,,H. Whiteside enters the game for J. Ennis
6:58.0,,,43-40,,Shooting foul by R. Covington (drawn by D. Wade)
6:58.0,,,43-41,1,D. Wade makes free throw 1 of 2
6:58.0,,,43-42,1,D. Wade makes free throw 2 of 2
6:49.0,Shooting foul by H. Whiteside (drawn by N. Noel),,43-42,,
6:49.0,N. Noel misses free throw 1 of 2,,43-42,,
6:49.0,Offensive rebound by Team,,43-42,,
6:49.0,N. Noel makes free throw 2 of 2,1,44-42,,
6:32.0,,,44-42,,D. Wade misses 2-pt shot from 12 ft
6:31.0,Defensive rebound by N. Noel,,44-42,,
6:20.0,I. Canaan makes 3-pt shot from 24 ft,3,47-42,,
6:05.0,,,47-44,2,H. Whiteside makes 2-pt shot at rim (assist by D. Wade)
5:42.0,N. Noel makes 2-pt shot from 14 ft (assist by J. Sampson),2,49-44,,
5:22.0,,,49-46,2,L. Deng makes 2-pt shot from 5 ft (assist by D. Wade)
4:54.0,J. Sampson misses 3-pt shot from 24 ft,,49-46,,
4:53.0,,,49-46,,Defensive rebound by L. Deng
4:48.0,,,49-46,,Offensive charge foul by D. Wade
4:48.0,,,49-46,,Turnover by D. Wade (offensive foul)
4:48.0,H. Thompson enters the game for J. Sampson,,49-46,,
4:48.0,,,49-46,,H. Walker enters the game for S. Napier
4:31.0,H. Thompson misses 3-pt shot from 23 ft,,49-46,,
4:30.0,Offensive rebound by R. Covington,,49-46,,
4:29.0,R. Covington makes 2-pt shot at rim,2,51-46,,
4:17.0,,,51-49,3,L. Deng makes 3-pt shot from 25 ft (assist by D. Wade)
4:03.0,N. Noel makes 2-pt shot from 12 ft (assist by I. Canaan),2,53-49,,
3:46.0,,,53-51,2,H. Whiteside makes 2-pt shot from 2 ft (assist by G. Dragic)
3:32.0,L. Mbah a Moute misses 3-pt shot from 25 ft,,53-51,,
3:31.0,,,53-51,,Defensive rebound by L. Deng
3:27.0,,,53-53,2,D. Wade makes 2-pt shot at rim (assist by G. Dragic)
3:08.0,I. Canaan misses 3-pt shot from 25 ft,,53-53,,
3:07.0,,,53-53,,Defensive rebound by D. Wade
3:03.0,,,53-53,,Turnover by D. Wade (bad pass)
2:50.0,Official timeout,,53-53,,
2:50.0,H. Sims enters the game for N. Noel,,53-53,,
2:40.0,Turnover by H. Thompson (bad pass; steal by D. Wade),,53-53,,
2:36.0,,,53-55,2,D. Wade makes 2-pt shot from 1 ft
2:11.0,R. Covington makes 3-pt shot from 25 ft (assist by I. Canaan),3,56-55,,
1:47.0,,,56-57,2,G. Dragic makes 2-pt shot from 16 ft
1:19.0,I. Canaan misses 3-pt shot from 24 ft,,56-57,,
1:18.0,,,56-57,,Defensive rebound by H. Whiteside
1:02.0,,,56-57,,Shooting foul by H. Thompson (drawn by H. Whiteside)
1:02.0,,,56-58,1,H. Whiteside makes free throw 1 of 2
1:02.0,,,56-59,1,H. Whiteside makes free throw 2 of 2
0:44.0,H. Sims makes 2-pt shot from 9 ft,2,58-59,,
0:32.0,,,58-61,2,D. Wade makes 2-pt shot from 5 ft (assist by G. Dragic)
0:30.0,Philadelphia full timeout,,58-61,,
0:30.0,,,58-61,,U. Haslem enters the game for H. Walker
0:06.0,I. Canaan makes 2-pt shot from 22 ft,2,60-61,,
0:01.0,,,60-61,,D. Wade misses 3-pt shot from 24 ft
0:00.0,,,60-61,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,H. Sims makes 2-pt shot from 17 ft (assist by N. Noel),2,62-61,,
11:15.0,,,62-61,,H. Whiteside misses 2-pt shot from 3 ft (block by L. Mbah a Moute)
11:14.0,Defensive rebound by H. Sims,,62-61,,
11:10.0,,,62-61,,Violation by H. Whiteside (def goaltending)
11:10.0,R. Covington makes 2-pt shot from 2 ft (assist by I. Canaan),2,64-61,,
10:51.0,,,64-61,,U. Haslem misses 2-pt shot from 7 ft
10:50.0,Defensive rebound by L. Mbah a Moute,,64-61,,
10:32.0,R. Covington makes 3-pt shot from 24 ft (assist by L. Mbah a Moute),3,67-61,,
10:16.0,,,67-61,,D. Wade misses 2-pt shot from 16 ft
10:15.0,,,67-61,,Offensive rebound by G. Dragic
10:08.0,,,67-61,,D. Wade misses 2-pt shot from 1 ft (block by H. Sims)
10:07.0,,,67-61,,Offensive rebound by H. Whiteside
10:07.0,,,67-61,,Shooting foul by N. Noel (drawn by H. Whiteside)
10:07.0,,,67-61,,H. Whiteside misses free throw 1 of 2
10:07.0,,,67-61,,Offensive rebound by Team
10:07.0,,,67-61,,H. Whiteside misses free throw 2 of 2
10:06.0,Defensive rebound by N. Noel,,67-61,,
10:00.0,L. Mbah a Moute misses 2-pt shot from 1 ft,,67-61,,
9:59.0,,,67-61,,Defensive rebound by U. Haslem
9:36.0,,,67-61,,G. Dragic misses 2-pt shot from 14 ft
9:35.0,,,67-61,,Offensive rebound by U. Haslem
9:19.0,,,67-61,,D. Wade misses 2-pt shot from 18 ft
9:18.0,Defensive rebound by L. Mbah a Moute,,67-61,,
9:04.0,R. Covington misses 3-pt shot from 23 ft,,67-61,,
9:03.0,,,67-61,,Defensive rebound by D. Wade
8:57.0,,,67-63,2,G. Dragic makes 2-pt shot from 1 ft
8:48.0,N. Noel misses 2-pt shot from 1 ft,,67-63,,
8:47.0,,,67-63,,Defensive rebound by U. Haslem
8:45.0,Technical foul by Team,,67-63,,
8:45.0,,,67-63,,D. Wade misses technical free throw
8:45.0,,,67-63,,Offensive rebound by Team
8:38.0,,,67-63,,G. Dragic misses 2-pt shot from 9 ft (block by N. Noel)
8:37.0,Defensive rebound by N. Noel,,67-63,,
8:37.0,,,67-63,,Personal foul by G. Dragic (drawn by N. Noel)
8:15.0,Turnover by I. Canaan (bad pass),,67-63,,
7:51.0,,,67-65,2,L. Deng makes 2-pt shot from 10 ft
7:31.0,I. Canaan misses 2-pt shot from 11 ft,,67-65,,
7:30.0,,,67-65,,Defensive rebound by U. Haslem
7:27.0,,,67-65,,Turnover by D. Wade (bad pass)
7:02.0,L. Mbah a Moute misses 2-pt shot from 19 ft,,67-65,,
7:01.0,,,67-65,,Defensive rebound by H. Whiteside
6:58.0,,,67-65,,Shooting foul by R. Covington (drawn by G. Dragic)
6:58.0,,,67-65,,G. Dragic misses free throw 1 of 2
6:58.0,,,67-65,,Offensive rebound by Team
6:58.0,J. McGee enters the game for N. Noel,,67-65,,
6:58.0,I. Smith enters the game for I. Canaan,,67-65,,
6:58.0,,,67-66,1,G. Dragic makes free throw 2 of 2
6:44.0,R. Covington misses 2-pt shot from 2 ft,,67-66,,
6:43.0,,,67-66,,Defensive rebound by H. Whiteside
6:36.0,Violation by J. McGee (def goaltending),,67-66,,
6:36.0,,,67-68,2,L. Deng makes 2-pt shot from 1 ft
6:24.0,L. Mbah a Moute misses 2-pt shot from 20 ft,,67-68,,
6:23.0,,,67-68,,Defensive rebound by H. Whiteside
6:17.0,,,67-70,2,L. Deng makes 2-pt shot at rim (assist by G. Dragic)
6:09.0,H. Sims makes 2-pt shot from 2 ft (assist by I. Smith),2,69-70,,
6:09.0,Shooting foul by D. Wade (drawn by H. Sims),,69-70,,
6:09.0,H. Sims misses free throw 1 of 1,,69-70,,
6:08.0,,,69-70,,Defensive rebound by H. Whiteside
5:52.0,,,69-70,,U. Haslem misses 2-pt shot from 16 ft
5:51.0,Defensive rebound by R. Covington,,69-70,,
5:45.0,H. Sims makes 2-pt shot at rim (assist by I. Smith),2,71-70,,
5:15.0,,,71-72,2,D. Wade makes 2-pt shot from 13 ft
5:08.0,L. Mbah a Moute misses 2-pt shot from 20 ft,,71-72,,
5:07.0,,,71-72,,Defensive rebound by H. Whiteside
4:58.0,,,71-74,2,D. Wade makes 2-pt shot from 2 ft
4:49.0,Turnover by I. Smith (lost ball; steal by U. Haslem),,71-74,,
4:45.0,,,71-74,,Shooting foul by H. Sims (drawn by D. Wade)
4:45.0,,,71-74,,Miami full timeout
4:45.0,H. Thompson enters the game for H. Sims,,71-74,,
4:45.0,J. Sampson enters the game for R. Covington,,71-74,,
4:45.0,,,71-74,,H. Walker enters the game for U. Haslem
4:45.0,,,71-75,1,D. Wade makes free throw 1 of 2
4:45.0,,,71-76,1,D. Wade makes free throw 2 of 2
4:34.0,J. Sampson makes 2-pt shot from 2 ft,2,73-76,,
4:17.0,,,73-76,,Turnover by G. Dragic (bad pass; steal by I. Smith)
4:15.0,Turnover by I. Smith (bad pass; steal by G. Dragic),,73-76,,
4:06.0,,,73-76,,L. Deng misses 3-pt shot from 25 ft
4:05.0,Defensive rebound by J. Sampson,,73-76,,
3:56.0,J. McGee misses 2-pt shot from 13 ft,,73-76,,
3:55.0,,,73-76,,Defensive rebound by Team
3:55.0,,,73-76,,M. Chalmers enters the game for D. Wade
3:43.0,,,73-78,2,H. Whiteside makes 2-pt shot from 15 ft (assist by G. Dragic)
3:21.0,L. Mbah a Moute misses 2-pt shot from 1 ft,,73-78,,
3:20.0,,,73-78,,Defensive rebound by H. Whiteside
3:13.0,,,73-78,,G. Dragic misses 3-pt shot from 25 ft
3:12.0,Defensive rebound by Team,,73-78,,
3:12.0,,,73-78,,Loose ball foul by L. Deng (drawn by I. Smith)
2:50.0,L. Mbah a Moute misses 2-pt shot from 16 ft,,73-78,,
2:49.0,,,73-78,,Defensive rebound by H. Whiteside
2:43.0,T. Frazier enters the game for L. Mbah a Moute,,73-78,,
2:43.0,,,73-78,,J. Ennis enters the game for H. Walker
2:31.0,,,73-81,3,L. Deng makes 3-pt shot from 24 ft (assist by M. Chalmers)
2:13.0,I. Smith makes 2-pt shot at rim,2,75-81,,
1:56.0,,,75-83,2,G. Dragic makes 2-pt shot from 16 ft
1:44.0,I. Smith misses 3-pt shot from 24 ft,,75-83,,
1:43.0,,,75-83,,Defensive rebound by H. Whiteside
1:31.0,,,75-86,3,G. Dragic makes 3-pt shot from 24 ft (assist by L. Deng)
1:15.0,,,75-86,,Violation by G. Dragic (kicked ball)
1:15.0,Philadelphia full timeout,,75-86,,
1:06.0,H. Thompson makes 3-pt shot from 23 ft (assist by I. Smith),3,78-86,,
0:49.0,,,78-89,3,G. Dragic makes 3-pt shot from 25 ft (assist by M. Chalmers)
0:39.0,Shooting foul by G. Dragic (drawn by T. Frazier),,78-89,,
0:39.0,T. Frazier misses free throw 1 of 2,,78-89,,
0:39.0,Offensive rebound by Team,,78-89,,
0:39.0,T. Frazier misses free throw 2 of 2,,78-89,,
0:39.0,,,78-89,,Defensive rebound by L. Deng
0:22.0,,,78-89,,H. Whiteside misses 2-pt shot from 2 ft
0:21.0,Defensive rebound by J. Sampson,,78-89,,
0:20.0,Shooting foul by M. Chalmers (drawn by J. Sampson),,78-89,,
0:20.0,J. Sampson misses free throw 1 of 2,,78-89,,
0:20.0,Offensive rebound by Team,,78-89,,
0:20.0,L. Mbah a Moute enters the game for J. McGee,,78-89,,
0:20.0,J. Sampson makes free throw 2 of 2,1,79-89,,
0:03.0,,,79-91,2,H. Whiteside makes 2-pt shot from 1 ft (assist by M. Chalmers)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,79-91,,J. Ennis misses 2-pt shot from 18 ft
11:40.0,,,79-91,,Offensive rebound by C. Andersen
11:39.0,,,79-93,2,C. Andersen makes 2-pt shot at rim
11:27.0,H. Thompson misses 3-pt shot from 23 ft,,79-93,,
11:26.0,Offensive rebound by I. Canaan,,79-93,,
11:17.0,I. Smith misses 2-pt shot from 5 ft,,79-93,,
11:16.0,Offensive rebound by I. Smith,,79-93,,
11:15.0,I. Smith makes 2-pt shot from 5 ft,2,81-93,,
10:56.0,,,81-96,3,L. Deng makes 3-pt shot from 24 ft (assist by J. Ennis)
10:45.0,Shooting foul by J. Ennis (drawn by N. Noel),,81-96,,
10:45.0,N. Noel makes free throw 1 of 2,1,82-96,,
10:45.0,J. Sampson enters the game for R. Covington,,82-96,,
10:45.0,N. Noel makes free throw 2 of 2,1,83-96,,
10:45.0,Personal foul by I. Smith (drawn by M. Chalmers),,83-96,,
10:36.0,Violation by N. Noel (kicked ball),,83-96,,
10:31.0,,,83-96,,J. Ennis misses 3-pt shot from 23 ft
10:30.0,Defensive rebound by J. Sampson,,83-96,,
10:24.0,J. Sampson misses 2-pt shot from 2 ft (block by C. Andersen),,83-96,,
10:23.0,,,83-96,,Defensive rebound by S. Napier
10:03.0,,,83-98,2,L. Deng makes 2-pt shot from 1 ft (assist by M. Chalmers)
9:45.0,Turnover by H. Thompson (lost ball),,83-98,,
9:24.0,,,83-100,2,L. Deng makes 2-pt shot from 16 ft (assist by M. Chalmers)
9:24.0,Philadelphia full timeout,,83-100,,
9:24.0,,,83-100,,U. Haslem enters the game for L. Deng
9:24.0,R. Covington enters the game for I. Smith,,83-100,,
9:14.0,Turnover by J. Sampson (lost ball; steal by M. Chalmers),,83-100,,
9:07.0,,,83-100,,M. Chalmers misses 3-pt shot from 25 ft
9:06.0,,,83-100,,Offensive rebound by C. Andersen
9:06.0,,,83-100,,Shooting foul by R. Covington (drawn by C. Andersen)
9:06.0,,,83-101,1,C. Andersen makes free throw 1 of 2
9:06.0,,,83-102,1,C. Andersen makes free throw 2 of 2
8:57.0,Offensive charge foul by J. Sampson,,83-102,,
8:57.0,Turnover by J. Sampson (offensive foul),,83-102,,
8:41.0,,,83-104,2,M. Chalmers makes 2-pt shot from 15 ft
8:32.0,I. Canaan makes 3-pt shot from 24 ft,3,86-104,,
8:17.0,,,86-104,,Offensive foul by U. Haslem
8:17.0,,,86-104,,Turnover by U. Haslem (offensive foul)
7:59.0,Shooting foul by M. Chalmers (drawn by N. Noel),,86-104,,
7:59.0,N. Noel makes free throw 1 of 2,1,87-104,,
7:59.0,N. Noel misses free throw 2 of 2,,87-104,,
7:58.0,,,87-104,,Defensive rebound by C. Andersen
7:50.0,,,87-104,,Turnover by S. Napier (bad pass)
7:50.0,I. Smith enters the game for J. Sampson,,87-104,,
7:42.0,I. Canaan misses 3-pt shot from 25 ft,,87-104,,
7:41.0,,,87-104,,Defensive rebound by S. Napier
7:26.0,,,87-107,3,M. Chalmers makes 3-pt shot from 23 ft
7:06.0,Turnover by I. Canaan (bad pass),,87-107,,
6:58.0,Personal block foul by N. Noel (drawn by M. Chalmers),,87-107,,
6:48.0,,,87-107,,C. Andersen misses 2-pt shot from 5 ft (block by N. Noel)
6:47.0,,,87-107,,Offensive rebound by C. Andersen
6:42.0,,,87-107,,J. Ennis misses 2-pt shot from 22 ft
6:41.0,Defensive rebound by N. Noel,,87-107,,
6:30.0,R. Covington misses 3-pt shot from 23 ft,,87-107,,
6:29.0,Offensive rebound by Team,,87-107,,
6:27.0,Shooting foul by C. Andersen (drawn by N. Noel),,87-107,,
6:27.0,N. Noel makes free throw 1 of 2,1,88-107,,
6:27.0,N. Noel makes free throw 2 of 2,1,89-107,,
6:19.0,,,89-107,,Miami full timeout
6:19.0,,,89-107,,G. Dragic enters the game for S. Napier
6:19.0,L. Mbah a Moute enters the game for H. Thompson,,89-107,,
6:02.0,,,89-109,2,G. Dragic makes 2-pt shot from 11 ft
5:43.0,L. Mbah a Moute makes 3-pt shot from 25 ft (assist by I. Smith),3,92-109,,
5:27.0,,,92-109,,Turnover by G. Dragic (step out of bounds)
5:12.0,Shooting foul by M. Chalmers (drawn by I. Smith),,92-109,,
5:12.0,I. Smith makes free throw 1 of 2,1,93-109,,
5:12.0,I. Smith misses free throw 2 of 2,,93-109,,
5:10.0,,,93-109,,Defensive rebound by M. Chalmers
5:01.0,,,93-109,,M. Chalmers misses 2-pt shot from 19 ft
5:00.0,Defensive rebound by R. Covington,,93-109,,
4:42.0,I. Smith misses 2-pt shot from 6 ft,,93-109,,
4:41.0,,,93-109,,Defensive rebound by Team
4:41.0,Loose ball foul by N. Noel (drawn by U. Haslem),,93-109,,
4:37.0,Personal foul by I. Canaan (drawn by G. Dragic),,93-109,,
4:37.0,,,93-110,1,G. Dragic makes free throw 1 of 2
4:37.0,,,93-111,1,G. Dragic makes free throw 2 of 2
4:23.0,N. Noel makes 2-pt shot from 2 ft (assist by I. Smith),2,95-111,,
4:07.0,,,95-113,2,U. Haslem makes 2-pt shot from 18 ft (assist by G. Dragic)
4:07.0,Philadelphia full timeout,,95-113,,
4:07.0,H. Thompson enters the game for I. Canaan,,95-113,,
3:50.0,Shooting foul by J. Ennis (drawn by R. Covington),,95-113,,
3:50.0,R. Covington makes free throw 1 of 2,1,96-113,,
3:50.0,R. Covington misses free throw 2 of 2,,96-113,,
3:49.0,,,96-113,,Defensive rebound by Team
