time,Indiana,pts.away,score,pts.home,Philadelphia
4:37.0,S. Hill makes 2-pt shot from 1 ft,2,15-10,,
4:37.0,Shooting foul by L. Mbah a Moute (drawn by S. Hill),,15-10,,
4:37.0,,,15-10,,J. Grant enters the game for L. Mbah a Moute
4:37.0,C. Miles enters the game for R. Stuckey,,15-10,,
4:37.0,S. Hill makes free throw 1 of 1,1,16-10,,
4:26.0,,,16-10,,M. Carter-Williams misses 2-pt shot from 1 ft
4:24.0,Defensive rebound by R. Hibbert,,16-10,,
4:15.0,Offensive foul by R. Hibbert,,16-10,,
4:15.0,Turnover by R. Hibbert (offensive foul),,16-10,,
4:15.0,,,16-10,,J. Sampson enters the game for M. Carter-Williams
4:15.0,L. Allen enters the game for R. Hibbert,,16-10,,
4:03.0,,,16-10,,H. Sims misses 2-pt shot from 13 ft
4:02.0,Defensive rebound by L. Scola,,16-10,,
3:50.0,L. Allen misses 2-pt shot from 6 ft,,16-10,,
3:49.0,Offensive rebound by L. Allen,,16-10,,
3:44.0,C. Miles makes 3-pt shot from 24 ft (assist by C. Watson),3,19-10,,
3:36.0,,,19-12,2,T. Wroten makes 2-pt shot from 1 ft
3:36.0,,,19-12,,Shooting foul by C. Watson (drawn by T. Wroten)
3:36.0,,,19-13,1,T. Wroten makes free throw 1 of 1
3:22.0,Turnover by S. Hill (lost ball),,19-13,,
3:16.0,,,19-13,,Turnover by H. Sims (lost ball; steal by L. Allen)
3:11.0,C. Watson makes 2-pt shot from 14 ft,2,21-13,,
2:56.0,,,21-13,,H. Sims misses 2-pt shot from 15 ft
2:55.0,Defensive rebound by C. Miles,,21-13,,
2:42.0,C. Miles misses 3-pt shot from 26 ft,,21-13,,
2:42.0,,,21-13,,Defensive rebound by Team
2:42.0,Indiana full timeout,,21-13,,
2:42.0,,,21-13,,K. McDaniels enters the game for R. Covington
2:27.0,,,21-15,2,J. Sampson makes 2-pt shot from 3 ft (assist by T. Wroten)
2:06.0,C. Watson misses 3-pt shot from 26 ft,,21-15,,
2:04.0,,,21-15,,Defensive rebound by H. Sims
1:57.0,,,21-15,,Offensive foul by T. Wroten
1:57.0,,,21-15,,Turnover by T. Wroten (offensive foul)
1:47.0,L. Scola misses 2-pt shot from 16 ft,,21-15,,
1:45.0,,,21-15,,Defensive rebound by J. Grant
1:36.0,,,21-17,2,H. Sims makes 2-pt shot from 5 ft
1:20.0,C. Copeland enters the game for C. Watson,,21-17,,
1:20.0,D. Sloan enters the game for S. Hill,,21-17,,
1:10.0,L. Scola misses 2-pt shot from 2 ft (block by J. Grant),,21-17,,
1:09.0,Offensive rebound by Team,,21-17,,
1:07.0,C. Miles misses 2-pt shot from 16 ft,,21-17,,
1:05.0,Offensive rebound by L. Scola,,21-17,,
0:57.0,C. Copeland misses 2-pt shot from 16 ft,,21-17,,
0:56.0,,,21-17,,Defensive rebound by K. McDaniels
0:51.0,,,21-17,,T. Wroten misses 2-pt shot from 2 ft
0:49.0,,,21-17,,Offensive rebound by H. Sims
0:48.0,,,21-17,,H. Sims misses 2-pt shot from 1 ft (block by L. Allen)
0:47.0,Defensive rebound by D. Sloan,,21-17,,
0:42.0,Indiana full timeout,,21-17,,
0:42.0,S. Hill enters the game for C. Miles,,21-17,,
0:31.0,D. Sloan misses 3-pt shot from 27 ft,,21-17,,
0:28.0,,,21-17,,Defensive rebound by Team
0:04.0,,,21-19,2,J. Sampson makes 2-pt shot from 6 ft
0:00.0,D. Sloan misses 3-pt shot from 25 ft,,21-19,,
0:00.0,Offensive rebound by Team,,21-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,21-19,,Shooting foul by C. Copeland (drawn by T. Wroten)
11:51.0,,,21-20,1,T. Wroten makes free throw 1 of 2
11:51.0,,,21-21,1,T. Wroten makes free throw 2 of 2
11:31.0,L. Allen makes 2-pt shot from 7 ft (assist by L. Scola),2,23-21,,
11:06.0,,,23-21,,Turnover by Team (shot clock)
10:51.0,C. Copeland misses 2-pt shot from 3 ft (block by K. McDaniels),,23-21,,
10:49.0,Offensive rebound by L. Allen,,23-21,,
10:43.0,,,23-21,,M. Carter-Williams enters the game for J. Sampson
10:43.0,,,23-21,,N. Noel enters the game for H. Sims
10:43.0,Turnover by S. Hill (bad pass),,23-21,,
10:22.0,,,23-21,,T. Wroten misses 3-pt shot from 26 ft
10:20.0,Defensive rebound by L. Allen,,23-21,,
10:06.0,Shooting foul by J. Grant (drawn by L. Scola),,23-21,,
10:06.0,L. Scola misses free throw 1 of 2,,23-21,,
10:06.0,Offensive rebound by Team,,23-21,,
10:06.0,,,23-21,,L. Mbah a Moute enters the game for J. Grant
10:06.0,L. Scola misses free throw 2 of 2,,23-21,,
10:04.0,,,23-21,,Defensive rebound by N. Noel
9:52.0,,,23-21,,Turnover by T. Wroten (bad pass; steal by D. Sloan)
9:46.0,L. Scola makes 2-pt shot at rim (assist by L. Allen),2,25-21,,
9:46.0,Shooting foul by L. Mbah a Moute (drawn by L. Scola),,25-21,,
9:46.0,R. Stuckey enters the game for S. Hill,,25-21,,
9:46.0,L. Scola misses free throw 1 of 1,,25-21,,
9:44.0,,,25-21,,Defensive rebound by N. Noel
9:34.0,,,25-23,2,T. Wroten makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
9:34.0,,,25-23,,Shooting foul by D. Sloan (drawn by T. Wroten)
9:34.0,,,25-24,1,T. Wroten makes free throw 1 of 1
9:13.0,L. Scola misses 2-pt shot from 2 ft (block by N. Noel),,25-24,,
9:12.0,Offensive rebound by Team,,25-24,,
9:12.0,,,25-24,,R. Covington enters the game for K. McDaniels
9:05.0,R. Stuckey makes 2-pt shot from 1 ft (assist by L. Scola),2,27-24,,
9:05.0,Shooting foul by T. Wroten (drawn by R. Stuckey),,27-24,,
9:05.0,R. Stuckey makes free throw 1 of 1,1,28-24,,
9:05.0,,,28-24,,Philadelphia full timeout
9:05.0,D. West enters the game for L. Scola,,28-24,,
8:49.0,,,28-27,3,R. Covington makes 3-pt shot from 27 ft (assist by T. Wroten)
8:27.0,L. Allen misses 2-pt shot from 15 ft,,28-27,,
8:26.0,,,28-27,,Defensive rebound by N. Noel
8:08.0,,,28-30,3,M. Carter-Williams makes 3-pt shot from 25 ft (assist by T. Wroten)
7:52.0,D. Sloan makes 2-pt shot from 17 ft,2,30-30,,
7:38.0,,,30-30,,Turnover by T. Wroten (lost ball)
7:23.0,D. Sloan makes 2-pt shot from 2 ft,2,32-30,,
7:23.0,Shooting foul by M. Carter-Williams (drawn by D. Sloan),,32-30,,
7:23.0,D. Sloan makes free throw 1 of 1,1,33-30,,
7:14.0,,,33-30,,Turnover by M. Carter-Williams (lost ball; steal by L. Allen)
7:08.0,L. Allen misses 2-pt shot from 3 ft,,33-30,,
7:05.0,Offensive rebound by D. West,,33-30,,
7:05.0,D. West makes 2-pt shot from 2 ft,2,35-30,,
6:55.0,Personal foul by R. Stuckey (drawn by M. Carter-Williams),,35-30,,
6:55.0,R. Hibbert enters the game for L. Allen,,35-30,,
6:46.0,,,35-30,,Shooting foul by R. Hibbert (drawn by T. Wroten)
6:46.0,,,35-30,,T. Wroten misses free throw 1 of 2
6:46.0,,,35-30,,Offensive rebound by Team
6:46.0,L. Allen enters the game for R. Hibbert,,35-30,,
6:46.0,,,35-31,1,T. Wroten makes free throw 2 of 2
6:37.0,Shooting foul by T. Wroten (drawn by L. Allen),,35-31,,
6:37.0,L. Allen makes free throw 1 of 2,1,36-31,,
6:37.0,,,36-31,,K. McDaniels enters the game for T. Wroten
6:37.0,L. Allen makes free throw 2 of 2,1,37-31,,
6:24.0,,,37-31,,M. Carter-Williams misses 2-pt shot from 16 ft
6:23.0,Defensive rebound by R. Stuckey,,37-31,,
6:17.0,Shooting foul by K. McDaniels (drawn by R. Stuckey),,37-31,,
6:17.0,R. Stuckey makes free throw 1 of 2,1,38-31,,
6:17.0,R. Stuckey misses free throw 2 of 2,,38-31,,
6:16.0,,,38-31,,Defensive rebound by M. Carter-Williams
6:06.0,,,38-31,,L. Mbah a Moute misses 3-pt shot from 24 ft (block by D. West)
6:04.0,Defensive rebound by R. Stuckey,,38-31,,
6:01.0,,,38-31,,Personal foul by L. Mbah a Moute (drawn by D. West)
6:01.0,D. West misses free throw 1 of 2,,38-31,,
6:01.0,Offensive rebound by Team,,38-31,,
6:01.0,,,38-31,,F. Aldemir enters the game for L. Mbah a Moute
6:01.0,D. West makes free throw 2 of 2,1,39-31,,
5:49.0,,,39-31,,N. Noel misses 2-pt shot from 10 ft
5:48.0,Defensive rebound by R. Stuckey,,39-31,,
5:42.0,Offensive foul by L. Allen,,39-31,,
5:42.0,Turnover by L. Allen (offensive foul),,39-31,,
5:42.0,Official timeout,,39-31,,
5:32.0,,,39-33,2,R. Covington makes 2-pt shot from 12 ft
5:32.0,,,39-33,,Shooting foul by C. Copeland (drawn by R. Covington)
5:32.0,,,39-33,,R. Covington misses free throw 1 of 1
5:30.0,Defensive rebound by L. Allen,,39-33,,
5:21.0,C. Copeland misses 2-pt shot from 23 ft,,39-33,,
5:18.0,,,39-33,,Defensive rebound by N. Noel
5:11.0,,,39-33,,M. Carter-Williams misses 3-pt shot from 26 ft
5:09.0,,,39-33,,Offensive rebound by N. Noel
5:05.0,,,39-36,3,R. Covington makes 3-pt shot from 25 ft (assist by F. Aldemir)
4:46.0,D. West misses 2-pt shot from 17 ft,,39-36,,
4:45.0,,,39-36,,Defensive rebound by M. Carter-Williams
4:34.0,,,39-38,2,M. Carter-Williams makes 2-pt shot from 11 ft
4:31.0,Indiana full timeout,,39-38,,
4:31.0,C. Watson enters the game for C. Copeland,,39-38,,
4:31.0,S. Hill enters the game for D. Sloan,,39-38,,
4:26.0,L. Allen misses 2-pt shot from 2 ft (block by M. Carter-Williams),,39-38,,
4:24.0,,,39-38,,Defensive rebound by F. Aldemir
4:18.0,,,39-38,,K. McDaniels misses 3-pt shot from 26 ft
4:16.0,Defensive rebound by C. Watson,,39-38,,
4:02.0,,,39-38,,Personal foul by F. Aldemir (drawn by C. Watson)
4:02.0,C. Watson makes free throw 1 of 2,1,40-38,,
4:02.0,,,40-38,,J. Grant enters the game for R. Covington
4:02.0,C. Watson misses free throw 2 of 2,,40-38,,
4:01.0,,,40-38,,Defensive rebound by F. Aldemir
3:39.0,,,40-38,,Turnover by J. Grant (bad pass; steal by C. Watson)
3:34.0,C. Watson misses 2-pt shot from 2 ft,,40-38,,
3:33.0,,,40-38,,Defensive rebound by J. Grant
3:27.0,,,40-41,3,J. Grant makes 3-pt shot from 24 ft (assist by K. McDaniels)
3:06.0,S. Hill makes 2-pt shot from 12 ft,2,42-41,,
2:49.0,,,42-41,,Turnover by F. Aldemir (lost ball; steal by L. Allen)
2:42.0,R. Stuckey misses 3-pt shot from 23 ft,,42-41,,
2:40.0,,,42-41,,Defensive rebound by N. Noel
2:21.0,,,42-41,,N. Noel misses 2-pt shot from 2 ft
2:20.0,Defensive rebound by L. Allen,,42-41,,
2:10.0,,,42-41,,Personal foul by F. Aldemir (drawn by D. West)
2:10.0,D. West makes free throw 1 of 2,1,43-41,,
2:10.0,,,43-41,,J. Sampson enters the game for N. Noel
2:10.0,D. West makes free throw 2 of 2,1,44-41,,
2:02.0,,,44-41,,Turnover by K. McDaniels (lost ball; steal by D. West)
1:54.0,D. West makes 2-pt shot from 1 ft (assist by R. Stuckey),2,46-41,,
1:33.0,,,46-41,,M. Carter-Williams misses 2-pt shot from 17 ft
1:31.0,,,46-41,,Offensive rebound by F. Aldemir
1:31.0,,,46-41,,F. Aldemir misses 2-pt shot from 1 ft
1:30.0,Defensive rebound by L. Allen,,46-41,,
1:12.0,Shooting foul by J. Grant (drawn by R. Stuckey),,46-41,,
1:12.0,R. Stuckey misses free throw 1 of 2,,46-41,,
1:12.0,Offensive rebound by Team,,46-41,,
1:12.0,R. Stuckey makes free throw 2 of 2,1,47-41,,
1:00.0,,,47-41,,Shooting foul by L. Allen (drawn by M. Carter-Williams)
1:00.0,,,47-42,1,M. Carter-Williams makes free throw 1 of 2
1:00.0,,,47-43,1,M. Carter-Williams makes free throw 2 of 2
0:49.0,,,47-43,,Personal foul by F. Aldemir (drawn by D. West)
0:49.0,D. West makes free throw 1 of 2,1,48-43,,
0:49.0,C. Copeland enters the game for R. Stuckey,,48-43,,
0:49.0,D. West makes free throw 2 of 2,1,49-43,,
0:25.0,,,49-43,,Turnover by F. Aldemir (lost ball; steal by S. Hill)
0:02.0,D. West misses 2-pt shot from 14 ft (block by F. Aldemir),,49-43,,
0:00.0,Jump ball: J. Grant vs. S. Hill,,,,Jump ball: J. Grant vs. S. Hill
0:00.0,Offensive rebound by Team,,49-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,49-43,,R. Covington misses 3-pt shot from 25 ft
11:43.0,Defensive rebound by R. Stuckey,,49-43,,
11:29.0,S. Hill misses 3-pt shot from 22 ft,,49-43,,
11:28.0,,,49-43,,Defensive rebound by Team
11:15.0,Personal foul by R. Stuckey (drawn by N. Noel),,49-43,,
11:07.0,,,49-46,3,K. McDaniels makes 3-pt shot from 26 ft (assist by M. Carter-Williams)
10:52.0,,,49-46,,Personal foul by N. Noel (drawn by R. Hibbert)
10:48.0,R. Hibbert misses 2-pt shot from 1 ft (block by N. Noel),,49-46,,
10:48.0,Offensive rebound by R. Hibbert,,49-46,,
10:48.0,R. Hibbert makes 2-pt shot from 1 ft,2,51-46,,
10:48.0,Shooting foul by K. McDaniels (drawn by R. Hibbert),,51-46,,
10:48.0,R. Hibbert makes free throw 1 of 1,1,52-46,,
10:34.0,,,52-48,2,M. Carter-Williams makes 2-pt shot at rim
10:20.0,Turnover by R. Stuckey (bad pass),,52-48,,
10:02.0,,,52-48,,Shooting foul by D. West (drawn by N. Noel)
10:02.0,,,52-48,,N. Noel misses free throw 1 of 2
10:02.0,,,52-48,,Offensive rebound by Team
10:02.0,,,52-48,,N. Noel misses free throw 2 of 2
10:01.0,Defensive rebound by S. Hill,,52-48,,
9:51.0,Turnover by S. Hill (bad pass),,52-48,,
9:36.0,,,52-48,,M. Carter-Williams misses 3-pt shot from 23 ft
9:34.0,Defensive rebound by R. Stuckey,,52-48,,
9:24.0,Indiana full timeout,,52-48,,
9:16.0,S. Hill misses 2-pt shot from 1 ft (block by N. Noel),,52-48,,
9:14.0,,,52-48,,Defensive rebound by R. Covington
9:10.0,,,52-48,,L. Mbah a Moute misses 2-pt shot from 17 ft
9:07.0,Defensive rebound by S. Hill,,52-48,,
8:57.0,D. West misses 2-pt shot from 14 ft,,52-48,,
8:55.0,Offensive rebound by R. Hibbert,,52-48,,
8:45.0,R. Stuckey misses 2-pt shot from 13 ft,,52-48,,
8:43.0,,,52-48,,Defensive rebound by K. McDaniels
8:35.0,,,52-51,3,R. Covington makes 3-pt shot from 26 ft (assist by M. Carter-Williams)
8:14.0,,,52-51,,Personal foul by L. Mbah a Moute (drawn by D. West)
8:03.0,R. Stuckey misses 2-pt shot from 18 ft,,52-51,,
8:01.0,,,52-51,,Defensive rebound by M. Carter-Williams
7:34.0,Personal foul by C. Watson (drawn by M. Carter-Williams),,52-51,,
7:34.0,,,52-51,,H. Sims enters the game for L. Mbah a Moute
7:34.0,,,52-51,,Shooting foul by R. Hibbert (drawn by K. McDaniels)
7:34.0,,,52-52,1,K. McDaniels makes free throw 1 of 2
7:34.0,L. Allen enters the game for R. Hibbert,,52-52,,
7:34.0,,,52-53,1,K. McDaniels makes free throw 2 of 2
7:20.0,,,52-53,,Personal foul by H. Sims (drawn by R. Stuckey)
7:16.0,Turnover by C. Watson (traveling),,52-53,,
7:06.0,,,52-55,2,M. Carter-Williams makes 2-pt shot at rim (assist by H. Sims)
6:55.0,,,52-55,,Personal foul by R. Covington (drawn by S. Hill)
6:55.0,S. Hill makes free throw 1 of 2,1,53-55,,
6:55.0,S. Hill makes free throw 2 of 2,1,54-55,,
6:40.0,,,54-55,,Shooting foul by L. Allen (drawn by H. Sims)
6:40.0,,,54-56,1,H. Sims makes free throw 1 of 2
6:40.0,,,54-57,1,H. Sims makes free throw 2 of 2
6:26.0,D. West misses 2-pt shot from 19 ft,,54-57,,
6:25.0,Offensive rebound by Team,,54-57,,
6:25.0,,,54-57,,T. Wroten enters the game for K. McDaniels
6:17.0,Shooting foul by R. Covington (drawn by S. Hill),,54-57,,
6:17.0,S. Hill makes free throw 1 of 2,1,55-57,,
6:17.0,S. Hill makes free throw 2 of 2,1,56-57,,
5:59.0,,,56-57,,M. Carter-Williams misses 2-pt shot from 6 ft
5:57.0,Defensive rebound by R. Stuckey,,56-57,,
5:44.0,L. Allen misses 2-pt shot from 4 ft,,56-57,,
5:41.0,Offensive rebound by S. Hill,,56-57,,
5:36.0,S. Hill misses 3-pt shot from 24 ft,,56-57,,
5:34.0,,,56-57,,Defensive rebound by H. Sims
5:25.0,,,56-57,,Turnover by M. Carter-Williams (bad pass; steal by S. Hill)
5:22.0,,,56-57,,Personal foul by R. Covington (drawn by S. Hill)
5:22.0,S. Hill misses free throw 1 of 2,,56-57,,
5:22.0,Offensive rebound by Team,,56-57,,
5:22.0,C. Copeland enters the game for R. Stuckey,,56-57,,
5:22.0,,,56-57,,J. Grant enters the game for R. Covington
5:22.0,S. Hill makes free throw 2 of 2,1,57-57,,
5:22.0,,,57-57,,Philadelphia full timeout
5:07.0,,,57-57,,M. Carter-Williams misses 3-pt shot from 25 ft
5:05.0,Defensive rebound by D. West,,57-57,,
4:53.0,Shooting foul by J. Grant (drawn by S. Hill),,57-57,,
4:53.0,,,57-57,,Technical foul by H. Sims
4:53.0,C. Watson makes technical free throw,1,58-57,,
4:53.0,S. Hill makes free throw 1 of 2,1,59-57,,
4:53.0,,,59-57,,J. Sampson enters the game for N. Noel
4:53.0,S. Hill makes free throw 2 of 2,1,60-57,,
4:36.0,,,60-57,,T. Wroten misses 2-pt shot from 4 ft
4:35.0,,,60-57,,Offensive rebound by H. Sims
4:35.0,,,60-59,2,H. Sims makes 2-pt shot from 3 ft
4:35.0,,,60-59,,Shooting foul by L. Allen (drawn by H. Sims)
4:35.0,I. Mahinmi enters the game for L. Allen,,60-59,,
4:35.0,,,60-60,1,H. Sims makes free throw 1 of 1
4:15.0,D. West makes 2-pt shot from 7 ft (assist by C. Copeland),2,62-60,,
3:53.0,,,62-63,3,T. Wroten makes 3-pt shot from 28 ft (assist by M. Carter-Williams)
3:31.0,D. West misses 2-pt shot from 4 ft (block by J. Grant),,62-63,,
3:26.0,Offensive rebound by D. West,,62-63,,
3:25.0,C. Copeland misses 3-pt shot from 22 ft,,62-63,,
3:24.0,,,62-63,,Defensive rebound by J. Grant
3:19.0,,,62-66,3,J. Sampson makes 3-pt shot from 24 ft (assist by T. Wroten)
2:56.0,Turnover by C. Watson (bad pass; steal by J. Grant),,62-66,,
2:49.0,,,62-66,,T. Wroten misses 2-pt shot from 4 ft
2:47.0,,,62-66,,Offensive rebound by T. Wroten
2:45.0,,,62-69,3,J. Grant makes 3-pt shot from 23 ft (assist by T. Wroten)
2:44.0,Indiana full timeout,,62-69,,
2:44.0,D. Sloan enters the game for C. Copeland,,62-69,,
2:44.0,D. Rudez enters the game for C. Watson,,62-69,,
2:43.0,,,62-69,,Personal foul by H. Sims (drawn by I. Mahinmi)
2:43.0,I. Mahinmi misses free throw 1 of 2,,62-69,,
2:43.0,Offensive rebound by Team,,62-69,,
2:43.0,I. Mahinmi makes free throw 2 of 2,1,63-69,,
2:25.0,,,63-69,,Turnover by M. Carter-Williams (lost ball; steal by D. West)
2:24.0,L. Scola enters the game for I. Mahinmi,,63-69,,
2:04.0,S. Hill misses 2-pt shot from 3 ft (block by J. Grant),,63-69,,
2:02.0,,,63-69,,Defensive rebound by H. Sims
1:57.0,,,63-69,,Turnover by J. Grant (step out of bounds)
1:57.0,,,63-69,,K. McDaniels enters the game for M. Carter-Williams
1:47.0,L. Scola misses 2-pt shot from 17 ft,,63-69,,
1:46.0,Offensive rebound by Team,,63-69,,
1:46.0,,,63-69,,Loose ball foul by J. Grant (drawn by D. West)
1:46.0,D. West makes free throw 1 of 2,1,64-69,,
1:46.0,,,64-69,,N. Noel enters the game for J. Grant
1:46.0,D. West makes free throw 2 of 2,1,65-69,,
1:21.0,,,65-69,,K. McDaniels misses 2-pt shot from 19 ft
1:19.0,Defensive rebound by D. Rudez,,65-69,,
1:03.0,L. Scola makes 2-pt shot from 16 ft (assist by D. Sloan),2,67-69,,
0:51.0,,,67-69,,K. McDaniels misses 3-pt shot from 24 ft
0:49.0,Defensive rebound by Team,,67-69,,
0:49.0,,,67-69,,Loose ball foul by N. Noel (drawn by L. Scola)
0:49.0,L. Scola misses free throw 1 of 2,,67-69,,
0:49.0,Offensive rebound by Team,,67-69,,
0:49.0,L. Scola makes free throw 2 of 2,1,68-69,,
0:41.0,,,68-69,,T. Wroten misses 2-pt shot at rim
0:39.0,Defensive rebound by L. Scola,,68-69,,
0:35.0,S. Hill misses 2-pt shot from 2 ft,,68-69,,
0:33.0,Offensive rebound by D. West,,68-69,,
0:33.0,D. West makes 2-pt shot from 1 ft,2,70-69,,
0:28.0,,,70-71,2,T. Wroten makes 2-pt shot at rim
0:28.0,,,70-71,,Shooting foul by D. West (drawn by T. Wroten)
0:28.0,C. Copeland enters the game for D. West,,70-71,,
0:28.0,,,70-71,,M. Carter-Williams enters the game for H. Sims
0:28.0,,,70-72,1,T. Wroten makes free throw 1 of 1
0:04.0,D. Sloan misses 3-pt shot from 25 ft,,70-72,,
0:02.0,,,70-72,,Defensive rebound by T. Wroten
0:01.0,,,70-72,,T. Wroten misses 3-pt shot from 47 ft
0:00.0,,,70-72,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,D. Rudez misses 2-pt shot from 12 ft,,70-72,,
11:38.0,Offensive rebound by D. Rudez,,70-72,,
11:29.0,L. Scola misses 2-pt shot from 18 ft,,70-72,,
11:27.0,,,70-72,,Defensive rebound by Team
11:17.0,,,70-72,,Shooting foul by I. Mahinmi (drawn by N. Noel)
11:17.0,,,70-72,,N. Noel misses free throw 1 of 2
11:17.0,,,70-72,,Offensive rebound by Team
11:17.0,,,70-73,1,N. Noel makes free throw 2 of 2
11:03.0,Turnover by R. Stuckey (lost ball; steal by T. Wroten),,70-73,,
11:00.0,,,70-75,2,K. McDaniels makes 2-pt shot at rim (assist by T. Wroten)
10:41.0,Shooting foul by N. Noel (drawn by D. Sloan),,70-75,,
10:41.0,D. Sloan makes free throw 1 of 2,1,71-75,,
10:41.0,,,71-75,,H. Sims enters the game for N. Noel
10:41.0,D. Sloan makes free throw 2 of 2,1,72-75,,
10:28.0,Personal foul by L. Scola (drawn by L. Mbah a Moute),,72-75,,
10:22.0,,,72-77,2,H. Sims makes 2-pt shot from 3 ft (assist by T. Wroten)
10:22.0,,,72-77,,Shooting foul by L. Scola (drawn by H. Sims)
10:22.0,,,72-78,1,H. Sims makes free throw 1 of 1
10:07.0,D. Sloan makes 2-pt shot from 4 ft,2,74-78,,
10:02.0,,,74-78,,Shooting foul by I. Mahinmi (drawn by H. Sims)
