time,Detroit,pts.away,score,pts.home,Washington
9:14.0,,,38-32,2,K. Humphries makes 2-pt shot from 15 ft (assist by A. Miller)
8:52.0,C. Butler makes 2-pt shot from 21 ft,2,40-32,,
8:33.0,,,40-34,2,R. Butler makes 2-pt shot from 20 ft (assist by K. Seraphin)
8:08.0,Turnover by A. Drummond (lost ball; steal by O. Porter),,40-34,,
8:00.0,Personal foul by A. Drummond (drawn by K. Seraphin),,40-34,,
8:00.0,Official timeout,,40-34,,
8:00.0,G. Monroe enters the game for A. Drummond,,40-34,,
8:00.0,K. Caldwell-Pope enters the game for C. Butler,,40-34,,
7:54.0,Personal foul by K. Caldwell-Pope (drawn by K. Humphries),,40-34,,
7:40.0,,,40-34,,K. Humphries misses 2-pt shot from 19 ft
7:39.0,Defensive rebound by K. Caldwell-Pope,,40-34,,
7:22.0,G. Monroe makes 2-pt shot from 1 ft,2,42-34,,
7:05.0,,,42-34,,K. Humphries misses 2-pt shot from 4 ft
7:04.0,Defensive rebound by G. Monroe,,42-34,,
6:53.0,K. Caldwell-Pope makes 3-pt shot from 27 ft (assist by J. Jerebko),3,45-34,,
6:41.0,,,45-34,,Washington full timeout
6:41.0,,,45-34,,J. Wall enters the game for K. Humphries
6:41.0,,,45-34,,P. Pierce enters the game for O. Porter
6:41.0,,,45-34,,N. Hilario enters the game for A. Miller
6:41.0,J. Smith enters the game for J. Jerebko,,45-34,,
6:26.0,,,45-36,2,N. Hilario makes 2-pt shot from 2 ft (assist by J. Wall)
6:11.0,Shooting foul by K. Seraphin (drawn by G. Monroe),,45-36,,
6:11.0,G. Monroe makes free throw 1 of 2,1,46-36,,
6:11.0,G. Monroe misses free throw 2 of 2,,46-36,,
6:10.0,,,46-36,,Defensive rebound by K. Seraphin
5:52.0,,,46-36,,P. Pierce misses 2-pt shot from 19 ft
5:51.0,Defensive rebound by G. Monroe,,46-36,,
5:43.0,G. Monroe misses 2-pt shot from 1 ft,,46-36,,
5:42.0,Offensive rebound by G. Monroe,,46-36,,
5:41.0,G. Monroe misses 2-pt shot from 1 ft,,46-36,,
5:40.0,Offensive rebound by G. Monroe,,46-36,,
5:39.0,G. Monroe makes 2-pt shot at rim,2,48-36,,
5:31.0,Personal foul by D. Augustin (drawn by J. Wall),,48-36,,
5:31.0,,,48-36,,M. Gortat enters the game for K. Seraphin
5:18.0,,,48-38,2,J. Wall makes 2-pt shot from 21 ft
5:18.0,,,48-38,,Shooting foul by J. Smith (drawn by J. Wall)
5:18.0,,,48-39,1,J. Wall makes free throw 1 of 1
5:00.0,G. Monroe makes 2-pt shot from 18 ft,2,50-39,,
4:44.0,,,50-41,2,N. Hilario makes 2-pt shot from 19 ft (assist by J. Wall)
4:25.0,,,50-41,,Personal foul by M. Gortat (drawn by G. Monroe)
4:13.0,Turnover by G. Monroe (bad pass; steal by N. Hilario),,50-41,,
4:09.0,,,50-41,,Shooting foul by K. Singler (drawn by J. Wall)
4:09.0,,,50-42,1,J. Wall makes free throw 1 of 2
4:09.0,B. Jennings enters the game for D. Augustin,,50-42,,
4:09.0,,,50-43,1,J. Wall makes free throw 2 of 2
3:44.0,K. Caldwell-Pope misses 2-pt shot from 22 ft,,50-43,,
3:43.0,,,50-43,,Defensive rebound by N. Hilario
3:35.0,,,50-46,3,R. Butler makes 3-pt shot from 22 ft (assist by M. Gortat)
3:28.0,Detroit full timeout,,50-46,,
3:17.0,J. Smith makes 2-pt shot from 5 ft (assist by B. Jennings),2,52-46,,
3:02.0,,,52-46,,N. Hilario misses 2-pt shot from 1 ft
3:01.0,Defensive rebound by J. Smith,,52-46,,
2:50.0,Shooting foul by M. Gortat (drawn by G. Monroe),,52-46,,
2:50.0,G. Monroe makes free throw 1 of 2,1,53-46,,
2:50.0,G. Monroe makes free throw 2 of 2,1,54-46,,
2:41.0,,,54-48,2,J. Wall makes 2-pt shot from 15 ft
2:20.0,B. Jennings misses 3-pt shot from 24 ft,,54-48,,
2:19.0,,,54-48,,Defensive rebound by P. Pierce
2:19.0,Personal foul by J. Smith (drawn by P. Pierce),,54-48,,
2:19.0,,,54-49,1,P. Pierce makes free throw 1 of 2
2:19.0,J. Jerebko enters the game for J. Smith,,54-49,,
2:19.0,,,54-50,1,P. Pierce makes free throw 2 of 2
2:11.0,,,54-50,,Personal foul by R. Butler (drawn by K. Caldwell-Pope)
1:54.0,G. Monroe misses 2-pt shot from 13 ft,,54-50,,
1:53.0,,,54-50,,Defensive rebound by P. Pierce
1:46.0,,,54-50,,J. Wall misses 2-pt shot from 1 ft
1:45.0,,,54-50,,Offensive rebound by M. Gortat
1:44.0,,,54-52,2,M. Gortat makes 2-pt shot from 1 ft
1:37.0,B. Jennings misses 2-pt shot from 2 ft,,54-52,,
1:36.0,Offensive rebound by J. Jerebko,,54-52,,
1:20.0,K. Singler misses 3-pt shot from 23 ft,,54-52,,
1:19.0,,,54-52,,Defensive rebound by M. Gortat
1:12.0,,,54-54,2,N. Hilario makes 2-pt shot from 15 ft (assist by J. Wall)
0:50.0,Shooting foul by J. Wall (drawn by B. Jennings),,54-54,,
0:50.0,B. Jennings makes 2-pt shot from 2 ft (assist by G. Monroe),2,56-54,,
0:50.0,,,56-54,,K. Humphries enters the game for M. Gortat
0:50.0,B. Jennings makes free throw 1 of 1,1,57-54,,
0:44.0,,,57-54,,J. Wall misses 2-pt shot from 1 ft
0:43.0,,,57-54,,Offensive rebound by K. Humphries
0:36.0,,,57-56,2,P. Pierce makes 2-pt shot from 1 ft
0:25.0,,,57-56,,Personal foul by J. Wall (drawn by B. Jennings)
0:25.0,B. Jennings makes free throw 1 of 2,1,58-56,,
0:25.0,C. Butler enters the game for K. Caldwell-Pope,,58-56,,
0:25.0,B. Jennings makes free throw 2 of 2,1,59-56,,
0:24.0,,,59-56,,Washington full timeout
0:24.0,,,59-56,,G. Temple enters the game for N. Hilario
0:04.0,Personal foul by J. Jerebko (drawn by K. Humphries),,59-56,,
0:04.0,,,59-57,1,K. Humphries makes free throw 1 of 2
0:04.0,,,59-57,,O. Porter enters the game for J. Wall
0:04.0,,,59-57,,K. Humphries misses free throw 2 of 2
0:04.0,Defensive rebound by C. Butler,,59-57,,
0:01.0,C. Butler misses 3-pt shot from 55 ft,,59-57,,
0:00.0,Offensive rebound by Team,,59-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,59-57,,M. Gortat misses 2-pt shot from 3 ft
11:40.0,Defensive rebound by J. Smith,,59-57,,
11:24.0,J. Smith misses 3-pt shot from 25 ft,,59-57,,
11:23.0,,,59-57,,Defensive rebound by J. Wall
11:17.0,,,59-57,,Turnover by P. Pierce (traveling)
11:01.0,G. Monroe misses 2-pt shot from 4 ft,,59-57,,
11:00.0,,,59-57,,Defensive rebound by G. Temple
10:51.0,,,59-59,2,M. Gortat makes 2-pt shot from 10 ft
10:30.0,G. Monroe makes 2-pt shot from 6 ft,2,61-59,,
10:25.0,,,61-59,,Shooting foul by B. Jennings (drawn by G. Temple)
10:25.0,,,61-60,1,G. Temple makes free throw 1 of 2
10:25.0,,,61-61,1,G. Temple makes free throw 2 of 2
10:08.0,K. Caldwell-Pope misses 2-pt shot from 17 ft,,61-61,,
10:07.0,,,61-61,,Defensive rebound by J. Wall
10:00.0,,,61-61,,J. Wall misses 2-pt shot from 9 ft
9:59.0,,,61-61,,Offensive rebound by M. Gortat
9:57.0,,,61-63,2,M. Gortat makes 2-pt shot from 2 ft
9:42.0,Turnover by B. Jennings (bad pass; steal by J. Wall),,61-63,,
9:32.0,,,61-63,,P. Pierce misses 3-pt shot from 24 ft
9:31.0,Defensive rebound by G. Monroe,,61-63,,
9:27.0,A. Drummond makes 2-pt shot at rim (assist by B. Jennings),2,63-63,,
9:11.0,,,63-65,2,P. Pierce makes 2-pt shot from 1 ft (assist by J. Wall)
8:53.0,Turnover by J. Smith (traveling),,63-65,,
8:44.0,,,63-67,2,J. Wall makes 2-pt shot from 17 ft
8:25.0,Turnover by G. Monroe (lost ball; steal by J. Wall),,63-67,,
8:17.0,,,63-67,,M. Gortat misses 2-pt shot from 5 ft
8:16.0,Defensive rebound by J. Smith,,63-67,,
8:09.0,B. Jennings misses 3-pt shot from 25 ft,,63-67,,
8:08.0,,,63-67,,Defensive rebound by P. Pierce
7:56.0,Def 3 sec tech foul by A. Drummond,,63-67,,
7:56.0,,,63-68,1,J. Wall makes technical free throw
7:48.0,,,63-70,2,J. Wall makes 2-pt shot from 9 ft
7:48.0,Detroit full timeout,,63-70,,
7:25.0,J. Smith misses 2-pt shot from 4 ft,,63-70,,
7:24.0,,,63-70,,Defensive rebound by M. Gortat
7:15.0,Personal foul by J. Smith (drawn by J. Wall),,63-70,,
7:15.0,C. Butler enters the game for J. Smith,,63-70,,
7:01.0,,,63-70,,G. Temple misses 2-pt shot from 18 ft
7:00.0,Defensive rebound by A. Drummond,,63-70,,
6:47.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by G. Monroe),3,66-70,,
6:27.0,,,66-70,,M. Gortat misses 2-pt shot from 9 ft (block by A. Drummond)
6:26.0,,,66-70,,Offensive rebound by G. Temple
6:23.0,,,66-70,,P. Pierce misses 3-pt shot from 24 ft
6:21.0,Defensive rebound by A. Drummond,,66-70,,
6:15.0,Shooting foul by N. Hilario (drawn by B. Jennings),,66-70,,
6:15.0,B. Jennings misses free throw 1 of 2,,66-70,,
6:15.0,Offensive rebound by Team,,66-70,,
6:15.0,B. Jennings makes free throw 2 of 2,1,67-70,,
6:04.0,Personal foul by C. Butler (drawn by J. Wall),,67-70,,
5:56.0,,,67-72,2,P. Pierce makes 2-pt shot at rim (assist by M. Gortat)
5:37.0,G. Monroe makes 2-pt shot from 1 ft (assist by B. Jennings),2,69-72,,
5:24.0,,,69-72,,Turnover by P. Pierce (traveling)
5:03.0,,,69-72,,K. Humphries enters the game for N. Hilario
5:02.0,Turnover by C. Butler (bad pass; steal by M. Gortat),,69-72,,
4:57.0,,,69-72,,Turnover by K. Humphries (lost ball)
4:49.0,,,69-72,,Personal foul by G. Temple (drawn by B. Jennings)
4:49.0,J. Jerebko enters the game for G. Monroe,,69-72,,
4:42.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by B. Jennings),3,72-72,,
4:13.0,,,72-72,,M. Gortat misses 2-pt shot from 3 ft
4:12.0,Defensive rebound by B. Jennings,,72-72,,
4:01.0,J. Jerebko makes 2-pt shot from 18 ft (assist by B. Jennings),2,74-72,,
3:44.0,,,74-74,2,J. Wall makes 2-pt shot from 13 ft
3:32.0,,,74-74,,Personal foul by G. Temple (drawn by B. Jennings)
3:32.0,,,74-74,,O. Porter enters the game for P. Pierce
3:32.0,,,74-74,,K. Seraphin enters the game for M. Gortat
3:29.0,Offensive foul by A. Drummond,,74-74,,
3:29.0,Turnover by A. Drummond (offensive foul),,74-74,,
3:29.0,G. Monroe enters the game for A. Drummond,,74-74,,
3:18.0,,,74-74,,J. Wall misses 2-pt shot from 14 ft
3:17.0,Defensive rebound by J. Jerebko,,74-74,,
3:09.0,B. Jennings makes 2-pt shot from 7 ft,2,76-74,,
3:09.0,Shooting foul by K. Seraphin (drawn by B. Jennings),,76-74,,
3:09.0,B. Jennings misses free throw 1 of 1,,76-74,,
3:08.0,,,76-74,,Defensive rebound by K. Seraphin
2:56.0,,,76-74,,K. Seraphin misses 2-pt shot from 4 ft
2:55.0,,,76-74,,Offensive rebound by G. Temple
2:54.0,,,76-76,2,G. Temple makes 2-pt shot from 1 ft
2:30.0,C. Butler misses 2-pt shot from 21 ft,,76-76,,
2:29.0,,,76-76,,Defensive rebound by K. Humphries
2:22.0,,,76-76,,O. Porter misses 3-pt shot from 23 ft
2:20.0,Defensive rebound by B. Jennings,,76-76,,
2:13.0,B. Jennings makes 2-pt shot from 1 ft,2,78-76,,
1:59.0,,,78-78,2,K. Seraphin makes 2-pt shot from 15 ft (assist by J. Wall)
1:37.0,B. Jennings misses 2-pt shot from 21 ft,,78-78,,
1:36.0,,,78-78,,Defensive rebound by K. Seraphin
1:25.0,,,78-80,2,J. Wall makes 2-pt shot from 19 ft
1:11.0,,,78-80,,Personal foul by G. Temple (drawn by B. Jennings)
1:11.0,,,78-80,,Washington full timeout
1:11.0,,,78-80,,R. Butler enters the game for G. Temple
1:11.0,B. Jennings makes free throw 1 of 2,1,79-80,,
1:11.0,B. Jennings makes free throw 2 of 2,1,80-80,,
0:55.0,,,80-82,2,O. Porter makes 2-pt shot from 18 ft (assist by J. Wall)
0:43.0,B. Jennings makes 2-pt shot at rim,2,82-82,,
0:28.0,,,82-82,,J. Wall misses 2-pt shot from 19 ft
0:27.0,Defensive rebound by G. Monroe,,82-82,,
0:02.0,J. Jerebko misses 3-pt shot from 26 ft,,82-82,,
0:01.0,Offensive rebound by G. Monroe,,82-82,,
0:01.0,G. Monroe makes 2-pt shot from 2 ft,2,84-82,,
0:01.0,Shooting foul by O. Porter (drawn by G. Monroe),,84-82,,
0:01.0,G. Monroe makes free throw 1 of 1,1,85-82,,
0:00.0,,,85-82,,J. Wall misses 3-pt shot from 70 ft
0:00.0,,,85-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,85-82,,Personal foul by R. Butler (drawn by C. Butler)
11:38.0,G. Monroe misses 2-pt shot from 4 ft,,85-82,,
11:37.0,,,85-82,,Defensive rebound by O. Porter
11:23.0,,,85-84,2,K. Seraphin makes 2-pt shot from 7 ft (assist by A. Miller)
11:06.0,Shooting foul by K. Seraphin (drawn by J. Jerebko),,85-84,,
11:06.0,J. Jerebko makes free throw 1 of 2,1,86-84,,
11:06.0,A. Drummond enters the game for G. Monroe,,86-84,,
11:06.0,J. Jerebko makes free throw 2 of 2,1,87-84,,
10:52.0,,,87-84,,K. Seraphin misses 2-pt shot from 2 ft
10:51.0,,,87-84,,Offensive rebound by K. Humphries
10:49.0,,,87-84,,K. Humphries misses 2-pt shot from 1 ft
10:48.0,Defensive rebound by A. Drummond,,87-84,,
10:43.0,D. Augustin misses 3-pt shot from 26 ft,,87-84,,
10:42.0,,,87-84,,Defensive rebound by K. Humphries
10:27.0,,,87-86,2,K. Humphries makes 2-pt shot from 20 ft (assist by A. Miller)
10:09.0,D. Augustin makes 2-pt shot at rim,2,89-86,,
9:52.0,,,89-86,,Turnover by R. Butler (bad pass; steal by J. Jerebko)
9:50.0,,,89-86,,Personal foul by A. Miller (drawn by D. Augustin)
9:45.0,Turnover by D. Augustin (bad pass; steal by O. Porter),,89-86,,
9:40.0,,,89-88,2,K. Humphries makes 2-pt shot at rim (assist by A. Miller)
9:29.0,,,89-88,,Personal foul by A. Miller (drawn by D. Augustin)
9:14.0,D. Augustin misses 2-pt shot from 18 ft,,89-88,,
9:13.0,,,89-88,,Defensive rebound by K. Humphries
8:58.0,,,89-88,,R. Butler misses 2-pt shot from 17 ft
8:57.0,Defensive rebound by C. Butler,,89-88,,
8:39.0,D. Augustin misses 2-pt shot from 2 ft (block by K. Humphries),,89-88,,
8:37.0,,,89-88,,Defensive rebound by R. Butler
8:31.0,,,89-90,2,R. Butler makes 2-pt shot from 7 ft (assist by A. Miller)
8:02.0,A. Drummond misses 2-pt shot from 12 ft,,89-90,,
8:02.0,Offensive rebound by Team,,89-90,,
8:02.0,Turnover by Team (shot clock),,89-90,,
8:02.0,Official timeout,,89-90,,
8:02.0,J. Smith enters the game for J. Jerebko,,89-90,,
7:50.0,,,89-90,,K. Seraphin misses 2-pt shot from 3 ft
7:49.0,Defensive rebound by D. Augustin,,89-90,,
7:28.0,K. Singler makes 3-pt shot from 22 ft (assist by J. Smith),3,92-90,,
7:07.0,,,92-90,,K. Humphries misses 3-pt shot from 23 ft
7:06.0,Defensive rebound by J. Smith,,92-90,,
6:57.0,D. Augustin makes 2-pt shot from 3 ft,2,94-90,,
6:40.0,,,94-92,2,R. Butler makes 2-pt shot from 6 ft (assist by A. Miller)
6:21.0,Shooting foul by K. Seraphin (drawn by D. Augustin),,94-92,,
6:21.0,D. Augustin makes free throw 1 of 2,1,95-92,,
6:21.0,,,95-92,,J. Wall enters the game for A. Miller
6:21.0,,,95-92,,N. Hilario enters the game for K. Seraphin
6:21.0,,,95-92,,P. Pierce enters the game for O. Porter
6:21.0,D. Augustin makes free throw 2 of 2,1,96-92,,
6:08.0,,,96-94,2,R. Butler makes 2-pt shot from 20 ft (assist by J. Wall)
5:54.0,J. Smith misses 2-pt shot from 7 ft,,96-94,,
5:53.0,,,96-94,,Defensive rebound by N. Hilario
5:45.0,Personal foul by C. Butler (drawn by P. Pierce),,96-94,,
5:45.0,,,96-94,,Washington full timeout
5:45.0,B. Jennings enters the game for D. Augustin,,96-94,,
5:45.0,K. Caldwell-Pope enters the game for C. Butler,,96-94,,
5:45.0,G. Monroe enters the game for A. Drummond,,96-94,,
5:36.0,,,96-94,,P. Pierce misses 3-pt shot from 22 ft
5:35.0,Defensive rebound by B. Jennings,,96-94,,
5:17.0,G. Monroe misses 2-pt shot from 2 ft (block by K. Humphries),,96-94,,
5:15.0,,,96-94,,Defensive rebound by N. Hilario
5:09.0,,,96-97,3,R. Butler makes 3-pt shot from 23 ft (assist by J. Wall)
4:40.0,K. Singler misses 2-pt shot from 12 ft,,96-97,,
4:39.0,,,96-97,,Defensive rebound by K. Humphries
4:15.0,,,96-97,,P. Pierce misses 2-pt shot from 18 ft
4:14.0,Defensive rebound by J. Smith,,96-97,,
4:07.0,B. Jennings misses 2-pt shot from 2 ft,,96-97,,
4:06.0,,,96-97,,Defensive rebound by P. Pierce
4:01.0,,,96-97,,J. Wall misses 2-pt shot from 1 ft
3:58.0,Defensive rebound by K. Caldwell-Pope,,96-97,,
3:54.0,J. Smith makes 2-pt shot at rim (assist by B. Jennings),2,98-97,,
3:28.0,,,98-97,,Turnover by N. Hilario (bad pass; steal by J. Smith)
3:13.0,K. Singler misses 3-pt shot from 24 ft,,98-97,,
3:12.0,,,98-97,,Defensive rebound by K. Humphries
