time,Charlotte,pts.away,score,pts.home,Cleveland
0:27.0,Loose ball foul by C. Zeller (drawn by K. Love),,40-73,,
0:27.0,,,40-74,1,K. Love makes free throw 1 of 2
0:27.0,M. Williams enters the game for C. Zeller,,40-74,,
0:27.0,,,40-75,1,K. Love makes free throw 2 of 2
0:05.0,K. Walker misses 2-pt shot from 1 ft (block by T. Thompson),,40-75,,
0:03.0,,,40-75,,Defensive rebound by K. Love
0:00.0,,,40-75,,J. Smith misses 3-pt shot from 27 ft
0:00.0,,,40-75,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,40-75,,J. Smith misses 3-pt shot from 23 ft
11:46.0,Defensive rebound by M. Kidd-Gilchrist,,40-75,,
11:43.0,Shooting foul by L. James (drawn by M. Kidd-Gilchrist),,40-75,,
11:43.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,41-75,,
11:43.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,42-75,,
11:27.0,,,42-75,,L. James misses 2-pt shot at rim
11:25.0,,,42-75,,Offensive rebound by T. Mozgov
11:20.0,,,42-78,3,L. James makes 3-pt shot from 22 ft (assist by J. Smith)
11:00.0,C. Zeller misses 2-pt shot from 20 ft,,42-78,,
10:59.0,,,42-78,,Defensive rebound by L. James
10:51.0,,,42-78,,Shooting foul by B. Biyombo (drawn by T. Mozgov)
10:51.0,,,42-79,1,T. Mozgov makes free throw 1 of 2
10:51.0,,,42-80,1,T. Mozgov makes free throw 2 of 2
10:36.0,Turnover by K. Walker (bad pass; steal by K. Love),,42-80,,
10:21.0,,,42-80,,Turnover by T. Mozgov (bad pass; steal by G. Henderson)
10:18.0,M. Kidd-Gilchrist makes flagrant free throw 1 of 2,1,43-80,,
10:18.0,M. Kidd-Gilchrist misses flagrant free throw 2 of 2,,43-80,,
10:18.0,Offensive rebound by Team,,43-80,,
10:12.0,K. Walker misses 2-pt shot from 17 ft,,43-80,,
10:09.0,Offensive rebound by B. Biyombo,,43-80,,
10:09.0,B. Biyombo misses 2-pt shot from 2 ft,,43-80,,
10:05.0,,,43-80,,Defensive rebound by T. Mozgov
9:56.0,,,43-82,2,K. Irving makes 2-pt shot at rim (assist by L. James)
9:36.0,,,43-82,,Personal foul by J. Smith (drawn by B. Biyombo)
9:31.0,G. Henderson misses 2-pt shot from 16 ft,,43-82,,
9:29.0,Offensive rebound by B. Biyombo,,43-82,,
9:29.0,B. Biyombo makes 2-pt shot at rim,2,45-82,,
9:12.0,,,45-82,,J. Smith misses 3-pt shot from 25 ft
9:11.0,Defensive rebound by M. Kidd-Gilchrist,,45-82,,
9:01.0,G. Henderson misses 2-pt shot from 8 ft,,45-82,,
9:00.0,Offensive rebound by C. Zeller,,45-82,,
8:54.0,M. Kidd-Gilchrist makes 2-pt shot from 15 ft (assist by K. Walker),2,47-82,,
8:42.0,,,47-82,,Turnover by K. Irving (lost ball; steal by K. Walker)
8:37.0,,,47-82,,Technical foul by K. Irving
8:37.0,K. Walker makes technical free throw,1,48-82,,
8:31.0,G. Henderson misses 2-pt shot from 12 ft,,48-82,,
8:29.0,,,48-82,,Defensive rebound by J. Smith
8:25.0,Personal foul by B. Biyombo (drawn by T. Mozgov),,48-82,,
8:18.0,,,48-82,,Turnover by L. James (traveling)
8:02.0,M. Kidd-Gilchrist misses 2-pt shot from 2 ft,,48-82,,
8:01.0,,,48-82,,Defensive rebound by T. Mozgov
7:55.0,,,48-82,,Shooting foul by K. Walker (drawn by T. Mozgov)
7:55.0,,,48-83,1,T. Mozgov makes free throw 1 of 2
7:55.0,,,48-84,1,T. Mozgov makes free throw 2 of 2
7:45.0,Turnover by C. Zeller (bad pass; steal by L. James),,48-84,,
7:38.0,,,48-87,3,L. James makes 3-pt shot from 24 ft (assist by K. Love)
7:25.0,K. Walker misses 2-pt shot from 18 ft,,48-87,,
7:24.0,,,48-87,,Defensive rebound by T. Mozgov
7:11.0,,,48-87,,K. Love misses 2-pt shot from 10 ft
7:07.0,Defensive rebound by C. Zeller,,48-87,,
6:57.0,K. Walker misses 3-pt shot from 24 ft,,48-87,,
6:56.0,Offensive rebound by B. Biyombo,,48-87,,
6:46.0,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by G. Henderson),2,50-87,,
6:28.0,,,50-87,,L. James misses 3-pt shot from 25 ft
6:26.0,Defensive rebound by C. Zeller,,50-87,,
6:18.0,Turnover by M. Kidd-Gilchrist (bad pass),,50-87,,
6:18.0,,,50-87,,T. Thompson enters the game for T. Mozgov
6:03.0,,,50-87,,L. James misses 2-pt shot from 16 ft
6:03.0,Defensive rebound by Team,,50-87,,
5:48.0,G. Henderson makes 2-pt shot at rim (assist by C. Zeller),2,52-87,,
5:30.0,,,52-89,2,K. Irving makes 2-pt shot from 15 ft
5:08.0,C. Zeller misses 2-pt shot from 19 ft,,52-89,,
5:07.0,,,52-89,,Defensive rebound by L. James
4:43.0,,,52-89,,K. Love misses 2-pt shot from 6 ft
4:42.0,Defensive rebound by Team,,52-89,,
4:42.0,,,52-89,,Cleveland full timeout
4:42.0,L. Stephenson enters the game for C. Zeller,,52-89,,
4:42.0,M. Williams enters the game for G. Henderson,,52-89,,
4:42.0,B. Roberts enters the game for K. Walker,,52-89,,
4:27.0,B. Biyombo misses 2-pt shot from 2 ft (block by K. Love),,52-89,,
4:23.0,,,52-89,,Defensive rebound by L. James
4:18.0,,,52-92,3,J. Smith makes 3-pt shot from 26 ft (assist by L. James)
4:05.0,M. Kidd-Gilchrist misses 2-pt shot from 17 ft,,52-92,,
4:04.0,,,52-92,,Defensive rebound by L. James
3:57.0,,,52-95,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
3:40.0,B. Biyombo makes 2-pt shot at rim (assist by L. Stephenson),2,54-95,,
3:22.0,,,54-95,,L. James misses 2-pt shot at rim
3:21.0,,,54-95,,Offensive rebound by T. Thompson
3:21.0,,,54-95,,T. Thompson misses 2-pt shot from 1 ft
3:18.0,Defensive rebound by B. Biyombo,,54-95,,
3:12.0,B. Roberts makes 3-pt shot from 23 ft (assist by L. Stephenson),3,57-95,,
2:58.0,,,57-95,,K. Irving misses 2-pt shot from 16 ft
2:57.0,Defensive rebound by M. Williams,,57-95,,
2:51.0,Charlotte full timeout,,57-95,,
2:51.0,G. Neal enters the game for M. Kidd-Gilchrist,,57-95,,
2:51.0,,,57-95,,S. Marion enters the game for L. James
2:51.0,,,57-95,,M. Dellavedova enters the game for K. Irving
2:51.0,Jump ball: B. Biyombo vs. T. Thompson (G. Neal gains possession),,,,Jump ball: B. Biyombo vs. T. Thompson (G. Neal gains possession)
2:40.0,B. Roberts misses 2-pt shot from 18 ft,,57-95,,
2:38.0,,,57-95,,Defensive rebound by S. Marion
2:16.0,,,57-97,2,S. Marion makes 2-pt shot from 6 ft
1:55.0,B. Biyombo makes 2-pt shot at rim (assist by B. Roberts),2,59-97,,
1:27.0,,,59-97,,M. Dellavedova misses 2-pt shot from 22 ft
1:26.0,Defensive rebound by B. Biyombo,,59-97,,
1:16.0,B. Biyombo makes 2-pt shot from 1 ft (assist by L. Stephenson),2,61-97,,
0:56.0,,,61-100,3,J. Smith makes 3-pt shot from 24 ft (assist by M. Dellavedova)
0:36.0,M. Williams misses 2-pt shot from 19 ft,,61-100,,
0:35.0,,,61-100,,Defensive rebound by J. Smith
0:27.0,,,61-100,,T. Thompson misses 2-pt shot from 1 ft
0:25.0,Defensive rebound by L. Stephenson,,61-100,,
0:07.0,Shooting foul by T. Thompson (drawn by B. Biyombo),,61-100,,
0:07.0,B. Biyombo makes free throw 1 of 2,1,62-100,,
0:07.0,B. Biyombo makes free throw 2 of 2,1,63-100,,
0:02.0,,,63-103,3,J. Smith makes 3-pt shot from 24 ft
0:00.0,L. Stephenson misses 3-pt shot from 52 ft,,63-103,,
0:00.0,Offensive rebound by Team,,63-103,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,L. Stephenson misses 3-pt shot from 24 ft,,63-103,,
11:41.0,,,63-103,,Defensive rebound by S. Marion
11:23.0,,,63-105,2,S. Marion makes 2-pt shot at rim (assist by M. Dellavedova)
11:05.0,L. Stephenson misses 2-pt shot from 6 ft,,63-105,,
11:03.0,,,63-105,,Defensive rebound by I. Shumpert
11:02.0,Personal foul by L. Stephenson (drawn by I. Shumpert),,63-105,,
11:02.0,,,63-105,,B. Haywood enters the game for T. Thompson
10:41.0,,,63-107,2,I. Shumpert makes 2-pt shot from 6 ft (assist by M. Dellavedova)
10:25.0,A. Jefferson misses 2-pt shot from 10 ft,,63-107,,
10:22.0,,,63-107,,Defensive rebound by M. Miller
10:16.0,,,63-107,,M. Miller misses 3-pt shot from 26 ft
10:15.0,Defensive rebound by G. Neal,,63-107,,
10:06.0,A. Jefferson misses 2-pt shot from 14 ft,,63-107,,
10:05.0,,,63-107,,Defensive rebound by M. Dellavedova
9:53.0,,,63-107,,S. Marion misses 2-pt shot from 4 ft (block by A. Jefferson)
9:53.0,,,63-107,,Offensive rebound by Team
9:45.0,,,63-107,,M. Dellavedova misses 2-pt shot from 7 ft
9:42.0,Defensive rebound by M. Williams,,63-107,,
9:29.0,M. Williams makes 2-pt shot from 8 ft,2,65-107,,
9:29.0,Shooting foul by I. Shumpert (drawn by M. Williams),,65-107,,
9:29.0,M. Williams misses free throw 1 of 1,,65-107,,
9:28.0,,,65-107,,Defensive rebound by B. Haywood
9:16.0,,,65-110,3,M. Miller makes 3-pt shot from 23 ft (assist by I. Shumpert)
9:03.0,L. Stephenson makes 2-pt shot at rim (assist by G. Neal),2,67-110,,
9:03.0,Shooting foul by B. Haywood (drawn by L. Stephenson),,67-110,,
9:03.0,J. Maxiell enters the game for M. Williams,,67-110,,
9:03.0,,,67-110,,J. Jones enters the game for S. Marion
9:03.0,L. Stephenson misses free throw 1 of 1,,67-110,,
9:02.0,,,67-110,,Defensive rebound by B. Haywood
8:46.0,,,67-112,2,J. Jones makes 2-pt shot at rim (assist by I. Shumpert)
8:27.0,A. Jefferson misses 2-pt shot from 7 ft,,67-112,,
8:26.0,,,67-112,,Defensive rebound by M. Dellavedova
8:21.0,,,67-112,,Shooting foul by B. Roberts (drawn by M. Dellavedova)
8:21.0,Official timeout,,67-112,,
8:21.0,,,67-113,1,M. Dellavedova makes free throw 1 of 2
8:21.0,,,67-113,,M. Dellavedova misses free throw 2 of 2
8:21.0,Defensive rebound by A. Jefferson,,67-113,,
7:57.0,Turnover by Team (shot clock),,67-113,,
7:44.0,,,67-113,,M. Miller misses 2-pt shot from 15 ft
7:43.0,Defensive rebound by L. Stephenson,,67-113,,
7:28.0,Turnover by G. Neal (bad pass; steal by M. Dellavedova),,67-113,,
7:18.0,,,67-113,,J. Jones misses 3-pt shot from 25 ft
7:17.0,Defensive rebound by A. Jefferson,,67-113,,
7:09.0,B. Roberts misses 3-pt shot from 25 ft,,67-113,,
7:08.0,,,67-113,,Defensive rebound by I. Shumpert
6:56.0,,,67-113,,J. Jones misses 3-pt shot from 23 ft
6:55.0,,,67-113,,Offensive rebound by B. Haywood
6:50.0,,,67-116,3,I. Shumpert makes 3-pt shot from 24 ft (assist by B. Haywood)
6:43.0,,,67-116,,Personal foul by M. Dellavedova (drawn by B. Roberts)
6:43.0,,,67-116,,J. Harris enters the game for I. Shumpert
6:43.0,P. Hairston enters the game for G. Neal,,67-116,,
6:43.0,J. Taylor enters the game for B. Roberts,,67-116,,
6:37.0,L. Stephenson makes 2-pt shot at rim,2,69-116,,
6:14.0,,,69-118,2,J. Harris makes 2-pt shot at rim (assist by M. Dellavedova)
5:58.0,A. Jefferson makes 2-pt shot from 4 ft (assist by L. Stephenson),2,71-118,,
5:37.0,,,71-120,2,M. Dellavedova makes 2-pt shot at rim
5:13.0,P. Hairston misses 3-pt shot from 28 ft,,71-120,,
5:12.0,,,71-120,,Defensive rebound by M. Miller
5:02.0,,,71-120,,Turnover by J. Harris (lost ball; steal by J. Taylor)
4:52.0,P. Hairston misses 3-pt shot from 27 ft,,71-120,,
4:51.0,,,71-120,,Defensive rebound by B. Haywood
4:36.0,,,71-120,,J. Jones misses 3-pt shot from 26 ft
4:35.0,Defensive rebound by Team,,71-120,,
4:35.0,,,71-120,,Loose ball foul by B. Haywood (drawn by A. Jefferson)
4:35.0,,,71-120,,Cleveland full timeout
4:20.0,Shooting foul by B. Haywood (drawn by A. Jefferson),,71-120,,
4:20.0,A. Jefferson makes 2-pt shot at rim,2,73-120,,
4:20.0,A. Jefferson makes free throw 1 of 1,1,74-120,,
