time,Memphis,pts.away,score,pts.home,Houston
8:00.0,,,33-40,2,J. Harden makes 2-pt shot at rim
7:44.0,B. Udrih misses 3-pt shot from 25 ft,,33-40,,
7:42.0,,,33-40,,Defensive rebound by T. Ariza
7:18.0,,,33-42,2,T. Ariza makes 2-pt shot from 21 ft (assist by J. Harden)
6:59.0,J. Green makes 2-pt shot from 3 ft,2,35-42,,
6:48.0,M. Conley enters the game for B. Udrih,,35-42,,
6:48.0,,,35-42,,P. Beverley enters the game for J. Terry
6:37.0,,,35-42,,Turnover by J. Dorsey (bad pass; steal by N. Calathes)
6:26.0,N. Calathes makes 3-pt shot from 24 ft (assist by J. Green),3,38-42,,
6:09.0,Personal foul by M. Conley (drawn by P. Beverley),,38-42,,
6:00.0,,,38-44,2,T. Ariza makes 2-pt shot from 20 ft (assist by J. Harden)
5:37.0,J. Green misses 2-pt shot from 6 ft (block by J. Harden),,38-44,,
5:37.0,Offensive rebound by Team,,38-44,,
5:37.0,,,38-44,,Houston full timeout
5:35.0,J. Green misses 2-pt shot from 1 ft (block by T. Jones),,38-44,,
5:34.0,Offensive rebound by K. Koufos,,38-44,,
5:34.0,Shooting foul by T. Jones (drawn by K. Koufos),,38-44,,
5:34.0,K. Koufos misses free throw 1 of 2,,38-44,,
5:34.0,Offensive rebound by Team,,38-44,,
5:34.0,K. Koufos makes free throw 2 of 2,1,39-44,,
5:19.0,,,39-44,,Turnover by J. Harden (bad pass; steal by K. Koufos)
5:13.0,K. Koufos makes 2-pt shot from 1 ft (assist by J. Green),2,41-44,,
4:52.0,,,41-46,2,J. Dorsey makes 2-pt shot at rim
4:40.0,M. Conley makes 3-pt shot from 24 ft (assist by N. Calathes),3,44-46,,
4:29.0,,,44-48,2,J. Harden makes 2-pt shot from 1 ft
4:13.0,T. Allen misses 2-pt shot from 2 ft,,44-48,,
4:12.0,,,44-48,,Defensive rebound by J. Dorsey
4:01.0,,,44-48,,P. Beverley misses 2-pt shot from 2 ft
3:59.0,Defensive rebound by J. Green,,44-48,,
3:55.0,T. Allen misses 2-pt shot from 2 ft,,44-48,,
3:54.0,,,44-48,,Defensive rebound by P. Beverley
3:41.0,,,44-48,,T. Ariza misses 3-pt shot from 24 ft
3:40.0,,,44-48,,Offensive rebound by J. Dorsey
3:40.0,Personal foul by T. Allen (drawn by J. Dorsey),,44-48,,
3:40.0,M. Gasol enters the game for K. Koufos,,44-48,,
3:40.0,Z. Randolph enters the game for N. Calathes,,44-48,,
3:40.0,,,44-48,,J. Smith enters the game for T. Jones
3:40.0,,,44-48,,C. Brewer enters the game for T. Ariza
3:32.0,,,44-48,,Shooting foul by J. Green (drawn by J. Harden)
3:32.0,,,44-49,1,J. Harden makes free throw 1 of 2
3:32.0,,,44-50,1,J. Harden makes free throw 2 of 2
3:21.0,Z. Randolph makes 2-pt shot at rim (assist by M. Conley),2,46-50,,
3:01.0,,,46-52,2,P. Beverley makes 2-pt shot from 2 ft (assist by J. Harden)
2:36.0,,,46-52,,Personal foul by J. Dorsey (drawn by M. Conley)
2:36.0,Memphis full timeout,,46-52,,
2:36.0,,,46-52,,T. Jones enters the game for J. Dorsey
2:36.0,C. Lee enters the game for T. Allen,,46-52,,
2:36.0,M. Conley makes free throw 1 of 2,1,47-52,,
2:36.0,M. Conley makes free throw 2 of 2,1,48-52,,
2:13.0,,,48-54,2,T. Jones makes 2-pt shot from 1 ft
1:55.0,C. Lee misses 2-pt shot from 15 ft,,48-54,,
1:53.0,,,48-54,,Defensive rebound by C. Brewer
1:40.0,,,48-56,2,J. Smith makes 2-pt shot from 1 ft (assist by C. Brewer)
1:18.0,J. Green misses 3-pt shot from 23 ft,,48-56,,
1:17.0,Offensive rebound by Z. Randolph,,48-56,,
1:13.0,M. Gasol makes 2-pt shot from 2 ft (assist by Z. Randolph),2,50-56,,
1:02.0,,,50-56,,Turnover by J. Harden (lost ball; steal by Z. Randolph)
0:58.0,M. Conley makes 2-pt shot from 1 ft (assist by C. Lee),2,52-56,,
0:48.0,,,52-56,,Houston full timeout
0:43.0,,,52-56,,J. Harden misses 3-pt shot from 24 ft
0:42.0,Defensive rebound by M. Gasol,,52-56,,
0:26.0,M. Gasol makes 2-pt shot from 8 ft,2,54-56,,
0:01.0,,,54-59,3,J. Smith makes 3-pt shot from 23 ft (assist by J. Harden)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,M. Gasol makes 2-pt shot from 8 ft (assist by Z. Randolph),2,56-59,,
11:29.0,,,56-59,,T. Ariza misses 3-pt shot from 25 ft
11:28.0,Defensive rebound by M. Conley,,56-59,,
11:17.0,Z. Randolph makes 2-pt shot from 17 ft (assist by J. Green),2,58-59,,
10:57.0,,,58-59,,D. Motiejunas misses 2-pt shot from 7 ft
10:56.0,Defensive rebound by Z. Randolph,,58-59,,
10:42.0,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Gasol),2,60-59,,
10:17.0,,,60-59,,J. Harden misses 3-pt shot from 25 ft
10:16.0,Defensive rebound by M. Gasol,,60-59,,
10:08.0,,,60-59,,Violation by T. Jones (kicked ball)
9:57.0,C. Lee misses 2-pt shot from 15 ft,,60-59,,
9:55.0,,,60-59,,Defensive rebound by T. Ariza
9:48.0,Personal foul by M. Conley (drawn by P. Beverley),,60-59,,
9:32.0,,,60-59,,P. Beverley misses 2-pt shot from 2 ft
9:31.0,,,60-59,,Offensive rebound by T. Jones
9:31.0,,,60-61,2,T. Jones makes 2-pt shot at rim
9:09.0,Turnover by M. Conley (bad pass; steal by T. Ariza),,60-61,,
9:04.0,,,60-63,2,J. Harden makes 2-pt shot from 1 ft
8:43.0,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Gasol),2,62-63,,
8:43.0,Shooting foul by P. Beverley (drawn by Z. Randolph),,62-63,,
8:43.0,Z. Randolph makes free throw 1 of 1,1,63-63,,
8:20.0,,,63-65,2,T. Ariza makes 2-pt shot from 8 ft
7:57.0,M. Gasol makes 2-pt shot from 13 ft (assist by M. Conley),2,65-65,,
7:43.0,,,65-65,,Turnover by T. Jones (lost ball; steal by M. Conley)
7:34.0,M. Gasol makes 2-pt shot from 2 ft (assist by M. Conley),2,67-65,,
7:34.0,,,67-65,,Houston full timeout
7:19.0,,,67-65,,P. Beverley misses 3-pt shot from 23 ft
7:18.0,,,67-65,,Offensive rebound by T. Jones
7:14.0,,,67-65,,Turnover by D. Motiejunas (lost ball; steal by Z. Randolph)
7:05.0,J. Green misses 2-pt shot from 19 ft,,67-65,,
7:05.0,Offensive rebound by Team,,67-65,,
7:05.0,,,67-65,,Loose ball foul by P. Beverley (drawn by M. Gasol)
6:49.0,M. Gasol makes 2-pt shot from 12 ft (assist by J. Green),2,69-65,,
6:39.0,Personal foul by C. Lee (drawn by J. Harden),,69-65,,
6:27.0,,,69-65,,J. Harden misses 3-pt shot from 25 ft
6:26.0,Defensive rebound by J. Green,,69-65,,
6:14.0,Z. Randolph makes 2-pt shot from 6 ft,2,71-65,,
6:01.0,Personal foul by Z. Randolph (drawn by T. Ariza),,71-65,,
6:01.0,,,71-65,,J. Smith enters the game for P. Beverley
6:01.0,,,71-65,,J. Terry enters the game for T. Jones
5:49.0,,,71-65,,D. Motiejunas misses 2-pt shot from 8 ft
5:47.0,,,71-65,,Offensive rebound by J. Smith
5:46.0,,,71-67,2,J. Smith makes 2-pt shot from 8 ft
5:33.0,M. Conley misses 3-pt shot from 25 ft,,71-67,,
5:31.0,,,71-67,,Defensive rebound by J. Harden
5:26.0,,,71-69,2,J. Smith makes 2-pt shot from 5 ft (assist by J. Harden)
5:08.0,M. Conley makes 2-pt shot from 2 ft (assist by Z. Randolph),2,73-69,,
4:52.0,,,73-69,,D. Motiejunas misses 2-pt shot from 1 ft
4:51.0,,,73-69,,Offensive rebound by D. Motiejunas
4:51.0,,,73-69,,D. Motiejunas misses 2-pt shot from 1 ft
4:50.0,Defensive rebound by M. Gasol,,73-69,,
4:43.0,Turnover by Z. Randolph (bad pass; steal by D. Motiejunas),,73-69,,
4:38.0,,,73-72,3,J. Harden makes 3-pt shot from 26 ft (assist by D. Motiejunas)
4:19.0,Z. Randolph misses 2-pt shot from 13 ft,,73-72,,
4:17.0,,,73-72,,Defensive rebound by T. Ariza
4:06.0,,,73-72,,D. Motiejunas misses 3-pt shot from 24 ft
4:04.0,Defensive rebound by Z. Randolph,,73-72,,
3:46.0,Turnover by M. Gasol (bad pass; steal by J. Harden),,73-72,,
3:43.0,Personal foul by C. Lee (drawn by J. Harden),,73-72,,
3:43.0,Memphis full timeout,,73-72,,
3:43.0,,,73-72,,T. Jones enters the game for T. Ariza
3:43.0,,,73-72,,C. Brewer enters the game for D. Motiejunas
3:43.0,T. Allen enters the game for J. Green,,73-72,,
3:31.0,,,73-72,,C. Brewer misses 3-pt shot from 23 ft
3:30.0,Defensive rebound by Z. Randolph,,73-72,,
3:11.0,C. Lee misses 2-pt shot from 21 ft,,73-72,,
3:09.0,,,73-72,,Defensive rebound by J. Harden
3:04.0,,,73-75,3,J. Terry makes 3-pt shot from 22 ft (assist by J. Harden)
2:49.0,C. Lee misses 3-pt shot from 23 ft,,73-75,,
2:48.0,,,73-75,,Defensive rebound by T. Jones
2:26.0,,,73-75,,J. Smith misses 3-pt shot from 25 ft
2:25.0,Defensive rebound by T. Allen,,73-75,,
2:17.0,Turnover by M. Conley (bad pass; steal by J. Smith),,73-75,,
2:07.0,,,73-75,,Turnover by J. Terry (lost ball; steal by Z. Randolph)
2:02.0,T. Allen makes 2-pt shot from 1 ft,2,75-75,,
1:44.0,,,75-75,,Turnover by J. Harden (bad pass; steal by T. Allen)
1:40.0,,,75-75,,Shooting block foul by C. Brewer (drawn by M. Conley)
1:40.0,M. Conley makes free throw 1 of 2,1,76-75,,
1:40.0,K. Koufos enters the game for M. Gasol,,76-75,,
1:40.0,M. Conley makes free throw 2 of 2,1,77-75,,
1:16.0,,,77-75,,Turnover by Team (shot clock)
1:16.0,B. Udrih enters the game for M. Conley,,77-75,,
0:57.0,B. Udrih makes 2-pt shot from 1 ft (assist by K. Koufos),2,79-75,,
0:46.0,,,79-77,2,T. Jones makes 2-pt shot at rim (assist by J. Smith)
0:30.0,B. Udrih misses 3-pt shot from 25 ft,,79-77,,
0:29.0,,,79-77,,Defensive rebound by T. Jones
0:08.0,,,79-79,2,J. Smith makes 2-pt shot from 1 ft
0:01.0,B. Udrih misses 2-pt shot from 13 ft,,79-79,,
0:00.0,Offensive rebound by Team,,79-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,79-79,,D. Motiejunas misses 2-pt shot from 8 ft
11:40.0,Defensive rebound by K. Koufos,,79-79,,
11:17.0,Z. Randolph makes 2-pt shot from 9 ft,2,81-79,,
10:58.0,,,81-79,,J. Terry misses 2-pt shot from 11 ft
10:55.0,,,81-79,,Offensive rebound by D. Motiejunas
10:52.0,,,81-79,,D. Motiejunas misses 2-pt shot from 2 ft
10:50.0,Defensive rebound by N. Calathes,,81-79,,
10:43.0,B. Udrih misses 2-pt shot from 12 ft,,81-79,,
10:41.0,Offensive rebound by Z. Randolph,,81-79,,
10:40.0,Z. Randolph makes 2-pt shot from 2 ft,2,83-79,,
10:25.0,,,83-79,,Turnover by D. Motiejunas (bad pass; steal by T. Allen)
10:22.0,T. Allen makes 2-pt shot from 1 ft,2,85-79,,
10:22.0,,,85-79,,Houston full timeout
10:02.0,,,85-79,,T. Jones misses 2-pt shot from 7 ft
10:00.0,Defensive rebound by T. Allen,,85-79,,
9:44.0,K. Koufos makes 2-pt shot from 4 ft (assist by Z. Randolph),2,87-79,,
9:23.0,,,87-79,,J. Terry misses 3-pt shot from 26 ft
9:21.0,Defensive rebound by K. Koufos,,87-79,,
9:06.0,T. Allen makes 2-pt shot from 2 ft (assist by Z. Randolph),2,89-79,,
9:03.0,,,89-79,,Houston full timeout
9:03.0,,,89-79,,J. Smith enters the game for D. Motiejunas
9:03.0,,,89-79,,P. Beverley enters the game for J. Terry
9:03.0,,,89-79,,J. Harden enters the game for T. Ariza
8:48.0,Personal foul by N. Calathes (drawn by J. Smith),,89-79,,
8:48.0,,,89-79,,T. Ariza enters the game for T. Jones
8:40.0,,,89-79,,C. Brewer misses 2-pt shot from 3 ft
8:39.0,Defensive rebound by N. Calathes,,89-79,,
8:24.0,N. Calathes misses 2-pt shot from 4 ft,,89-79,,
8:22.0,Offensive rebound by T. Allen,,89-79,,
8:13.0,,,89-79,,Personal foul by J. Harden (drawn by Z. Randolph)
7:58.0,N. Calathes misses 3-pt shot from 24 ft,,89-79,,
7:58.0,Offensive rebound by Team,,89-79,,
7:58.0,Turnover by Team (shot clock),,89-79,,
7:38.0,,,89-82,3,J. Smith makes 3-pt shot from 24 ft (assist by T. Ariza)
7:30.0,Memphis full timeout,,89-82,,
7:30.0,M. Gasol enters the game for K. Koufos,,89-82,,
7:19.0,N. Calathes misses 2-pt shot from 2 ft,,89-82,,
7:18.0,Offensive rebound by T. Allen,,89-82,,
7:17.0,T. Allen makes 2-pt shot at rim,2,91-82,,
7:03.0,,,91-84,2,P. Beverley makes 2-pt shot from 2 ft
6:37.0,Z. Randolph misses 2-pt shot from 8 ft,,91-84,,
6:36.0,,,91-84,,Defensive rebound by C. Brewer
6:35.0,Personal foul by T. Allen (drawn by C. Brewer),,91-84,,
6:35.0,J. Green enters the game for Z. Randolph,,91-84,,
6:35.0,M. Conley enters the game for B. Udrih,,91-84,,
6:25.0,,,91-84,,J. Smith misses 3-pt shot from 24 ft
6:23.0,Defensive rebound by T. Allen,,91-84,,
6:09.0,M. Conley makes 2-pt shot from 10 ft,2,93-84,,
5:50.0,,,93-84,,J. Smith misses 2-pt shot from 1 ft
5:49.0,,,93-84,,Offensive rebound by J. Smith
5:47.0,,,93-84,,J. Smith misses 2-pt shot from 5 ft
5:45.0,Defensive rebound by M. Gasol,,93-84,,
5:31.0,J. Green makes 3-pt shot from 23 ft (assist by M. Gasol),3,96-84,,
5:21.0,,,96-84,,J. Harden misses 3-pt shot from 25 ft
5:19.0,Defensive rebound by M. Gasol,,96-84,,
4:56.0,M. Gasol misses 3-pt shot from 24 ft,,96-84,,
4:54.0,,,96-84,,Defensive rebound by P. Beverley
4:49.0,,,96-86,2,C. Brewer makes 2-pt shot from 2 ft (assist by P. Beverley)
4:22.0,J. Green misses 3-pt shot from 23 ft,,96-86,,
4:21.0,,,96-86,,Defensive rebound by Team
4:21.0,,,96-86,,T. Jones enters the game for J. Smith
4:12.0,,,96-86,,J. Harden misses 2-pt shot from 1 ft
4:10.0,Defensive rebound by N. Calathes,,96-86,,
4:07.0,Offensive charge foul by N. Calathes,,96-86,,
4:07.0,Turnover by N. Calathes (offensive foul),,96-86,,
4:07.0,C. Lee enters the game for N. Calathes,,96-86,,
3:46.0,,,96-88,2,T. Jones makes 2-pt shot from 4 ft
3:46.0,,,96-88,,Shooting foul by T. Allen (drawn by T. Jones)
3:46.0,,,96-89,1,T. Jones makes free throw 1 of 1
3:26.0,C. Lee misses 3-pt shot from 24 ft,,96-89,,
3:25.0,,,96-89,,Defensive rebound by T. Jones
3:16.0,,,96-91,2,T. Jones makes 2-pt shot at rim (assist by J. Harden)
3:16.0,Memphis full timeout,,96-91,,
3:16.0,Z. Randolph enters the game for C. Lee,,96-91,,
3:01.0,M. Conley makes 2-pt shot from 12 ft (assist by M. Gasol),2,98-91,,
2:38.0,,,98-93,2,T. Jones makes 2-pt shot from 8 ft
2:14.0,M. Conley misses 2-pt shot from 21 ft,,98-93,,
2:13.0,,,98-93,,Defensive rebound by T. Ariza
2:03.0,,,98-96,3,C. Brewer makes 3-pt shot from 22 ft (assist by J. Harden)
1:45.0,Offensive charge foul by T. Allen,,98-96,,
1:45.0,Turnover by T. Allen (offensive foul),,98-96,,
1:45.0,C. Lee enters the game for T. Allen,,98-96,,
1:37.0,Personal foul by C. Lee (drawn by J. Harden),,98-96,,
1:27.0,,,98-98,2,J. Harden makes 2-pt shot from 15 ft
1:08.0,Shooting foul by C. Brewer (drawn by C. Lee),,98-98,,
1:08.0,C. Lee makes free throw 1 of 2,1,99-98,,
1:08.0,C. Lee makes free throw 2 of 2,1,100-98,,
0:59.0,,,100-98,,T. Jones misses 2-pt shot at rim (block by M. Gasol)
0:59.0,,,100-98,,Offensive rebound by T. Jones
0:56.0,,,100-100,2,T. Jones makes 2-pt shot from 3 ft
0:31.0,M. Gasol misses 2-pt shot from 20 ft,,100-100,,
0:30.0,,,100-100,,Defensive rebound by P. Beverley
0:06.0,,,100-100,,J. Harden misses 2-pt shot from 4 ft (block by Z. Randolph)
0:05.0,Defensive rebound by Z. Randolph,,100-100,,
0:05.0,Memphis full timeout,,100-100,,
0:00.0,M. Gasol makes 2-pt shot from 9 ft,2,102-100,,
0:00.0,,,102-100,,Houston full timeout
0:00.0,,,102-100,,J. Smith enters the game for C. Brewer
0:00.0,T. Allen enters the game for J. Green,,102-100,,
0:00.0,K. Koufos enters the game for C. Lee,,102-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
