time,Chicago,pts.away,score,pts.home,Cleveland
5:57.0,P. Gasol misses 2-pt shot from 18 ft,,14-8,,
5:57.0,,,14-8,,Defensive rebound by L. James
5:54.0,,,14-10,2,L. James makes 2-pt shot at rim (assist by K. Irving)
5:43.0,M. Dunleavy makes 2-pt shot at rim (assist by J. Noah),2,16-10,,
5:35.0,,,16-10,,Cleveland full timeout
5:35.0,,,16-10,,I. Shumpert enters the game for J. Smith
5:21.0,,,16-12,2,L. James makes 2-pt shot from 1 ft
4:59.0,J. Butler misses 2-pt shot from 19 ft,,16-12,,
4:58.0,Offensive rebound by P. Gasol,,16-12,,
4:53.0,J. Noah makes 2-pt shot at rim (assist by P. Gasol),2,18-12,,
4:39.0,,,18-14,2,K. Irving makes 2-pt shot at rim
4:30.0,A. Brooks misses 3-pt shot from 24 ft,,18-14,,
4:29.0,,,18-14,,Defensive rebound by K. Irving
4:18.0,,,18-14,,I. Shumpert misses 3-pt shot from 23 ft
4:17.0,Defensive rebound by M. Dunleavy,,18-14,,
4:06.0,M. Dunleavy misses 2-pt shot from 4 ft,,18-14,,
4:05.0,,,18-14,,Defensive rebound by K. Love
4:05.0,T. Gibson enters the game for J. Noah,,18-14,,
4:05.0,,,18-14,,T. Thompson enters the game for K. Love
3:58.0,,,18-17,3,K. Irving makes 3-pt shot from 24 ft (assist by T. Mozgov)
3:41.0,P. Gasol misses 2-pt shot from 12 ft,,18-17,,
3:39.0,,,18-17,,Defensive rebound by L. James
3:30.0,,,18-17,,Shooting foul by J. Butler (drawn by L. James)
3:30.0,,,18-17,,L. James misses free throw 1 of 2
3:30.0,,,18-17,,Offensive rebound by Team
3:30.0,,,18-17,,L. James misses free throw 2 of 2
3:29.0,Defensive rebound by P. Gasol,,18-17,,
3:17.0,J. Butler misses 2-pt shot from 18 ft,,18-17,,
3:16.0,,,18-17,,Defensive rebound by I. Shumpert
3:00.0,,,18-17,,I. Shumpert misses 3-pt shot from 23 ft
2:59.0,Defensive rebound by Team,,18-17,,
2:58.0,Chicago full timeout,,18-17,,
2:58.0,,,18-17,,J. Smith enters the game for L. James
2:44.0,A. Brooks makes 2-pt shot from 17 ft,2,20-17,,
2:32.0,,,20-17,,Turnover by K. Irving (bad pass; steal by M. Dunleavy)
2:28.0,Shooting foul by J. Smith (drawn by M. Dunleavy),,20-17,,
2:28.0,M. Dunleavy makes free throw 1 of 2,1,21-17,,
2:28.0,T. Snell enters the game for J. Butler,,21-17,,
2:28.0,M. Dunleavy makes free throw 2 of 2,1,22-17,,
2:14.0,,,22-20,3,J. Smith makes 3-pt shot from 25 ft
1:52.0,M. Dunleavy misses 3-pt shot from 27 ft,,22-20,,
1:51.0,,,22-20,,Defensive rebound by I. Shumpert
1:38.0,,,22-22,2,K. Irving makes 2-pt shot from 14 ft
1:19.0,T. Snell misses 3-pt shot from 25 ft,,22-22,,
1:18.0,Offensive rebound by Team,,22-22,,
1:17.0,N. Mirotic enters the game for M. Dunleavy,,22-22,,
1:17.0,,,22-22,,K. Love enters the game for T. Mozgov
1:11.0,Offensive foul by T. Gibson,,22-22,,
1:11.0,Turnover by T. Gibson (offensive foul),,22-22,,
0:54.0,,,22-24,2,T. Thompson makes 2-pt shot from 10 ft (assist by K. Irving)
0:41.0,T. Gibson misses 2-pt shot from 4 ft (block by J. Smith),,22-24,,
0:38.0,,,22-24,,Defensive rebound by T. Thompson
0:34.0,,,22-24,,K. Irving misses 2-pt shot from 1 ft
0:33.0,,,22-24,,Offensive rebound by T. Thompson
0:33.0,,,22-24,,T. Thompson misses 2-pt shot at rim
0:30.0,Defensive rebound by N. Mirotic,,22-24,,
0:27.0,Shooting foul by K. Irving (drawn by A. Brooks),,22-24,,
0:27.0,A. Brooks misses free throw 1 of 2,,22-24,,
0:27.0,Offensive rebound by Team,,22-24,,
0:27.0,A. Brooks makes free throw 2 of 2,1,23-24,,
0:02.0,,,23-24,,K. Irving misses 2-pt shot from 14 ft
0:01.0,,,23-24,,Offensive rebound by Team
0:01.0,Loose ball foul by T. Gibson (drawn by K. Love),,23-24,,
0:00.0,,,23-27,3,K. Irving makes 3-pt shot from 22 ft (assist by I. Shumpert)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Butler),3,26-27,,
11:28.0,,,26-27,,K. Love misses 2-pt shot from 2 ft (block by T. Gibson)
11:26.0,,,26-27,,Offensive rebound by J. Smith
11:18.0,,,26-27,,Turnover by Team (shot clock)
11:00.0,J. Butler misses 2-pt shot from 18 ft,,26-27,,
10:59.0,,,26-27,,Defensive rebound by L. James
10:52.0,,,26-27,,L. James misses 2-pt shot from 1 ft
10:50.0,,,26-27,,Offensive rebound by K. Love
10:30.0,,,26-27,,L. James misses 2-pt shot from 13 ft
10:29.0,Defensive rebound by T. Gibson,,26-27,,
10:17.0,T. Gibson misses 2-pt shot from 15 ft,,26-27,,
10:16.0,,,26-27,,Defensive rebound by K. Love
10:08.0,,,26-27,,K. Love misses 3-pt shot from 24 ft
10:07.0,Defensive rebound by N. Mirotic,,26-27,,
10:07.0,E. Moore misses 3-pt shot from 25 ft,,26-27,,
10:07.0,,,26-27,,Defensive rebound by T. Thompson
10:06.0,,,26-30,3,J. Smith makes 3-pt shot from 23 ft (assist by L. James)
9:46.0,J. Noah makes 2-pt shot from 7 ft (assist by E. Moore),2,28-30,,
9:33.0,,,28-33,3,J. Smith makes 3-pt shot from 24 ft
9:18.0,N. Mirotic misses 3-pt shot from 24 ft,,28-33,,
9:17.0,,,28-33,,Defensive rebound by K. Love
9:12.0,,,28-35,2,L. James makes 2-pt shot from 1 ft (assist by K. Love)
8:51.0,T. Gibson makes 2-pt shot at rim (assist by J. Butler),2,30-35,,
8:30.0,,,30-35,,K. Love misses 2-pt shot from 2 ft (block by T. Gibson)
8:28.0,Defensive rebound by J. Noah,,30-35,,
8:12.0,J. Butler misses 2-pt shot from 9 ft,,30-35,,
8:11.0,Offensive rebound by J. Noah,,30-35,,
8:05.0,J. Butler makes 3-pt shot from 23 ft (assist by E. Moore),3,33-35,,
7:42.0,,,33-35,,Shooting foul by E. Moore (drawn by T. Thompson)
7:42.0,Official timeout,,33-35,,
7:42.0,,,33-36,1,T. Thompson makes free throw 1 of 2
7:42.0,,,33-37,1,T. Thompson makes free throw 2 of 2
7:26.0,N. Mirotic misses 2-pt shot from 7 ft,,33-37,,
7:20.0,,,33-37,,Defensive rebound by L. James
7:19.0,Personal foul by E. Moore (drawn by L. James),,33-37,,
7:19.0,,,33-37,,K. Irving enters the game for M. Dellavedova
7:19.0,,,33-37,,T. Mozgov enters the game for K. Love
7:19.0,A. Brooks enters the game for E. Moore,,33-37,,
7:11.0,,,33-37,,L. James misses 2-pt shot from 13 ft
7:10.0,,,33-37,,Offensive rebound by L. James
7:06.0,,,33-37,,L. James misses 2-pt shot from 13 ft
7:04.0,Defensive rebound by N. Mirotic,,33-37,,
6:44.0,Turnover by A. Brooks (lost ball; steal by L. James),,33-37,,
6:37.0,,,33-40,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
6:24.0,,,33-40,,I. Shumpert enters the game for L. James
6:24.0,N. Mirotic misses flagrant free throw 1 of 2,,33-40,,
6:24.0,Offensive rebound by Team,,33-40,,
6:24.0,N. Mirotic makes flagrant free throw 2 of 2,1,34-40,,
6:02.0,A. Brooks makes 2-pt shot from 11 ft,2,36-40,,
5:43.0,,,36-40,,T. Mozgov misses 2-pt shot from 10 ft
5:40.0,Defensive rebound by N. Mirotic,,36-40,,
5:28.0,A. Brooks makes 2-pt shot at rim,2,38-40,,
5:13.0,,,38-43,3,K. Irving makes 3-pt shot from 25 ft
4:49.0,N. Mirotic misses 2-pt shot from 8 ft,,38-43,,
4:46.0,,,38-43,,Defensive rebound by J. Smith
4:34.0,,,38-45,2,K. Irving makes 2-pt shot from 5 ft
4:33.0,,,38-45,,Violation by Team (delay of game)
4:09.0,A. Brooks misses 3-pt shot from 25 ft,,38-45,,
4:08.0,Offensive rebound by A. Brooks,,38-45,,
4:03.0,Turnover by A. Brooks (step out of bounds),,38-45,,
4:03.0,,,38-45,,Cleveland full timeout
4:03.0,P. Gasol enters the game for J. Noah,,38-45,,
4:03.0,T. Snell enters the game for J. Butler,,38-45,,
4:03.0,M. Dunleavy enters the game for N. Mirotic,,38-45,,
3:46.0,,,38-45,,I. Shumpert misses 2-pt shot from 17 ft
3:45.0,Defensive rebound by P. Gasol,,38-45,,
3:33.0,,,38-45,,Personal foul by I. Shumpert (drawn by P. Gasol)
3:24.0,M. Dunleavy makes 3-pt shot from 27 ft (assist by A. Brooks),3,41-45,,
3:05.0,,,41-47,2,K. Irving makes 2-pt shot from 17 ft
2:47.0,P. Gasol misses 2-pt shot from 6 ft,,41-47,,
2:44.0,,,41-47,,Defensive rebound by T. Mozgov
2:36.0,,,41-47,,K. Irving misses 2-pt shot from 2 ft
2:35.0,,,41-47,,Offensive rebound by K. Irving
2:32.0,,,41-47,,I. Shumpert misses 3-pt shot from 24 ft
2:29.0,Defensive rebound by P. Gasol,,41-47,,
2:26.0,Chicago full timeout,,41-47,,
2:26.0,,,41-47,,L. James enters the game for T. Thompson
2:26.0,J. Butler enters the game for T. Snell,,41-47,,
2:14.0,M. Dunleavy makes 3-pt shot from 26 ft (assist by A. Brooks),3,44-47,,
1:50.0,,,44-49,2,T. Mozgov makes 2-pt shot from 8 ft (assist by K. Irving)
1:31.0,P. Gasol misses 2-pt shot from 4 ft,,44-49,,
1:30.0,,,44-49,,Defensive rebound by K. Irving
1:24.0,,,44-49,,Turnover by K. Irving (bad pass; steal by J. Butler)
1:23.0,Turnover by J. Butler (bad pass; steal by K. Irving),,44-49,,
1:19.0,,,44-51,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
1:01.0,P. Gasol misses 2-pt shot from 8 ft,,44-51,,
1:00.0,,,44-51,,Defensive rebound by Team
0:48.0,,,44-51,,J. Smith misses 3-pt shot from 26 ft
0:46.0,Defensive rebound by T. Gibson,,44-51,,
0:37.0,A. Brooks misses 3-pt shot from 25 ft,,44-51,,
0:36.0,,,44-51,,Defensive rebound by L. James
0:16.0,,,44-51,,I. Shumpert misses 3-pt shot from 22 ft
0:15.0,Defensive rebound by Team,,44-51,,
0:05.0,,,44-51,,Personal foul by K. Irving (drawn by A. Brooks)
0:05.0,,,44-51,,M. Dellavedova enters the game for K. Irving
0:05.0,N. Mirotic enters the game for T. Gibson,,44-51,,
0:03.0,Shooting foul by L. James (drawn by N. Mirotic),,44-51,,
0:03.0,N. Mirotic misses free throw 1 of 2,,44-51,,
0:03.0,Offensive rebound by Team,,44-51,,
0:03.0,,,44-51,,K. Irving enters the game for M. Dellavedova
0:03.0,E. Moore enters the game for A. Brooks,,44-51,,
0:03.0,N. Mirotic makes free throw 2 of 2,1,45-51,,
0:03.0,,,45-51,,Cleveland full timeout
0:03.0,T. Snell enters the game for P. Gasol,,45-51,,
0:03.0,T. Gibson enters the game for N. Mirotic,,45-51,,
0:03.0,,,45-51,,K. Love enters the game for T. Mozgov
0:00.0,,,45-54,3,J. Smith makes 3-pt shot from 40 ft (assist by L. James)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,P. Gasol makes 2-pt shot at rim (assist by J. Noah),2,47-54,,
11:22.0,,,47-57,3,K. Love makes 3-pt shot from 23 ft (assist by K. Irving)
11:01.0,M. Dunleavy makes 2-pt shot from 21 ft (assist by J. Noah),2,49-57,,
10:41.0,,,49-57,,K. Love misses 3-pt shot from 23 ft
10:41.0,Defensive rebound by Team,,49-57,,
10:41.0,,,49-57,,Loose ball foul by T. Mozgov (drawn by P. Gasol)
10:26.0,Shooting foul by J. Smith (drawn by M. Dunleavy),,49-57,,
10:26.0,M. Dunleavy makes free throw 1 of 2,1,50-57,,
10:26.0,M. Dunleavy makes free throw 2 of 2,1,51-57,,
10:04.0,,,51-59,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
9:48.0,P. Gasol makes 2-pt shot from 17 ft (assist by J. Noah),2,53-59,,
9:30.0,,,53-59,,K. Irving misses 2-pt shot from 3 ft
9:29.0,,,53-59,,Offensive rebound by T. Mozgov
9:23.0,Personal foul by A. Brooks (drawn by K. Love),,53-59,,
9:13.0,,,53-62,3,J. Smith makes 3-pt shot from 28 ft (assist by L. James)
8:56.0,J. Noah makes 2-pt shot at rim (assist by M. Dunleavy),2,55-62,,
8:33.0,,,55-62,,J. Smith misses 3-pt shot from 25 ft
8:33.0,Defensive rebound by J. Butler,,55-62,,
8:21.0,A. Brooks makes 3-pt shot from 26 ft (assist by J. Butler),3,58-62,,
8:03.0,,,58-65,3,K. Love makes 3-pt shot from 25 ft (assist by L. James)
7:42.0,Shooting foul by T. Mozgov (drawn by A. Brooks),,58-65,,
7:42.0,A. Brooks makes free throw 1 of 2,1,59-65,,
7:42.0,A. Brooks makes free throw 2 of 2,1,60-65,,
7:28.0,,,60-65,,K. Love misses 3-pt shot from 24 ft
7:27.0,Defensive rebound by A. Brooks,,60-65,,
7:24.0,Turnover by A. Brooks (bad pass),,60-65,,
7:17.0,,,60-65,,K. Irving misses 2-pt shot from 4 ft
7:17.0,,,60-65,,Offensive rebound by Team
7:17.0,Loose ball foul by A. Brooks (drawn by T. Mozgov),,60-65,,
7:03.0,,,60-65,,J. Smith misses 3-pt shot from 23 ft
7:02.0,,,60-65,,Offensive rebound by K. Irving
6:59.0,,,60-65,,Shooting foul by J. Noah (drawn by L. James)
6:59.0,,,60-66,1,L. James makes free throw 1 of 2
6:59.0,,,60-67,1,L. James makes free throw 2 of 2
6:48.0,M. Dunleavy misses 3-pt shot from 24 ft,,60-67,,
6:47.0,,,60-67,,Defensive rebound by L. James
6:45.0,Personal foul by J. Noah (drawn by L. James),,60-67,,
6:20.0,,,60-67,,L. James misses 3-pt shot from 25 ft
6:19.0,Defensive rebound by J. Noah,,60-67,,
6:09.0,P. Gasol misses 2-pt shot from 18 ft,,60-67,,
6:08.0,,,60-67,,Defensive rebound by T. Mozgov
5:52.0,,,60-67,,T. Mozgov misses 2-pt shot from 1 ft
5:51.0,Defensive rebound by J. Noah,,60-67,,
5:47.0,Turnover by M. Dunleavy (bad pass; steal by L. James),,60-67,,
5:40.0,,,60-67,,J. Smith misses 3-pt shot from 30 ft
5:39.0,Defensive rebound by Team,,60-67,,
5:39.0,,,60-67,,Loose ball foul by T. Mozgov (drawn by P. Gasol)
5:39.0,,,60-67,,Cleveland full timeout
5:39.0,,,60-67,,T. Thompson enters the game for T. Mozgov
5:24.0,Turnover by P. Gasol (bad pass; steal by L. James),,60-67,,
5:01.0,,,60-67,,Shooting foul by P. Gasol (drawn by L. James)
5:01.0,,,60-69,2,L. James makes 2-pt shot at rim
5:01.0,,,60-70,1,L. James makes free throw 1 of 1
4:44.0,A. Brooks misses 2-pt shot from 5 ft (block by K. Love),,60-70,,
4:42.0,Offensive rebound by A. Brooks,,60-70,,
4:38.0,A. Brooks misses 2-pt shot from 2 ft (block by K. Irving),,60-70,,
4:38.0,,,60-70,,Defensive rebound by Team
4:38.0,,,60-70,,I. Shumpert enters the game for J. Smith
4:18.0,,,60-70,,T. Thompson misses 2-pt shot from 5 ft
4:17.0,,,60-70,,Offensive rebound by L. James
4:16.0,T. Gibson enters the game for J. Noah,,60-70,,
4:10.0,,,60-73,3,K. Irving makes 3-pt shot from 52 ft (assist by I. Shumpert)
3:54.0,T. Gibson misses 2-pt shot from 17 ft,,60-73,,
3:54.0,,,60-73,,Defensive rebound by Team
3:54.0,Loose ball foul by A. Brooks (drawn by K. Irving),,60-73,,
3:54.0,,,60-74,1,K. Irving makes free throw 1 of 2
3:54.0,,,60-75,1,K. Irving makes free throw 2 of 2
3:45.0,J. Butler makes 2-pt shot from 19 ft (assist by A. Brooks),2,62-75,,
3:26.0,,,62-75,,Turnover by K. Irving (bad pass; steal by J. Butler)
3:22.0,J. Butler makes 2-pt shot at rim (assist by M. Dunleavy),2,64-75,,
3:02.0,,,64-75,,Turnover by L. James (bad pass; steal by J. Butler)
2:58.0,Turnover by A. Brooks (bad pass; steal by K. Love),,64-75,,
2:51.0,,,64-77,2,L. James makes 2-pt shot at rim (assist by K. Love)
2:51.0,,,64-77,,Shooting foul by J. Butler (drawn by L. James)
2:51.0,Chicago full timeout,,64-77,,
2:51.0,N. Mirotic enters the game for M. Dunleavy,,64-77,,
2:51.0,,,64-77,,L. James misses free throw 1 of 1
2:49.0,Defensive rebound by P. Gasol,,64-77,,
2:38.0,Shooting foul by L. James (drawn by T. Gibson),,64-77,,
2:38.0,T. Gibson makes free throw 1 of 2,1,65-77,,
2:38.0,,,65-77,,J. Smith enters the game for L. James
2:38.0,T. Gibson misses free throw 2 of 2,,65-77,,
2:37.0,,,65-77,,Defensive rebound by T. Thompson
2:25.0,,,65-77,,K. Love misses 3-pt shot from 25 ft
2:23.0,Defensive rebound by N. Mirotic,,65-77,,
2:10.0,J. Butler misses 2-pt shot from 19 ft,,65-77,,
2:09.0,,,65-77,,Defensive rebound by I. Shumpert
2:00.0,,,65-77,,I. Shumpert misses 2-pt shot from 17 ft
1:59.0,Defensive rebound by A. Brooks,,65-77,,
1:48.0,,,65-77,,Personal foul by I. Shumpert (drawn by T. Gibson)
1:48.0,T. Gibson makes free throw 1 of 2,1,66-77,,
1:48.0,T. Snell enters the game for J. Butler,,66-77,,
1:48.0,T. Gibson makes free throw 2 of 2,1,67-77,,
1:34.0,,,67-77,,K. Irving misses 2-pt shot from 2 ft
1:31.0,Defensive rebound by P. Gasol,,67-77,,
1:24.0,Turnover by N. Mirotic (bad pass; steal by K. Irving),,67-77,,
1:17.0,,,67-77,,J. Smith misses 3-pt shot from 25 ft
1:17.0,,,67-77,,Offensive rebound by Team
1:17.0,Loose ball foul by T. Gibson (drawn by T. Thompson),,67-77,,
1:17.0,,,67-77,,T. Thompson misses free throw 1 of 2
1:17.0,,,67-77,,Offensive rebound by Team
1:17.0,,,67-77,,T. Thompson misses free throw 2 of 2
1:15.0,Defensive rebound by N. Mirotic,,67-77,,
0:58.0,T. Snell makes 2-pt shot from 20 ft (assist by P. Gasol),2,69-77,,
0:35.0,,,69-77,,J. Smith misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by T. Snell,,69-77,,
0:29.0,T. Snell misses 3-pt shot from 25 ft,,69-77,,
0:27.0,,,69-77,,Defensive rebound by K. Irving
0:10.0,,,69-77,,Shooting foul by T. Snell (drawn by K. Irving)
0:10.0,,,69-78,1,K. Irving makes free throw 1 of 2
0:10.0,M. Dunleavy enters the game for T. Gibson,,69-78,,
0:10.0,,,69-78,,M. Dellavedova enters the game for K. Love
0:10.0,,,69-79,1,K. Irving makes free throw 2 of 2
0:02.0,P. Gasol makes 2-pt shot from 8 ft (assist by A. Brooks),2,71-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,71-79,,J. Smith misses 3-pt shot from 25 ft
11:36.0,Defensive rebound by J. Butler,,71-79,,
11:26.0,,,71-79,,Personal foul by J. Smith (drawn by N. Mirotic)
11:14.0,N. Mirotic misses 3-pt shot from 23 ft,,71-79,,
11:13.0,,,71-79,,Defensive rebound by L. James
11:03.0,,,71-79,,L. James misses 2-pt shot from 22 ft
11:02.0,Defensive rebound by N. Mirotic,,71-79,,
10:58.0,Turnover by A. Brooks (bad pass; steal by J. Smith),,71-79,,
10:57.0,Personal foul by J. Butler (drawn by J. Smith),,71-79,,
10:57.0,E. Moore enters the game for A. Brooks,,71-79,,
10:57.0,,,71-79,,T. Mozgov enters the game for T. Thompson
10:36.0,,,71-81,2,M. Dellavedova makes 2-pt shot from 9 ft (assist by L. James)
10:10.0,E. Moore misses 2-pt shot from 16 ft,,71-81,,
10:09.0,,,71-81,,Defensive rebound by J. Smith
9:59.0,,,71-84,3,J. Smith makes 3-pt shot from 25 ft (assist by T. Mozgov)
9:56.0,Chicago full timeout,,71-84,,
9:41.0,J. Butler misses 2-pt shot from 17 ft,,71-84,,
9:40.0,,,71-84,,Defensive rebound by Team
9:21.0,,,71-84,,Turnover by L. James (traveling)
9:21.0,M. Dunleavy enters the game for T. Gibson,,71-84,,
9:06.0,M. Dunleavy makes 3-pt shot from 25 ft (assist by J. Noah),3,74-84,,
8:52.0,,,74-84,,Turnover by L. James (offensive foul)
8:52.0,,,74-84,,Offensive charge foul by L. James
8:41.0,J. Butler misses 2-pt shot from 17 ft,,74-84,,
8:40.0,,,74-84,,Defensive rebound by T. Mozgov
8:34.0,,,74-84,,J. Smith misses 3-pt shot from 24 ft
8:33.0,Defensive rebound by E. Moore,,74-84,,
8:18.0,Turnover by N. Mirotic (traveling),,74-84,,
8:02.0,,,74-84,,M. Dellavedova misses 2-pt shot from 14 ft
8:01.0,Defensive rebound by N. Mirotic,,74-84,,
7:43.0,J. Butler misses 3-pt shot from 25 ft,,74-84,,
7:42.0,,,74-84,,Defensive rebound by T. Mozgov
7:31.0,,,74-86,2,L. James makes 2-pt shot at rim
7:11.0,N. Mirotic misses 3-pt shot from 23 ft,,74-86,,
7:10.0,Offensive rebound by J. Butler,,74-86,,
7:08.0,J. Butler makes 2-pt shot at rim,2,76-86,,
6:54.0,,,76-88,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
6:29.0,N. Mirotic makes 3-pt shot from 22 ft (assist by J. Butler),3,79-88,,
6:14.0,,,79-90,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
5:54.0,N. Mirotic misses 2-pt shot from 16 ft,,79-90,,
5:53.0,Offensive rebound by J. Noah,,79-90,,
5:51.0,Shooting foul by T. Mozgov (drawn by N. Mirotic),,79-90,,
5:51.0,Official timeout,,79-90,,
5:51.0,A. Brooks enters the game for E. Moore,,79-90,,
5:51.0,,,79-90,,K. Love enters the game for L. James
5:51.0,,,79-90,,T. Thompson enters the game for T. Mozgov
5:51.0,,,79-90,,K. Irving enters the game for I. Shumpert
5:51.0,N. Mirotic makes free throw 1 of 2,1,80-90,,
5:51.0,N. Mirotic misses free throw 2 of 2,,80-90,,
5:51.0,,,80-90,,Defensive rebound by T. Thompson
5:32.0,,,80-90,,Turnover by K. Love (traveling)
5:20.0,N. Mirotic misses 3-pt shot from 24 ft,,80-90,,
5:19.0,Offensive rebound by J. Noah,,80-90,,
5:05.0,A. Brooks misses 3-pt shot from 26 ft,,80-90,,
5:04.0,,,80-90,,Defensive rebound by J. Smith
4:54.0,,,80-90,,K. Irving misses 2-pt shot from 15 ft
4:53.0,Defensive rebound by J. Noah,,80-90,,
4:34.0,N. Mirotic makes 3-pt shot from 23 ft (assist by M. Dunleavy),3,83-90,,
4:14.0,,,83-90,,Turnover by K. Irving (lost ball; steal by J. Noah)
4:06.0,Turnover by A. Brooks (bad pass),,83-90,,
4:06.0,,,83-90,,L. James enters the game for M. Dellavedova
3:53.0,,,83-90,,Turnover by K. Irving (bad pass; steal by J. Noah)
3:49.0,M. Dunleavy makes 2-pt shot from 1 ft (assist by J. Butler),2,85-90,,
3:29.0,,,85-90,,Shooting foul by J. Noah (drawn by K. Irving)
3:29.0,,,85-91,1,K. Irving makes free throw 1 of 2
3:29.0,,,85-92,1,K. Irving makes free throw 2 of 2
3:17.0,J. Butler makes 2-pt shot at rim (assist by A. Brooks),2,87-92,,
2:56.0,,,87-92,,K. Irving misses 3-pt shot from 27 ft
2:55.0,Defensive rebound by N. Mirotic,,87-92,,
2:49.0,Offensive foul by J. Butler,,87-92,,
2:49.0,Turnover by J. Butler (offensive foul),,87-92,,
2:49.0,,,87-92,,Cleveland full timeout
2:49.0,P. Gasol enters the game for J. Noah,,87-92,,
2:49.0,,,87-92,,T. Mozgov enters the game for T. Thompson
2:31.0,,,87-92,,L. James misses 2-pt shot from 13 ft
2:29.0,Defensive rebound by M. Dunleavy,,87-92,,
2:12.0,N. Mirotic misses 3-pt shot from 26 ft,,87-92,,
2:11.0,,,87-92,,Defensive rebound by L. James
1:55.0,,,87-92,,K. Irving misses 2-pt shot at rim
1:55.0,,,87-92,,Offensive rebound by T. Mozgov
1:55.0,,,87-92,,Shooting foul by M. Dunleavy (drawn by T. Mozgov)
1:55.0,,,87-93,1,T. Mozgov makes free throw 1 of 2
1:55.0,,,87-93,,T. Mozgov misses free throw 2 of 2
1:55.0,Defensive rebound by M. Dunleavy,,87-93,,
1:32.0,Turnover by P. Gasol (lost ball),,87-93,,
1:14.0,,,87-96,3,K. Love makes 3-pt shot from 23 ft (assist by L. James)
1:14.0,Chicago full timeout,,87-96,,
1:14.0,,,87-96,,I. Shumpert enters the game for K. Love
0:58.0,Shooting foul by T. Mozgov (drawn by J. Butler),,87-96,,
0:58.0,J. Butler makes free throw 1 of 3,1,88-96,,
0:58.0,J. Butler misses free throw 2 of 3,,88-96,,
0:58.0,Offensive rebound by Team,,88-96,,
0:58.0,,,88-96,,K. Love enters the game for I. Shumpert
0:58.0,J. Butler makes free throw 3 of 3,1,89-96,,
0:34.0,,,89-98,2,L. James makes 2-pt shot from 19 ft
0:34.0,Chicago full timeout,,89-98,,
0:34.0,,,89-98,,I. Shumpert enters the game for K. Love
