time,New York,pts.away,score,pts.home,Orlando
7:35.0,,,9-9,2,D. Dedmon makes 2-pt shot from 2 ft (assist by E. Payton)
7:35.0,,,9-9,,Shooting foul by C. Aldrich (drawn by D. Dedmon)
7:35.0,,,9-10,1,D. Dedmon makes free throw 1 of 1
7:17.0,Shooting foul by N. Vucevic (drawn by J. Smith),,9-10,,
7:17.0,J. Smith makes free throw 1 of 2,1,10-10,,
7:17.0,J. Smith makes free throw 2 of 2,1,11-10,,
7:03.0,,,11-10,,Turnover by N. Vucevic (lost ball; steal by C. Aldrich)
6:53.0,L. Galloway misses 2-pt shot from 14 ft,,11-10,,
6:52.0,,,11-10,,Defensive rebound by D. Dedmon
6:40.0,,,11-10,,T. Harris misses 2-pt shot from 19 ft
6:39.0,Defensive rebound by Team,,11-10,,
6:19.0,C. Aldrich makes 2-pt shot from 8 ft (assist by J. Smith),2,13-10,,
6:04.0,,,13-12,2,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton)
5:39.0,C. Aldrich makes 2-pt shot from 2 ft,2,15-12,,
5:35.0,,,15-12,,Orlando full timeout
5:35.0,,,15-12,,A. Gordon enters the game for N. Vucevic
5:27.0,,,15-12,,V. Oladipo misses 2-pt shot from 18 ft
5:26.0,,,15-12,,Offensive rebound by D. Dedmon
5:24.0,,,15-12,,D. Dedmon misses 2-pt shot from 2 ft (block by J. Smith)
5:22.0,Defensive rebound by C. Aldrich,,15-12,,
5:07.0,C. Aldrich makes 2-pt shot from 8 ft (assist by J. Smith),2,17-12,,
4:47.0,,,17-12,,E. Payton misses 2-pt shot from 13 ft
4:44.0,,,17-12,,Offensive rebound by D. Dedmon
4:44.0,,,17-14,2,D. Dedmon makes 2-pt shot from 1 ft
4:30.0,Shooting foul by A. Gordon (drawn by C. Aldrich),,17-14,,
4:30.0,C. Aldrich makes free throw 1 of 2,1,18-14,,
4:30.0,C. Early enters the game for L. Thomas,,18-14,,
4:30.0,,,18-14,,W. Green enters the game for V. Oladipo
4:30.0,C. Aldrich makes free throw 2 of 2,1,19-14,,
4:07.0,,,19-14,,E. Payton misses 2-pt shot from 11 ft
4:05.0,Defensive rebound by C. Aldrich,,19-14,,
3:57.0,T. Hardaway makes 3-pt shot from 26 ft (assist by C. Early),3,22-14,,
3:44.0,,,22-16,2,E. Payton makes 2-pt shot from 6 ft
3:30.0,T. Hardaway misses 2-pt shot from 19 ft,,22-16,,
3:28.0,Offensive rebound by C. Aldrich,,22-16,,
3:28.0,C. Aldrich makes 2-pt shot at rim,2,24-16,,
3:27.0,,,24-16,,Orlando full timeout
3:27.0,,,24-16,,A. Nicholson enters the game for T. Harris
3:27.0,L. Amundson enters the game for C. Aldrich,,24-16,,
3:16.0,,,24-16,,Turnover by A. Gordon (lost ball)
3:05.0,Turnover by C. Early (bad pass; steal by D. Dedmon),,24-16,,
3:00.0,,,24-16,,A. Gordon misses 2-pt shot from 2 ft
2:58.0,,,24-16,,Offensive rebound by D. Dedmon
2:58.0,,,24-16,,D. Dedmon misses 2-pt shot at rim
2:56.0,Defensive rebound by L. Galloway,,24-16,,
2:51.0,L. Galloway misses 2-pt shot from 12 ft,,24-16,,
2:50.0,,,24-16,,Defensive rebound by A. Gordon
2:44.0,,,24-16,,W. Green misses 3-pt shot from 23 ft
2:44.0,,,24-16,,Offensive rebound by A. Nicholson
2:44.0,Personal foul by L. Amundson (drawn by A. Nicholson),,24-16,,
2:44.0,New York full timeout,,24-16,,
2:44.0,,,24-16,,N. Vucevic enters the game for D. Dedmon
2:44.0,,,24-16,,V. Oladipo enters the game for E. Payton
2:44.0,S. Larkin enters the game for L. Galloway,,24-16,,
2:40.0,,,24-18,2,V. Oladipo makes 2-pt shot from 15 ft
2:24.0,T. Hardaway misses 2-pt shot from 9 ft,,24-18,,
2:22.0,,,24-18,,Defensive rebound by N. Vucevic
2:07.0,,,24-18,,V. Oladipo misses 3-pt shot from 24 ft
2:06.0,Defensive rebound by L. Amundson,,24-18,,
1:52.0,L. Amundson makes 2-pt shot from 2 ft (assist by T. Hardaway),2,26-18,,
1:34.0,,,26-18,,N. Vucevic misses 2-pt shot from 14 ft
1:32.0,Defensive rebound by S. Larkin,,26-18,,
1:32.0,,,26-18,,Personal foul by W. Green (drawn by T. Hardaway)
1:10.0,L. Amundson makes 2-pt shot at rim (assist by C. Early),2,28-18,,
0:53.0,,,28-20,2,N. Vucevic makes 2-pt shot from 18 ft (assist by V. Oladipo)
0:37.0,J. Smith misses 3-pt shot from 23 ft,,28-20,,
0:36.0,,,28-20,,Defensive rebound by V. Oladipo
0:35.0,Personal foul by T. Hardaway (drawn by V. Oladipo),,28-20,,
0:35.0,Q. Acy enters the game for J. Smith,,28-20,,
0:35.0,,,28-21,1,V. Oladipo makes free throw 1 of 2
0:35.0,L. Galloway enters the game for T. Hardaway,,28-21,,
0:35.0,,,28-22,1,V. Oladipo makes free throw 2 of 2
0:25.0,S. Larkin makes 2-pt shot from 16 ft,2,30-22,,
0:03.0,,,30-24,2,V. Oladipo makes 2-pt shot from 19 ft
0:00.0,L. Galloway misses 3-pt shot from 32 ft,,30-24,,
0:00.0,Offensive rebound by Team,,30-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,30-24,,N. Vucevic misses 2-pt shot from 19 ft
11:42.0,Defensive rebound by Q. Acy,,30-24,,
11:33.0,Q. Acy misses 2-pt shot from 20 ft,,30-24,,
11:32.0,,,30-24,,Defensive rebound by A. Gordon
11:22.0,,,30-24,,Turnover by V. Oladipo (bad pass)
11:06.0,L. Amundson misses 2-pt shot from 12 ft,,30-24,,
11:05.0,,,30-24,,Defensive rebound by A. Nicholson
10:53.0,,,30-24,,V. Oladipo misses 2-pt shot from 20 ft
10:51.0,Defensive rebound by L. Galloway,,30-24,,
10:44.0,S. Larkin makes 2-pt shot from 3 ft,2,32-24,,
10:28.0,,,32-24,,W. Green misses 2-pt shot from 4 ft
10:27.0,Defensive rebound by L. Amundson,,32-24,,
10:13.0,C. Early misses 3-pt shot from 25 ft,,32-24,,
10:12.0,,,32-24,,Defensive rebound by N. Vucevic
9:48.0,,,32-24,,V. Oladipo misses 3-pt shot from 25 ft
9:46.0,Defensive rebound by Q. Acy,,32-24,,
9:30.0,New York full timeout,,32-24,,
9:30.0,,,32-24,,T. Harris enters the game for A. Gordon
9:23.0,L. Galloway misses 2-pt shot from 19 ft,,32-24,,
9:22.0,,,32-24,,Defensive rebound by V. Oladipo
9:04.0,,,32-24,,N. Vucevic misses 2-pt shot from 5 ft
9:03.0,Defensive rebound by L. Amundson,,32-24,,
8:56.0,,,32-24,,Personal foul by V. Oladipo (drawn by Q. Acy)
8:48.0,Shooting foul by N. Vucevic (drawn by L. Amundson),,32-24,,
8:48.0,L. Amundson makes free throw 1 of 2,1,33-24,,
8:48.0,L. Amundson makes free throw 2 of 2,1,34-24,,
8:24.0,,,34-24,,T. Harris misses 2-pt shot from 3 ft (block by L. Amundson)
8:22.0,Defensive rebound by Q. Acy,,34-24,,
8:07.0,L. Amundson misses 2-pt shot from 5 ft,,34-24,,
8:06.0,,,34-24,,Defensive rebound by N. Vucevic
8:03.0,Personal foul by S. Larkin (drawn by W. Green),,34-24,,
8:03.0,L. Thomas enters the game for C. Early,,34-24,,
8:03.0,C. Aldrich enters the game for L. Amundson,,34-24,,
7:54.0,,,34-24,,Turnover by A. Nicholson (bad pass)
7:42.0,S. Larkin misses 3-pt shot from 28 ft,,34-24,,
7:41.0,,,34-24,,Defensive rebound by A. Nicholson
7:35.0,,,34-24,,Turnover by V. Oladipo (bad pass; steal by S. Larkin)
7:27.0,S. Larkin misses 2-pt shot from 18 ft,,34-24,,
7:25.0,,,34-24,,Defensive rebound by N. Vucevic
7:17.0,,,34-24,,W. Green misses 3-pt shot from 26 ft
7:15.0,Defensive rebound by S. Larkin,,34-24,,
6:58.0,Turnover by C. Aldrich (bad pass; steal by V. Oladipo),,34-24,,
6:49.0,,,34-24,,A. Nicholson misses 3-pt shot from 25 ft
6:48.0,,,34-24,,Offensive rebound by N. Vucevic
6:40.0,,,34-24,,Turnover by V. Oladipo (bad pass; steal by L. Galloway)
6:20.0,C. Aldrich misses 2-pt shot from 8 ft,,34-24,,
6:19.0,,,34-24,,Defensive rebound by N. Vucevic
6:16.0,,,34-24,,Offensive charge foul by T. Harris
6:16.0,,,34-24,,Turnover by T. Harris (offensive foul)
6:16.0,J. Smith enters the game for Q. Acy,,34-24,,
6:16.0,,,34-24,,E. Payton enters the game for W. Green
6:16.0,T. Hardaway enters the game for S. Larkin,,34-24,,
6:00.0,J. Smith makes 2-pt shot from 19 ft (assist by T. Hardaway),2,36-24,,
5:59.0,,,36-24,,Orlando full timeout
5:59.0,,,36-24,,M. Harkless enters the game for V. Oladipo
5:59.0,,,36-24,,A. Gordon enters the game for A. Nicholson
5:42.0,,,36-24,,N. Vucevic misses 2-pt shot from 17 ft
5:41.0,Defensive rebound by Team,,36-24,,
5:28.0,J. Smith misses 2-pt shot from 20 ft,,36-24,,
5:27.0,Offensive rebound by C. Aldrich,,36-24,,
5:08.0,Turnover by J. Smith (bad pass; steal by T. Harris),,36-24,,
4:51.0,,,36-24,,Turnover by N. Vucevic (traveling)
4:51.0,,,36-24,,D. Dedmon enters the game for N. Vucevic
4:40.0,T. Hardaway misses 3-pt shot from 25 ft,,36-24,,
4:38.0,,,36-24,,Defensive rebound by A. Gordon
4:26.0,,,36-24,,A. Gordon misses 2-pt shot from 6 ft (block by C. Aldrich)
4:25.0,,,36-24,,Offensive rebound by Team
4:16.0,,,36-24,,E. Payton misses 2-pt shot from 2 ft
4:13.0,,,36-24,,Offensive rebound by D. Dedmon
4:13.0,,,36-26,2,D. Dedmon makes 2-pt shot at rim
4:01.0,C. Aldrich makes 2-pt shot at rim (assist by J. Smith),2,38-26,,
3:49.0,,,38-26,,A. Gordon misses 2-pt shot at rim (block by J. Smith)
3:49.0,Defensive rebound by Team,,38-26,,
3:49.0,S. Larkin enters the game for L. Galloway,,38-26,,
3:33.0,C. Aldrich misses 2-pt shot from 9 ft,,38-26,,
3:33.0,Offensive rebound by Team,,38-26,,
3:33.0,,,38-26,,Loose ball foul by A. Gordon (drawn by J. Smith)
3:26.0,T. Hardaway misses 2-pt shot from 3 ft (block by D. Dedmon),,38-26,,
3:24.0,,,38-26,,Defensive rebound by D. Dedmon
3:06.0,,,38-26,,E. Payton misses 2-pt shot from 5 ft
3:05.0,Defensive rebound by C. Aldrich,,38-26,,
2:53.0,T. Hardaway misses 3-pt shot from 26 ft,,38-26,,
2:52.0,,,38-26,,Defensive rebound by D. Dedmon
2:41.0,,,38-26,,A. Gordon misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by C. Aldrich,,38-26,,
2:31.0,New York full timeout,,38-26,,
2:31.0,Official timeout,,38-26,,
2:31.0,,,38-26,,V. Oladipo enters the game for A. Gordon
2:24.0,C. Aldrich misses 2-pt shot from 7 ft,,38-26,,
2:22.0,,,38-26,,Defensive rebound by M. Harkless
2:03.0,,,38-26,,D. Dedmon misses 2-pt shot from 16 ft
2:02.0,,,38-26,,Offensive rebound by Team
2:00.0,Loose ball foul by J. Smith (drawn by E. Payton),,38-26,,
2:00.0,L. Galloway enters the game for T. Hardaway,,38-26,,
1:50.0,,,38-26,,Offensive foul by D. Dedmon
1:50.0,,,38-26,,Turnover by D. Dedmon (offensive foul)
1:50.0,T. Hardaway enters the game for J. Smith,,38-26,,
1:34.0,L. Galloway misses 2-pt shot from 9 ft,,38-26,,
1:33.0,,,38-26,,Defensive rebound by T. Harris
1:26.0,,,38-26,,Shooting foul by C. Aldrich (drawn by T. Harris)
1:26.0,,,38-27,1,T. Harris makes free throw 1 of 2
1:26.0,,,38-27,,T. Harris misses free throw 2 of 2
1:25.0,,,38-27,,Offensive rebound by D. Dedmon
1:09.0,,,38-29,2,V. Oladipo makes 2-pt shot from 2 ft
0:50.0,S. Larkin misses 2-pt shot from 2 ft (block by E. Payton),,38-29,,
0:48.0,,,38-29,,Defensive rebound by V. Oladipo
0:46.0,,,38-31,2,V. Oladipo makes 2-pt shot from 2 ft
0:25.0,T. Hardaway misses 3-pt shot from 25 ft,,38-31,,
0:23.0,,,38-31,,Defensive rebound by V. Oladipo
0:00.0,,,38-31,,V. Oladipo misses 2-pt shot from 2 ft
0:00.0,,,38-31,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,38-31,,Shooting foul by C. Aldrich (drawn by E. Payton)
11:47.0,,,38-31,,E. Payton misses free throw 1 of 2
11:47.0,,,38-31,,Offensive rebound by Team
11:47.0,,,38-31,,E. Payton misses free throw 2 of 2
11:46.0,Defensive rebound by J. Smith,,38-31,,
11:33.0,L. Galloway makes 2-pt shot from 22 ft (assist by J. Smith),2,40-31,,
11:16.0,,,40-31,,V. Oladipo misses 3-pt shot from 25 ft
11:14.0,Defensive rebound by C. Aldrich,,40-31,,
10:58.0,J. Smith makes 2-pt shot from 14 ft,2,42-31,,
10:40.0,,,42-33,2,T. Harris makes 2-pt shot from 8 ft (assist by N. Vucevic)
10:32.0,Turnover by T. Hardaway (bad pass; steal by E. Payton),,42-33,,
10:27.0,,,42-33,,V. Oladipo misses 2-pt shot from 2 ft
10:25.0,,,42-33,,Offensive rebound by T. Harris
10:25.0,,,42-35,2,T. Harris makes 2-pt shot at rim
10:02.0,L. Galloway makes 3-pt shot from 26 ft (assist by C. Aldrich),3,45-35,,
9:48.0,Personal foul by T. Hardaway (drawn by V. Oladipo),,45-35,,
9:39.0,,,45-35,,V. Oladipo misses 2-pt shot from 2 ft
9:38.0,Defensive rebound by J. Smith,,45-35,,
9:28.0,,,45-35,,Personal foul by V. Oladipo (drawn by T. Hardaway)
9:14.0,L. Galloway makes 2-pt shot from 15 ft (assist by C. Aldrich),2,47-35,,
9:00.0,,,47-35,,N. Vucevic misses 2-pt shot from 13 ft
8:59.0,Defensive rebound by C. Aldrich,,47-35,,
8:50.0,Offensive foul by L. Thomas,,47-35,,
8:50.0,Turnover by L. Thomas (offensive foul),,47-35,,
8:50.0,,,47-35,,C. Frye enters the game for D. Dedmon
8:39.0,,,47-37,2,C. Frye makes 2-pt shot from 22 ft (assist by E. Payton)
8:23.0,L. Thomas misses 2-pt shot from 10 ft,,47-37,,
8:22.0,,,47-37,,Defensive rebound by E. Payton
8:15.0,,,47-37,,T. Harris misses 2-pt shot from 2 ft
8:14.0,Defensive rebound by C. Aldrich,,47-37,,
8:08.0,L. Thomas makes 2-pt shot from 20 ft (assist by L. Galloway),2,49-37,,
8:08.0,Shooting foul by C. Frye (drawn by L. Thomas),,49-37,,
8:08.0,L. Thomas misses free throw 1 of 1,,49-37,,
8:08.0,,,49-37,,Defensive rebound by T. Harris
7:56.0,,,49-37,,Offensive foul by C. Frye
7:56.0,,,49-37,,Turnover by C. Frye (offensive foul)
7:43.0,C. Aldrich misses 2-pt shot from 2 ft,,49-37,,
7:41.0,,,49-37,,Defensive rebound by N. Vucevic
7:25.0,,,49-37,,Shooting foul by C. Aldrich (drawn by V. Oladipo)
7:25.0,,,49-38,1,V. Oladipo makes free throw 1 of 2
7:25.0,L. Amundson enters the game for C. Aldrich,,49-38,,
7:25.0,,,49-39,1,V. Oladipo makes free throw 2 of 2
7:02.0,L. Galloway misses 3-pt shot from 30 ft,,49-39,,
7:00.0,,,49-39,,Defensive rebound by T. Harris
6:43.0,,,49-39,,Turnover by N. Vucevic (lost ball)
6:31.0,L. Thomas misses 2-pt shot from 2 ft,,49-39,,
6:30.0,,,49-39,,Defensive rebound by C. Frye
6:18.0,,,49-39,,V. Oladipo misses 2-pt shot from 20 ft
6:16.0,Defensive rebound by L. Amundson,,49-39,,
6:05.0,J. Smith makes 3-pt shot from 23 ft (assist by L. Galloway),3,52-39,,
5:44.0,,,52-39,,N. Vucevic misses 2-pt shot from 17 ft
5:42.0,Defensive rebound by T. Hardaway,,52-39,,
5:34.0,Turnover by T. Hardaway (bad pass; steal by E. Payton),,52-39,,
5:32.0,,,52-41,2,T. Harris makes 2-pt shot from 2 ft
5:32.0,,,52-41,,Shooting foul by T. Hardaway (drawn by T. Harris)
5:32.0,,,52-41,,Orlando full timeout
5:32.0,,,52-41,,A. Gordon enters the game for N. Vucevic
5:32.0,,,52-42,1,T. Harris makes free throw 1 of 1
5:18.0,,,52-42,,Personal foul by V. Oladipo (drawn by J. Smith)
5:12.0,L. Amundson makes 2-pt shot from 2 ft (assist by L. Galloway),2,54-42,,
5:12.0,Shooting foul by C. Frye (drawn by L. Amundson),,54-42,,
5:12.0,L. Amundson makes free throw 1 of 1,1,55-42,,
5:01.0,,,55-45,3,C. Frye makes 3-pt shot from 25 ft (assist by E. Payton)
4:47.0,T. Hardaway misses 3-pt shot from 25 ft,,55-45,,
4:45.0,Offensive rebound by J. Smith,,55-45,,
4:25.0,L. Amundson misses 2-pt shot from 7 ft,,55-45,,
4:23.0,,,55-45,,Defensive rebound by T. Harris
4:13.0,,,55-47,2,V. Oladipo makes 2-pt shot from 2 ft (assist by E. Payton)
3:50.0,L. Galloway makes 2-pt shot from 18 ft (assist by J. Smith),2,57-47,,
3:31.0,,,57-47,,V. Oladipo misses 2-pt shot from 4 ft (block by J. Smith)
3:31.0,,,57-47,,Offensive rebound by Team
3:31.0,C. Early enters the game for T. Hardaway,,57-47,,
3:31.0,S. Larkin enters the game for L. Thomas,,57-47,,
3:25.0,,,57-47,,A. Gordon misses 2-pt shot from 10 ft
3:23.0,,,57-47,,Offensive rebound by Team
3:23.0,,,57-47,,Turnover by Team (shot clock)
3:05.0,Turnover by L. Amundson (lost ball; steal by A. Gordon),,57-47,,
2:51.0,,,57-50,3,T. Harris makes 3-pt shot from 24 ft (assist by E. Payton)
2:37.0,Turnover by L. Amundson (bad pass),,57-50,,
2:37.0,New York full timeout,,57-50,,
2:37.0,,,57-50,,W. Green enters the game for E. Payton
2:37.0,Q. Acy enters the game for J. Smith,,57-50,,
2:25.0,,,57-50,,C. Frye misses 3-pt shot from 23 ft
2:24.0,Defensive rebound by C. Early,,57-50,,
2:15.0,L. Galloway misses 2-pt shot from 20 ft,,57-50,,
2:14.0,Offensive rebound by L. Amundson,,57-50,,
2:08.0,Turnover by L. Amundson (bad pass; steal by A. Gordon),,57-50,,
2:05.0,,,57-50,,Turnover by V. Oladipo (bad pass)
1:46.0,,,57-50,,Personal foul by A. Gordon (drawn by Q. Acy)
1:46.0,Q. Acy makes free throw 1 of 2,1,58-50,,
1:46.0,Q. Acy makes free throw 2 of 2,1,59-50,,
1:22.0,,,59-50,,Turnover by Team (shot clock)
1:10.0,L. Amundson misses 2-pt shot from 10 ft,,59-50,,
1:09.0,,,59-50,,Defensive rebound by C. Frye
0:52.0,,,59-50,,C. Frye misses 2-pt shot from 15 ft
0:51.0,Defensive rebound by C. Early,,59-50,,
0:29.0,L. Amundson misses 2-pt shot from 12 ft,,59-50,,
0:27.0,Offensive rebound by Q. Acy,,59-50,,
0:26.0,L. Amundson makes 2-pt shot at rim (assist by Q. Acy),2,61-50,,
0:06.0,,,61-50,,C. Frye misses 3-pt shot from 26 ft
0:05.0,Defensive rebound by L. Galloway,,61-50,,
0:00.0,L. Galloway misses 3-pt shot from 25 ft,,61-50,,
0:00.0,Offensive rebound by Team,,61-50,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Turnover by L. Amundson (bad pass),,61-50,,
11:29.0,,,61-50,,A. Nicholson misses 2-pt shot from 21 ft
11:28.0,Defensive rebound by L. Amundson,,61-50,,
11:16.0,Q. Acy makes 3-pt shot from 24 ft (assist by C. Early),3,64-50,,
10:52.0,,,64-52,2,W. Green makes 2-pt shot from 19 ft
10:39.0,S. Larkin misses 3-pt shot from 25 ft,,64-52,,
10:36.0,,,64-52,,Defensive rebound by W. Green
10:30.0,,,64-52,,Offensive foul by D. Dedmon
10:30.0,,,64-52,,Turnover by D. Dedmon (offensive foul)
10:17.0,,,64-52,,Personal foul by D. Dedmon (drawn by L. Amundson)
10:17.0,,,64-52,,N. Vucevic enters the game for D. Dedmon
10:11.0,Offensive charge foul by L. Amundson,,64-52,,
10:11.0,Turnover by L. Amundson (offensive foul),,64-52,,
9:57.0,,,64-52,,Shooting foul by Q. Acy (drawn by E. Payton)
9:57.0,,,64-53,1,E. Payton makes free throw 1 of 2
9:57.0,,,64-53,,E. Payton misses free throw 2 of 2
9:57.0,,,64-53,,Offensive rebound by A. Nicholson
9:55.0,,,64-53,,Shooting foul by Q. Acy (drawn by E. Payton)
9:55.0,,,64-53,,A. Nicholson misses free throw 1 of 2
9:55.0,,,64-53,,Offensive rebound by Team
9:55.0,,,64-54,1,A. Nicholson makes free throw 2 of 2
9:35.0,C. Early misses 2-pt shot from 2 ft,,64-54,,
9:34.0,,,64-54,,Defensive rebound by A. Nicholson
9:24.0,,,64-56,2,E. Payton makes 2-pt shot from 8 ft
9:00.0,T. Hardaway misses 2-pt shot from 21 ft,,64-56,,
8:59.0,,,64-56,,Defensive rebound by A. Gordon
8:51.0,,,64-59,3,W. Green makes 3-pt shot from 25 ft (assist by E. Payton)
8:49.0,New York full timeout,,64-59,,
8:49.0,C. Aldrich enters the game for T. Hardaway,,64-59,,
8:49.0,L. Thomas enters the game for C. Early,,64-59,,
8:49.0,L. Galloway enters the game for L. Amundson,,64-59,,
8:28.0,L. Thomas misses 2-pt shot from 14 ft,,64-59,,
8:27.0,,,64-59,,Defensive rebound by A. Nicholson
8:17.0,,,64-59,,N. Vucevic misses 2-pt shot from 17 ft
8:15.0,Defensive rebound by Q. Acy,,64-59,,
8:00.0,,,64-59,,Violation by N. Vucevic (kicked ball)
7:54.0,Q. Acy makes 2-pt shot from 11 ft (assist by S. Larkin),2,66-59,,
7:37.0,,,66-62,3,W. Green makes 3-pt shot from 26 ft (assist by E. Payton)
7:12.0,C. Aldrich misses 2-pt shot from 9 ft,,66-62,,
7:11.0,,,66-62,,Defensive rebound by W. Green
7:01.0,,,66-62,,W. Green misses 3-pt shot from 25 ft
7:00.0,Defensive rebound by L. Galloway,,66-62,,
6:37.0,C. Aldrich misses 2-pt shot from 9 ft,,66-62,,
6:35.0,Offensive rebound by C. Aldrich,,66-62,,
6:16.0,Q. Acy makes 2-pt shot from 19 ft,2,68-62,,
6:07.0,,,68-62,,N. Vucevic misses 2-pt shot from 18 ft
6:07.0,,,68-62,,Offensive rebound by Team
6:07.0,Loose ball foul by Q. Acy (drawn by A. Nicholson),,68-62,,
6:07.0,,,68-62,,V. Oladipo enters the game for A. Gordon
5:56.0,,,68-64,2,N. Vucevic makes 2-pt shot from 11 ft (assist by E. Payton)
5:41.0,Turnover by Q. Acy (bad pass; steal by W. Green),,68-64,,
5:35.0,,,68-64,,Shooting foul by C. Aldrich (drawn by N. Vucevic)
5:35.0,Official timeout,,68-64,,
5:35.0,T. Hardaway enters the game for C. Aldrich,,68-64,,
5:35.0,J. Smith enters the game for S. Larkin,,68-64,,
5:35.0,,,68-65,1,N. Vucevic makes free throw 1 of 2
5:35.0,,,68-66,1,N. Vucevic makes free throw 2 of 2
5:17.0,Turnover by J. Smith (bad pass; steal by N. Vucevic),,68-66,,
5:08.0,,,68-69,3,W. Green makes 3-pt shot from 23 ft (assist by V. Oladipo)
4:49.0,J. Smith makes 2-pt shot from 19 ft (assist by L. Thomas),2,70-69,,
4:32.0,,,70-69,,W. Green misses 3-pt shot from 25 ft
4:31.0,,,70-69,,Offensive rebound by N. Vucevic
4:21.0,,,70-71,2,V. Oladipo makes 2-pt shot from 13 ft
4:09.0,C. Aldrich enters the game for Q. Acy,,70-71,,
3:54.0,T. Hardaway misses 2-pt shot from 18 ft,,70-71,,
3:53.0,,,70-71,,Defensive rebound by W. Green
3:40.0,,,70-73,2,N. Vucevic makes 2-pt shot from 9 ft (assist by V. Oladipo)
3:30.0,Turnover by J. Smith (bad pass),,70-73,,
3:17.0,,,70-73,,V. Oladipo misses 3-pt shot from 25 ft
3:16.0,Defensive rebound by Team,,70-73,,
3:02.0,C. Aldrich makes 2-pt shot from 2 ft (assist by T. Hardaway),2,72-73,,
3:02.0,Shooting foul by A. Nicholson (drawn by C. Aldrich),,72-73,,
3:02.0,,,72-73,,Orlando full timeout
3:02.0,,,72-73,,T. Harris enters the game for A. Nicholson
3:02.0,C. Aldrich makes free throw 1 of 1,1,73-73,,
2:52.0,Q. Acy enters the game for C. Aldrich,,73-73,,
2:39.0,,,73-73,,V. Oladipo misses 2-pt shot from 22 ft
2:38.0,Defensive rebound by Q. Acy,,73-73,,
2:13.0,T. Hardaway misses 3-pt shot from 25 ft,,73-73,,
2:11.0,,,73-73,,Defensive rebound by N. Vucevic
2:03.0,,,73-73,,N. Vucevic misses 2-pt shot from 2 ft
2:02.0,Defensive rebound by J. Smith,,73-73,,
1:46.0,L. Galloway misses 2-pt shot from 15 ft,,73-73,,
