time,Oklahoma City,pts.away,score,pts.home,Indiana
3:06.0,Shooting foul by G. Hill (drawn by R. Westbrook),,23-23,,
3:06.0,R. Westbrook makes free throw 1 of 1,1,24-23,,
2:47.0,,,24-23,,R. Stuckey misses 2-pt shot from 14 ft
2:46.0,Defensive rebound by A. Morrow,,24-23,,
2:41.0,M. McGary makes 2-pt shot at rim (assist by R. Westbrook),2,26-23,,
2:18.0,,,26-23,,P. George misses 2-pt shot from 11 ft
2:18.0,Defensive rebound by M. McGary,,26-23,,
2:12.0,R. Westbrook makes 2-pt shot from 1 ft,2,28-23,,
2:04.0,,,28-23,,P. George misses 3-pt shot from 23 ft
2:03.0,Defensive rebound by D. Waiters,,28-23,,
1:56.0,D. Waiters misses 3-pt shot from 28 ft,,28-23,,
1:55.0,,,28-23,,Defensive rebound by R. Stuckey
1:47.0,,,28-25,2,D. West makes 2-pt shot from 20 ft (assist by R. Stuckey)
1:32.0,R. Westbrook misses 3-pt shot from 26 ft,,28-25,,
1:31.0,,,28-25,,Defensive rebound by R. Stuckey
1:18.0,,,28-27,2,R. Stuckey makes 2-pt shot from 1 ft
1:01.0,Turnover by R. Westbrook (bad pass; steal by G. Hill),,28-27,,
0:58.0,,,28-29,2,P. George makes 2-pt shot at rim (assist by R. Stuckey)
0:45.0,R. Westbrook makes 2-pt shot from 1 ft,2,30-29,,
0:45.0,Shooting foul by D. West (drawn by R. Westbrook),,30-29,,
0:45.0,,,30-29,,L. Scola enters the game for D. West
0:45.0,R. Westbrook misses free throw 1 of 1,,30-29,,
0:45.0,,,30-29,,Defensive rebound by G. Hill
0:35.0,,,30-29,,Turnover by G. Hill (bad pass)
0:31.0,R. Westbrook misses 3-pt shot from 26 ft,,30-29,,
0:31.0,,,30-29,,Defensive rebound by R. Stuckey
0:25.0,,,30-29,,R. Stuckey misses 2-pt shot from 1 ft
0:23.0,,,30-29,,Offensive rebound by P. George
0:23.0,,,30-29,,P. George misses 2-pt shot at rim
0:22.0,Defensive rebound by R. Westbrook,,30-29,,
0:20.0,D. Waiters makes 2-pt shot at rim (assist by R. Westbrook),2,32-29,,
0:00.0,,,32-29,,P. George misses 2-pt shot from 14 ft
0:00.0,,,32-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,32-29,,C. Miles misses 3-pt shot from 29 ft
11:41.0,Defensive rebound by D. Waiters,,32-29,,
11:35.0,,,32-29,,Personal foul by D. Sloan (drawn by D. Waiters)
11:30.0,D. Waiters makes 3-pt shot from 26 ft (assist by N. Collison),3,35-29,,
11:16.0,,,35-29,,L. Scola misses 2-pt shot from 1 ft
11:15.0,Defensive rebound by N. Collison,,35-29,,
11:03.0,N. Collison misses 2-pt shot from 20 ft,,35-29,,
11:02.0,,,35-29,,Defensive rebound by C. Miles
10:55.0,,,35-29,,C. Miles misses 2-pt shot from 1 ft (block by N. Collison)
10:55.0,,,35-29,,Offensive rebound by Team
10:55.0,,,35-29,,Turnover by L. Scola (offensive foul)
10:55.0,,,35-29,,Offensive foul by L. Scola
10:44.0,A. Morrow misses 3-pt shot from 23 ft,,35-29,,
10:43.0,,,35-29,,Defensive rebound by R. Stuckey
10:38.0,,,35-29,,Shooting foul by M. McGary (drawn by R. Stuckey)
10:38.0,,,35-29,,R. Stuckey misses free throw 1 of 2
10:38.0,,,35-29,,Offensive rebound by Team
10:38.0,,,35-30,1,R. Stuckey makes free throw 2 of 2
10:25.0,M. McGary makes 2-pt shot at rim (assist by D. Augustin),2,37-30,,
10:11.0,,,37-30,,L. Scola misses 2-pt shot at rim
10:09.0,,,37-30,,Offensive rebound by I. Mahinmi
10:09.0,,,37-30,,I. Mahinmi misses 2-pt shot at rim
10:08.0,Defensive rebound by M. McGary,,37-30,,
10:04.0,D. Augustin misses 2-pt shot from 1 ft,,37-30,,
10:02.0,Offensive rebound by N. Collison,,37-30,,
10:02.0,N. Collison misses 2-pt shot at rim,,37-30,,
10:01.0,,,37-30,,Defensive rebound by C. Miles
9:57.0,,,37-30,,Shooting foul by D. Waiters (drawn by C. Miles)
9:57.0,,,37-31,1,C. Miles makes free throw 1 of 3
9:57.0,,,37-32,1,C. Miles makes free throw 2 of 3
9:57.0,,,37-33,1,C. Miles makes free throw 3 of 3
9:45.0,D. Augustin misses 2-pt shot from 15 ft,,37-33,,
9:44.0,,,37-33,,Defensive rebound by I. Mahinmi
9:36.0,,,37-33,,C. Miles misses 2-pt shot from 4 ft
9:36.0,Defensive rebound by Team,,37-33,,
9:23.0,D. Waiters misses 2-pt shot from 7 ft,,37-33,,
9:22.0,Offensive rebound by N. Collison,,37-33,,
9:22.0,,,37-33,,Loose ball foul by L. Scola (drawn by N. Collison)
9:16.0,Turnover by D. Waiters (bad pass; steal by D. Sloan),,37-33,,
9:13.0,,,37-33,,Turnover by D. Sloan (lost ball; steal by M. McGary)
9:13.0,A. Roberson enters the game for D. Waiters,,37-33,,
9:13.0,Jump ball: M. McGary vs. R. Stuckey (I. Mahinmi gains possession),,,,Jump ball: M. McGary vs. R. Stuckey (I. Mahinmi gains possession)
9:13.0,Turnover by M. McGary (lost ball; steal by R. Stuckey),,37-33,,
8:55.0,,,37-33,,C. Miles misses 3-pt shot from 23 ft
8:54.0,Defensive rebound by N. Collison,,37-33,,
8:47.0,Official timeout,,37-33,,
8:38.0,A. Morrow misses 2-pt shot from 13 ft,,37-33,,
8:37.0,,,37-33,,Defensive rebound by C. Miles
8:21.0,,,37-33,,R. Stuckey misses 2-pt shot from 12 ft
8:18.0,Defensive rebound by M. McGary,,37-33,,
8:07.0,,,37-33,,Personal foul by R. Stuckey (drawn by N. Collison)
8:00.0,M. McGary misses 2-pt shot from 13 ft,,37-33,,
7:59.0,,,37-33,,Defensive rebound by L. Scola
7:54.0,,,37-36,3,C. Miles makes 3-pt shot from 27 ft (assist by D. Sloan)
7:41.0,,,37-36,,G. Hill enters the game for D. Sloan
7:41.0,R. Westbrook enters the game for A. Morrow,,37-36,,
7:36.0,R. Westbrook misses 2-pt shot from 18 ft,,37-36,,
7:34.0,Offensive rebound by N. Collison,,37-36,,
7:26.0,R. Westbrook misses 2-pt shot from 14 ft,,37-36,,
7:25.0,,,37-36,,Defensive rebound by L. Scola
7:09.0,,,37-38,2,L. Scola makes 2-pt shot from 2 ft (assist by R. Stuckey)
6:46.0,,,37-38,,Personal block foul by R. Stuckey (drawn by R. Westbrook)
6:46.0,S. Adams enters the game for N. Collison,,37-38,,
6:46.0,E. Kanter enters the game for M. McGary,,37-38,,
6:39.0,D. Augustin misses 3-pt shot from 26 ft,,37-38,,
6:38.0,,,37-38,,Defensive rebound by C. Miles
6:25.0,,,37-38,,Turnover by L. Scola (bad pass; steal by A. Roberson)
6:21.0,R. Westbrook makes 2-pt shot from 1 ft (assist by A. Roberson),2,39-38,,
6:16.0,,,39-38,,Indiana full timeout
6:16.0,,,39-38,,L. Allen enters the game for L. Scola
6:03.0,,,39-40,2,C. Miles makes 2-pt shot from 20 ft (assist by L. Allen)
5:50.0,E. Kanter makes 2-pt shot from 13 ft (assist by R. Westbrook),2,41-40,,
5:34.0,,,41-42,2,I. Mahinmi makes 2-pt shot at rim (assist by C. Miles)
5:19.0,A. Roberson makes 3-pt shot from 22 ft (assist by R. Westbrook),3,44-42,,
4:59.0,,,44-44,2,G. Hill makes 2-pt shot from 10 ft
4:44.0,E. Kanter misses 2-pt shot from 19 ft,,44-44,,
4:44.0,Offensive rebound by Team,,44-44,,
4:44.0,,,44-44,,Loose ball foul by I. Mahinmi (drawn by S. Adams)
4:44.0,S. Adams misses free throw 1 of 2,,44-44,,
4:44.0,Offensive rebound by Team,,44-44,,
4:44.0,D. Waiters enters the game for D. Augustin,,44-44,,
4:44.0,,,44-44,,R. Hibbert enters the game for I. Mahinmi
4:44.0,S. Adams misses free throw 2 of 2,,44-44,,
4:44.0,,,44-44,,Defensive rebound by L. Allen
4:22.0,,,44-44,,R. Hibbert misses 2-pt shot from 17 ft
4:21.0,,,44-44,,Offensive rebound by L. Allen
4:21.0,,,44-46,2,L. Allen makes 2-pt shot at rim
4:07.0,S. Adams misses 2-pt shot at rim,,44-46,,
4:06.0,,,44-46,,Defensive rebound by R. Hibbert
3:57.0,Personal foul by A. Roberson (drawn by R. Hibbert),,44-46,,
3:47.0,Personal foul by A. Roberson (drawn by G. Hill),,44-46,,
3:33.0,,,44-46,,L. Allen misses 2-pt shot from 19 ft
3:31.0,Defensive rebound by S. Adams,,44-46,,
3:23.0,R. Westbrook misses 2-pt shot from 18 ft,,44-46,,
3:22.0,,,44-46,,Defensive rebound by R. Stuckey
3:00.0,,,44-46,,R. Hibbert misses 2-pt shot from 5 ft
2:59.0,Defensive rebound by R. Westbrook,,44-46,,
2:52.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,46-46,,
2:34.0,,,46-48,2,G. Hill makes 2-pt shot from 9 ft
2:27.0,Oklahoma City full timeout,,46-48,,
2:27.0,,,46-48,,S. Hill enters the game for R. Stuckey
2:27.0,,,46-48,,D. West enters the game for L. Allen
2:24.0,Shooting foul by G. Hill (drawn by R. Westbrook),,46-48,,
2:24.0,R. Westbrook misses free throw 1 of 2,,46-48,,
2:24.0,Offensive rebound by Team,,46-48,,
2:24.0,A. Morrow enters the game for A. Roberson,,46-48,,
2:24.0,R. Westbrook makes free throw 2 of 2,1,47-48,,
2:09.0,,,47-51,3,C. Miles makes 3-pt shot from 26 ft (assist by G. Hill)
1:53.0,E. Kanter misses 2-pt shot from 19 ft,,47-51,,
1:52.0,,,47-51,,Defensive rebound by R. Hibbert
1:36.0,,,47-53,2,R. Hibbert makes 2-pt shot from 9 ft
1:19.0,R. Westbrook makes 2-pt shot from 16 ft,2,49-53,,
0:54.0,,,49-55,2,D. West makes 2-pt shot from 18 ft (assist by C. Miles)
0:47.0,Turnover by E. Kanter (offensive goaltending),,49-55,,
0:39.0,,,49-55,,Turnover by D. West (bad pass; steal by E. Kanter)
0:33.0,R. Westbrook makes 2-pt shot from 1 ft,2,51-55,,
0:28.0,,,51-55,,Indiana full timeout
0:28.0,N. Collison enters the game for E. Kanter,,51-55,,
0:28.0,A. Roberson enters the game for A. Morrow,,51-55,,
0:28.0,,,51-55,,P. George enters the game for R. Hibbert
0:17.0,,,51-55,,Shooting foul by A. Roberson (drawn by C. Miles)
0:17.0,,,51-55,,C. Miles misses free throw 1 of 2
0:17.0,,,51-55,,Offensive rebound by Team
0:17.0,A. Morrow enters the game for A. Roberson,,51-55,,
0:17.0,,,51-55,,R. Hibbert enters the game for P. George
0:17.0,,,51-55,,I. Mahinmi enters the game for G. Hill
0:17.0,,,51-55,,R. Stuckey enters the game for D. West
0:17.0,,,51-56,1,C. Miles makes free throw 2 of 2
0:02.0,R. Westbrook misses 3-pt shot from 25 ft,,51-56,,
0:01.0,,,51-56,,Defensive rebound by C. Miles
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,51-56,,S. Hill misses 3-pt shot from 26 ft
11:46.0,Defensive rebound by R. Westbrook,,51-56,,
11:32.0,E. Kanter misses 2-pt shot from 7 ft,,51-56,,
11:31.0,Offensive rebound by Team,,51-56,,
11:28.0,Turnover by A. Roberson (bad pass; steal by C. Miles),,51-56,,
11:22.0,,,51-59,3,C. Miles makes 3-pt shot from 25 ft
11:08.0,D. Waiters misses 2-pt shot from 2 ft,,51-59,,
11:07.0,,,51-59,,Defensive rebound by D. West
10:54.0,,,51-59,,R. Hibbert misses 2-pt shot from 6 ft
10:53.0,,,51-59,,Offensive rebound by D. West
10:35.0,,,51-59,,D. West misses 3-pt shot from 27 ft
10:32.0,Defensive rebound by S. Adams,,51-59,,
10:15.0,R. Westbrook makes 2-pt shot from 15 ft,2,53-59,,
9:54.0,Personal foul by E. Kanter (drawn by S. Hill),,53-59,,
9:40.0,,,53-59,,R. Hibbert misses 2-pt shot from 19 ft
9:39.0,Defensive rebound by R. Westbrook,,53-59,,
9:34.0,,,53-59,,Personal foul by D. West (drawn by R. Westbrook)
9:24.0,S. Adams misses 2-pt shot from 1 ft (block by R. Hibbert),,53-59,,
9:23.0,Offensive rebound by S. Adams,,53-59,,
9:19.0,S. Adams makes 2-pt shot from 1 ft,2,55-59,,
9:13.0,,,55-61,2,C. Miles makes 2-pt shot at rim
9:00.0,D. Waiters makes 2-pt shot from 14 ft,2,57-61,,
8:48.0,,,57-63,2,D. West makes 2-pt shot from 1 ft (assist by C. Miles)
8:48.0,,,57-63,,Shooting foul by R. Westbrook (drawn by D. West)
8:48.0,,,57-64,1,D. West makes free throw 1 of 1
8:32.0,R. Westbrook makes 3-pt shot from 27 ft,3,60-64,,
8:12.0,,,60-64,,C. Miles misses 2-pt shot from 21 ft
8:11.0,Defensive rebound by S. Adams,,60-64,,
8:07.0,Shooting foul by G. Hill (drawn by D. Waiters),,60-64,,
8:07.0,D. Waiters misses free throw 1 of 2,,60-64,,
8:07.0,Offensive rebound by Team,,60-64,,
8:07.0,D. Waiters misses free throw 2 of 2,,60-64,,
8:07.0,,,60-64,,Defensive rebound by S. Hill
7:45.0,,,60-64,,G. Hill misses 3-pt shot from 23 ft
7:44.0,Defensive rebound by A. Roberson,,60-64,,
7:37.0,R. Westbrook misses 2-pt shot from 1 ft,,60-64,,
7:36.0,,,60-64,,Defensive rebound by R. Hibbert
7:29.0,,,60-67,3,C. Miles makes 3-pt shot from 26 ft (assist by G. Hill)
7:28.0,Oklahoma City full timeout,,60-67,,
7:13.0,D. Waiters makes 2-pt shot from 18 ft,2,62-67,,
6:58.0,,,62-67,,Turnover by R. Hibbert (lost ball)
6:43.0,Shooting foul by D. West (drawn by D. Waiters),,62-67,,
6:43.0,D. Waiters misses free throw 1 of 2,,62-67,,
6:43.0,Offensive rebound by Team,,62-67,,
6:43.0,,,62-67,,L. Scola enters the game for D. West
6:43.0,D. Waiters misses free throw 2 of 2,,62-67,,
6:41.0,Offensive rebound by S. Adams,,62-67,,
6:33.0,,,62-67,,Personal foul by L. Scola (drawn by R. Westbrook)
6:26.0,R. Westbrook misses 2-pt shot from 1 ft,,62-67,,
6:24.0,Offensive rebound by S. Adams,,62-67,,
6:20.0,R. Westbrook misses 3-pt shot from 23 ft,,62-67,,
6:19.0,,,62-67,,Defensive rebound by C. Miles
6:17.0,Personal foul by R. Westbrook (drawn by L. Scola),,62-67,,
6:12.0,Personal foul by D. Waiters (drawn by S. Hill),,62-67,,
6:08.0,,,62-67,,L. Scola misses 2-pt shot from 7 ft (block by E. Kanter)
6:07.0,,,62-67,,Offensive rebound by L. Scola
6:06.0,,,62-67,,Shooting foul by D. Waiters (drawn by L. Scola)
6:06.0,,,62-68,1,L. Scola makes free throw 1 of 2
6:06.0,A. Morrow enters the game for A. Roberson,,62-68,,
6:06.0,,,62-69,1,L. Scola makes free throw 2 of 2
5:49.0,Shooting foul by R. Hibbert (drawn by S. Adams),,62-69,,
5:49.0,S. Adams misses free throw 1 of 2,,62-69,,
5:49.0,Offensive rebound by Team,,62-69,,
5:49.0,S. Adams misses free throw 2 of 2,,62-69,,
5:49.0,,,62-69,,Defensive rebound by R. Hibbert
5:31.0,,,62-71,2,R. Hibbert makes 2-pt shot from 7 ft (assist by G. Hill)
5:12.0,R. Westbrook misses 2-pt shot from 11 ft,,62-71,,
5:11.0,,,62-71,,Defensive rebound by Team
5:11.0,Loose ball foul by S. Adams (drawn by S. Hill),,62-71,,
5:11.0,,,62-72,1,S. Hill makes free throw 1 of 2
5:11.0,N. Collison enters the game for S. Adams,,62-72,,
5:11.0,,,62-72,,P. George enters the game for C. Miles
5:11.0,,,62-73,1,S. Hill makes free throw 2 of 2
5:00.0,A. Morrow makes 3-pt shot from 24 ft (assist by R. Westbrook),3,65-73,,
4:42.0,,,65-73,,P. George misses 3-pt shot from 26 ft
4:41.0,Defensive rebound by A. Morrow,,65-73,,
4:33.0,R. Westbrook misses 2-pt shot from 2 ft (block by R. Hibbert),,65-73,,
4:31.0,,,65-73,,Defensive rebound by G. Hill
4:21.0,Personal foul by N. Collison (drawn by L. Scola),,65-73,,
4:21.0,,,65-73,,L. Scola misses free throw 1 of 2
4:21.0,,,65-73,,Offensive rebound by Team
4:21.0,,,65-73,,R. Stuckey enters the game for S. Hill
4:21.0,,,65-74,1,L. Scola makes free throw 2 of 2
4:06.0,E. Kanter makes 3-pt shot from 22 ft (assist by A. Morrow),3,68-74,,
3:39.0,,,68-74,,L. Scola misses 2-pt shot from 16 ft
3:39.0,,,68-74,,Offensive rebound by P. George
3:39.0,,,68-74,,Turnover by Team (shot clock)
3:26.0,D. Waiters makes 3-pt shot from 28 ft (assist by N. Collison),3,71-74,,
3:26.0,,,71-74,,Indiana full timeout
3:05.0,,,71-74,,R. Hibbert misses 2-pt shot from 13 ft
3:03.0,Defensive rebound by R. Westbrook,,71-74,,
2:58.0,R. Westbrook misses 2-pt shot at rim,,71-74,,
2:56.0,Offensive rebound by E. Kanter,,71-74,,
2:56.0,E. Kanter makes 2-pt shot at rim,2,73-74,,
2:31.0,,,73-74,,P. George misses 3-pt shot from 26 ft
2:30.0,Defensive rebound by Team,,73-74,,
2:23.0,Offensive foul by N. Collison,,73-74,,
2:23.0,Turnover by N. Collison (offensive foul),,73-74,,
2:14.0,,,73-77,3,G. Hill makes 3-pt shot from 26 ft
1:56.0,D. Waiters misses 2-pt shot from 18 ft,,73-77,,
1:55.0,Offensive rebound by N. Collison,,73-77,,
1:50.0,,,73-77,,Personal foul by P. George (drawn by A. Morrow)
1:50.0,A. Morrow makes free throw 1 of 2,1,74-77,,
1:50.0,D. Augustin enters the game for D. Waiters,,74-77,,
1:50.0,,,74-77,,I. Mahinmi enters the game for R. Hibbert
1:50.0,A. Morrow misses free throw 2 of 2,,74-77,,
1:50.0,,,74-77,,Defensive rebound by P. George
1:27.0,,,74-77,,G. Hill misses 2-pt shot from 12 ft
1:25.0,Defensive rebound by A. Morrow,,74-77,,
1:05.0,R. Westbrook misses 3-pt shot from 26 ft,,74-77,,
1:04.0,,,74-77,,Defensive rebound by L. Scola
0:48.0,,,74-79,2,L. Scola makes 2-pt shot from 16 ft (assist by P. George)
0:35.0,N. Collison misses 2-pt shot from 19 ft,,74-79,,
0:33.0,,,74-79,,Defensive rebound by R. Stuckey
0:10.0,,,74-79,,G. Hill misses 2-pt shot from 19 ft
0:08.0,Defensive rebound by E. Kanter,,74-79,,
0:08.0,,,74-79,,Personal foul by L. Scola (drawn by E. Kanter)
0:08.0,E. Kanter makes free throw 1 of 2,1,75-79,,
0:08.0,A. Roberson enters the game for R. Westbrook,,75-79,,
0:08.0,,,75-79,,C. Miles enters the game for L. Scola
0:08.0,E. Kanter makes free throw 2 of 2,1,76-79,,
0:00.0,,,76-82,3,P. George makes 3-pt shot from 28 ft (assist by R. Stuckey)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,M. McGary makes 2-pt shot from 1 ft (assist by N. Collison),2,78-82,,
11:26.0,,,78-82,,Turnover by P. George (offensive foul)
11:26.0,,,78-82,,Offensive foul by P. George
11:07.0,A. Roberson misses 3-pt shot from 26 ft,,78-82,,
11:06.0,,,78-82,,Defensive rebound by P. George
10:42.0,,,78-82,,R. Stuckey misses 3-pt shot from 28 ft
10:40.0,,,78-82,,Offensive rebound by P. George
10:38.0,,,78-84,2,P. George makes 2-pt shot at rim
10:16.0,A. Morrow makes 3-pt shot from 22 ft (assist by M. McGary),3,81-84,,
9:59.0,,,81-86,2,R. Stuckey makes 2-pt shot from 12 ft
9:38.0,D. Augustin misses 2-pt shot from 10 ft,,81-86,,
9:37.0,,,81-86,,Defensive rebound by L. Allen
9:20.0,,,81-88,2,L. Allen makes 2-pt shot from 9 ft (assist by I. Mahinmi)
9:19.0,Oklahoma City full timeout,,81-88,,
9:19.0,R. Westbrook enters the game for A. Roberson,,81-88,,
9:19.0,D. Waiters enters the game for M. McGary,,81-88,,
9:19.0,S. Adams enters the game for D. Augustin,,81-88,,
9:19.0,,,81-88,,C. Miles enters the game for P. George
9:06.0,R. Westbrook misses 2-pt shot from 1 ft,,81-88,,
9:05.0,Offensive rebound by S. Adams,,81-88,,
9:05.0,Jump ball: S. Adams vs. L. Allen (R. Westbrook gains possession),,,,Jump ball: S. Adams vs. L. Allen (R. Westbrook gains possession)
8:56.0,R. Westbrook makes 3-pt shot from 25 ft,3,84-88,,
8:32.0,,,84-88,,I. Mahinmi misses 2-pt shot from 7 ft (block by S. Adams)
8:31.0,Defensive rebound by N. Collison,,84-88,,
8:15.0,R. Westbrook makes 2-pt shot from 12 ft,2,86-88,,
8:07.0,,,86-88,,Indiana full timeout
8:07.0,,,86-88,,G. Hill enters the game for D. Sloan
7:58.0,,,86-88,,Turnover by R. Stuckey (lost ball; steal by R. Westbrook)
7:54.0,R. Westbrook makes 2-pt shot at rim (assist by N. Collison),2,88-88,,
7:37.0,,,88-91,3,R. Stuckey makes 3-pt shot from 22 ft (assist by L. Allen)
7:17.0,R. Westbrook misses 2-pt shot from 13 ft,,88-91,,
7:16.0,Offensive rebound by S. Adams,,88-91,,
7:03.0,,,88-91,,Personal foul by I. Mahinmi (drawn by N. Collison)
7:03.0,,,88-91,,D. West enters the game for L. Allen
6:52.0,D. Waiters misses 2-pt shot from 19 ft,,88-91,,
6:51.0,,,88-91,,Defensive rebound by D. West
6:32.0,,,88-93,2,D. West makes 2-pt shot from 19 ft (assist by G. Hill)
6:16.0,Shooting foul by D. West (drawn by S. Adams),,88-93,,
6:16.0,S. Adams misses free throw 1 of 2,,88-93,,
6:16.0,Offensive rebound by Team,,88-93,,
6:16.0,,,88-93,,L. Scola enters the game for D. West
6:16.0,S. Adams misses free throw 2 of 2,,88-93,,
6:12.0,Offensive rebound by S. Adams,,88-93,,
6:10.0,S. Adams misses 2-pt shot at rim,,88-93,,
6:09.0,,,88-93,,Defensive rebound by C. Miles
5:57.0,Personal foul by R. Westbrook (drawn by L. Scola),,88-93,,
5:57.0,Technical foul by R. Westbrook (drawn by L. Scola),,88-93,,
5:57.0,,,88-94,1,C. Miles makes technical free throw
5:49.0,,,88-96,2,G. Hill makes 2-pt shot from 11 ft
5:49.0,,,88-96,,Shooting foul by A. Morrow (drawn by G. Hill)
5:49.0,E. Kanter enters the game for S. Adams,,88-96,,
5:49.0,,,88-97,1,G. Hill makes free throw 1 of 1
5:38.0,R. Westbrook misses 3-pt shot from 26 ft,,88-97,,
5:36.0,,,88-97,,Defensive rebound by C. Miles
