time,LA Clippers,pts.away,score,pts.home,Houston
4:46.0,J. Crawford makes 2-pt shot from 12 ft (assist by J. Redick),2,12-12,,
4:31.0,,,12-15,3,T. Ariza makes 3-pt shot from 27 ft (assist by J. Harden)
4:10.0,J. Redick misses 3-pt shot from 23 ft,,12-15,,
4:09.0,,,12-15,,Defensive rebound by T. Ariza
4:02.0,,,12-15,,J. Smith misses 3-pt shot from 26 ft
4:01.0,Defensive rebound by D. Jordan,,12-15,,
3:55.0,Turnover by J. Crawford (bad pass; steal by T. Ariza),,12-15,,
3:54.0,Personal foul by J. Crawford (drawn by J. Harden),,12-15,,
3:54.0,L. Hudson enters the game for J. Redick,,12-15,,
3:54.0,,,12-15,,P. Prigioni enters the game for T. Ariza
3:54.0,,,12-15,,C. Brewer enters the game for J. Terry
3:40.0,,,12-15,,C. Brewer misses 2-pt shot from 16 ft
3:39.0,Defensive rebound by D. Jordan,,12-15,,
3:34.0,B. Griffin makes 2-pt shot from 2 ft (assist by M. Barnes),2,14-15,,
3:17.0,,,14-15,,J. Smith misses 2-pt shot from 11 ft
3:16.0,,,14-15,,Offensive rebound by P. Prigioni
3:12.0,Personal foul by L. Hudson (drawn by C. Brewer),,14-15,,
3:10.0,,,14-15,,Turnover by C. Brewer (bad pass)
2:59.0,J. Crawford misses 2-pt shot from 22 ft,,14-15,,
2:57.0,Offensive rebound by J. Crawford,,14-15,,
2:54.0,J. Crawford makes 2-pt shot from 7 ft,2,16-15,,
2:44.0,,,16-15,,Turnover by J. Harden (lost ball; steal by M. Barnes)
2:42.0,LA Clippers full timeout,,16-15,,
2:42.0,,,16-15,,C. Capela enters the game for D. Howard
2:42.0,G. Davis enters the game for D. Jordan,,16-15,,
2:30.0,L. Hudson misses 3-pt shot from 25 ft,,16-15,,
2:29.0,,,16-15,,Defensive rebound by C. Capela
2:19.0,,,16-17,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
2:02.0,B. Griffin misses 2-pt shot from 5 ft,,16-17,,
2:01.0,,,16-17,,Defensive rebound by J. Smith
1:55.0,,,16-19,2,J. Smith makes 2-pt shot from 1 ft
1:35.0,L. Hudson misses 2-pt shot from 9 ft,,16-19,,
1:34.0,,,16-19,,Defensive rebound by J. Harden
1:31.0,,,16-21,2,J. Harden makes 2-pt shot from 1 ft
1:31.0,,,16-21,,Shooting foul by M. Barnes (drawn by J. Harden)
1:31.0,,,16-22,1,J. Harden makes free throw 1 of 1
1:17.0,J. Crawford makes 2-pt shot from 19 ft (assist by L. Hudson),2,18-22,,
1:04.0,,,18-22,,Turnover by J. Harden (bad pass; steal by M. Barnes)
0:42.0,B. Griffin misses 3-pt shot from 25 ft,,18-22,,
0:41.0,,,18-22,,Defensive rebound by J. Smith
0:33.0,,,18-22,,J. Smith misses 2-pt shot from 8 ft
0:32.0,Defensive rebound by B. Griffin,,18-22,,
0:30.0,,,18-22,,Personal foul by P. Prigioni (drawn by B. Griffin)
0:30.0,J. Redick enters the game for M. Barnes,,18-22,,
0:28.0,Shooting foul by J. Smith (drawn by B. Griffin),,18-22,,
0:28.0,B. Griffin misses free throw 1 of 2,,18-22,,
0:28.0,Offensive rebound by Team,,18-22,,
0:28.0,,,18-22,,T. Ariza enters the game for C. Capela
0:28.0,A. Rivers enters the game for G. Davis,,18-22,,
0:28.0,B. Griffin makes free throw 2 of 2,1,19-22,,
0:05.0,,,19-25,3,J. Harden makes 3-pt shot from 25 ft
0:00.0,J. Crawford misses 3-pt shot from 42 ft,,19-25,,
0:00.0,Offensive rebound by Team,,19-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,H. Turkoglu makes 2-pt shot from 22 ft,2,21-25,,
11:15.0,Personal foul by H. Turkoglu (drawn by D. Howard),,21-25,,
11:05.0,,,21-27,2,J. Smith makes 2-pt shot from 2 ft
10:43.0,Turnover by J. Crawford (bad pass; steal by C. Brewer),,21-27,,
10:39.0,,,21-29,2,C. Brewer makes 2-pt shot from 1 ft (assist by D. Howard)
10:16.0,Turnover by J. Crawford (bad pass; steal by P. Prigioni),,21-29,,
10:12.0,,,21-31,2,D. Howard makes 2-pt shot at rim (assist by T. Ariza)
10:12.0,LA Clippers full timeout,,21-31,,
10:12.0,D. Jordan enters the game for G. Davis,,21-31,,
9:59.0,Turnover by J. Crawford (bad pass),,21-31,,
9:42.0,,,21-34,3,P. Prigioni makes 3-pt shot from 25 ft (assist by T. Ariza)
9:22.0,H. Turkoglu misses 3-pt shot from 27 ft,,21-34,,
9:20.0,,,21-34,,Defensive rebound by D. Howard
9:03.0,,,21-34,,J. Smith misses 2-pt shot from 4 ft (block by D. Jordan)
9:03.0,,,21-34,,Offensive rebound by Team
9:03.0,M. Barnes enters the game for J. Crawford,,21-34,,
9:03.0,B. Griffin enters the game for H. Turkoglu,,21-34,,
8:56.0,,,21-34,,J. Smith misses 3-pt shot from 29 ft
8:55.0,Defensive rebound by M. Barnes,,21-34,,
8:47.0,D. Jordan makes 2-pt shot from 4 ft (assist by B. Griffin),2,23-34,,
8:47.0,Shooting foul by D. Howard (drawn by D. Jordan),,23-34,,
8:47.0,D. Jordan makes free throw 1 of 1,1,24-34,,
8:36.0,,,24-34,,Turnover by D. Howard (lost ball)
8:25.0,A. Rivers misses 2-pt shot from 20 ft,,24-34,,
8:24.0,,,24-34,,Defensive rebound by C. Brewer
8:18.0,,,24-37,3,P. Prigioni makes 3-pt shot from 25 ft (assist by T. Ariza)
8:03.0,,,24-37,,T. Jones enters the game for J. Smith
7:51.0,Turnover by Team (shot clock),,24-37,,
7:33.0,,,24-37,,D. Howard misses 2-pt shot from 5 ft (block by D. Jordan)
7:33.0,,,24-37,,Offensive rebound by Team
7:33.0,J. Crawford enters the game for A. Rivers,,24-37,,
7:31.0,,,24-37,,Offensive charge foul by T. Ariza
7:31.0,,,24-37,,Turnover by T. Ariza (offensive foul)
7:20.0,J. Crawford makes 3-pt shot from 25 ft (assist by B. Griffin),3,27-37,,
7:06.0,,,27-37,,Shooting foul by J. Crawford (drawn by T. Jones)
7:06.0,,,27-38,1,T. Jones makes free throw 1 of 2
7:06.0,,,27-39,1,T. Jones makes free throw 2 of 2
6:54.0,Turnover by J. Redick (bad pass; steal by T. Jones),,27-39,,
6:50.0,,,27-39,,Turnover by C. Brewer (lost ball; steal by J. Redick)
6:46.0,Turnover by J. Redick (bad pass; steal by T. Ariza),,27-39,,
6:42.0,,,27-39,,P. Prigioni misses 3-pt shot from 24 ft
6:41.0,Defensive rebound by J. Crawford,,27-39,,
6:36.0,B. Griffin makes 2-pt shot at rim (assist by J. Crawford),2,29-39,,
6:30.0,,,29-39,,T. Ariza misses 3-pt shot from 27 ft
6:30.0,Defensive rebound by Team,,29-39,,
6:17.0,J. Crawford misses 3-pt shot from 26 ft,,29-39,,
6:16.0,Offensive rebound by D. Jordan,,29-39,,
6:14.0,D. Jordan misses 2-pt shot from 7 ft (block by D. Howard),,29-39,,
6:14.0,Offensive rebound by Team,,29-39,,
6:14.0,,,29-39,,J. Terry enters the game for P. Prigioni
6:14.0,,,29-39,,J. Harden enters the game for C. Brewer
6:06.0,M. Barnes makes 2-pt shot from 3 ft (assist by B. Griffin),2,31-39,,
5:49.0,,,31-41,2,D. Howard makes 2-pt shot from 2 ft (assist by T. Jones)
5:33.0,B. Griffin makes 2-pt shot from 4 ft (assist by J. Crawford),2,33-41,,
5:18.0,,,33-41,,Shooting foul by B. Griffin (drawn by D. Howard)
5:18.0,,,33-43,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
5:18.0,Official timeout,,33-43,,
5:18.0,,,33-44,1,D. Howard makes free throw 1 of 1
5:05.0,J. Crawford makes 2-pt shot from 4 ft,2,35-44,,
4:51.0,,,35-44,,T. Jones misses 2-pt shot from 3 ft
4:50.0,Defensive rebound by M. Barnes,,35-44,,
4:34.0,B. Griffin makes 2-pt shot from 2 ft (assist by M. Barnes),2,37-44,,
4:07.0,,,37-44,,T. Ariza misses 2-pt shot from 19 ft
4:06.0,Defensive rebound by D. Jordan,,37-44,,
3:53.0,B. Griffin misses 2-pt shot from 18 ft,,37-44,,
3:52.0,,,37-44,,Defensive rebound by J. Harden
3:39.0,,,37-44,,J. Harden misses 3-pt shot from 26 ft
3:38.0,Defensive rebound by D. Jordan,,37-44,,
3:36.0,Turnover by D. Jordan (bad pass),,37-44,,
3:36.0,,,37-44,,J. Smith enters the game for T. Jones
3:36.0,,,37-44,,Houston full timeout
3:23.0,,,37-44,,J. Terry misses 2-pt shot from 20 ft
3:22.0,Defensive rebound by B. Griffin,,37-44,,
3:08.0,Turnover by J. Crawford (bad pass; steal by J. Terry),,37-44,,
3:04.0,,,37-44,,Turnover by T. Ariza (bad pass; steal by M. Barnes)
2:53.0,D. Jordan makes 2-pt shot at rim (assist by J. Crawford),2,39-44,,
2:36.0,,,39-44,,Turnover by J. Terry (bad pass; steal by M. Barnes)
2:31.0,,,39-44,,C. Brewer enters the game for T. Ariza
2:25.0,Turnover by J. Crawford (lost ball; steal by J. Harden),,39-44,,
2:21.0,,,39-44,,Shooting foul by B. Griffin (drawn by C. Brewer)
2:21.0,,,39-44,,C. Brewer misses free throw 1 of 2
2:21.0,,,39-44,,Offensive rebound by Team
2:21.0,,,39-44,,C. Brewer misses free throw 2 of 2
2:19.0,Defensive rebound by Team,,39-44,,
2:07.0,J. Redick misses 3-pt shot from 25 ft,,39-44,,
2:07.0,,,39-44,,Defensive rebound by J. Smith
2:07.0,Loose ball foul by M. Barnes (drawn by J. Smith),,39-44,,
2:07.0,,,39-45,1,J. Smith makes free throw 1 of 2
2:07.0,,,39-45,,J. Smith misses free throw 2 of 2
2:05.0,,,39-45,,Offensive rebound by Team
1:59.0,,,39-45,,J. Harden misses 2-pt shot from 13 ft
1:58.0,Defensive rebound by J. Crawford,,39-45,,
1:53.0,J. Redick misses 2-pt shot from 22 ft,,39-45,,
1:52.0,Offensive rebound by M. Barnes,,39-45,,
1:39.0,B. Griffin makes 2-pt shot from 2 ft,2,41-45,,
1:39.0,Shooting foul by J. Smith (drawn by B. Griffin),,41-45,,
1:39.0,B. Griffin makes free throw 1 of 1,1,42-45,,
1:34.0,Personal take foul by J. Redick (drawn by J. Smith),,42-45,,
1:34.0,,,42-46,1,J. Smith makes free throw 1 of 2
1:34.0,,,42-46,,J. Smith misses free throw 2 of 2
1:34.0,Defensive rebound by D. Jordan,,42-46,,
1:32.0,,,42-46,,Personal take foul by C. Brewer (drawn by D. Jordan)
1:32.0,D. Jordan misses free throw 1 of 2,,42-46,,
1:32.0,Offensive rebound by Team,,42-46,,
1:32.0,D. Jordan misses free throw 2 of 2,,42-46,,
1:32.0,,,42-46,,Defensive rebound by D. Howard
1:18.0,,,42-46,,C. Brewer misses 2-pt shot from 1 ft
1:18.0,,,42-46,,Offensive rebound by Team
1:18.0,Loose ball foul by M. Barnes (drawn by J. Harden),,42-46,,
1:18.0,,,42-46,,D. Howard misses free throw 1 of 2
1:18.0,,,42-46,,Offensive rebound by Team
1:18.0,A. Rivers enters the game for M. Barnes,,42-46,,
1:18.0,G. Davis enters the game for D. Jordan,,42-46,,
1:18.0,,,42-47,1,D. Howard makes free throw 2 of 2
1:00.0,G. Davis makes 2-pt shot from 17 ft (assist by A. Rivers),2,44-47,,
0:49.0,,,44-47,,D. Howard misses 2-pt shot from 1 ft
0:48.0,,,44-47,,Offensive rebound by D. Howard
0:48.0,,,44-49,2,D. Howard makes 2-pt shot from 1 ft
0:28.0,J. Crawford misses 2-pt shot from 3 ft (block by D. Howard),,44-49,,
0:26.0,Offensive rebound by G. Davis,,44-49,,
0:23.0,J. Crawford misses 3-pt shot from 23 ft,,44-49,,
0:22.0,,,44-49,,Defensive rebound by D. Howard
0:16.0,Personal take foul by G. Davis (drawn by D. Howard),,44-49,,
0:16.0,,,44-49,,D. Howard misses free throw 1 of 2
0:16.0,,,44-49,,Offensive rebound by Team
0:16.0,H. Turkoglu enters the game for G. Davis,,44-49,,
0:16.0,LA Clippers full timeout,,44-49,,
0:16.0,,,44-49,,T. Jones enters the game for J. Smith
0:16.0,,,44-50,1,D. Howard makes free throw 2 of 2
0:04.0,,,44-50,,Personal foul by C. Brewer (drawn by B. Griffin)
0:04.0,B. Griffin makes free throw 1 of 2,1,45-50,,
0:04.0,,,45-50,,T. Ariza enters the game for D. Howard
0:04.0,D. Jones enters the game for H. Turkoglu,,45-50,,
0:04.0,L. Hudson enters the game for J. Crawford,,45-50,,
0:04.0,B. Griffin makes free throw 2 of 2,1,46-50,,
0:00.0,,,46-50,,C. Brewer misses 3-pt shot from 33 ft
0:00.0,,,46-50,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,J. Redick misses 2-pt shot from 19 ft,,46-50,,
11:46.0,,,46-50,,Defensive rebound by J. Harden
11:39.0,,,46-52,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
11:20.0,M. Barnes makes 2-pt shot from 19 ft (assist by B. Griffin),2,48-52,,
11:11.0,,,48-52,,Turnover by T. Ariza (lost ball)
11:08.0,,,48-52,,Personal foul by J. Terry (drawn by J. Redick)
10:56.0,Turnover by B. Griffin (bad pass; steal by D. Howard),,48-52,,
10:47.0,,,48-52,,Turnover by J. Harden (traveling)
10:35.0,A. Rivers makes 3-pt shot from 25 ft (assist by B. Griffin),3,51-52,,
10:21.0,,,51-52,,T. Jones misses 3-pt shot from 25 ft
10:20.0,Defensive rebound by M. Barnes,,51-52,,
10:02.0,Turnover by J. Redick (bad pass; steal by J. Harden),,51-52,,
9:58.0,,,51-54,2,J. Harden makes 2-pt shot from 1 ft
9:51.0,Shooting foul by J. Terry (drawn by D. Jordan),,51-54,,
9:51.0,D. Jordan misses free throw 1 of 2,,51-54,,
9:51.0,Offensive rebound by Team,,51-54,,
9:51.0,D. Jordan misses free throw 2 of 2,,51-54,,
9:51.0,,,51-54,,Defensive rebound by T. Jones
9:42.0,,,51-57,3,J. Harden makes 3-pt shot from 27 ft (assist by J. Terry)
9:23.0,Turnover by B. Griffin (lost ball; steal by J. Terry),,51-57,,
9:23.0,Loose ball foul by B. Griffin (drawn by J. Terry),,51-57,,
8:59.0,,,51-57,,J. Harden misses 2-pt shot from 20 ft
8:58.0,,,51-57,,Offensive rebound by Team
8:58.0,,,51-57,,Turnover by Team (shot clock)
8:42.0,Shooting foul by T. Jones (drawn by A. Rivers),,51-57,,
8:42.0,A. Rivers makes free throw 1 of 2,1,52-57,,
8:42.0,A. Rivers misses free throw 2 of 2,,52-57,,
8:42.0,,,52-57,,Defensive rebound by D. Howard
8:28.0,,,52-57,,J. Terry misses 3-pt shot from 26 ft
8:27.0,Defensive rebound by D. Jordan,,52-57,,
8:21.0,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin),3,55-57,,
8:00.0,,,55-57,,Turnover by J. Harden (bad pass; steal by A. Rivers)
7:53.0,Turnover by B. Griffin (lost ball; steal by J. Harden),,55-57,,
7:47.0,,,55-57,,J. Terry misses 3-pt shot from 25 ft
7:46.0,Defensive rebound by D. Jordan,,55-57,,
7:31.0,B. Griffin makes 2-pt shot from 20 ft (assist by A. Rivers),2,57-57,,
7:15.0,,,57-59,2,T. Jones makes 2-pt shot from 1 ft (assist by J. Harden)
6:53.0,B. Griffin misses 2-pt shot from 9 ft,,57-59,,
6:52.0,,,57-59,,Defensive rebound by D. Howard
6:45.0,,,57-59,,T. Ariza misses 3-pt shot from 25 ft
6:44.0,Defensive rebound by D. Jordan,,57-59,,
6:37.0,LA Clippers full timeout,,57-59,,
6:37.0,,,57-59,,J. Smith enters the game for T. Jones
6:24.0,Turnover by J. Redick (bad pass; steal by T. Ariza),,57-59,,
6:21.0,,,57-61,2,T. Ariza makes 2-pt shot at rim
6:05.0,,,57-61,,Personal foul by J. Harden (drawn by M. Barnes)
6:00.0,M. Barnes makes 3-pt shot from 25 ft (assist by B. Griffin),3,60-61,,
5:52.0,,,60-63,2,T. Ariza makes 2-pt shot from 20 ft (assist by J. Harden)
5:37.0,B. Griffin makes 2-pt shot from 6 ft,2,62-63,,
5:26.0,,,62-65,2,D. Howard makes 2-pt shot at rim (assist by J. Smith)
5:01.0,A. Rivers misses 2-pt shot from 9 ft,,62-65,,
5:01.0,Offensive rebound by Team,,62-65,,
5:01.0,,,62-65,,Loose ball foul by D. Howard (drawn by D. Jordan)
5:01.0,D. Jordan makes free throw 1 of 2,1,63-65,,
5:01.0,D. Jordan makes free throw 2 of 2,1,64-65,,
4:51.0,,,64-65,,Turnover by J. Harden (bad pass; steal by A. Rivers)
4:37.0,J. Redick makes 2-pt shot from 6 ft (assist by A. Rivers),2,66-65,,
4:19.0,,,66-68,3,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden)
3:57.0,A. Rivers makes 3-pt shot from 23 ft (assist by M. Barnes),3,69-68,,
3:45.0,,,69-68,,Turnover by J. Smith (bad pass)
3:45.0,J. Crawford enters the game for A. Rivers,,69-68,,
3:41.0,,,69-68,,Personal take foul by J. Terry (drawn by D. Jordan)
3:41.0,D. Jordan misses free throw 1 of 2,,69-68,,
3:41.0,Offensive rebound by Team,,69-68,,
3:41.0,,,69-68,,C. Brewer enters the game for T. Ariza
3:41.0,D. Jordan makes free throw 2 of 2,1,70-68,,
3:32.0,,,70-68,,Turnover by J. Harden (bad pass; steal by J. Crawford)
3:29.0,B. Griffin makes 2-pt shot from 1 ft,2,72-68,,
3:29.0,Shooting foul by J. Harden (drawn by B. Griffin),,72-68,,
3:29.0,G. Davis enters the game for D. Jordan,,72-68,,
3:29.0,,,72-68,,C. Capela enters the game for D. Howard
3:29.0,B. Griffin makes free throw 1 of 1,1,73-68,,
3:05.0,,,73-70,2,J. Terry makes 2-pt shot from 18 ft (assist by J. Harden)
2:49.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin),3,76-70,,
2:39.0,Shooting block foul by G. Davis (drawn by J. Harden),,76-70,,
2:39.0,,,76-70,,Houston full timeout
2:39.0,,,76-70,,P. Prigioni enters the game for J. Terry
2:39.0,,,76-71,1,J. Harden makes free throw 1 of 2
2:39.0,,,76-72,1,J. Harden makes free throw 2 of 2
2:16.0,J. Crawford misses 2-pt shot from 2 ft,,76-72,,
2:15.0,,,76-72,,Defensive rebound by C. Capela
2:08.0,,,76-72,,P. Prigioni misses 3-pt shot from 26 ft
2:06.0,,,76-72,,Offensive rebound by C. Capela
2:04.0,,,76-72,,Offensive charge foul by C. Brewer
2:04.0,,,76-72,,Turnover by C. Brewer (offensive foul)
1:53.0,J. Redick makes 2-pt shot from 18 ft (assist by B. Griffin),2,78-72,,
1:35.0,,,78-75,3,P. Prigioni makes 3-pt shot from 26 ft (assist by C. Brewer)
1:18.0,B. Griffin misses 2-pt shot from 7 ft (block by C. Capela),,78-75,,
1:16.0,Offensive rebound by B. Griffin,,78-75,,
1:14.0,B. Griffin misses 2-pt shot from 5 ft,,78-75,,
1:13.0,Offensive rebound by Team,,78-75,,
1:13.0,A. Rivers enters the game for M. Barnes,,78-75,,
1:02.0,Turnover by A. Rivers (step out of bounds),,78-75,,
0:46.0,,,78-77,2,C. Brewer makes 2-pt shot at rim (assist by P. Prigioni)
0:42.0,Offensive foul by B. Griffin,,78-77,,
0:42.0,Turnover by B. Griffin (offensive foul),,78-77,,
0:42.0,H. Turkoglu enters the game for B. Griffin,,78-77,,
0:29.0,,,78-77,,C. Brewer misses 3-pt shot from 23 ft
0:28.0,Defensive rebound by J. Crawford,,78-77,,
0:06.0,J. Crawford makes 3-pt shot from 25 ft,3,81-77,,
0:01.0,,,81-77,,C. Brewer misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by Team,,81-77,,
0:00.0,,,81-77,,Loose ball foul by J. Harden (drawn by J. Redick)
0:00.0,J. Redick makes free throw 1 of 2,1,82-77,,
0:00.0,J. Redick makes free throw 2 of 2,1,83-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,,,83-77,,C. Brewer misses 3-pt shot from 25 ft
11:32.0,Defensive rebound by G. Davis,,83-77,,
11:18.0,J. Crawford makes 2-pt shot from 15 ft,2,85-77,,
11:03.0,,,85-79,2,D. Howard makes 2-pt shot from 6 ft
10:45.0,G. Davis makes 2-pt shot from 1 ft (assist by J. Crawford),2,87-79,,
10:39.0,,,87-81,2,C. Brewer makes 2-pt shot from 6 ft
10:23.0,M. Barnes misses 3-pt shot from 26 ft,,87-81,,
10:21.0,,,87-81,,Defensive rebound by T. Ariza
10:05.0,,,87-83,2,D. Howard makes 2-pt shot from 4 ft
9:46.0,J. Crawford misses 2-pt shot from 4 ft (block by D. Howard),,87-83,,
9:46.0,Offensive rebound by Team,,87-83,,
9:46.0,D. Jordan enters the game for G. Davis,,87-83,,
9:35.0,H. Turkoglu misses 3-pt shot from 26 ft,,87-83,,
9:35.0,Offensive rebound by Team,,87-83,,
9:35.0,Turnover by Team (shot clock),,87-83,,
9:20.0,,,87-83,,Turnover by J. Smith (bad pass; steal by A. Rivers)
9:00.0,A. Rivers misses 3-pt shot from 24 ft,,87-83,,
8:59.0,Offensive rebound by D. Jordan,,87-83,,
8:55.0,A. Rivers makes 2-pt shot from 2 ft (assist by D. Jordan),2,89-83,,
8:45.0,,,89-83,,T. Ariza misses 3-pt shot from 25 ft
8:44.0,,,89-83,,Offensive rebound by Team
8:44.0,Loose ball foul by H. Turkoglu (drawn by C. Brewer),,89-83,,
8:44.0,Official timeout,,89-83,,
8:32.0,,,89-86,3,J. Smith makes 3-pt shot from 25 ft (assist by P. Prigioni)
8:07.0,A. Rivers misses 2-pt shot from 8 ft (block by D. Howard),,89-86,,
8:06.0,Offensive rebound by A. Rivers,,89-86,,
8:02.0,Turnover by A. Rivers (lost ball; steal by J. Smith),,89-86,,
7:58.0,Personal foul by H. Turkoglu (drawn by D. Howard),,89-86,,
7:58.0,J. Redick enters the game for A. Rivers,,89-86,,
7:58.0,B. Griffin enters the game for H. Turkoglu,,89-86,,
7:49.0,,,89-86,,J. Smith misses 3-pt shot from 25 ft
7:46.0,Defensive rebound by J. Crawford,,89-86,,
7:29.0,J. Crawford misses 3-pt shot from 25 ft,,89-86,,
7:28.0,,,89-86,,Defensive rebound by T. Ariza
7:20.0,,,89-88,2,D. Howard makes 2-pt shot from 3 ft (assist by P. Prigioni)
7:02.0,M. Barnes makes 3-pt shot from 25 ft (assist by B. Griffin),3,92-88,,
6:47.0,,,92-88,,J. Smith misses 2-pt shot from 2 ft (block by M. Barnes)
6:46.0,,,92-88,,Offensive rebound by Team
6:46.0,,,92-88,,J. Terry enters the game for P. Prigioni
6:46.0,,,92-88,,J. Harden enters the game for C. Brewer
6:38.0,,,92-88,,J. Terry misses 3-pt shot from 24 ft
6:37.0,,,92-88,,Offensive rebound by J. Smith
6:33.0,,,92-88,,T. Ariza misses 2-pt shot from 19 ft
6:32.0,Defensive rebound by J. Redick,,92-88,,
6:14.0,Shooting foul by J. Smith (drawn by B. Griffin),,92-88,,
6:14.0,B. Griffin misses free throw 1 of 2,,92-88,,
6:14.0,Offensive rebound by Team,,92-88,,
6:14.0,B. Griffin makes free throw 2 of 2,1,93-88,,
6:14.0,,,93-88,,Houston full timeout
5:56.0,,,93-88,,J. Smith misses 2-pt shot from 8 ft
