time,Cleveland,pts.away,score,pts.home,New York
1:49.0,,,56-31,,Defensive rebound by T. Hardaway
1:45.0,,,56-33,2,L. Amundson makes 2-pt shot at rim (assist by T. Hardaway)
1:26.0,L. James makes 2-pt shot from 4 ft,2,58-33,,
1:14.0,,,58-33,,Turnover by J. Calderon (bad pass)
1:05.0,K. Irving makes 2-pt shot from 1 ft,2,60-33,,
0:50.0,,,60-33,,T. Hardaway misses 2-pt shot from 3 ft (block by T. Mozgov)
0:47.0,Defensive rebound by L. James,,60-33,,
0:45.0,J. Smith makes 2-pt shot at rim (assist by L. James),2,62-33,,
0:36.0,Personal foul by L. James (drawn by T. Hardaway),,62-33,,
0:31.0,,,62-35,2,A. Bargnani makes 2-pt shot from 2 ft
0:31.0,,,62-35,,Shooting foul by T. Mozgov (drawn by A. Bargnani)
0:31.0,,,62-35,,L. Galloway enters the game for T. Hardaway
0:31.0,,,62-36,1,A. Bargnani makes free throw 1 of 1
0:19.0,K. Love misses 3-pt shot from 24 ft,,62-36,,
0:16.0,,,62-36,,Defensive rebound by L. Thomas
0:02.0,,,62-38,2,L. Thomas makes 2-pt shot from 21 ft (assist by L. Galloway)
0:00.0,L. James misses 3-pt shot from 41 ft,,62-38,,
0:00.0,Offensive rebound by Team,,62-38,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,62-38,,L. Amundson misses 2-pt shot from 17 ft
11:40.0,Defensive rebound by L. James,,62-38,,
11:21.0,T. Mozgov misses 2-pt shot from 18 ft,,62-38,,
11:20.0,,,62-38,,Defensive rebound by L. Thomas
11:06.0,,,62-40,2,L. Amundson makes 2-pt shot from 2 ft
10:48.0,K. Love misses 2-pt shot from 10 ft,,62-40,,
10:46.0,,,62-40,,Defensive rebound by L. Galloway
10:33.0,,,62-40,,L. Thomas misses 2-pt shot from 20 ft
10:31.0,Defensive rebound by K. Love,,62-40,,
10:19.0,K. Irving makes 2-pt shot from 1 ft,2,64-40,,
9:58.0,,,64-40,,L. Thomas misses 2-pt shot from 13 ft
9:56.0,,,64-40,,Offensive rebound by L. Amundson
9:55.0,,,64-40,,L. Amundson misses 2-pt shot from 2 ft
9:53.0,Defensive rebound by K. Love,,64-40,,
9:45.0,L. James misses 2-pt shot from 5 ft,,64-40,,
9:44.0,,,64-40,,Defensive rebound by J. Calderon
9:35.0,,,64-40,,J. Calderon misses 2-pt shot from 12 ft
9:34.0,,,64-40,,Offensive rebound by L. Thomas
9:31.0,,,64-42,2,L. Thomas makes 2-pt shot from 2 ft
9:10.0,Turnover by T. Mozgov (lost ball; steal by J. Smith),,64-42,,
9:01.0,,,64-42,,L. Thomas misses 2-pt shot from 17 ft
8:59.0,Defensive rebound by K. Love,,64-42,,
8:51.0,T. Mozgov makes 2-pt shot at rim (assist by K. Irving),2,66-42,,
8:49.0,,,66-42,,New York full timeout
8:45.0,,,66-42,,Turnover by L. Galloway (bad pass)
8:29.0,Turnover by T. Mozgov (lost ball; steal by J. Smith),,66-42,,
8:25.0,Personal foul by J. Smith (drawn by L. Galloway),,66-42,,
8:16.0,,,66-42,,L. Galloway misses 2-pt shot from 8 ft
8:14.0,Defensive rebound by K. Love,,66-42,,
8:05.0,K. Irving misses 2-pt shot from 2 ft,,66-42,,
8:03.0,,,66-42,,Defensive rebound by L. Amundson
7:58.0,,,66-42,,J. Calderon misses 2-pt shot from 7 ft
7:57.0,Defensive rebound by L. James,,66-42,,
7:33.0,J. Smith makes 3-pt shot from 23 ft (assist by L. James),3,69-42,,
7:18.0,,,69-42,,J. Smith misses 2-pt shot from 6 ft
7:17.0,Defensive rebound by K. Love,,69-42,,
7:07.0,Turnover by K. Irving (lost ball),,69-42,,
6:56.0,,,69-44,2,L. Thomas makes 2-pt shot from 4 ft
6:38.0,Turnover by T. Mozgov (lost ball; steal by L. Amundson),,69-44,,
6:32.0,,,69-46,2,L. Galloway makes 2-pt shot from 1 ft (assist by J. Calderon)
6:17.0,K. Love misses 3-pt shot from 23 ft (block by J. Smith),,69-46,,
6:16.0,Offensive rebound by Team,,69-46,,
6:08.0,L. James misses 3-pt shot from 23 ft,,69-46,,
6:06.0,,,69-46,,Defensive rebound by L. Galloway
6:03.0,Violation by K. Irving (kicked ball),,69-46,,
6:00.0,,,69-48,2,L. Galloway makes 2-pt shot at rim (assist by L. Amundson)
5:45.0,,,69-48,,Personal foul by J. Smith (drawn by K. Love)
5:37.0,K. Irving makes 3-pt shot from 23 ft (assist by J. Smith),3,72-48,,
5:20.0,,,72-48,,L. Amundson misses 2-pt shot from 2 ft
5:18.0,Defensive rebound by T. Mozgov,,72-48,,
5:08.0,Shooting foul by L. Galloway (drawn by T. Mozgov),,72-48,,
5:08.0,T. Mozgov makes free throw 1 of 2,1,73-48,,
5:08.0,T. Mozgov misses free throw 2 of 2,,73-48,,
5:07.0,,,73-48,,Defensive rebound by L. Amundson
4:56.0,,,73-50,2,J. Calderon makes 2-pt shot from 16 ft (assist by L. Amundson)
4:34.0,K. Irving makes 3-pt shot from 23 ft,3,76-50,,
4:18.0,,,76-50,,J. Smith misses 2-pt shot from 19 ft
4:18.0,Defensive rebound by L. James,,76-50,,
4:13.0,K. Irving misses 3-pt shot from 26 ft,,76-50,,
4:11.0,,,76-50,,Defensive rebound by L. Amundson
4:04.0,I. Shumpert enters the game for J. Smith,,76-50,,
4:04.0,T. Thompson enters the game for T. Mozgov,,76-50,,
4:04.0,,,76-50,,T. Hardaway enters the game for L. Galloway
4:04.0,,,76-50,,A. Bargnani enters the game for L. Amundson
3:55.0,Personal foul by T. Thompson (drawn by A. Bargnani),,76-50,,
3:47.0,,,76-53,3,T. Hardaway makes 3-pt shot from 26 ft (assist by A. Bargnani)
3:29.0,K. Love misses 2-pt shot from 21 ft,,76-53,,
3:27.0,,,76-53,,Defensive rebound by J. Smith
3:21.0,,,76-53,,A. Bargnani misses 2-pt shot from 6 ft
3:19.0,Defensive rebound by K. Love,,76-53,,
3:11.0,Offensive foul by L. James,,76-53,,
3:11.0,Turnover by L. James (offensive foul),,76-53,,
3:11.0,M. Dellavedova enters the game for K. Irving,,76-53,,
2:58.0,,,76-53,,A. Bargnani misses 2-pt shot from 2 ft
2:57.0,Defensive rebound by K. Love,,76-53,,
2:38.0,K. Love makes 3-pt shot from 25 ft (assist by I. Shumpert),3,79-53,,
2:26.0,,,79-53,,J. Calderon misses 2-pt shot from 16 ft
2:24.0,Defensive rebound by I. Shumpert,,79-53,,
2:22.0,L. James makes 2-pt shot at rim (assist by I. Shumpert),2,81-53,,
2:22.0,Shooting foul by J. Calderon (drawn by L. James),,81-53,,
2:22.0,Cleveland full timeout,,81-53,,
2:22.0,J. Jones enters the game for K. Love,,81-53,,
2:22.0,,,81-53,,T. Wear enters the game for L. Thomas
2:22.0,L. James misses free throw 1 of 1,,81-53,,
2:21.0,,,81-53,,Defensive rebound by T. Hardaway
2:01.0,,,81-53,,Offensive foul by T. Hardaway
2:01.0,,,81-53,,Turnover by T. Hardaway (offensive foul)
1:48.0,I. Shumpert misses 3-pt shot from 24 ft,,81-53,,
1:46.0,,,81-53,,Defensive rebound by A. Bargnani
1:36.0,,,81-53,,A. Bargnani misses 2-pt shot from 8 ft
1:34.0,,,81-53,,Offensive rebound by J. Smith
1:30.0,,,81-55,2,T. Wear makes 2-pt shot from 11 ft (assist by J. Calderon)
1:08.0,L. James misses 3-pt shot from 26 ft,,81-55,,
1:06.0,,,81-55,,Defensive rebound by A. Bargnani
0:45.0,,,81-55,,Turnover by A. Bargnani (lost ball; steal by T. Thompson)
0:32.0,L. James misses 2-pt shot from 2 ft (block by A. Bargnani),,81-55,,
0:31.0,,,81-55,,Defensive rebound by Team
0:31.0,J. Smith enters the game for L. James,,81-55,,
0:31.0,,,81-55,,C. Early enters the game for J. Smith
0:17.0,,,81-55,,Turnover by C. Early (bad pass)
0:03.0,M. Dellavedova misses 2-pt shot from 19 ft,,81-55,,
0:01.0,,,81-55,,Defensive rebound by T. Hardaway
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,J. Smith makes 3-pt shot from 25 ft (assist by I. Shumpert),3,84-55,,
11:17.0,,,84-55,,T. Hardaway misses 3-pt shot from 25 ft
11:15.0,,,84-55,,Offensive rebound by L. Galloway
11:14.0,,,84-57,2,L. Galloway makes 2-pt shot from 20 ft
10:59.0,J. Jones misses 3-pt shot from 24 ft,,84-57,,
10:57.0,,,84-57,,Defensive rebound by T. Hardaway
10:43.0,,,84-57,,C. Early misses 2-pt shot from 2 ft
10:41.0,Defensive rebound by J. Jones,,84-57,,
10:20.0,J. Jones makes 3-pt shot from 25 ft (assist by I. Shumpert),3,87-57,,
9:55.0,,,87-57,,C. Early misses 3-pt shot from 25 ft
9:53.0,Defensive rebound by I. Shumpert,,87-57,,
9:45.0,J. Jones misses 3-pt shot from 25 ft,,87-57,,
9:43.0,,,87-57,,Defensive rebound by C. Early
9:29.0,,,87-59,2,T. Wear makes 2-pt shot from 16 ft
9:16.0,J. Smith makes 2-pt shot at rim (assist by I. Shumpert),2,89-59,,
9:14.0,,,89-59,,New York full timeout
9:14.0,J. Harris enters the game for J. Smith,,89-59,,
9:14.0,,,89-59,,L. Thomas enters the game for C. Early
9:05.0,,,89-59,,Shooting foul by M. Dellavedova (drawn by L. Galloway)
9:05.0,,,89-60,1,L. Galloway makes free throw 1 of 2
9:05.0,,,89-61,1,L. Galloway makes free throw 2 of 2
8:51.0,Offensive foul by T. Thompson,,89-61,,
8:51.0,Turnover by T. Thompson (offensive foul),,89-61,,
8:39.0,,,89-63,2,A. Bargnani makes 2-pt shot at rim
8:24.0,,,89-63,,Personal foul by A. Bargnani (drawn by M. Dellavedova)
8:19.0,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova),2,91-63,,
7:59.0,,,91-63,,T. Hardaway misses 2-pt shot from 14 ft
7:58.0,,,91-63,,Offensive rebound by T. Wear
7:57.0,,,91-65,2,T. Wear makes 2-pt shot at rim
7:40.0,Turnover by M. Dellavedova (bad pass),,91-65,,
7:27.0,,,91-68,3,L. Galloway makes 3-pt shot from 26 ft
7:02.0,M. Dellavedova makes 3-pt shot from 24 ft (assist by I. Shumpert),3,94-68,,
6:41.0,,,94-70,2,A. Bargnani makes 2-pt shot at rim
6:16.0,Turnover by J. Harris (bad pass),,94-70,,
6:16.0,,,94-70,,Q. Acy enters the game for L. Thomas
6:06.0,,,94-70,,Shooting foul by J. Jones (drawn by Q. Acy)
6:06.0,,,94-71,1,Q. Acy makes free throw 1 of 2
6:06.0,B. Haywood enters the game for T. Thompson,,94-71,,
6:06.0,,,94-72,1,Q. Acy makes free throw 2 of 2
5:52.0,J. Harris misses 3-pt shot from 22 ft,,94-72,,
5:49.0,,,94-72,,Defensive rebound by L. Galloway
5:40.0,,,94-72,,A. Bargnani misses 2-pt shot from 21 ft
5:38.0,Defensive rebound by I. Shumpert,,94-72,,
5:30.0,M. Dellavedova misses 3-pt shot from 24 ft,,94-72,,
5:28.0,,,94-72,,Defensive rebound by Q. Acy
5:06.0,,,94-74,2,T. Hardaway makes 2-pt shot from 18 ft
4:36.0,M. Dellavedova makes 2-pt shot from 5 ft,2,96-74,,
4:17.0,,,96-76,2,Q. Acy makes 2-pt shot from 4 ft
3:57.0,M. Dellavedova misses 3-pt shot from 24 ft,,96-76,,
3:55.0,,,96-76,,Defensive rebound by A. Bargnani
3:44.0,,,96-78,2,A. Bargnani makes 2-pt shot from 2 ft (assist by L. Galloway)
3:24.0,Shooting foul by L. Galloway (drawn by J. Harris),,96-78,,
3:24.0,Official timeout,,96-78,,
3:24.0,,,96-78,,A. Shved enters the game for T. Wear
3:24.0,J. Harris misses free throw 1 of 2,,96-78,,
3:24.0,Offensive rebound by Team,,96-78,,
3:24.0,J. Harris misses free throw 2 of 2,,96-78,,
3:23.0,,,96-78,,Defensive rebound by L. Galloway
3:10.0,,,96-78,,Q. Acy misses 3-pt shot from 25 ft
3:08.0,,,96-78,,Offensive rebound by Team
3:01.0,,,96-78,,L. Galloway misses 2-pt shot from 17 ft
2:59.0,,,96-78,,Offensive rebound by A. Bargnani
2:58.0,,,96-78,,A. Bargnani misses 2-pt shot from 14 ft
2:56.0,Defensive rebound by I. Shumpert,,96-78,,
2:47.0,J. Harris makes 3-pt shot from 22 ft (assist by I. Shumpert),3,99-78,,
2:31.0,,,99-78,,T. Hardaway misses 3-pt shot from 25 ft
2:29.0,Defensive rebound by M. Dellavedova,,99-78,,
2:15.0,Turnover by B. Haywood (lost ball; steal by L. Galloway),,99-78,,
2:09.0,,,99-80,2,Q. Acy makes 2-pt shot from 2 ft (assist by T. Hardaway)
1:49.0,I. Shumpert misses 3-pt shot from 23 ft,,99-80,,
1:48.0,,,99-80,,Defensive rebound by Q. Acy
1:38.0,,,99-83,3,Q. Acy makes 3-pt shot from 23 ft (assist by L. Galloway)
1:19.0,J. Jones makes 2-pt shot from 17 ft,2,101-83,,
1:05.0,Cleveland full timeout,,101-83,,
1:04.0,,,101-83,,L. Galloway misses 3-pt shot from 23 ft
1:03.0,,,101-83,,Offensive rebound by Q. Acy
1:00.0,,,101-83,,T. Hardaway misses 3-pt shot from 25 ft
0:59.0,Defensive rebound by J. Jones,,101-83,,
0:46.0,M. Dellavedova misses 3-pt shot from 25 ft,,101-83,,
0:44.0,,,101-83,,Defensive rebound by T. Hardaway
0:37.0,,,101-83,,L. Galloway misses 2-pt shot from 16 ft
0:36.0,Defensive rebound by J. Harris,,101-83,,
0:14.0,B. Haywood misses 2-pt shot from 11 ft,,101-83,,
0:12.0,,,101-83,,Defensive rebound by A. Shved
0:04.0,,,101-83,,A. Shved misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by B. Haywood,,101-83,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
