time,Chicago,pts.away,score,pts.home,Milwaukee
3:56.0,,,83-80,2,O. Mayo makes 2-pt shot from 14 ft (assist by G. Antetokounmpo)
3:29.0,J. Butler makes 2-pt shot from 16 ft (assist by P. Gasol),2,85-80,,
3:09.0,,,85-80,,Turnover by L. Sanders (3 sec)
2:58.0,K. Hinrich misses 3-pt shot from 26 ft,,85-80,,
2:57.0,,,85-80,,Defensive rebound by B. Knight
2:48.0,Personal foul by D. Rose (drawn by G. Antetokounmpo),,85-80,,
2:48.0,Chicago full timeout,,85-80,,
2:37.0,,,85-80,,O. Mayo misses 3-pt shot from 26 ft
2:36.0,Defensive rebound by T. Gibson,,85-80,,
2:16.0,K. Hinrich makes 3-pt shot from 24 ft (assist by J. Butler),3,88-80,,
2:06.0,Personal foul by J. Butler (drawn by B. Knight),,88-80,,
2:06.0,,,88-81,1,B. Knight makes free throw 1 of 2
2:06.0,,,88-82,1,B. Knight makes free throw 2 of 2
1:49.0,Turnover by J. Butler (bad pass; steal by B. Knight),,88-82,,
1:39.0,,,88-82,,B. Knight misses 2-pt shot at rim
1:39.0,Defensive rebound by P. Gasol,,88-82,,
1:39.0,,,88-82,,Loose ball foul by J. Parker (drawn by P. Gasol)
1:39.0,P. Gasol makes free throw 1 of 2,1,89-82,,
1:39.0,P. Gasol makes free throw 2 of 2,1,90-82,,
1:39.0,,,90-82,,Milwaukee full timeout
1:35.0,,,90-82,,B. Knight misses 2-pt shot from 1 ft
1:33.0,,,90-82,,Offensive rebound by L. Sanders
1:33.0,,,90-84,2,L. Sanders makes 2-pt shot at rim
1:17.0,,,90-84,,Shooting block foul by L. Sanders (drawn by D. Rose)
1:17.0,D. Rose makes free throw 1 of 2,1,91-84,,
1:17.0,D. Rose makes free throw 2 of 2,1,92-84,,
1:17.0,,,92-84,,Milwaukee full timeout
1:17.0,,,92-84,,Z. Pachulia enters the game for J. Parker
1:17.0,,,92-84,,J. Bayless enters the game for L. Sanders
1:17.0,,,92-84,,K. Middleton enters the game for G. Antetokounmpo
1:17.0,T. Snell enters the game for P. Gasol,,92-84,,
1:10.0,,,92-84,,O. Mayo misses 3-pt shot from 26 ft
1:09.0,,,92-84,,Offensive rebound by K. Middleton
1:08.0,,,92-86,2,K. Middleton makes 2-pt shot from 5 ft
0:55.0,,,92-86,,Personal foul by O. Mayo (drawn by J. Butler)
0:55.0,J. Butler makes free throw 1 of 2,1,93-86,,
0:55.0,P. Gasol enters the game for T. Snell,,93-86,,
0:55.0,J. Butler makes free throw 2 of 2,1,94-86,,
0:47.0,,,94-86,,Z. Pachulia misses 2-pt shot from 17 ft
0:46.0,,,94-86,,Offensive rebound by B. Knight
0:43.0,,,94-86,,B. Knight misses 3-pt shot from 24 ft
0:42.0,Defensive rebound by P. Gasol,,94-86,,
0:34.0,Shooting foul by O. Mayo (drawn by T. Gibson),,94-86,,
0:34.0,,,94-86,,J. Parker enters the game for O. Mayo
0:34.0,T. Gibson misses free throw 1 of 2,,94-86,,
0:34.0,Offensive rebound by Team,,94-86,,
0:34.0,T. Gibson misses free throw 2 of 2,,94-86,,
0:33.0,,,94-86,,Defensive rebound by J. Parker
0:33.0,,,94-86,,Milwaukee full timeout
0:28.0,,,94-86,,B. Knight misses 3-pt shot from 27 ft
0:27.0,Defensive rebound by P. Gasol,,94-86,,
0:05.0,Shooting foul by J. Bayless (drawn by D. Rose),,94-86,,
0:05.0,D. Rose makes free throw 1 of 2,1,95-86,,
0:05.0,D. Rose misses free throw 2 of 2,,95-86,,
0:04.0,,,95-86,,Defensive rebound by J. Parker
0:00.0,End of 4th quarter,,,,End of 4th quarter
