time,Memphis,pts.away,score,pts.home,Golden State
6:07.0,M. Gasol makes 2-pt shot from 8 ft (assist by Z. Randolph),2,12-20,,
5:48.0,,,12-22,2,S. Curry makes 2-pt shot from 21 ft
5:33.0,B. Udrih misses 2-pt shot from 13 ft,,12-22,,
5:32.0,,,12-22,,Defensive rebound by D. Green
5:22.0,,,12-25,3,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry)
5:05.0,Turnover by Z. Randolph (bad pass; steal by H. Barnes),,12-25,,
4:57.0,,,12-25,,A. Iguodala enters the game for H. Barnes
4:57.0,,,12-25,,L. Barbosa enters the game for K. Thompson
4:57.0,K. Koufos enters the game for M. Gasol,,12-25,,
4:46.0,,,12-25,,S. Curry misses 3-pt shot from 26 ft
4:45.0,Defensive rebound by K. Koufos,,12-25,,
4:31.0,,,12-25,,Personal foul by A. Bogut (drawn by Z. Randolph)
4:31.0,Z. Randolph makes free throw 1 of 2,1,13-25,,
4:31.0,V. Carter enters the game for J. Green,,13-25,,
4:31.0,Z. Randolph makes free throw 2 of 2,1,14-25,,
4:25.0,,,14-25,,Turnover by S. Curry (lost ball; steal by C. Lee)
4:12.0,V. Carter misses 2-pt shot from 6 ft,,14-25,,
4:11.0,,,14-25,,Defensive rebound by A. Bogut
3:53.0,,,14-25,,A. Bogut misses 2-pt shot from 1 ft
3:52.0,,,14-25,,Offensive rebound by A. Bogut
3:52.0,,,14-27,2,A. Bogut makes 2-pt shot from 1 ft
3:39.0,B. Udrih misses 2-pt shot from 14 ft,,14-27,,
3:38.0,Offensive rebound by Z. Randolph,,14-27,,
3:37.0,Z. Randolph makes 2-pt shot from 1 ft,2,16-27,,
3:29.0,,,16-27,,L. Barbosa misses 2-pt shot from 2 ft
3:28.0,,,16-27,,Offensive rebound by Team
3:28.0,N. Calathes enters the game for B. Udrih,,16-27,,
3:28.0,,,16-27,,F. Ezeli enters the game for A. Bogut
3:15.0,,,16-30,3,L. Barbosa makes 3-pt shot from 23 ft (assist by A. Iguodala)
2:57.0,K. Koufos misses 2-pt shot from 10 ft,,16-30,,
2:56.0,Offensive rebound by Z. Randolph,,16-30,,
2:50.0,N. Calathes misses 2-pt shot from 3 ft (block by L. Barbosa),,16-30,,
2:48.0,,,16-30,,Defensive rebound by D. Green
2:40.0,,,16-30,,Turnover by L. Barbosa (lost ball; steal by Z. Randolph)
2:34.0,C. Lee makes 3-pt shot from 24 ft (assist by Z. Randolph),3,19-30,,
2:17.0,,,19-30,,S. Curry misses 2-pt shot from 20 ft
2:16.0,Defensive rebound by K. Koufos,,19-30,,
2:06.0,,,19-30,,Personal foul by D. Green (drawn by Z. Randolph)
2:06.0,,,19-30,,Golden State full timeout
1:55.0,Shooting foul by D. Green (drawn by Z. Randolph),,19-30,,
1:55.0,Z. Randolph makes free throw 1 of 2,1,20-30,,
1:55.0,,,20-30,,D. Lee enters the game for D. Green
1:55.0,Z. Randolph makes free throw 2 of 2,1,21-30,,
1:52.0,,,21-30,,Turnover by D. Lee (bad pass; steal by N. Calathes)
1:50.0,N. Calathes misses 2-pt shot from 3 ft,,21-30,,
1:50.0,,,21-30,,Defensive rebound by Team
1:50.0,Loose ball foul by N. Calathes (drawn by D. Lee),,21-30,,
1:31.0,,,21-32,2,F. Ezeli makes 2-pt shot from 7 ft (assist by L. Barbosa)
1:12.0,V. Carter misses 3-pt shot from 25 ft,,21-32,,
1:10.0,,,21-32,,Defensive rebound by S. Curry
1:05.0,,,21-34,2,D. Lee makes 2-pt shot from 1 ft (assist by S. Curry)
0:48.0,Z. Randolph misses 2-pt shot from 10 ft (block by F. Ezeli),,21-34,,
0:46.0,,,21-34,,Defensive rebound by S. Curry
0:43.0,,,21-36,2,L. Barbosa makes 2-pt shot from 1 ft (assist by A. Iguodala)
0:26.0,Offensive foul by V. Carter,,21-36,,
0:26.0,Turnover by V. Carter (offensive foul),,21-36,,
0:26.0,J. Adams enters the game for C. Lee,,21-36,,
0:26.0,J. Green enters the game for Z. Randolph,,21-36,,
0:21.0,,,21-36,,K. Thompson enters the game for F. Ezeli
0:03.0,,,21-36,,L. Barbosa misses 2-pt shot from 2 ft
0:02.0,Defensive rebound by J. Green,,21-36,,
0:00.0,J. Adams misses 3-pt shot from 27 ft,,21-36,,
0:00.0,Offensive rebound by Team,,21-36,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,M. Gasol misses 2-pt shot from 1 ft,,21-36,,
11:38.0,,,21-36,,Defensive rebound by F. Ezeli
11:15.0,,,21-36,,F. Ezeli misses 2-pt shot from 16 ft
11:14.0,Defensive rebound by V. Carter,,21-36,,
11:07.0,M. Gasol misses 2-pt shot from 19 ft,,21-36,,
11:06.0,,,21-36,,Defensive rebound by K. Thompson
11:00.0,,,21-36,,Offensive foul by F. Ezeli
11:00.0,,,21-36,,Turnover by F. Ezeli (offensive foul)
10:47.0,J. Adams makes 2-pt shot from 14 ft (assist by N. Calathes),2,23-36,,
10:32.0,,,23-36,,Shooting foul by J. Green (drawn by F. Ezeli)
10:32.0,,,23-37,1,F. Ezeli makes free throw 1 of 2
10:32.0,,,23-38,1,F. Ezeli makes free throw 2 of 2
10:21.0,N. Calathes misses 2-pt shot from 10 ft (block by F. Ezeli),,23-38,,
10:20.0,Offensive rebound by Team,,23-38,,
10:14.0,Shooting foul by F. Ezeli (drawn by J. Green),,23-38,,
10:14.0,J. Green makes free throw 1 of 2,1,24-38,,
10:14.0,J. Green makes free throw 2 of 2,1,25-38,,
10:00.0,,,25-38,,Turnover by D. Lee (lost ball; steal by J. Green)
9:50.0,V. Carter makes 2-pt shot from 14 ft,2,27-38,,
9:34.0,,,27-41,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Iguodala)
9:17.0,J. Adams misses 3-pt shot from 23 ft,,27-41,,
9:16.0,Offensive rebound by N. Calathes,,27-41,,
9:06.0,M. Gasol makes 2-pt shot from 15 ft (assist by N. Calathes),2,29-41,,
8:52.0,Personal foul by N. Calathes (drawn by F. Ezeli),,29-41,,
8:52.0,Official timeout,,29-41,,
8:52.0,,,29-41,,A. Bogut enters the game for F. Ezeli
8:52.0,,,29-41,,H. Barnes enters the game for D. Lee
8:52.0,J. Green enters the game for J. Green,,29-41,,
8:40.0,,,29-43,2,S. Livingston makes 2-pt shot from 17 ft
8:24.0,J. Green misses 3-pt shot from 26 ft,,29-43,,
8:23.0,,,29-43,,Defensive rebound by Team
8:09.0,,,29-45,2,K. Thompson makes 2-pt shot from 1 ft (assist by A. Bogut)
7:50.0,M. Gasol makes 2-pt shot from 1 ft (assist by V. Carter),2,31-45,,
7:49.0,Personal foul by N. Calathes (drawn by S. Livingston),,31-45,,
7:39.0,,,31-45,,Turnover by K. Thompson (bad pass; steal by J. Green)
7:29.0,J. Green misses 2-pt shot from 15 ft,,31-45,,
7:28.0,,,31-45,,Defensive rebound by A. Bogut
7:19.0,B. Udrih enters the game for N. Calathes,,31-45,,
7:19.0,J. Green enters the game for V. Carter,,31-45,,
7:15.0,,,31-48,3,K. Thompson makes 3-pt shot from 27 ft (assist by A. Bogut)
7:00.0,J. Adams makes 2-pt shot from 4 ft (assist by M. Gasol),2,33-48,,
6:47.0,,,33-50,2,K. Thompson makes 2-pt shot from 1 ft (assist by A. Bogut)
6:41.0,Memphis full timeout,,33-50,,
6:41.0,,,33-50,,D. Green enters the game for A. Iguodala
6:33.0,M. Gasol misses 2-pt shot from 15 ft,,33-50,,
6:31.0,,,33-50,,Defensive rebound by K. Thompson
6:13.0,,,33-50,,Turnover by S. Livingston (bad pass; steal by B. Udrih)
6:09.0,Shooting foul by A. Bogut (drawn by J. Adams),,33-50,,
6:09.0,J. Adams makes free throw 1 of 2,1,34-50,,
6:09.0,J. Adams misses free throw 2 of 2,,34-50,,
6:07.0,,,34-50,,Defensive rebound by D. Green
6:02.0,,,34-50,,K. Thompson misses 3-pt shot from 28 ft
6:01.0,Defensive rebound by M. Gasol,,34-50,,
5:47.0,Offensive charge foul by J. Green,,34-50,,
5:47.0,Turnover by J. Green (offensive foul),,34-50,,
5:47.0,Z. Randolph enters the game for M. Gasol,,34-50,,
5:28.0,,,34-52,2,K. Thompson makes 2-pt shot from 4 ft (assist by S. Livingston)
5:17.0,,,34-52,,Personal foul by A. Bogut (drawn by B. Udrih)
5:17.0,,,34-52,,S. Curry enters the game for H. Barnes
5:17.0,,,34-52,,F. Ezeli enters the game for A. Bogut
5:05.0,J. Adams misses 2-pt shot from 5 ft,,34-52,,
5:04.0,,,34-52,,Defensive rebound by D. Green
4:53.0,,,34-55,3,K. Thompson makes 3-pt shot from 23 ft (assist by S. Livingston)
4:40.0,J. Adams misses 2-pt shot from 7 ft,,34-55,,
4:38.0,,,34-55,,Defensive rebound by F. Ezeli
4:28.0,,,34-58,3,K. Thompson makes 3-pt shot from 26 ft (assist by D. Green)
4:10.0,J. Adams misses 2-pt shot from 1 ft,,34-58,,
4:09.0,Offensive rebound by J. Green,,34-58,,
4:09.0,J. Green makes 2-pt shot at rim,2,36-58,,
3:59.0,,,36-61,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
3:51.0,Memphis full timeout,,36-61,,
3:51.0,K. Koufos enters the game for Z. Randolph,,36-61,,
3:51.0,N. Calathes enters the game for J. Adams,,36-61,,
3:44.0,J. Green misses 2-pt shot from 5 ft,,36-61,,
3:43.0,Offensive rebound by K. Koufos,,36-61,,
3:43.0,K. Koufos makes 2-pt shot from 1 ft,2,38-61,,
3:19.0,,,38-61,,F. Ezeli misses 2-pt shot at rim (block by J. Green)
3:18.0,Defensive rebound by B. Udrih,,38-61,,
3:05.0,K. Koufos misses 2-pt shot from 6 ft,,38-61,,
3:04.0,,,38-61,,Defensive rebound by F. Ezeli
2:56.0,,,38-61,,K. Thompson misses 2-pt shot from 3 ft
2:54.0,Defensive rebound by B. Udrih,,38-61,,
2:43.0,K. Koufos misses 2-pt shot at rim,,38-61,,
2:42.0,Offensive rebound by K. Koufos,,38-61,,
2:42.0,K. Koufos makes 2-pt shot at rim,2,40-61,,
2:29.0,,,40-64,3,K. Thompson makes 3-pt shot from 27 ft (assist by F. Ezeli)
2:10.0,N. Calathes misses 2-pt shot from 11 ft,,40-64,,
2:09.0,,,40-64,,Defensive rebound by D. Green
2:02.0,,,40-64,,Turnover by D. Green (bad pass)
1:48.0,J. Green makes 2-pt shot from 3 ft,2,42-64,,
1:28.0,,,42-66,2,K. Thompson makes 2-pt shot from 17 ft (assist by S. Curry)
1:12.0,B. Udrih misses 2-pt shot from 2 ft (block by F. Ezeli),,42-66,,
1:10.0,,,42-66,,Defensive rebound by F. Ezeli
0:53.0,,,42-66,,K. Thompson misses 2-pt shot from 16 ft
0:52.0,,,42-66,,Offensive rebound by F. Ezeli
0:46.0,,,42-66,,Turnover by K. Thompson (lost ball)
0:46.0,Memphis full timeout,,42-66,,
0:33.0,K. Koufos makes 2-pt shot from 6 ft (assist by N. Calathes),2,44-66,,
0:15.0,,,44-68,2,F. Ezeli makes 2-pt shot at rim (assist by K. Thompson)
0:15.0,,,44-68,,Shooting foul by J. Green (drawn by F. Ezeli)
0:15.0,,,44-68,,D. Lee enters the game for D. Green
0:15.0,,,44-68,,F. Ezeli misses free throw 1 of 1
0:14.0,Defensive rebound by J. Green,,44-68,,
0:04.0,K. Koufos misses 2-pt shot from 6 ft,,44-68,,
0:03.0,Offensive rebound by J. Green,,44-68,,
0:03.0,J. Green makes 2-pt shot from 1 ft,2,46-68,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,C. Lee makes 2-pt shot from 13 ft (assist by Z. Randolph),2,48-68,,
11:22.0,,,48-68,,H. Barnes misses 3-pt shot from 25 ft
11:21.0,Defensive rebound by Team,,48-68,,
11:05.0,Z. Randolph misses 2-pt shot from 19 ft,,48-68,,
11:04.0,,,48-68,,Defensive rebound by S. Curry
10:47.0,,,48-68,,K. Thompson misses 3-pt shot from 27 ft
10:46.0,Defensive rebound by C. Lee,,48-68,,
10:33.0,B. Udrih misses 2-pt shot from 6 ft,,48-68,,
10:32.0,,,48-68,,Defensive rebound by D. Green
10:24.0,,,48-68,,H. Barnes misses 2-pt shot from 6 ft (block by M. Gasol)
10:22.0,Defensive rebound by J. Green,,48-68,,
10:10.0,Turnover by Z. Randolph (bad pass),,48-68,,
10:00.0,,,48-70,2,A. Bogut makes 2-pt shot from 8 ft (assist by S. Curry)
9:43.0,C. Lee makes 2-pt shot from 18 ft (assist by M. Gasol),2,50-70,,
9:30.0,,,50-73,3,S. Curry makes 3-pt shot from 28 ft
9:18.0,C. Lee misses 2-pt shot from 17 ft,,50-73,,
9:17.0,,,50-73,,Defensive rebound by A. Bogut
9:10.0,,,50-75,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
8:48.0,J. Green misses 2-pt shot from 12 ft (block by H. Barnes),,50-75,,
8:47.0,,,50-75,,Defensive rebound by D. Green
8:39.0,Personal foul by Z. Randolph (drawn by A. Bogut),,50-75,,
8:24.0,,,50-75,,H. Barnes misses 2-pt shot from 13 ft
8:23.0,,,50-75,,Offensive rebound by A. Bogut
8:23.0,,,50-77,2,A. Bogut makes 2-pt shot at rim
8:08.0,B. Udrih misses 2-pt shot from 17 ft,,50-77,,
8:07.0,,,50-77,,Defensive rebound by H. Barnes
7:55.0,,,50-77,,H. Barnes misses 2-pt shot from 20 ft
7:54.0,Defensive rebound by Z. Randolph,,50-77,,
7:50.0,C. Lee misses 2-pt shot from 17 ft,,50-77,,
7:49.0,Offensive rebound by B. Udrih,,50-77,,
7:36.0,Shooting foul by A. Bogut (drawn by M. Gasol),,50-77,,
7:36.0,M. Gasol misses free throw 1 of 2,,50-77,,
7:36.0,Offensive rebound by Team,,50-77,,
7:36.0,,,50-77,,F. Ezeli enters the game for A. Bogut
7:36.0,M. Gasol misses free throw 2 of 2,,50-77,,
7:35.0,Offensive rebound by Z. Randolph,,50-77,,
7:29.0,C. Lee misses 3-pt shot from 22 ft,,50-77,,
7:28.0,,,50-77,,Defensive rebound by D. Green
7:12.0,,,50-79,2,F. Ezeli makes 2-pt shot at rim (assist by H. Barnes)
6:50.0,B. Udrih makes 2-pt shot from 9 ft (assist by Z. Randolph),2,52-79,,
6:36.0,,,52-82,3,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green)
6:35.0,Memphis full timeout,,52-82,,
6:35.0,V. Carter enters the game for J. Green,,52-82,,
6:21.0,Z. Randolph misses 2-pt shot from 16 ft,,52-82,,
6:20.0,,,52-82,,Defensive rebound by D. Green
6:13.0,,,52-82,,Offensive foul by S. Curry
6:13.0,,,52-82,,Turnover by S. Curry (offensive foul)
5:56.0,M. Gasol misses 2-pt shot from 12 ft,,52-82,,
5:55.0,,,52-82,,Defensive rebound by S. Curry
5:48.0,,,52-82,,Shooting foul by C. Lee (drawn by K. Thompson)
5:48.0,,,52-83,1,K. Thompson makes free throw 1 of 2
5:48.0,,,52-84,1,K. Thompson makes free throw 2 of 2
5:29.0,B. Udrih misses 2-pt shot from 1 ft,,52-84,,
5:28.0,Offensive rebound by B. Udrih,,52-84,,
5:28.0,B. Udrih misses 2-pt shot from 1 ft,,52-84,,
5:23.0,,,52-84,,Defensive rebound by K. Thompson
5:10.0,,,52-84,,K. Thompson misses 2-pt shot from 11 ft
5:07.0,Defensive rebound by C. Lee,,52-84,,
4:53.0,B. Udrih misses 2-pt shot from 1 ft,,52-84,,
4:52.0,,,52-84,,Defensive rebound by K. Thompson
4:38.0,,,52-84,,D. Green misses 3-pt shot from 24 ft
4:37.0,Defensive rebound by V. Carter,,52-84,,
4:29.0,B. Udrih makes 2-pt shot from 1 ft (assist by M. Gasol),2,54-84,,
4:29.0,Shooting foul by S. Curry (drawn by B. Udrih),,54-84,,
4:29.0,K. Koufos enters the game for M. Gasol,,54-84,,
4:29.0,,,54-84,,Golden State full timeout
4:29.0,,,54-84,,M. Speights enters the game for F. Ezeli
4:29.0,,,54-84,,A. Iguodala enters the game for H. Barnes
4:29.0,J. Green enters the game for Z. Randolph,,54-84,,
4:29.0,B. Udrih makes free throw 1 of 1,1,55-84,,
4:13.0,,,55-84,,A. Iguodala misses 3-pt shot from 23 ft
4:13.0,,,55-84,,Offensive rebound by Team
4:04.0,,,55-84,,S. Curry misses 3-pt shot from 26 ft
4:02.0,Defensive rebound by J. Green,,55-84,,
3:50.0,J. Green misses 3-pt shot from 23 ft,,55-84,,
3:49.0,,,55-84,,Defensive rebound by K. Thompson
3:43.0,,,55-86,2,A. Iguodala makes 2-pt shot from 1 ft (assist by K. Thompson)
3:22.0,C. Lee misses 2-pt shot from 16 ft,,55-86,,
3:21.0,Offensive rebound by J. Green,,55-86,,
3:19.0,J. Green makes 2-pt shot from 2 ft,2,57-86,,
3:00.0,,,57-88,2,M. Speights makes 2-pt shot from 14 ft (assist by K. Thompson)
2:37.0,Turnover by J. Green (bad pass; steal by S. Curry),,57-88,,
2:31.0,,,57-88,,Turnover by D. Green (bad pass)
2:31.0,N. Calathes enters the game for B. Udrih,,57-88,,
2:31.0,J. Adams enters the game for C. Lee,,57-88,,
2:19.0,V. Carter misses 2-pt shot from 15 ft,,57-88,,
2:18.0,Offensive rebound by Team,,57-88,,
2:18.0,,,57-88,,Loose ball foul by A. Iguodala (drawn by K. Koufos)
2:08.0,J. Adams misses 2-pt shot from 18 ft,,57-88,,
2:07.0,Offensive rebound by J. Green,,57-88,,
1:49.0,V. Carter misses 3-pt shot from 26 ft,,57-88,,
1:48.0,Offensive rebound by K. Koufos,,57-88,,
1:46.0,K. Koufos makes 2-pt shot from 5 ft,2,59-88,,
1:33.0,,,59-88,,Turnover by D. Green (bad pass; steal by J. Adams)
1:26.0,N. Calathes misses 2-pt shot from 1 ft,,59-88,,
1:26.0,Offensive rebound by J. Adams,,59-88,,
1:26.0,,,59-88,,Personal foul by M. Speights (drawn by J. Adams)
1:26.0,J. Adams makes free throw 1 of 2,1,60-88,,
1:26.0,,,60-88,,H. Barnes enters the game for D. Green
1:26.0,,,60-88,,L. Barbosa enters the game for K. Thompson
1:26.0,J. Adams makes free throw 2 of 2,1,61-88,,
1:19.0,,,61-91,3,S. Curry makes 3-pt shot from 25 ft (assist by L. Barbosa)
1:06.0,Turnover by J. Green (bad pass; steal by M. Speights),,61-91,,
0:48.0,,,61-93,2,L. Barbosa makes 2-pt shot from 16 ft (assist by A. Iguodala)
0:37.0,Shooting foul by M. Speights (drawn by V. Carter),,61-93,,
0:37.0,V. Carter makes free throw 1 of 2,1,62-93,,
0:37.0,V. Carter makes free throw 2 of 2,1,63-93,,
0:30.0,,,63-93,,Turnover by S. Curry (lost ball; steal by J. Green)
0:25.0,Shooting foul by L. Barbosa (drawn by J. Adams),,63-93,,
0:25.0,J. Adams makes free throw 1 of 2,1,64-93,,
0:25.0,J. Adams misses free throw 2 of 2,,64-93,,
0:24.0,,,64-93,,Defensive rebound by M. Speights
0:08.0,,,64-93,,Turnover by M. Speights (lost ball; steal by J. Adams)
0:03.0,N. Calathes makes 2-pt shot from 1 ft (assist by J. Adams),2,66-93,,
0:00.0,,,66-93,,S. Curry misses 3-pt shot from 45 ft
0:00.0,,,66-93,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,66-93,,M. Speights misses 3-pt shot from 26 ft
11:36.0,Defensive rebound by V. Carter,,66-93,,
11:19.0,Turnover by N. Calathes (bad pass; steal by A. Iguodala),,66-93,,
11:15.0,,,66-95,2,L. Barbosa makes 2-pt shot from 1 ft (assist by A. Iguodala)
10:55.0,Turnover by N. Calathes (bad pass; steal by S. Livingston),,66-95,,
10:55.0,Personal foul by K. Koufos (drawn by S. Livingston),,66-95,,
10:36.0,,,66-95,,A. Iguodala misses 3-pt shot from 26 ft
10:35.0,Defensive rebound by N. Calathes,,66-95,,
10:17.0,N. Calathes misses 2-pt shot from 16 ft,,66-95,,
10:16.0,,,66-95,,Defensive rebound by Team
10:16.0,R. Smith enters the game for N. Calathes,,66-95,,
9:52.0,,,66-95,,S. Livingston misses 2-pt shot from 14 ft
9:51.0,,,66-95,,Offensive rebound by M. Speights
9:51.0,,,66-95,,Shooting foul by K. Koufos (drawn by M. Speights)
9:51.0,,,66-96,1,M. Speights makes free throw 1 of 2
9:51.0,,,66-97,1,M. Speights makes free throw 2 of 2
9:42.0,V. Carter makes 3-pt shot from 26 ft (assist by R. Smith),3,69-97,,
9:24.0,,,69-97,,Turnover by S. Livingston (bad pass)
9:13.0,K. Koufos misses 2-pt shot from 5 ft (block by H. Barnes),,69-97,,
9:10.0,,,69-97,,Defensive rebound by H. Barnes
8:58.0,,,69-97,,M. Speights misses 2-pt shot from 17 ft
8:57.0,Defensive rebound by J. Green,,69-97,,
8:49.0,R. Smith makes 2-pt shot from 10 ft,2,71-97,,
8:49.0,Shooting foul by L. Barbosa (drawn by R. Smith),,71-97,,
8:49.0,Official timeout,,71-97,,
8:49.0,,,71-97,,D. Lee enters the game for H. Barnes
8:49.0,,,71-97,,F. Ezeli enters the game for M. Speights
8:49.0,J. Leuer enters the game for V. Carter,,71-97,,
8:49.0,J. Stokes enters the game for J. Green,,71-97,,
8:49.0,R. Smith makes free throw 1 of 1,1,72-97,,
8:29.0,,,72-97,,L. Barbosa misses 2-pt shot from 12 ft
8:28.0,Defensive rebound by K. Koufos,,72-97,,
8:10.0,R. Smith makes 2-pt shot from 8 ft,2,74-97,,
7:53.0,,,74-97,,Turnover by S. Livingston (lost ball)
7:42.0,Turnover by R. Smith (bad pass),,74-97,,
7:33.0,,,74-99,2,S. Livingston makes 2-pt shot from 14 ft
7:06.0,R. Smith misses 2-pt shot from 13 ft,,74-99,,
7:04.0,,,74-99,,Defensive rebound by L. Barbosa
6:53.0,,,74-99,,Turnover by D. Lee (bad pass)
6:37.0,K. Koufos misses 2-pt shot from 17 ft,,74-99,,
6:36.0,,,74-99,,Defensive rebound by S. Livingston
6:23.0,,,74-99,,Shooting foul by J. Stokes (drawn by F. Ezeli)
6:23.0,,,74-99,,F. Ezeli misses free throw 1 of 2
6:23.0,,,74-99,,Offensive rebound by Team
6:23.0,,,74-99,,J. Holiday enters the game for A. Iguodala
6:23.0,,,74-100,1,F. Ezeli makes free throw 2 of 2
6:09.0,J. Adams misses 2-pt shot from 1 ft,,74-100,,
6:08.0,Offensive rebound by J. Adams,,74-100,,
6:08.0,J. Adams makes 2-pt shot from 1 ft,2,76-100,,
6:08.0,Shooting foul by D. Lee (drawn by J. Adams),,76-100,,
6:08.0,J. Adams makes free throw 1 of 1,1,77-100,,
5:56.0,,,77-100,,J. Holiday misses 2-pt shot from 19 ft
5:55.0,Defensive rebound by K. Koufos,,77-100,,
5:45.0,R. Smith misses 2-pt shot from 10 ft,,77-100,,
5:45.0,Offensive rebound by Team,,77-100,,
5:45.0,,,77-100,,Loose ball foul by D. Lee (drawn by J. Stokes)
5:45.0,,,77-100,,Golden State full timeout
5:45.0,J. Green enters the game for J. Adams,,77-100,,
5:45.0,,,77-100,,M. Speights enters the game for F. Ezeli
5:28.0,R. Smith makes 2-pt shot at rim,2,79-100,,
5:15.0,,,79-100,,Turnover by J. Holiday (bad pass; steal by J. Stokes)
5:07.0,Turnover by J. Leuer (bad pass; steal by S. Livingston),,79-100,,
4:48.0,,,79-100,,J. Holiday misses 2-pt shot from 20 ft
4:47.0,Defensive rebound by J. Stokes,,79-100,,
4:29.0,J. Leuer makes 2-pt shot from 8 ft (assist by R. Smith),2,81-100,,
4:09.0,,,81-100,,D. Lee misses 2-pt shot from 9 ft (block by K. Koufos)
4:07.0,,,81-100,,Offensive rebound by D. Lee
4:04.0,,,81-100,,L. Barbosa misses 3-pt shot from 27 ft
4:03.0,Defensive rebound by J. Leuer,,81-100,,
3:53.0,J. Stokes misses 2-pt shot from 16 ft,,81-100,,
3:52.0,Offensive rebound by Team,,81-100,,
3:52.0,,,81-100,,Loose ball foul by M. Speights (drawn by K. Koufos)
3:52.0,,,81-100,,B. Rush enters the game for L. Barbosa
3:52.0,J. Adams enters the game for K. Koufos,,81-100,,
3:42.0,J. Stokes makes 2-pt shot from 6 ft (assist by J. Adams),2,83-100,,
3:29.0,,,83-100,,Turnover by M. Speights (bad pass)
3:19.0,J. Adams makes 3-pt shot from 26 ft (assist by R. Smith),3,86-100,,
3:03.0,Personal foul by J. Stokes (drawn by D. Lee),,86-100,,
3:03.0,,,86-101,1,D. Lee makes free throw 1 of 2
3:03.0,,,86-101,,D. Lee misses free throw 2 of 2
2:59.0,Defensive rebound by Team,,86-101,,
2:53.0,J. Stokes makes 2-pt shot at rim,2,88-101,,
2:46.0,Personal foul by R. Smith (drawn by J. Holiday),,88-101,,
2:46.0,Memphis full timeout,,88-101,,
2:46.0,,,88-102,1,J. Holiday makes free throw 1 of 2
2:46.0,,,88-103,1,J. Holiday makes free throw 2 of 2
