time,Philadelphia,pts.away,score,pts.home,Orlando
7:23.0,,,8-7,,K. O'Quinn misses 2-pt shot from 2 ft (block by R. Covington)
7:21.0,,,8-7,,Offensive rebound by E. Payton
7:07.0,,,8-9,2,N. Vucevic makes 2-pt shot from 3 ft (assist by E. Payton)
6:54.0,L. Mbah a Moute misses 3-pt shot from 25 ft,,8-9,,
6:53.0,Offensive rebound by N. Noel,,8-9,,
6:48.0,J. Sampson misses 2-pt shot from 19 ft,,8-9,,
6:47.0,,,8-9,,Defensive rebound by N. Vucevic
6:36.0,,,8-9,,Turnover by T. Harris (lost ball; steal by L. Mbah a Moute)
6:26.0,Turnover by M. Carter-Williams (bad pass),,8-9,,
6:26.0,,,8-9,,Orlando full timeout
6:10.0,,,8-12,3,V. Oladipo makes 3-pt shot from 22 ft (assist by K. O'Quinn)
5:46.0,M. Carter-Williams makes 2-pt shot from 20 ft,2,10-12,,
5:30.0,,,10-12,,Turnover by E. Payton (lost ball; steal by M. Carter-Williams)
5:28.0,Shooting foul by E. Payton (drawn by R. Covington),,10-12,,
5:28.0,R. Covington makes free throw 1 of 2,1,11-12,,
5:28.0,K. McDaniels enters the game for L. Mbah a Moute,,11-12,,
5:28.0,H. Sims enters the game for J. Sampson,,11-12,,
5:28.0,,,11-12,,C. Frye enters the game for K. O'Quinn
5:28.0,,,11-12,,E. Fournier enters the game for V. Oladipo
5:28.0,R. Covington misses free throw 2 of 2,,11-12,,
5:27.0,,,11-12,,Defensive rebound by C. Frye
5:05.0,,,11-14,2,E. Fournier makes 2-pt shot from 21 ft
4:51.0,M. Carter-Williams misses 2-pt shot from 4 ft,,11-14,,
4:50.0,,,11-14,,Defensive rebound by C. Frye
4:40.0,,,11-16,2,C. Frye makes 2-pt shot from 20 ft (assist by E. Payton)
4:19.0,H. Sims misses 3-pt shot from 22 ft,,11-16,,
4:18.0,,,11-16,,Defensive rebound by N. Vucevic
4:01.0,,,11-16,,E. Payton misses 2-pt shot from 7 ft (block by M. Carter-Williams)
4:00.0,Defensive rebound by R. Covington,,11-16,,
3:57.0,R. Covington makes 2-pt shot at rim,2,13-16,,
3:33.0,,,13-16,,N. Vucevic misses 2-pt shot from 6 ft
3:32.0,Defensive rebound by H. Sims,,13-16,,
3:21.0,M. Carter-Williams misses 3-pt shot from 25 ft,,13-16,,
3:21.0,,,13-16,,Defensive rebound by N. Vucevic
3:10.0,,,13-16,,T. Harris misses 2-pt shot from 4 ft
3:09.0,Defensive rebound by R. Covington,,13-16,,
3:08.0,Philadelphia full timeout,,13-16,,
3:08.0,,,13-16,,D. Dedmon enters the game for T. Harris
3:08.0,,,13-16,,L. Ridnour enters the game for N. Vucevic
3:08.0,,,13-16,,B. Gordon enters the game for E. Payton
3:08.0,T. Wroten enters the game for M. Carter-Williams,,13-16,,
2:51.0,R. Covington makes 2-pt shot from 6 ft (assist by H. Sims),2,15-16,,
2:40.0,,,15-16,,Turnover by D. Dedmon (offensive foul)
2:40.0,,,15-16,,Offensive foul by D. Dedmon
2:40.0,J. Grant enters the game for N. Noel,,15-16,,
2:31.0,,,15-16,,Def 3 sec tech foul by C. Frye
2:31.0,H. Sims makes technical free throw,1,16-16,,
2:22.0,R. Covington misses 3-pt shot from 25 ft,,16-16,,
2:22.0,Offensive rebound by H. Sims,,16-16,,
2:22.0,H. Sims makes 2-pt shot at rim,2,18-16,,
2:22.0,Shooting foul by E. Fournier (drawn by H. Sims),,18-16,,
2:22.0,H. Sims makes free throw 1 of 1,1,19-16,,
2:09.0,,,19-16,,Offensive charge foul by E. Fournier
2:09.0,,,19-16,,Turnover by E. Fournier (offensive foul)
2:09.0,M. Carter-Williams enters the game for R. Covington,,19-16,,
1:59.0,Turnover by T. Wroten (lost ball; steal by L. Ridnour),,19-16,,
1:51.0,Personal foul by K. McDaniels (drawn by L. Ridnour),,19-16,,
1:46.0,,,19-18,2,E. Fournier makes 2-pt shot at rim (assist by L. Ridnour)
1:26.0,Turnover by T. Wroten (bad pass),,19-18,,
1:16.0,,,19-18,,Turnover by D. Dedmon (traveling)
0:56.0,T. Wroten misses 3-pt shot from 26 ft,,19-18,,
0:52.0,Offensive rebound by K. McDaniels,,19-18,,
0:52.0,,,19-18,,Personal foul by L. Ridnour (drawn by K. McDaniels)
0:42.0,M. Carter-Williams makes 2-pt shot from 20 ft,2,21-18,,
0:28.0,,,21-18,,L. Ridnour misses 3-pt shot from 23 ft
0:27.0,Defensive rebound by H. Sims,,21-18,,
0:07.0,M. Carter-Williams makes 2-pt shot from 8 ft,2,23-18,,
0:02.0,,,23-18,,Shooting foul by K. McDaniels (drawn by E. Fournier)
0:02.0,,,23-19,1,E. Fournier makes free throw 1 of 3
0:02.0,,,23-20,1,E. Fournier makes free throw 2 of 3
0:02.0,,,23-20,,V. Oladipo enters the game for B. Gordon
0:02.0,,,23-20,,E. Fournier misses free throw 3 of 3
0:00.0,Defensive rebound by K. McDaniels,,23-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Turnover by K. McDaniels (lost ball; steal by C. Frye),,23-20,,
11:33.0,Violation by H. Sims (kicked ball),,23-20,,
11:24.0,,,23-20,,V. Oladipo misses 2-pt shot from 2 ft
11:24.0,Defensive rebound by Team,,23-20,,
10:58.0,T. Wroten misses 2-pt shot from 11 ft,,23-20,,
10:56.0,,,23-20,,Defensive rebound by E. Fournier
10:38.0,,,23-20,,C. Frye misses 2-pt shot from 2 ft
10:37.0,,,23-20,,Offensive rebound by C. Frye
10:35.0,,,23-20,,C. Frye misses 2-pt shot at rim
10:35.0,Defensive rebound by Team,,23-20,,
10:18.0,Shooting foul by C. Frye (drawn by J. Grant),,23-20,,
10:18.0,J. Grant makes free throw 1 of 2,1,24-20,,
10:18.0,N. Noel enters the game for H. Sims,,24-20,,
10:18.0,J. Grant makes free throw 2 of 2,1,25-20,,
10:01.0,,,25-22,2,C. Frye makes 2-pt shot from 22 ft (assist by V. Oladipo)
9:35.0,K. McDaniels misses 2-pt shot from 10 ft,,25-22,,
9:35.0,,,25-22,,Defensive rebound by D. Dedmon
9:23.0,,,25-22,,E. Fournier misses 2-pt shot from 1 ft
9:23.0,Defensive rebound by N. Noel,,25-22,,
9:15.0,J. Grant misses 3-pt shot from 24 ft,,25-22,,
9:14.0,,,25-22,,Defensive rebound by E. Fournier
9:05.0,,,25-22,,L. Ridnour misses 2-pt shot from 5 ft
9:04.0,,,25-22,,Offensive rebound by D. Dedmon
9:04.0,,,25-22,,D. Dedmon misses 2-pt shot from 2 ft
9:04.0,Defensive rebound by Team,,25-22,,
9:04.0,Philadelphia full timeout,,25-22,,
9:04.0,,,25-22,,K. O'Quinn enters the game for D. Dedmon
9:04.0,,,25-22,,E. Payton enters the game for L. Ridnour
9:04.0,R. Covington enters the game for K. McDaniels,,25-22,,
9:04.0,L. Mbah a Moute enters the game for J. Grant,,25-22,,
8:50.0,N. Noel makes 2-pt shot at rim (assist by T. Wroten),2,27-22,,
8:36.0,Personal foul by N. Noel (drawn by K. O'Quinn),,27-22,,
8:36.0,,,27-22,,N. Vucevic enters the game for C. Frye
8:36.0,,,27-22,,T. Harris enters the game for E. Fournier
8:20.0,,,27-22,,V. Oladipo misses 3-pt shot from 25 ft
8:19.0,Defensive rebound by N. Noel,,27-22,,
8:05.0,N. Noel misses 2-pt shot from 13 ft,,27-22,,
8:04.0,,,27-22,,Defensive rebound by N. Vucevic
7:53.0,,,27-25,3,K. O'Quinn makes 3-pt shot from 24 ft (assist by N. Vucevic)
7:32.0,N. Noel misses 2-pt shot from 18 ft,,27-25,,
7:31.0,,,27-25,,Defensive rebound by E. Payton
7:17.0,,,27-27,2,T. Harris makes 2-pt shot from 1 ft (assist by N. Vucevic)
7:05.0,T. Wroten misses 3-pt shot from 26 ft,,27-27,,
7:05.0,,,27-27,,Defensive rebound by Team
6:45.0,,,27-27,,K. O'Quinn misses 3-pt shot from 22 ft
6:44.0,Defensive rebound by N. Noel,,27-27,,
6:34.0,R. Covington misses 3-pt shot from 25 ft,,27-27,,
6:32.0,,,27-27,,Defensive rebound by N. Vucevic
6:22.0,Violation by M. Carter-Williams (kicked ball),,27-27,,
6:08.0,,,27-29,2,T. Harris makes 2-pt shot from 6 ft
5:56.0,Official timeout,,27-29,,
5:54.0,Turnover by L. Mbah a Moute (lost ball),,27-29,,
5:32.0,,,27-29,,V. Oladipo misses 2-pt shot from 19 ft
5:31.0,,,27-29,,Offensive rebound by K. O'Quinn
5:29.0,,,27-31,2,K. O'Quinn makes 2-pt shot from 1 ft
5:11.0,N. Noel misses 2-pt shot from 8 ft,,27-31,,
5:11.0,Offensive rebound by Team,,27-31,,
5:03.0,N. Noel misses 2-pt shot from 1 ft (block by K. O'Quinn),,27-31,,
5:02.0,Offensive rebound by N. Noel,,27-31,,
5:00.0,N. Noel makes 2-pt shot from 1 ft,2,29-31,,
4:50.0,Personal foul by M. Carter-Williams (drawn by E. Payton),,29-31,,
4:50.0,J. Sampson enters the game for M. Carter-Williams,,29-31,,
4:37.0,,,29-33,2,V. Oladipo makes 2-pt shot from 2 ft (assist by K. O'Quinn)
4:25.0,Shooting foul by N. Vucevic (drawn by N. Noel),,29-33,,
4:25.0,N. Noel makes free throw 1 of 2,1,30-33,,
4:25.0,N. Noel makes free throw 2 of 2,1,31-33,,
4:08.0,,,31-33,,T. Harris misses 2-pt shot from 11 ft
4:07.0,,,31-33,,Offensive rebound by N. Vucevic
4:07.0,,,31-35,2,N. Vucevic makes 2-pt shot at rim
3:59.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by T. Wroten),2,33-35,,
3:48.0,,,33-35,,Turnover by K. O'Quinn (offensive foul)
3:48.0,,,33-35,,Offensive foul by K. O'Quinn
3:48.0,H. Sims enters the game for L. Mbah a Moute,,33-35,,
3:38.0,R. Covington misses 2-pt shot from 2 ft (block by K. O'Quinn),,33-35,,
3:36.0,,,33-35,,Defensive rebound by N. Vucevic
3:31.0,,,33-37,2,V. Oladipo makes 2-pt shot at rim (assist by T. Harris)
3:09.0,H. Sims misses 2-pt shot from 18 ft,,33-37,,
3:06.0,,,33-37,,Defensive rebound by V. Oladipo
3:02.0,,,33-37,,Orlando full timeout
2:57.0,,,33-37,,Offensive foul by N. Vucevic
2:57.0,,,33-37,,Turnover by N. Vucevic (offensive foul)
2:36.0,T. Wroten misses 2-pt shot from 8 ft,,33-37,,
2:35.0,Offensive rebound by J. Sampson,,33-37,,
2:35.0,J. Sampson makes 2-pt shot at rim,2,35-37,,
2:08.0,,,35-37,,E. Payton misses 2-pt shot from 14 ft
2:08.0,Defensive rebound by H. Sims,,35-37,,
1:59.0,H. Sims misses 2-pt shot from 18 ft,,35-37,,
1:58.0,,,35-37,,Defensive rebound by N. Vucevic
1:38.0,,,35-37,,T. Harris misses 2-pt shot from 19 ft
1:36.0,Defensive rebound by R. Covington,,35-37,,
1:28.0,N. Noel makes 2-pt shot at rim (assist by T. Wroten),2,37-37,,
1:08.0,,,37-40,3,T. Harris makes 3-pt shot from 22 ft (assist by E. Payton)
1:07.0,Philadelphia full timeout,,37-40,,
1:07.0,,,37-40,,E. Fournier enters the game for E. Payton
1:07.0,M. Carter-Williams enters the game for N. Noel,,37-40,,
1:07.0,J. Grant enters the game for J. Sampson,,37-40,,
0:54.0,Turnover by T. Wroten (bad pass; steal by N. Vucevic),,37-40,,
0:51.0,,,37-40,,Shooting foul by R. Covington (drawn by E. Fournier)
0:51.0,,,37-40,,E. Fournier misses free throw 1 of 2
0:51.0,,,37-40,,Offensive rebound by Team
0:51.0,,,37-40,,E. Fournier misses free throw 2 of 2
0:50.0,Defensive rebound by R. Covington,,37-40,,
0:34.0,Turnover by R. Covington (lost ball; steal by N. Vucevic),,37-40,,
0:30.0,,,37-42,2,T. Harris makes 2-pt shot from 1 ft (assist by V. Oladipo)
0:05.0,J. Grant misses 2-pt shot from 19 ft,,37-42,,
0:04.0,,,37-42,,Defensive rebound by K. O'Quinn
0:00.0,,,37-42,,N. Vucevic misses 2-pt shot from 2 ft
0:00.0,,,37-42,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,N. Noel misses 2-pt shot from 10 ft (block by K. O'Quinn),,37-42,,
11:40.0,,,37-42,,Defensive rebound by E. Payton
11:24.0,,,37-42,,Offensive foul by T. Harris
11:24.0,,,37-42,,Turnover by T. Harris (offensive foul)
11:05.0,Turnover by M. Carter-Williams (lost ball; steal by V. Oladipo),,37-42,,
11:05.0,Personal foul by M. Carter-Williams (drawn by V. Oladipo),,37-42,,
10:47.0,,,37-42,,V. Oladipo misses 3-pt shot from 24 ft
10:46.0,Defensive rebound by M. Carter-Williams,,37-42,,
10:32.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,37-42,,
10:31.0,Offensive rebound by L. Mbah a Moute,,37-42,,
10:28.0,L. Mbah a Moute misses 2-pt shot from 14 ft,,37-42,,
10:27.0,,,37-42,,Defensive rebound by T. Harris
10:18.0,,,37-42,,T. Harris misses 2-pt shot from 9 ft
10:17.0,Defensive rebound by N. Noel,,37-42,,
10:01.0,R. Covington misses 2-pt shot from 2 ft,,37-42,,
10:01.0,Offensive rebound by R. Covington,,37-42,,
9:58.0,L. Mbah a Moute misses 3-pt shot from 24 ft,,37-42,,
9:57.0,,,37-42,,Defensive rebound by V. Oladipo
9:57.0,Loose ball foul by L. Mbah a Moute (drawn by V. Oladipo),,37-42,,
9:47.0,,,37-44,2,V. Oladipo makes 2-pt shot from 19 ft
9:31.0,R. Covington makes 3-pt shot from 24 ft (assist by M. Carter-Williams),3,40-44,,
9:31.0,,,40-44,,Orlando full timeout
9:06.0,,,40-46,2,V. Oladipo makes 2-pt shot from 19 ft
8:48.0,J. Sampson misses 2-pt shot from 5 ft,,40-46,,
8:47.0,,,40-46,,Defensive rebound by K. O'Quinn
8:28.0,,,40-46,,T. Harris misses 3-pt shot from 23 ft
8:28.0,,,40-46,,Offensive rebound by N. Vucevic
8:21.0,,,40-46,,K. O'Quinn misses 2-pt shot from 2 ft
8:21.0,Defensive rebound by N. Noel,,40-46,,
8:14.0,Turnover by N. Noel (bad pass; steal by K. O'Quinn),,40-46,,
8:10.0,,,40-46,,Shooting foul by M. Carter-Williams (drawn by K. O'Quinn)
8:10.0,,,40-46,,K. O'Quinn misses free throw 1 of 2
8:10.0,,,40-46,,Offensive rebound by Team
8:10.0,,,40-47,1,K. O'Quinn makes free throw 2 of 2
7:58.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by R. Covington),2,42-47,,
7:36.0,,,42-47,,E. Payton misses 2-pt shot from 3 ft
7:36.0,,,42-47,,Offensive rebound by N. Vucevic
7:36.0,,,42-49,2,N. Vucevic makes 2-pt shot from 1 ft
7:21.0,Turnover by M. Carter-Williams (bad pass; steal by E. Payton),,42-49,,
7:15.0,,,42-51,2,T. Harris makes 2-pt shot from 1 ft (assist by E. Payton)
7:06.0,R. Covington misses 3-pt shot from 25 ft,,42-51,,
7:05.0,,,42-51,,Defensive rebound by N. Vucevic
6:58.0,,,42-51,,T. Harris misses 3-pt shot from 23 ft
6:57.0,,,42-51,,Offensive rebound by N. Vucevic
6:56.0,,,42-53,2,N. Vucevic makes 2-pt shot from 1 ft
6:56.0,Philadelphia full timeout,,42-53,,
6:34.0,J. Sampson makes 3-pt shot from 25 ft (assist by N. Noel),3,45-53,,
6:16.0,,,45-53,,N. Vucevic misses 2-pt shot from 7 ft
6:16.0,Defensive rebound by R. Covington,,45-53,,
6:04.0,N. Noel misses 2-pt shot from 6 ft,,45-53,,
6:04.0,,,45-53,,Defensive rebound by K. O'Quinn
5:50.0,,,45-53,,V. Oladipo misses 3-pt shot from 25 ft
5:48.0,Defensive rebound by L. Mbah a Moute,,45-53,,
5:37.0,L. Mbah a Moute misses 2-pt shot from 20 ft,,45-53,,
5:37.0,Offensive rebound by R. Covington,,45-53,,
5:31.0,R. Covington misses 3-pt shot from 24 ft,,45-53,,
5:30.0,Offensive rebound by N. Noel,,45-53,,
5:30.0,N. Noel makes 2-pt shot at rim,2,47-53,,
5:14.0,,,47-53,,N. Vucevic misses 2-pt shot from 21 ft
5:13.0,Defensive rebound by M. Carter-Williams,,47-53,,
5:07.0,Shooting foul by V. Oladipo (drawn by M. Carter-Williams),,47-53,,
5:07.0,M. Carter-Williams makes free throw 1 of 2,1,48-53,,
5:07.0,K. McDaniels enters the game for J. Sampson,,48-53,,
5:07.0,,,48-53,,C. Frye enters the game for K. O'Quinn
5:07.0,,,48-53,,E. Fournier enters the game for E. Payton
5:07.0,M. Carter-Williams makes free throw 2 of 2,1,49-53,,
4:54.0,,,49-55,2,V. Oladipo makes 2-pt shot from 20 ft (assist by N. Vucevic)
4:43.0,N. Noel makes 2-pt shot at rim (assist by M. Carter-Williams),2,51-55,,
4:43.0,Shooting foul by E. Fournier (drawn by N. Noel),,51-55,,
4:43.0,N. Noel makes free throw 1 of 1,1,52-55,,
4:30.0,Personal foul by K. McDaniels (drawn by E. Fournier),,52-55,,
4:30.0,J. Grant enters the game for L. Mbah a Moute,,52-55,,
4:18.0,,,52-55,,N. Vucevic misses 2-pt shot from 5 ft (block by N. Noel)
4:17.0,Defensive rebound by K. McDaniels,,52-55,,
4:01.0,M. Carter-Williams misses 2-pt shot from 17 ft,,52-55,,
4:01.0,,,52-55,,Defensive rebound by N. Vucevic
3:48.0,H. Sims enters the game for N. Noel,,52-55,,
3:48.0,T. Wroten enters the game for M. Carter-Williams,,52-55,,
3:45.0,,,52-55,,T. Harris misses 2-pt shot from 19 ft
3:45.0,Defensive rebound by H. Sims,,52-55,,
3:27.0,R. Covington misses 2-pt shot from 7 ft,,52-55,,
3:25.0,Offensive rebound by H. Sims,,52-55,,
3:25.0,H. Sims misses 2-pt shot at rim,,52-55,,
3:23.0,Offensive rebound by K. McDaniels,,52-55,,
3:22.0,K. McDaniels makes 2-pt shot from 5 ft,2,54-55,,
3:06.0,,,54-55,,T. Harris misses 3-pt shot from 23 ft
3:05.0,Defensive rebound by H. Sims,,54-55,,
2:45.0,H. Sims misses 2-pt shot from 15 ft,,54-55,,
2:45.0,,,54-55,,Defensive rebound by N. Vucevic
2:30.0,,,54-55,,Turnover by V. Oladipo (bad pass; steal by J. Grant)
2:27.0,J. Grant makes 2-pt shot at rim (assist by T. Wroten),2,56-55,,
2:02.0,,,56-58,3,E. Fournier makes 3-pt shot from 25 ft (assist by N. Vucevic)
1:46.0,K. McDaniels misses 3-pt shot from 26 ft,,56-58,,
1:44.0,Offensive rebound by J. Grant,,56-58,,
1:39.0,T. Wroten misses 3-pt shot from 25 ft,,56-58,,
1:39.0,,,56-58,,Defensive rebound by N. Vucevic
1:31.0,,,56-58,,Shooting foul by K. McDaniels (drawn by N. Vucevic)
1:31.0,,,56-59,1,N. Vucevic makes free throw 1 of 2
1:31.0,,,56-59,,E. Payton enters the game for T. Harris
1:31.0,,,56-59,,M. Harkless enters the game for V. Oladipo
1:31.0,,,56-60,1,N. Vucevic makes free throw 2 of 2
1:19.0,Shooting foul by M. Harkless (drawn by T. Wroten),,56-60,,
1:19.0,T. Wroten makes free throw 1 of 2,1,57-60,,
1:19.0,,,57-60,,K. O'Quinn enters the game for N. Vucevic
1:19.0,T. Wroten misses free throw 2 of 2,,57-60,,
1:18.0,,,57-60,,Defensive rebound by M. Harkless
1:04.0,,,57-60,,E. Payton misses 2-pt shot at rim (block by J. Grant)
1:03.0,Defensive rebound by J. Grant,,57-60,,
0:59.0,K. McDaniels makes 2-pt shot from 1 ft,2,59-60,,
0:44.0,,,59-60,,E. Fournier misses 3-pt shot from 24 ft
0:43.0,Defensive rebound by T. Wroten,,59-60,,
0:36.0,H. Sims makes 2-pt shot from 9 ft (assist by T. Wroten),2,61-60,,
0:30.0,,,61-60,,E. Fournier misses 2-pt shot from 2 ft
0:29.0,Defensive rebound by R. Covington,,61-60,,
0:09.0,,,61-60,,Personal foul by E. Payton (drawn by T. Wroten)
0:09.0,T. Wroten makes free throw 1 of 2,1,62-60,,
0:09.0,J. Sampson enters the game for H. Sims,,62-60,,
0:09.0,L. Mbah a Moute enters the game for K. McDaniels,,62-60,,
0:09.0,T. Wroten misses free throw 2 of 2,,62-60,,
0:09.0,Offensive rebound by Team,,62-60,,
0:07.0,,,62-60,,Loose ball foul by C. Frye (drawn by J. Grant)
0:07.0,J. Grant makes free throw 1 of 2,1,63-60,,
0:07.0,J. Grant makes free throw 2 of 2,1,64-60,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Violation by M. Carter-Williams (kicked ball),,64-60,,
11:40.0,,,64-60,,Turnover by K. O'Quinn (bad pass; steal by T. Wroten)
11:38.0,,,64-60,,Personal foul by C. Frye (drawn by K. McDaniels)
11:36.0,Turnover by M. Carter-Williams (traveling),,64-60,,
11:25.0,,,64-60,,E. Fournier misses 2-pt shot from 2 ft
11:24.0,Defensive rebound by H. Sims,,64-60,,
11:19.0,K. McDaniels makes 3-pt shot from 25 ft (assist by T. Wroten),3,67-60,,
11:18.0,,,67-60,,Orlando full timeout
11:07.0,,,67-60,,E. Fournier misses 3-pt shot from 25 ft
11:07.0,Defensive rebound by H. Sims,,67-60,,
10:50.0,T. Wroten misses 3-pt shot from 25 ft,,67-60,,
10:49.0,,,67-60,,Defensive rebound by E. Payton
10:42.0,,,67-60,,E. Payton misses 2-pt shot from 1 ft (block by K. McDaniels)
10:42.0,Defensive rebound by H. Sims,,67-60,,
10:31.0,T. Wroten misses 2-pt shot from 5 ft,,67-60,,
10:30.0,Offensive rebound by H. Sims,,67-60,,
10:24.0,H. Sims makes 2-pt shot from 1 ft,2,69-60,,
10:10.0,,,69-60,,M. Harkless misses 3-pt shot from 26 ft
10:10.0,,,69-60,,Offensive rebound by K. O'Quinn
10:10.0,Personal foul by K. McDaniels (drawn by K. O'Quinn),,69-60,,
10:10.0,,,69-60,,V. Oladipo enters the game for E. Payton
10:10.0,,,69-60,,T. Harris enters the game for M. Harkless
10:10.0,R. Covington enters the game for K. McDaniels,,69-60,,
9:54.0,,,69-60,,Turnover by E. Fournier (lost ball; steal by T. Wroten)
9:48.0,H. Sims misses 3-pt shot from 25 ft,,69-60,,
9:47.0,,,69-60,,Defensive rebound by V. Oladipo
9:43.0,,,69-60,,Turnover by V. Oladipo (lost ball; steal by T. Wroten)
9:38.0,H. Sims makes 2-pt shot at rim (assist by M. Carter-Williams),2,71-60,,
9:27.0,Personal foul by M. Carter-Williams (drawn by C. Frye),,71-60,,
9:27.0,,,71-60,,N. Vucevic enters the game for K. O'Quinn
9:23.0,,,71-60,,Shooting foul by H. Sims (drawn by E. Fournier)
9:23.0,,,71-61,1,E. Fournier makes free throw 1 of 2
9:23.0,,,71-61,,E. Fournier misses free throw 2 of 2
9:21.0,Defensive rebound by H. Sims,,71-61,,
8:59.0,J. Grant misses 2-pt shot from 2 ft (block by C. Frye),,71-61,,
8:58.0,,,71-61,,Defensive rebound by N. Vucevic
8:54.0,,,71-64,3,E. Fournier makes 3-pt shot from 22 ft (assist by V. Oladipo)
8:38.0,H. Sims makes 2-pt shot from 19 ft (assist by M. Carter-Williams),2,73-64,,
8:22.0,,,73-64,,Turnover by E. Fournier (lost ball; steal by R. Covington)
8:16.0,M. Carter-Williams makes 2-pt shot from 1 ft (assist by R. Covington),2,75-64,,
7:59.0,,,75-64,,Shooting foul by H. Sims (drawn by N. Vucevic)
7:59.0,,,75-64,,N. Vucevic misses free throw 1 of 2
7:59.0,,,75-64,,Offensive rebound by Team
7:59.0,,,75-64,,E. Payton enters the game for C. Frye
7:59.0,,,75-64,,N. Vucevic misses free throw 2 of 2
7:58.0,Defensive rebound by M. Carter-Williams,,75-64,,
7:43.0,,,75-64,,Personal foul by V. Oladipo (drawn by R. Covington)
7:43.0,L. Mbah a Moute enters the game for J. Grant,,75-64,,
7:27.0,M. Carter-Williams makes 3-pt shot from 25 ft (assist by H. Sims),3,78-64,,
7:05.0,,,78-66,2,N. Vucevic makes 2-pt shot from 17 ft (assist by E. Payton)
6:53.0,Turnover by M. Carter-Williams (bad pass; steal by V. Oladipo),,78-66,,
6:48.0,,,78-68,2,V. Oladipo makes 2-pt shot at rim
6:40.0,,,78-68,,Personal foul by E. Payton (drawn by T. Wroten)
6:40.0,N. Noel enters the game for H. Sims,,78-68,,
6:31.0,M. Carter-Williams misses 2-pt shot from 5 ft,,78-68,,
6:30.0,Offensive rebound by N. Noel,,78-68,,
6:21.0,T. Wroten makes 2-pt shot from 6 ft (assist by M. Carter-Williams),2,80-68,,
6:21.0,Shooting foul by E. Payton (drawn by T. Wroten),,80-68,,
6:21.0,T. Wroten makes free throw 1 of 1,1,81-68,,
6:09.0,,,81-68,,T. Harris misses 2-pt shot from 1 ft (block by R. Covington)
6:08.0,,,81-68,,Offensive rebound by T. Harris
6:08.0,,,81-70,2,T. Harris makes 2-pt shot from 1 ft
