time,Atlanta,pts.away,score,pts.home,Cleveland
11:30.0,K. Bazemore makes free throw 1 of 2,1,50-48,,
11:30.0,K. Bazemore makes free throw 2 of 2,1,51-48,,
11:17.0,,,51-48,,Shooting foul by P. Millsap (drawn by T. Mozgov)
11:17.0,,,51-49,1,T. Mozgov makes free throw 1 of 2
11:17.0,,,51-50,1,T. Mozgov makes free throw 2 of 2
11:07.0,Turnover by K. Bazemore (bad pass),,51-50,,
10:49.0,,,51-52,2,L. James makes 2-pt shot at rim
10:29.0,M. Muscala misses 2-pt shot from 6 ft (block by T. Mozgov),,51-52,,
10:29.0,,,51-52,,Defensive rebound by Team
10:12.0,,,51-52,,L. James misses 3-pt shot from 26 ft
10:11.0,,,51-52,,Offensive rebound by T. Thompson
10:07.0,,,51-54,2,T. Thompson makes 2-pt shot from 2 ft
9:49.0,P. Millsap makes 3-pt shot from 26 ft (assist by K. Bazemore),3,54-54,,
9:34.0,,,54-54,,T. Thompson misses 2-pt shot from 5 ft
9:33.0,Defensive rebound by J. Teague,,54-54,,
9:20.0,J. Teague misses 2-pt shot from 8 ft,,54-54,,
9:19.0,,,54-54,,Defensive rebound by L. James
9:11.0,,,54-57,3,I. Shumpert makes 3-pt shot from 25 ft (assist by L. James)
8:57.0,P. Millsap makes 2-pt shot at rim (assist by M. Muscala),2,56-57,,
8:29.0,,,56-59,2,T. Mozgov makes 2-pt shot from 11 ft (assist by L. James)
8:17.0,M. Muscala misses 2-pt shot from 16 ft,,56-59,,
8:16.0,,,56-59,,Defensive rebound by T. Thompson
8:01.0,,,56-59,,I. Shumpert misses 2-pt shot from 13 ft
8:00.0,,,56-59,,Offensive rebound by L. James
7:57.0,,,56-61,2,L. James makes 2-pt shot from 1 ft
7:41.0,M. Scott enters the game for M. Muscala,,56-61,,
7:33.0,,,56-61,,Violation by T. Mozgov (def goaltending)
7:33.0,J. Teague makes 2-pt shot from 1 ft,2,58-61,,
7:13.0,,,58-63,2,T. Thompson makes 2-pt shot from 6 ft (assist by L. James)
7:04.0,Turnover by P. Millsap (lost ball; steal by L. James),,58-63,,
7:04.0,Personal foul by P. Millsap (drawn by L. James),,58-63,,
6:56.0,Personal foul by D. Carroll (drawn by L. James),,58-63,,
6:45.0,Violation by P. Millsap (def goaltending),,58-63,,
6:45.0,,,58-65,2,L. James makes 2-pt shot from 1 ft
6:45.0,Atlanta full timeout,,58-65,,
6:45.0,S. Mack enters the game for K. Bazemore,,58-65,,
6:28.0,M. Scott makes 2-pt shot from 17 ft (assist by S. Mack),2,60-65,,
6:09.0,,,60-67,2,T. Mozgov makes 2-pt shot from 1 ft (assist by L. James)
5:52.0,D. Carroll makes 3-pt shot from 23 ft (assist by M. Scott),3,63-67,,
5:29.0,,,63-67,,I. Shumpert misses 3-pt shot from 24 ft
5:28.0,Defensive rebound by S. Mack,,63-67,,
5:11.0,M. Scott makes 2-pt shot from 7 ft (assist by D. Carroll),2,65-67,,
4:46.0,,,65-67,,L. James misses 2-pt shot from 18 ft
4:43.0,Defensive rebound by J. Teague,,65-67,,
4:39.0,D. Carroll misses 3-pt shot from 26 ft,,65-67,,
4:37.0,Offensive rebound by M. Scott,,65-67,,
4:34.0,M. Scott misses 3-pt shot from 26 ft,,65-67,,
4:33.0,,,65-67,,Defensive rebound by I. Shumpert
4:19.0,,,65-67,,M. Dellavedova misses 3-pt shot from 26 ft
4:18.0,Defensive rebound by M. Scott,,65-67,,
4:10.0,S. Mack makes 2-pt shot from 18 ft,2,67-67,,
3:50.0,,,67-70,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by L. James)
3:37.0,M. Scott misses 3-pt shot from 24 ft,,67-70,,
3:36.0,,,67-70,,Defensive rebound by L. James
3:24.0,,,67-70,,L. James misses 2-pt shot from 5 ft (block by J. Teague)
3:20.0,,,67-70,,Offensive rebound by L. James
3:19.0,,,67-72,2,L. James makes 2-pt shot from 1 ft
3:17.0,J. Teague misses 2-pt shot from 5 ft,,67-72,,
3:17.0,Offensive rebound by Team,,67-72,,
3:17.0,,,67-72,,Loose ball foul by T. Mozgov (drawn by D. Carroll)
3:17.0,K. Bazemore enters the game for J. Teague,,67-72,,
3:17.0,,,67-72,,J. Jones enters the game for T. Mozgov
3:17.0,,,67-72,,J. Smith enters the game for M. Dellavedova
3:07.0,K. Bazemore misses 2-pt shot from 11 ft,,67-72,,
3:06.0,,,67-72,,Defensive rebound by I. Shumpert
2:54.0,,,67-74,2,I. Shumpert makes 2-pt shot from 20 ft (assist by L. James)
2:43.0,K. Bazemore misses 2-pt shot from 7 ft,,67-74,,
2:41.0,,,67-74,,Defensive rebound by L. James
2:34.0,,,67-74,,J. Smith misses 2-pt shot from 16 ft
2:33.0,Defensive rebound by S. Mack,,67-74,,
2:24.0,P. Millsap makes 2-pt shot from 1 ft (assist by S. Mack),2,69-74,,
2:23.0,,,69-74,,Cleveland full timeout
2:23.0,M. Muscala enters the game for D. Carroll,,69-74,,
2:04.0,,,69-76,2,L. James makes 2-pt shot from 18 ft (assist by J. Jones)
1:51.0,P. Millsap makes 2-pt shot at rim,2,71-76,,
1:30.0,,,71-76,,Shooting foul by M. Muscala (drawn by L. James)
1:30.0,,,71-76,,L. James misses free throw 1 of 2
1:30.0,,,71-76,,Offensive rebound by Team
1:30.0,,,71-76,,M. Dellavedova enters the game for I. Shumpert
1:30.0,,,71-77,1,L. James makes free throw 2 of 2
1:18.0,P. Millsap misses 3-pt shot from 26 ft,,71-77,,
1:18.0,Offensive rebound by Team,,71-77,,
1:18.0,,,71-77,,Loose ball foul by J. Jones (drawn by M. Muscala)
1:11.0,S. Mack misses 2-pt shot from 17 ft,,71-77,,
1:10.0,,,71-77,,Defensive rebound by J. Smith
1:00.0,,,71-79,2,L. James makes 2-pt shot at rim
0:54.0,K. Bazemore misses 2-pt shot from 3 ft (block by T. Thompson),,71-79,,
0:54.0,Offensive rebound by M. Scott,,71-79,,
0:54.0,M. Scott makes 2-pt shot from 1 ft,2,73-79,,
0:47.0,,,73-79,,T. Thompson misses 2-pt shot from 4 ft
0:47.0,,,73-79,,Offensive rebound by L. James
0:47.0,,,73-81,2,L. James makes 2-pt shot from 1 ft
0:35.0,S. Mack makes 3-pt shot from 26 ft,3,76-81,,
0:13.0,,,76-81,,L. James misses 2-pt shot from 1 ft
0:12.0,Defensive rebound by Team,,76-81,,
0:12.0,,,76-81,,Loose ball foul by J. Smith (drawn by K. Bazemore)
0:12.0,K. Bazemore misses free throw 1 of 2,,76-81,,
0:12.0,Offensive rebound by Team,,76-81,,
0:12.0,D. Carroll enters the game for M. Scott,,76-81,,
0:12.0,K. Bazemore misses free throw 2 of 2,,76-81,,
0:10.0,,,76-81,,Defensive rebound by J. Smith
0:02.0,,,76-81,,J. Smith misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by S. Mack,,76-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Shooting foul by T. Thompson (drawn by P. Millsap),,76-81,,
11:41.0,P. Millsap makes free throw 1 of 2,1,77-81,,
11:41.0,P. Millsap makes free throw 2 of 2,1,78-81,,
11:24.0,,,78-84,3,J. Jones makes 3-pt shot from 24 ft (assist by T. Thompson)
11:16.0,S. Mack misses 3-pt shot from 27 ft,,78-84,,
11:13.0,,,78-84,,Defensive rebound by J. Smith
11:08.0,,,78-84,,Shooting foul by P. Millsap (drawn by J. Smith)
11:08.0,,,78-85,1,J. Smith makes free throw 1 of 2
11:08.0,M. Scott enters the game for M. Muscala,,78-85,,
11:08.0,,,78-86,1,J. Smith makes free throw 2 of 2
10:51.0,J. Teague misses 2-pt shot from 5 ft,,78-86,,
10:50.0,,,78-86,,Defensive rebound by T. Thompson
10:39.0,,,78-88,2,T. Thompson makes 2-pt shot at rim (assist by J. Smith)
10:31.0,,,78-88,,Personal foul by J. Jones (drawn by K. Bazemore)
10:24.0,Offensive foul by P. Millsap,,78-88,,
10:24.0,Turnover by P. Millsap (offensive foul),,78-88,,
10:13.0,,,78-88,,Turnover by M. Dellavedova (lost ball; steal by J. Teague)
10:08.0,S. Mack makes 2-pt shot at rim (assist by J. Teague),2,80-88,,
9:50.0,,,80-88,,I. Shumpert misses 2-pt shot from 8 ft
9:50.0,Defensive rebound by Team,,80-88,,
9:50.0,M. Muscala enters the game for P. Millsap,,80-88,,
9:50.0,D. Carroll enters the game for S. Mack,,80-88,,
9:36.0,Shooting foul by I. Shumpert (drawn by J. Teague),,80-88,,
9:36.0,J. Teague makes free throw 1 of 2,1,81-88,,
9:36.0,,,81-88,,L. James enters the game for J. Jones
9:36.0,J. Teague makes free throw 2 of 2,1,82-88,,
9:16.0,,,82-88,,Shooting foul by D. Carroll (drawn by L. James)
9:16.0,,,82-89,1,L. James makes free throw 1 of 2
9:16.0,,,82-90,1,L. James makes free throw 2 of 2
9:10.0,J. Teague makes 2-pt shot from 1 ft,2,84-90,,
8:49.0,,,84-93,3,I. Shumpert makes 3-pt shot from 23 ft (assist by M. Dellavedova)
8:40.0,J. Teague misses 3-pt shot from 25 ft,,84-93,,
8:39.0,,,84-93,,Defensive rebound by T. Thompson
8:19.0,,,84-93,,L. James misses 2-pt shot from 9 ft
8:18.0,,,84-93,,Offensive rebound by J. Smith
8:07.0,Personal foul by M. Scott (drawn by L. James),,84-93,,
8:07.0,Official timeout,,84-93,,
8:07.0,S. Mack enters the game for K. Bazemore,,84-93,,
8:07.0,P. Millsap enters the game for M. Muscala,,84-93,,
7:55.0,,,84-93,,L. James misses 2-pt shot from 19 ft
7:54.0,Defensive rebound by J. Teague,,84-93,,
7:42.0,,,84-93,,Violation by J. Smith (kicked ball)
7:30.0,J. Teague makes 2-pt shot from 6 ft,2,86-93,,
7:15.0,,,86-93,,Turnover by J. Smith (lost ball; steal by D. Carroll)
7:10.0,Shooting foul by J. Smith (drawn by M. Scott),,86-93,,
7:10.0,M. Scott makes free throw 1 of 2,1,87-93,,
7:10.0,M. Scott makes free throw 2 of 2,1,88-93,,
6:58.0,,,88-93,,M. Dellavedova misses 2-pt shot from 5 ft
6:57.0,,,88-93,,Offensive rebound by M. Dellavedova
6:44.0,,,88-93,,Offensive foul by T. Thompson
6:44.0,,,88-93,,Turnover by T. Thompson (offensive foul)
6:31.0,,,88-93,,Personal foul by M. Dellavedova (drawn by P. Millsap)
6:31.0,P. Millsap makes free throw 1 of 2,1,89-93,,
6:31.0,P. Millsap makes free throw 2 of 2,1,90-93,,
6:21.0,,,90-95,2,L. James makes 2-pt shot at rim
6:09.0,Shooting foul by T. Thompson (drawn by P. Millsap),,90-95,,
6:09.0,P. Millsap makes free throw 1 of 3,1,91-95,,
6:09.0,P. Millsap makes free throw 2 of 3,1,92-95,,
6:09.0,K. Bazemore enters the game for J. Teague,,92-95,,
6:09.0,,,92-95,,J. Jones enters the game for T. Thompson
6:09.0,P. Millsap makes free throw 3 of 3,1,93-95,,
5:57.0,,,93-95,,J. Smith misses 3-pt shot from 23 ft
5:55.0,Defensive rebound by P. Millsap,,93-95,,
5:42.0,P. Millsap misses 2-pt shot from 8 ft,,93-95,,
5:41.0,,,93-95,,Defensive rebound by L. James
5:36.0,,,93-95,,M. Dellavedova misses 3-pt shot from 24 ft
5:36.0,Defensive rebound by Team,,93-95,,
5:36.0,,,93-95,,Loose ball foul by L. James (drawn by K. Bazemore)
5:36.0,,,93-95,,Cleveland full timeout
5:36.0,K. Bazemore makes free throw 1 of 2,1,94-95,,
5:36.0,K. Bazemore makes free throw 2 of 2,1,95-95,,
5:23.0,,,95-95,,I. Shumpert misses 3-pt shot from 24 ft
5:22.0,Defensive rebound by M. Scott,,95-95,,
5:06.0,P. Millsap misses 2-pt shot from 8 ft,,95-95,,
5:02.0,Offensive rebound by Team,,95-95,,
4:59.0,J. Teague enters the game for S. Mack,,95-95,,
4:51.0,J. Teague misses 2-pt shot from 7 ft,,95-95,,
4:46.0,,,95-95,,Defensive rebound by L. James
4:37.0,,,95-95,,Turnover by L. James (bad pass; steal by D. Carroll)
