time,Golden State,pts.away,score,pts.home,Phoenix
5:10.0,,,14-9,,M. Morris misses 2-pt shot from 13 ft
5:08.0,Defensive rebound by A. Bogut,,14-9,,
5:03.0,S. Curry makes 3-pt shot from 25 ft (assist by A. Bogut),3,17-9,,
4:46.0,,,17-12,3,B. Knight makes 3-pt shot from 25 ft (assist by M. Morris)
4:30.0,A. Iguodala misses 3-pt shot from 24 ft,,17-12,,
4:27.0,,,17-12,,Defensive rebound by A. Len
4:20.0,,,17-12,,B. Knight misses 2-pt shot from 12 ft
4:18.0,Defensive rebound by A. Iguodala,,17-12,,
4:16.0,Turnover by A. Iguodala (bad pass),,17-12,,
4:16.0,,,17-12,,G. Green enters the game for B. Knight
4:06.0,Personal foul by S. Curry (drawn by E. Bledsoe),,17-12,,
3:58.0,,,17-12,,Shooting foul by A. Bogut (drawn by A. Len)
3:58.0,,,17-13,1,A. Len makes free throw 1 of 2
3:58.0,,,17-14,1,A. Len makes free throw 2 of 2
3:38.0,D. Green misses 3-pt shot from 24 ft,,17-14,,
3:36.0,,,17-14,,Defensive rebound by A. Len
3:26.0,,,17-14,,Turnover by M. Morris (bad pass; steal by A. Iguodala)
3:20.0,K. Thompson makes 2-pt shot from 1 ft,2,19-14,,
3:20.0,Shooting foul by M. Morris (drawn by K. Thompson),,19-14,,
3:20.0,F. Ezeli enters the game for A. Bogut,,19-14,,
3:20.0,,,19-14,,M. Morris enters the game for M. Morris
3:20.0,,,19-14,,B. Wright enters the game for A. Len
3:20.0,K. Thompson makes free throw 1 of 1,1,20-14,,
3:12.0,,,20-14,,Shooting foul by A. Iguodala (drawn by G. Green)
3:12.0,,,20-14,,G. Green misses free throw 1 of 2
3:12.0,,,20-14,,Offensive rebound by Team
3:12.0,L. Barbosa enters the game for K. Thompson,,20-14,,
3:12.0,,,20-14,,G. Green misses free throw 2 of 2
3:11.0,Defensive rebound by F. Ezeli,,20-14,,
2:58.0,S. Curry misses 3-pt shot from 25 ft,,20-14,,
2:57.0,,,20-14,,Defensive rebound by Team
2:57.0,Golden State full timeout,,20-14,,
2:37.0,,,20-14,,G. Green misses 2-pt shot from 14 ft
2:34.0,Defensive rebound by F. Ezeli,,20-14,,
2:12.0,L. Barbosa misses 2-pt shot from 2 ft,,20-14,,
2:12.0,,,20-14,,Defensive rebound by Team
2:03.0,,,20-17,3,E. Bledsoe makes 3-pt shot from 24 ft
1:57.0,F. Ezeli makes 2-pt shot at rim (assist by S. Curry),2,22-17,,
1:57.0,Shooting foul by B. Wright (drawn by F. Ezeli),,22-17,,
1:57.0,F. Ezeli makes free throw 1 of 1,1,23-17,,
1:36.0,,,23-17,,Turnover by E. Bledsoe (bad pass; steal by D. Green)
1:33.0,Turnover by D. Green (bad pass; steal by E. Bledsoe),,23-17,,
1:27.0,,,23-17,,G. Green misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by Team,,23-17,,
1:14.0,L. Barbosa misses 2-pt shot from 2 ft,,23-17,,
1:13.0,Offensive rebound by Team,,23-17,,
1:07.0,D. Green misses 2-pt shot from 4 ft,,23-17,,
1:05.0,Offensive rebound by F. Ezeli,,23-17,,
1:05.0,F. Ezeli misses 2-pt shot from 1 ft,,23-17,,
1:03.0,,,23-17,,Defensive rebound by M. Morris
0:51.0,,,23-17,,M. Morris misses 2-pt shot from 10 ft
0:49.0,Defensive rebound by A. Iguodala,,23-17,,
0:43.0,Turnover by A. Iguodala (bad pass; steal by B. Wright),,23-17,,
0:37.0,,,23-17,,Turnover by G. Green (bad pass)
0:30.0,S. Curry misses 2-pt shot from 17 ft,,23-17,,
0:28.0,,,23-17,,Defensive rebound by M. Morris
0:07.0,,,23-19,2,E. Bledsoe makes 2-pt shot from 1 ft
0:00.0,S. Curry makes 2-pt shot from 2 ft,2,25-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,S. Livingston misses 2-pt shot from 16 ft,,25-19,,
11:34.0,,,25-19,,Defensive rebound by Team
11:16.0,,,25-19,,E. Bledsoe misses 2-pt shot from 18 ft
11:14.0,Defensive rebound by F. Ezeli,,25-19,,
10:56.0,F. Ezeli misses 2-pt shot from 10 ft,,25-19,,
10:52.0,,,25-19,,Defensive rebound by T. Warren
10:41.0,,,25-21,2,G. Green makes 2-pt shot from 16 ft
10:18.0,L. Barbosa misses 2-pt shot from 21 ft,,25-21,,
10:15.0,,,25-21,,Defensive rebound by M. Morris
10:10.0,,,25-21,,E. Bledsoe misses 2-pt shot from 17 ft
10:06.0,Defensive rebound by F. Ezeli,,25-21,,
9:55.0,Turnover by F. Ezeli (bad pass; steal by E. Bledsoe),,25-21,,
9:51.0,Personal foul by F. Ezeli (drawn by M. Morris),,25-21,,
9:51.0,K. Thompson enters the game for L. Barbosa,,25-21,,
9:51.0,,,25-21,,B. Knight enters the game for E. Bledsoe
9:51.0,M. Speights enters the game for F. Ezeli,,25-21,,
9:38.0,,,25-21,,M. Morris misses 2-pt shot from 16 ft
9:36.0,Defensive rebound by M. Speights,,25-21,,
9:33.0,A. Iguodala makes 2-pt shot at rim (assist by S. Livingston),2,27-21,,
9:13.0,,,27-21,,B. Wright misses 2-pt shot from 1 ft
9:11.0,Defensive rebound by S. Livingston,,27-21,,
9:05.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Livingston),3,30-21,,
8:49.0,,,30-21,,B. Wright misses 2-pt shot from 8 ft
8:47.0,Defensive rebound by A. Iguodala,,30-21,,
8:42.0,A. Iguodala makes 2-pt shot from 15 ft,2,32-21,,
8:34.0,,,32-21,,Phoenix full timeout
8:34.0,,,32-21,,M. Morris enters the game for B. Wright
8:27.0,,,32-23,2,B. Knight makes 2-pt shot from 7 ft
8:11.0,K. Thompson misses 2-pt shot from 6 ft,,32-23,,
8:08.0,Offensive rebound by H. Barnes,,32-23,,
7:57.0,S. Livingston makes 2-pt shot from 1 ft (assist by M. Speights),2,34-23,,
7:36.0,,,34-23,,G. Green misses 2-pt shot from 5 ft
7:33.0,,,34-23,,Offensive rebound by T. Warren
7:18.0,,,34-25,2,M. Morris makes 2-pt shot from 14 ft (assist by G. Green)
7:04.0,K. Thompson makes 2-pt shot from 1 ft,2,36-25,,
6:54.0,,,36-27,2,B. Knight makes 2-pt shot from 1 ft
6:54.0,Shooting block foul by S. Livingston (drawn by B. Knight),,36-27,,
6:54.0,,,36-27,,P. Tucker enters the game for G. Green
6:54.0,,,36-28,1,B. Knight makes free throw 1 of 1
6:39.0,,,36-28,,Personal foul by M. Morris (drawn by H. Barnes)
6:39.0,,,36-28,,A. Len enters the game for M. Morris
6:33.0,M. Speights misses 2-pt shot from 18 ft,,36-28,,
6:32.0,,,36-28,,Defensive rebound by A. Len
6:27.0,Violation by K. Thompson (kicked ball),,36-28,,
6:18.0,,,36-31,3,B. Knight makes 3-pt shot from 27 ft (assist by M. Morris)
6:02.0,S. Livingston makes 2-pt shot at rim (assist by M. Speights),2,38-31,,
5:48.0,,,38-31,,B. Knight misses 2-pt shot from 17 ft
5:46.0,Defensive rebound by M. Speights,,38-31,,
5:40.0,K. Thompson misses 3-pt shot from 24 ft,,38-31,,
5:37.0,,,38-31,,Defensive rebound by M. Morris
5:29.0,,,38-33,2,T. Warren makes 2-pt shot from 8 ft
5:23.0,Golden State full timeout,,38-33,,
5:23.0,S. Curry enters the game for A. Iguodala,,38-33,,
5:23.0,D. Green enters the game for M. Speights,,38-33,,
5:10.0,K. Thompson misses 2-pt shot from 4 ft,,38-33,,
5:08.0,,,38-33,,Defensive rebound by A. Len
5:00.0,,,38-33,,P. Tucker misses 3-pt shot from 23 ft
4:59.0,Defensive rebound by K. Thompson,,38-33,,
4:51.0,Turnover by K. Thompson (bad pass; steal by B. Knight),,38-33,,
4:50.0,Personal take foul by S. Livingston (drawn by B. Knight),,38-33,,
4:28.0,,,38-33,,M. Morris misses 3-pt shot from 25 ft
4:27.0,,,38-33,,Offensive rebound by Team
4:17.0,,,38-33,,Shooting foul by D. Green (drawn by A. Len)
4:17.0,,,38-33,,Phoenix full timeout
4:17.0,,,38-33,,E. Bledsoe enters the game for B. Knight
4:17.0,,,38-34,1,A. Len makes free throw 1 of 2
4:17.0,,,38-35,1,A. Len makes free throw 2 of 2
3:59.0,D. Green makes 2-pt shot from 14 ft,2,40-35,,
3:39.0,,,40-35,,T. Warren misses 2-pt shot from 13 ft
3:35.0,Defensive rebound by D. Green,,40-35,,
3:16.0,H. Barnes misses 2-pt shot from 10 ft,,40-35,,
3:13.0,Offensive rebound by D. Green,,40-35,,
3:13.0,Shooting foul by M. Morris (drawn by H. Barnes),,40-35,,
3:13.0,H. Barnes makes free throw 1 of 2,1,41-35,,
3:13.0,H. Barnes makes free throw 2 of 2,1,42-35,,
2:53.0,Personal foul by S. Curry (drawn by E. Bledsoe),,42-35,,
2:53.0,Official timeout,,42-35,,
2:53.0,A. Iguodala enters the game for H. Barnes,,42-35,,
2:53.0,,,42-36,1,E. Bledsoe makes free throw 1 of 2
2:53.0,,,42-37,1,E. Bledsoe makes free throw 2 of 2
2:36.0,D. Green misses 3-pt shot from 25 ft,,42-37,,
2:34.0,Offensive rebound by S. Curry,,42-37,,
2:32.0,S. Curry misses 3-pt shot from 25 ft,,42-37,,
2:30.0,,,42-37,,Defensive rebound by A. Len
2:23.0,,,42-37,,Turnover by E. Bledsoe (bad pass; steal by D. Green)
2:16.0,S. Livingston makes 2-pt shot from 5 ft (assist by S. Curry),2,44-37,,
2:02.0,,,44-37,,Turnover by E. Bledsoe (bad pass)
1:55.0,S. Curry makes 2-pt shot from 1 ft,2,46-37,,
1:40.0,,,46-37,,M. Morris misses 2-pt shot from 17 ft
1:38.0,,,46-37,,Offensive rebound by P. Tucker
1:37.0,,,46-37,,P. Tucker misses 2-pt shot from 5 ft (block by S. Livingston)
1:37.0,,,46-37,,Offensive rebound by P. Tucker
1:37.0,Personal foul by S. Livingston (drawn by P. Tucker),,46-37,,
1:37.0,,,46-37,,P. Tucker misses free throw 1 of 2
1:37.0,,,46-37,,Offensive rebound by Team
1:37.0,H. Barnes enters the game for S. Livingston,,46-37,,
1:37.0,,,46-38,1,P. Tucker makes free throw 2 of 2
1:32.0,Turnover by S. Curry (bad pass; steal by M. Morris),,46-38,,
1:26.0,,,46-41,3,E. Bledsoe makes 3-pt shot from 26 ft (assist by M. Morris)
1:11.0,D. Green misses 2-pt shot from 3 ft,,46-41,,
1:08.0,,,46-41,,Defensive rebound by A. Len
1:04.0,,,46-43,2,T. Warren makes 2-pt shot from 1 ft (assist by E. Bledsoe)
1:04.0,,,46-43,,Shooting foul by H. Barnes (drawn by T. Warren)
1:04.0,,,46-44,1,T. Warren makes free throw 1 of 1
0:46.0,Turnover by S. Curry (lost ball; steal by P. Tucker),,46-44,,
0:44.0,,,46-46,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by T. Warren)
0:30.0,S. Curry misses 3-pt shot from 25 ft,,46-46,,
0:28.0,,,46-46,,Defensive rebound by M. Morris
0:06.0,,,46-46,,E. Bledsoe misses 2-pt shot from 21 ft
0:04.0,Defensive rebound by A. Iguodala,,46-46,,
0:00.0,K. Thompson misses 2-pt shot from 21 ft,,46-46,,
0:00.0,Offensive rebound by Team,,46-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,D. Green misses 2-pt shot from 2 ft (block by A. Len),,46-46,,
11:36.0,,,46-46,,Defensive rebound by M. Morris
11:29.0,,,46-46,,M. Morris misses 3-pt shot from 24 ft
11:27.0,Defensive rebound by A. Bogut,,46-46,,
11:21.0,H. Barnes misses 3-pt shot from 23 ft,,46-46,,
11:18.0,,,46-46,,Defensive rebound by M. Morris
10:58.0,,,46-46,,A. Len misses 2-pt shot from 11 ft
10:56.0,Defensive rebound by D. Green,,46-46,,
10:48.0,D. Green makes 3-pt shot from 24 ft (assist by K. Thompson),3,49-46,,
10:32.0,,,49-46,,Shooting foul by D. Green (drawn by M. Morris)
10:32.0,,,49-47,1,M. Morris makes free throw 1 of 2
10:32.0,,,49-48,1,M. Morris makes free throw 2 of 2
10:16.0,Turnover by K. Thompson (bad pass; steal by M. Morris),,49-48,,
10:10.0,,,49-48,,E. Bledsoe misses 2-pt shot from 1 ft
10:07.0,Defensive rebound by S. Curry,,49-48,,
10:03.0,H. Barnes makes 2-pt shot from 2 ft (assist by S. Curry),2,51-48,,
9:44.0,,,51-48,,M. Morris misses 2-pt shot from 17 ft
9:42.0,Defensive rebound by A. Bogut,,51-48,,
9:33.0,K. Thompson makes 2-pt shot from 21 ft,2,53-48,,
9:15.0,,,53-50,2,A. Len makes 2-pt shot at rim (assist by E. Bledsoe)
9:03.0,S. Curry misses 3-pt shot from 26 ft,,53-50,,
9:02.0,,,53-50,,Defensive rebound by A. Len
8:52.0,Personal foul by A. Bogut (drawn by A. Len),,53-50,,
8:49.0,Personal foul by A. Bogut (drawn by E. Bledsoe),,53-50,,
8:49.0,,,53-51,1,E. Bledsoe makes free throw 1 of 2
8:49.0,,,53-52,1,E. Bledsoe makes free throw 2 of 2
8:37.0,S. Curry makes 3-pt shot from 24 ft (assist by K. Thompson),3,56-52,,
8:16.0,,,56-52,,Turnover by M. Morris (bad pass; steal by S. Curry)
8:13.0,S. Curry makes 2-pt shot at rim,2,58-52,,
7:54.0,Personal foul by K. Thompson (drawn by E. Bledsoe),,58-52,,
7:42.0,Personal foul by S. Curry (drawn by E. Bledsoe),,58-52,,
7:42.0,,,58-53,1,E. Bledsoe makes free throw 1 of 2
7:42.0,,,58-53,,E. Bledsoe misses free throw 2 of 2
7:41.0,Defensive rebound by D. Green,,58-53,,
7:34.0,S. Curry makes 2-pt shot from 21 ft,2,60-53,,
7:22.0,,,60-53,,Offensive foul by A. Len
7:22.0,,,60-53,,Turnover by A. Len (offensive foul)
6:59.0,,,60-53,,Loose ball foul by A. Len (drawn by A. Bogut)
6:54.0,Shooting foul by A. Len (drawn by D. Green),,60-53,,
6:54.0,D. Green makes free throw 1 of 2,1,61-53,,
6:54.0,D. Green makes free throw 2 of 2,1,62-53,,
6:44.0,,,62-53,,Turnover by E. Bledsoe (bad pass; steal by S. Curry)
6:42.0,,,62-53,,Personal foul by E. Bledsoe (drawn by S. Curry)
6:29.0,,,62-53,,Personal foul by P. Tucker (drawn by S. Curry)
6:14.0,H. Barnes misses 2-pt shot from 2 ft,,62-53,,
6:13.0,,,62-53,,Defensive rebound by M. Morris
6:01.0,,,62-55,2,A. Len makes 2-pt shot at rim (assist by M. Morris)
5:51.0,,,62-55,,Personal foul by E. Bledsoe (drawn by D. Green)
5:51.0,,,62-55,,Phoenix full timeout
5:51.0,,,62-55,,G. Green enters the game for M. Morris
5:51.0,D. Green misses free throw 1 of 2,,62-55,,
5:51.0,Offensive rebound by Team,,62-55,,
5:51.0,D. Green makes free throw 2 of 2,1,63-55,,
5:30.0,,,63-55,,M. Morris misses 3-pt shot from 25 ft
5:29.0,Defensive rebound by Team,,63-55,,
5:17.0,D. Green makes 3-pt shot from 25 ft (assist by A. Bogut),3,66-55,,
5:00.0,,,66-55,,Turnover by A. Len (bad pass)
4:54.0,H. Barnes misses 3-pt shot from 22 ft,,66-55,,
4:52.0,Offensive rebound by D. Green,,66-55,,
4:52.0,D. Green misses 2-pt shot from 2 ft,,66-55,,
4:50.0,,,66-55,,Defensive rebound by E. Bledsoe
4:45.0,,,66-55,,P. Tucker misses 2-pt shot from 2 ft
4:41.0,Defensive rebound by D. Green,,66-55,,
4:37.0,,,66-55,,Personal foul by M. Morris (drawn by K. Thompson)
4:37.0,K. Thompson makes free throw 1 of 2,1,67-55,,
4:37.0,A. Iguodala enters the game for H. Barnes,,67-55,,
4:37.0,K. Thompson makes free throw 2 of 2,1,68-55,,
4:20.0,,,68-55,,M. Morris misses 2-pt shot from 9 ft (block by D. Green)
4:17.0,Defensive rebound by D. Green,,68-55,,
4:09.0,S. Curry misses 2-pt shot from 2 ft,,68-55,,
4:07.0,Offensive rebound by A. Bogut,,68-55,,
4:04.0,Offensive foul by A. Bogut,,68-55,,
4:04.0,Turnover by A. Bogut (offensive foul),,68-55,,
4:04.0,,,68-55,,T. Warren enters the game for A. Len
4:04.0,F. Ezeli enters the game for A. Bogut,,68-55,,
3:49.0,,,68-55,,G. Green misses 3-pt shot from 23 ft
3:47.0,Defensive rebound by A. Iguodala,,68-55,,
3:39.0,Turnover by S. Curry (lost ball; steal by M. Morris),,68-55,,
3:32.0,,,68-55,,Turnover by G. Green (bad pass; steal by A. Iguodala)
3:16.0,S. Curry makes 3-pt shot from 24 ft,3,71-55,,
2:53.0,,,71-57,2,P. Tucker makes 2-pt shot from 2 ft
2:41.0,,,71-57,,Violation by T. Warren (kicked ball)
2:41.0,Golden State full timeout,,71-57,,
2:41.0,S. Livingston enters the game for S. Curry,,71-57,,
2:36.0,,,71-57,,Personal foul by G. Green (drawn by K. Thompson)
2:36.0,K. Thompson makes free throw 1 of 2,1,72-57,,
2:36.0,K. Thompson makes free throw 2 of 2,1,73-57,,
2:18.0,,,73-57,,M. Morris misses 2-pt shot from 11 ft
2:15.0,Defensive rebound by K. Thompson,,73-57,,
2:08.0,K. Thompson misses 3-pt shot from 25 ft,,73-57,,
2:07.0,,,73-57,,Defensive rebound by Team
1:51.0,,,73-57,,G. Green misses 2-pt shot from 17 ft
1:49.0,Defensive rebound by F. Ezeli,,73-57,,
1:41.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Livingston),3,76-57,,
1:28.0,,,76-57,,E. Bledsoe misses 3-pt shot from 24 ft
1:25.0,Defensive rebound by A. Iguodala,,76-57,,
1:08.0,Turnover by D. Green (bad pass),,76-57,,
1:08.0,,,76-57,,A. Goodwin enters the game for E. Bledsoe
1:08.0,,,76-57,,B. Wright enters the game for M. Morris
0:48.0,,,76-57,,Turnover by P. Tucker (bad pass; steal by A. Iguodala)
0:45.0,Offensive foul by A. Iguodala,,76-57,,
0:45.0,Turnover by A. Iguodala (offensive foul),,76-57,,
0:31.0,,,76-59,2,T. Warren makes 2-pt shot from 2 ft (assist by A. Goodwin)
0:10.0,K. Thompson misses 3-pt shot from 25 ft,,76-59,,
0:09.0,,,76-59,,Defensive rebound by Team
0:01.0,,,76-59,,B. Wright misses 2-pt shot from 2 ft (block by A. Iguodala)
0:00.0,,,76-59,,Offensive rebound by B. Wright
0:00.0,,,76-61,2,B. Wright makes 2-pt shot from 2 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,76-61,,T. Warren misses 2-pt shot from 8 ft
11:45.0,Defensive rebound by F. Ezeli,,76-61,,
11:29.0,Turnover by S. Livingston (step out of bounds),,76-61,,
11:18.0,,,76-63,2,T. Warren makes 2-pt shot from 1 ft (assist by G. Green)
11:03.0,S. Curry misses 2-pt shot from 19 ft,,76-63,,
10:59.0,,,76-63,,Defensive rebound by P. Tucker
10:57.0,,,76-63,,Shooting foul by H. Barnes (drawn by A. Goodwin)
10:57.0,,,76-64,1,A. Goodwin makes free throw 1 of 2
10:57.0,,,76-65,1,A. Goodwin makes free throw 2 of 2
10:44.0,H. Barnes misses 2-pt shot from 19 ft,,76-65,,
10:42.0,,,76-65,,Defensive rebound by A. Goodwin
10:29.0,,,76-65,,B. Wright misses 2-pt shot from 6 ft
10:27.0,,,76-65,,Offensive rebound by P. Tucker
10:27.0,,,76-67,2,P. Tucker makes 2-pt shot at rim
10:19.0,S. Curry misses 2-pt shot from 15 ft,,76-67,,
10:17.0,,,76-67,,Defensive rebound by G. Green
9:57.0,,,76-67,,A. Goodwin misses 2-pt shot from 17 ft
9:55.0,Defensive rebound by A. Iguodala,,76-67,,
9:42.0,H. Barnes makes 2-pt shot from 1 ft,2,78-67,,
9:42.0,Shooting foul by B. Wright (drawn by H. Barnes),,78-67,,
9:42.0,H. Barnes makes free throw 1 of 1,1,79-67,,
9:23.0,,,79-67,,A. Goodwin misses 2-pt shot from 5 ft (block by F. Ezeli)
9:23.0,,,79-67,,Offensive rebound by Team
9:23.0,A. Bogut enters the game for F. Ezeli,,79-67,,
9:20.0,,,79-67,,T. Warren misses 2-pt shot from 10 ft
9:18.0,Defensive rebound by A. Bogut,,79-67,,
9:15.0,Shooting foul by B. Wright (drawn by S. Livingston),,79-67,,
9:15.0,S. Livingston makes free throw 1 of 2,1,80-67,,
9:15.0,,,80-67,,E. Bledsoe enters the game for G. Green
9:15.0,,,80-67,,M. Morris enters the game for P. Tucker
9:15.0,S. Livingston misses free throw 2 of 2,,80-67,,
9:14.0,,,80-67,,Defensive rebound by B. Wright
8:55.0,,,80-67,,B. Wright misses 2-pt shot from 3 ft (block by A. Iguodala)
8:53.0,Defensive rebound by A. Bogut,,80-67,,
8:51.0,,,80-67,,Shooting block foul by A. Goodwin (drawn by S. Curry)
8:51.0,Official timeout,,80-67,,
8:51.0,S. Curry misses free throw 1 of 2,,80-67,,
8:51.0,Offensive rebound by Team,,80-67,,
8:51.0,S. Curry makes free throw 2 of 2,1,81-67,,
8:37.0,,,81-67,,Turnover by M. Morris (traveling)
8:15.0,S. Curry makes 3-pt shot from 25 ft,3,84-67,,
7:59.0,,,84-69,2,T. Warren makes 2-pt shot from 2 ft (assist by E. Bledsoe)
7:37.0,Offensive foul by A. Iguodala,,84-69,,
7:37.0,Turnover by A. Iguodala (offensive foul),,84-69,,
7:37.0,,,84-69,,A. Len enters the game for B. Wright
7:37.0,,,84-69,,M. Morris enters the game for A. Goodwin
7:29.0,,,84-71,2,E. Bledsoe makes 2-pt shot from 16 ft
7:16.0,S. Livingston misses 2-pt shot from 12 ft,,84-71,,
7:14.0,,,84-71,,Defensive rebound by A. Len
7:08.0,,,84-71,,Turnover by A. Len (offensive foul)
7:08.0,,,84-71,,Offensive foul by A. Len
7:08.0,D. Green enters the game for H. Barnes,,84-71,,
6:55.0,D. Green misses 2-pt shot from 19 ft,,84-71,,
6:54.0,Offensive rebound by S. Curry,,84-71,,
6:47.0,S. Curry makes 3-pt shot from 24 ft,3,87-71,,
6:16.0,,,87-73,2,E. Bledsoe makes 2-pt shot from 18 ft
5:54.0,D. Green misses 2-pt shot from 1 ft,,87-73,,
5:52.0,,,87-73,,Defensive rebound by A. Len
5:47.0,,,87-73,,T. Warren misses 2-pt shot from 1 ft (block by S. Livingston)
5:46.0,Defensive rebound by S. Livingston,,87-73,,
5:41.0,Shooting foul by E. Bledsoe (drawn by A. Iguodala),,87-73,,
5:41.0,,,87-73,,Phoenix full timeout
5:41.0,A. Iguodala misses free throw 1 of 2,,87-73,,
5:41.0,Offensive rebound by Team,,87-73,,
5:41.0,A. Iguodala makes free throw 2 of 2,1,88-73,,
5:24.0,,,88-73,,Turnover by T. Warren (bad pass; steal by S. Curry)
5:20.0,S. Curry makes 2-pt shot from 1 ft,2,90-73,,
4:57.0,,,90-73,,M. Morris misses 2-pt shot from 10 ft
4:54.0,Defensive rebound by D. Green,,90-73,,
4:38.0,S. Curry misses 3-pt shot from 24 ft,,90-73,,
4:36.0,,,90-73,,Defensive rebound by A. Len
4:28.0,Violation by D. Green (kicked ball),,90-73,,
4:28.0,,,90-73,,P. Tucker enters the game for T. Warren
4:21.0,,,90-73,,M. Morris misses 2-pt shot from 16 ft
4:20.0,Defensive rebound by S. Curry,,90-73,,
4:00.0,Turnover by D. Green (bad pass; steal by M. Morris),,90-73,,
3:53.0,,,90-73,,Turnover by E. Bledsoe (lost ball; steal by S. Curry)
3:42.0,S. Curry makes 3-pt shot from 26 ft,3,93-73,,
3:17.0,,,93-73,,Turnover by A. Len (bad pass; steal by D. Green)
2:57.0,S. Curry makes 3-pt shot from 23 ft (assist by S. Livingston),3,96-73,,
2:56.0,,,96-73,,Phoenix full timeout
2:56.0,Golden State full timeout,,96-73,,
2:56.0,,,96-73,,E. Barron enters the game for P. Tucker
2:56.0,,,96-73,,B. Wright enters the game for M. Morris
2:56.0,,,96-73,,A. Goodwin enters the game for A. Len
2:56.0,,,96-73,,M. Thornton enters the game for E. Bledsoe
2:56.0,,,96-73,,R. Bullock enters the game for M. Morris
2:56.0,F. Ezeli enters the game for D. Green,,96-73,,
