time,Miami,pts.away,score,pts.home,Chicago
5:53.0,,,12-9,,J. Noah misses 2-pt shot from 1 ft
5:51.0,Defensive rebound by C. Andersen,,12-9,,
5:46.0,M. Chalmers makes 2-pt shot from 1 ft (assist by C. Andersen),2,14-9,,
5:29.0,,,14-11,2,D. Rose makes 2-pt shot from 2 ft
5:14.0,L. Deng makes 2-pt shot from 7 ft,2,16-11,,
4:59.0,,,16-11,,J. Noah misses 2-pt shot from 20 ft
4:58.0,Defensive rebound by L. Deng,,16-11,,
4:48.0,,,16-11,,Personal foul by J. Noah (drawn by C. Bosh)
4:48.0,,,16-11,,Chicago full timeout
4:48.0,,,16-11,,T. Gibson enters the game for J. Noah
4:48.0,S. Napier enters the game for M. Chalmers,,16-11,,
4:48.0,H. Whiteside enters the game for C. Andersen,,16-11,,
4:37.0,C. Bosh makes 2-pt shot from 14 ft,2,18-11,,
4:18.0,,,18-11,,D. Rose misses 2-pt shot from 3 ft
4:17.0,Defensive rebound by L. Deng,,18-11,,
4:08.0,H. Whiteside misses 2-pt shot from 1 ft,,18-11,,
4:07.0,,,18-11,,Defensive rebound by P. Gasol
4:07.0,Personal foul by H. Whiteside (drawn by P. Gasol),,18-11,,
4:07.0,,,18-11,,K. Hinrich enters the game for D. Rose
3:43.0,,,18-11,,T. Gibson misses 2-pt shot from 2 ft (block by H. Whiteside)
3:42.0,Defensive rebound by L. Deng,,18-11,,
3:25.0,D. Wade misses 2-pt shot from 12 ft,,18-11,,
3:24.0,,,18-11,,Defensive rebound by J. Butler
3:20.0,,,18-13,2,J. Butler makes 2-pt shot from 3 ft
3:20.0,,,18-13,,Shooting foul by C. Bosh (drawn by J. Butler)
3:20.0,M. Chalmers enters the game for D. Wade,,18-13,,
3:20.0,,,18-14,1,J. Butler makes free throw 1 of 1
3:07.0,C. Bosh misses 2-pt shot from 21 ft,,18-14,,
3:06.0,,,18-14,,Defensive rebound by K. Hinrich
2:51.0,,,18-16,2,P. Gasol makes 2-pt shot from 18 ft (assist by J. Butler)
2:47.0,Miami full timeout,,18-16,,
2:47.0,,,18-16,,A. Brooks enters the game for J. Butler
2:35.0,L. Deng misses 2-pt shot from 3 ft (block by T. Snell),,18-16,,
2:33.0,Offensive rebound by C. Bosh,,18-16,,
2:30.0,C. Bosh makes 2-pt shot from 17 ft,2,20-16,,
2:10.0,,,20-18,2,P. Gasol makes 2-pt shot from 7 ft (assist by T. Gibson)
1:47.0,L. Deng misses 2-pt shot from 17 ft,,20-18,,
1:45.0,,,20-18,,Defensive rebound by K. Hinrich
1:30.0,,,20-20,2,K. Hinrich makes 2-pt shot from 2 ft (assist by P. Gasol)
1:05.0,M. Chalmers misses 2-pt shot from 2 ft,,20-20,,
1:04.0,Offensive rebound by H. Whiteside,,20-20,,
1:02.0,H. Whiteside makes 2-pt shot from 2 ft,2,22-20,,
0:50.0,,,22-20,,T. Gibson misses 2-pt shot from 3 ft (block by H. Whiteside)
0:48.0,Defensive rebound by S. Napier,,22-20,,
0:42.0,M. Chalmers makes 3-pt shot from 22 ft (assist by C. Bosh),3,25-20,,
0:28.0,,,25-20,,A. Brooks misses 2-pt shot from 1 ft (block by H. Whiteside)
0:26.0,Defensive rebound by H. Whiteside,,25-20,,
0:22.0,Shooting foul by T. Snell (drawn by L. Deng),,25-20,,
0:22.0,L. Deng misses free throw 1 of 2,,25-20,,
0:22.0,Offensive rebound by Team,,25-20,,
0:22.0,U. Haslem enters the game for C. Bosh,,25-20,,
0:22.0,L. Deng makes free throw 2 of 2,1,26-20,,
0:01.0,,,26-20,,P. Gasol misses 3-pt shot from 22 ft
0:00.0,Defensive rebound by H. Whiteside,,26-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,26-20,,N. Mirotic misses 3-pt shot from 25 ft
11:41.0,Defensive rebound by H. Whiteside,,26-20,,
11:32.0,D. Wade misses 2-pt shot from 16 ft,,26-20,,
11:31.0,,,26-20,,Defensive rebound by A. Brooks
11:26.0,,,26-20,,Turnover by A. Brooks (bad pass; steal by S. Williams)
11:08.0,Shooting foul by A. Brooks (drawn by M. Chalmers),,26-20,,
11:08.0,M. Chalmers makes free throw 1 of 2,1,27-20,,
11:08.0,,,27-20,,J. Butler enters the game for T. Snell
11:08.0,M. Chalmers makes free throw 2 of 2,1,28-20,,
10:43.0,,,28-20,,J. Butler misses 2-pt shot from 6 ft (block by H. Whiteside)
10:43.0,,,28-20,,Offensive rebound by J. Butler
10:42.0,,,28-20,,Turnover by Team (shot clock)
10:26.0,Turnover by D. Wade (lost ball),,28-20,,
10:08.0,,,28-20,,N. Mirotic misses 2-pt shot at rim (block by H. Whiteside)
10:06.0,Defensive rebound by D. Wade,,28-20,,
10:00.0,H. Whiteside makes 2-pt shot at rim (assist by D. Wade),2,30-20,,
9:40.0,,,30-20,,Shooting foul by H. Whiteside (drawn by T. Gibson)
9:40.0,,,30-21,1,T. Gibson makes free throw 1 of 2
9:40.0,C. Andersen enters the game for H. Whiteside,,30-21,,
9:40.0,,,30-22,1,T. Gibson makes free throw 2 of 2
9:29.0,S. Williams misses 3-pt shot from 23 ft,,30-22,,
9:28.0,,,30-22,,Defensive rebound by A. Brooks
9:12.0,,,30-22,,T. Gibson misses 2-pt shot from 1 ft
9:10.0,Defensive rebound by S. Williams,,30-22,,
8:59.0,M. Chalmers misses 3-pt shot from 26 ft,,30-22,,
8:58.0,Offensive rebound by S. Williams,,30-22,,
8:58.0,S. Williams makes 2-pt shot at rim,2,32-22,,
8:46.0,,,32-25,3,A. Brooks makes 3-pt shot from 26 ft
8:29.0,S. Williams misses 3-pt shot from 24 ft,,32-25,,
8:28.0,,,32-25,,Defensive rebound by T. Gibson
8:14.0,,,32-25,,N. Mirotic misses 2-pt shot from 10 ft
8:13.0,,,32-25,,Offensive rebound by T. Gibson
8:13.0,,,32-25,,Shooting foul by S. Napier (drawn by T. Gibson)
8:13.0,,,32-25,,Chicago full timeout
8:13.0,,,32-25,,T. Gibson misses free throw 1 of 2
8:13.0,,,32-25,,Offensive rebound by Team
8:13.0,,,32-26,1,T. Gibson makes free throw 2 of 2
7:55.0,Shooting foul by T. Gibson (drawn by D. Wade),,32-26,,
7:55.0,D. Wade makes free throw 1 of 2,1,33-26,,
7:55.0,D. Wade makes free throw 2 of 2,1,34-26,,
7:38.0,,,34-26,,N. Mirotic misses 2-pt shot from 16 ft
7:37.0,Defensive rebound by M. Chalmers,,34-26,,
7:28.0,M. Chalmers makes 2-pt shot from 7 ft,2,36-26,,
7:17.0,,,36-26,,Turnover by A. Brooks (lost ball)
6:52.0,Turnover by D. Wade (bad pass; steal by J. Butler),,36-26,,
6:46.0,,,36-29,3,N. Mirotic makes 3-pt shot from 23 ft (assist by K. Hinrich)
6:35.0,Miami full timeout,,36-29,,
6:35.0,,,36-29,,D. Rose enters the game for T. Gibson
6:35.0,,,36-29,,J. Noah enters the game for K. Hinrich
6:35.0,L. Deng enters the game for M. Chalmers,,36-29,,
6:35.0,C. Bosh enters the game for S. Williams,,36-29,,
6:21.0,C. Bosh misses 3-pt shot from 25 ft,,36-29,,
6:20.0,,,36-29,,Defensive rebound by D. Rose
6:10.0,,,36-31,2,D. Rose makes 2-pt shot from 15 ft
5:54.0,D. Wade makes 2-pt shot from 15 ft,2,38-31,,
5:37.0,,,38-34,3,A. Brooks makes 3-pt shot from 25 ft (assist by D. Rose)
5:20.0,Shooting foul by J. Noah (drawn by L. Deng),,38-34,,
5:20.0,L. Deng makes free throw 1 of 2,1,39-34,,
5:20.0,,,39-34,,P. Gasol enters the game for N. Mirotic
5:20.0,,,39-34,,T. Snell enters the game for A. Brooks
5:20.0,L. Deng makes free throw 2 of 2,1,40-34,,
5:05.0,,,40-34,,T. Snell misses 2-pt shot from 5 ft
5:04.0,Defensive rebound by S. Napier,,40-34,,
4:45.0,Shooting foul by T. Snell (drawn by L. Deng),,40-34,,
4:45.0,L. Deng makes free throw 1 of 2,1,41-34,,
4:45.0,,,41-34,,K. Hinrich enters the game for T. Snell
4:45.0,M. Chalmers enters the game for D. Wade,,41-34,,
4:45.0,L. Deng makes free throw 2 of 2,1,42-34,,
4:36.0,,,42-34,,Turnover by D. Rose (bad pass; steal by M. Chalmers)
4:19.0,S. Napier misses 2-pt shot from 8 ft,,42-34,,
4:18.0,,,42-34,,Defensive rebound by P. Gasol
4:09.0,,,42-34,,P. Gasol misses 2-pt shot from 8 ft
4:07.0,Defensive rebound by C. Andersen,,42-34,,
4:03.0,C. Bosh makes 2-pt shot from 1 ft (assist by M. Chalmers),2,44-34,,
3:42.0,,,44-34,,J. Butler misses 3-pt shot from 25 ft
3:41.0,,,44-34,,Offensive rebound by J. Noah
3:41.0,,,44-34,,J. Noah misses 2-pt shot from 1 ft
3:39.0,,,44-34,,Offensive rebound by J. Noah
3:39.0,,,44-34,,J. Noah misses 2-pt shot from 2 ft
3:38.0,,,44-34,,Offensive rebound by P. Gasol
3:38.0,,,44-34,,P. Gasol misses 2-pt shot from 1 ft
3:37.0,Defensive rebound by M. Chalmers,,44-34,,
3:30.0,L. Deng misses 3-pt shot from 26 ft,,44-34,,
3:29.0,,,44-34,,Defensive rebound by J. Noah
3:23.0,,,44-34,,D. Rose misses 2-pt shot from 3 ft
3:22.0,,,44-34,,Offensive rebound by P. Gasol
3:22.0,,,44-36,2,P. Gasol makes 2-pt shot at rim
2:55.0,L. Deng makes 2-pt shot from 1 ft (assist by C. Andersen),2,46-36,,
2:29.0,,,46-36,,Turnover by Team (shot clock)
2:29.0,,,46-36,,Chicago full timeout
2:29.0,U. Haslem enters the game for C. Andersen,,46-36,,
2:29.0,D. Wade enters the game for S. Napier,,46-36,,
2:11.0,D. Wade misses 2-pt shot from 15 ft,,46-36,,
2:09.0,,,46-36,,Defensive rebound by K. Hinrich
1:46.0,,,46-36,,K. Hinrich misses 3-pt shot from 23 ft
1:45.0,Defensive rebound by U. Haslem,,46-36,,
1:30.0,,,46-36,,Personal foul by D. Rose (drawn by D. Wade)
1:30.0,D. Wade makes free throw 1 of 2,1,47-36,,
1:30.0,D. Wade makes free throw 2 of 2,1,48-36,,
1:19.0,,,48-36,,D. Rose misses 3-pt shot from 24 ft
1:18.0,Defensive rebound by U. Haslem,,48-36,,
1:09.0,M. Chalmers misses 2-pt shot from 8 ft,,48-36,,
1:07.0,Offensive rebound by L. Deng,,48-36,,
1:07.0,L. Deng misses 2-pt shot from 3 ft,,48-36,,
1:06.0,,,48-36,,Defensive rebound by P. Gasol
1:01.0,,,48-36,,Shooting foul by D. Wade (drawn by J. Noah)
1:01.0,,,48-37,1,J. Noah makes free throw 1 of 2
1:01.0,,,48-38,1,J. Noah makes free throw 2 of 2
0:50.0,Turnover by C. Bosh (bad pass; steal by K. Hinrich),,48-38,,
0:43.0,,,48-38,,K. Hinrich misses 2-pt shot from 12 ft
0:42.0,Defensive rebound by U. Haslem,,48-38,,
0:26.0,D. Wade misses 2-pt shot from 1 ft,,48-38,,
0:25.0,,,48-38,,Defensive rebound by P. Gasol
0:04.0,,,48-38,,K. Hinrich misses 2-pt shot from 21 ft
0:03.0,Defensive rebound by M. Chalmers,,48-38,,
0:00.0,M. Chalmers misses 3-pt shot from 41 ft,,48-38,,
0:00.0,Offensive rebound by Team,,48-38,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,48-38,,P. Gasol misses 2-pt shot from 12 ft
11:43.0,Defensive rebound by C. Bosh,,48-38,,
11:22.0,C. Bosh makes 2-pt shot from 7 ft,2,50-38,,
11:07.0,,,50-38,,J. Butler misses 3-pt shot from 25 ft
11:06.0,Defensive rebound by C. Andersen,,50-38,,
10:57.0,D. Wade misses 2-pt shot from 20 ft,,50-38,,
10:55.0,Offensive rebound by D. Wade,,50-38,,
10:55.0,D. Wade makes 2-pt shot from 3 ft,2,52-38,,
10:36.0,,,52-40,2,T. Snell makes 2-pt shot from 5 ft (assist by D. Rose)
10:10.0,Turnover by L. Deng (bad pass),,52-40,,
10:00.0,,,52-40,,D. Rose misses 3-pt shot from 25 ft
9:59.0,,,52-40,,Offensive rebound by P. Gasol
9:55.0,,,52-40,,T. Snell misses 3-pt shot from 24 ft
9:54.0,Defensive rebound by C. Andersen,,52-40,,
9:42.0,L. Deng misses 2-pt shot from 3 ft,,52-40,,
9:41.0,,,52-40,,Defensive rebound by P. Gasol
9:35.0,,,52-42,2,J. Noah makes 2-pt shot from 2 ft (assist by T. Snell)
9:15.0,L. Deng makes 2-pt shot from 2 ft (assist by D. Wade),2,54-42,,
9:15.0,Shooting foul by T. Snell (drawn by L. Deng),,54-42,,
9:15.0,L. Deng misses free throw 1 of 1,,54-42,,
9:14.0,,,54-42,,Defensive rebound by P. Gasol
8:54.0,,,54-44,2,D. Rose makes 2-pt shot from 4 ft
8:37.0,Turnover by M. Chalmers (bad pass; steal by T. Snell),,54-44,,
8:26.0,,,54-46,2,D. Rose makes 2-pt shot from 2 ft (assist by J. Noah)
8:25.0,Miami full timeout,,54-46,,
8:12.0,C. Bosh makes 2-pt shot at rim (assist by L. Deng),2,56-46,,
7:53.0,,,56-46,,Turnover by P. Gasol (lost ball; steal by M. Chalmers)
7:48.0,L. Deng makes 2-pt shot from 2 ft (assist by M. Chalmers),2,58-46,,
7:33.0,,,58-46,,T. Snell misses 3-pt shot from 24 ft
7:31.0,Defensive rebound by C. Andersen,,58-46,,
7:19.0,Turnover by D. Wade (bad pass; steal by D. Rose),,58-46,,
7:19.0,Loose ball foul by D. Wade (drawn by J. Noah),,58-46,,
7:02.0,,,58-46,,D. Rose misses 3-pt shot from 25 ft
7:01.0,Defensive rebound by L. Deng,,58-46,,
6:50.0,M. Chalmers misses 2-pt shot from 7 ft,,58-46,,
6:49.0,,,58-46,,Defensive rebound by P. Gasol
6:39.0,,,58-48,2,P. Gasol makes 2-pt shot from 4 ft (assist by D. Rose)
6:19.0,L. Deng misses 2-pt shot from 5 ft (block by P. Gasol),,58-48,,
6:18.0,,,58-48,,Defensive rebound by P. Gasol
6:17.0,Personal foul by D. Wade (drawn by D. Rose),,58-48,,
6:17.0,S. Napier enters the game for M. Chalmers,,58-48,,
6:06.0,,,58-48,,P. Gasol misses 2-pt shot from 17 ft
6:05.0,Defensive rebound by L. Deng,,58-48,,
5:55.0,C. Bosh misses 3-pt shot from 25 ft,,58-48,,
5:53.0,,,58-48,,Defensive rebound by J. Butler
5:45.0,,,58-48,,Turnover by D. Rose (bad pass; steal by S. Napier)
5:41.0,C. Andersen makes 2-pt shot at rim (assist by S. Napier),2,60-48,,
5:38.0,,,60-48,,Chicago full timeout
5:38.0,H. Whiteside enters the game for C. Andersen,,60-48,,
5:19.0,,,60-48,,D. Rose misses 3-pt shot from 23 ft
5:18.0,Defensive rebound by C. Bosh,,60-48,,
5:00.0,Shooting foul by T. Snell (drawn by D. Wade),,60-48,,
5:00.0,D. Wade makes free throw 1 of 2,1,61-48,,
5:00.0,,,61-48,,K. Hinrich enters the game for T. Snell
5:00.0,D. Wade makes free throw 2 of 2,1,62-48,,
4:45.0,,,62-48,,K. Hinrich misses 3-pt shot from 23 ft
4:43.0,,,62-48,,Offensive rebound by P. Gasol
4:29.0,,,62-48,,J. Butler misses 2-pt shot from 2 ft (block by H. Whiteside)
4:27.0,Defensive rebound by H. Whiteside,,62-48,,
4:17.0,C. Bosh misses 3-pt shot from 25 ft,,62-48,,
4:15.0,,,62-48,,Defensive rebound by J. Butler
4:09.0,,,62-50,2,P. Gasol makes 2-pt shot from 1 ft (assist by J. Noah)
4:09.0,,,62-50,,Shooting foul by S. Napier (drawn by P. Gasol)
4:09.0,,,62-51,1,P. Gasol makes free throw 1 of 1
3:49.0,S. Napier misses 3-pt shot from 24 ft,,62-51,,
3:48.0,,,62-51,,Defensive rebound by J. Noah
3:42.0,,,62-51,,Shooting foul by H. Whiteside (drawn by D. Rose)
3:42.0,,,62-52,1,D. Rose makes free throw 1 of 2
3:42.0,,,62-52,,T. Gibson enters the game for J. Noah
3:42.0,M. Chalmers enters the game for D. Wade,,62-52,,
3:42.0,,,62-53,1,D. Rose makes free throw 2 of 2
3:26.0,L. Deng makes 2-pt shot from 8 ft (assist by C. Bosh),2,64-53,,
3:09.0,,,64-55,2,T. Gibson makes 2-pt shot from 3 ft
2:42.0,L. Deng misses 2-pt shot from 2 ft,,64-55,,
2:41.0,Offensive rebound by H. Whiteside,,64-55,,
2:41.0,H. Whiteside makes 2-pt shot at rim,2,66-55,,
2:27.0,,,66-55,,T. Gibson misses 2-pt shot from 1 ft (block by L. Deng)
2:25.0,Defensive rebound by C. Bosh,,66-55,,
2:16.0,H. Whiteside misses 2-pt shot from 3 ft (block by P. Gasol),,66-55,,
2:14.0,,,66-55,,Defensive rebound by T. Gibson
2:05.0,,,66-57,2,D. Rose makes 2-pt shot from 17 ft
1:44.0,C. Bosh makes 2-pt shot from 12 ft,2,68-57,,
1:22.0,,,68-59,2,J. Butler makes 2-pt shot from 18 ft
1:00.0,C. Bosh makes 2-pt shot from 19 ft (assist by S. Napier),2,70-59,,
0:41.0,,,70-59,,T. Gibson misses 2-pt shot from 3 ft (block by H. Whiteside)
0:40.0,Defensive rebound by L. Deng,,70-59,,
0:36.0,M. Chalmers makes 2-pt shot from 1 ft,2,72-59,,
0:28.0,Personal foul by M. Chalmers (drawn by D. Rose),,72-59,,
0:28.0,,,72-59,,D. Rose misses free throw 1 of 2
0:28.0,,,72-59,,Offensive rebound by Team
0:28.0,S. Williams enters the game for C. Bosh,,72-59,,
0:28.0,,,72-60,1,D. Rose makes free throw 2 of 2
0:09.0,Shooting foul by P. Gasol (drawn by M. Chalmers),,72-60,,
0:09.0,M. Chalmers makes free throw 1 of 2,1,73-60,,
0:09.0,U. Haslem enters the game for S. Williams,,73-60,,
0:09.0,C. Andersen enters the game for H. Whiteside,,73-60,,
0:09.0,M. Chalmers makes free throw 2 of 2,1,74-60,,
0:04.0,Personal foul by S. Napier (drawn by D. Rose),,74-60,,
0:04.0,,,74-61,1,D. Rose makes free throw 1 of 2
0:04.0,S. Williams enters the game for U. Haslem,,74-61,,
0:04.0,,,74-62,1,D. Rose makes free throw 2 of 2
0:00.0,S. Napier misses 3-pt shot from 22 ft,,74-62,,
0:00.0,Offensive rebound by Team,,74-62,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,S. Napier misses 2-pt shot from 18 ft,,74-62,,
11:35.0,,,74-62,,Defensive rebound by T. Gibson
11:17.0,,,74-62,,Shooting foul by H. Whiteside (drawn by T. Gibson)
11:17.0,,,74-63,1,T. Gibson makes free throw 1 of 2
11:17.0,,,74-64,1,T. Gibson makes free throw 2 of 2
11:07.0,D. Wade makes 2-pt shot from 21 ft (assist by M. Chalmers),2,76-64,,
10:49.0,,,76-64,,N. Mirotic misses 3-pt shot from 25 ft
10:48.0,,,76-64,,Offensive rebound by T. Gibson
10:44.0,,,76-67,3,A. Brooks makes 3-pt shot from 25 ft (assist by T. Gibson)
10:27.0,Turnover by D. Wade (bad pass; steal by A. Brooks),,76-67,,
10:20.0,,,76-67,,A. Brooks misses 3-pt shot from 26 ft
10:19.0,,,76-67,,Offensive rebound by T. Gibson
10:17.0,,,76-67,,Turnover by T. Gibson (lost ball; steal by S. Williams)
10:05.0,D. Wade makes 2-pt shot from 20 ft,2,78-67,,
9:48.0,,,78-69,2,A. Brooks makes 2-pt shot from 1 ft
9:21.0,Shooting foul by T. Gibson (drawn by H. Whiteside),,78-69,,
9:21.0,H. Whiteside misses free throw 1 of 2,,78-69,,
9:21.0,Offensive rebound by Team,,78-69,,
9:21.0,H. Whiteside makes free throw 2 of 2,1,79-69,,
9:02.0,,,79-72,3,N. Mirotic makes 3-pt shot from 23 ft (assist by J. Butler)
8:41.0,D. Wade makes 2-pt shot from 17 ft,2,81-72,,
8:26.0,,,81-72,,K. Hinrich misses 2-pt shot from 19 ft
8:24.0,,,81-72,,Offensive rebound by T. Gibson
8:23.0,,,81-72,,Shooting foul by M. Chalmers (drawn by T. Gibson)
8:23.0,,,81-72,,Chicago full timeout
8:23.0,,,81-72,,T. Gibson misses free throw 1 of 2
8:23.0,,,81-72,,Offensive rebound by Team
8:23.0,L. Deng enters the game for M. Chalmers,,81-72,,
8:23.0,,,81-72,,T. Gibson misses free throw 2 of 2
8:22.0,Defensive rebound by H. Whiteside,,81-72,,
8:07.0,D. Wade makes 2-pt shot from 20 ft,2,83-72,,
7:49.0,,,83-72,,A. Brooks misses 2-pt shot from 12 ft
7:48.0,Defensive rebound by H. Whiteside,,83-72,,
7:47.0,,,83-72,,Personal foul by A. Brooks (drawn by S. Napier)
7:24.0,D. Wade misses 2-pt shot from 20 ft,,83-72,,
7:23.0,,,83-72,,Defensive rebound by J. Butler
7:09.0,,,83-72,,T. Gibson misses 2-pt shot from 4 ft (block by H. Whiteside)
7:08.0,Defensive rebound by D. Wade,,83-72,,
6:49.0,S. Napier misses 2-pt shot from 1 ft (block by T. Gibson),,83-72,,
6:49.0,,,83-72,,Defensive rebound by Team
6:49.0,,,83-72,,P. Gasol enters the game for K. Hinrich
6:49.0,,,83-72,,D. Rose enters the game for N. Mirotic
6:36.0,,,83-75,3,A. Brooks makes 3-pt shot from 24 ft (assist by P. Gasol)
6:36.0,,,83-75,,Shooting foul by L. Deng (drawn by A. Brooks)
6:36.0,C. Bosh enters the game for S. Williams,,83-75,,
6:36.0,,,83-75,,T. Snell enters the game for J. Butler
6:36.0,M. Chalmers enters the game for S. Napier,,83-75,,
6:36.0,,,83-76,1,A. Brooks makes free throw 1 of 1
6:20.0,H. Whiteside makes 2-pt shot at rim (assist by M. Chalmers),2,85-76,,
6:02.0,,,85-76,,P. Gasol misses 2-pt shot from 14 ft
5:58.0,Defensive rebound by C. Bosh,,85-76,,
5:38.0,,,85-76,,Personal foul by T. Gibson (drawn by L. Deng)
5:38.0,,,85-76,,Chicago full timeout
5:30.0,H. Whiteside makes 2-pt shot at rim (assist by L. Deng),2,87-76,,
5:13.0,,,87-78,2,T. Gibson makes 2-pt shot from 2 ft (assist by D. Rose)
4:58.0,L. Deng misses 2-pt shot from 1 ft (block by P. Gasol),,87-78,,
4:57.0,Offensive rebound by L. Deng,,87-78,,
4:56.0,L. Deng misses 2-pt shot from 1 ft,,87-78,,
4:54.0,Offensive rebound by H. Whiteside,,87-78,,
4:53.0,H. Whiteside misses 2-pt shot from 2 ft (block by T. Gibson),,87-78,,
4:51.0,Offensive rebound by L. Deng,,87-78,,
4:50.0,C. Bosh misses 3-pt shot from 26 ft,,87-78,,
4:48.0,,,87-78,,Defensive rebound by D. Rose
4:48.0,,,87-78,,Turnover by D. Rose (bad pass)
4:48.0,,,87-78,,J. Butler enters the game for T. Snell
4:32.0,D. Wade misses 2-pt shot from 14 ft (block by D. Rose),,87-78,,
4:30.0,Offensive rebound by H. Whiteside,,87-78,,
4:29.0,H. Whiteside makes 2-pt shot at rim,2,89-78,,
4:20.0,,,89-80,2,D. Rose makes 2-pt shot at rim
3:55.0,L. Deng misses 3-pt shot from 24 ft,,89-80,,
3:54.0,,,89-80,,Defensive rebound by P. Gasol
3:46.0,,,89-80,,A. Brooks misses 2-pt shot from 4 ft
3:44.0,Defensive rebound by L. Deng,,89-80,,
3:36.0,Miami full timeout,,89-80,,
3:24.0,D. Wade makes 2-pt shot from 16 ft (assist by C. Bosh),2,91-80,,
3:04.0,,,91-82,2,A. Brooks makes 2-pt shot from 5 ft
2:39.0,C. Bosh misses 2-pt shot from 15 ft,,91-82,,
2:38.0,Offensive rebound by H. Whiteside,,91-82,,
2:38.0,H. Whiteside misses 2-pt shot from 2 ft (block by P. Gasol),,91-82,,
2:37.0,Offensive rebound by Team,,91-82,,
2:37.0,Turnover by Team (shot clock),,91-82,,
2:29.0,,,91-82,,D. Rose misses 3-pt shot from 24 ft
2:29.0,Defensive rebound by H. Whiteside,,91-82,,
2:29.0,,,91-82,,Personal foul by T. Gibson (drawn by H. Whiteside)
2:08.0,Turnover by M. Chalmers (bad pass),,91-82,,
1:59.0,,,91-82,,P. Gasol misses 2-pt shot from 1 ft
1:59.0,,,91-82,,Offensive rebound by T. Gibson
1:59.0,,,91-84,2,T. Gibson makes 2-pt shot from 1 ft
1:39.0,C. Bosh misses 2-pt shot from 17 ft,,91-84,,
1:38.0,,,91-84,,Defensive rebound by P. Gasol
1:33.0,,,91-84,,A. Brooks misses 2-pt shot from 3 ft (block by H. Whiteside)
1:31.0,Defensive rebound by C. Bosh,,91-84,,
1:14.0,D. Wade makes 2-pt shot from 13 ft,2,93-84,,
1:14.0,,,93-84,,Chicago full timeout
1:08.0,,,93-84,,P. Gasol misses 2-pt shot from 1 ft (block by H. Whiteside)
