time,Chicago,pts.away,score,pts.home,Indiana
2:40.0,,,39-38,,L. Scola misses free throw 2 of 2
2:39.0,Defensive rebound by M. Dunleavy,,39-38,,
2:29.0,N. Mirotic misses 3-pt shot from 26 ft,,39-38,,
2:28.0,,,39-38,,Defensive rebound by R. Stuckey
2:24.0,Shooting block foul by E. Moore (drawn by R. Stuckey),,39-38,,
2:24.0,,,39-39,1,R. Stuckey makes free throw 1 of 2
2:24.0,,,39-39,,S. Hill enters the game for C. Miles
2:24.0,,,39-39,,R. Stuckey misses free throw 2 of 2
2:22.0,,,39-39,,Offensive rebound by G. Hill
2:06.0,,,39-39,,R. Stuckey misses 3-pt shot from 25 ft
2:06.0,,,39-39,,Offensive rebound by Team
2:06.0,J. Noah enters the game for N. Mirotic,,39-39,,
1:58.0,,,39-41,2,R. Stuckey makes 2-pt shot from 10 ft (assist by G. Hill)
1:43.0,M. Dunleavy misses 3-pt shot from 26 ft,,39-41,,
1:42.0,,,39-41,,Defensive rebound by R. Stuckey
1:28.0,,,39-43,2,G. Hill makes 2-pt shot from 9 ft
1:15.0,,,39-43,,Personal foul by G. Hill (drawn by P. Gasol)
1:15.0,,,39-43,,C. Watson enters the game for G. Hill
1:15.0,,,39-43,,I. Mahinmi enters the game for R. Hibbert
1:10.0,Turnover by A. Brooks (lost ball; steal by S. Hill),,39-43,,
1:03.0,,,39-45,2,C. Watson makes 2-pt shot from 18 ft (assist by R. Stuckey)
0:42.0,P. Gasol makes 2-pt shot from 8 ft,2,41-45,,
0:32.0,,,41-45,,Turnover by C. Watson (bad pass; steal by E. Moore)
0:28.0,Shooting foul by L. Scola (drawn by E. Moore),,41-45,,
0:28.0,E. Moore misses free throw 1 of 2,,41-45,,
0:28.0,Offensive rebound by Team,,41-45,,
0:28.0,T. Snell enters the game for A. Brooks,,41-45,,
0:28.0,E. Moore makes free throw 2 of 2,1,42-45,,
0:25.0,,,42-45,,Indiana full timeout
0:05.0,,,42-45,,C. Watson misses 2-pt shot from 15 ft
0:02.0,Defensive rebound by P. Gasol,,42-45,,
0:00.0,P. Gasol misses 3-pt shot from 72 ft,,42-45,,
0:00.0,Offensive rebound by Team,,42-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,42-45,,C. Miles misses 3-pt shot from 25 ft
11:41.0,Defensive rebound by P. Gasol,,42-45,,
11:25.0,P. Gasol misses 2-pt shot from 11 ft,,42-45,,
11:23.0,,,42-45,,Defensive rebound by R. Hibbert
11:05.0,,,42-45,,C. Miles misses 2-pt shot from 22 ft
11:03.0,,,42-45,,Offensive rebound by D. West
10:58.0,,,42-45,,R. Hibbert misses 2-pt shot from 12 ft
10:57.0,Defensive rebound by M. Dunleavy,,42-45,,
10:42.0,Turnover by M. Dunleavy (lost ball; steal by R. Hibbert),,42-45,,
10:35.0,,,42-48,3,S. Hill makes 3-pt shot from 25 ft (assist by G. Hill)
10:14.0,A. Brooks misses 2-pt shot from 12 ft,,42-48,,
10:12.0,,,42-48,,Defensive rebound by G. Hill
10:00.0,,,42-50,2,D. West makes 2-pt shot from 21 ft (assist by G. Hill)
9:41.0,Turnover by J. Noah (bad pass; steal by S. Hill),,42-50,,
9:39.0,Personal take foul by A. Brooks (drawn by S. Hill),,42-50,,
9:26.0,,,42-53,3,G. Hill makes 3-pt shot from 26 ft (assist by D. West)
9:24.0,Chicago full timeout,,42-53,,
9:10.0,A. Brooks misses 2-pt shot from 11 ft,,42-53,,
9:08.0,Offensive rebound by T. Snell,,42-53,,
9:03.0,A. Brooks misses 2-pt shot from 15 ft,,42-53,,
9:01.0,Offensive rebound by M. Dunleavy,,42-53,,
8:54.0,T. Snell misses 3-pt shot from 24 ft,,42-53,,
8:53.0,Offensive rebound by Team,,42-53,,
8:50.0,A. Brooks misses 2-pt shot from 1 ft,,42-53,,
8:48.0,,,42-53,,Defensive rebound by D. West
8:32.0,,,42-53,,S. Hill misses 3-pt shot from 22 ft
8:30.0,Defensive rebound by A. Brooks,,42-53,,
8:20.0,Shooting foul by S. Hill (drawn by M. Dunleavy),,42-53,,
8:20.0,M. Dunleavy makes free throw 1 of 2,1,43-53,,
8:20.0,M. Dunleavy makes free throw 2 of 2,1,44-53,,
8:05.0,,,44-53,,C. Miles misses 3-pt shot from 23 ft
8:04.0,Defensive rebound by M. Dunleavy,,44-53,,
7:49.0,A. Brooks makes 2-pt shot from 10 ft (assist by J. Noah),2,46-53,,
7:36.0,Personal foul by J. Noah (drawn by G. Hill),,46-53,,
7:25.0,,,46-53,,G. Hill misses 3-pt shot from 24 ft
7:24.0,,,46-53,,Offensive rebound by Team
7:15.0,,,46-53,,C. Miles misses 3-pt shot from 26 ft
7:14.0,Defensive rebound by J. Noah,,46-53,,
7:04.0,M. Dunleavy makes 3-pt shot from 23 ft (assist by A. Brooks),3,49-53,,
6:49.0,,,49-55,2,D. West makes 2-pt shot from 19 ft (assist by G. Hill)
6:34.0,P. Gasol makes 2-pt shot from 21 ft (assist by J. Noah),2,51-55,,
6:20.0,,,51-55,,S. Hill misses 3-pt shot from 24 ft
6:18.0,Defensive rebound by P. Gasol,,51-55,,
6:07.0,M. Dunleavy makes 3-pt shot from 25 ft (assist by J. Noah),3,54-55,,
6:06.0,,,54-55,,Indiana full timeout
5:50.0,,,54-57,2,R. Hibbert makes 2-pt shot from 5 ft (assist by D. West)
5:36.0,A. Brooks misses 2-pt shot from 16 ft,,54-57,,
5:34.0,Offensive rebound by J. Noah,,54-57,,
5:19.0,P. Gasol misses 2-pt shot from 18 ft,,54-57,,
5:18.0,,,54-57,,Defensive rebound by S. Hill
5:09.0,,,54-59,2,S. Hill makes 2-pt shot from 2 ft
4:55.0,M. Dunleavy misses 3-pt shot from 26 ft,,54-59,,
4:54.0,,,54-59,,Defensive rebound by D. West
4:38.0,,,54-59,,R. Hibbert misses 2-pt shot from 10 ft
4:37.0,Defensive rebound by Team,,54-59,,
4:22.0,P. Gasol makes 2-pt shot at rim (assist by J. Noah),2,56-59,,
4:06.0,,,56-59,,Shooting foul by A. Brooks (drawn by S. Hill)
4:06.0,,,56-60,1,S. Hill makes free throw 1 of 2
4:06.0,,,56-60,,R. Stuckey enters the game for C. Miles
4:06.0,,,56-60,,I. Mahinmi enters the game for R. Hibbert
4:06.0,N. Mirotic enters the game for J. Noah,,56-60,,
4:06.0,,,56-61,1,S. Hill makes free throw 2 of 2
3:56.0,A. Brooks misses 3-pt shot from 25 ft,,56-61,,
3:54.0,,,56-61,,Defensive rebound by I. Mahinmi
3:40.0,,,56-61,,S. Hill misses 2-pt shot from 3 ft
3:38.0,,,56-61,,Offensive rebound by S. Hill
3:31.0,,,56-61,,D. West misses 2-pt shot from 16 ft
3:30.0,Defensive rebound by Team,,56-61,,
3:18.0,T. Snell makes 3-pt shot from 23 ft (assist by P. Gasol),3,59-61,,
3:03.0,,,59-61,,Turnover by I. Mahinmi (bad pass)
3:03.0,K. Hinrich enters the game for A. Brooks,,59-61,,
2:48.0,N. Mirotic misses 2-pt shot from 9 ft,,59-61,,
2:46.0,,,59-61,,Defensive rebound by D. West
2:24.0,,,59-61,,Turnover by G. Hill (bad pass; steal by N. Mirotic)
2:16.0,K. Hinrich makes 3-pt shot from 23 ft (assist by T. Snell),3,62-61,,
1:54.0,,,62-61,,G. Hill misses 2-pt shot from 6 ft
1:53.0,Defensive rebound by N. Mirotic,,62-61,,
1:41.0,,,62-61,,Personal foul by G. Hill (drawn by N. Mirotic)
1:41.0,,,62-61,,C. Watson enters the game for G. Hill
1:41.0,,,62-61,,D. Rudez enters the game for S. Hill
1:33.0,N. Mirotic misses 3-pt shot from 24 ft,,62-61,,
1:32.0,,,62-61,,Defensive rebound by R. Stuckey
1:27.0,,,62-61,,L. Scola enters the game for D. West
1:27.0,D. McDermott enters the game for M. Dunleavy,,62-61,,
1:17.0,,,62-63,2,I. Mahinmi makes 2-pt shot from 3 ft (assist by R. Stuckey)
0:59.0,D. McDermott misses 2-pt shot from 6 ft (block by I. Mahinmi),,62-63,,
0:57.0,,,62-63,,Defensive rebound by C. Watson
0:45.0,,,62-66,3,D. Rudez makes 3-pt shot from 25 ft (assist by L. Scola)
0:27.0,E. Moore enters the game for T. Snell,,62-66,,
0:26.0,N. Mirotic makes 2-pt shot from 2 ft (assist by E. Moore),2,64-66,,
0:07.0,,,64-66,,R. Stuckey misses 2-pt shot from 3 ft
0:06.0,Defensive rebound by P. Gasol,,64-66,,
0:01.0,E. Moore misses 2-pt shot from 10 ft,,64-66,,
0:00.0,Offensive rebound by D. McDermott,,64-66,,
0:00.0,D. McDermott makes 2-pt shot from 1 ft,2,66-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Shooting foul by I. Mahinmi (drawn by E. Moore),,66-66,,
11:41.0,E. Moore makes free throw 1 of 2,1,67-66,,
11:41.0,E. Moore makes free throw 2 of 2,1,68-66,,
11:24.0,,,68-66,,Shooting foul by N. Mirotic (drawn by L. Scola)
11:24.0,,,68-67,1,L. Scola makes free throw 1 of 2
11:24.0,,,68-68,1,L. Scola makes free throw 2 of 2
11:15.0,D. McDermott misses 2-pt shot from 5 ft,,68-68,,
11:14.0,,,68-68,,Defensive rebound by I. Mahinmi
11:01.0,,,68-68,,D. Rudez misses 3-pt shot from 26 ft
11:00.0,Defensive rebound by N. Mirotic,,68-68,,
10:32.0,,,68-70,2,I. Mahinmi makes 2-pt shot from 3 ft (assist by L. Scola)
10:10.0,,,68-70,,Personal foul by C. Watson (drawn by K. Hinrich)
10:04.0,D. McDermott misses 3-pt shot from 26 ft,,68-70,,
10:03.0,,,68-70,,Defensive rebound by L. Scola
9:57.0,Personal foul by D. McDermott (drawn by D. Rudez),,68-70,,
9:57.0,,,68-70,,Technical foul by C. Watson
9:57.0,Technical foul by K. Hinrich,,68-70,,
9:51.0,,,68-70,,L. Scola misses 2-pt shot from 18 ft
9:49.0,,,68-70,,Offensive rebound by I. Mahinmi
9:49.0,,,68-70,,I. Mahinmi misses 2-pt shot from 1 ft
9:47.0,,,68-70,,Offensive rebound by I. Mahinmi
9:47.0,,,68-70,,I. Mahinmi misses 2-pt shot at rim
9:46.0,Defensive rebound by K. Hinrich,,68-70,,
9:33.0,J. Noah misses 2-pt shot from 20 ft,,68-70,,
9:32.0,,,68-70,,Defensive rebound by R. Stuckey
9:27.0,,,68-70,,Offensive charge foul by R. Stuckey
9:27.0,,,68-70,,Turnover by R. Stuckey (offensive foul)
9:18.0,D. McDermott misses 2-pt shot from 10 ft,,68-70,,
9:16.0,Offensive rebound by J. Noah,,68-70,,
9:16.0,J. Noah misses 2-pt shot from 1 ft,,68-70,,
9:15.0,,,68-70,,Defensive rebound by C. Watson
9:12.0,,,68-70,,Shooting foul by K. Hinrich (drawn by C. Watson)
9:12.0,,,68-71,1,C. Watson makes free throw 1 of 2
9:12.0,,,68-71,,C. Watson misses free throw 2 of 2
9:10.0,Defensive rebound by J. Noah,,68-71,,
9:02.0,D. McDermott misses 2-pt shot from 3 ft,,68-71,,
9:02.0,,,68-71,,Defensive rebound by Team
9:02.0,Loose ball foul by N. Mirotic (drawn by L. Scola),,68-71,,
8:50.0,,,68-73,2,R. Stuckey makes 2-pt shot from 12 ft
8:36.0,K. Hinrich misses 2-pt shot from 9 ft,,68-73,,
8:33.0,Offensive rebound by J. Noah,,68-73,,
8:33.0,J. Noah makes 2-pt shot from 2 ft,2,70-73,,
8:19.0,,,70-75,2,R. Stuckey makes 2-pt shot from 8 ft
8:02.0,N. Mirotic makes 2-pt shot at rim (assist by J. Noah),2,72-75,,
7:48.0,,,72-75,,Turnover by C. Watson (bad pass; steal by E. Moore)
7:45.0,Offensive foul by E. Moore,,72-75,,
7:45.0,Turnover by E. Moore (offensive foul),,72-75,,
7:45.0,Official timeout,,72-75,,
7:33.0,,,72-75,,C. Watson misses 2-pt shot from 18 ft
7:32.0,,,72-75,,Offensive rebound by I. Mahinmi
7:30.0,,,72-75,,I. Mahinmi misses 2-pt shot at rim
7:29.0,,,72-75,,Offensive rebound by R. Stuckey
7:23.0,,,72-75,,R. Stuckey misses 2-pt shot from 15 ft
7:20.0,Defensive rebound by E. Moore,,72-75,,
7:08.0,Turnover by N. Mirotic (bad pass; steal by C. Watson),,72-75,,
7:05.0,,,72-75,,Shooting foul by K. Hinrich (drawn by C. Watson)
7:05.0,,,72-76,1,C. Watson makes free throw 1 of 2
7:05.0,,,72-77,1,C. Watson makes free throw 2 of 2
6:53.0,D. McDermott makes 2-pt shot from 19 ft (assist by J. Noah),2,74-77,,
6:35.0,,,74-79,2,I. Mahinmi makes 2-pt shot at rim (assist by C. Watson)
6:17.0,N. Mirotic misses 3-pt shot from 25 ft,,74-79,,
6:15.0,,,74-79,,Defensive rebound by I. Mahinmi
5:55.0,,,74-79,,Indiana full timeout
5:55.0,,,74-79,,C. Miles enters the game for D. Rudez
5:55.0,Jump ball: N. Mirotic vs. R. Stuckey,,,,Jump ball: N. Mirotic vs. R. Stuckey
5:50.0,,,74-82,3,C. Miles makes 3-pt shot from 25 ft (assist by R. Stuckey)
5:30.0,E. Moore misses 3-pt shot from 25 ft,,74-82,,
5:29.0,,,74-82,,Defensive rebound by C. Watson
5:29.0,Loose ball foul by K. Hinrich (drawn by C. Watson),,74-82,,
5:29.0,,,74-82,,C. Watson misses free throw 1 of 2
5:29.0,,,74-82,,Offensive rebound by Team
5:29.0,,,74-82,,G. Hill enters the game for R. Stuckey
5:29.0,P. Gasol enters the game for J. Noah,,74-82,,
5:29.0,M. Dunleavy enters the game for D. McDermott,,74-82,,
5:29.0,T. Snell enters the game for E. Moore,,74-82,,
5:29.0,,,74-83,1,C. Watson makes free throw 2 of 2
5:15.0,Shooting foul by G. Hill (drawn by M. Dunleavy),,74-83,,
5:15.0,M. Dunleavy makes free throw 1 of 2,1,75-83,,
5:15.0,,,75-83,,R. Stuckey enters the game for G. Hill
5:15.0,,,75-83,,S. Hill enters the game for C. Watson
5:15.0,M. Dunleavy makes free throw 2 of 2,1,76-83,,
4:54.0,,,76-85,2,L. Scola makes 2-pt shot from 13 ft
4:38.0,K. Hinrich misses 3-pt shot from 24 ft,,76-85,,
4:37.0,,,76-85,,Defensive rebound by S. Hill
4:15.0,,,76-85,,C. Miles misses 3-pt shot from 26 ft
4:14.0,Defensive rebound by M. Dunleavy,,76-85,,
4:03.0,,,76-85,,Personal foul by L. Scola (drawn by P. Gasol)
4:03.0,A. Brooks enters the game for K. Hinrich,,76-85,,
