time,Denver,pts.away,score,pts.home,Minnesota
8:53.0,Defensive rebound by W. Chandler,,4-9,,
8:45.0,J. Nurkic makes 2-pt shot at rim (assist by T. Lawson),2,6-9,,
8:22.0,,,6-9,,A. Wiggins misses 2-pt shot from 4 ft
8:20.0,Defensive rebound by K. Faried,,6-9,,
8:11.0,Offensive foul by A. Afflalo,,6-9,,
8:11.0,Turnover by A. Afflalo (offensive foul),,6-9,,
7:58.0,,,6-11,2,S. Muhammad makes 2-pt shot from 18 ft (assist by M. Williams)
7:39.0,T. Lawson makes 2-pt shot from 18 ft,2,8-11,,
7:26.0,,,8-11,,Turnover by M. Williams (bad pass)
7:14.0,Turnover by T. Lawson (lost ball; steal by S. Muhammad),,8-11,,
7:10.0,,,8-13,2,T. Young makes 2-pt shot at rim (assist by S. Muhammad)
6:54.0,J. Nurkic makes 2-pt shot from 3 ft,2,10-13,,
6:54.0,,,10-13,,Violation by G. Dieng (def goaltending)
6:39.0,,,10-13,,Turnover by M. Williams (bad pass; steal by J. Nurkic)
6:36.0,,,10-13,,Personal foul by M. Williams (drawn by T. Lawson)
6:36.0,,,10-13,,Z. LaVine enters the game for M. Williams
6:26.0,,,10-13,,Personal foul by S. Muhammad (drawn by A. Afflalo)
6:16.0,J. Nurkic makes 2-pt shot from 4 ft (assist by T. Lawson),2,12-13,,
6:07.0,,,12-13,,Minnesota full timeout
5:49.0,,,12-13,,G. Dieng misses 2-pt shot from 3 ft
5:47.0,Defensive rebound by W. Chandler,,12-13,,
5:36.0,A. Afflalo makes 3-pt shot from 24 ft (assist by T. Lawson),3,15-13,,
5:20.0,,,15-13,,Turnover by A. Wiggins (traveling)
5:12.0,K. Faried makes 2-pt shot at rim (assist by T. Lawson),2,17-13,,
4:55.0,,,17-13,,T. Young misses 2-pt shot from 3 ft
4:53.0,Defensive rebound by W. Chandler,,17-13,,
4:44.0,A. Afflalo makes 3-pt shot from 25 ft (assist by J. Nurkic),3,20-13,,
4:22.0,,,20-16,3,S. Muhammad makes 3-pt shot from 24 ft (assist by A. Wiggins)
4:11.0,A. Afflalo misses 3-pt shot from 24 ft,,20-16,,
4:10.0,,,20-16,,Defensive rebound by S. Muhammad
3:52.0,,,20-18,2,G. Dieng makes 2-pt shot at rim (assist by T. Young)
3:52.0,,,20-18,,Shooting foul by K. Faried (drawn by G. Dieng)
3:52.0,,,20-18,,A. Bennett enters the game for T. Young
3:52.0,J. Hickson enters the game for K. Faried,,20-18,,
3:52.0,,,20-19,1,G. Dieng makes free throw 1 of 1
3:40.0,W. Chandler misses 3-pt shot from 22 ft,,20-19,,
3:39.0,,,20-19,,Defensive rebound by A. Bennett
3:32.0,,,20-19,,S. Muhammad misses 3-pt shot from 23 ft
3:30.0,,,20-19,,Offensive rebound by A. Bennett
3:28.0,,,20-19,,Turnover by A. Bennett (lost ball; steal by A. Afflalo)
3:24.0,Shooting foul by Z. LaVine (drawn by A. Afflalo),,20-19,,
3:24.0,A. Afflalo makes free throw 1 of 2,1,21-19,,
3:24.0,N. Robinson enters the game for W. Chandler,,21-19,,
3:24.0,,,21-19,,T. Daniels enters the game for S. Muhammad
3:24.0,A. Afflalo makes free throw 2 of 2,1,22-19,,
3:11.0,,,22-19,,A. Bennett misses 2-pt shot from 21 ft
3:10.0,Defensive rebound by A. Afflalo,,22-19,,
2:58.0,J. Hickson misses 2-pt shot from 7 ft,,22-19,,
2:56.0,,,22-19,,Defensive rebound by A. Wiggins
2:45.0,,,22-19,,A. Bennett misses 2-pt shot from 2 ft (block by J. Nurkic)
2:43.0,,,22-19,,Offensive rebound by G. Dieng
2:37.0,,,22-19,,Z. LaVine misses 3-pt shot from 23 ft
2:35.0,Defensive rebound by J. Nurkic,,22-19,,
2:28.0,T. Lawson makes 2-pt shot from 17 ft,2,24-19,,
2:28.0,Shooting foul by T. Daniels (drawn by T. Lawson),,24-19,,
2:28.0,Denver full timeout,,24-19,,
2:28.0,,,24-19,,J. Adrien enters the game for G. Dieng
2:28.0,T. Lawson misses free throw 1 of 1,,24-19,,
2:25.0,Offensive rebound by Team,,24-19,,
2:17.0,N. Robinson makes 3-pt shot from 23 ft (assist by T. Lawson),3,27-19,,
1:57.0,,,27-19,,A. Bennett misses 2-pt shot from 15 ft
1:56.0,Defensive rebound by J. Nurkic,,27-19,,
1:48.0,J. Nurkic makes 2-pt shot from 18 ft (assist by T. Lawson),2,29-19,,
1:31.0,,,29-19,,A. Wiggins misses 2-pt shot from 19 ft (block by J. Nurkic)
1:29.0,Defensive rebound by J. Hickson,,29-19,,
1:23.0,A. Afflalo makes 3-pt shot from 25 ft (assist by N. Robinson),3,32-19,,
1:09.0,,,32-19,,S. Muhammad enters the game for A. Wiggins
0:59.0,,,32-21,2,A. Bennett makes 2-pt shot from 17 ft (assist by S. Muhammad)
0:41.0,N. Robinson makes 3-pt shot from 25 ft (assist by T. Lawson),3,35-21,,
0:30.0,,,35-21,,S. Muhammad misses 3-pt shot from 24 ft
0:29.0,Defensive rebound by J. Hickson,,35-21,,
0:06.0,J. Nurkic misses 2-pt shot from 17 ft,,35-21,,
0:05.0,,,35-21,,Defensive rebound by S. Muhammad
0:01.0,,,35-21,,S. Muhammad misses 2-pt shot from 4 ft
0:00.0,,,35-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,35-21,,A. Bennett misses 2-pt shot from 19 ft
11:40.0,,,35-21,,Offensive rebound by S. Muhammad
11:24.0,,,35-23,2,S. Muhammad makes 2-pt shot from 1 ft
11:08.0,W. Chandler misses 2-pt shot from 19 ft,,35-23,,
11:07.0,,,35-23,,Defensive rebound by A. Bennett
11:02.0,,,35-23,,Shooting foul by T. Lawson (drawn by Z. LaVine)
11:02.0,,,35-24,1,Z. LaVine makes free throw 1 of 2
11:02.0,K. Faried enters the game for T. Lawson,,35-24,,
11:02.0,,,35-24,,Z. LaVine misses free throw 2 of 2
11:02.0,Defensive rebound by J. Hickson,,35-24,,
10:52.0,N. Robinson makes 2-pt shot from 2 ft,2,37-24,,
10:37.0,,,37-24,,T. Daniels misses 3-pt shot from 22 ft
10:36.0,Defensive rebound by Team,,37-24,,
10:36.0,,,37-24,,Loose ball foul by J. Adrien (drawn by J. Hickson)
10:20.0,,,37-24,,Personal foul by A. Bennett (drawn by W. Chandler)
10:14.0,N. Robinson makes 2-pt shot from 18 ft,2,39-24,,
10:02.0,Personal foul by N. Robinson (drawn by Z. LaVine),,39-24,,
9:56.0,,,39-24,,J. Adrien misses 2-pt shot at rim
9:54.0,Defensive rebound by K. Faried,,39-24,,
9:48.0,J. Hickson makes 2-pt shot at rim (assist by N. Robinson),2,41-24,,
9:32.0,,,41-24,,Z. LaVine misses 2-pt shot from 1 ft
9:31.0,Defensive rebound by W. Chandler,,41-24,,
9:26.0,K. Faried makes 2-pt shot at rim (assist by D. Arthur),2,43-24,,
9:20.0,,,43-24,,Minnesota full timeout
9:20.0,,,43-24,,G. Dieng enters the game for J. Adrien
9:20.0,,,43-24,,A. Wiggins enters the game for T. Daniels
9:04.0,,,43-24,,A. Wiggins misses 3-pt shot from 25 ft
9:02.0,Defensive rebound by J. Hickson,,43-24,,
8:40.0,J. Hickson makes 2-pt shot from 8 ft,2,45-24,,
8:14.0,,,45-27,3,A. Wiggins makes 3-pt shot from 23 ft (assist by S. Muhammad)
7:55.0,Shooting foul by G. Dieng (drawn by K. Faried),,45-27,,
7:55.0,K. Faried makes free throw 1 of 2,1,46-27,,
7:55.0,,,46-27,,T. Young enters the game for A. Bennett
7:55.0,,,46-27,,M. Williams enters the game for Z. LaVine
7:55.0,K. Faried makes free throw 2 of 2,1,47-27,,
7:54.0,Personal foul by J. Hickson (drawn by M. Williams),,47-27,,
7:47.0,Personal foul by K. Faried (drawn by T. Young),,47-27,,
7:41.0,,,47-27,,M. Williams misses 3-pt shot from 24 ft
7:40.0,Defensive rebound by K. Faried,,47-27,,
7:38.0,N. Robinson makes 2-pt shot at rim (assist by K. Faried),2,49-27,,
7:19.0,,,49-27,,S. Muhammad misses 2-pt shot from 7 ft
7:17.0,Defensive rebound by J. Hickson,,49-27,,
7:13.0,D. Arthur misses 2-pt shot from 1 ft,,49-27,,
7:11.0,,,49-27,,Defensive rebound by T. Young
7:03.0,,,49-27,,A. Wiggins misses 3-pt shot from 24 ft
7:02.0,,,49-27,,Offensive rebound by S. Muhammad
7:02.0,,,49-29,2,S. Muhammad makes 2-pt shot at rim
7:02.0,,,49-29,,Shooting foul by K. Faried (drawn by S. Muhammad)
7:02.0,T. Mozgov enters the game for K. Faried,,49-29,,
7:02.0,,,49-29,,S. Muhammad misses free throw 1 of 1
7:01.0,Defensive rebound by T. Mozgov,,49-29,,
6:51.0,N. Robinson misses 3-pt shot from 25 ft,,49-29,,
6:50.0,,,49-29,,Defensive rebound by G. Dieng
6:32.0,,,49-31,2,G. Dieng makes 2-pt shot from 2 ft
6:24.0,Denver full timeout,,49-31,,
6:24.0,T. Lawson enters the game for N. Robinson,,49-31,,
6:24.0,A. Afflalo enters the game for D. Arthur,,49-31,,
6:12.0,T. Mozgov misses 2-pt shot from 15 ft,,49-31,,
6:11.0,,,49-31,,Defensive rebound by M. Williams
6:01.0,,,49-31,,M. Williams misses 2-pt shot from 12 ft
5:59.0,Defensive rebound by T. Mozgov,,49-31,,
5:51.0,A. Afflalo misses 3-pt shot from 25 ft,,49-31,,
5:50.0,,,49-31,,Defensive rebound by S. Muhammad
5:27.0,,,49-31,,G. Dieng misses 2-pt shot from 16 ft
5:26.0,,,49-31,,Offensive rebound by Team
5:26.0,,,49-31,,Turnover by Team (shot clock)
5:01.0,T. Lawson misses 2-pt shot from 20 ft,,49-31,,
4:59.0,,,49-31,,Defensive rebound by T. Young
4:52.0,,,49-31,,Turnover by G. Dieng (traveling)
4:35.0,A. Afflalo makes 2-pt shot from 16 ft,2,51-31,,
4:35.0,Shooting foul by S. Muhammad (drawn by A. Afflalo),,51-31,,
4:35.0,A. Afflalo makes free throw 1 of 1,1,52-31,,
4:23.0,,,52-31,,Shooting foul by T. Mozgov (drawn by A. Wiggins)
4:23.0,,,52-31,,A. Wiggins misses free throw 1 of 2
4:23.0,,,52-31,,Offensive rebound by Team
4:23.0,J. Nurkic enters the game for T. Mozgov,,52-31,,
4:23.0,,,52-32,1,A. Wiggins makes free throw 2 of 2
4:00.0,J. Hickson makes 2-pt shot from 12 ft,2,54-32,,
3:37.0,,,54-32,,T. Young misses 2-pt shot from 16 ft
3:36.0,Defensive rebound by T. Lawson,,54-32,,
3:30.0,Shooting foul by A. Wiggins (drawn by A. Afflalo),,54-32,,
3:30.0,A. Afflalo makes free throw 1 of 2,1,55-32,,
3:30.0,A. Afflalo makes free throw 2 of 2,1,56-32,,
3:18.0,,,56-32,,Shooting foul by J. Hickson (drawn by T. Young)
3:18.0,,,56-33,1,T. Young makes free throw 1 of 2
3:18.0,,,56-33,,Z. LaVine enters the game for S. Muhammad
3:18.0,,,56-34,1,T. Young makes free throw 2 of 2
3:09.0,Turnover by J. Hickson (traveling),,56-34,,
2:52.0,,,56-34,,T. Young misses 2-pt shot from 2 ft
2:51.0,,,56-34,,Offensive rebound by G. Dieng
2:49.0,,,56-36,2,G. Dieng makes 2-pt shot at rim
2:34.0,J. Nurkic makes 2-pt shot at rim (assist by T. Lawson),2,58-36,,
2:14.0,,,58-36,,T. Young misses 2-pt shot from 13 ft
2:13.0,Defensive rebound by J. Nurkic,,58-36,,
2:00.0,J. Hickson makes 2-pt shot at rim,2,60-36,,
1:52.0,,,60-36,,Minnesota full timeout
1:52.0,,,60-36,,Minnesota full timeout
1:42.0,,,60-36,,G. Dieng misses 2-pt shot from 9 ft (block by J. Nurkic)
1:39.0,,,60-36,,Offensive rebound by M. Williams
1:37.0,,,60-38,2,G. Dieng makes 2-pt shot at rim (assist by M. Williams)
1:18.0,A. Afflalo makes 2-pt shot from 12 ft (assist by T. Lawson),2,62-38,,
1:03.0,,,62-38,,Turnover by M. Williams (bad pass; steal by J. Nurkic)
0:48.0,Turnover by J. Nurkic (lost ball),,62-38,,
0:29.0,,,62-38,,Z. LaVine misses 3-pt shot from 25 ft
0:28.0,,,62-38,,Offensive rebound by G. Dieng
0:20.0,,,62-38,,T. Young misses 2-pt shot from 17 ft
0:17.0,,,62-38,,Offensive rebound by Team
0:17.0,Denver full timeout,,62-38,,
0:17.0,D. Arthur enters the game for J. Nurkic,,62-38,,
0:17.0,,,62-38,,T. Daniels enters the game for G. Dieng
0:02.0,,,62-41,3,M. Williams makes 3-pt shot from 25 ft
0:01.0,T. Lawson misses 3-pt shot from 48 ft,,62-41,,
0:00.0,Offensive rebound by Team,,62-41,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,62-43,2,A. Wiggins makes 2-pt shot from 21 ft (assist by M. Williams)
11:26.0,W. Chandler makes 2-pt shot from 19 ft,2,64-43,,
11:05.0,,,64-43,,M. Williams misses 2-pt shot from 14 ft
11:04.0,,,64-43,,Offensive rebound by M. Williams
11:02.0,,,64-45,2,M. Williams makes 2-pt shot from 9 ft
10:56.0,K. Faried makes 2-pt shot from 1 ft (assist by T. Lawson),2,66-45,,
10:55.0,,,66-45,,Minnesota full timeout
10:34.0,,,66-45,,M. Williams misses 3-pt shot from 25 ft
10:32.0,Defensive rebound by K. Faried,,66-45,,
10:29.0,Turnover by K. Faried (bad pass; steal by A. Wiggins),,66-45,,
10:16.0,,,66-45,,T. Young misses 3-pt shot from 24 ft
10:15.0,Defensive rebound by W. Chandler,,66-45,,
9:51.0,A. Afflalo misses 2-pt shot from 20 ft,,66-45,,
9:50.0,,,66-45,,Defensive rebound by M. Williams
9:44.0,,,66-47,2,T. Young makes 2-pt shot at rim (assist by M. Williams)
9:30.0,Turnover by T. Lawson (bad pass; steal by T. Young),,66-47,,
9:25.0,,,66-47,,A. Wiggins misses 2-pt shot at rim
9:24.0,,,66-47,,Offensive rebound by G. Dieng
9:23.0,,,66-49,2,G. Dieng makes 2-pt shot at rim
9:23.0,Denver full timeout,,66-49,,
9:09.0,Offensive charge foul by W. Chandler,,66-49,,
9:09.0,Turnover by W. Chandler (offensive foul),,66-49,,
8:58.0,,,66-52,3,A. Wiggins makes 3-pt shot from 24 ft (assist by T. Young)
8:46.0,A. Afflalo makes 2-pt shot from 13 ft,2,68-52,,
8:25.0,,,68-55,3,S. Muhammad makes 3-pt shot from 25 ft (assist by A. Wiggins)
8:08.0,T. Lawson makes 2-pt shot from 14 ft,2,70-55,,
7:47.0,,,70-55,,S. Muhammad misses 2-pt shot from 8 ft
7:46.0,Defensive rebound by T. Lawson,,70-55,,
7:41.0,,,70-55,,Personal foul by M. Williams (drawn by T. Lawson)
7:24.0,K. Faried misses 2-pt shot from 4 ft (block by G. Dieng),,70-55,,
7:22.0,,,70-55,,Defensive rebound by G. Dieng
7:16.0,,,70-58,3,M. Williams makes 3-pt shot from 24 ft
7:03.0,Shooting foul by M. Williams (drawn by A. Afflalo),,70-58,,
7:03.0,A. Afflalo makes free throw 1 of 2,1,71-58,,
7:03.0,,,71-58,,Z. LaVine enters the game for M. Williams
7:03.0,A. Afflalo makes free throw 2 of 2,1,72-58,,
7:03.0,,,72-58,,Technical foul by M. Williams (drawn by A. Afflalo)
7:03.0,A. Afflalo makes technical free throw,1,73-58,,
6:39.0,,,73-60,2,Z. LaVine makes 2-pt shot from 21 ft
6:25.0,W. Chandler misses 3-pt shot from 25 ft,,73-60,,
6:24.0,Offensive rebound by K. Faried,,73-60,,
6:20.0,T. Mozgov makes 2-pt shot at rim (assist by K. Faried),2,75-60,,
5:56.0,,,75-60,,Turnover by T. Young (lost ball)
5:46.0,K. Faried makes 2-pt shot at rim (assist by T. Lawson),2,77-60,,
5:28.0,,,77-62,2,Z. LaVine makes 2-pt shot from 4 ft
5:16.0,,,77-62,,Personal foul by Z. LaVine (drawn by T. Lawson)
5:16.0,,,77-62,,A. Bennett enters the game for T. Young
5:10.0,Turnover by T. Lawson (bad pass; steal by S. Muhammad),,77-62,,
5:06.0,Personal foul by T. Lawson (drawn by Z. LaVine),,77-62,,
5:00.0,,,77-62,,Turnover by A. Bennett (lost ball; steal by T. Lawson)
4:51.0,A. Afflalo makes 2-pt shot from 10 ft,2,79-62,,
4:36.0,,,79-62,,Z. LaVine misses 2-pt shot from 5 ft (block by T. Mozgov)
4:33.0,,,79-62,,Offensive rebound by G. Dieng
4:33.0,,,79-64,2,G. Dieng makes 2-pt shot at rim
4:19.0,K. Faried misses 2-pt shot from 17 ft,,79-64,,
4:18.0,Offensive rebound by T. Mozgov,,79-64,,
4:15.0,T. Mozgov misses 2-pt shot from 5 ft,,79-64,,
4:14.0,,,79-64,,Defensive rebound by G. Dieng
4:07.0,,,79-66,2,S. Muhammad makes 2-pt shot from 5 ft
4:07.0,,,79-66,,Shooting foul by W. Chandler (drawn by S. Muhammad)
4:07.0,J. Hickson enters the game for K. Faried,,79-66,,
4:07.0,,,79-66,,G. Robinson enters the game for A. Wiggins
4:07.0,,,79-67,1,S. Muhammad makes free throw 1 of 1
3:57.0,T. Lawson makes 2-pt shot at rim,2,81-67,,
3:34.0,,,81-69,2,G. Dieng makes 2-pt shot from 15 ft (assist by Z. LaVine)
3:17.0,T. Mozgov misses 3-pt shot from 23 ft,,81-69,,
3:16.0,,,81-69,,Defensive rebound by S. Muhammad
3:07.0,,,81-69,,A. Bennett misses 2-pt shot from 20 ft
3:05.0,Defensive rebound by T. Lawson,,81-69,,
2:56.0,T. Lawson misses 2-pt shot from 17 ft,,81-69,,
2:54.0,Offensive rebound by J. Hickson,,81-69,,
2:52.0,J. Hickson misses 2-pt shot from 1 ft,,81-69,,
2:51.0,Offensive rebound by W. Chandler,,81-69,,
2:41.0,A. Afflalo makes 2-pt shot from 13 ft,2,83-69,,
2:15.0,,,83-69,,Turnover by A. Bennett (lost ball; steal by T. Mozgov)
2:07.0,W. Chandler misses 3-pt shot from 23 ft,,83-69,,
2:06.0,Offensive rebound by J. Hickson,,83-69,,
1:57.0,T. Lawson misses 2-pt shot from 16 ft,,83-69,,
1:56.0,,,83-69,,Defensive rebound by G. Dieng
1:38.0,,,83-69,,S. Muhammad misses 2-pt shot from 13 ft
1:37.0,Defensive rebound by W. Chandler,,83-69,,
1:21.0,T. Mozgov misses 2-pt shot from 14 ft,,83-69,,
1:19.0,Offensive rebound by J. Hickson,,83-69,,
1:13.0,A. Afflalo makes 2-pt shot from 20 ft (assist by J. Hickson),2,85-69,,
0:52.0,,,85-69,,G. Dieng misses 2-pt shot from 2 ft (block by T. Mozgov)
0:51.0,,,85-69,,Offensive rebound by Team
0:51.0,Denver full timeout,,85-69,,
0:51.0,,,85-69,,J. Adrien enters the game for G. Dieng
0:51.0,,,85-69,,A. Wiggins enters the game for S. Muhammad
0:51.0,J. Nurkic enters the game for T. Mozgov,,85-69,,
0:51.0,D. Arthur enters the game for T. Lawson,,85-69,,
0:51.0,N. Robinson enters the game for W. Chandler,,85-69,,
0:48.0,,,85-69,,A. Wiggins misses 2-pt shot from 18 ft
0:47.0,Defensive rebound by J. Nurkic,,85-69,,
0:27.0,J. Hickson makes 2-pt shot from 9 ft,2,87-69,,
0:07.0,Personal take foul by N. Robinson (drawn by Z. LaVine),,87-69,,
0:01.0,,,87-69,,Z. LaVine misses 2-pt shot from 17 ft
0:00.0,,,87-69,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,D. Arthur misses 3-pt shot from 25 ft,,87-69,,
11:43.0,,,87-69,,Defensive rebound by Z. LaVine
11:38.0,,,87-69,,Z. LaVine misses 2-pt shot from 1 ft
11:36.0,,,87-69,,Offensive rebound by A. Wiggins
11:36.0,,,87-71,2,A. Wiggins makes 2-pt shot at rim
11:12.0,A. Afflalo misses 2-pt shot from 15 ft,,87-71,,
11:10.0,,,87-71,,Defensive rebound by J. Adrien
11:02.0,,,87-71,,A. Wiggins misses 2-pt shot from 20 ft
11:01.0,Defensive rebound by J. Hickson,,87-71,,
10:43.0,J. Hickson makes 2-pt shot from 7 ft,2,89-71,,
10:26.0,Personal block foul by D. Arthur (drawn by A. Wiggins),,89-71,,
10:22.0,,,89-71,,J. Adrien misses 2-pt shot from 2 ft (block by J. Nurkic)
10:20.0,Defensive rebound by N. Robinson,,89-71,,
10:04.0,D. Arthur makes 3-pt shot from 25 ft (assist by A. Afflalo),3,92-71,,
9:48.0,,,92-71,,G. Robinson misses 2-pt shot from 19 ft
9:47.0,Defensive rebound by J. Nurkic,,92-71,,
9:36.0,J. Nurkic misses 2-pt shot from 18 ft,,92-71,,
9:35.0,,,92-71,,Defensive rebound by T. Daniels
9:27.0,,,92-71,,T. Daniels misses 2-pt shot at rim
9:26.0,Defensive rebound by A. Afflalo,,92-71,,
9:22.0,D. Arthur makes 2-pt shot at rim (assist by N. Robinson),2,94-71,,
9:21.0,,,94-71,,Minnesota full timeout
9:21.0,,,94-71,,S. Muhammad enters the game for G. Robinson
9:21.0,,,94-71,,M. Williams enters the game for Z. LaVine
9:21.0,W. Chandler enters the game for A. Afflalo,,94-71,,
9:21.0,,,94-71,,T. Young enters the game for T. Daniels
9:07.0,,,94-71,,A. Wiggins misses 2-pt shot from 19 ft
9:06.0,,,94-71,,Offensive rebound by J. Adrien
9:06.0,Personal foul by N. Robinson (drawn by J. Adrien),,94-71,,
8:52.0,,,94-71,,T. Young misses 3-pt shot from 23 ft
8:50.0,,,94-71,,Offensive rebound by A. Wiggins
8:45.0,,,94-71,,M. Williams misses 3-pt shot from 25 ft
8:44.0,,,94-71,,Offensive rebound by T. Young
8:40.0,,,94-73,2,M. Williams makes 2-pt shot from 13 ft (assist by T. Young)
8:22.0,D. Arthur misses 3-pt shot from 24 ft,,94-73,,
8:21.0,,,94-73,,Defensive rebound by Team
8:21.0,Loose ball foul by J. Nurkic (drawn by J. Adrien),,94-73,,
8:12.0,,,94-76,3,T. Young makes 3-pt shot from 24 ft (assist by M. Williams)
7:47.0,N. Robinson misses 3-pt shot from 27 ft,,94-76,,
7:46.0,Offensive rebound by J. Nurkic,,94-76,,
7:43.0,J. Nurkic makes 2-pt shot from 5 ft,2,96-76,,
7:34.0,,,96-76,,M. Williams misses 3-pt shot from 25 ft
7:33.0,Defensive rebound by N. Robinson,,96-76,,
7:13.0,J. Nurkic misses 2-pt shot at rim (block by J. Adrien),,96-76,,
7:12.0,,,96-76,,Defensive rebound by T. Young
7:08.0,,,96-76,,Turnover by T. Young (lost ball; steal by J. Hickson)
7:06.0,Turnover by J. Hickson (bad pass; steal by T. Young),,96-76,,
7:01.0,,,96-79,3,A. Wiggins makes 3-pt shot from 23 ft (assist by T. Young)
6:59.0,Denver full timeout,,96-79,,
6:59.0,,,96-79,,G. Dieng enters the game for J. Adrien
6:46.0,Turnover by J. Nurkic (bad pass),,96-79,,
6:34.0,,,96-82,3,M. Williams makes 3-pt shot from 23 ft (assist by T. Young)
6:16.0,W. Chandler makes 2-pt shot from 8 ft (assist by N. Robinson),2,98-82,,
5:51.0,,,98-82,,Shooting foul by D. Arthur (drawn by S. Muhammad)
5:51.0,,,98-83,1,S. Muhammad makes free throw 1 of 2
5:51.0,,,98-84,1,S. Muhammad makes free throw 2 of 2
5:38.0,N. Robinson misses 3-pt shot from 25 ft,,98-84,,
5:36.0,Offensive rebound by Team,,98-84,,
5:26.0,J. Nurkic makes 2-pt shot at rim (assist by N. Robinson),2,100-84,,
5:16.0,,,100-84,,M. Williams misses 3-pt shot from 25 ft
5:14.0,,,100-84,,Offensive rebound by G. Dieng
5:14.0,,,100-84,,Shooting foul by D. Arthur (drawn by G. Dieng)
5:14.0,,,100-85,1,G. Dieng makes free throw 1 of 2
5:14.0,,,100-86,1,G. Dieng makes free throw 2 of 2
5:01.0,J. Nurkic misses 2-pt shot from 21 ft,,100-86,,
5:00.0,,,100-86,,Defensive rebound by A. Wiggins
4:50.0,,,100-88,2,A. Wiggins makes 2-pt shot from 2 ft
4:31.0,Turnover by N. Robinson (bad pass; steal by G. Dieng),,100-88,,
4:20.0,,,100-88,,Shooting foul by D. Arthur (drawn by T. Young)
4:20.0,,,100-89,1,T. Young makes free throw 1 of 2
4:20.0,K. Faried enters the game for J. Nurkic,,100-89,,
4:20.0,T. Lawson enters the game for N. Robinson,,100-89,,
4:20.0,A. Afflalo enters the game for D. Arthur,,100-89,,
4:20.0,,,100-90,1,T. Young makes free throw 2 of 2
3:56.0,A. Afflalo misses 2-pt shot from 19 ft,,100-90,,
3:55.0,Offensive rebound by J. Hickson,,100-90,,
3:54.0,J. Hickson makes 2-pt shot at rim,2,102-90,,
3:54.0,Shooting foul by T. Young (drawn by J. Hickson),,102-90,,
3:54.0,J. Hickson misses free throw 1 of 1,,102-90,,
3:54.0,,,102-90,,Defensive rebound by G. Dieng
3:39.0,,,102-90,,A. Wiggins misses 2-pt shot at rim
3:38.0,Defensive rebound by K. Faried,,102-90,,
3:17.0,Shooting foul by M. Williams (drawn by K. Faried),,102-90,,
3:17.0,K. Faried misses free throw 1 of 2,,102-90,,
3:17.0,Offensive rebound by Team,,102-90,,
3:17.0,N. Robinson enters the game for T. Lawson,,102-90,,
3:17.0,K. Faried makes free throw 2 of 2,1,103-90,,
3:09.0,,,103-90,,Turnover by G. Dieng (lost ball; steal by J. Hickson)
3:04.0,J. Hickson makes 2-pt shot at rim (assist by N. Robinson),2,105-90,,
2:58.0,,,105-90,,Minnesota full timeout
2:58.0,,,105-90,,Minnesota full timeout
