time,Washington,pts.away,score,pts.home,New York
7:27.0,Defensive rebound by B. Beal,,13-6,,
7:21.0,N. Hilario makes 2-pt shot at rim (assist by B. Beal),2,15-6,,
7:02.0,,,15-6,,J. Calderon misses 2-pt shot from 2 ft
7:01.0,Defensive rebound by N. Hilario,,15-6,,
6:54.0,Turnover by J. Wall (step out of bounds),,15-6,,
6:41.0,,,15-6,,J. Calderon misses 3-pt shot from 25 ft
6:40.0,Defensive rebound by P. Pierce,,15-6,,
6:33.0,,,15-6,,Personal foul by P. Prigioni (drawn by M. Gortat)
6:25.0,B. Beal misses 2-pt shot from 22 ft,,15-6,,
6:24.0,Offensive rebound by M. Gortat,,15-6,,
6:22.0,M. Gortat misses 2-pt shot at rim,,15-6,,
6:21.0,,,15-6,,Defensive rebound by S. Dalembert
6:15.0,,,15-8,2,C. Anthony makes 2-pt shot from 2 ft
6:00.0,J. Wall makes 3-pt shot from 25 ft,3,18-8,,
5:51.0,,,18-10,2,C. Anthony makes 2-pt shot from 1 ft (assist by P. Prigioni)
5:51.0,,,18-10,,Shooting foul by P. Pierce (drawn by C. Anthony)
5:51.0,K. Humphries enters the game for N. Hilario,,18-10,,
5:51.0,,,18-10,,C. Aldrich enters the game for S. Dalembert
5:51.0,,,18-11,1,C. Anthony makes free throw 1 of 1
5:25.0,J. Wall misses 2-pt shot from 13 ft,,18-11,,
5:24.0,,,18-11,,Defensive rebound by P. Prigioni
5:19.0,,,18-11,,Shooting foul by P. Pierce (drawn by C. Anthony)
5:19.0,,,18-12,1,C. Anthony makes free throw 1 of 2
5:19.0,R. Butler enters the game for P. Pierce,,18-12,,
5:19.0,,,18-13,1,C. Anthony makes free throw 2 of 2
5:02.0,K. Humphries makes 2-pt shot from 20 ft (assist by J. Wall),2,20-13,,
4:40.0,,,20-15,2,C. Anthony makes 2-pt shot from 11 ft (assist by P. Prigioni)
4:23.0,R. Butler makes 3-pt shot from 22 ft (assist by J. Wall),3,23-15,,
4:10.0,,,23-15,,J. Smith misses 2-pt shot from 19 ft
4:09.0,Defensive rebound by M. Gortat,,23-15,,
3:57.0,M. Gortat makes 2-pt shot at rim (assist by J. Wall),2,25-15,,
3:37.0,,,25-17,2,C. Anthony makes 2-pt shot from 17 ft
3:13.0,R. Butler misses 3-pt shot from 25 ft,,25-17,,
3:12.0,Offensive rebound by R. Butler,,25-17,,
3:08.0,K. Humphries makes 2-pt shot from 19 ft (assist by R. Butler),2,27-17,,
2:59.0,,,27-17,,J. Calderon misses 3-pt shot from 22 ft
2:58.0,Defensive rebound by K. Humphries,,27-17,,
2:55.0,,,27-17,,Personal foul by P. Prigioni (drawn by J. Wall)
2:55.0,Washington full timeout,,27-17,,
2:55.0,,,27-17,,T. Hardaway enters the game for J. Calderon
2:55.0,,,27-17,,S. Larkin enters the game for C. Aldrich
2:45.0,Turnover by B. Beal (bad pass; steal by J. Smith),,27-17,,
2:29.0,,,27-17,,Shooting foul by K. Humphries (drawn by C. Anthony)
2:29.0,,,27-18,1,C. Anthony makes free throw 1 of 2
2:29.0,O. Porter enters the game for B. Beal,,27-18,,
2:29.0,,,27-18,,C. Anthony misses free throw 2 of 2
2:28.0,,,27-18,,Offensive rebound by J. Smith
2:10.0,,,27-18,,C. Anthony misses 2-pt shot from 16 ft
2:09.0,Defensive rebound by M. Gortat,,27-18,,
2:00.0,K. Humphries makes 2-pt shot at rim (assist by J. Wall),2,29-18,,
1:48.0,,,29-18,,C. Anthony misses 2-pt shot at rim
1:47.0,Defensive rebound by M. Gortat,,29-18,,
1:36.0,R. Butler misses 3-pt shot from 22 ft,,29-18,,
1:35.0,Offensive rebound by R. Butler,,29-18,,
1:30.0,O. Porter misses 2-pt shot from 3 ft (block by J. Smith),,29-18,,
1:29.0,,,29-18,,Defensive rebound by S. Larkin
1:24.0,,,29-18,,T. Hardaway misses 3-pt shot from 23 ft
1:23.0,Defensive rebound by J. Wall,,29-18,,
1:09.0,J. Wall makes 2-pt shot from 1 ft,2,31-18,,
0:51.0,,,31-18,,T. Hardaway misses 2-pt shot from 3 ft (block by M. Gortat)
0:50.0,,,31-18,,Offensive rebound by Team
0:50.0,K. Seraphin enters the game for M. Gortat,,31-18,,
0:50.0,,,31-18,,Q. Acy enters the game for C. Anthony
0:50.0,,,31-18,,A. Stoudemire enters the game for J. Smith
0:48.0,,,31-20,2,P. Prigioni makes 2-pt shot from 16 ft (assist by T. Hardaway)
0:29.0,Turnover by J. Wall (bad pass; steal by S. Larkin),,31-20,,
0:26.0,,,31-20,,Offensive foul by T. Hardaway
0:26.0,,,31-20,,Turnover by T. Hardaway (offensive foul)
0:26.0,P. Pierce enters the game for K. Seraphin,,31-20,,
0:05.0,R. Butler makes 3-pt shot from 23 ft (assist by J. Wall),3,34-20,,
0:00.0,,,34-23,3,S. Larkin makes 3-pt shot from 24 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,K. Seraphin makes 2-pt shot from 10 ft,2,36-23,,
11:09.0,,,36-23,,T. Hardaway misses 3-pt shot from 26 ft
11:04.0,Defensive rebound by Team,,36-23,,
10:50.0,O. Porter misses 2-pt shot from 7 ft,,36-23,,
10:49.0,,,36-23,,Defensive rebound by A. Stoudemire
10:30.0,,,36-25,2,S. Larkin makes 2-pt shot from 20 ft
10:09.0,K. Seraphin misses 2-pt shot from 5 ft,,36-25,,
10:08.0,Offensive rebound by R. Butler,,36-25,,
10:07.0,R. Butler makes 2-pt shot from 1 ft,2,38-25,,
9:56.0,Personal foul by K. Seraphin (drawn by A. Stoudemire),,38-25,,
9:39.0,,,38-25,,Q. Acy misses 2-pt shot from 1 ft
9:38.0,Defensive rebound by A. Miller,,38-25,,
9:35.0,Offensive foul by O. Porter,,38-25,,
9:35.0,Turnover by O. Porter (offensive foul),,38-25,,
9:22.0,,,38-25,,A. Stoudemire misses 2-pt shot from 4 ft
9:20.0,Defensive rebound by Team,,38-25,,
9:03.0,,,38-25,,Personal foul by A. Stoudemire (drawn by K. Humphries)
8:55.0,Official timeout,,38-25,,
8:55.0,,,38-25,,T. Wear enters the game for T. Hardaway
8:55.0,,,38-25,,J. Calderon enters the game for S. Larkin
8:51.0,K. Seraphin misses 2-pt shot from 4 ft,,38-25,,
8:50.0,Offensive rebound by K. Seraphin,,38-25,,
8:49.0,K. Seraphin makes 2-pt shot from 1 ft,2,40-25,,
8:38.0,Personal foul by A. Miller (drawn by P. Prigioni),,40-25,,
8:24.0,,,40-25,,Turnover by Team (shot clock)
8:01.0,K. Humphries misses 2-pt shot from 1 ft,,40-25,,
8:00.0,,,40-25,,Defensive rebound by T. Wear
7:49.0,,,40-25,,A. Stoudemire misses 2-pt shot from 1 ft
7:48.0,Defensive rebound by A. Miller,,40-25,,
7:44.0,O. Porter makes 2-pt shot at rim (assist by A. Miller),2,42-25,,
7:26.0,,,42-25,,Shooting foul by A. Miller (drawn by A. Stoudemire)
7:26.0,,,42-25,,A. Stoudemire misses free throw 1 of 2
7:26.0,,,42-25,,Offensive rebound by Team
7:26.0,B. Beal enters the game for O. Porter,,42-25,,
7:26.0,,,42-25,,C. Anthony enters the game for Q. Acy
7:26.0,,,42-26,1,A. Stoudemire makes free throw 2 of 2
7:15.0,Turnover by A. Miller (bad pass; steal by A. Stoudemire),,42-26,,
7:02.0,,,42-28,2,A. Stoudemire makes 2-pt shot from 1 ft
6:51.0,,,42-28,,Def 3 sec tech foul by A. Stoudemire
6:51.0,B. Beal makes technical free throw,1,43-28,,
6:51.0,N. Hilario enters the game for K. Seraphin,,43-28,,
6:51.0,,,43-28,,T. Hardaway enters the game for P. Prigioni
6:40.0,K. Humphries makes 2-pt shot from 16 ft (assist by B. Beal),2,45-28,,
6:16.0,,,45-31,3,J. Calderon makes 3-pt shot from 24 ft (assist by T. Wear)
5:58.0,N. Hilario makes 2-pt shot at rim (assist by B. Beal),2,47-31,,
5:37.0,,,47-31,,Shooting foul by R. Butler (drawn by C. Anthony)
5:37.0,,,47-31,,New York full timeout
5:37.0,J. Wall enters the game for A. Miller,,47-31,,
5:37.0,,,47-31,,J. Smith enters the game for T. Wear
5:37.0,,,47-32,1,C. Anthony makes free throw 1 of 2
5:37.0,,,47-33,1,C. Anthony makes free throw 2 of 2
5:17.0,B. Beal makes 2-pt shot at rim,2,49-33,,
4:56.0,,,49-35,2,C. Anthony makes 2-pt shot from 22 ft
4:45.0,R. Butler misses 3-pt shot from 23 ft,,49-35,,
4:44.0,,,49-35,,Defensive rebound by A. Stoudemire
4:29.0,,,49-35,,J. Calderon misses 3-pt shot from 25 ft
4:28.0,,,49-35,,Offensive rebound by C. Anthony
4:24.0,,,49-35,,C. Anthony misses 3-pt shot from 26 ft
4:23.0,Defensive rebound by K. Humphries,,49-35,,
4:13.0,K. Humphries misses 2-pt shot from 15 ft,,49-35,,
4:12.0,,,49-35,,Defensive rebound by A. Stoudemire
3:57.0,,,49-37,2,T. Hardaway makes 2-pt shot from 14 ft
3:40.0,K. Humphries makes 2-pt shot from 1 ft (assist by N. Hilario),2,51-37,,
3:32.0,,,51-37,,Offensive foul by J. Smith
3:32.0,,,51-37,,Turnover by J. Smith (offensive foul)
3:32.0,,,51-37,,S. Dalembert enters the game for A. Stoudemire
3:32.0,P. Pierce enters the game for K. Humphries,,51-37,,
3:32.0,M. Gortat enters the game for R. Butler,,51-37,,
3:15.0,B. Beal makes 2-pt shot from 23 ft,2,53-37,,
3:02.0,,,53-39,2,J. Smith makes 2-pt shot from 20 ft (assist by J. Calderon)
2:44.0,P. Pierce misses 3-pt shot from 25 ft,,53-39,,
2:43.0,Offensive rebound by N. Hilario,,53-39,,
2:41.0,,,53-39,,Personal foul by S. Dalembert (drawn by N. Hilario)
2:41.0,Washington full timeout,,53-39,,
2:36.0,Turnover by N. Hilario (traveling),,53-39,,
2:19.0,,,53-39,,S. Dalembert misses 2-pt shot from 11 ft
2:18.0,Defensive rebound by P. Pierce,,53-39,,
2:12.0,Turnover by M. Gortat (lost ball),,53-39,,
1:58.0,,,53-39,,C. Anthony misses 2-pt shot from 3 ft (block by M. Gortat)
1:57.0,,,53-39,,Offensive rebound by C. Anthony
1:56.0,,,53-41,2,C. Anthony makes 2-pt shot from 1 ft
1:56.0,,,53-41,,Shooting foul by N. Hilario (drawn by C. Anthony)
1:56.0,,,53-42,1,C. Anthony makes free throw 1 of 1
1:32.0,J. Wall misses 2-pt shot from 17 ft,,53-42,,
1:31.0,,,53-42,,Defensive rebound by S. Dalembert
1:10.0,,,53-44,2,C. Anthony makes 2-pt shot from 10 ft
1:04.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,56-44,,
0:48.0,,,56-44,,J. Calderon misses 3-pt shot from 23 ft
0:46.0,Defensive rebound by B. Beal,,56-44,,
0:41.0,B. Beal makes 2-pt shot from 1 ft (assist by J. Wall),2,58-44,,
0:28.0,,,58-44,,New York full timeout
0:28.0,R. Butler enters the game for P. Pierce,,58-44,,
0:28.0,,,58-44,,A. Stoudemire enters the game for S. Dalembert
0:17.0,,,58-44,,C. Anthony misses 2-pt shot from 17 ft
0:15.0,,,58-44,,Offensive rebound by Team
0:15.0,,,58-44,,Turnover by Team (shot clock)
0:15.0,Washington full timeout,,58-44,,
0:15.0,,,58-44,,S. Dalembert enters the game for A. Stoudemire
0:15.0,P. Pierce enters the game for N. Hilario,,58-44,,
0:15.0,,,58-44,,T. Wear enters the game for J. Smith
0:05.0,J. Wall makes 2-pt shot from 1 ft,2,60-44,,
0:01.0,,,60-44,,J. Calderon misses 2-pt shot from 21 ft
0:00.0,,,60-44,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,N. Hilario makes 2-pt shot from 19 ft (assist by P. Pierce),2,62-44,,
11:20.0,,,62-44,,A. Stoudemire misses 2-pt shot from 15 ft
11:19.0,Defensive rebound by B. Beal,,62-44,,
11:05.0,N. Hilario makes 2-pt shot from 7 ft,2,64-44,,
10:56.0,Personal foul by J. Wall (drawn by C. Anthony),,64-44,,
10:49.0,,,64-44,,Turnover by S. Dalembert (bad pass; steal by N. Hilario)
10:38.0,J. Wall misses 2-pt shot from 20 ft,,64-44,,
10:37.0,Offensive rebound by J. Wall,,64-44,,
10:23.0,B. Beal misses 3-pt shot from 24 ft,,64-44,,
10:22.0,,,64-44,,Defensive rebound by A. Stoudemire
10:15.0,,,64-44,,C. Anthony misses 3-pt shot from 24 ft
10:14.0,Defensive rebound by P. Pierce,,64-44,,
10:09.0,Turnover by J. Wall (lost ball),,64-44,,
9:59.0,,,64-44,,Turnover by S. Dalembert (bad pass)
9:44.0,B. Beal makes 2-pt shot from 11 ft (assist by J. Wall),2,66-44,,
9:24.0,,,66-44,,Shooting foul by N. Hilario (drawn by A. Stoudemire)
9:24.0,,,66-44,,A. Stoudemire misses free throw 1 of 2
9:24.0,,,66-44,,Offensive rebound by Team
9:24.0,,,66-44,,C. Aldrich enters the game for S. Dalembert
9:24.0,,,66-45,1,A. Stoudemire makes free throw 2 of 2
9:16.0,N. Hilario misses 2-pt shot from 17 ft,,66-45,,
9:15.0,,,66-45,,Defensive rebound by T. Hardaway
9:08.0,,,66-47,2,T. Hardaway makes 2-pt shot from 13 ft
9:08.0,,,66-47,,Shooting foul by B. Beal (drawn by T. Hardaway)
9:08.0,,,66-48,1,T. Hardaway makes free throw 1 of 1
8:54.0,M. Gortat misses 2-pt shot from 5 ft (block by A. Stoudemire),,66-48,,
8:53.0,,,66-48,,Defensive rebound by T. Hardaway
8:41.0,,,66-50,2,C. Aldrich makes 2-pt shot from 1 ft (assist by J. Calderon)
8:25.0,J. Wall makes 2-pt shot from 2 ft,2,68-50,,
8:12.0,,,68-52,2,J. Calderon makes 2-pt shot from 16 ft
7:45.0,M. Gortat misses 2-pt shot from 17 ft,,68-52,,
7:44.0,,,68-52,,Defensive rebound by A. Stoudemire
7:36.0,,,68-52,,J. Calderon misses 2-pt shot from 2 ft
7:35.0,Defensive rebound by J. Wall,,68-52,,
7:29.0,B. Beal misses 3-pt shot from 25 ft,,68-52,,
7:28.0,,,68-52,,Defensive rebound by T. Hardaway
7:22.0,,,68-55,3,T. Hardaway makes 3-pt shot from 25 ft
6:54.0,J. Wall makes 2-pt shot from 20 ft,2,70-55,,
6:43.0,,,70-55,,Turnover by C. Anthony (lost ball; steal by B. Beal)
6:40.0,Jump ball: B. Beal vs. T. Hardaway (J. Calderon gains possession),,,,Jump ball: B. Beal vs. T. Hardaway (J. Calderon gains possession)
6:40.0,Turnover by B. Beal (lost ball; steal by T. Hardaway),,70-55,,
6:30.0,,,70-55,,Turnover by C. Anthony (lost ball; steal by J. Wall)
6:24.0,J. Wall misses 2-pt shot from 1 ft,,70-55,,
6:23.0,,,70-55,,Defensive rebound by J. Calderon
6:19.0,,,70-55,,J. Smith enters the game for A. Stoudemire
6:08.0,,,70-57,2,J. Smith makes 2-pt shot from 17 ft (assist by C. Aldrich)
6:07.0,Washington full timeout,,70-57,,
6:07.0,K. Humphries enters the game for N. Hilario,,70-57,,
5:45.0,M. Gortat makes 2-pt shot from 1 ft (assist by B. Beal),2,72-57,,
5:22.0,,,72-57,,C. Anthony misses 2-pt shot from 1 ft
5:21.0,Defensive rebound by M. Gortat,,72-57,,
5:16.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,75-57,,
4:57.0,,,75-57,,T. Hardaway misses 3-pt shot from 27 ft
4:56.0,Defensive rebound by K. Humphries,,75-57,,
4:48.0,K. Humphries makes 2-pt shot from 19 ft (assist by J. Wall),2,77-57,,
4:47.0,,,77-57,,New York full timeout
4:33.0,,,77-59,2,J. Calderon makes 2-pt shot from 14 ft
4:15.0,J. Wall makes 2-pt shot from 15 ft,2,79-59,,
4:02.0,,,79-59,,Shooting foul by K. Humphries (drawn by J. Calderon)
4:02.0,,,79-60,1,J. Calderon makes free throw 1 of 2
4:02.0,,,79-61,1,J. Calderon makes free throw 2 of 2
3:45.0,M. Gortat misses 2-pt shot from 7 ft,,79-61,,
3:44.0,,,79-61,,Defensive rebound by J. Calderon
3:39.0,,,79-61,,T. Hardaway misses 3-pt shot from 26 ft
3:38.0,,,79-61,,Offensive rebound by Team
3:30.0,,,79-63,2,J. Calderon makes 2-pt shot from 21 ft (assist by J. Smith)
3:07.0,P. Pierce misses 2-pt shot from 17 ft,,79-63,,
3:05.0,Offensive rebound by M. Gortat,,79-63,,
2:42.0,J. Wall misses 3-pt shot from 25 ft,,79-63,,
2:37.0,,,79-63,,Defensive rebound by Team
2:21.0,,,79-63,,C. Anthony misses 2-pt shot from 11 ft
2:20.0,Defensive rebound by K. Humphries,,79-63,,
2:12.0,J. Wall makes 2-pt shot at rim,2,81-63,,
1:49.0,,,81-66,3,J. Calderon makes 3-pt shot from 25 ft (assist by C. Aldrich)
1:33.0,,,81-66,,Personal foul by T. Hardaway (drawn by B. Beal)
1:33.0,R. Butler enters the game for P. Pierce,,81-66,,
1:33.0,,,81-66,,P. Prigioni enters the game for T. Hardaway
1:26.0,M. Gortat misses 2-pt shot from 1 ft,,81-66,,
1:25.0,,,81-66,,Defensive rebound by J. Smith
1:18.0,,,81-66,,C. Anthony misses 2-pt shot at rim
1:17.0,,,81-66,,Offensive rebound by C. Anthony
1:17.0,,,81-68,2,C. Anthony makes 2-pt shot at rim
1:00.0,J. Wall makes 2-pt shot from 1 ft,2,83-68,,
0:51.0,,,83-70,2,C. Aldrich makes 2-pt shot from 1 ft (assist by C. Anthony)
0:41.0,Shooting foul by C. Aldrich (drawn by J. Wall),,83-70,,
0:41.0,J. Wall makes free throw 1 of 2,1,84-70,,
0:41.0,O. Porter enters the game for B. Beal,,84-70,,
0:41.0,J. Wall misses free throw 2 of 2,,84-70,,
0:41.0,,,84-70,,Defensive rebound by J. Calderon
0:31.0,,,84-70,,J. Calderon misses 2-pt shot from 22 ft
0:29.0,Defensive rebound by Team,,84-70,,
0:07.0,J. Wall misses 2-pt shot from 20 ft,,84-70,,
0:06.0,,,84-70,,Defensive rebound by C. Aldrich
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,84-70,,J. Smith misses 2-pt shot from 10 ft
11:42.0,Defensive rebound by A. Miller,,84-70,,
11:35.0,Turnover by A. Miller (bad pass; steal by P. Prigioni),,84-70,,
11:26.0,,,84-70,,J. Smith misses 2-pt shot from 20 ft
11:25.0,Defensive rebound by R. Butler,,84-70,,
11:07.0,,,84-70,,Personal foul by J. Smith (drawn by K. Humphries)
10:54.0,K. Seraphin makes 2-pt shot from 8 ft (assist by K. Humphries),2,86-70,,
10:34.0,,,86-70,,P. Prigioni misses 3-pt shot from 25 ft
10:33.0,Defensive rebound by R. Butler,,86-70,,
10:17.0,K. Seraphin makes 2-pt shot at rim (assist by A. Miller),2,88-70,,
10:06.0,,,88-70,,C. Anthony misses 3-pt shot from 25 ft
10:04.0,Defensive rebound by A. Miller,,88-70,,
9:54.0,K. Seraphin misses 2-pt shot from 11 ft,,88-70,,
9:53.0,,,88-70,,Defensive rebound by Q. Acy
9:49.0,Personal foul by A. Miller (drawn by S. Larkin),,88-70,,
9:49.0,,,88-70,,C. Aldrich enters the game for J. Smith
9:46.0,Personal foul by K. Humphries (drawn by C. Anthony),,88-70,,
9:36.0,,,88-72,2,C. Anthony makes 2-pt shot from 20 ft (assist by Q. Acy)
9:22.0,K. Humphries makes 2-pt shot from 20 ft (assist by A. Miller),2,90-72,,
9:03.0,,,90-74,2,Q. Acy makes 2-pt shot from 19 ft (assist by C. Anthony)
8:51.0,K. Seraphin misses 2-pt shot from 4 ft,,90-74,,
8:50.0,Offensive rebound by O. Porter,,90-74,,
8:47.0,O. Porter misses 2-pt shot at rim (block by C. Aldrich),,90-74,,
8:45.0,Offensive rebound by K. Humphries,,90-74,,
8:35.0,O. Porter misses 2-pt shot at rim,,90-74,,
8:34.0,,,90-74,,Defensive rebound by Q. Acy
8:26.0,,,90-76,2,C. Anthony makes 2-pt shot from 19 ft
8:22.0,Washington full timeout,,90-76,,
8:06.0,,,90-76,,Personal foul by Q. Acy (drawn by K. Humphries)
8:02.0,,,90-76,,Personal foul by P. Prigioni (drawn by O. Porter)
8:02.0,B. Beal enters the game for O. Porter,,90-76,,
7:50.0,B. Beal misses 2-pt shot from 19 ft,,90-76,,
7:49.0,,,90-76,,Defensive rebound by P. Prigioni
7:31.0,,,90-78,2,Q. Acy makes 2-pt shot from 3 ft (assist by P. Prigioni)
7:07.0,Shooting foul by S. Larkin (drawn by A. Miller),,90-78,,
7:07.0,A. Miller misses free throw 1 of 2,,90-78,,
7:07.0,Offensive rebound by Team,,90-78,,
7:07.0,A. Miller makes free throw 2 of 2,1,91-78,,
6:53.0,Personal foul by K. Seraphin (drawn by C. Aldrich),,91-78,,
6:53.0,J. Wall enters the game for A. Miller,,91-78,,
6:40.0,,,91-80,2,C. Aldrich makes 2-pt shot from 4 ft
6:17.0,,,91-80,,J. Calderon enters the game for S. Larkin
6:17.0,N. Hilario enters the game for K. Seraphin,,91-80,,
6:12.0,B. Beal misses 2-pt shot from 19 ft,,91-80,,
6:07.0,,,91-80,,Defensive rebound by J. Calderon
5:45.0,,,91-80,,C. Anthony misses 2-pt shot at rim (block by K. Humphries)
5:44.0,,,91-80,,Offensive rebound by P. Prigioni
5:37.0,,,91-80,,P. Prigioni misses 3-pt shot from 24 ft
5:36.0,Defensive rebound by R. Butler,,91-80,,
5:31.0,Official timeout,,91-80,,
5:31.0,Technical foul by J. Wall,,91-80,,
5:31.0,,,91-81,1,C. Anthony makes technical free throw
5:31.0,,,91-81,,Q. Acy ejected from game
5:31.0,,,91-81,,A. Stoudemire enters the game for Q. Acy
5:31.0,J. Wall makes flagrant free throw 1 of 2,1,92-81,,
5:31.0,J. Wall makes flagrant free throw 2 of 2,1,93-81,,
5:13.0,R. Butler makes 3-pt shot from 25 ft (assist by K. Humphries),3,96-81,,
4:56.0,Personal foul by R. Butler (drawn by C. Anthony),,96-81,,
4:43.0,,,96-81,,J. Calderon misses 3-pt shot from 26 ft
4:40.0,,,96-81,,Offensive rebound by Team
4:40.0,,,96-81,,Turnover by Team (shot clock)
4:26.0,B. Beal misses 3-pt shot from 22 ft,,96-81,,
4:25.0,,,96-81,,Defensive rebound by A. Stoudemire
4:15.0,,,96-83,2,C. Anthony makes 2-pt shot from 1 ft
3:56.0,J. Wall misses 2-pt shot from 20 ft,,96-83,,
3:55.0,Offensive rebound by B. Beal,,96-83,,
3:55.0,B. Beal misses 2-pt shot from 1 ft,,96-83,,
3:54.0,,,96-83,,Defensive rebound by P. Prigioni
3:32.0,,,96-83,,C. Anthony misses 3-pt shot from 26 ft
3:30.0,Defensive rebound by K. Humphries,,96-83,,
3:11.0,,,96-83,,J. Smith enters the game for A. Stoudemire
3:11.0,,,96-83,,T. Hardaway enters the game for P. Prigioni
3:11.0,P. Pierce enters the game for R. Butler,,96-83,,
3:11.0,M. Gortat enters the game for K. Humphries,,96-83,,
3:07.0,P. Pierce misses 2-pt shot from 17 ft,,96-83,,
3:06.0,,,96-83,,Defensive rebound by J. Smith
2:47.0,,,96-85,2,C. Anthony makes 2-pt shot from 18 ft
2:30.0,M. Gortat makes 2-pt shot at rim (assist by B. Beal),2,98-85,,
2:19.0,,,98-85,,T. Hardaway misses 3-pt shot from 25 ft
2:18.0,Defensive rebound by J. Wall,,98-85,,
2:08.0,P. Pierce misses 3-pt shot from 25 ft,,98-85,,
2:07.0,,,98-85,,Defensive rebound by C. Aldrich
2:06.0,,,98-85,,New York full timeout
1:48.0,,,98-85,,C. Aldrich misses 2-pt shot from 5 ft
1:46.0,Defensive rebound by J. Wall,,98-85,,
1:29.0,B. Beal makes 2-pt shot from 19 ft,2,100-85,,
1:17.0,,,100-87,2,C. Aldrich makes 2-pt shot from 1 ft (assist by J. Calderon)
0:54.0,Jump ball: B. Beal vs. T. Hardaway (N. Hilario gains possession),,,,Jump ball: B. Beal vs. T. Hardaway (N. Hilario gains possession)
0:53.0,N. Hilario misses 2-pt shot from 3 ft,,100-87,,
0:52.0,,,100-87,,Defensive rebound by C. Aldrich
0:46.0,,,100-87,,C. Anthony misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by M. Gortat,,100-87,,
0:44.0,,,100-87,,Personal foul by C. Aldrich (drawn by M. Gortat)
0:44.0,M. Gortat makes free throw 1 of 2,1,101-87,,
0:44.0,D. Gooden enters the game for N. Hilario,,101-87,,
0:44.0,O. Porter enters the game for P. Pierce,,101-87,,
0:44.0,M. Gortat makes free throw 2 of 2,1,102-87,,
0:35.0,,,102-89,2,C. Anthony makes 2-pt shot from 1 ft (assist by J. Smith)
0:35.0,,,102-89,,Shooting foul by O. Porter (drawn by C. Anthony)
0:35.0,G. Temple enters the game for J. Wall,,102-89,,
0:35.0,R. Butler enters the game for B. Beal,,102-89,,
0:35.0,,,102-89,,C. Anthony misses free throw 1 of 1
0:34.0,,,102-89,,Offensive rebound by C. Aldrich
0:33.0,,,102-91,2,C. Aldrich makes 2-pt shot from 1 ft
