time,Minnesota,pts.away,score,pts.home,Portland
0:33.0,Personal foul by C. Budinger (drawn by L. Aldridge),,19-29,,
0:26.0,,,19-29,,L. Aldridge misses 3-pt shot from 24 ft
0:25.0,Defensive rebound by L. Brown,,19-29,,
0:03.0,C. Budinger misses 2-pt shot at rim (block by C. Kaman),,19-29,,
0:02.0,,,19-29,,Defensive rebound by C. McCollum
0:00.0,,,19-29,,A. Afflalo misses 3-pt shot from 25 ft
0:00.0,,,19-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,A. Wiggins makes 2-pt shot from 11 ft (assist by L. Brown),2,21-29,,
11:27.0,,,21-31,2,C. McCollum makes 2-pt shot from 15 ft
11:04.0,K. Martin misses 2-pt shot from 10 ft,,21-31,,
11:03.0,Offensive rebound by L. Brown,,21-31,,
11:03.0,L. Brown misses 2-pt shot from 1 ft,,21-31,,
11:02.0,,,21-31,,Defensive rebound by M. Leonard
10:53.0,,,21-31,,A. Afflalo misses 3-pt shot from 22 ft
10:52.0,Defensive rebound by A. Onuaku,,21-31,,
10:38.0,C. Budinger misses 3-pt shot from 25 ft,,21-31,,
10:37.0,,,21-31,,Defensive rebound by R. Lopez
10:25.0,,,21-33,2,R. Lopez makes 2-pt shot from 1 ft (assist by S. Blake)
10:05.0,K. Martin makes 2-pt shot from 12 ft,2,23-33,,
9:57.0,,,23-33,,C. McCollum misses 2-pt shot from 17 ft
9:55.0,Defensive rebound by L. Brown,,23-33,,
9:41.0,C. Budinger misses 2-pt shot from 1 ft,,23-33,,
9:40.0,,,23-33,,Defensive rebound by R. Lopez
9:25.0,,,23-33,,M. Leonard misses 2-pt shot from 19 ft
9:24.0,Defensive rebound by C. Budinger,,23-33,,
9:14.0,A. Wiggins misses 2-pt shot from 14 ft,,23-33,,
9:13.0,,,23-33,,Defensive rebound by M. Leonard
8:55.0,,,23-33,,S. Blake misses 3-pt shot from 26 ft
8:54.0,Defensive rebound by K. Martin,,23-33,,
8:53.0,Minnesota full timeout,,23-33,,
8:53.0,R. Hummel enters the game for K. Martin,,23-33,,
8:53.0,A. Payne enters the game for A. Onuaku,,23-33,,
8:42.0,C. Budinger makes 3-pt shot from 26 ft (assist by L. Brown),3,26-33,,
8:13.0,,,26-33,,S. Blake misses 3-pt shot from 23 ft
8:12.0,Defensive rebound by R. Hummel,,26-33,,
8:05.0,C. Budinger misses 2-pt shot at rim,,26-33,,
8:03.0,,,26-33,,Defensive rebound by C. McCollum
7:54.0,,,26-36,3,M. Leonard makes 3-pt shot from 25 ft (assist by A. Afflalo)
7:35.0,A. Wiggins misses 2-pt shot from 6 ft,,26-36,,
7:33.0,,,26-36,,Defensive rebound by M. Leonard
7:26.0,Personal foul by L. Brown (drawn by S. Blake),,26-36,,
7:26.0,Z. LaVine enters the game for A. Wiggins,,26-36,,
7:26.0,,,26-36,,N. Batum enters the game for S. Blake
7:26.0,,,26-36,,D. Lillard enters the game for A. Afflalo
7:17.0,,,26-39,3,D. Lillard makes 3-pt shot from 25 ft (assist by M. Leonard)
6:57.0,Shooting foul by R. Lopez (drawn by R. Hummel),,26-39,,
6:57.0,R. Hummel makes free throw 1 of 2,1,27-39,,
6:57.0,Turnover by A. Payne (lane violation.),,27-39,,
6:45.0,,,27-39,,Turnover by R. Lopez (bad pass; steal by C. Budinger)
6:32.0,R. Hummel misses 2-pt shot from 22 ft,,27-39,,
6:31.0,,,27-39,,Defensive rebound by N. Batum
6:24.0,,,27-39,,Turnover by C. McCollum (bad pass; steal by R. Hummel)
6:15.0,A. Payne makes 2-pt shot from 19 ft (assist by Z. LaVine),2,29-39,,
5:56.0,,,29-39,,D. Lillard misses 2-pt shot from 9 ft
5:54.0,,,29-39,,Offensive rebound by R. Lopez
5:54.0,,,29-41,2,R. Lopez makes 2-pt shot at rim
5:42.0,Z. LaVine makes 2-pt shot at rim,2,31-41,,
5:42.0,Shooting foul by M. Leonard (drawn by Z. LaVine),,31-41,,
5:42.0,Official timeout,,31-41,,
5:42.0,Z. LaVine makes free throw 1 of 1,1,32-41,,
5:20.0,,,32-41,,D. Lillard misses 2-pt shot from 16 ft (block by L. Brown)
5:18.0,Defensive rebound by L. Brown,,32-41,,
5:03.0,R. Hummel misses 2-pt shot from 22 ft,,32-41,,
5:02.0,,,32-41,,Defensive rebound by M. Leonard
4:51.0,,,32-41,,C. McCollum misses 3-pt shot from 24 ft
4:50.0,Defensive rebound by A. Payne,,32-41,,
4:46.0,Turnover by Z. LaVine (palming),,32-41,,
4:46.0,,,32-41,,C. Kaman enters the game for R. Lopez
4:46.0,,,32-41,,L. Aldridge enters the game for M. Leonard
4:37.0,,,32-43,2,C. McCollum makes 2-pt shot from 4 ft
4:25.0,,,32-43,,Violation by C. McCollum (kicked ball)
4:25.0,A. Wiggins enters the game for C. Budinger,,32-43,,
4:25.0,K. Martin enters the game for L. Brown,,32-43,,
4:16.0,Shooting foul by N. Batum (drawn by A. Wiggins),,32-43,,
4:16.0,A. Wiggins makes free throw 1 of 2,1,33-43,,
4:16.0,A. Wiggins makes free throw 2 of 2,1,34-43,,
3:57.0,,,34-45,2,C. McCollum makes 2-pt shot from 17 ft
3:42.0,R. Hummel misses 2-pt shot from 21 ft,,34-45,,
3:41.0,,,34-45,,Defensive rebound by N. Batum
3:32.0,,,34-45,,N. Batum misses 2-pt shot from 11 ft
3:32.0,,,34-45,,Offensive rebound by Team
3:32.0,,,34-45,,A. Afflalo enters the game for C. McCollum
3:29.0,,,34-45,,L. Aldridge misses 2-pt shot from 20 ft
3:28.0,,,34-45,,Offensive rebound by N. Batum
3:23.0,,,34-47,2,L. Aldridge makes 2-pt shot at rim (assist by N. Batum)
3:23.0,Minnesota full timeout,,34-47,,
3:23.0,J. Hamilton enters the game for R. Hummel,,34-47,,
3:06.0,A. Wiggins misses 2-pt shot from 18 ft,,34-47,,
3:05.0,Offensive rebound by J. Hamilton,,34-47,,
3:00.0,K. Martin misses 2-pt shot from 10 ft,,34-47,,
2:58.0,Offensive rebound by A. Payne,,34-47,,
2:58.0,A. Payne misses 2-pt shot at rim,,34-47,,
2:56.0,Offensive rebound by Team,,34-47,,
2:56.0,,,34-47,,Portland full timeout
2:42.0,Turnover by Z. LaVine (bad pass; steal by N. Batum),,34-47,,
2:19.0,,,34-50,3,N. Batum makes 3-pt shot from 22 ft (assist by C. Kaman)
1:54.0,J. Hamilton misses 2-pt shot from 6 ft,,34-50,,
1:54.0,Offensive rebound by Team,,34-50,,
1:51.0,K. Martin misses 2-pt shot from 15 ft,,34-50,,
1:50.0,,,34-50,,Defensive rebound by C. Kaman
1:39.0,,,34-52,2,D. Lillard makes 2-pt shot from 21 ft
1:23.0,A. Wiggins misses 2-pt shot from 12 ft (block by D. Lillard),,34-52,,
1:21.0,,,34-52,,Defensive rebound by D. Lillard
1:18.0,,,34-52,,D. Lillard misses 2-pt shot at rim
1:16.0,Defensive rebound by Z. LaVine,,34-52,,
1:06.0,Z. LaVine makes 2-pt shot from 2 ft,2,36-52,,
0:52.0,,,36-52,,Shooting foul by A. Payne (drawn by L. Aldridge)
0:52.0,,,36-52,,L. Aldridge misses free throw 1 of 2
0:52.0,,,36-52,,Offensive rebound by Team
0:52.0,C. Budinger enters the game for A. Payne,,36-52,,
0:52.0,,,36-53,1,L. Aldridge makes free throw 2 of 2
0:39.0,Turnover by Z. LaVine (bad pass; steal by N. Batum),,36-53,,
0:31.0,,,36-53,,Turnover by D. Lillard (lost ball; steal by C. Budinger)
0:28.0,Turnover by C. Budinger (bad pass; steal by N. Batum),,36-53,,
0:25.0,,,36-53,,D. Lillard misses 3-pt shot from 26 ft
0:24.0,,,36-53,,Offensive rebound by C. Kaman
0:24.0,,,36-55,2,C. Kaman makes 2-pt shot at rim
0:06.0,K. Martin misses 2-pt shot from 16 ft,,36-55,,
0:05.0,Offensive rebound by J. Hamilton,,36-55,,
0:04.0,,,36-55,,Personal foul by L. Aldridge (drawn by J. Hamilton)
0:03.0,Turnover by C. Budinger (bad pass; steal by C. Kaman),,36-55,,
0:00.0,,,36-55,,D. Lillard misses 3-pt shot from 25 ft
0:00.0,,,36-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,K. Martin makes 2-pt shot from 14 ft (assist by A. Wiggins),2,38-55,,
11:29.0,,,38-55,,N. Batum misses 2-pt shot from 17 ft
11:28.0,Defensive rebound by J. Hamilton,,38-55,,
11:13.0,A. Wiggins misses 2-pt shot from 16 ft,,38-55,,
11:12.0,,,38-55,,Defensive rebound by L. Aldridge
11:07.0,,,38-55,,Shooting foul by A. Wiggins (drawn by R. Lopez)
11:07.0,,,38-56,1,R. Lopez makes free throw 1 of 2
11:07.0,,,38-57,1,R. Lopez makes free throw 2 of 2
10:54.0,A. Wiggins makes 2-pt shot from 5 ft,2,40-57,,
10:54.0,Shooting foul by N. Batum (drawn by A. Wiggins),,40-57,,
10:54.0,A. Wiggins misses free throw 1 of 1,,40-57,,
10:53.0,,,40-57,,Defensive rebound by L. Aldridge
10:44.0,,,40-57,,D. Lillard misses 3-pt shot from 25 ft
10:43.0,Defensive rebound by A. Wiggins,,40-57,,
10:35.0,J. Hamilton misses 2-pt shot from 16 ft,,40-57,,
10:34.0,,,40-57,,Defensive rebound by D. Lillard
10:15.0,,,40-57,,A. Afflalo misses 3-pt shot from 23 ft
10:14.0,Defensive rebound by A. Payne,,40-57,,
9:56.0,A. Wiggins misses 2-pt shot from 13 ft,,40-57,,
9:54.0,,,40-57,,Defensive rebound by N. Batum
9:45.0,,,40-59,2,R. Lopez makes 2-pt shot at rim (assist by N. Batum)
9:22.0,A. Payne misses 2-pt shot from 20 ft,,40-59,,
9:21.0,,,40-59,,Defensive rebound by A. Afflalo
9:08.0,,,40-62,3,D. Lillard makes 3-pt shot from 25 ft (assist by L. Aldridge)
8:43.0,Shooting foul by D. Lillard (drawn by Z. LaVine),,40-62,,
8:43.0,Z. LaVine makes free throw 1 of 2,1,41-62,,
8:43.0,Z. LaVine makes free throw 2 of 2,1,42-62,,
8:31.0,,,42-62,,Turnover by N. Batum (bad pass; steal by A. Payne)
8:21.0,A. Payne makes 2-pt shot from 18 ft (assist by Z. LaVine),2,44-62,,
8:03.0,,,44-62,,Turnover by R. Lopez (bad pass; steal by Z. LaVine)
8:00.0,Z. LaVine makes 2-pt shot at rim,2,46-62,,
7:46.0,,,46-64,2,L. Aldridge makes 2-pt shot from 19 ft (assist by D. Lillard)
7:30.0,K. Martin misses 3-pt shot from 25 ft,,46-64,,
7:29.0,,,46-64,,Defensive rebound by L. Aldridge
7:20.0,,,46-64,,Shooting foul by Z. LaVine (drawn by D. Lillard)
7:20.0,,,46-65,1,D. Lillard makes free throw 1 of 2
7:20.0,,,46-66,1,D. Lillard makes free throw 2 of 2
7:08.0,J. Hamilton misses 2-pt shot from 17 ft,,46-66,,
7:07.0,,,46-66,,Defensive rebound by L. Aldridge
6:53.0,Shooting block foul by A. Payne (drawn by D. Lillard),,46-66,,
6:53.0,,,46-67,1,D. Lillard makes free throw 1 of 2
6:53.0,,,46-68,1,D. Lillard makes free throw 2 of 2
6:39.0,A. Wiggins misses 2-pt shot from 2 ft,,46-68,,
6:37.0,Offensive rebound by J. Hamilton,,46-68,,
6:37.0,J. Hamilton misses 2-pt shot at rim,,46-68,,
6:36.0,Offensive rebound by J. Hamilton,,46-68,,
6:35.0,J. Hamilton makes 2-pt shot from 1 ft,2,48-68,,
6:20.0,,,48-68,,Shooting foul by A. Payne (drawn by L. Aldridge)
6:20.0,,,48-69,1,L. Aldridge makes free throw 1 of 2
6:20.0,C. Budinger enters the game for A. Payne,,48-69,,
6:20.0,,,48-70,1,L. Aldridge makes free throw 2 of 2
6:10.0,A. Wiggins misses 2-pt shot from 1 ft,,48-70,,
6:08.0,,,48-70,,Defensive rebound by N. Batum
6:00.0,,,48-72,2,R. Lopez makes 2-pt shot from 2 ft (assist by N. Batum)
6:00.0,,,48-72,,Shooting foul by J. Hamilton (drawn by R. Lopez)
6:00.0,Minnesota full timeout,,48-72,,
6:00.0,,,48-73,1,R. Lopez makes free throw 1 of 1
5:39.0,Z. LaVine misses 2-pt shot from 21 ft,,48-73,,
5:38.0,,,48-73,,Defensive rebound by L. Aldridge
5:29.0,,,48-75,2,R. Lopez makes 2-pt shot from 2 ft (assist by D. Lillard)
5:27.0,Minnesota full timeout,,48-75,,
5:27.0,,,48-75,,C. Kaman enters the game for R. Lopez
5:10.0,C. Budinger misses 2-pt shot from 1 ft,,48-75,,
5:09.0,,,48-75,,Defensive rebound by C. Kaman
4:50.0,,,48-75,,D. Lillard misses 3-pt shot from 25 ft
4:49.0,Defensive rebound by A. Wiggins,,48-75,,
4:35.0,A. Wiggins misses 2-pt shot from 2 ft,,48-75,,
4:34.0,Offensive rebound by J. Hamilton,,48-75,,
4:34.0,J. Hamilton misses 2-pt shot at rim,,48-75,,
4:34.0,Offensive rebound by Team,,48-75,,
4:29.0,K. Martin misses 2-pt shot from 5 ft,,48-75,,
4:28.0,Offensive rebound by K. Martin,,48-75,,
4:19.0,K. Martin makes 2-pt shot at rim,2,50-75,,
3:59.0,,,50-75,,Turnover by N. Batum (bad pass; steal by K. Martin)
3:56.0,Shooting foul by A. Afflalo (drawn by K. Martin),,50-75,,
3:56.0,K. Martin makes free throw 1 of 2,1,51-75,,
3:56.0,,,51-75,,C. McCollum enters the game for A. Afflalo
3:56.0,R. Hummel enters the game for A. Wiggins,,51-75,,
3:56.0,K. Martin makes free throw 2 of 2,1,52-75,,
3:39.0,,,52-75,,Offensive foul by C. Kaman
3:39.0,,,52-75,,Turnover by C. Kaman (offensive foul)
3:24.0,Shooting foul by C. McCollum (drawn by K. Martin),,52-75,,
3:24.0,K. Martin makes free throw 1 of 2,1,53-75,,
3:24.0,K. Martin makes free throw 2 of 2,1,54-75,,
3:03.0,,,54-75,,L. Aldridge misses 3-pt shot from 24 ft
3:02.0,,,54-75,,Offensive rebound by C. Kaman
2:55.0,,,54-77,2,C. Kaman makes 2-pt shot from 5 ft
2:34.0,C. Budinger makes 2-pt shot from 4 ft,2,56-77,,
2:07.0,,,56-77,,C. Kaman misses 2-pt shot from 6 ft
2:05.0,,,56-77,,Offensive rebound by L. Aldridge
2:05.0,,,56-79,2,L. Aldridge makes 2-pt shot at rim
1:52.0,K. Martin misses 3-pt shot from 25 ft,,56-79,,
1:51.0,Offensive rebound by J. Hamilton,,56-79,,
1:37.0,Z. LaVine makes 2-pt shot from 1 ft,2,58-79,,
1:17.0,,,58-82,3,N. Batum makes 3-pt shot from 25 ft
1:01.0,J. Hamilton makes 2-pt shot from 18 ft (assist by Z. LaVine),2,60-82,,
0:53.0,,,60-82,,Shooting foul by J. Hamilton (drawn by D. Lillard)
0:53.0,,,60-82,,Portland full timeout
0:53.0,,,60-83,1,D. Lillard makes free throw 1 of 2
0:53.0,,,60-84,1,D. Lillard makes free throw 2 of 2
0:44.0,,,60-84,,Personal foul by C. McCollum (drawn by K. Martin)
0:44.0,K. Martin makes free throw 1 of 2,1,61-84,,
0:44.0,K. Martin makes free throw 2 of 2,1,62-84,,
0:35.0,,,62-84,,D. Lillard misses 2-pt shot from 19 ft
0:34.0,Defensive rebound by J. Hamilton,,62-84,,
0:29.0,Turnover by K. Martin (lost ball; steal by C. McCollum),,62-84,,
0:12.0,,,62-84,,C. McCollum misses 3-pt shot from 24 ft
0:11.0,Defensive rebound by Z. LaVine,,62-84,,
0:06.0,C. Budinger misses 2-pt shot at rim,,62-84,,
0:05.0,Offensive rebound by Z. LaVine,,62-84,,
0:00.0,Z. LaVine misses 2-pt shot from 15 ft,,62-84,,
0:00.0,Offensive rebound by Team,,62-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,62-84,,S. Blake misses 2-pt shot from 16 ft
11:35.0,Defensive rebound by A. Onuaku,,62-84,,
11:24.0,R. Hummel makes 2-pt shot from 19 ft (assist by Z. LaVine),2,64-84,,
11:07.0,,,64-84,,A. Afflalo misses 2-pt shot from 21 ft
11:06.0,,,64-84,,Offensive rebound by Team
10:54.0,,,64-86,2,C. McCollum makes 2-pt shot from 2 ft
10:43.0,,,64-86,,Personal foul by R. Lopez (drawn by Z. LaVine)
10:34.0,Shooting foul by R. Lopez (drawn by Z. LaVine),,64-86,,
10:34.0,Z. LaVine makes free throw 1 of 2,1,65-86,,
10:34.0,Z. LaVine misses free throw 2 of 2,,65-86,,
10:33.0,,,65-86,,Defensive rebound by M. Leonard
10:23.0,,,65-86,,Turnover by C. McCollum (bad pass; steal by C. Budinger)
10:20.0,Turnover by C. Budinger (bad pass; steal by S. Blake),,65-86,,
10:11.0,,,65-86,,S. Blake misses 2-pt shot from 18 ft
10:10.0,Defensive rebound by R. Hummel,,65-86,,
10:01.0,A. Onuaku misses 2-pt shot from 6 ft,,65-86,,
9:58.0,,,65-86,,Defensive rebound by C. McCollum
9:55.0,Personal foul by A. Wiggins (drawn by M. Leonard),,65-86,,
9:55.0,L. Brown enters the game for Z. LaVine,,65-86,,
9:47.0,,,65-86,,A. Afflalo misses 2-pt shot from 20 ft
9:46.0,Defensive rebound by R. Hummel,,65-86,,
9:32.0,A. Wiggins misses 2-pt shot from 4 ft,,65-86,,
9:30.0,,,65-86,,Defensive rebound by M. Leonard
9:12.0,,,65-86,,C. McCollum misses 3-pt shot from 27 ft
9:11.0,Defensive rebound by A. Wiggins,,65-86,,
9:00.0,R. Hummel misses 3-pt shot from 25 ft,,65-86,,
8:59.0,,,65-86,,Defensive rebound by A. Afflalo
8:43.0,,,65-86,,R. Lopez misses 2-pt shot from 11 ft
8:41.0,,,65-86,,Offensive rebound by M. Leonard
8:32.0,,,65-89,3,C. McCollum makes 3-pt shot from 25 ft (assist by S. Blake)
8:15.0,C. Budinger makes 2-pt shot from 5 ft (assist by A. Wiggins),2,67-89,,
7:54.0,,,67-91,2,C. McCollum makes 2-pt shot from 17 ft
7:42.0,C. Budinger makes 2-pt shot from 12 ft,2,69-91,,
7:26.0,,,69-93,2,R. Lopez makes 2-pt shot at rim (assist by S. Blake)
7:26.0,,,69-93,,Shooting foul by R. Hummel (drawn by R. Lopez)
7:26.0,Official timeout,,69-93,,
7:26.0,K. Martin enters the game for A. Onuaku,,69-93,,
7:26.0,J. Hamilton enters the game for R. Hummel,,69-93,,
7:26.0,,,69-93,,A. Crabbe enters the game for A. Afflalo
7:26.0,,,69-94,1,R. Lopez makes free throw 1 of 1
7:04.0,,,69-94,,M. Leonard misses 2-pt shot from 2 ft
7:03.0,,,69-94,,Offensive rebound by R. Lopez
7:04.0,,,69-94,,Violation by M. Leonard (def goaltending)
7:04.0,A. Wiggins makes 2-pt shot from 8 ft,2,71-94,,
6:59.0,,,71-96,2,R. Lopez makes 2-pt shot from 1 ft
6:50.0,,,71-96,,Personal foul by S. Blake (drawn by A. Wiggins)
6:50.0,A. Wiggins misses free throw 1 of 2,,71-96,,
6:50.0,Offensive rebound by Team,,71-96,,
6:50.0,,,71-96,,J. Freeland enters the game for R. Lopez
6:50.0,A. Wiggins makes free throw 2 of 2,1,72-96,,
6:40.0,,,72-98,2,M. Leonard makes 2-pt shot at rim (assist by C. McCollum)
6:40.0,,,72-98,,Shooting foul by J. Hamilton (drawn by M. Leonard)
6:40.0,,,72-99,1,M. Leonard makes free throw 1 of 1
6:34.0,,,72-99,,Personal foul by A. Crabbe (drawn by A. Wiggins)
6:26.0,Shooting foul by A. Crabbe (drawn by A. Wiggins),,72-99,,
6:26.0,A. Wiggins makes free throw 1 of 2,1,73-99,,
6:26.0,A. Wiggins makes free throw 2 of 2,1,74-99,,
6:03.0,,,74-102,3,A. Crabbe makes 3-pt shot from 26 ft (assist by S. Blake)
5:43.0,C. Budinger misses 3-pt shot from 26 ft,,74-102,,
5:42.0,,,74-102,,Defensive rebound by A. Crabbe
5:37.0,,,74-102,,Turnover by S. Blake (bad pass; steal by C. Budinger)
5:23.0,K. Martin makes 3-pt shot from 23 ft (assist by A. Wiggins),3,77-102,,
5:22.0,,,77-102,,Portland full timeout
5:22.0,,,77-102,,A. Gee enters the game for C. McCollum
5:22.0,,,77-102,,T. Frazier enters the game for S. Blake
5:22.0,Z. LaVine enters the game for J. Hamilton,,77-102,,
5:22.0,A. Payne enters the game for K. Martin,,77-102,,
4:57.0,,,77-102,,A. Gee misses 2-pt shot from 10 ft
4:56.0,Defensive rebound by Z. LaVine,,77-102,,
4:43.0,A. Wiggins makes 2-pt shot from 15 ft (assist by L. Brown),2,79-102,,
4:21.0,,,79-104,2,T. Frazier makes 2-pt shot from 8 ft
4:08.0,,,79-104,,Personal foul by A. Gee (drawn by A. Wiggins)
4:08.0,A. Wiggins makes free throw 1 of 2,1,80-104,,
4:08.0,A. Wiggins makes free throw 2 of 2,1,81-104,,
3:49.0,,,81-104,,Turnover by A. Gee (lost ball; steal by L. Brown)
3:46.0,Shooting foul by T. Frazier (drawn by Z. LaVine),,81-104,,
3:46.0,Z. LaVine makes free throw 1 of 2,1,82-104,,
3:46.0,Z. LaVine makes free throw 2 of 2,1,83-104,,
3:26.0,,,83-104,,J. Freeland misses 2-pt shot from 8 ft
