time,Golden State,pts.away,score,pts.home,Memphis
4:49.0,L. Barbosa enters the game for K. Thompson,,18-16,,
4:35.0,D. Lee makes 2-pt shot from 4 ft (assist by A. Iguodala),2,20-16,,
4:35.0,Shooting foul by M. Gasol (drawn by D. Lee),,20-16,,
4:35.0,D. Lee makes free throw 1 of 1,1,21-16,,
4:20.0,,,21-18,2,M. Gasol makes 2-pt shot from 7 ft
3:57.0,A. Bogut makes 2-pt shot at rim (assist by L. Barbosa),2,23-18,,
3:38.0,,,23-18,,Turnover by Z. Randolph (bad pass; steal by L. Barbosa)
3:32.0,A. Iguodala misses 2-pt shot at rim,,23-18,,
3:31.0,,,23-18,,Defensive rebound by Team
3:12.0,,,23-18,,J. Green misses 2-pt shot from 19 ft
3:10.0,Defensive rebound by S. Curry,,23-18,,
3:06.0,L. Barbosa makes 2-pt shot from 1 ft (assist by S. Curry),2,25-18,,
2:59.0,,,25-18,,Memphis full timeout
2:59.0,Golden State full timeout,,25-18,,
2:59.0,,,25-18,,V. Carter enters the game for T. Allen
2:51.0,,,25-18,,M. Conley misses 2-pt shot from 6 ft
2:50.0,,,25-18,,Offensive rebound by Team
2:40.0,,,25-20,2,J. Green makes 2-pt shot from 6 ft (assist by M. Conley)
2:15.0,A. Iguodala misses 3-pt shot from 23 ft,,25-20,,
2:14.0,,,25-20,,Defensive rebound by J. Green
2:08.0,,,25-22,2,M. Gasol makes 2-pt shot at rim (assist by M. Conley)
1:55.0,S. Curry misses 2-pt shot from 9 ft,,25-22,,
1:54.0,Offensive rebound by A. Bogut,,25-22,,
1:54.0,A. Bogut misses 2-pt shot at rim,,25-22,,
1:52.0,Offensive rebound by A. Bogut,,25-22,,
1:37.0,S. Curry makes 3-pt shot from 23 ft (assist by A. Bogut),3,28-22,,
1:16.0,,,28-22,,M. Gasol misses 2-pt shot from 20 ft
1:15.0,,,28-22,,Offensive rebound by Team
1:15.0,Loose ball foul by A. Iguodala (drawn by Z. Randolph),,28-22,,
1:15.0,F. Ezeli enters the game for A. Bogut,,28-22,,
1:15.0,,,28-22,,C. Lee enters the game for Z. Randolph
1:06.0,,,28-22,,Turnover by M. Gasol (bad pass; steal by D. Lee)
1:00.0,S. Curry makes 3-pt shot from 26 ft,3,31-22,,
0:50.0,Personal foul by F. Ezeli (drawn by M. Gasol),,31-22,,
0:50.0,,,31-23,1,M. Gasol makes free throw 1 of 2
0:50.0,H. Barnes enters the game for D. Lee,,31-23,,
0:50.0,,,31-24,1,M. Gasol makes free throw 2 of 2
0:28.0,S. Curry misses 2-pt shot from 21 ft,,31-24,,
0:28.0,Offensive rebound by Team,,31-24,,
0:28.0,,,31-24,,Loose ball foul by M. Gasol (drawn by F. Ezeli)
0:09.0,A. Iguodala misses 3-pt shot from 25 ft,,31-24,,
0:08.0,Offensive rebound by L. Barbosa,,31-24,,
0:04.0,S. Curry misses 2-pt shot from 7 ft,,31-24,,
0:01.0,Offensive rebound by S. Curry,,31-24,,
0:01.0,S. Curry misses 2-pt shot from 1 ft,,31-24,,
0:00.0,,,31-24,,Defensive rebound by V. Carter
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,Turnover by S. Livingston (bad pass; steal by C. Lee),,31-24,,
11:38.0,,,31-24,,C. Lee misses 2-pt shot at rim (block by L. Barbosa)
11:37.0,,,31-24,,Offensive rebound by Team
11:21.0,,,31-24,,C. Lee misses 2-pt shot from 8 ft (block by F. Ezeli)
11:17.0,,,31-24,,Offensive rebound by B. Udrih
11:14.0,,,31-24,,B. Udrih misses 3-pt shot from 24 ft
11:13.0,Defensive rebound by L. Barbosa,,31-24,,
11:10.0,Turnover by L. Barbosa (lost ball; steal by J. Green),,31-24,,
11:06.0,,,31-24,,C. Lee misses 2-pt shot from 1 ft
11:04.0,Defensive rebound by H. Barnes,,31-24,,
10:58.0,L. Barbosa makes 2-pt shot from 2 ft (assist by H. Barnes),2,33-24,,
10:41.0,,,33-24,,K. Koufos misses 2-pt shot from 6 ft
10:39.0,Defensive rebound by F. Ezeli,,33-24,,
10:36.0,Shooting foul by B. Udrih (drawn by S. Livingston),,33-24,,
10:36.0,S. Livingston makes free throw 1 of 2,1,34-24,,
10:36.0,S. Livingston misses free throw 2 of 2,,34-24,,
10:35.0,,,34-24,,Defensive rebound by J. Green
10:23.0,,,34-24,,V. Carter misses 3-pt shot from 23 ft
10:22.0,Defensive rebound by A. Iguodala,,34-24,,
10:05.0,,,34-24,,Personal foul by J. Green (drawn by A. Iguodala)
9:56.0,S. Livingston makes 2-pt shot from 9 ft,2,36-24,,
9:44.0,,,36-24,,Shooting foul by F. Ezeli (drawn by K. Koufos)
9:44.0,,,36-24,,K. Koufos misses free throw 1 of 2
9:44.0,,,36-24,,Offensive rebound by Team
9:44.0,,,36-25,1,K. Koufos makes free throw 2 of 2
9:31.0,F. Ezeli misses 2-pt shot from 7 ft,,36-25,,
9:29.0,,,36-25,,Defensive rebound by K. Koufos
9:23.0,,,36-25,,B. Udrih misses 2-pt shot from 19 ft
9:23.0,Defensive rebound by Team,,36-25,,
9:23.0,,,36-25,,Loose ball foul by K. Koufos (drawn by F. Ezeli)
9:04.0,A. Iguodala makes 3-pt shot from 26 ft (assist by S. Livingston),3,39-25,,
8:43.0,,,39-27,2,J. Green makes 2-pt shot from 8 ft
8:27.0,Turnover by S. Livingston (bad pass; steal by C. Lee),,39-27,,
8:22.0,,,39-27,,B. Udrih misses 2-pt shot at rim
8:20.0,Defensive rebound by S. Livingston,,39-27,,
8:15.0,A. Iguodala misses 2-pt shot at rim,,39-27,,
8:13.0,,,39-27,,Defensive rebound by K. Koufos
8:09.0,,,39-27,,Turnover by J. Green (lost ball; steal by A. Iguodala)
8:08.0,,,39-27,,Personal take foul by V. Carter (drawn by A. Iguodala)
8:08.0,Golden State full timeout,,39-27,,
8:08.0,M. Speights enters the game for H. Barnes,,39-27,,
8:08.0,D. Green enters the game for F. Ezeli,,39-27,,
7:58.0,A. Iguodala misses 2-pt shot at rim,,39-27,,
7:55.0,,,39-27,,Defensive rebound by J. Green
7:45.0,Personal foul by D. Green (drawn by J. Green),,39-27,,
7:45.0,K. Thompson enters the game for D. Green,,39-27,,
7:45.0,H. Barnes enters the game for L. Barbosa,,39-27,,
7:33.0,Violation by M. Speights (def goaltending),,39-27,,
7:33.0,,,39-29,2,J. Green makes 2-pt shot from 5 ft
7:10.0,M. Speights misses 2-pt shot from 19 ft,,39-29,,
7:09.0,,,39-29,,Defensive rebound by J. Green
7:00.0,,,39-31,2,K. Koufos makes 2-pt shot at rim (assist by B. Udrih)
6:54.0,Golden State full timeout,,39-31,,
6:54.0,,,39-31,,T. Allen enters the game for C. Lee
6:47.0,M. Speights misses 2-pt shot from 18 ft,,39-31,,
6:46.0,,,39-31,,Defensive rebound by T. Allen
6:31.0,,,39-31,,J. Green misses 2-pt shot at rim (block by M. Speights)
6:27.0,,,39-31,,Offensive rebound by T. Allen
6:27.0,,,39-33,2,T. Allen makes 2-pt shot from 1 ft
6:06.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Livingston),3,42-33,,
5:42.0,,,42-33,,J. Green misses 2-pt shot from 17 ft
5:41.0,,,42-33,,Offensive rebound by V. Carter
5:41.0,,,42-35,2,V. Carter makes 2-pt shot at rim
5:31.0,S. Livingston misses 2-pt shot from 9 ft,,42-35,,
5:30.0,Offensive rebound by Team,,42-35,,
5:30.0,A. Bogut enters the game for M. Speights,,42-35,,
5:30.0,S. Curry enters the game for A. Iguodala,,42-35,,
5:30.0,,,42-35,,M. Gasol enters the game for K. Koufos
5:30.0,,,42-35,,Z. Randolph enters the game for J. Green
5:30.0,,,42-35,,M. Conley enters the game for B. Udrih
5:23.0,Jump ball: M. Conley vs. S. Curry (M. Gasol gains possession),,,,Jump ball: M. Conley vs. S. Curry (M. Gasol gains possession)
5:23.0,Turnover by S. Curry (lost ball),,42-35,,
5:13.0,,,42-35,,M. Gasol misses 2-pt shot from 3 ft
5:10.0,Defensive rebound by H. Barnes,,42-35,,
5:01.0,K. Thompson misses 3-pt shot from 25 ft,,42-35,,
5:00.0,,,42-35,,Defensive rebound by Team
4:41.0,,,42-35,,Z. Randolph misses 2-pt shot from 8 ft
4:40.0,,,42-35,,Offensive rebound by Z. Randolph
4:39.0,,,42-37,2,Z. Randolph makes 2-pt shot at rim
4:25.0,Turnover by A. Bogut (lost ball; steal by M. Conley),,42-37,,
4:20.0,,,42-39,2,T. Allen makes 2-pt shot at rim (assist by M. Conley)
4:20.0,Golden State full timeout,,42-39,,
4:20.0,D. Lee enters the game for H. Barnes,,42-39,,
3:59.0,Turnover by A. Bogut (bad pass),,42-39,,
3:50.0,,,42-41,2,M. Conley makes 2-pt shot from 8 ft
3:37.0,,,42-41,,Personal foul by T. Allen (drawn by K. Thompson)
3:37.0,K. Thompson makes free throw 1 of 2,1,43-41,,
3:37.0,K. Thompson makes free throw 2 of 2,1,44-41,,
3:18.0,,,44-41,,Z. Randolph misses 2-pt shot from 6 ft
3:17.0,Defensive rebound by Team,,44-41,,
3:17.0,,,44-41,,J. Green enters the game for V. Carter
2:52.0,S. Curry makes 3-pt shot from 22 ft (assist by S. Livingston),3,47-41,,
2:32.0,,,47-41,,Shooting foul by D. Lee (drawn by M. Gasol)
2:32.0,,,47-41,,Memphis full timeout
2:32.0,H. Barnes enters the game for S. Livingston,,47-41,,
2:32.0,,,47-41,,M. Gasol misses free throw 1 of 2
2:32.0,,,47-41,,Offensive rebound by Team
2:32.0,,,47-42,1,M. Gasol makes free throw 2 of 2
2:15.0,K. Thompson misses 3-pt shot from 22 ft,,47-42,,
2:14.0,,,47-42,,Defensive rebound by M. Conley
1:56.0,,,47-45,3,J. Green makes 3-pt shot from 26 ft (assist by M. Gasol)
1:45.0,D. Lee makes 2-pt shot at rim (assist by S. Curry),2,49-45,,
1:21.0,,,49-45,,Z. Randolph misses 2-pt shot at rim
1:20.0,Defensive rebound by A. Bogut,,49-45,,
1:15.0,S. Curry misses 2-pt shot from 20 ft,,49-45,,
1:12.0,,,49-45,,Defensive rebound by M. Conley
0:58.0,,,49-45,,Turnover by M. Conley (bad pass)
0:52.0,Shooting foul by M. Gasol (drawn by D. Lee),,49-45,,
0:52.0,D. Lee misses free throw 1 of 2,,49-45,,
0:52.0,Offensive rebound by Team,,49-45,,
0:52.0,,,49-45,,V. Carter enters the game for M. Gasol
0:52.0,D. Lee makes free throw 2 of 2,1,50-45,,
0:40.0,,,50-47,2,Z. Randolph makes 2-pt shot at rim (assist by V. Carter)
0:34.0,S. Curry makes 2-pt shot at rim,2,52-47,,
0:26.0,,,52-47,,Turnover by M. Conley (bad pass; steal by D. Lee)
0:21.0,Shooting foul by V. Carter (drawn by S. Curry),,52-47,,
0:21.0,S. Curry makes free throw 1 of 2,1,53-47,,
0:21.0,,,53-47,,C. Lee enters the game for T. Allen
0:21.0,A. Iguodala enters the game for D. Lee,,53-47,,
0:21.0,S. Curry makes free throw 2 of 2,1,54-47,,
0:02.0,,,54-49,2,M. Conley makes 2-pt shot from 16 ft
0:00.0,A. Iguodala misses 3-pt shot from 53 ft,,54-49,,
0:00.0,Offensive rebound by Team,,54-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,Turnover by D. Green (lost ball; steal by M. Conley),,54-49,,
11:24.0,,,54-49,,Turnover by M. Gasol (bad pass; steal by H. Barnes)
11:14.0,S. Curry makes 2-pt shot from 10 ft,2,56-49,,
10:51.0,,,56-49,,T. Allen misses 2-pt shot from 3 ft
10:50.0,Defensive rebound by D. Green,,56-49,,
10:43.0,S. Curry makes 3-pt shot from 22 ft (assist by D. Green),3,59-49,,
10:26.0,,,59-49,,Shooting foul by H. Barnes (drawn by M. Gasol)
10:26.0,,,59-50,1,M. Gasol makes free throw 1 of 2
10:26.0,,,59-51,1,M. Gasol makes free throw 2 of 2
10:15.0,K. Thompson misses 2-pt shot from 20 ft,,59-51,,
10:14.0,,,59-51,,Defensive rebound by Z. Randolph
10:04.0,,,59-53,2,M. Gasol makes 2-pt shot from 15 ft
9:52.0,K. Thompson makes 3-pt shot from 22 ft (assist by D. Green),3,62-53,,
9:28.0,,,62-55,2,Z. Randolph makes 2-pt shot from 12 ft (assist by T. Allen)
9:22.0,,,62-55,,Personal foul by M. Conley (drawn by S. Curry)
9:10.0,Turnover by S. Curry (lost ball; steal by Z. Randolph),,62-55,,
9:07.0,Personal foul by K. Thompson (drawn by T. Allen),,62-55,,
8:52.0,,,62-55,,M. Gasol misses 2-pt shot from 7 ft
8:51.0,Defensive rebound by S. Curry,,62-55,,
8:44.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,65-55,,
8:43.0,,,65-55,,Memphis full timeout
8:43.0,,,65-55,,J. Green enters the game for T. Allen
8:31.0,,,65-55,,Z. Randolph misses 2-pt shot from 18 ft
8:30.0,Defensive rebound by H. Barnes,,65-55,,
8:20.0,K. Thompson misses 2-pt shot from 9 ft,,65-55,,
8:19.0,,,65-55,,Defensive rebound by M. Gasol
8:03.0,,,65-55,,Shooting foul by H. Barnes (drawn by Z. Randolph)
8:03.0,,,65-56,1,Z. Randolph makes free throw 1 of 2
8:03.0,,,65-57,1,Z. Randolph makes free throw 2 of 2
7:51.0,S. Curry makes 3-pt shot from 28 ft (assist by D. Green),3,68-57,,
7:29.0,,,68-57,,C. Lee misses 3-pt shot from 26 ft
7:28.0,Defensive rebound by D. Green,,68-57,,
7:11.0,K. Thompson misses 3-pt shot from 25 ft,,68-57,,
7:09.0,,,68-57,,Defensive rebound by J. Green
6:54.0,,,68-59,2,C. Lee makes 2-pt shot from 13 ft (assist by M. Gasol)
6:42.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,70-59,,
6:23.0,,,70-59,,Turnover by M. Conley (bad pass; steal by K. Thompson)
6:22.0,,,70-59,,Personal take foul by M. Conley (drawn by K. Thompson)
6:12.0,D. Green misses 2-pt shot from 6 ft,,70-59,,
6:10.0,,,70-59,,Defensive rebound by Z. Randolph
6:03.0,Personal foul by S. Curry (drawn by Z. Randolph),,70-59,,
5:57.0,,,70-59,,M. Conley misses 2-pt shot from 9 ft (block by S. Curry)
5:55.0,Defensive rebound by A. Bogut,,70-59,,
5:52.0,S. Curry makes 2-pt shot at rim (assist by A. Bogut),2,72-59,,
5:31.0,,,72-59,,Turnover by Z. Randolph (lost ball; steal by D. Green)
5:17.0,D. Green makes 2-pt shot at rim (assist by K. Thompson),2,74-59,,
5:17.0,,,74-59,,Memphis full timeout
5:17.0,L. Barbosa enters the game for H. Barnes,,74-59,,
5:17.0,A. Iguodala enters the game for K. Thompson,,74-59,,
5:05.0,,,74-59,,M. Gasol misses 2-pt shot from 6 ft
5:03.0,Defensive rebound by A. Bogut,,74-59,,
4:45.0,S. Curry makes 3-pt shot from 26 ft,3,77-59,,
4:24.0,,,77-59,,Turnover by C. Lee (bad pass; steal by S. Curry)
4:20.0,S. Curry misses 3-pt shot from 25 ft,,77-59,,
4:17.0,Offensive rebound by L. Barbosa,,77-59,,
4:03.0,S. Curry makes 3-pt shot from 23 ft (assist by L. Barbosa),3,80-59,,
3:42.0,,,80-61,2,M. Gasol makes 2-pt shot from 10 ft (assist by M. Conley)
3:30.0,Offensive foul by S. Curry,,80-61,,
3:30.0,Turnover by S. Curry (offensive foul),,80-61,,
3:30.0,,,80-61,,V. Carter enters the game for C. Lee
3:30.0,,,80-61,,B. Udrih enters the game for Z. Randolph
3:13.0,,,80-61,,Turnover by M. Gasol (lost ball; steal by A. Bogut)
3:07.0,D. Green makes 2-pt shot at rim (assist by A. Iguodala),2,82-61,,
3:06.0,,,82-61,,Technical foul by M. Gasol
3:06.0,S. Curry makes technical free throw,1,83-61,,
3:06.0,F. Ezeli enters the game for A. Bogut,,83-61,,
2:56.0,,,83-61,,M. Conley misses 2-pt shot from 21 ft
2:55.0,Defensive rebound by A. Iguodala,,83-61,,
2:49.0,D. Green misses 2-pt shot from 11 ft,,83-61,,
2:45.0,,,83-61,,Defensive rebound by M. Gasol
2:42.0,,,83-63,2,J. Green makes 2-pt shot at rim (assist by M. Gasol)
2:24.0,Shooting foul by M. Gasol (drawn by F. Ezeli),,83-63,,
2:24.0,F. Ezeli makes free throw 1 of 2,1,84-63,,
2:24.0,F. Ezeli makes free throw 2 of 2,1,85-63,,
2:01.0,,,85-63,,M. Gasol misses 2-pt shot from 10 ft
1:59.0,Defensive rebound by A. Iguodala,,85-63,,
1:49.0,A. Iguodala misses 3-pt shot from 22 ft,,85-63,,
1:48.0,,,85-63,,Defensive rebound by M. Gasol
1:39.0,,,85-63,,M. Gasol misses 2-pt shot from 18 ft
1:37.0,Defensive rebound by F. Ezeli,,85-63,,
1:27.0,Turnover by A. Iguodala (bad pass; steal by V. Carter),,85-63,,
1:24.0,,,85-63,,K. Koufos enters the game for M. Gasol
1:12.0,,,85-63,,B. Udrih misses 2-pt shot from 16 ft
1:10.0,Defensive rebound by F. Ezeli,,85-63,,
1:00.0,A. Iguodala misses 2-pt shot from 1 ft,,85-63,,
0:59.0,,,85-63,,Defensive rebound by V. Carter
0:49.0,,,85-65,2,K. Koufos makes 2-pt shot at rim (assist by B. Udrih)
0:31.0,S. Curry misses 3-pt shot from 27 ft,,85-65,,
0:29.0,Offensive rebound by A. Iguodala,,85-65,,
0:11.0,S. Curry misses 2-pt shot from 16 ft,,85-65,,
0:09.0,,,85-65,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,85-65,,Offensive foul by K. Koufos
11:48.0,,,85-65,,Turnover by K. Koufos (offensive foul)
11:26.0,L. Barbosa misses 3-pt shot from 23 ft,,85-65,,
11:25.0,Offensive rebound by F. Ezeli,,85-65,,
11:04.0,S. Livingston misses 2-pt shot from 13 ft,,85-65,,
11:03.0,,,85-65,,Defensive rebound by J. Green
10:57.0,,,85-65,,J. Green misses 2-pt shot from 1 ft (block by F. Ezeli)
10:54.0,Defensive rebound by L. Barbosa,,85-65,,
10:48.0,A. Iguodala misses 2-pt shot from 7 ft,,85-65,,
10:46.0,,,85-65,,Defensive rebound by J. Green
10:41.0,,,85-67,2,B. Udrih makes 2-pt shot at rim (assist by N. Calathes)
10:13.0,L. Barbosa misses 3-pt shot from 25 ft,,85-67,,
10:12.0,,,85-67,,Defensive rebound by K. Koufos
10:04.0,,,85-67,,Turnover by B. Udrih (bad pass; steal by S. Livingston)
9:47.0,F. Ezeli makes 2-pt shot from 8 ft,2,87-67,,
9:25.0,,,87-67,,B. Udrih misses 2-pt shot from 16 ft
9:24.0,Defensive rebound by F. Ezeli,,87-67,,
9:03.0,S. Livingston misses 2-pt shot from 6 ft,,87-67,,
9:03.0,Offensive rebound by Team,,87-67,,
8:58.0,Turnover by L. Barbosa (lost ball; steal by N. Calathes),,87-67,,
8:47.0,,,87-67,,V. Carter misses 3-pt shot from 28 ft
8:46.0,Defensive rebound by F. Ezeli,,87-67,,
8:26.0,D. Lee misses 2-pt shot from 16 ft,,87-67,,
8:24.0,,,87-67,,Defensive rebound by V. Carter
8:10.0,,,87-69,2,K. Koufos makes 2-pt shot at rim (assist by J. Green)
7:57.0,Golden State full timeout,,87-69,,
7:44.0,S. Livingston misses 2-pt shot from 11 ft,,87-69,,
7:42.0,,,87-69,,Defensive rebound by V. Carter
7:32.0,Violation by D. Lee (def goaltending),,87-69,,
7:32.0,,,87-71,2,J. Green makes 2-pt shot from 1 ft
7:15.0,S. Livingston misses 2-pt shot from 1 ft,,87-71,,
7:14.0,Offensive rebound by F. Ezeli,,87-71,,
7:14.0,F. Ezeli misses 2-pt shot from 1 ft (block by K. Koufos),,87-71,,
7:11.0,Offensive rebound by S. Livingston,,87-71,,
7:11.0,S. Livingston misses 2-pt shot from 1 ft,,87-71,,
7:09.0,,,87-71,,Defensive rebound by V. Carter
7:03.0,,,87-71,,V. Carter misses 3-pt shot from 26 ft
7:01.0,,,87-71,,Offensive rebound by K. Koufos
7:01.0,,,87-73,2,K. Koufos makes 2-pt shot at rim
6:32.0,L. Barbosa misses 2-pt shot from 19 ft,,87-73,,
6:31.0,,,87-73,,Defensive rebound by K. Koufos
6:19.0,Personal foul by S. Livingston (drawn by V. Carter),,87-73,,
6:19.0,S. Curry enters the game for L. Barbosa,,87-73,,
6:19.0,D. Green enters the game for D. Lee,,87-73,,
6:19.0,,,87-73,,M. Conley enters the game for B. Udrih
6:11.0,,,87-73,,K. Koufos misses 2-pt shot from 4 ft
6:09.0,,,87-73,,Offensive rebound by J. Green
6:09.0,,,87-73,,J. Green misses 2-pt shot at rim
6:06.0,Defensive rebound by A. Iguodala,,87-73,,
6:00.0,D. Green misses 2-pt shot at rim,,87-73,,
5:59.0,Offensive rebound by F. Ezeli,,87-73,,
5:59.0,F. Ezeli misses 2-pt shot at rim,,87-73,,
5:58.0,,,87-73,,Defensive rebound by N. Calathes
5:53.0,,,87-75,2,N. Calathes makes 2-pt shot from 1 ft
5:28.0,S. Livingston makes 2-pt shot from 8 ft,2,89-75,,
5:08.0,,,89-75,,M. Conley misses 2-pt shot from 20 ft
5:07.0,Defensive rebound by A. Iguodala,,89-75,,
5:05.0,,,89-75,,Personal take foul by M. Conley (drawn by A. Iguodala)
5:05.0,Golden State full timeout,,89-75,,
5:05.0,,,89-75,,M. Gasol enters the game for V. Carter
5:05.0,,,89-75,,Z. Randolph enters the game for K. Koufos
5:05.0,A. Bogut enters the game for A. Iguodala,,89-75,,
5:05.0,K. Thompson enters the game for F. Ezeli,,89-75,,
4:44.0,Turnover by D. Green (lost ball),,89-75,,
4:30.0,,,89-75,,M. Conley misses 3-pt shot from 26 ft
4:27.0,Defensive rebound by A. Bogut,,89-75,,
4:16.0,S. Curry makes 3-pt shot from 26 ft,3,92-75,,
3:56.0,,,92-75,,N. Calathes misses 3-pt shot from 24 ft
3:55.0,Defensive rebound by A. Bogut,,92-75,,
3:45.0,Shooting foul by M. Conley (drawn by S. Curry),,92-75,,
3:45.0,S. Curry makes free throw 1 of 3,1,93-75,,
3:45.0,S. Curry makes free throw 2 of 3,1,94-75,,
3:45.0,,,94-75,,B. Udrih enters the game for M. Conley
3:45.0,S. Curry makes free throw 3 of 3,1,95-75,,
3:21.0,,,95-78,3,J. Green makes 3-pt shot from 24 ft (assist by Z. Randolph)
3:06.0,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry),2,97-78,,
2:51.0,Personal foul by S. Livingston (drawn by N. Calathes),,97-78,,
2:51.0,,,97-78,,Memphis full timeout
2:51.0,J. McAdoo enters the game for D. Green,,97-78,,
2:51.0,M. Speights enters the game for A. Bogut,,97-78,,
2:51.0,,,97-78,,J. Adams enters the game for Z. Randolph
2:51.0,,,97-78,,J. Green enters the game for M. Gasol
2:51.0,,,97-78,,J. Leuer enters the game for J. Green
2:45.0,,,97-78,,Turnover by N. Calathes (bad pass; steal by S. Curry)
2:28.0,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry),3,100-78,,
2:12.0,,,100-81,3,J. Adams makes 3-pt shot from 23 ft (assist by J. Green)
1:57.0,S. Curry misses 3-pt shot from 26 ft,,100-81,,
1:55.0,Offensive rebound by J. McAdoo,,100-81,,
1:55.0,J. McAdoo misses 2-pt shot at rim,,100-81,,
1:53.0,,,100-81,,Defensive rebound by J. Adams
1:51.0,,,100-83,2,B. Udrih makes 2-pt shot at rim (assist by J. Adams)
1:38.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Livingston),3,103-83,,
