time,LA Lakers,pts.away,score,pts.home,Utah
8:18.0,J. Hill misses 2-pt shot from 2 ft,,27-35,,
8:17.0,,,27-35,,Defensive rebound by T. Booker
8:09.0,,,27-38,3,R. Hood makes 3-pt shot from 24 ft (assist by D. Exum)
7:51.0,J. Clarkson makes 3-pt shot from 25 ft (assist by E. Davis),3,30-38,,
7:24.0,,,30-40,2,R. Hood makes 2-pt shot from 22 ft
7:07.0,W. Johnson makes 2-pt shot from 22 ft,2,32-40,,
6:49.0,,,32-40,,Shooting foul by J. Hill (drawn by D. Favors)
6:49.0,,,32-42,2,D. Favors makes 2-pt shot from 1 ft
6:49.0,,,32-42,,J. Ingles enters the game for E. Millsap
6:49.0,,,32-42,,G. Hayward enters the game for R. Hood
6:49.0,,,32-42,,D. Favors misses free throw 1 of 1
6:47.0,Defensive rebound by E. Davis,,32-42,,
6:33.0,J. Lin misses 2-pt shot from 1 ft,,32-42,,
6:31.0,Offensive rebound by E. Davis,,32-42,,
6:31.0,E. Davis makes 2-pt shot from 1 ft,2,34-42,,
6:17.0,,,34-42,,Turnover by J. Ingles (lost ball)
6:17.0,C. Boozer enters the game for E. Davis,,34-42,,
6:17.0,R. Sacre enters the game for J. Hill,,34-42,,
6:04.0,C. Boozer misses 2-pt shot from 2 ft,,34-42,,
6:03.0,,,34-42,,Defensive rebound by T. Booker
5:55.0,,,34-42,,Turnover by G. Hayward (bad pass)
5:55.0,,,34-42,,Utah full timeout
5:55.0,,,34-42,,R. Gobert enters the game for T. Booker
5:55.0,R. Kelly enters the game for W. Johnson,,34-42,,
5:55.0,W. Ellington enters the game for J. Clarkson,,34-42,,
5:55.0,J. Clarkson enters the game for J. Lin,,34-42,,
5:42.0,J. Clarkson misses 2-pt shot from 18 ft,,34-42,,
5:40.0,,,34-42,,Defensive rebound by J. Ingles
5:24.0,,,34-42,,Turnover by J. Ingles (lost ball; steal by R. Kelly)
5:17.0,C. Boozer makes 2-pt shot from 1 ft (assist by J. Clarkson),2,36-42,,
5:03.0,,,36-42,,Shooting foul by R. Sacre (drawn by G. Hayward)
5:03.0,,,36-43,1,G. Hayward makes free throw 1 of 2
5:03.0,,,36-44,1,G. Hayward makes free throw 2 of 2
4:51.0,Turnover by C. Boozer (traveling),,36-44,,
4:44.0,,,36-44,,Turnover by D. Exum (bad pass; steal by J. Clarkson)
4:41.0,J. Clarkson makes 2-pt shot at rim,2,38-44,,
4:41.0,Shooting foul by D. Exum (drawn by J. Clarkson),,38-44,,
4:41.0,,,38-44,,T. Burke enters the game for D. Exum
4:41.0,J. Clarkson makes free throw 1 of 1,1,39-44,,
4:34.0,,,39-44,,Turnover by G. Hayward (bad pass; steal by R. Sacre)
4:27.0,W. Ellington misses 2-pt shot from 21 ft,,39-44,,
4:25.0,Offensive rebound by W. Ellington,,39-44,,
4:17.0,C. Boozer misses 2-pt shot from 16 ft,,39-44,,
4:15.0,,,39-44,,Defensive rebound by J. Ingles
3:57.0,,,39-44,,T. Booker enters the game for R. Gobert
3:54.0,,,39-44,,T. Booker misses 2-pt shot from 21 ft
3:53.0,Defensive rebound by W. Ellington,,39-44,,
3:40.0,R. Sacre misses 2-pt shot from 18 ft,,39-44,,
3:39.0,,,39-44,,Defensive rebound by T. Booker
3:25.0,,,39-44,,D. Favors misses 2-pt shot from 2 ft
3:23.0,Defensive rebound by W. Ellington,,39-44,,
3:17.0,W. Ellington makes 2-pt shot from 11 ft,2,41-44,,
2:53.0,,,41-47,3,T. Burke makes 3-pt shot from 24 ft (assist by T. Booker)
2:42.0,C. Boozer misses 2-pt shot from 3 ft,,41-47,,
2:40.0,,,41-47,,Defensive rebound by J. Ingles
2:37.0,,,41-47,,Turnover by T. Burke (lost ball)
2:37.0,LA Lakers full timeout,,41-47,,
2:37.0,,,41-47,,E. Millsap enters the game for J. Ingles
2:37.0,,,41-47,,R. Gobert enters the game for T. Booker
2:19.0,W. Ellington misses 2-pt shot from 20 ft,,41-47,,
2:18.0,,,41-47,,Defensive rebound by E. Millsap
2:03.0,,,41-47,,G. Hayward misses 2-pt shot from 22 ft
2:02.0,Defensive rebound by C. Boozer,,41-47,,
1:41.0,C. Boozer makes 2-pt shot from 17 ft (assist by J. Clarkson),2,43-47,,
1:26.0,,,43-47,,G. Hayward misses 2-pt shot from 6 ft
1:24.0,,,43-47,,Offensive rebound by G. Hayward
1:16.0,,,43-49,2,G. Hayward makes 2-pt shot at rim (assist by D. Favors)
1:07.0,R. Kelly misses 2-pt shot from 19 ft,,43-49,,
1:05.0,,,43-49,,Defensive rebound by R. Gobert
0:47.0,,,43-49,,D. Favors misses 2-pt shot from 14 ft
0:45.0,Defensive rebound by C. Boozer,,43-49,,
0:36.0,C. Boozer misses 2-pt shot from 4 ft (block by R. Gobert),,43-49,,
0:32.0,,,43-49,,Defensive rebound by D. Favors
0:29.0,,,43-49,,E. Millsap misses 2-pt shot at rim
0:26.0,Defensive rebound by R. Kelly,,43-49,,
0:25.0,C. Boozer makes 2-pt shot from 2 ft (assist by W. Ellington),2,45-49,,
0:06.0,,,45-51,2,G. Hayward makes 2-pt shot from 2 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,Turnover by R. Kelly (bad pass; steal by J. Ingles),,45-51,,
11:36.0,,,45-51,,Turnover by D. Favors (bad pass; steal by J. Clarkson)
11:31.0,C. Boozer misses 2-pt shot from 4 ft (block by J. Ingles),,45-51,,
11:27.0,,,45-51,,Defensive rebound by T. Burke
11:21.0,,,45-51,,Turnover by G. Hayward (traveling)
11:09.0,Turnover by W. Ellington (bad pass; steal by D. Favors),,45-51,,
11:01.0,,,45-53,2,D. Favors makes 2-pt shot at rim (assist by T. Burke)
10:37.0,R. Kelly misses 2-pt shot from 4 ft (block by R. Gobert),,45-53,,
10:37.0,Offensive rebound by Team,,45-53,,
10:34.0,Turnover by Team (shot clock),,45-53,,
10:24.0,,,45-53,,T. Burke misses 2-pt shot from 18 ft
10:22.0,,,45-53,,Offensive rebound by D. Favors
10:18.0,,,45-55,2,D. Favors makes 2-pt shot from 15 ft (assist by G. Hayward)
9:50.0,R. Kelly misses 2-pt shot from 11 ft,,45-55,,
9:49.0,,,45-55,,Defensive rebound by R. Gobert
9:44.0,,,45-55,,G. Hayward misses 2-pt shot from 15 ft
9:42.0,Defensive rebound by R. Kelly,,45-55,,
9:23.0,R. Kelly misses 2-pt shot from 16 ft,,45-55,,
9:22.0,,,45-55,,Defensive rebound by R. Gobert
9:03.0,,,45-57,2,D. Favors makes 2-pt shot at rim (assist by R. Gobert)
8:51.0,J. Clarkson makes 2-pt shot from 14 ft,2,47-57,,
8:38.0,,,47-57,,Turnover by D. Favors (lost ball; steal by C. Boozer)
8:29.0,C. Boozer makes 2-pt shot from 18 ft,2,49-57,,
8:29.0,Shooting foul by D. Favors (drawn by C. Boozer),,49-57,,
8:29.0,C. Boozer makes free throw 1 of 1,1,50-57,,
8:13.0,,,50-57,,Turnover by J. Ingles (traveling)
8:00.0,,,50-57,,Personal foul by J. Ingles (drawn by R. Kelly)
7:57.0,Turnover by R. Kelly (offensive foul),,50-57,,
7:57.0,Offensive foul by R. Kelly,,50-57,,
7:43.0,,,50-57,,Shooting foul by J. Clarkson (drawn by T. Burke)
7:43.0,,,50-58,1,T. Burke makes free throw 1 of 2
7:43.0,,,50-58,,T. Burke misses free throw 2 of 2
7:40.0,Defensive rebound by C. Boozer,,50-58,,
7:27.0,C. Boozer misses 2-pt shot from 18 ft,,50-58,,
7:26.0,Offensive rebound by W. Ellington,,50-58,,
7:17.0,C. Boozer makes 2-pt shot from 1 ft,2,52-58,,
7:04.0,,,52-58,,Turnover by G. Hayward (lost ball; steal by C. Boozer)
6:59.0,J. Clarkson makes 2-pt shot at rim (assist by C. Boozer),2,54-58,,
6:59.0,,,54-58,,Utah full timeout
6:59.0,,,54-58,,E. Millsap enters the game for J. Ingles
6:40.0,,,54-58,,T. Burke misses 2-pt shot from 15 ft (block by R. Kelly)
6:37.0,Defensive rebound by C. Boozer,,54-58,,
6:23.0,W. Ellington makes 2-pt shot from 18 ft (assist by R. Kelly),2,56-58,,
6:03.0,,,56-58,,Shooting foul by C. Boozer (drawn by D. Favors)
6:03.0,,,56-59,1,D. Favors makes free throw 1 of 2
6:03.0,J. Lin enters the game for W. Ellington,,56-59,,
6:03.0,,,56-59,,D. Favors misses free throw 2 of 2
6:02.0,Defensive rebound by C. Boozer,,56-59,,
5:41.0,Turnover by C. Boozer (lost ball),,56-59,,
5:33.0,,,56-59,,Offensive foul by G. Hayward
5:33.0,,,56-59,,Turnover by G. Hayward (offensive foul)
5:23.0,J. Clarkson misses 2-pt shot at rim (block by D. Favors),,56-59,,
5:21.0,Offensive rebound by J. Clarkson,,56-59,,
5:21.0,J. Clarkson makes 2-pt shot from 2 ft,2,58-59,,
5:20.0,Violation by Team (delay of game),,58-59,,
5:04.0,Personal foul by J. Lin (drawn by R. Gobert),,58-59,,
4:54.0,,,58-59,,Turnover by G. Hayward (lost ball; steal by C. Boozer)
4:54.0,,,58-59,,Loose ball foul by G. Hayward (drawn by C. Boozer)
4:54.0,,,58-59,,D. Exum enters the game for T. Burke
4:41.0,Shooting foul by D. Favors (drawn by C. Boozer),,58-59,,
4:41.0,C. Boozer makes free throw 1 of 2,1,59-59,,
4:41.0,,,59-59,,T. Booker enters the game for D. Favors
4:41.0,J. Hill enters the game for R. Sacre,,59-59,,
4:41.0,C. Boozer misses free throw 2 of 2,,59-59,,
4:39.0,,,59-59,,Defensive rebound by R. Gobert
4:29.0,,,59-59,,Shooting foul by C. Boozer (drawn by E. Millsap)
4:29.0,,,59-60,1,E. Millsap makes free throw 1 of 2
4:29.0,E. Davis enters the game for C. Boozer,,59-60,,
4:29.0,,,59-61,1,E. Millsap makes free throw 2 of 2
4:14.0,J. Hill makes 2-pt shot from 2 ft,2,61-61,,
4:03.0,,,61-61,,R. Hood enters the game for G. Hayward
3:59.0,,,61-61,,Shooting foul by E. Davis (drawn by R. Gobert)
3:59.0,,,61-62,1,R. Gobert makes free throw 1 of 2
3:59.0,,,61-63,1,R. Gobert makes free throw 2 of 2
3:47.0,Shooting foul by T. Booker (drawn by J. Lin),,61-63,,
3:47.0,J. Lin makes free throw 1 of 2,1,62-63,,
3:47.0,J. Lin makes free throw 2 of 2,1,63-63,,
3:32.0,,,63-63,,E. Millsap misses 2-pt shot from 3 ft
3:31.0,Defensive rebound by J. Hill,,63-63,,
3:12.0,J. Lin misses 2-pt shot from 20 ft,,63-63,,
3:11.0,,,63-63,,Defensive rebound by E. Millsap
3:00.0,,,63-63,,R. Hood misses 2-pt shot from 2 ft
2:59.0,,,63-63,,Offensive rebound by R. Gobert
2:59.0,,,63-65,2,R. Gobert makes 2-pt shot from 1 ft
2:40.0,J. Hill makes 2-pt shot from 16 ft,2,65-65,,
2:17.0,,,65-65,,Shooting foul by J. Clarkson (drawn by E. Millsap)
2:17.0,LA Lakers full timeout,,65-65,,
2:17.0,,,65-66,1,E. Millsap makes free throw 1 of 2
2:17.0,,,65-67,1,E. Millsap makes free throw 2 of 2
2:02.0,J. Hill makes 2-pt shot from 17 ft (assist by E. Davis),2,67-67,,
1:35.0,,,67-67,,R. Hood misses 2-pt shot from 3 ft (block by J. Hill)
1:35.0,,,67-67,,Offensive rebound by Team
1:35.0,,,67-67,,Turnover by Team (shot clock)
1:23.0,J. Clarkson misses 3-pt shot from 24 ft,,67-67,,
1:19.0,,,67-67,,Defensive rebound by E. Millsap
1:11.0,,,67-70,3,E. Millsap makes 3-pt shot from 23 ft
0:58.0,Turnover by J. Clarkson (bad pass; steal by R. Gobert),,67-70,,
0:55.0,,,67-72,2,E. Millsap makes 2-pt shot at rim (assist by R. Gobert)
0:37.0,R. Kelly misses 2-pt shot from 7 ft,,67-72,,
0:35.0,,,67-72,,Defensive rebound by E. Millsap
0:33.0,Violation by J. Lin (def goaltending),,67-72,,
0:33.0,,,67-74,2,E. Millsap makes 2-pt shot at rim
0:33.0,,,67-74,,Shooting foul by J. Clarkson (drawn by E. Millsap)
0:33.0,,,67-75,1,E. Millsap makes free throw 1 of 1
0:08.0,J. Lin misses 3-pt shot from 30 ft,,67-75,,
0:07.0,Offensive rebound by J. Hill,,67-75,,
0:05.0,J. Hill makes 2-pt shot from 18 ft,2,69-75,,
0:00.0,,,69-78,3,R. Hood makes 3-pt shot from 24 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,69-80,2,R. Gobert makes 2-pt shot at rim (assist by D. Exum)
11:26.0,W. Johnson misses 2-pt shot from 17 ft,,69-80,,
11:24.0,,,69-80,,Defensive rebound by E. Millsap
11:16.0,,,69-82,2,E. Millsap makes 2-pt shot from 2 ft
11:03.0,J. Lin misses 2-pt shot from 15 ft,,69-82,,
11:01.0,,,69-82,,Defensive rebound by E. Millsap
10:56.0,,,69-82,,E. Millsap misses 2-pt shot from 6 ft
10:55.0,Defensive rebound by J. Hill,,69-82,,
10:41.0,J. Hill makes 2-pt shot from 17 ft,2,71-82,,
10:27.0,,,71-82,,Turnover by E. Millsap (bad pass; steal by J. Hill)
10:24.0,W. Ellington makes 2-pt shot from 1 ft,2,73-82,,
10:24.0,Shooting foul by R. Hood (drawn by W. Ellington),,73-82,,
10:24.0,,,73-82,,T. Burke enters the game for D. Exum
10:24.0,,,73-82,,D. Favors enters the game for T. Booker
10:24.0,W. Ellington makes free throw 1 of 1,1,74-82,,
10:04.0,,,74-85,3,T. Burke makes 3-pt shot from 24 ft
9:48.0,E. Davis misses 2-pt shot from 11 ft,,74-85,,
9:45.0,,,74-85,,Defensive rebound by T. Burke
9:34.0,,,74-85,,Turnover by T. Burke (lost ball; steal by J. Lin)
9:29.0,J. Lin makes 2-pt shot from 2 ft,2,76-85,,
9:23.0,,,76-85,,Turnover by T. Burke (bad pass; steal by J. Hill)
9:22.0,,,76-85,,Personal foul by T. Burke (drawn by W. Johnson)
9:06.0,Turnover by W. Ellington (bad pass),,76-85,,
8:50.0,,,76-85,,R. Hood misses 3-pt shot from 25 ft
8:48.0,Defensive rebound by J. Lin,,76-85,,
8:43.0,J. Lin makes 2-pt shot from 1 ft,2,78-85,,
8:17.0,,,78-85,,Turnover by D. Favors (bad pass; steal by W. Johnson)
8:02.0,W. Ellington makes 2-pt shot from 4 ft (assist by J. Hill),2,80-85,,
8:02.0,,,80-85,,Utah full timeout
8:02.0,,,80-85,,G. Hayward enters the game for E. Millsap
8:02.0,,,80-85,,T. Booker enters the game for R. Gobert
7:41.0,,,80-87,2,G. Hayward makes 2-pt shot from 5 ft
7:19.0,J. Hill misses 2-pt shot from 19 ft,,80-87,,
7:18.0,,,80-87,,Defensive rebound by R. Hood
7:01.0,,,80-87,,Shooting foul by W. Ellington (drawn by D. Favors)
7:01.0,,,80-87,,D. Favors misses free throw 1 of 2
7:01.0,,,80-87,,Offensive rebound by Team
7:01.0,,,80-88,1,D. Favors makes free throw 2 of 2
6:43.0,J. Lin misses 3-pt shot from 24 ft,,80-88,,
6:41.0,Offensive rebound by W. Ellington,,80-88,,
6:34.0,E. Davis makes 2-pt shot at rim (assist by W. Ellington),2,82-88,,
6:10.0,,,82-88,,Shooting foul by J. Hill (drawn by T. Booker)
6:10.0,,,82-88,,T. Booker misses free throw 1 of 2
6:10.0,,,82-88,,Offensive rebound by Team
6:10.0,,,82-88,,D. Exum enters the game for T. Burke
6:10.0,,,82-88,,T. Booker misses free throw 2 of 2
6:09.0,Defensive rebound by J. Hill,,82-88,,
5:44.0,W. Johnson misses 3-pt shot from 25 ft,,82-88,,
5:42.0,,,82-88,,Defensive rebound by D. Favors
5:36.0,,,82-88,,T. Booker misses 2-pt shot at rim
5:35.0,Defensive rebound by J. Hill,,82-88,,
5:28.0,E. Davis makes 2-pt shot from 3 ft (assist by W. Johnson),2,84-88,,
5:02.0,,,84-88,,R. Hood misses 2-pt shot from 7 ft
5:01.0,Defensive rebound by W. Ellington,,84-88,,
4:53.0,J. Lin misses 2-pt shot from 1 ft,,84-88,,
4:53.0,Offensive rebound by E. Davis,,84-88,,
4:53.0,E. Davis makes 2-pt shot at rim,2,86-88,,
4:53.0,,,86-88,,Utah full timeout
4:53.0,Official timeout,,86-88,,
4:53.0,J. Clarkson enters the game for J. Lin,,86-88,,
4:53.0,,,86-88,,T. Burke enters the game for D. Exum
4:53.0,,,86-88,,E. Millsap enters the game for T. Booker
4:53.0,,,86-88,,R. Gobert enters the game for R. Hood
4:42.0,,,86-88,,G. Hayward misses 2-pt shot from 3 ft (block by E. Davis)
4:39.0,Defensive rebound by W. Johnson,,86-88,,
4:37.0,J. Hill makes 2-pt shot at rim (assist by W. Johnson),2,88-88,,
4:21.0,Personal foul by E. Davis (drawn by D. Favors),,88-88,,
4:08.0,,,88-88,,T. Burke misses 2-pt shot from 5 ft (block by E. Davis)
4:05.0,Defensive rebound by J. Clarkson,,88-88,,
4:02.0,J. Clarkson makes 2-pt shot from 1 ft,2,90-88,,
3:41.0,,,90-88,,G. Hayward misses 2-pt shot from 14 ft
3:39.0,,,90-88,,Offensive rebound by R. Gobert
3:39.0,,,90-88,,R. Gobert misses 2-pt shot from 1 ft
3:37.0,,,90-88,,Offensive rebound by R. Gobert
3:37.0,,,90-88,,R. Gobert misses 2-pt shot from 3 ft
3:36.0,,,90-88,,Offensive rebound by D. Favors
3:36.0,,,90-88,,Shooting foul by E. Davis (drawn by D. Favors)
3:36.0,,,90-88,,D. Favors misses free throw 1 of 2
3:36.0,,,90-88,,Offensive rebound by Team
3:36.0,,,90-89,1,D. Favors makes free throw 2 of 2
3:23.0,W. Ellington misses 3-pt shot from 25 ft,,90-89,,
3:22.0,Offensive rebound by E. Davis,,90-89,,
3:09.0,W. Ellington misses 2-pt shot from 2 ft,,90-89,,
3:08.0,Offensive rebound by E. Davis,,90-89,,
3:04.0,J. Hill makes 2-pt shot from 18 ft (assist by E. Davis),2,92-89,,
2:47.0,,,92-91,2,D. Favors makes 2-pt shot from 14 ft (assist by T. Burke)
2:21.0,Turnover by W. Ellington (back court),,92-91,,
2:21.0,LA Lakers full timeout,,92-91,,
1:58.0,,,92-91,,T. Burke misses 2-pt shot from 5 ft
1:58.0,Defensive rebound by Team,,92-91,,
1:41.0,J. Clarkson makes 2-pt shot from 16 ft,2,94-91,,
1:28.0,,,94-91,,G. Hayward misses 2-pt shot from 2 ft
1:25.0,,,94-91,,Offensive rebound by R. Gobert
1:25.0,,,94-91,,R. Gobert misses 2-pt shot from 2 ft
