time,Houston,pts.away,score,pts.home,Golden State
9:54.0,,,28-40,,L. Barbosa misses 3-pt shot from 25 ft
9:53.0,Defensive rebound by D. Howard,,28-40,,
9:43.0,P. Prigioni misses 3-pt shot from 27 ft,,28-40,,
9:42.0,,,28-40,,Defensive rebound by H. Barnes
9:37.0,,,28-42,2,L. Barbosa makes 2-pt shot from 1 ft (assist by A. Iguodala)
9:37.0,Houston full timeout,,28-42,,
9:37.0,C. Capela enters the game for D. Howard,,28-42,,
9:37.0,J. Terry enters the game for P. Prigioni,,28-42,,
9:22.0,C. Brewer misses 3-pt shot from 24 ft,,28-42,,
9:21.0,Offensive rebound by C. Capela,,28-42,,
9:15.0,C. Brewer misses 2-pt shot from 4 ft,,28-42,,
9:14.0,Offensive rebound by T. Ariza,,28-42,,
9:07.0,J. Smith misses 2-pt shot from 4 ft,,28-42,,
9:06.0,,,28-42,,Defensive rebound by S. Livingston
9:00.0,Violation by C. Capela (def goaltending),,28-42,,
9:00.0,,,28-44,2,A. Bogut makes 2-pt shot from 3 ft (assist by L. Barbosa)
8:43.0,J. Smith makes 2-pt shot from 1 ft (assist by J. Terry),2,30-44,,
8:20.0,,,30-46,2,S. Livingston makes 2-pt shot at rim (assist by L. Barbosa)
8:03.0,T. Ariza makes 2-pt shot from 2 ft,2,32-46,,
7:43.0,,,32-49,3,H. Barnes makes 3-pt shot from 26 ft (assist by A. Iguodala)
7:34.0,Houston full timeout,,32-49,,
7:34.0,,,32-49,,D. Green enters the game for A. Bogut
7:34.0,,,32-49,,K. Thompson enters the game for L. Barbosa
7:34.0,D. Howard enters the game for J. Smith,,32-49,,
7:34.0,J. Harden enters the game for C. Capela,,32-49,,
7:34.0,T. Jones enters the game for C. Brewer,,32-49,,
7:13.0,T. Jones misses 2-pt shot from 5 ft,,32-49,,
7:12.0,Offensive rebound by D. Howard,,32-49,,
7:12.0,D. Howard makes 2-pt shot at rim,2,34-49,,
7:01.0,Personal foul by T. Ariza (drawn by K. Thompson),,34-49,,
6:54.0,Personal foul by J. Terry (drawn by S. Livingston),,34-49,,
6:45.0,,,34-49,,K. Thompson misses 3-pt shot from 25 ft
6:43.0,Defensive rebound by J. Harden,,34-49,,
6:28.0,J. Terry makes 3-pt shot from 26 ft (assist by J. Harden),3,37-49,,
6:09.0,,,37-49,,Golden State full timeout
6:09.0,,,37-49,,S. Curry enters the game for A. Iguodala
5:58.0,,,37-49,,Turnover by D. Green (back court)
5:43.0,T. Jones makes 2-pt shot from 3 ft (assist by J. Harden),2,39-49,,
5:17.0,,,39-51,2,D. Green makes 2-pt shot from 3 ft (assist by K. Thompson)
5:05.0,D. Howard makes 2-pt shot from 4 ft (assist by J. Harden),2,41-51,,
4:55.0,,,41-51,,D. Green misses 3-pt shot from 26 ft
4:53.0,Defensive rebound by J. Harden,,41-51,,
4:43.0,J. Harden makes 2-pt shot from 13 ft,2,43-51,,
4:37.0,,,43-51,,K. Thompson misses 2-pt shot from 2 ft (block by T. Jones)
4:35.0,Defensive rebound by J. Harden,,43-51,,
4:31.0,J. Harden misses 3-pt shot from 27 ft,,43-51,,
4:30.0,,,43-51,,Defensive rebound by S. Curry
4:19.0,,,43-51,,H. Barnes misses 2-pt shot from 13 ft
4:18.0,Defensive rebound by J. Harden,,43-51,,
3:56.0,T. Ariza misses 2-pt shot from 18 ft,,43-51,,
3:55.0,,,43-51,,Defensive rebound by K. Thompson
3:49.0,,,43-51,,Turnover by D. Green (bad pass)
3:49.0,Houston full timeout,,43-51,,
3:49.0,,,43-51,,A. Bogut enters the game for H. Barnes
3:31.0,T. Jones misses 2-pt shot from 4 ft (block by A. Bogut),,43-51,,
3:30.0,,,43-51,,Defensive rebound by Team
3:07.0,,,43-51,,K. Thompson misses 3-pt shot from 26 ft
3:06.0,Defensive rebound by T. Ariza,,43-51,,
2:57.0,,,43-51,,Def 3 sec tech foul by A. Bogut
2:57.0,J. Harden makes technical free throw,1,44-51,,
2:57.0,,,44-51,,A. Iguodala enters the game for S. Livingston
2:46.0,J. Harden makes 2-pt shot from 12 ft,2,46-51,,
2:27.0,,,46-51,,Turnover by D. Green (bad pass; steal by J. Harden)
2:21.0,T. Ariza misses 3-pt shot from 24 ft,,46-51,,
2:20.0,,,46-51,,Defensive rebound by D. Green
2:12.0,,,46-53,2,S. Curry makes 2-pt shot from 22 ft (assist by D. Green)
1:56.0,J. Harden makes 2-pt shot from 2 ft,2,48-53,,
1:39.0,,,48-55,2,A. Bogut makes 2-pt shot from 1 ft (assist by D. Green)
1:15.0,J. Harden makes 2-pt shot from 17 ft,2,50-55,,
1:03.0,,,50-55,,Turnover by S. Curry (bad pass)
0:42.0,J. Harden makes 3-pt shot from 25 ft,3,53-55,,
0:33.0,,,53-55,,S. Curry misses 3-pt shot from 24 ft
0:32.0,Defensive rebound by J. Harden,,53-55,,
0:11.0,D. Howard makes 2-pt shot at rim (assist by T. Jones),2,55-55,,
0:01.0,,,55-55,,D. Green misses 3-pt shot from 27 ft (block by J. Harden)
0:00.0,,,55-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,55-55,,Turnover by K. Thompson (bad pass; steal by J. Harden)
11:25.0,J. Smith misses 2-pt shot from 8 ft,,55-55,,
11:24.0,,,55-55,,Defensive rebound by A. Bogut
11:05.0,Personal foul by J. Smith (drawn by A. Bogut),,55-55,,
10:51.0,,,55-55,,D. Green misses 2-pt shot from 9 ft
10:50.0,Defensive rebound by D. Howard,,55-55,,
10:28.0,J. Harden makes 3-pt shot from 25 ft,3,58-55,,
10:08.0,,,58-55,,K. Thompson misses 2-pt shot from 2 ft
10:06.0,Defensive rebound by D. Howard,,58-55,,
9:43.0,J. Harden misses 2-pt shot from 16 ft,,58-55,,
9:42.0,,,58-55,,Defensive rebound by A. Bogut
9:31.0,,,58-57,2,S. Curry makes 2-pt shot from 10 ft
9:12.0,J. Terry makes 3-pt shot from 27 ft (assist by J. Smith),3,61-57,,
9:02.0,,,61-59,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
8:41.0,Shooting foul by A. Bogut (drawn by D. Howard),,61-59,,
8:41.0,D. Howard misses free throw 1 of 2,,61-59,,
8:41.0,Offensive rebound by Team,,61-59,,
8:41.0,D. Howard makes free throw 2 of 2,1,62-59,,
8:29.0,,,62-59,,H. Barnes misses 2-pt shot from 17 ft
8:28.0,Defensive rebound by D. Howard,,62-59,,
8:16.0,J. Terry misses 2-pt shot from 9 ft,,62-59,,
8:15.0,Offensive rebound by J. Terry,,62-59,,
8:13.0,T. Ariza makes 3-pt shot from 26 ft (assist by J. Terry),3,65-59,,
8:10.0,,,65-59,,Golden State full timeout
8:01.0,Personal foul by T. Ariza (drawn by K. Thompson),,65-59,,
7:53.0,,,65-59,,Shooting foul by J. Smith (drawn by D. Green)
7:53.0,,,65-60,1,D. Green makes free throw 1 of 2
7:53.0,,,65-61,1,D. Green makes free throw 2 of 2
7:28.0,J. Harden misses 2-pt shot from 17 ft,,65-61,,
7:27.0,,,65-61,,Defensive rebound by D. Green
7:20.0,,,65-64,3,K. Thompson makes 3-pt shot from 23 ft (assist by H. Barnes)
7:06.0,J. Smith misses 3-pt shot from 27 ft,,65-64,,
7:05.0,,,65-64,,Defensive rebound by K. Thompson
6:48.0,,,65-66,2,S. Curry makes 2-pt shot from 1 ft
6:21.0,J. Smith makes 2-pt shot from 10 ft,2,67-66,,
6:04.0,T. Jones enters the game for J. Smith,,67-66,,
6:00.0,,,67-68,2,K. Thompson makes 2-pt shot at rim (assist by H. Barnes)
5:45.0,J. Terry misses 3-pt shot from 27 ft,,67-68,,
5:44.0,,,67-68,,Defensive rebound by S. Curry
5:37.0,,,67-68,,Turnover by S. Curry (bad pass)
5:22.0,T. Jones misses 2-pt shot from 8 ft (block by A. Bogut),,67-68,,
5:20.0,,,67-68,,Defensive rebound by A. Bogut
5:06.0,,,67-68,,D. Green misses 2-pt shot from 2 ft
5:05.0,,,67-68,,Offensive rebound by A. Bogut
5:05.0,,,67-68,,A. Bogut misses 2-pt shot from 2 ft
5:04.0,,,67-68,,Offensive rebound by A. Bogut
5:04.0,,,67-68,,A. Bogut misses 2-pt shot from 2 ft
5:04.0,Defensive rebound by Team,,67-68,,
5:04.0,,,67-68,,Loose ball foul by A. Bogut (drawn by J. Harden)
5:04.0,C. Brewer enters the game for T. Ariza,,67-68,,
5:04.0,,,67-68,,A. Iguodala enters the game for H. Barnes
5:04.0,,,67-68,,F. Ezeli enters the game for A. Bogut
4:51.0,J. Terry misses 3-pt shot from 27 ft,,67-68,,
4:50.0,,,67-68,,Defensive rebound by D. Green
4:41.0,,,67-71,3,S. Curry makes 3-pt shot from 26 ft
4:25.0,T. Jones makes 2-pt shot from 1 ft (assist by J. Harden),2,69-71,,
4:02.0,,,69-71,,F. Ezeli misses 2-pt shot from 8 ft
4:01.0,Defensive rebound by D. Howard,,69-71,,
3:46.0,T. Jones makes 2-pt shot from 3 ft (assist by J. Harden),2,71-71,,
3:30.0,,,71-73,2,D. Green makes 2-pt shot from 2 ft (assist by S. Curry)
3:30.0,,,71-73,,Shooting foul by J. Terry (drawn by D. Green)
3:30.0,C. Capela enters the game for D. Howard,,71-73,,
3:30.0,,,71-73,,L. Barbosa enters the game for K. Thompson
3:30.0,,,71-74,1,D. Green makes free throw 1 of 1
3:09.0,T. Jones misses 2-pt shot from 2 ft,,71-74,,
3:08.0,,,71-74,,Defensive rebound by F. Ezeli
2:57.0,Personal foul by T. Jones (drawn by S. Curry),,71-74,,
2:57.0,Houston full timeout,,71-74,,
2:57.0,N. Johnson enters the game for J. Terry,,71-74,,
2:57.0,,,71-75,1,S. Curry makes free throw 1 of 2
2:57.0,,,71-75,,S. Curry misses free throw 2 of 2
2:56.0,Defensive rebound by J. Harden,,71-75,,
2:39.0,J. Harden makes 2-pt shot from 2 ft (assist by C. Brewer),2,73-75,,
2:25.0,,,73-77,2,S. Curry makes 2-pt shot from 1 ft
2:04.0,C. Brewer misses 2-pt shot from 16 ft,,73-77,,
2:03.0,,,73-77,,Defensive rebound by F. Ezeli
1:42.0,,,73-77,,Offensive foul by S. Curry
1:42.0,,,73-77,,Turnover by S. Curry (offensive foul)
1:21.0,J. Harden makes 2-pt shot from 16 ft,2,75-77,,
1:03.0,,,75-77,,S. Curry misses 3-pt shot from 23 ft
1:02.0,Defensive rebound by J. Harden,,75-77,,
0:42.0,J. Harden misses 3-pt shot from 26 ft,,75-77,,
0:41.0,Offensive rebound by J. Harden,,75-77,,
0:30.0,N. Johnson misses 3-pt shot from 26 ft,,75-77,,
0:29.0,,,75-77,,Defensive rebound by D. Green
0:10.0,,,75-77,,S. Curry misses 2-pt shot from 3 ft
0:09.0,Defensive rebound by C. Capela,,75-77,,
0:07.0,,,75-77,,Personal foul by D. Green (drawn by J. Harden)
0:07.0,T. Ariza enters the game for C. Capela,,75-77,,
0:07.0,J. Terry enters the game for N. Johnson,,75-77,,
0:07.0,,,75-77,,S. Livingston enters the game for S. Curry
0:07.0,,,75-77,,H. Barnes enters the game for F. Ezeli
0:01.0,Offensive foul by J. Harden,,75-77,,
0:01.0,Turnover by J. Harden (offensive foul),,75-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,T. Jones misses 2-pt shot from 3 ft (block by F. Ezeli),,75-77,,
11:37.0,Offensive rebound by T. Ariza,,75-77,,
11:36.0,T. Ariza misses 3-pt shot from 26 ft,,75-77,,
11:36.0,Offensive rebound by Team,,75-77,,
11:36.0,Turnover by Team (shot clock),,75-77,,
11:20.0,,,75-77,,H. Barnes misses 2-pt shot from 17 ft (block by T. Jones)
11:19.0,,,75-77,,Offensive rebound by S. Livingston
11:18.0,,,75-79,2,S. Livingston makes 2-pt shot from 11 ft
10:57.0,D. Howard makes 2-pt shot from 1 ft (assist by J. Terry),2,77-79,,
10:43.0,,,77-79,,L. Barbosa misses 2-pt shot from 18 ft
10:42.0,Defensive rebound by T. Jones,,77-79,,
10:37.0,Turnover by C. Brewer (lost ball; steal by H. Barnes),,77-79,,
10:24.0,,,77-81,2,S. Livingston makes 2-pt shot from 12 ft (assist by L. Barbosa)
10:09.0,,,77-81,,Personal foul by S. Livingston (drawn by C. Brewer)
10:09.0,,,77-81,,K. Thompson enters the game for L. Barbosa
9:56.0,D. Howard misses 2-pt shot from 6 ft,,77-81,,
9:55.0,,,77-81,,Defensive rebound by S. Livingston
9:44.0,,,77-81,,A. Bogut enters the game for F. Ezeli
9:37.0,,,77-83,2,A. Iguodala makes 2-pt shot from 15 ft
9:25.0,Shooting foul by K. Thompson (drawn by D. Howard),,77-83,,
9:25.0,D. Howard misses free throw 1 of 2,,77-83,,
9:25.0,Offensive rebound by Team,,77-83,,
9:25.0,J. Harden enters the game for C. Brewer,,77-83,,
9:25.0,J. Smith enters the game for T. Jones,,77-83,,
9:25.0,D. Howard misses free throw 2 of 2,,77-83,,
9:24.0,,,77-83,,Defensive rebound by K. Thompson
9:05.0,,,77-83,,K. Thompson misses 3-pt shot from 25 ft
9:04.0,,,77-83,,Offensive rebound by H. Barnes
8:48.0,,,77-83,,Turnover by A. Bogut (bad pass)
8:48.0,Official timeout,,77-83,,
8:40.0,,,77-83,,Personal foul by K. Thompson (drawn by J. Harden)
8:30.0,J. Smith misses 2-pt shot from 7 ft,,77-83,,
8:29.0,Offensive rebound by D. Howard,,77-83,,
8:29.0,D. Howard makes 2-pt shot at rim,2,79-83,,
8:11.0,,,79-85,2,K. Thompson makes 2-pt shot from 16 ft (assist by A. Iguodala)
7:48.0,J. Smith makes 2-pt shot from 1 ft (assist by J. Harden),2,81-85,,
7:27.0,,,81-85,,K. Thompson misses 3-pt shot from 26 ft
7:26.0,Defensive rebound by J. Smith,,81-85,,
7:22.0,Turnover by J. Smith (bad pass; steal by H. Barnes),,81-85,,
7:12.0,,,81-85,,Golden State full timeout
7:12.0,,,81-85,,S. Curry enters the game for H. Barnes
7:12.0,,,81-85,,D. Green enters the game for S. Livingston
7:07.0,,,81-87,2,S. Curry makes 2-pt shot from 1 ft (assist by A. Bogut)
6:40.0,J. Harden misses 2-pt shot from 3 ft (block by A. Bogut),,81-87,,
6:38.0,,,81-87,,Defensive rebound by A. Bogut
6:23.0,,,81-87,,Turnover by S. Curry (bad pass; steal by D. Howard)
6:18.0,T. Ariza makes 2-pt shot at rim (assist by J. Terry),2,83-87,,
5:58.0,,,83-87,,K. Thompson misses 3-pt shot from 25 ft
5:56.0,Defensive rebound by D. Howard,,83-87,,
5:32.0,J. Harden makes 2-pt shot from 6 ft,2,85-87,,
5:10.0,,,85-89,2,A. Bogut makes 2-pt shot at rim (assist by D. Green)
4:44.0,J. Smith misses 3-pt shot from 27 ft,,85-89,,
4:44.0,,,85-89,,Defensive rebound by Team
4:44.0,Loose ball foul by D. Howard (drawn by A. Bogut),,85-89,,
4:44.0,T. Jones enters the game for J. Terry,,85-89,,
4:44.0,C. Brewer enters the game for J. Smith,,85-89,,
4:30.0,,,85-89,,D. Green misses 2-pt shot from 4 ft (block by D. Howard)
4:29.0,,,85-89,,Offensive rebound by Team
4:27.0,,,85-91,2,K. Thompson makes 2-pt shot from 2 ft (assist by S. Curry)
4:07.0,Shooting foul by D. Green (drawn by D. Howard),,85-91,,
4:07.0,D. Howard misses free throw 1 of 2,,85-91,,
4:07.0,Offensive rebound by Team,,85-91,,
4:07.0,D. Howard makes free throw 2 of 2,1,86-91,,
3:44.0,,,86-91,,K. Thompson misses 2-pt shot from 16 ft
3:43.0,Defensive rebound by D. Howard,,86-91,,
3:24.0,J. Harden misses 2-pt shot from 5 ft (block by K. Thompson),,86-91,,
3:23.0,,,86-91,,Defensive rebound by A. Iguodala
3:23.0,,,86-91,,Shooting foul by T. Ariza (drawn by D. Green)
3:23.0,,,86-91,,D. Green misses free throw 1 of 2
3:23.0,,,86-91,,Offensive rebound by Team
3:23.0,J. Terry enters the game for C. Brewer,,86-91,,
3:23.0,,,86-92,1,D. Green makes free throw 2 of 2
3:11.0,Turnover by T. Ariza (bad pass; steal by S. Curry),,86-92,,
2:52.0,,,86-94,2,S. Curry makes 2-pt shot from 23 ft
2:41.0,J. Harden makes 3-pt shot from 26 ft,3,89-94,,
2:25.0,,,89-94,,Shooting foul by D. Howard (drawn by A. Bogut)
2:25.0,,,89-96,2,A. Bogut makes 2-pt shot from 1 ft (assist by S. Curry)
2:25.0,Houston full timeout,,89-96,,
2:25.0,,,89-96,,A. Bogut misses free throw 1 of 1
2:24.0,Defensive rebound by D. Howard,,89-96,,
2:20.0,Shooting foul by K. Thompson (drawn by J. Harden),,89-96,,
2:20.0,J. Harden misses free throw 1 of 2,,89-96,,
2:20.0,Offensive rebound by Team,,89-96,,
2:20.0,,,89-96,,H. Barnes enters the game for A. Bogut
2:20.0,J. Harden makes free throw 2 of 2,1,90-96,,
2:10.0,,,90-96,,Golden State full timeout
2:02.0,,,90-96,,S. Curry misses 3-pt shot from 26 ft
2:00.0,,,90-96,,Offensive rebound by H. Barnes
2:00.0,Personal foul by J. Harden (drawn by H. Barnes),,90-96,,
2:00.0,C. Brewer enters the game for J. Terry,,90-96,,
2:00.0,,,90-96,,A. Bogut enters the game for H. Barnes
1:39.0,,,90-98,2,S. Curry makes 2-pt shot from 22 ft
1:39.0,Houston full timeout,,90-98,,
1:39.0,,,90-98,,H. Barnes enters the game for A. Bogut
1:39.0,J. Terry enters the game for C. Brewer,,90-98,,
1:32.0,Shooting foul by D. Green (drawn by J. Harden),,90-98,,
1:32.0,J. Harden makes free throw 1 of 2,1,91-98,,
1:32.0,C. Brewer enters the game for J. Terry,,91-98,,
1:32.0,J. Harden makes free throw 2 of 2,1,92-98,,
1:20.0,Personal foul by C. Brewer (drawn by D. Green),,92-98,,
1:20.0,,,92-98,,D. Green misses free throw 1 of 2
1:20.0,,,92-98,,Offensive rebound by Team
1:20.0,J. Terry enters the game for C. Brewer,,92-98,,
1:20.0,,,92-99,1,D. Green makes free throw 2 of 2
1:13.0,J. Harden makes 2-pt shot at rim,2,94-99,,
1:00.0,,,94-99,,H. Barnes misses 3-pt shot from 24 ft
0:58.0,Defensive rebound by D. Howard,,94-99,,
0:49.0,,,94-99,,Personal foul by D. Green (drawn by J. Harden)
0:49.0,J. Harden makes free throw 1 of 2,1,95-99,,
0:49.0,C. Brewer enters the game for J. Terry,,95-99,,
0:49.0,J. Harden makes free throw 2 of 2,1,96-99,,
0:41.0,J. Terry enters the game for C. Brewer,,96-99,,
0:41.0,,,96-99,,A. Bogut enters the game for H. Barnes
